EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,DefLongMidRangeReboundPct,ShortMidRangeFGA,ShortMidRangeFrequency,Avg2ptShotDistance,Steals,BadPassSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,on,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,ShootingFouls,Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LostBallSteals,SecondChanceTurnovers,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceFtPoints,Offensive Fouls,BlockedAtRim,ShortMidRangePctBlocked,DefCorner3ReboundPct,SelfOReb,Offensive Fouls Drawn,Technical Free Throw Trips,DefensiveGoaltends,3SecondViolations,SelfORebPct,SecondChanceCorner3FGA,BlockedShortMidRange,SecondChanceCorner3Frequency,PtsUnassisted3s,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,LongMidRangePctBlocked,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,182.0,3,1.0,8,7,8,7,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.5,1.0,0.25,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6585,0.6585,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,1610612743,Chucky Atkins,Chucky Atkins,1088,DEN,182.0,3,1.0,8,7,8,7,15,,,,,,,,,5.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,8,,,,,,,,,12.5,,0.25,0.25,0.5,,,,,,,1.0,0.4527,0.4527,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.2,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,274.0,5,5.0,11,11,11,11,22,,,,,,,,,5.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,274.0,5,5.0,11,11,11,11,22,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,5.0,1.0,1.0,,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,2.0,11,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,27.272727272727273,,0.2,0.2,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5270166666666667,0.5270166666666667,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,25.2,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,1610612743,Steven Hunter,Steven Hunter,2212,DEN,274.0,5,5.0,11,11,11,11,22,,,,,,1.0,,,5.0,,1.0,,,,,,,,2.0,2.0,2.0,,,,,,,,,11,,,,,,,,,9.090909090909092,,0.4,0.4,,,,,,,,,0.4463,0.4463,,,,1.0,,,,,,,,,,0.6666666666666666,1.0,1.0,7.9,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,92.0,2,4.0,3,4,3,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,92.0,2,4.0,3,4,3,4,7,,,,,,,4.0,4.0,,,,4.0,4.0,,,,,,,,,,,,,2.0,4.0,1.0,4.0,3,,,,,,,0.6666666666666666,0.6666666666666666,100.0,,,,,,,,,,,1.0,0.38385,0.38385,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.2,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,7138.0,119,-30.0,246,247,83,97,493,13.0,18.0,3.0,7.0,18.0,26.0,7.0,52.0,288.0,4.0,10.0,2.0,13.0,26.0,2.0,2.0,1.0,4.0,9.0,17.0,25.0,1.0,,4.0,1.0,10.0,11.0,6.0,13.0,83,0.7222222222222222,0.8125,0.6923076923076923,0.4,0.5625,0.39285714285714285,0.5777777777777777,0.40625,16.554054054054053,0.25,0.1232876712328767,0.125,0.13636363636363635,0.45,0.7222222222222222,0.7647058823529411,0.7692307692307693,0.5,0.42857142857142855,0.8,0.546785,0.49011428571428567,0.13333333333333333,0.1935483870967742,0.25,0.33739837398373984,10.0,3.0,14.0,4.0,10.0,0.35,0.25,0.21428571428571427,25.34285714285715,0.2,6.0,0.15,3.7576923076923077,1.0,1.0,,,False,40.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,7.0,1.0,6.0,1.0,10.0,9.0,4.0,2.0,1.0,3.0,1.0,2.0,6.0,5.0,3.0,8.0,1.0,3.0,1.0,1.0,1.0,3.0,11.0,5.0,1.0,1.0,3.0,1.0,0.21428571428571427,0.25,0.21428571428571427,0.42857142857142855,0.375,0.375,0.21428571428571427,0.038461538461538464,0.05555555555555555,0.3,0.2727272727272727,0.06060606060606061,0.1282051282051282,0.06666666666666667,0.06201550387596899,0.025,0.05,0.10256410256410256,0.041666666666666664,0.16666666666666666,0.16129032258064516,0.6666666666666666,0.6666666666666666,0.5,0.05,0.5,0.5,1.0,0.1,0.25,0.25,1.0,0.2,0.2857142857142857,1.0,0.5,0.5,0.5,0.125,0.07142857142857142,0.3333333333333333,0.2,0.46284166666666665,0.11538461538461539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,3356.0,56,-24.0,116,113,26,33,229,2.0,4.0,,,4.0,9.0,,8.0,129.0,,1.0,,,4.0,11.0,13.0,9.0,28.0,5.0,8.0,10.0,2.0,2.0,3.0,,1.0,,,,26,0.5,0.5,0.4444444444444444,,0.2857142857142857,,0.2857142857142857,,12.592592592592592,0.6666666666666666,0.1388888888888889,0.14583333333333334,,0.2857142857142857,0.5,0.6666666666666666,0.5,,,0.6428571428571429,0.5049142857142856,0.439325,,,,0.22413793103448276,4.0,1.0,5.0,1.0,4.0,0.35714285714285715,0.2857142857142857,0.5,24.619999999999997,0.2,,,10.666666666666666,1.0,,,,False,13.0,,,,2.0,5.0,,1.0,,,1.0,,,,,1.0,,,4.0,,,,1.0,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,3.0,6.0,,,,2.0,,,,,,,,,0.1111111111111111,0.25,,0.25,0.021739130434782608,0.16666666666666666,0.05263157894736842,0.03076923076923077,,,0.0625,0.0625,,0.2,,,,0.35714285714285715,0.4,0.4,0.5,0.07142857142857142,,,,,,,,,,1.0,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,177.0,3,,7,8,7,8,15,,,,,1.0,2.0,,2.0,8.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,2.0,7,,,0.5,0.5,0.5,0.5,0.5,0.5,28.57142857142857,,,,,,,,,,,,0.4109,0.4109,,,1.0,1.0,,,,,,,,,,,1.0,0.5,14.35,,,,,False,,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
