EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,ShortMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsUnassisted3s,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,BlockedShortMidRange,StepOutOfBoundsTurnovers,Arc3PctBlocked,on,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,Clear Path Fouls
136,1610612738,P.J. Brown,P.J. Brown,136,BOS,7460.0,124,-3,214,219,57,47,29,433,2.0,4.0,1.0,1.0,4.0,4.0,11.0,7.0,19,10.0,24,216,3.0,2.0,3,4.0,8,14.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,11.0,3.0,17.0,4.0,21.0,2.0,2.0,2.0,2.0,4.0,6.0,1.0,3.0,14.0,26.0,3.0,7.0,1.0,10.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,8,57,1.0,1.0,0.3684210526315789,0.6666666666666666,0.3684210526315789,0.6666666666666666,0.5,0.8,0.05263157894736842,0.25,12.096774193548388,0.3333333333333333,0.3,0.14666666666666667,0.037037037037037035,0.15789473684210525,0.037037037037037035,0.14893617021276595,0.037037037037037035,0.07142857142857142,0.045454545454545456,0.08333333333333333,0.19047619047619047,0.14285714285714285,0.11764705882352941,0.5,0.3333333333333333,0.21052631578947367,0.5,0.6666666666666666,1.0,0.21052631578947367,0.25,0.25,1.0,0.5789473684210527,0.36363636363636365,0.36363636363636365,1.0,0.3333333333333333,0.21052631578947367,0.4557210526315789,0.45665,0.40643333333333337,0.20833333333333334,0.20833333333333334,0.3333333333333333,12.363157894736842,0.26635514018691586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,8859.0,148,36,263,263,102,84,34,526,8.0,16.0,2.0,4.0,9.0,5.0,13.0,17.0,38,29.0,78,269,3.0,8.0,14,16.0,41,6.0,4.0,17.0,25.0,3.0,4.0,58.0,,5.0,4.0,8.0,4.0,16.0,5.0,21.0,6.0,3.0,6.0,2.0,7.0,13.0,,5.0,6.0,21.0,4.0,32.0,1.0,38.0,14.0,,,,,,1.0,,41,102,0.17647058823529413,0.17647058823529413,0.4473684210526316,0.5714285714285714,0.46226415094339623,0.5681818181818182,0.5422535211267606,0.6451612903225806,0.10526315789473684,0.125,27.54098360655738,0.46153846153846156,0.4444444444444444,0.09302325581395349,0.06097560975609756,0.11428571428571428,,0.09917355371900827,0.044642857142857144,,,0.14285714285714285,0.047619047619047616,0.09090909090909091,0.09375,0.3333333333333333,,0.3018867924528302,0.5,0.5714285714285714,,0.16981132075471697,0.4444444444444444,0.5714285714285714,0.25,0.24528301886792453,0.38461538461538464,0.38461538461538464,0.4,0.3333333333333333,0.5849056603773585,0.46639711538461537,0.4920299999999999,0.4901833333333333,0.21212121212121213,0.27450980392156865,0.5256410256410257,8.544736842105266,0.38783269961977185,5.0,7.0,1.0,1.0,4.0,14.0,1.0,3.0,3.0,8.0,5.0,15.0,1.0,3.0,2.0,5.0,3.0,8.0,28.0,15.0,1.0,13.0,4.0,8.0,6.0,2.0,10.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.35714285714285715,0.25,0.35714285714285715,0.2830188679245283,0.2222222222222222,0.14285714285714285,0.07142857142857142,0.041666666666666664,0.018867924528301886,1.0,1.0,1.0,0.2641509433962264,0.2857142857142857,0.2857142857142857,1.0,0.5,0.3333333333333333,1.0,0.3181818181818182,0.7142857142857143,0.36363636363636365,0.375,0.3076923076923077,0.0641025641025641,28.373333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1899,1610612738,James Posey,James Posey,1899,BOS,13799.0,230,40,393,396,104,97,56,789,3.0,4.0,2.0,,1.0,2.0,4.0,5.0,9,13.0,65,395,2.0,2.0,3,2.0,18,4.0,,7.0,10.0,3.0,2.0,23.0,2.0,2.0,6.0,22.0,3.0,31.0,4.0,35.0,9.0,6.0,1.0,1.0,1.0,2.0,,1.0,14.0,22.0,,23.0,5.0,16.0,8.0,3.0,3.0,,3.0,3.0,,1.0,18,104,0.4,0.5,0.5555555555555556,0.6666666666666666,0.6842105263157895,0.7272727272727273,0.7065217391304348,0.75,,,10.344827586206897,0.5,0.17647058823529413,0.15942028985507245,0.014492753623188406,0.13043478260869565,0.038461538461538464,0.15217391304347827,0.021052631578947368,0.03225806451612903,0.025,0.1111111111111111,0.14634146341463414,0.18571428571428572,0.12195121951219512,0.2,1.0,0.10526315789473684,0.75,0.75,0.3333333333333333,0.02631578947368421,,,,0.10526315789473684,0.5,0.5,0.5,0.3333333333333333,0.868421052631579,0.49586710526315797,0.48472,0.4801681818181818,0.17391304347826086,0.47058823529411764,0.27692307692307694,10.044444444444444,0.26463104325699743,1.0,1.0,6.0,11.0,8.0,18.0,1.0,3.0,1.0,3.0,14.0,29.0,2.0,4.0,3.0,13.0,4.0,8.0,6.0,42.0,,18.0,8.0,3.0,2.0,1.0,2.0,,3.0,,,,,,,,,,4.0,,1.0,0.4827586206896552,0.5,0.5,0.4827586206896552,0.8333333333333334,0.8125,0.7631578947368421,,,,,0.2894736842105263,0.5454545454545454,0.5454545454545454,1.0,0.47368421052631576,0.4444444444444444,0.4444444444444444,1.0,0.5,0.3333333333333333,1.0,0.09090909090909091,1.0,0.2727272727272727,0.3333333333333333,0.4444444444444444,0.2,25.02413793103448,2.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,0.08333333333333333,1.0,0.5,0.16666666666666666,1.0,1.0,0.45454545454545453,0.6,,,,,,,,,,,True,,,,,,,
200796,1610612738,Leon Powe,Leon Powe,200796,BOS,7713.0,129,7,219,224,53,41,34,443,17.0,29.0,13.0,2.0,6.0,,,19.0,35,23.0,61,229,14.0,5.0,9,6.0,16,24.0,5.0,2.0,2.0,1.0,1.0,4.0,4.0,16.0,5.0,12.0,3.0,20.0,20.0,40.0,,,2.0,,6.0,8.0,1.0,,6.0,17.0,2.0,28.0,3.0,34.0,16.0,,,,,,,2.0,16,53,0.631578947368421,0.8571428571428571,0.5428571428571428,0.5555555555555556,0.5428571428571428,0.5555555555555556,0.5980392156862745,0.6666666666666666,0.14285714285714285,0.13793103448275862,22.264150943396228,0.25,0.42857142857142855,0.13953488372093023,0.1951219512195122,0.21739130434782608,0.14814814814814814,0.1559633027522936,0.1834862385321101,0.11428571428571428,0.10526315789473684,0.13636363636363635,0.125,0.15,0.21052631578947367,0.25,,0.8285714285714286,0.5862068965517241,0.68,0.6470588235294118,0.17142857142857143,0.3333333333333333,0.4,0.5,,,,,0.9285714285714286,0.8285714285714286,0.5577799999999999,0.6064909090909091,0.5194555555555556,0.32653061224489793,0.32653061224489793,0.26229508196721313,1.9742857142857142,0.2420091324200913,5.0,9.0,,,,,,,,,,,,,10.0,30.0,,,14.0,,,,,,,,,4.0,,,,2.0,1.0,1.0,4.0,2.0,,2.0,2.0,2.0,,,,,,0.7142857142857143,0.75,,0.16666666666666666,0.3103448275862069,0.16666666666666666,0.36363636363636365,,,,,,,,,,,,1.0,0.5555555555555556,,,,0.4918032786885246,,9.0,,,,,10.0,10.0,0.7142857142857143,0.25,0.6923076923076923,0.4444444444444444,,,,,,,,,,,,,,,,True,,,,,,,
208,1610612738,Sam Cassell,Sam Cassell,208,BOS,15813.0,264,43,460,461,141,124,62,921,2.0,9.0,1.0,7.0,19.0,22.0,55.0,31.0,83,14.0,94,457,8.0,7.0,21,3.0,20,14.0,6.0,13.0,25.0,2.0,7.0,62.0,2.0,,5.0,8.0,,13.0,2.0,15.0,8.0,2.0,6.0,3.0,6.0,12.0,1.0,2.0,11.0,30.0,1.0,21.0,2.0,17.0,7.0,1.0,1.0,,1.0,,,,20,141,0.22580645161290322,0.22580645161290322,0.37349397590361444,0.3333333333333333,0.36036036036036034,0.3269230769230769,0.3949579831932773,0.35714285714285715,0.07228915662650602,0.1111111111111111,24.30426716141002,0.5,,0.049079754601226995,,0.09433962264150944,0.03389830508474576,0.06018518518518518,0.00909090909090909,,0.045454545454545456,0.027777777777777776,0.02127659574468085,0.075,0.08333333333333333,0.2,,0.08108108108108109,0.2222222222222222,0.25,0.5,0.17117117117117117,0.3684210526315789,0.4117647058823529,0.14285714285714285,0.4954954954954955,0.4,0.4230769230769231,0.22727272727272727,0.125,0.3333333333333333,0.4383716216216215,0.4122166666666667,0.44998076923076924,0.05982905982905983,0.07865168539325842,0.2127659574468085,14.832530120481927,0.3065217391304348,2.0,4.0,,4.0,6.0,24.0,,,1.0,4.0,6.0,28.0,,,,8.0,1.0,5.0,48.0,15.0,,24.0,6.0,12.0,8.0,4.0,4.0,1.0,6.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,,2.0,7.0,2.0,0.8333333333333334,0.21428571428571427,,0.2,0.21428571428571427,0.5,0.5,0.25225225225225223,0.10526315789473684,,,0.015384615384615385,0.036036036036036036,,,,0.21621621621621623,0.25,0.25,0.8333333333333334,,,,0.15384615384615385,0.5,0.15384615384615385,0.25,0.25,0.0851063829787234,25.221428571428568,1.0,,,,1.0,4.0,,0.5,,1.0,,,,,0.038461538461538464,,3.0,1.0,0.03571428571428571,0.05454545454545454,0.25,,,,,,True,,,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,2793.0,47,-26,77,84,23,28,9,161,1.0,3.0,2.0,1.0,1.0,,3.0,2.0,7,5.0,9,102,2.0,1.0,4,5.0,7,2.0,2.0,2.0,4.0,1.0,,10.0,,3.0,1.0,5.0,,6.0,4.0,10.0,1.0,1.0,2.0,1.0,2.0,4.0,,1.0,4.0,7.0,1.0,5.0,,6.0,,1.0,1.0,,1.0,,,,7,23,0.5,1.0,0.2857142857142857,0.25,0.2857142857142857,0.25,0.45,0.5,0.2857142857142857,0.6666666666666666,16.47058823529412,0.5,,0.19230769230769232,0.11538461538461539,0.125,,0.17647058823529413,0.08108108108108109,0.125,,,0.5,0.14285714285714285,0.125,,,0.42857142857142855,0.3333333333333333,1.0,,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,,,,1.0,0.42857142857142855,0.4087571428571429,0.50965,0.3598,,,0.7777777777777778,8.314285714285715,0.2987012987012987,,1.0,,,,,,,,,,,,,1.0,3.0,,,2.0,,,,,2.0,2.0,,1.0,,,,,1.0,1.0,,3.0,,,3.0,,3.0,,,,,,0.5,0.5,,,,0.2,,,,,,,,,,,,,0.25,,,,,0.3333333333333333,,1.0,,,,,1.0,2.0,0.5,,0.5,,,,,,,,,,,,1.0,0.3333333333333333,,,,True,,,,,,,
2570,1610612738,Kendrick Perkins,Kendrick Perkins,2570,BOS,3370.0,56,17,100,98,35,51,16,198,4.0,5.0,2.0,1.0,2.0,,,5.0,7,3.0,13,94,3.0,1.0,2,1.0,3,6.0,1.0,1.0,1.0,,,2.0,2.0,4.0,2.0,6.0,1.0,9.0,6.0,15.0,3.0,1.0,2.0,,2.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,,3.0,2.0,5.0,2.0,1.0,5.0,4.0,,,3,35,0.6,1.0,0.7142857142857143,0.5,0.7142857142857143,0.5,0.8125,0.75,0.14285714285714285,0.2,9.75609756097561,0.5,0.3333333333333333,0.15384615384615385,0.10810810810810811,0.2,0.14285714285714285,0.16326530612244897,0.11764705882352941,0.10526315789473684,0.16666666666666666,0.1,0.23076923076923078,0.125,0.2,,0.8,0.7142857142857143,0.8,1.0,0.75,0.2857142857142857,0.5,0.5,,,,,,0.6666666666666666,0.7142857142857143,0.5885857142857143,0.5749666666666666,0.5620499999999999,0.25,0.25,0.23076923076923078,2.1714285714285713,0.35,1.0,1.0,,,,,,,,,,,,,2.0,8.0,,,4.0,,,,,,,,1.0,,2.0,,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,1.0,,,0.2,,,,,,,,,,,,,,0.5,1.0,,,,0.6153846153846154,,2.0,,,,,3.0,4.0,1.0,,1.0,0.5,,,,,,,,,,,,,2.0,,,True,,,,,,,
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,1129.0,19,12,31,37,17,13,5,68,2.0,3.0,1.0,1.0,1.0,,,3.0,4,1.0,7,23,1.0,2.0,3,1.0,5,4.0,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,2.0,,1.0,,2.0,1.0,,,,,,,,5,17,0.6666666666666666,1.0,0.75,0.6666666666666666,0.75,0.6666666666666666,0.7,0.625,,,13.88888888888889,,,,0.07142857142857142,0.125,,0.04,0.06666666666666667,,,,,,0.16666666666666666,,,0.75,0.6666666666666666,0.6666666666666666,0.5,0.25,1.0,1.0,1.0,,,,,1.0,0.75,0.56345,0.6367,0.5390333333333334,0.2,0.2,0.7142857142857143,1.925,0.5483870967741935,1.0,2.0,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,0.5,,,,,,,,,,,,,0.6666666666666666,0.5,,,,0.2857142857142857,,1.0,,,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,
708,1610612738,Kevin Garnett,Kevin Garnett,708,BOS,8260.0,138,47,241,237,75,65,27,478,6.0,13.0,3.0,15.0,24.0,10.0,25.0,31.0,62,18.0,80,233,6.0,12.0,21,16.0,40,32.0,6.0,8.0,12.0,1.0,2.0,28.0,3.0,7.0,4.0,19.0,3.0,26.0,11.0,37.0,3.0,3.0,4.0,2.0,4.0,8.0,1.0,2.0,4.0,10.0,1.0,16.0,,21.0,6.0,3.0,1.0,,3.0,1.0,,,40,75,0.5161290322580645,0.5161290322580645,0.5,0.5714285714285714,0.5,0.5714285714285714,0.5555555555555556,0.6666666666666666,0.0967741935483871,0.38461538461538464,28.77697841726619,0.5,0.2727272727272727,0.2345679012345679,0.08974358974358974,0.125,0.09090909090909091,0.20353982300884957,0.09009009009009009,0.03333333333333333,0.043478260869565216,0.3333333333333333,0.21739130434782608,0.2,0.13793103448275862,,0.3333333333333333,0.20967741935483872,0.46153846153846156,0.75,0.6666666666666666,0.3870967741935484,0.625,0.6521739130434783,0.4,0.4032258064516129,0.4,0.4,0.6,0.5,0.20967741935483872,0.44038709677419346,0.4851999999999999,0.4562428571428571,0.08955223880597014,0.08955223880597014,0.5,11.343548387096773,0.3112033195020747,2.0,4.0,,,,,,,,,,,,,2.0,4.0,,,30.0,,,,,4.0,3.0,1.0,5.0,,,,,2.0,2.0,1.0,3.0,1.0,,5.0,,5.0,,,,,,0.16666666666666666,0.2857142857142857,,0.041666666666666664,0.047619047619047616,0.18518518518518517,,,,,,,,,,,,,0.19047619047619047,0.5,,,,0.05,,,,,,,1.0,,0.16666666666666666,0.2,,,,,,,,,,,,,1.0,0.2,2.0,,,True,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,9465.0,158,30,279,272,75,56,36,551,8.0,17.0,5.0,4.0,9.0,4.0,7.0,16.0,33,6.0,62,257,8.0,1.0,3,,5,16.0,2.0,8.0,11.0,1.0,3.0,25.0,3.0,6.0,6.0,4.0,1.0,11.0,9.0,20.0,6.0,5.0,5.0,3.0,3.0,8.0,1.0,1.0,7.0,13.0,2.0,5.0,,6.0,1.0,1.0,,1.0,1.0,,,,5,75,0.5,0.5714285714285714,0.48484848484848486,0.3333333333333333,0.4666666666666667,0.2777777777777778,0.4838709677419355,0.2777777777777778,0.06060606060606061,0.11764705882352941,21.10091743119266,0.625,0.09090909090909091,0.04,0.06,0.2,0.07317073170731707,0.07692307692307693,0.06382978723404255,0.02702702702702703,0.03571428571428571,0.04,0.07142857142857142,0.02127659574468085,0.20689655172413793,,,0.2833333333333333,0.47058823529411764,0.5333333333333333,0.625,0.15,0.4444444444444444,0.4444444444444444,0.25,0.11666666666666667,0.5714285714285714,0.5714285714285714,0.5,0.45454545454545453,0.7333333333333333,0.49297966101694923,0.53163,0.38611874999999996,0.01639344262295082,0.029411764705882353,0.08064516129032258,6.481818181818182,0.26881720430107525,1.0,1.0,2.0,8.0,6.0,19.0,,,,4.0,8.0,27.0,1.0,3.0,,9.0,1.0,6.0,16.0,21.0,1.0,18.0,6.0,3.0,1.0,2.0,4.0,6.0,1.0,,,2.0,,,,,2.0,1.0,2.0,,0.875,0.2962962962962963,0.3333333333333333,0.16666666666666666,0.3076923076923077,0.4090909090909091,0.4090909090909091,0.45,,0.08823529411764706,0.06896551724137931,0.2,0.13333333333333333,0.25,0.25,1.0,0.31666666666666665,0.3157894736842105,0.3333333333333333,0.8333333333333334,,,,0.1111111111111111,1.0,0.4444444444444444,,0.3333333333333333,0.14516129032258066,26.940740740740743,1.0,1.0,3.0,1.0,2.0,3.0,4.0,0.375,0.15384615384615385,0.2,,0.2727272727272727,0.3333333333333333,1.0,0.2222222222222222,0.5,3.0,1.0,0.037037037037037035,,,,,,1.0,0.05263157894736842,True,,,,,,,
