EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,Travels,SecondChanceTurnovers,PenaltyTurnovers,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Offensive Fouls,DefensiveGoaltends,PtsUnassisted3s,on,HeaveAttempts,BlockedCorner3
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,4936.0,82,146,144,42.0,25.0,22.0,290,8.0,13.0,4.0,6.0,2.0,5.0,1.0,3.0,2.0,7.0,11.0,23.0,12.0,34.0,155,5.0,7.0,4.0,14.0,3.0,7.0,4.0,10.0,14.0,8.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,10.0,1.0,8.0,9.0,11.0,20.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,10.0,2.0,8.0,12.0,6.0,2.0,1.0,1.0,2.0,1.0,10.0,42.0,0.6363636363636364,0.875,0.4782608695652174,0.7142857142857143,0.42857142857142855,0.4782608695652174,0.7142857142857143,0.42857142857142855,0.5862068965517241,0.7777777777777778,0.5555555555555556,0.08695652173913043,0.07692307692307693,0.3333333333333333,18.02325581395349,0.12121212121212122,0.16666666666666666,0.09090909090909091,0.05555555555555555,0.11688311688311688,0.14102564102564102,0.3333333333333333,0.14285714285714285,0.07142857142857142,0.25,0.25,0.05555555555555555,0.1111111111111111,0.125,0.2,0.5652173913043478,0.6153846153846154,0.6666666666666666,0.5,0.13043478260869565,0.3333333333333333,0.5,1.0,0.30434782608695654,0.2857142857142857,0.2857142857142857,1.0,0.8571428571428571,0.6666666666666666,0.25,0.7142857142857143,0.4,0.5652173913043478,0.4850260869565217,0.5384166666666667,0.5103,0.20689655172413793,0.20689655172413793,0.4117647058823529,0.29411764705882354,7.030434782608697,0.2876712328767123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,9296.0,155,285,285,60.0,46.0,40.0,570,9.0,12.0,1.0,2.0,,,5.0,12.0,15.0,34.0,29.0,58.0,33.0,100.0,318,5.0,11.0,1.0,11.0,2.0,8.0,15.0,19.0,36.0,22.0,2.0,3.0,11.0,15.0,2.0,34.0,2.0,4.0,6.0,31.0,38.0,7.0,45.0,1.0,1.0,,,1.0,6.0,2.0,6.0,2.0,26.0,41.0,15.0,4.0,,1.0,5.0,,19.0,60.0,0.6206896551724138,0.6428571428571429,0.5,0.45454545454545453,0.25,0.4855072463768116,0.4166666666666667,0.2222222222222222,0.5697674418604651,0.4166666666666667,0.5625,0.05172413793103448,,0.08333333333333333,27.54491017964072,0.25,0.035398230088495575,0.21428571428571427,0.05405405405405406,0.24342105263157895,0.04,,0.043478260869565216,0.057692307692307696,,0.25,0.35135135135135137,0.19047619047619047,0.25,0.029411764705882353,0.17391304347826086,0.75,0.75,0.6666666666666666,0.17391304347826086,0.4166666666666667,0.45454545454545453,0.2,0.4927536231884058,0.4411764705882353,0.46875,0.7333333333333333,0.16666666666666666,0.5,,,,0.3333333333333333,0.46122101449275366,0.43083,0.3975333333333333,0.1951219512195122,0.21428571428571427,0.11,0.19,11.8,0.21052631578947367,-22.0,3.0,11.0,1.0,1.0,3.0,11.0,1.0,1.0,9.0,11.0,3.0,4.0,2.0,2.0,8.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,0.2727272727272727,0.2727272727272727,0.15942028985507245,0.058823529411764705,0.8333333333333334,0.5,0.1111111111111111,0.09090909090909091,0.125,0.8,0.15942028985507245,0.2727272727272727,0.2727272727272727,1.0,0.08333333333333333,0.1111111111111111,0.2727272727272727,0.08333333333333333,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,7378.0,123,222,222,48.0,31.0,36.0,444,5.0,9.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,7.0,8.0,21.0,5.0,45.0,255,1.0,1.0,,2.0,3.0,6.0,2.0,20.0,10.0,6.0,,,10.0,14.0,6.0,32.0,1.0,,,5.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,13.0,,5.0,6.0,3.0,,,,,,20.0,48.0,0.625,0.625,0.38095238095238093,1.0,0.5,0.47619047619047616,0.3333333333333333,0.8181818181818182,0.5,0.3333333333333333,0.8333333333333334,,,,18.796992481203006,0.05263157894736842,,,0.027777777777777776,0.043478260869565216,0.007633587786259542,,,,0.07692307692307693,,,0.10204081632653061,,0.038461538461538464,0.21428571428571427,0.5555555555555556,0.5555555555555556,0.8,0.11904761904761904,0.2,0.2,,0.16666666666666666,0.2857142857142857,0.2857142857142857,0.5,0.3333333333333333,1.0,,0.18181818181818182,1.0,0.7142857142857143,0.5236190476190477,0.5643,0.539209090909091,0.06666666666666667,0.125,0.044444444444444446,0.4444444444444444,8.247619047619047,0.21621621621621623,-37.0,7.0,13.0,1.0,4.0,8.0,21.0,2.0,5.0,24.0,13.0,7.0,4.0,3.0,1.0,4.0,,,,,4.0,2.0,,2.0,,,,,,,,,,,,1.0,0.38095238095238093,0.38095238095238093,0.5,,0.8,,,,,,0.30952380952380953,0.5384615384615384,0.5384615384615384,1.0,0.3333333333333333,0.36363636363636365,0.5384615384615384,,23.97142857142857,1.0,8.0,1.0,1.0,4.0,4.0,1.0,0.8,0.19047619047619047,0.125,0.125,1.0,0.3333333333333333,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,,True,,
1904,1610612742,Devean George,Devean George,1904,DAL,921.0,15,26,28,4.0,11.0,4.0,54,2.0,3.0,1.0,2.0,,,,1.0,,2.0,2.0,6.0,,7.0,26,1.0,2.0,,2.0,,1.0,,3.0,,4.0,2.0,,,,,,,2.0,,6.0,6.0,2.0,8.0,,,,,1.0,1.0,2.0,3.0,,1.0,,,1.0,,,1.0,,3.0,4.0,,,0.3333333333333333,0.5,,0.4375,0.5,0.75,0.4375,0.5,0.75,,,,30.0,0.35294117647058826,0.15384615384615385,,,0.3157894736842105,0.13333333333333333,,0.3333333333333333,0.16666666666666666,,,0.75,0.2727272727272727,,,0.375,0.6666666666666666,0.6666666666666666,,0.125,,,,0.25,,,,1.0,0.5,,,,0.625,0.46218750000000003,0.51825,0.427175,,,0.2857142857142857,0.42857142857142855,8.316666666666668,0.15384615384615385,,1.0,1.0,,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.5,0.5,0.25,,,,,,,,0.125,1.0,1.0,1.0,,0.5,1.0,,23.75,,1.0,,,1.0,1.0,,1.0,0.125,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,True,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,10271.0,171,313,314,60.0,51.0,46.0,627,9.0,22.0,,4.0,,4.0,5.0,15.0,6.0,25.0,20.0,62.0,20.0,63.0,353,,8.0,4.0,7.0,1.0,13.0,6.0,11.0,14.0,26.0,,8.0,5.0,7.0,3.0,16.0,2.0,10.0,6.0,14.0,23.0,12.0,35.0,4.0,2.0,,,4.0,9.0,5.0,10.0,,18.0,25.0,9.0,2.0,,1.0,2.0,,11.0,60.0,0.35,0.35,0.3225806451612903,,0.07692307692307693,0.2986111111111111,0.15,0.16666666666666666,0.375,0.2916666666666667,0.3055555555555556,0.12903225806451613,0.22727272727272727,0.13333333333333333,25.340599455040874,0.10526315789473684,0.078125,0.1935483870967742,0.04878048780487805,0.12195121951219512,0.07100591715976332,0.14285714285714285,0.04,0.04918032786885246,,0.07407407407407407,0.10810810810810811,0.11594202898550725,0.09090909090909091,0.09523809523809523,0.3055555555555556,0.4090909090909091,0.5294117647058824,0.3333333333333333,0.20833333333333334,0.3333333333333333,0.38461538461538464,0.6,0.3472222222222222,0.24,0.25,0.16666666666666666,0.4,,,0.26666666666666666,,0.4444444444444444,0.4816916666666667,0.4396928571428571,0.42433666666666675,0.12195121951219512,0.1267605633802817,0.1111111111111111,0.1746031746031746,9.559677419354838,0.19169329073482427,-39.0,1.0,5.0,2.0,2.0,1.0,10.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,,2.0,,,3.0,2.0,5.0,2.0,2.0,3.0,,1.0,,,1.0,2.0,,,1.0,2.0,2.0,1.0,0.1,0.1,0.1388888888888889,0.04,0.5555555555555556,0.6,,0.08,0.4444444444444444,1.0,0.06944444444444445,0.2,0.2,1.0,0.2,0.13333333333333333,0.2,0.09090909090909091,24.2,,5.0,,,1.0,1.0,2.0,0.5,0.06944444444444445,,,,,,0.5,,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,True,,
224,1610612742,Eddie Jones,Eddie Jones,224,DAL,567.0,9,16,19,2.0,12.0,1.0,35,,,,,,,,,,,,,,,20,,,,,,,,,,,,,1.0,1.0,,2.0,,,1.0,2.0,3.0,,3.0,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,11.76470588235294,0.3333333333333333,,0.25,,0.3,,,,,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,0.5742,,,,,,,,0.125,-8.0,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,25.1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,8320.0,139,258,258,56.0,39.0,39.0,516,2.0,7.0,1.0,2.0,,1.0,,,4.0,9.0,6.0,16.0,4.0,28.0,286,2.0,3.0,,10.0,,1.0,2.0,8.0,6.0,6.0,2.0,2.0,19.0,25.0,8.0,56.0,1.0,4.0,3.0,20.0,23.0,6.0,29.0,2.0,5.0,4.0,2.0,2.0,6.0,3.0,7.0,,8.0,6.0,1.0,2.0,,,2.0,,8.0,56.0,0.5,0.6,0.375,0.6666666666666666,,0.48,1.0,0.6,0.5,1.0,0.5714285714285714,0.125,0.2857142857142857,,11.147540983606557,0.18181818181818182,0.03773584905660377,0.12,0.03125,0.17037037037037037,0.036231884057971016,0.05263157894736842,,0.041666666666666664,,0.14285714285714285,0.11764705882352941,0.23636363636363636,0.11764705882352941,0.16666666666666666,0.28,0.2857142857142857,0.4,,,,,,0.36,0.4444444444444444,0.4444444444444444,0.75,0.4,0.5,,0.2,,0.64,0.504896,0.54823,0.54889,0.038461538461538464,0.058823529411764705,0.35714285714285715,0.2857142857142857,11.637500000000001,0.21705426356589147,-11.0,2.0,6.0,1.0,3.0,4.0,9.0,2.0,4.0,12.0,6.0,2.0,6.0,6.0,,7.0,4.0,1.0,,1.0,4.0,2.0,,2.0,1.0,2.0,,,,2.0,,,2.0,1.0,2.0,1.0,0.4444444444444444,0.4444444444444444,0.36,,0.6666666666666666,,0.125,0.05555555555555555,0.125,0.5,0.24,0.3333333333333333,0.3333333333333333,1.0,0.2,0.6,0.3333333333333333,,23.87777777777778,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.5,0.12,0.6666666666666666,0.6666666666666666,1.0,0.2,0.2,0.3333333333333333,,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,True,,
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,3661.0,61,112,111,10.0,17.0,14.0,223,2.0,5.0,,,,1.0,,1.0,5.0,10.0,7.0,16.0,4.0,18.0,129,1.0,1.0,,2.0,,1.0,,,10.0,4.0,,2.0,3.0,4.0,2.0,9.0,,1.0,2.0,5.0,7.0,1.0,8.0,,1.0,,,3.0,4.0,1.0,4.0,,5.0,4.0,2.0,,,,,,,10.0,0.7142857142857143,0.7142857142857143,0.4375,1.0,,0.35,1.0,,0.4090909090909091,1.0,,0.125,0.4,,20.634920634920636,0.11904761904761904,0.024390243902439025,0.16666666666666666,,0.12962962962962962,0.019230769230769232,,,0.041666666666666664,,,0.08333333333333333,0.17391304347826086,,,0.25,0.4,0.6666666666666666,0.5,0.05,,,,0.5,0.5,0.5,0.8,,,,0.5,,0.45,0.48432250000000004,0.4174,0.562725,0.09090909090909091,0.1111111111111111,0.1111111111111111,,11.69375,0.08928571428571429,-29.0,,2.0,,,,4.0,,1.0,,2.0,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.2,,0.25,,,,0.5,,0.1,,,,,,,,23.975,,2.0,,1.0,,,,,0.1,,,,,0.5,,,,,,,,,,,,,,,,,2.0,,,True,,
2124,1610612742,Malik Allen,Malik Allen,2124,DAL,474.0,8,13,12,,2.0,3.0,25,,,,,,,,,,1.0,,1.0,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.4031,,,,,,,14.9,,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
436,1610612742,Juwan Howard,Juwan Howard,436,DAL,223.0,4,6,7,,,,13,,,,,,,,,,1.0,,1.0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.3974,,,,,,,15.1,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
