EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,FTDefRebounds,RecoveredBlocks,Defensive 3 Seconds Violations,LongMidRangePctBlocked,DefFTReboundPct,BlocksRecoveredPct,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PtsPutbacks,FTOffRebounds,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,OffFTReboundPct,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PenaltyTurnovers,BlockedShortMidRange,PenaltyFg3Pct,OffCorner3ReboundPct,PenaltyArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,on,HeaveAttempts
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,25163.0,419,46.0,769,766,221.0,209.0,84.0,1535,34.0,55.0,1.0,1.0,13.0,22.0,28.0,59.0,25.0,52.0,5.0,19.0,1.0,5.0,87.0,166,5.0,19.0,59.0,248.0,825,2.0,4.0,1.0,4.0,28.0,52.0,5.0,39.0,95.0,12.0,162.0,12.0,3.0,19.0,5.0,9.0,98.0,26.0,124.0,16.0,10.0,44.0,12.0,42.0,274.0,2.0,8.0,12.0,24.0,36.0,10.0,46.0,5.0,20.0,11.0,9.0,12.0,10.0,7.0,1.0,2.0,1.0,19.0,1.0,17.0,39.0,1.0,5.0,74.0,1.0,1.0,75.0,8.0,28.0,1.0,12.0,2.0,2.0,2.0,95.0,221.0,7.0,11.0,0.06896551724137931,0.06896551724137931,0.8,0.2631578947368421,0.2631578947368421,0.5240963855421686,0.5,0.5384615384615384,0.5108108108108108,0.4,0.49122807017543857,0.5688073394495413,0.4,0.6168831168831169,0.10270270270270271,0.05421686746987952,0.14545454545454545,0.01694915254237288,27.367205542725173,0.631578947368421,0.09195402298850575,0.026490066225165563,0.096,0.02666666666666667,0.09326424870466321,0.026525198938992044,0.03614457831325301,0.03333333333333333,0.015503875968992248,0.03773584905660377,0.07894736842105263,0.1038961038961039,0.09259259259259259,0.125,0.06557377049180328,0.060240963855421686,0.2972972972972973,0.6181818181818182,0.723404255319149,0.058823529411764705,0.31891891891891894,0.4745762711864407,0.4827586206896552,0.07142857142857142,0.2810810810810811,0.4807692307692308,0.4807692307692308,0.08,0.10270270270270271,0.2631578947368421,0.2631578947368421,0.8,0.2,1.0,0.2,0.38596491228070173,0.5909090909090909,0.08771929824561403,0.4,0.2631578947368421,0.4694448648648648,0.4875,0.47338245614035085,0.1407766990291262,0.15053763440860216,0.05,0.016129032258064516,0.38306451612903225,8.693373493975905,24.778947368421054,0.28738621586475943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1719,1610612740,Bonzi Wells,Bonzi Wells,1719,NOH,4813.0,80,-8.0,139,135,24.0,27.0,17.0,274,8.0,11.0,,,1.0,1.0,1.0,6.0,1.0,5.0,,,,,10.0,22,,2.0,,20.0,157,,2.0,2.0,,1.0,2.0,2.0,,2.0,10.0,10.0,,,,,3.0,2.0,2.0,4.0,2.0,,1.0,,1.0,10.0,,1.0,2.0,5.0,10.0,1.0,11.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,4.0,16.0,2.0,,7.0,,,4.0,,2.0,,,3.0,3.0,3.0,2.0,24.0,2.0,,0.5,0.5,,,,0.45454545454545453,,0.5,0.4166666666666667,,0.25,0.38461538461538464,,0.25,0.08333333333333333,0.13636363636363635,0.09090909090909091,0.16666666666666666,16.875,1.0,0.10204081632653061,0.01694915254237288,0.09090909090909091,,0.09859154929577464,0.014084507042253521,,0.047619047619047616,,,,0.07142857142857142,0.21052631578947367,0.07142857142857142,0.125,,0.4583333333333333,0.7272727272727273,0.8,0.625,0.25,0.16666666666666666,0.2,,0.20833333333333334,0.2,0.25,,,,,,,,,0.25,1.0,,0.5416666666666666,,0.5116437500000001,0.5171833333333334,0.5439875,0.07692307692307693,0.08333333333333333,,,0.1,6.786363636363635,23.25,0.17266187050359713,2.0,2.0,2.0,3.0,3.0,2.0,0.2,0.5,1.0,0.08333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201153,1610612740,Julian Wright,Julian Wright,201153,NOH,2996.0,50,-16.0,89,90,20.0,12.0,8.0,179,4.0,7.0,1.0,1.0,,,,2.0,1.0,3.0,2.0,4.0,,2.0,5.0,12,2.0,6.0,1.0,17.0,109,1.0,2.0,,2.0,,,4.0,,,6.0,4.0,6.0,,4.0,2.0,,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,,2.0,2.0,3.0,5.0,3.0,8.0,,4.0,2.0,2.0,,,3.0,,,1.0,3.0,,3.0,5.0,,,3.0,,,2.0,,1.0,,,1.0,,1.0,,20.0,,,0.6,0.75,1.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5,,0.4444444444444444,0.5,,0.4473684210526316,0.5,,0.3333333333333333,,,,22.22222222222222,,0.14285714285714285,0.07142857142857142,0.1111111111111111,,0.1282051282051282,0.05263157894736842,,0.1111111111111111,0.07692307692307693,,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.09090909090909091,0.14285714285714285,,0.3888888888888889,0.5714285714285714,0.5714285714285714,0.5,0.1111111111111111,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,0.5,1.0,0.5,1.0,,,,0.5,0.7222222222222222,0.5,0.4895388888888889,0.51545,0.43110000000000004,0.05263157894736842,0.07692307692307693,,0.11764705882352941,,5.008333333333334,24.349999999999998,0.2247191011235955,2.0,,2.0,,1.0,,,,1.0,0.1111111111111111,,0.5,2.0,1.0,2.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2561,1610612740,David West,David West,2561,NOH,24365.0,406,21.0,748,750,219.0,210.0,80.0,1498,24.0,39.0,5.0,8.0,5.0,9.0,23.0,59.0,37.0,88.0,1.0,1.0,,1.0,84.0,186,1.0,2.0,45.0,216.0,815,11.0,23.0,,25.0,18.0,38.0,2.0,14.0,53.0,108.0,60.0,3.0,,1.0,1.0,11.0,14.0,15.0,29.0,11.0,4.0,8.0,3.0,3.0,73.0,9.0,8.0,9.0,52.0,69.0,18.0,87.0,4.0,12.0,7.0,5.0,8.0,5.0,11.0,3.0,3.0,1.0,19.0,2.0,14.0,28.0,1.0,5.0,44.0,5.0,3.0,50.0,6.0,23.0,,5.0,19.0,10.0,19.0,53.0,219.0,5.0,5.0,0.6428571428571429,0.6923076923076923,1.0,0.5,0.5,0.45161290322580644,0.4782608695652174,0.47368421052631576,0.45478723404255317,0.4782608695652174,0.4875,0.5142857142857142,0.5,0.5638297872340425,0.010638297872340425,0.05913978494623656,0.10256410256410256,0.0847457627118644,27.164887307236064,0.42105263157894735,0.21052631578947367,0.026402640264026403,0.0743801652892562,0.1267605633802817,0.16576086956521738,0.045454545454545456,0.05813953488372093,0.021739130434782608,0.008,0.125,0.23943661971830985,0.2702702702702703,0.14705882352941177,0.09836065573770492,0.05,0.043478260869565216,0.2074468085106383,0.6153846153846154,0.6857142857142857,0.375,0.31382978723404253,0.3898305084745763,0.42592592592592593,0.4782608695652174,0.46808510638297873,0.42045454545454547,0.43023255813953487,0.918918918918919,0.005319148936170213,1.0,1.0,1.0,0.34782608695652173,0.625,,0.225,0.5555555555555556,0.025,0.21808510638297873,1.0,0.43297101063829785,0.4421066666666667,0.44144625,0.11219512195121951,0.11330049261083744,,0.11574074074074074,0.24537037037037038,10.84462365591398,23.75,0.2927807486631016,1.0,,1.0,8.0,8.0,1.0,0.022727272727272728,0.27586206896551724,0.42105263157894735,0.005319148936170213,,0.025,12.0,1.0,2.0,3.0,0.05,1.0,3.0,1.0,7.0,6.0,0.5,0.13043478260869565,1.0,,,,,,,,,,,,,,,,,,,,,,,True,
978,1610612740,Peja Stojakovic,Peja Stojakovic,978,NOH,27273.0,455,30.0,828,830,228.0,217.0,88.0,1658,10.0,23.0,1.0,5.0,2.0,5.0,6.0,19.0,14.0,40.0,22.0,42.0,9.0,13.0,30.0,82,28.0,51.0,25.0,169.0,899,5.0,11.0,9.0,28.0,7.0,19.0,15.0,15.0,59.0,48.0,12.0,84.0,,42.0,22.0,4.0,3.0,3.0,6.0,1.0,2.0,,,3.0,15.0,1.0,5.0,16.0,36.0,59.0,6.0,65.0,4.0,6.0,2.0,4.0,6.0,3.0,2.0,1.0,3.0,1.0,8.0,,7.0,19.0,1.0,,21.0,,2.0,27.0,,6.0,,7.0,1.0,,1.0,59.0,228.0,4.0,7.0,0.8,0.8275862068965517,1.0,0.5490196078431373,0.5490196078431373,0.36585365853658536,0.45454545454545453,0.3684210526315789,0.5413533834586466,0.55,0.6470588235294118,0.5753424657534246,0.6086956521739131,0.6904761904761905,0.38345864661654133,0.04878048780487805,0.13043478260869565,0.05263157894736842,16.505894962486604,0.75,0.1299638989169675,0.01529051987767584,0.11678832116788321,0.0125,0.12560386473429952,0.014742014742014743,0.022222222222222223,0.010101010101010102,0.014492753623188406,,0.10126582278481013,0.14634146341463414,0.13793103448275862,0.16666666666666666,0.06153846153846154,0.05714285714285714,0.17293233082706766,0.43478260869565216,0.5,0.7,0.14285714285714285,0.3157894736842105,0.3333333333333333,0.6666666666666666,0.3007518796992481,0.35,0.35,0.9285714285714286,0.3157894736842105,0.5238095238095238,0.5365853658536586,1.0,0.25,0.2,0.45,0.14705882352941177,0.4,0.38235294117647056,0.556390977443609,0.5238095238095238,0.4879951127819548,0.49491666666666667,0.4765897058823529,0.04316546762589928,0.06818181818181818,,0.16568047337278108,0.34911242603550297,11.307317073170731,24.72352941176471,0.2753623188405797,9.0,,2.0,7.0,1.0,1.0,,0.21875,1.0,0.06766917293233082,,0.058823529411764705,2.0,,,,,8.0,6.0,10.0,,1.0,0.6666666666666666,0.041666666666666664,0.6153846153846154,6.0,2.0,4.0,4.0,1.0,1.0,0.4444444444444444,0.0196078431372549,0.023809523809523808,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,1.0,1.0,,,,,,,,True,
2199,1610612740,Tyson Chandler,Tyson Chandler,2199,NOH,21721.0,362,74.0,649,656,158.0,152.0,71.0,1305,38.0,57.0,10.0,19.0,6.0,9.0,2.0,6.0,,,,,,,40.0,63,,,10.0,90.0,682,11.0,20.0,,22.0,6.0,9.0,,7.0,19.0,56.0,24.0,,,,,4.0,5.0,,5.0,,,1.0,1.0,3.0,10.0,6.0,32.0,30.0,36.0,72.0,38.0,110.0,4.0,5.0,3.0,2.0,2.0,1.0,8.0,,1.0,,10.0,1.0,21.0,40.0,3.0,5.0,27.0,7.0,4.0,16.0,,4.0,,4.0,20.0,13.0,20.0,19.0,158.0,2.0,4.0,0.7,0.9032258064516129,,,,0.6349206349206349,0.55,0.6666666666666666,0.6349206349206349,0.55,0.6666666666666666,0.6338028169014085,0.55,0.6333333333333333,,0.06349206349206349,0.05263157894736842,0.16666666666666666,11.020408163265307,0.2,0.15319148936170213,0.12648221343873517,0.26548672566371684,0.09836065573770492,0.1896551724137931,0.12101910828025478,0.125,0.14285714285714285,0.11607142857142858,0.11363636363636363,0.14925373134328357,0.15942028985507245,0.15151515151515152,0.2542372881355932,0.2777777777777778,0.21052631578947367,0.9047619047619048,0.6666666666666666,0.7037037037037037,0.7368421052631579,0.09523809523809523,0.3333333333333333,0.4,,,,,,,,,,0.95,0.5263157894736842,,1.0,0.6666666666666666,,0.9047619047619048,,0.5697761904761904,0.5501166666666667,0.5922555555555555,0.05970149253731343,0.05970149253731343,,0.24444444444444444,0.2111111111111111,0.9888888888888889,,0.24345146379044685,,,,6.0,13.0,1.0,,0.23076923076923078,0.65,,,,18.0,,,1.0,,,,,3.0,6.0,,0.058823529411764705,,,,,,,,,,,,,,,,,3.0,0.2,,,,,,True,
2457,1610612740,Jannero Pargo,Jannero Pargo,2457,NOH,10248.0,171,4.0,311,315,105.0,98.0,31.0,626,6.0,13.0,,1.0,2.0,5.0,3.0,9.0,8.0,27.0,6.0,21.0,1.0,9.0,17.0,49,9.0,29.0,12.0,73.0,342,1.0,2.0,3.0,7.0,3.0,14.0,14.0,5.0,23.0,10.0,24.0,24.0,3.0,21.0,6.0,3.0,10.0,8.0,18.0,5.0,3.0,5.0,2.0,3.0,44.0,2.0,2.0,6.0,12.0,19.0,4.0,23.0,2.0,12.0,6.0,6.0,5.0,4.0,1.0,,1.0,,6.0,,10.0,15.0,1.0,,13.0,1.0,2.0,17.0,,6.0,,2.0,1.0,,1.0,23.0,105.0,2.0,1.0,0.29411764705882354,0.29411764705882354,0.8888888888888888,0.3103448275862069,0.3103448275862069,0.3469387755102041,0.5,0.21428571428571427,0.391025641025641,0.5,0.32142857142857145,0.4186046511627907,0.5833333333333334,0.359375,0.3717948717948718,0.061224489795918366,0.15384615384615385,0.1111111111111111,26.210826210826212,0.8333333333333334,0.125,0.01680672268907563,0.10714285714285714,0.05128205128205128,0.11842105263157894,0.02531645569620253,0.05555555555555555,,,0.0625,0.125,0.09375,0.15,0.034482758620689655,0.18518518518518517,0.0425531914893617,0.16666666666666666,0.46153846153846156,0.5454545454545454,0.5,0.11538461538461539,0.3333333333333333,0.375,,0.34615384615384615,0.2962962962962963,0.2962962962962963,0.25,0.2692307692307692,0.2857142857142857,0.2857142857142857,0.8333333333333334,0.2,,0.2,0.17857142857142858,0.4,0.32142857142857145,0.5384615384615384,0.2857142857142857,0.47423910256410257,0.5546125000000001,0.47929821428571423,0.07142857142857142,0.10909090909090909,,0.0958904109589041,0.3150684931506849,12.222448979591837,24.575862068965513,0.33762057877813506,8.0,2.0,5.0,1.0,1.0,,,0.05555555555555555,1.0,0.10256410256410256,0.4,0.17857142857142858,,,1.0,,,2.0,2.0,4.0,1.0,1.0,0.2857142857142857,,0.2222222222222222,3.0,2.0,,1.0,1.0,1.0,0.3333333333333333,0.034482758620689655,,0.375,0.42857142857142855,1.0,,,0.4,,,1.0,0.125,0.5,1.0,,True,
2408,1610612740,Melvin Ely,Melvin Ely,2408,NOH,1654.0,28,-14.0,53,50,22.0,24.0,4.0,103,,2.0,,1.0,,1.0,1.0,3.0,,,,,,,1.0,5,,,3.0,5.0,58,,1.0,,1.0,1.0,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,2.0,,1.0,2.0,2.0,4.0,,,,,1.0,,1.0,,1.0,,2.0,,6.0,10.0,1.0,,3.0,,,4.0,,2.0,,,,,,2.0,22.0,2.0,,,,,,,0.2,,0.5,0.2,,0.5,0.35714285714285715,0.25,0.5,,,,,15.517241379310345,0.5,0.058823529411764705,0.08,,,0.041666666666666664,0.07142857142857142,,0.2857142857142857,,,,,0.09090909090909091,,,,0.4,,,,0.6,0.3333333333333333,0.3333333333333333,,,,,,,,,,1.0,,,0.5,,,0.4,,0.41647999999999996,0.476,0.42215,0.2857142857142857,0.2857142857142857,,0.2,0.4,4.86,,0.41509433962264153,,,,1.0,,,,0.5,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,
200756,1610612740,Hilton Armstrong,Hilton Armstrong,200756,NOH,1899.0,32,-20.0,60,60,17.0,23.0,7.0,120,3.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,3.0,3,,,1.0,7.0,84,1.0,1.0,,3.0,2.0,2.0,,1.0,5.0,2.0,4.0,,,,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,6.0,,,,,,,1.0,,,,1.0,,3.0,5.0,,1.0,5.0,1.0,1.0,3.0,1.0,2.0,,,2.0,1.0,2.0,5.0,17.0,1.0,,0.3333333333333333,0.5,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.75,0.8333333333333334,,,,,7.575757575757575,,0.13333333333333333,0.14285714285714285,0.2,,0.15,0.1111111111111111,0.25,,0.2,,0.3333333333333333,0.2,,0.3333333333333333,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,0.5264,0.5785,0.50035,0.5,0.5,,0.42857142857142855,0.7142857142857143,,,0.2833333333333333,,,,,2.0,,,,1.0,,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2050,1610612740,Morris Peterson,Morris Peterson,2050,NOH,15994.0,267,42.0,488,492,126.0,113.0,50.0,980,4.0,12.0,1.0,2.0,1.0,4.0,2.0,3.0,10.0,18.0,4.0,11.0,1.0,4.0,16.0,33,16.0,34.0,4.0,84.0,513,4.0,5.0,4.0,15.0,2.0,5.0,11.0,2.0,24.0,22.0,10.0,45.0,3.0,11.0,4.0,1.0,3.0,3.0,6.0,2.0,1.0,,,3.0,15.0,,3.0,13.0,14.0,28.0,3.0,31.0,,6.0,4.0,2.0,1.0,1.0,4.0,,,,5.0,,19.0,29.0,,2.0,8.0,2.0,3.0,6.0,,2.0,,1.0,1.0,1.0,1.0,24.0,126.0,,1.0,0.6875,0.6875,0.9375,0.47058823529411764,0.47058823529411764,0.48484848484848486,0.8,0.4,0.5970149253731343,0.7777777777777778,0.6875,0.6,0.75,0.7058823529411765,0.5074626865671642,0.030303030303030304,0.08333333333333333,,13.686131386861312,0.2,0.08433734939759036,0.015306122448979591,0.1625,,0.10975609756097561,0.012605042016806723,,0.015873015873015872,0.02531645569620253,,0.09615384615384616,0.043478260869565216,0.10294117647058823,0.11904761904761904,0.21052631578947367,,0.1791044776119403,0.3333333333333333,0.36363636363636365,0.75,0.04477611940298507,0.6666666666666666,0.6666666666666666,0.5,0.26865671641791045,0.5555555555555556,0.5555555555555556,0.7,0.16417910447761194,0.36363636363636365,0.36363636363636365,1.0,0.2222222222222222,0.5,0.1111111111111111,0.25,0.25,0.25,0.6865671641791045,0.36363636363636365,0.5272865671641791,0.513825,0.574765625,0.028985507246376812,0.05714285714285714,,0.17857142857142858,0.2857142857142857,11.00909090909091,23.741176470588236,0.2581967213114754,23.0,3.0,7.0,1.0,1.0,,,0.0625,1.0,0.34328358208955223,0.3333333333333333,0.4375,,,,,,2.0,1.0,6.0,1.0,,0.5454545454545454,,0.5,12.0,4.0,,2.0,,,0.5,,,0.5217391304347826,0.5217391304347826,0.9166666666666666,,,0.5714285714285714,,1.0,2.0,,0.6666666666666666,0.5,1.0,True,
