EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg3aBlocked,OffThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Usage,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Avg2ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,LongMidRangeAssists,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffArc3ReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,SecondChanceFtPoints,PenaltyFtPoints,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,FTOffRebounds,Steals,BadPassSteals,LostBallTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SecondChanceShotQualityAvg,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGA,PenaltyFG3A,SelfOReb,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyArc3Frequency,Corner3Assists,LongMidRangePctBlocked,PtsUnassisted3s,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,on,PenaltyArc3FGM,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,ShortMidRangeAssists,LostBallSteals,SecondChanceTurnovers,BlockedAtRim,DefCorner3ReboundPct,DefensiveGoaltends,3SecondViolations,BlockedShortMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,593.0,10,-6,21,21,11,13.0,2.0,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,24,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,11,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,12.0,0.5,0.14285714285714285,0.1,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5641499999999999,0.3333333333333333,0.5,0.6666666666666666,26.6,0.5238095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,820.0,14,-8,26,26,1,,3.0,52,1.0,1.0,,,1.0,2.0,2.0,1.0,,4.0,27,,,,,,1.0,,,1.0,3.0,,3.0,1.0,,,,,1,,1.0,,0.6666666666666666,,0.6666666666666666,,0.3333333333333333,,,13.793103448275863,1.0,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,0.6666666666666666,0.5348333333333334,,,,24.6,0.038461538461538464,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,1291.0,22,-9,42,41,9,8.0,4.0,83,2.0,2.0,,,2.0,2.0,2.0,3.0,,7.0,52,,,,2.0,,2.0,,1.0,,1.0,1.0,2.0,5.0,,2.0,,,9,,1.0,,0.7,,0.7,,0.6,,,14.893617021276597,,0.1111111111111111,0.05263157894736842,,0.4,1.0,1.0,0.4,,,1.0,0.60937,,,,24.96666666666667,0.21428571428571427,,,2.0,3.0,3.0,1.0,6.0,,1.0,1.0,1.0,2.0,1.0,,,,,0.5,0.5,0.5,0.1111111111111111,,0.07692307692307693,0.25,,,0.5,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.125,0.2,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5893,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,1809.0,30,-15,60,60,14,22.0,6.0,120,3.0,5.0,2.0,2.0,,5.0,9.0,,3.0,13.0,75,2.0,2.0,5.0,6.0,4.0,,,1.0,1.0,4.0,3.0,7.0,8.0,,5.0,3.0,2.0,14,3.0,0.5555555555555556,1.0,0.5555555555555556,1.0,0.65,1.25,,,,17.91044776119403,0.25,0.07692307692307693,0.07407407407407407,,0.5555555555555556,0.6,0.75,,1.0,1.0,0.5555555555555556,0.47903333333333337,0.2,0.2,0.38461538461538464,,0.23333333333333334,2.0,4.0,4.0,,1.0,,3.0,1.0,2.0,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,0.4,0.6666666666666666,0.5,0.15384615384615385,0.14285714285714285,0.15,,0.14285714285714285,1.0,0.3333333333333333,0.4444444444444444,0.5,0.5,0.5,7.911111111111111,2.0,2.0,,,,,,,2.0,2.0,5.0,,,,1.0,2.0,1.0,,5.0,,,,1.0,1.0,1.25,0.09090909090909091,,,,,,,1.0,1.0,,0.52775,0.38461538461538464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.1111111111111111,0.2,1.0,0.07142857142857142,0.14285714285714285,0.5,0.16666666666666666,0.4289,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,1098.0,18,-3,35,35,3,11.0,4.0,70,1.0,4.0,1.0,1.0,3.0,2.0,7.0,4.0,3.0,10.0,44,1.0,1.0,2.0,4.0,2.0,3.0,,1.0,,2.0,2.0,4.0,1.0,,2.0,5.0,,3,,0.2857142857142857,1.0,0.3181818181818182,1.0,0.34615384615384615,1.0,0.36363636363636365,,,35.0,,0.125,0.11764705882352941,,0.36363636363636365,0.25,0.25,0.2727272727272727,1.0,1.0,0.7272727272727273,0.5258545454545455,,,0.2,24.224999999999998,0.08571428571428572,,1.0,,,,,,,2.0,,,1.0,,,,,,,,,0.25,,0.15384615384615385,0.5,,,,0.09090909090909091,,,,5.757142857142857,,,1.0,,1.0,,1.0,,,,2.0,3.0,1.0,,1.0,,1.0,,2.0,1.0,0.25,0.25,,,0.3333333333333333,0.16666666666666666,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,0.5844,0.2,,2.0,1.0,,,1.0,,,,,,,0.14285714285714285,,,0.1111111111111111,0.2,,,0.579,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.14285714285714285,0.18181818181818182,0.5,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,457.0,8,-5,15,16,2,11.0,1.0,31,,,,,,,,,,,17,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,2,,,,,,,,,,,6.25,1.0,,,,,,,,,,,,,,,,0.13333333333333333,,,,1.0,1.0,,2.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,1327.0,22,-11,45,44,13,22.0,4.0,89,,,,,3.0,5.0,8.0,3.0,,10.0,60,,,,4.0,,3.0,,,,1.0,,1.0,1.0,,2.0,,,13,1.0,0.625,,0.45454545454545453,,0.45454545454545453,,0.2727272727272727,,,26.53061224489796,,,,,,,,0.2727272727272727,,,0.2727272727272727,0.42219545454545454,,,,25.633333333333336,0.28888888888888886,4.0,6.0,6.0,1.0,2.0,1.0,5.0,,1.0,2.0,1.0,2.0,,,,,,0.6,0.6,1.0,0.1,,0.06666666666666667,,,,,0.5454545454545454,0.6666666666666666,0.8,0.75,16.162499999999998,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.40418333333333334,,,,1.0,1.0,,,,,,1.0,,,0.125,,,,,0.5,,,1.0,2.0,2.0,2.0,,,,,,,0.18181818181818182,0.5,0.5,0.6666666666666666,1.0,0.16666666666666666,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,1589.0,26,-17,53,54,14,20.0,5.0,107,2.0,4.0,,,4.0,3.0,5.0,4.0,1.0,10.0,70,1.0,1.0,2.0,4.0,,4.0,,,,3.0,,3.0,2.0,,3.0,2.0,1.0,14,,0.6,1.0,0.5,1.0,0.5,1.0,0.4444444444444444,,,20.689655172413794,,,,,0.4444444444444444,0.5,0.5,0.4444444444444444,,,0.8888888888888888,0.5197833333333333,0.1,0.16666666666666666,0.2,25.325,0.2641509433962264,1.0,1.0,2.0,3.0,4.0,1.0,9.0,1.0,2.0,1.0,,2.0,2.0,,,,,0.3333333333333333,0.3333333333333333,0.5,0.2222222222222222,0.16666666666666666,0.2,,0.16666666666666666,,0.5,0.1111111111111111,1.0,1.0,,3.3200000000000003,,,,,1.0,,1.0,,,,,,1.0,2.0,1.0,1.0,,1.0,,,0.25,0.25,,,,,,0.25,0.25,,,,,,0.25,0.5178,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,0.4,0.3677,,,1.0,1.0,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,61.0,1,-1,3,3,3,3.0,1.0,6,,,,,,,,1.0,,3.0,6,,,,,,,,,,,,,,,,,,3,,,,1.5,,1.5,,1.0,,,25.0,,,,,,,,,,,1.0,0.34275,,,,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,3.0,3.0,,,,,,,3.0,1.0,1.0,1.0,,1.5,1.5,,1.0,,,,,,,,,0.34275,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,6727.0,112,-23,233,233,80,91.0,38.0,466,13.0,18.0,1.0,3.0,9.0,18.0,26.0,13.0,8.0,53.0,269,2.0,6.0,4.0,8.0,2.0,9.0,2.0,1.0,2.0,17.0,7.0,24.0,10.0,4.0,9.0,11.0,6.0,80,2.0,0.6923076923076923,0.3333333333333333,0.5769230769230769,0.2857142857142857,0.6022727272727273,0.2857142857142857,0.3333333333333333,0.15384615384615385,0.2222222222222222,17.56272401433692,0.2222222222222222,0.04,0.05737704918032787,,0.46153846153846156,0.7222222222222222,0.7647058823529411,0.23076923076923078,0.42857142857142855,0.3333333333333333,0.7948717948717948,0.5487589743589744,0.13636363636363635,0.1935483870967742,0.07547169811320754,25.24615384615385,0.34334763948497854,1.0,2.0,28.0,3.0,3.0,2.0,6.0,5.0,10.0,2.0,1.0,5.0,3.0,,,,,0.7777777777777778,0.8235294117647058,0.4,0.14084507042253522,0.13513513513513514,0.1388888888888889,0.20689655172413793,0.1724137931034483,,0.8461538461538461,0.05128205128205128,0.5,0.5,1.0,3.7576923076923077,4.0,8.0,4.0,,2.0,1.0,3.0,1.0,5.0,11.0,17.0,9.0,2.0,1.0,3.0,2.0,,,17.0,1.0,0.23076923076923078,0.23076923076923078,0.45454545454545453,0.43333333333333335,0.4722222222222222,0.047619047619047616,0.10256410256410256,0.2222222222222222,0.2857142857142857,1.0,,0.14285714285714285,0.5333333333333333,0.5,0.2222222222222222,0.50134,0.32075471698113206,,4.0,1.0,,,6.0,,1.0,1.0,1.0,1.0,1.0,0.038461538461538464,0.05555555555555555,,0.061855670103092786,0.02564102564102564,,0.17391304347826086,0.46284166666666665,4.0,6.0,3.0,4.0,,,,,,,0.15384615384615385,0.6666666666666666,0.6666666666666666,0.2,,,,1.0,,1.0,1.0,0.25,0.25,0.25,1.0,0.06666666666666667,,False,1.0,1.0,1.0,1.0,0.05,0.10526315789473684,0.5,1.0,0.3333333333333333,,,,,,,,,,
