EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,PtsPutbacks,HeaveAttempts,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,BadPassSteals,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,BlockedAtRim,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,Avg2ptShotDistance,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,FG3M,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,SelfOReb,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,Corner3FGM,PenaltyCorner3FGA,Loose Ball Fouls Drawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,SecondChanceFtPoints,BlockedLongMidRange,Defensive 3 Seconds Violations,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,PenaltyArc3Accuracy,on,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,Clear Path Fouls,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers
101129,1610612745,Luther Head,Luther Head,101129,HOU,1277.0,21,14.0,40,39,7,11,4,79,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,4.0,32,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,0.2,0.14285714285714285,0.21428571428571427,0.2857142857142857,21.73913043478261,0.3333333333333333,0.06666666666666667,0.05,0.14285714285714285,1.0,0.7142857142857143,0.2,0.2,0.2857142857142857,0.5,0.5,0.5,0.5,1.0,0.5607285714285715,0.549575,0.520175,0.14285714285714285,0.2,25.25,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,6493.0,108,-14.0,192,191,71,75,31,383,5.0,7.0,2.0,2.0,2.0,,1.0,7.0,9.0,2.0,,14.0,199,2.0,,2.0,1.0,4.0,,5.0,,5.0,,2.0,10.0,12.0,21.0,28.0,3.0,2.0,1.0,1.0,,3.0,,4.0,,,,,,6.0,1.0,6.0,4.0,71,0.7777777777777778,0.6363636363636364,0.6363636363636364,0.18181818181818182,6.607929515418502,0.25,0.17142857142857143,0.15625,0.1875,0.6666666666666666,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.18181818181818182,1.0,,0.6666666666666666,0.3333333333333333,0.8181818181818182,0.5174,0.55515,0.56295,,,46.8,0.3697916666666667,1.0,2.0,2.0,1.0,2.0,10.0,2.0,2.0,3.0,1.0,5.0,1.0,3.0,6.0,7.0,1.0,1.0,1.0,2.0,9.0,18.0,1.0,2.0,5.0,4.0,0.7142857142857143,0.8333333333333334,0.5,0.5,0.5,0.5454545454545454,0.09090909090909091,0.0684931506849315,0.11538461538461539,0.038461538461538464,0.06060606060606061,0.1111111111111111,0.05,0.05,0.19047619047619047,0.11764705882352941,0.13636363636363635,0.8,0.18181818181818182,1.0,1.0,0.5,0.5,0.14285714285714285,1.8666666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,4823.0,80,-16.0,142,142,57,59,27,284,8.0,15.0,3.0,7.0,4.0,,3.0,18.0,37.0,5.0,12.0,51.0,155,5.0,1.0,16.0,3.0,18.0,4.0,6.0,1.0,7.0,,5.0,15.0,11.0,16.0,19.0,3.0,,4.0,1.0,3.0,3.0,1.0,7.0,16.0,22.0,,,5.0,2.0,1.0,2.0,1.0,57,0.4864864864864865,0.4642857142857143,0.4811320754716981,0.11904761904761904,34.883720930232556,0.5714285714285714,0.22,0.20588235294117646,0.22727272727272727,0.5,0.35714285714285715,0.5333333333333333,0.5714285714285714,0.09523809523809523,0.5,,0.3684210526315789,0.15789473684210525,0.47619047619047616,0.47058333333333335,0.484175,0.47122368421052635,0.10638297872340426,0.11904761904761904,24.82,0.4014084507042254,3.0,3.0,6.0,3.0,6.0,18.0,6.0,,,,3.0,,3.0,2.0,3.0,3.0,1.0,,1.0,,1.0,,,1.0,,0.5,0.6,0.6,0.5,0.5,0.25,,0.05263157894736842,0.16666666666666666,,0.039473684210526314,0.07692307692307693,,,0.058823529411764705,0.45454545454545453,0.07142857142857142,0.25,0.14285714285714285,0.5,0.6,0.3333333333333333,1.0,0.11764705882352941,9.85135135135135,4.0,7.0,16.0,1.0,1.0,1.0,1.0,6.0,7.0,19.0,3.0,1.0,4.0,1.0,1.0,2.0,6.0,19.0,5.0,1.0,0.2,0.2,0.375,0.3157894736842105,0.38,0.10810810810810811,0.06666666666666667,0.16666666666666666,0.125,0.08333333333333333,0.5,0.10526315789473684,0.38095238095238093,0.4375,0.5,0.8571428571428571,0.023809523809523808,0.25,0.25,1.0,0.16666666666666666,0.5714285714285714,0.25,0.37254901960784315,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1517,1610612745,Bobby Jackson,Bobby Jackson,1517,HOU,2996.0,50,-1.0,86,88,31,22,16,174,5.0,11.0,1.0,4.0,4.0,2.0,2.0,8.0,21.0,6.0,6.0,25.0,77,1.0,3.0,6.0,3.0,10.0,4.0,2.0,2.0,4.0,,1.0,10.0,2.0,2.0,4.0,1.0,,,,,1.0,,1.0,5.0,8.0,,,3.0,,,,,31,0.38095238095238093,0.35185185185185186,0.4032258064516129,0.2222222222222222,31.683168316831683,,0.06896551724137931,0.046511627906976744,0.07692307692307693,,0.4074074074074074,0.45454545454545453,0.5555555555555556,0.14814814814814814,0.25,0.5,0.4444444444444444,0.2222222222222222,0.6296296296296297,0.48817037037037037,0.5454500000000001,0.48335,0.1,0.125,24.383333333333336,0.36046511627906974,1.0,,3.0,1.0,2.0,6.0,2.0,,1.0,,2.0,,,,2.0,1.0,,1.0,,2.0,4.0,,,,1.0,0.375,0.42857142857142855,1.0,0.25,0.2,,,0.05555555555555555,,,0.043478260869565216,0.05555555555555555,,,,0.125,,0.2,0.1111111111111111,,,,1.0,0.08,8.142857142857142,,3.0,7.0,2.0,1.0,,1.0,1.0,2.0,4.0,3.0,,2.0,2.0,,,1.0,4.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.18181818181818182,0.09523809523809523,0.18181818181818182,,,0.125,,,0.25925925925925924,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.07407407407407407,,,,0.25,,,0.16,1.0,1.0,1.0,0.5,0.5,1.0,0.1111111111111111,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201171,1610612745,Carl Landry,Carl Landry,201171,HOU,3365.0,56,7.0,100,97,31,29,16,197,4.0,9.0,1.0,5.0,,,,7.0,16.0,,8.0,22.0,94,3.0,,6.0,,4.0,,,,,,,,4.0,8.0,15.0,5.0,2.0,1.0,,,1.0,,2.0,12.0,11.0,1.0,,5.0,1.0,,1.0,1.0,31,0.4375,0.4375,0.5238095238095238,,19.491525423728813,0.5,0.12903225806451613,0.1276595744680851,0.1875,1.0,0.5625,0.4444444444444444,0.5714285714285714,,0.3333333333333333,,0.8333333333333334,,0.5625,0.48487499999999994,0.461,0.5193166666666666,0.25,0.25,,0.31,,3.0,4.0,2.0,7.0,10.0,4.0,,,2.0,5.0,,2.0,2.0,7.0,3.0,1.0,1.0,1.0,5.0,5.0,,,,,0.7142857142857143,1.0,0.6666666666666666,0.6666666666666666,0.875,0.2857142857142857,,0.14285714285714285,0.125,0.16666666666666666,0.14893617021276595,0.07692307692307693,0.2,0.18181818181818182,0.2,,0.15384615384615385,1.0,0.25,0.75,1.0,0.3333333333333333,,0.3181818181818182,4.7250000000000005,2.0,,3.0,,,,,3.0,2.0,8.0,,,3.0,,,,1.0,8.0,1.0,,,,0.5,0.5,0.5714285714285714,0.1875,0.2222222222222222,0.25,,0.14285714285714285,,,0.1875,,,,,,,,,0.4,,0.36363636363636365,,,2.0,,,,,3.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,2376.0,40,-2.0,72,66,15,25,8,138,5.0,8.0,,1.0,5.0,,1.0,7.0,13.0,7.0,6.0,20.0,73,,,2.0,1.0,12.0,5.0,2.0,1.0,3.0,1.0,2.0,7.0,3.0,5.0,5.0,,,1.0,,1.0,1.0,,2.0,5.0,7.0,1.0,,4.0,,,,,15,0.5384615384615384,0.35,0.43478260869565216,0.35,30.864197530864196,0.5,0.10714285714285714,0.12195121951219512,0.11764705882352941,,0.4,0.625,0.7142857142857143,0.25,,,0.3333333333333333,0.3333333333333333,0.75,0.5009224999999999,,0.42645,0.17391304347826086,0.25,24.728571428571428,0.20833333333333334,,1.0,3.0,,,2.0,,,,,,,2.0,,,,,,1.0,4.0,9.0,,,,2.0,0.14285714285714285,0.14285714285714285,,,,,,,0.15384615384615385,,,,,,,0.16666666666666666,0.18181818181818182,0.2,0.15,0.3333333333333333,0.3333333333333333,,,,5.261538461538462,,1.0,2.0,2.0,,,,1.0,3.0,5.0,,,1.0,,,,,5.0,,,,,0.5,0.3333333333333333,0.5,0.07692307692307693,0.125,,,,,,0.1,0.5,0.5,,0.1,,,,,,,0.25,,,,,,,,,,,1.0,1.0,1.0,0.14285714285714285,0.5,,,,,,,True,,,,,,,,,,,,
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,4723.0,79,-25.0,137,139,47,58,21,276,2.0,4.0,3.0,2.0,4.0,,1.0,2.0,6.0,6.0,2.0,15.0,154,3.0,,3.0,1.0,4.0,3.0,1.0,,1.0,,,2.0,2.0,6.0,10.0,3.0,2.0,2.0,,1.0,,,2.0,3.0,4.0,,,1.0,2.0,,2.0,,47,0.3333333333333333,0.5416666666666666,0.5357142857142857,0.5,9.937888198757763,1.0,0.03571428571428571,0.0684931506849315,0.038461538461538464,,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,,0.5,0.25,0.8333333333333334,0.5346545454545454,0.6592,0.5224666666666667,0.07692307692307693,0.14285714285714285,30.266666666666666,0.34306569343065696,2.0,,2.0,2.0,4.0,,4.0,1.0,,2.0,2.0,,3.0,1.0,4.0,1.0,1.0,,,4.0,5.0,,,2.0,1.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.125,,0.03636363636363636,0.17647058823529413,0.11764705882352941,0.05555555555555555,0.037037037037037035,0.08333333333333333,0.16666666666666666,,0.08333333333333333,0.2,,0.16666666666666666,,,,0.6666666666666666,0.26666666666666666,2.9333333333333336,1.0,,,2.0,,2.0,3.0,1.0,1.0,3.0,9.0,2.0,,,1.0,,1.0,3.0,1.0,1.0,0.5,0.6,0.3333333333333333,0.25,0.3,,,,,,,,,,,,0.16666666666666666,0.5,0.5,1.0,,0.5,0.6666666666666666,0.2,1.0,,,0.5,1.0,1.0,,,,,1.0,,,0.16666666666666666,0.5,,,,,,,True,,,,,,,,,,,,
2449,1610612745,Luis Scola,Luis Scola,2449,HOU,2945.0,49,-22.0,85,88,33,40,15,173,3.0,11.0,2.0,7.0,,,,4.0,15.0,,10.0,18.0,100,5.0,,8.0,,4.0,,1.0,,1.0,,1.0,2.0,6.0,7.0,12.0,,,1.0,,,2.0,,3.0,9.0,12.0,,,5.0,,,,,33,0.26666666666666666,0.26666666666666666,0.42857142857142855,,23.52941176470588,0.3333333333333333,0.16216216216216217,0.15555555555555556,0.2,,0.7333333333333333,0.2727272727272727,0.3333333333333333,,0.4,,0.875,,0.7333333333333333,0.5007666666666667,0.454225,0.513275,0.25,0.25,,0.38823529411764707,2.0,,3.0,3.0,8.0,4.0,2.0,,,,5.0,,1.0,,5.0,,1.0,1.0,2.0,,6.0,1.0,2.0,,,0.5,0.6666666666666666,0.6,0.6,0.6666666666666666,,,0.13513513513513514,0.125,,0.10204081632653061,0.09090909090909091,,,0.125,0.16666666666666666,0.14285714285714285,0.6666666666666666,0.2,,,,1.0,0.4444444444444444,2.4399999999999995,2.0,1.0,1.0,,,,,3.0,7.0,13.0,,,3.0,,,1.0,1.0,13.0,1.0,,,,0.375,0.375,0.5416666666666666,0.2,0.18181818181818182,0.3333333333333333,,0.3,,0.14285714285714285,0.06666666666666667,1.0,1.0,,,,,,,0.2857142857142857,,0.7222222222222222,,,,,,,,2.0,,,,,1.0,,,0.5,,,,,,True,,,,,,,,,,,,
200779,1610612745,Steve Novak,Steve Novak,200779,HOU,650.0,11,,21,19,18,10,3,40,,,,,2.0,,2.0,,,2.0,,3.0,18,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,18,,0.75,0.75,1.0,8.333333333333334,,,,,1.0,,,,1.0,,,,1.0,1.0,0.561075,,0.561075,,,25.700000000000003,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,3.0,,1.0,,,,,,3.0,,,0.5,0.5,,0.75,0.75,,,,,,,,,,,,,0.5,0.5,,,,0.5,1.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,3.0,0.5,0.5,True,,,,,,,,,,,,
200839,1610612745,Mike Harris,Mike Harris,200839,HOU,461.0,8,3.0,17,14,14,12,2,31,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,3.0,14,1.0,,1.0,,2.0,,,,,,,,1.0,1.0,2.0,,,,,,,,,1.0,2.0,,,1.0,,,,,14,1.0,1.0,0.75,,10.526315789473685,,0.2,0.125,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,0.476,0.476,0.476,0.5,0.5,,0.8235294117647058,1.0,,,1.0,2.0,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,0.25,,,0.16666666666666666,0.25,,,,0.5,,,,,,,1.0,0.6666666666666666,,1.0,,,,,,,1.0,,2.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
