EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyAtRimFGM,ThreePtAssists,Arc3Assists,Corner3Assists,FTDefRebounds,LostBallSteals,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,DefFTReboundPct,OffArc3ReboundPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,ShortMidRangeAssists,DefensiveGoaltends,HeaveAttempts,on,FTOffRebounds,OffFTReboundPct,3SecondViolations,Blocked3s,BlockedArc3
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,9892.0,165,-102.0,296,293,69,41.0,37,589,4.0,11.0,4.0,6.0,1.0,5.0,6.0,10.0,31.0,19.0,48.0,20.0,58.0,363.0,4.0,8.0,1.0,9.0,2.0,8.0,6.0,10.0,24.0,14.0,8.0,3.0,4.0,4.0,2.0,2.0,8.0,1.0,7.0,3.0,11.0,14.0,8.0,22.0,1.0,2.0,2.0,7.0,2.0,4.0,6.0,2.0,3.0,1.0,13.0,5.0,8.0,19.0,1.0,1.0,15.0,24.0,10.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,10.0,69,2.0,0.631578947368421,0.8,0.3958333333333333,0.5,0.25,0.3958333333333333,0.5,0.25,0.48333333333333334,0.5,0.4166666666666667,0.0625,0.2727272727272727,21.597633136094675,0.5384615384615384,0.09401709401709402,0.05785123966942149,0.0967741935483871,0.043478260869565216,0.0945945945945946,0.05555555555555555,0.10714285714285714,0.047619047619047616,0.041666666666666664,0.2,0.10638297872340426,0.08333333333333333,0.08823529411764706,0.11538461538461539,0.038461538461538464,1.0,0.22916666666666666,0.36363636363636365,0.5,0.125,0.8333333333333334,0.8333333333333334,0.4,0.6458333333333334,0.3225806451612903,0.3225806451612903,1.0,0.75,0.6666666666666666,0.125,0.22916666666666666,0.43787499999999996,0.5230833333333333,0.4371,0.1724137931034483,0.1724137931034483,0.15517241379310345,0.1724137931034483,13.937500000000002,0.23310810810810811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101136,1610612737,Salim Stoudamire,Salim Stoudamire,101136,ATL,1256.0,21,-6.0,38,39,14,5.0,7,77,,,,,,1.0,1.0,1.0,2.0,2.0,3.0,,10.0,47.0,,,,,,,,6.0,2.0,2.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,2.0,2.0,,,1.0,,,,,,,,,,6.0,14,,0.5,0.5,0.6666666666666666,,,0.625,,1.5,0.625,,1.5,,,17.02127659574468,,0.09090909090909091,,,,0.06666666666666667,,,,,,0.14285714285714285,,,,,,,,,0.125,1.0,1.0,1.0,0.25,0.5,0.5,,,,,0.625,0.47033125,,0.534,,,,0.6,17.166666666666668,0.3684210526315789,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,2.0,2.0,6.0,4.0,1.0,1.0,0.4,1.0,0.4,0.625,0.125,1.0,1.0,1.0,0.5,0.25,0.25,1.0,0.5,1.0,0.5,1.0,0.25,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,16608.0,277,-86.0,491,484,140,78.0,65,975,20.0,30.0,6.0,10.0,11.0,7.0,18.0,7.0,24.0,34.0,72.0,20.0,88.0,571.0,7.0,14.0,3.0,17.0,9.0,21.0,9.0,27.0,44.0,24.0,10.0,5.0,17.0,25.0,12.0,5.0,58.0,3.0,19.0,7.0,40.0,51.0,22.0,73.0,4.0,3.0,2.0,7.0,,2.0,8.0,,5.0,3.0,15.0,5.0,14.0,26.0,2.0,4.0,22.0,27.0,12.0,3.0,7.0,5.0,,7.0,5.0,,27.0,140,2.0,0.6470588235294118,0.7586206896551724,0.4722222222222222,0.5,0.42857142857142855,0.4722222222222222,0.5,0.42857142857142855,0.5238095238095238,0.53125,0.5,0.06944444444444445,0.13333333333333333,17.102966841186735,0.4666666666666667,0.2185792349726776,0.1,0.11666666666666667,0.06521739130434782,0.1934156378600823,0.09322033898305085,0.15254237288135594,0.10256410256410256,0.06521739130434782,,0.2054794520547945,0.22916666666666666,0.22580645161290322,0.14893617021276595,0.125,0.7142857142857143,0.4166666666666667,0.6666666666666666,0.7692307692307693,0.25,0.3888888888888889,0.3888888888888889,0.2857142857142857,0.3333333333333333,0.2916666666666667,0.30434782608695654,0.7142857142857143,0.7142857142857143,0.6,0.5238095238095238,0.4166666666666667,0.4682638888888889,0.5286,0.5046142857142858,0.14814814814814814,0.14814814814814814,0.19318181818181818,0.3068181818181818,8.608333333333333,0.285132382892057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,6.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,0.041666666666666664,0.5,0.08108108108108109,0.75,0.16666666666666666,0.6363636363636364,,,,,,,,,,,,,,,,,,,,True,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,14468.0,241,-77.0,426,421,110,67.0,52,847,8.0,14.0,4.0,5.0,3.0,9.0,21.0,11.0,32.0,28.0,67.0,28.0,123.0,500.0,6.0,12.0,3.0,18.0,6.0,15.0,15.0,39.0,16.0,40.0,6.0,5.0,20.0,26.0,8.0,12.0,58.0,1.0,8.0,7.0,11.0,18.0,9.0,27.0,3.0,2.0,1.0,13.0,1.0,8.0,3.0,,5.0,,16.0,5.0,4.0,11.0,1.0,2.0,23.0,31.0,7.0,6.0,,,,,,,39.0,110,5.0,0.2857142857142857,0.32,0.417910447761194,0.5,0.4,0.4846938775510204,0.5357142857142857,0.4444444444444444,0.5405405405405406,0.5625,0.5428571428571428,0.07462686567164178,0.07142857142857142,25.60483870967742,0.8125,0.07096774193548387,0.04938271604938271,0.12962962962962962,0.023255813953488372,0.0861244019138756,0.04390243902439024,0.0392156862745098,0.0625,0.05063291139240506,,0.08620689655172414,0.045454545454545456,0.07547169811320754,0.13636363636363635,0.061224489795918366,,0.14285714285714285,0.5714285714285714,0.6153846153846154,0.21428571428571427,0.42857142857142855,0.47368421052631576,0.1111111111111111,0.32653061224489793,0.34375,0.36666666666666664,0.36363636363636365,0.35714285714285715,0.8,0.1111111111111111,0.45918367346938777,0.45580816326530615,0.484976923076923,0.4492703703703704,0.0761904761904762,0.0958904109589041,0.14634146341463414,0.3170731707317073,11.73134328358209,0.25821596244131456,4.0,9.0,2.0,3.0,9.0,22.0,2.0,9.0,13.0,31.0,4.0,12.0,30.0,22.0,9.0,0.7692307692307693,0.41935483870967744,0.3333333333333333,0.41935483870967744,0.3163265306122449,0.09183673469387756,0.4444444444444444,0.4444444444444444,1.0,0.22448979591836735,0.4090909090909091,0.4090909090909091,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.4090909090909091,25.174193548387095,1.0,6.0,5.0,1.0,,1.0,,2.0,1.0,,1.0,,,0.0625,,0.029411764705882353,0.375,,0.3333333333333333,1.0,1.0,1.0,1.0,2.0,9.0,3.0,1.0,0.5,0.09523809523809523,0.1,0.07142857142857142,1.0,1.0,0.07142857142857142,0.03125,,,,True,,,,,
2735,1610612737,Josh Childress,Josh Childress,2735,ATL,9821.0,164,-12.0,282,283,92,56.0,42,565,18.0,32.0,5.0,8.0,14.0,1.0,4.0,,,19.0,36.0,3.0,41.0,320.0,5.0,8.0,,10.0,8.0,14.0,,16.0,20.0,18.0,10.0,6.0,9.0,9.0,6.0,2.0,18.0,5.0,9.0,6.0,14.0,20.0,14.0,34.0,,1.0,1.0,,,,1.0,,,,1.0,,2.0,6.0,1.0,1.0,9.0,8.0,5.0,,4.0,4.0,,4.0,3.0,,16.0,92,,0.5263157894736842,0.7142857142857143,0.5277777777777778,0.625,0.5714285714285714,0.5135135135135135,0.625,0.5714285714285714,0.5125,0.625,0.5714285714285714,0.16666666666666666,0.1875,12.238805970149253,,0.1346153846153846,0.08256880733944955,0.17142857142857143,0.1724137931034483,0.14388489208633093,0.10144927536231885,,0.19230769230769232,0.09302325581395349,,0.07317073170731707,0.09090909090909091,0.21951219512195122,0.20833333333333334,,0.75,0.8648648648648649,0.5625,0.6923076923076923,0.10810810810810811,0.25,0.25,,,,,,1.0,0.625,1.0,0.8918918918918919,0.5738194444444444,0.5191166666666667,0.5604714285714285,0.125,0.1282051282051282,0.24390243902439024,0.3902439024390244,1.7111111111111112,0.3262411347517731,,,,,,1.0,,,,1.0,,,,1.0,,,,,,0.02702702702702703,,,,,0.02702702702702703,,,,,,,,,39.1,8.0,,,,,,,,,3.0,2.0,,,,,0.2,0.5555555555555556,,0.5714285714285714,,,,,,,,,,,0.09090909090909091,,,,,,1.0,1.0,,True,,,,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,3200.0,53,4.0,91,89,40,31.0,19,180,1.0,7.0,,3.0,4.0,,2.0,2.0,6.0,3.0,15.0,5.0,11.0,99.0,1.0,4.0,1.0,3.0,1.0,7.0,4.0,6.0,6.0,,,3.0,1.0,2.0,1.0,,5.0,,6.0,,4.0,5.0,6.0,11.0,1.0,,,3.0,,1.0,3.0,,2.0,1.0,6.0,2.0,4.0,12.0,3.0,2.0,8.0,8.0,2.0,3.0,,,,,,,6.0,40,1.0,1.0,1.0,0.2,0.25,0.14285714285714285,0.2,0.25,0.14285714285714285,0.275,0.3,0.2727272727272727,0.2,0.42857142857142855,20.512820512820515,0.5,0.0975609756097561,0.13333333333333333,,,0.08,0.11764705882352941,0.3076923076923077,,0.08695652173913043,,0.14285714285714285,0.14285714285714285,0.05,,0.1111111111111111,,0.4666666666666667,0.14285714285714285,0.25,0.13333333333333333,,,,0.4,0.3333333333333333,0.3333333333333333,1.0,0.75,,0.5714285714285714,0.4666666666666667,0.5183399999999999,0.585425,0.5467857142857142,0.11764705882352941,0.11764705882352941,0.2727272727272727,0.5454545454545454,8.013333333333334,0.43956043956043955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,2.0,,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,12877.0,215,-55.0,390,379,110,59.0,47,769,4.0,6.0,1.0,2.0,2.0,1.0,4.0,5.0,23.0,10.0,33.0,13.0,51.0,444.0,2.0,3.0,,4.0,4.0,9.0,7.0,21.0,12.0,8.0,,2.0,16.0,18.0,7.0,6.0,38.0,,1.0,5.0,10.0,15.0,1.0,16.0,,3.0,2.0,8.0,1.0,5.0,3.0,1.0,3.0,,11.0,1.0,6.0,10.0,,1.0,18.0,18.0,6.0,3.0,2.0,2.0,,2.0,,,21.0,110,4.0,0.6,0.6,0.30303030303030304,0.6666666666666666,0.4444444444444444,0.35185185185185186,0.3333333333333333,0.5,0.40476190476190477,0.3333333333333333,0.525,0.06060606060606061,0.16666666666666666,16.55480984340045,0.7272727272727273,0.07246376811594203,0.007352941176470588,0.10204081632653061,,0.08021390374331551,0.005649717514124294,,,0.014925373134328358,,0.05660377358490566,0.05405405405405406,0.10416666666666667,0.12195121951219512,,,0.1111111111111111,0.6666666666666666,0.8,0.07407407407407407,0.25,0.3333333333333333,,0.42592592592592593,0.21739130434782608,0.21739130434782608,0.4,0.3333333333333333,0.5,0.14285714285714285,0.5,0.4731944444444445,0.6016875,0.4629571428571429,0.1,0.15384615384615385,0.0784313725490196,0.4117647058823529,15.412121212121212,0.28205128205128205,1.0,3.0,,,5.0,18.0,2.0,5.0,6.0,21.0,2.0,5.0,18.0,18.0,5.0,1.0,0.2857142857142857,0.4,0.2857142857142857,0.3888888888888889,0.05555555555555555,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2777777777777778,0.2777777777777778,1.0,,,0.35714285714285715,0.4,0.2777777777777778,26.22857142857143,2.0,2.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,1.0,2.0,,3.0,,,,,0.25,,0.16666666666666666,,,0.3333333333333333,,3.0,,,True,,,,,
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,669.0,11,,20,18,16,3.0,4,38,1.0,3.0,1.0,3.0,2.0,,,,,1.0,3.0,,2.0,16.0,1.0,3.0,,2.0,1.0,2.0,,2.0,,2.0,2.0,,,,,,,,4.0,,2.0,2.0,4.0,6.0,,,,,,,,,,,,,,1.0,,,1.0,2.0,1.0,,2.0,2.0,,2.0,1.0,,2.0,16,,,,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.25,0.3333333333333333,0.3333333333333333,,,16.0,,0.3333333333333333,0.4,,,0.18181818181818182,0.36363636363636365,0.5,0.3333333333333333,0.3333333333333333,,,0.5,1.0,,,0.5,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,1.0,0.3333333333333333,1.0,1.0,0.7403333333333334,0.7403333333333334,0.82375,0.25,0.25,1.0,1.0,0.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,
201151,1610612737,Acie Law,Acie Law,201151,ATL,2303.0,38,-11.0,64,61,17,5.0,9,125,1.0,2.0,,,,,,1.0,2.0,2.0,4.0,2.0,6.0,70.0,1.0,1.0,,2.0,,,,,2.0,2.0,,,3.0,4.0,3.0,,9.0,,,1.0,,1.0,,1.0,,1.0,,4.0,,2.0,,,2.0,,4.0,2.0,,2.0,,,3.0,2.0,1.0,,,,,,,,,17,,0.5,0.5,0.5,1.0,,0.5,1.0,,0.6,1.0,,,,11.842105263157894,1.0,,,0.125,,0.027777777777777776,,,,,,,,,,,,0.5,0.5,0.5,,,,,0.5,0.5,0.5,,,,,0.5,0.54665,0.3983,,0.2,0.2,0.3333333333333333,,8.975,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0.2,,,,,,,,,True,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,11754.0,196,-89.0,351,349,86,45.0,39,700,17.0,28.0,5.0,5.0,3.0,3.0,9.0,9.0,20.0,29.0,57.0,31.0,95.0,425.0,5.0,5.0,2.0,12.0,8.0,11.0,11.0,30.0,36.0,22.0,4.0,4.0,11.0,13.0,6.0,3.0,28.0,,4.0,10.0,17.0,28.0,4.0,32.0,1.0,10.0,8.0,9.0,4.0,5.0,13.0,1.0,4.0,1.0,22.0,5.0,10.0,23.0,,6.0,31.0,36.0,14.0,5.0,14.0,12.0,,14.0,7.0,,30.0,86,4.0,0.6206896551724138,0.6666666666666666,0.5087719298245614,1.0,0.7272727272727273,0.4444444444444444,0.8333333333333334,0.6333333333333333,0.5337078651685393,0.8571428571428571,0.75,0.07017543859649122,0.10714285714285714,27.819548872180448,0.4090909090909091,0.1349206349206349,0.03225806451612903,0.2222222222222222,,0.15789473684210525,0.025,0.02564102564102564,0.08,0.016666666666666666,,0.15384615384615385,0.11428571428571428,0.1282051282051282,0.18421052631578946,0.02857142857142857,0.5,0.3888888888888889,0.6071428571428571,0.68,0.125,0.3333333333333333,0.375,,0.2777777777777778,0.45,0.45,0.7777777777777778,0.8333333333333334,1.0,0.2,0.5972222222222222,0.5069199999999999,0.60594,0.4678642857142857,0.16666666666666666,0.2028985507246377,0.12631578947368421,0.3157894736842105,8.201754385964913,0.245014245014245,,2.0,,1.0,2.0,13.0,1.0,3.0,2.0,15.0,1.0,4.0,6.0,12.0,2.0,1.0,0.13333333333333333,0.25,0.14285714285714285,0.20833333333333334,0.027777777777777776,,,,0.18055555555555555,0.15384615384615385,0.15384615384615385,1.0,0.06666666666666667,,0.2,0.3333333333333333,0.16666666666666666,27.90666666666667,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,,0.16666666666666666,,0.6470588235294118,0.4,0.6666666666666666,,,1.0,,1.0,,,,,0.1111111111111111,0.42857142857142855,,,,0.16666666666666666,,2.0,1.0,1.0,True,,,,,
