EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PtsUnassisted2s,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PtsPutbacks,Travels,Technical Free Throw Trips,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,HeaveAttempts,on,StepOutOfBoundsTurnovers
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,16577.0,276.0,12.0,509.0,525.0,73.0,104.0,42.0,1034,13.0,22.0,2.0,1.0,1.0,7.0,14.0,1.0,2.0,21.0,38.0,6.0,48.0,540.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,7.0,42.0,5.0,10.0,4.0,14.0,3.0,1.0,8.0,2.0,32.0,5.0,8.0,1.0,6.0,41.0,4.0,51.0,14.0,65.0,1.0,5.0,4.0,1.0,4.0,4.0,4.0,8.0,12.0,2.0,20.0,40.0,3.0,2.0,18.0,5.0,7.0,8.0,1.0,3.0,2.0,5.0,4.0,1.0,5.0,3.0,2.0,7.0,73.0,5.0,2.0,1.0,1.0,0.5526315789473685,0.25,1.0,0.5526315789473685,0.25,1.0,0.5714285714285714,0.4166666666666667,0.875,0.13157894736842105,0.13636363636363635,0.14285714285714285,9.712230215827338,0.3333333333333333,0.23529411764705882,0.0625,0.2,0.04678362573099415,0.11764705882352941,0.08928571428571429,0.18359375,0.05726872246696035,0.022222222222222223,0.03389830508474576,0.07462686567164178,0.11428571428571428,0.047619047619047616,0.14285714285714285,0.1864406779661017,0.25301204819277107,0.12195121951219512,0.1,0.08333333333333333,0.6,0.5789473684210527,0.5909090909090909,0.6842105263157895,1.0,0.3684210526315789,0.5,0.5833333333333334,1.0,0.05263157894736842,0.5,0.5,1.0,0.5,0.5,1.0,0.5789473684210527,0.4870894736842105,0.5035,0.5096,0.075,0.075,0.10416666666666667,0.14583333333333334,4.707894736842105,0.14341846758349705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
109,1610612759,Robert Horry,Robert Horry,109,SAS,5605.0,93.0,6.0,179.0,173.0,53.0,74.0,18.0,352,,,,,,1.0,3.0,,3.0,1.0,6.0,3.0,17.0,190.0,,,,3.0,,,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,,1.0,1.0,7.0,2.0,3.0,,2.0,7.0,,9.0,5.0,14.0,,3.0,1.0,2.0,,,,,,,7.0,22.0,1.0,,7.0,,1.0,4.0,,1.0,1.0,4.0,4.0,,4.0,2.0,,4.0,53.0,5.0,1.0,1.0,1.0,0.16666666666666666,,,0.3684210526315789,0.75,0.375,0.40476190476190477,0.75,0.4,0.3333333333333333,,0.6666666666666666,10.396039603960396,,,,0.1111111111111111,0.04285714285714286,0.15384615384615385,0.07692307692307693,0.11842105263157894,0.052083333333333336,0.05263157894736842,0.043478260869565216,0.03571428571428571,0.16666666666666666,,0.08333333333333333,0.25,0.043478260869565216,,0.4,,0.5,,,,,0.15789473684210525,0.3333333333333333,1.0,1.0,0.15789473684210525,,,,,,,0.6842105263157895,0.4749605263157895,0.6275999999999999,0.4845,0.05,0.14285714285714285,0.17647058823529413,0.23529411764705882,12.683333333333332,0.29608938547486036,4.0,1.0,1.0,4.0,9.0,1.0,1.0,1.0,3.0,4.0,13.0,1.0,2.0,1.0,4.0,9.0,3.0,9.0,4.0,1.0,0.75,0.3076923076923077,0.5,0.25,0.3076923076923077,0.6842105263157895,0.21052631578947367,0.47368421052631576,0.4444444444444444,0.4444444444444444,0.75,0.5,0.5,1.0,0.25,0.75,0.3333333333333333,0.4444444444444444,24.484615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,26496.0,442.0,-37.0,806.0,812.0,140.0,198.0,83.0,1618,2.0,2.0,,,,,8.0,13.0,24.0,15.0,34.0,7.0,97.0,851.0,,2.0,1.0,7.0,,4.0,4.0,16.0,28.0,2.0,13.0,5.0,18.0,3.0,2.0,4.0,8.0,41.0,,1.0,,4.0,22.0,3.0,29.0,1.0,30.0,,9.0,7.0,2.0,3.0,1.0,1.0,5.0,8.0,1.0,4.0,38.0,2.0,3.0,15.0,1.0,5.0,9.0,,1.0,3.0,4.0,1.0,,4.0,1.0,,16.0,140.0,7.0,2.0,0.9333333333333333,0.9333333333333333,0.4411764705882353,,,0.5421686746987951,0.6,0.375,0.5574712643678161,0.7,0.4444444444444444,0.058823529411764705,,,10.520487264673312,0.375,0.11538461538461539,,0.06626506024096386,0.003289473684210526,0.05128205128205128,,0.06341463414634146,0.002457002457002457,,,0.008333333333333333,,,0.05555555555555555,0.06,0.08064516129032258,0.04918032786885246,0.058823529411764705,,0.25,0.024096385542168676,1.0,1.0,0.5,0.0963855421686747,,,,0.2891566265060241,0.5416666666666666,0.5909090909090909,1.0,,,,0.6144578313253012,0.5065355421686748,0.5201625,0.49230625000000006,0.023809523809523808,0.02857142857142857,0.07216494845360824,0.16494845360824742,15.379411764705885,0.17369727047146402,46.0,3.0,12.0,1.0,3.0,,,,,20.0,49.0,2.0,3.0,4.0,12.0,57.0,3.0,3.0,1.0,,0.95,0.40816326530612246,0.6666666666666666,0.3333333333333333,0.40816326530612246,0.5903614457831325,0.5542168674698795,0.03614457831325301,0.3333333333333333,0.3333333333333333,1.0,0.6,,,0.75,,,0.3333333333333333,23.267346938775514,19.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.08333333333333333,0.41304347826086957,0.41304347826086957,0.9473684210526315,0.6666666666666666,1.0,0.3333333333333333,0.02040816326530612,,,,,,,,,True,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,26607.0,443.0,2.0,852.0,830.0,217.0,255.0,85.0,1682,21.0,43.0,6.0,6.0,13.0,10.0,24.0,10.0,23.0,41.0,90.0,41.0,192.0,881.0,3.0,11.0,5.0,17.0,11.0,24.0,25.0,77.0,24.0,8.0,41.0,15.0,56.0,5.0,10.0,16.0,15.0,127.0,2.0,6.0,,7.0,21.0,8.0,36.0,8.0,44.0,1.0,9.0,6.0,3.0,19.0,4.0,15.0,12.0,31.0,9.0,12.0,37.0,,5.0,52.0,1.0,5.0,47.0,9.0,17.0,7.0,3.0,1.0,,3.0,1.0,,77.0,217.0,4.0,7.0,0.2926829268292683,0.3,0.45555555555555555,0.2727272727272727,0.4583333333333333,0.4575757575757576,0.375,0.5416666666666666,0.5220994475138122,0.4722222222222222,0.6333333333333333,0.08888888888888889,0.06976744186046512,0.16666666666666666,22.19895287958115,0.6129032258064516,0.25,,0.06687898089171974,0.02027027027027027,0.1044776119402985,0.017391304347826087,0.07349081364829396,0.019464720194647202,0.02040816326530612,0.011363636363636364,0.02727272727272727,0.03076923076923077,,0.019801980198019802,0.010869565217391304,0.1487603305785124,0.12,0.058823529411764705,0.011111111111111112,0.3333333333333333,0.2606060606060606,0.4883720930232558,0.525,0.38095238095238093,0.14545454545454545,0.4166666666666667,0.5,0.2,0.1393939393939394,0.43478260869565216,0.45454545454545453,0.2,0.375,0.2708333333333333,0.46153846153846156,0.7151515151515152,0.5045827272727273,0.48736363636363633,0.49364374999999994,0.10344827586206896,0.17346938775510204,0.08854166666666667,0.4010416666666667,7.5122222222222215,0.2546948356807512,12.0,1.0,8.0,19.0,63.0,1.0,4.0,6.0,16.0,23.0,75.0,2.0,5.0,10.0,24.0,54.0,15.0,63.0,19.0,,0.782608695652174,0.30666666666666664,0.4,0.4166666666666667,0.30666666666666664,0.45454545454545453,0.07272727272727272,0.38181818181818183,0.30158730158730157,0.30158730158730157,0.7368421052631579,0.0625,0.25,0.25,0.16666666666666666,0.3333333333333333,0.375,0.30158730158730157,24.666666666666668,4.0,1.0,4.0,58.0,10.0,,4.0,5.0,,1.0,2.0,,0.043478260869565216,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,0.013157894736842105,3.0,2.0,2.0,5.0,0.5,0.6666666666666666,1.0,,True,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,39254.0,654.0,-4.0,1225.0,1213.0,269.0,334.0,122.0,2438,75.0,120.0,6.0,23.0,33.0,26.0,60.0,44.0,106.0,145.0,286.0,70.0,381.0,1290.0,4.0,13.0,4.0,12.0,35.0,60.0,22.0,98.0,74.0,26.0,70.0,33.0,103.0,18.0,15.0,32.0,28.0,239.0,2.0,7.0,1.0,9.0,43.0,1.0,53.0,10.0,63.0,2.0,16.0,11.0,5.0,33.0,4.0,18.0,17.0,50.0,11.0,18.0,37.0,3.0,1.0,83.0,,5.0,93.0,9.0,47.0,4.0,1.0,,,1.0,1.0,,98.0,269.0,3.0,4.0,0.25517241379310346,0.2569444444444444,0.506993006993007,0.3076923076923077,0.5833333333333334,0.5081699346405228,0.3076923076923077,0.59375,0.5474137931034483,0.4,0.6447368421052632,0.09090909090909091,0.175,0.08333333333333333,29.114850036576446,0.66,0.02127659574468085,0.03333333333333333,0.09168443496801706,0.01580135440180587,0.08333333333333333,0.013422818791946308,0.09012131715771231,0.015202702702702704,0.022222222222222223,0.014084507042253521,0.012048192771084338,0.02197802197802198,,0.05161290322580645,0.08695652173913043,0.13068181818181818,0.075,0.10714285714285714,0.015873015873015872,1.0,0.39215686274509803,0.625,0.7575757575757576,0.28,0.19607843137254902,0.43333333333333335,0.4727272727272727,0.07692307692307693,0.3464052287581699,0.41509433962264153,0.41509433962264153,0.3181818181818182,0.46153846153846156,0.515625,0.696969696969697,0.45751633986928103,0.4928535947712419,0.46843333333333337,0.5016640625,0.13662790697674418,0.14506172839506173,0.031496062992125984,0.2572178477690289,8.858041958041952,0.21959183673469387,11.0,,2.0,3.0,9.0,,,1.0,2.0,7.0,20.0,,,2.0,4.0,18.0,3.0,9.0,3.0,,0.8571428571428571,0.35,,0.5,0.35,0.06535947712418301,0.03594771241830065,0.029411764705882353,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,0.03125,0.03125,0.5,0.3333333333333333,24.14,4.0,,1.0,216.0,10.0,3.0,15.0,4.0,,,1.0,,,0.36363636363636365,0.36363636363636365,1.0,,,0.5,,3.0,2.0,9.0,,0.5,,,,True,
2137,1610612759,Ime Udoka,Ime Udoka,2137,SAS,8030.0,134.0,-4.0,244.0,246.0,60.0,85.0,26.0,490,7.0,12.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,9.0,20.0,4.0,55.0,252.0,1.0,2.0,,2.0,1.0,6.0,2.0,13.0,10.0,6.0,5.0,5.0,10.0,2.0,3.0,3.0,2.0,25.0,1.0,3.0,,7.0,17.0,1.0,25.0,4.0,29.0,,4.0,3.0,1.0,4.0,,4.0,1.0,5.0,1.0,4.0,15.0,,,5.0,1.0,1.0,4.0,,2.0,,1.0,1.0,,1.0,1.0,,13.0,60.0,3.0,,0.5555555555555556,0.625,0.45,0.5,0.16666666666666666,0.5425531914893617,0.2,0.39285714285714285,0.5612244897959183,0.2,0.43333333333333335,0.3,0.4166666666666667,0.25,19.926199261992622,0.8,0.08333333333333333,,0.18888888888888888,0.03260869565217391,0.2916666666666667,0.027777777777777776,0.21052631578947367,0.03125,,,0.08333333333333333,0.04,,0.16129032258064516,0.12,0.2647058823529412,0.35294117647058826,0.14285714285714285,,1.0,0.2553191489361702,0.5833333333333334,1.0,0.5714285714285714,0.0851063829787234,0.25,0.3333333333333333,,0.0851063829787234,0.25,0.25,1.0,0.2,0.14285714285714285,0.5,0.8297872340425532,0.5356425531914895,0.5484166666666667,0.5099428571428571,0.04081632653061224,0.09090909090909091,0.03636363636363636,0.23636363636363636,5.994999999999999,0.2459016393442623,14.0,2.0,3.0,4.0,13.0,,1.0,2.0,5.0,11.0,27.0,,3.0,3.0,8.0,33.0,,13.0,4.0,,1.0,0.4074074074074074,,0.375,0.4074074074074074,0.574468085106383,0.2978723404255319,0.2765957446808511,0.3076923076923077,0.3076923076923077,1.0,0.4,0.2,,0.21428571428571427,0.35714285714285715,0.4,0.3076923076923077,23.83703703703704,7.0,,1.0,8.0,,1.0,,3.0,,,,,,0.5,0.5,1.0,,,0.3333333333333333,,1.0,2.0,,,1.0,,,,True,
699,1610612759,Brent Barry,Brent Barry,699,SAS,7998.0,133.0,35.0,261.0,251.0,85.0,90.0,21.0,512,2.0,3.0,,,,1.0,2.0,,1.0,3.0,6.0,5.0,53.0,278.0,,,,,,,2.0,14.0,6.0,,10.0,2.0,12.0,1.0,1.0,7.0,1.0,26.0,,1.0,,2.0,8.0,1.0,11.0,1.0,12.0,,4.0,4.0,,1.0,1.0,1.0,1.0,2.0,2.0,5.0,11.0,1.0,,4.0,,1.0,5.0,1.0,2.0,1.0,2.0,1.0,,2.0,,,14.0,85.0,5.0,1.0,1.0,1.0,0.5,,,0.8,,1.0,0.828125,,1.0,,,,11.929824561403509,0.5,0.08333333333333333,,0.09195402298850575,0.011627906976744186,0.08333333333333333,,0.09009009009009009,0.008547008547008548,0.02702702702702703,,,,,0.12903225806451613,,0.1,0.11764705882352941,,,,0.1,0.6666666666666666,0.6666666666666666,1.0,0.06666666666666667,0.5,0.5,1.0,0.03333333333333333,,,,,,,0.9,0.541805,0.7323,0.511325,0.06451612903225806,0.2857142857142857,,0.2641509433962264,5.650000000000001,0.32567049808429116,5.0,,2.0,11.0,19.0,,2.0,3.0,4.0,14.0,24.0,,2.0,4.0,6.0,42.0,,19.0,11.0,,1.0,0.5833333333333334,,0.6666666666666666,0.5833333333333334,0.8,0.16666666666666666,0.6333333333333333,0.5789473684210527,0.5789473684210527,1.0,,1.0,,0.3333333333333333,0.6666666666666666,0.75,0.5789473684210527,24.745833333333334,3.0,,1.0,,2.0,,,,,,1.0,,,0.6,0.6,1.0,,,0.5,,,,,,,,,,True,
714,1610612759,Michael Finley,Michael Finley,714,SAS,18209.0,303.0,,579.0,563.0,143.0,150.0,58.0,1142,4.0,6.0,,2.0,2.0,3.0,7.0,15.0,32.0,22.0,45.0,9.0,101.0,624.0,1.0,4.0,1.0,12.0,3.0,5.0,3.0,15.0,38.0,1.0,9.0,4.0,13.0,1.0,3.0,1.0,4.0,30.0,,1.0,,5.0,20.0,1.0,26.0,1.0,27.0,,3.0,2.0,1.0,3.0,,1.0,2.0,5.0,,7.0,23.0,1.0,1.0,6.0,,1.0,9.0,,,,3.0,3.0,,3.0,3.0,,15.0,143.0,5.0,,0.8636363636363636,0.8636363636363636,0.4888888888888889,0.25,0.6,0.5476190476190477,0.6875,0.42857142857142855,0.5697674418604651,0.6875,0.5,0.022222222222222223,,,14.130434782608695,0.6,0.045454545454545456,,0.09259259259259259,0.0048543689320388345,0.09615384615384616,,0.09328358208955224,0.0037735849056603774,,0.014285714285714285,,,,0.08974358974358974,0.13043478260869565,0.057971014492753624,0.13513513513513514,,,1.0,0.07142857142857142,0.6666666666666666,0.6666666666666666,1.0,0.08333333333333333,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.38095238095238093,0.46875,0.4838709677419355,0.8666666666666667,,0.14285714285714285,1.0,0.5357142857142857,0.4835982142857143,0.46489166666666665,0.5094535714285714,0.023255813953488372,,0.1188118811881188,0.1485148514851485,14.404444444444444,0.2469775474956822,10.0,1.0,3.0,11.0,29.0,2.0,3.0,1.0,6.0,16.0,39.0,3.0,4.0,2.0,9.0,45.0,3.0,29.0,11.0,,0.9375,0.41025641025641024,0.75,0.2222222222222222,0.41025641025641024,0.4642857142857143,0.11904761904761904,0.34523809523809523,0.3793103448275862,0.3793103448275862,0.9090909090909091,0.125,0.375,0.6666666666666666,0.21428571428571427,0.42857142857142855,0.16666666666666666,0.3793103448275862,24.54615384615385,5.0,1.0,1.0,6.0,4.0,1.0,2.0,,,2.0,,,0.03125,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.04878048780487805,,,,3.0,,,1.0,,True,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,34586.0,576.0,-7.0,1078.0,1061.0,231.0,286.0,110.0,2139,60.0,105.0,24.0,8.0,14.0,40.0,106.0,17.0,51.0,117.0,262.0,62.0,299.0,1139.0,23.0,45.0,10.0,56.0,20.0,48.0,7.0,50.0,124.0,26.0,27.0,17.0,44.0,11.0,6.0,17.0,8.0,105.0,12.0,42.0,,23.0,114.0,16.0,153.0,54.0,207.0,12.0,15.0,13.0,2.0,20.0,4.0,6.0,17.0,37.0,6.0,17.0,36.0,6.0,6.0,71.0,3.0,2.0,99.0,11.0,49.0,6.0,29.0,21.0,,29.0,14.0,1.0,50.0,231.0,2.0,4.0,0.5299145299145299,0.6019417475728155,0.44656488549618323,0.5111111111111111,0.4166666666666667,0.44716981132075473,0.5111111111111111,0.4215686274509804,0.48381877022653724,0.56,0.423728813559322,0.09923664122137404,0.14285714285714285,0.10377358490566038,28.666114333057166,0.5405405405405406,0.41025641025641024,,0.2720763723150358,0.10824742268041238,0.23958333333333334,0.0916030534351145,0.26601941747572816,0.10404624277456648,0.1282051282051282,0.12030075187969924,0.07971014492753623,0.06329113924050633,0.1346153846153846,0.3076923076923077,0.29457364341085274,0.21768707482993196,0.2535211267605634,0.2,0.1016949152542373,0.4827586206896552,0.39622641509433965,0.5714285714285714,0.6666666666666666,0.6166666666666667,0.4,0.37735849056603776,0.42105263157894735,0.3,0.19245283018867926,0.3333333333333333,0.3333333333333333,0.7647058823529411,0.5333333333333333,0.27450980392156865,0.5714285714285714,0.4075471698113208,0.4554339015151515,0.4824692307692307,0.4159590000000001,0.1617161716171617,0.16333333333333333,0.18729096989966554,0.16722408026755853,7.154961832061071,0.21428571428571427,,,,1.0,3.0,,,1.0,3.0,1.0,3.0,,,1.0,3.0,3.0,,2.0,1.0,,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.011320754716981131,,0.011320754716981131,0.3333333333333333,0.3333333333333333,1.0,,,,,0.058823529411764705,0.3333333333333333,0.5,32.13333333333333,,,,110.0,2.0,5.0,14.0,4.0,,,8.0,,,,,,,,,,17.0,28.0,1.0,,0.7083333333333334,0.17647058823529413,,1.0,True,
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,43.0,1.0,-3.0,,5.0,,5.0,,5,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
