EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,Steals,LostBallSteals,SecondChanceTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAssists,BadPassSteals,Offensive Fouls,OffAtRimReboundPct,ShortMidRangePctAssisted,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LostBallTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Corner3FGM,PenaltyCorner3FGM,SelfOReb,BlockedAtRim,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,DefCorner3ReboundPct,on,LostBallOutOfBoundsTurnovers,Travels,BlockedShortMidRange,SecondChanceFtPoints,DefensiveGoaltends,3SecondViolations,PtsUnassisted3s,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,1012.0,17.0,-7,37.0,35,27.0,25.0,4.0,72,3.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,9.0,41,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,6.0,27.0,0.6666666666666666,1.0,0.75,1.0,0.6666666666666666,0.42857142857142855,0.5,0.4,0.5,0.5,0.5,0.42857142857142855,0.3333333333333333,0.5,25.0,0.5,0.2727272727272727,0.2,0.125,0.25,0.047619047619047616,0.5,0.5,0.14285714285714285,0.2,0.5714285714285714,0.75,0.75,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.5,1.0,0.5,0.6,0.6666666666666666,0.2,0.2,1.0,0.5558428571428571,0.54525,0.54457,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.6666666666666666,25.0,0.7297297297297297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1088,1610612743,Chucky Atkins,Chucky Atkins,1088,DEN,182.0,3.0,1,8.0,7,8.0,7.0,,15,,,,,,,,,1.0,,1.0,,,1.0,,,5,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,8.0,,,,,,,,,,,,1.0,,,12.5,,0.25,,,0.25,,,0.5,,,,,,,,1.0,,,,,,,1.0,1.0,0.4527,,0.4527,,,,,25.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,3630.0,60.0,-19,127.0,124,37.0,44.0,13.0,251,2.0,4.0,,,,,1.0,,4.0,1.0,1.0,4.0,9.0,5.0,,8.0,134,,,1.0,,,1.0,1.0,,,4.0,4.0,,4.0,,12.0,14.0,10.0,30.0,1.0,2.0,5.0,8.0,2.0,10.0,2.0,1.0,2.0,1.0,3.0,,1.0,,,,37.0,0.5,0.5,0.4444444444444444,,,0.2857142857142857,,,0.2857142857142857,,,0.35714285714285715,,,11.643835616438356,0.6666666666666666,0.12195121951219512,0.16666666666666666,0.045454545454545456,0.1320754716981132,0.028985507246376812,,,0.16666666666666666,0.2,0.2857142857142857,0.5,0.6666666666666666,0.5,0.07142857142857142,0.2857142857142857,,,1.0,,,,0.5,0.6428571428571429,0.5049142857142856,,0.439325,,,,,24.619999999999997,0.29133858267716534,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,0.1111111111111111,0.25,0.25,0.02127659574468085,0.0625,0.05263157894736842,0.2,1.0,0.35714285714285715,0.4,0.4,0.5,10.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,435.0,7.0,10,18.0,17,18.0,17.0,,35,1.0,1.0,,,1.0,1.0,,,2.0,,2.0,2.0,3.0,2.0,,4.0,8,,,,,2.0,3.0,2.0,,4.0,2.0,2.0,,2.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,4.0,18.0,0.5,0.5,0.6666666666666666,,0.6666666666666666,0.4,,0.4,0.4,,0.4,0.4,,,27.77777777777778,,0.125,,,0.1111111111111111,,,,0.2,,0.2,1.0,1.0,1.0,,0.4,,,,0.2,1.0,,0.4,0.6,0.48057,,0.48057,,,,1.0,25.2,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,9.566666666666666,1.0,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2212,1610612743,Steven Hunter,Steven Hunter,2212,DEN,274.0,5.0,5,11.0,11,11.0,11.0,,22,,,,,,,,,,,,,1.0,,,,5,,,,,,1.0,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,9.090909090909092,,0.4,,,0.4,,,,0.6666666666666666,,,,,,,,,,,,,,,,0.4463,,0.4463,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,2072.0,35.0,-11,71.0,70,21.0,26.0,8.0,141,1.0,4.0,,2.0,,1.0,,,,,,3.0,10.0,,,6.0,75,1.0,3.0,,2.0,,2.0,,,,6.0,,,,,1.0,1.0,,2.0,,2.0,4.0,6.0,3.0,9.0,,,,2.0,2.0,,,,,,21.0,1.0,1.0,0.3,0.3333333333333333,,0.3,0.3333333333333333,,0.3,0.3333333333333333,,,,,14.117647058823529,,0.14814814814814814,0.3333333333333333,,0.18181818181818182,0.07317073170731707,,0.14285714285714285,0.2,0.3333333333333333,0.4,0.25,0.25,1.0,,,0.6666666666666666,,,0.5,,,,0.4,0.47872000000000003,0.5887,0.49029999999999996,,,0.3333333333333333,,,0.29577464788732394,,3.0,,,,,,3.0,,1.0,,,1.0,3.0,,,,,,,,,0.0967741935483871,0.1,,0.1,,0.3,,,,8.319999999999999,2.0,3.0,0.3,0.6666666666666666,0.6666666666666666,1.0,1.0,2.0,0.13333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,2860.0,48.0,-19,97.0,97,21.0,30.0,12.0,194,8.0,16.0,2.0,5.0,3.0,4.0,,,4.0,1.0,2.0,15.0,32.0,4.0,4.0,34.0,109,2.0,5.0,1.0,4.0,5.0,8.0,2.0,2.0,12.0,14.0,16.0,2.0,4.0,,2.0,2.0,1.0,4.0,2.0,,4.0,4.0,5.0,9.0,2.0,,2.0,1.0,3.0,1.0,5.0,4.0,2.0,12.0,21.0,0.4666666666666667,0.5,0.46875,0.4,0.625,0.4166666666666667,0.3333333333333333,0.5,0.44594594594594594,0.3333333333333333,0.5454545454545454,0.1111111111111111,,,34.48275862068966,0.6666666666666666,0.125,,0.125,0.0975609756097561,0.08771929824561403,0.3333333333333333,0.125,0.14285714285714285,,0.4444444444444444,0.5,0.5333333333333333,0.5,,0.1111111111111111,0.8333333333333334,0.4,0.16666666666666666,0.4,0.75,,0.2,0.5555555555555556,0.5036902777777779,0.586425,0.507605,0.05405405405405406,0.06060606060606061,0.11764705882352941,0.35294117647058826,25.4,0.21649484536082475,4.0,8.0,2.0,,,,,3.0,,,,1.0,1.0,5.0,,,,,,0.0625,0.0625,,0.07317073170731707,0.07692307692307693,0.07692307692307693,0.1,,0.2222222222222222,0.5,0.5,0.5,6.987499999999999,3.0,8.0,0.2222222222222222,0.375,0.42857142857142855,1.0,,1.0,0.1,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,1562.0,26.0,-9,54.0,52,16.0,12.0,7.0,106,3.0,5.0,,1.0,,1.0,1.0,,2.0,1.0,1.0,3.0,5.0,3.0,,9.0,59,,1.0,2.0,,,1.0,1.0,,3.0,6.0,,,2.0,,,1.0,,3.0,1.0,,,,2.0,2.0,1.0,,1.0,,1.0,,1.0,,,3.0,16.0,1.0,1.0,0.6,,,0.5625,,0.75,0.5625,,0.75,0.375,,,14.516129032258064,1.0,,,0.08333333333333333,,0.06896551724137931,,,,,0.625,0.6,0.75,1.0,0.125,0.25,0.3333333333333333,,0.3333333333333333,0.5,,,0.5,1.0,0.6174875,0.6066,0.52905,,,,0.3333333333333333,25.099999999999998,0.2962962962962963,,,1.0,1.0,1.0,,,1.0,,1.0,,,3.0,5.0,,,,,,0.2,0.2,,0.058823529411764705,,0.1,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5,0.5,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,1814.0,30.0,-10,64.0,64,9.0,16.0,6.0,128,5.0,7.0,,,,,,,6.0,,1.0,6.0,8.0,6.0,9.0,27.0,72,1.0,1.0,,2.0,,,1.0,6.0,6.0,4.0,8.0,,6.0,,3.0,3.0,2.0,6.0,,1.0,1.0,2.0,1.0,3.0,2.0,,1.0,,2.0,,6.0,10.0,4.0,6.0,9.0,0.3333333333333333,0.3333333333333333,0.75,1.0,,0.6428571428571429,1.0,,0.7105263157894737,1.0,0.75,0.42857142857142855,,,29.577464788732396,1.0,0.08333333333333333,0.125,,0.1,0.03125,,0.2,,0.16666666666666666,0.5,0.7142857142857143,0.7142857142857143,0.4,,0.42857142857142855,,,,,,,1.0,0.9285714285714286,0.5624321428571429,0.3677,0.38385,0.2222222222222222,0.3333333333333333,0.07407407407407407,0.2222222222222222,25.316666666666666,0.140625,1.0,1.0,,,,,,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,,0.047619047619047616,,,,,0.07142857142857142,1.0,1.0,,2.075,,,,,,1.0,1.0,,0.09090909090909091,,,,,,,,,,2.0,,2.0,,6.0,2.0,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,1599.0,27.0,-17,55.0,52,8.0,12.0,5.0,107,2.0,4.0,,,,1.0,1.0,1.0,2.0,,,4.0,10.0,3.0,3.0,14.0,61,1.0,2.0,,2.0,,2.0,1.0,1.0,4.0,2.0,6.0,,2.0,,,,,,,,1.0,1.0,1.0,2.0,2.0,,2.0,,2.0,,7.0,6.0,3.0,4.0,8.0,0.25,0.25,0.4,0.5,,0.4230769230769231,0.5,0.5,0.4375,0.5,0.5,0.23076923076923078,,,29.032258064516128,1.0,0.043478260869565216,,,0.037037037037037035,0.03333333333333333,,,0.16666666666666666,,0.3076923076923077,0.5,0.6666666666666666,0.5,0.07692307692307693,0.15384615384615385,,,,0.3333333333333333,,0.3333333333333333,,0.5384615384615384,0.5085500000000001,0.44535,0.5296333333333334,0.1875,0.23076923076923078,0.14285714285714285,0.2857142857142857,24.5,0.14545454545454545,,2.0,2.0,,,,,1.0,,,,,,,1.0,,1.0,,,0.2,0.25,,0.043478260869565216,0.1,,,,0.15384615384615385,,,,8.11,2.0,4.0,0.3076923076923077,0.5,0.6666666666666666,,,,,,,,2.0,,,0.25,,,,,1.0,1.0,3.0,,1.0,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,820.0,14.0,-8,26.0,26,1.0,,3.0,52,,1.0,,,,,,,,,,,3.0,,2.0,2.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,1.0,,,,,,,,,0.25,,,,,,13.793103448275863,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,0.3333333333333333,0.4452333333333333,,,0.25,0.25,,,,0.038461538461538464,,2.0,1.0,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,0.3333333333333333,1.0,,,,,,1.0,0.6666666666666666,,,,11.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,1890.0,32.0,-11,67.0,65,8.0,20.0,7.0,132,,1.0,,,,,,,,,,1.0,3.0,,,2.0,74,,,,,,,,,,2.0,,,,,3.0,4.0,1.0,9.0,2.0,3.0,4.0,8.0,2.0,10.0,2.0,2.0,2.0,2.0,4.0,1.0,,,,,8.0,1.0,1.0,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,8.974358974358974,0.5,0.16666666666666666,0.5,0.25,0.23333333333333334,0.05555555555555555,,0.3333333333333333,,0.25,0.3333333333333333,,,,,,,,,,,,,0.3333333333333333,0.4968666666666666,,,,,,,,0.11940298507462686,1.0,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,2.0,4.0,3.0,,3.0,2.0,,0.3333333333333333,1.0,0.3333333333333333,,,0.2857142857142857,0.2,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,12.466666666666667,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,True,,,,,,,,,,,,
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,6308.0,105.0,-22,217.0,219,64.0,79.0,36.0,436,11.0,15.0,1.0,3.0,2.0,5.0,3.0,,8.0,,2.0,16.0,23.0,11.0,6.0,47.0,252,2.0,6.0,,4.0,3.0,8.0,2.0,2.0,11.0,24.0,8.0,2.0,8.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,7.0,14.0,7.0,21.0,1.0,,,2.0,3.0,,9.0,9.0,5.0,11.0,64.0,0.75,0.8,0.6956521739130435,0.3333333333333333,0.375,0.6029411764705882,0.3333333333333333,0.45,0.618421052631579,0.3333333333333333,0.4583333333333333,0.3235294117647059,0.18181818181818182,0.25,15.769230769230768,0.3333333333333333,0.10606060606060606,0.11764705882352941,0.041666666666666664,0.11,0.06306306306306306,,0.1,0.2,0.15384615384615385,0.4411764705882353,0.7333333333333333,0.7857142857142857,0.8181818181818182,0.08823529411764706,0.23529411764705882,0.5,0.3333333333333333,,0.5,0.4,,0.2,0.7647058823529411,0.5482058823529411,0.44636,0.479725,0.13157894736842105,0.18518518518518517,0.0851063829787234,0.23404255319148937,25.436363636363637,0.29493087557603687,1.0,2.0,1.0,,,,,6.0,3.0,1.0,,,3.0,11.0,,,,,3.0,0.043478260869565216,0.06666666666666667,0.3,0.06896551724137931,0.1111111111111111,0.05,,,0.058823529411764705,0.5,0.5,1.0,4.247826086956522,4.0,6.0,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,1.0,,0.029411764705882353,0.5,5.0,1.0,,1.0,,,1.0,,2.0,1.0,3.0,1.0,9.0,2.0,1.0,0.2727272727272727,0.5,0.2727272727272727,0.058823529411764705,0.25,0.3333333333333333,1.0,,0.5,0.25,1.0,,,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,,False,1.0,1.0,,,,,,,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,16.0,,-5,,2,,2.0,,2,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,3138.0,52.0,-4,109.0,110,39.0,41.0,14.0,219,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,2.0,4.0,2.0,,7.0,132,1.0,2.0,,2.0,1.0,2.0,,,2.0,,4.0,2.0,1.0,,3.0,5.0,1.0,12.0,,3.0,5.0,8.0,3.0,11.0,1.0,,1.0,2.0,3.0,2.0,3.0,,,2.0,39.0,,,0.5,0.5,0.5,0.5833333333333334,0.5,0.5,0.5833333333333334,0.5,0.5,0.3333333333333333,,,7.258064516129032,0.3333333333333333,0.14285714285714285,0.2,,0.16,0.06521739130434782,,0.1111111111111111,0.11764705882352941,0.2,0.5,0.6666666666666666,0.6666666666666666,,0.16666666666666666,0.16666666666666666,1.0,0.5,,0.5,1.0,,,0.8333333333333334,0.5220666666666666,0.54205,0.505,,,0.2857142857142857,0.2857142857142857,25.3,0.3577981651376147,,1.0,,2.0,,2.0,,3.0,,2.0,1.0,1.0,1.0,10.0,1.0,,1.0,,1.0,,,,0.1,,,0.2222222222222222,,0.16666666666666666,,,,4.775,,,,,,2.0,1.0,2.0,0.09090909090909091,,,1.0,1.0,,,,,,1.0,,1.0,,3.0,1.0,1.0,0.5,,0.5,0.2,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,0.2,False,,,1.0,,,,,,,,,
