EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsAssisted2s,PtsAssisted3s,Fg2aBlocked,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,FG2APctBlocked,LongMidRangePctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceFtPoints,BadPassSteals,FTDefRebounds,DefFTReboundPct,OffAtRimReboundPct,AtRimPctBlocked,DefLongMidRangeReboundPct,Blocked2s,BlockedAtRim,Blocks,Loose Ball Fouls,Offensive Fouls,DefShortMidRangeReboundPct,on,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedCorner3,Loose Ball Fouls Drawn,BlockedShortMidRange,DefensiveGoaltends,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FTOffRebounds,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,BlockedArc3,BlockedLongMidRange
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,1242.0,21,-8,48,49,25,32,7.0,97,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,4.0,4.0,7.0,2.0,5.0,4.0,18.0,60,2.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,12.0,8.0,6.0,2.0,2.0,3.0,2.0,4.0,3.0,7.0,3.0,2.0,2.0,17.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,12.0,25,0.4,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.7142857142857143,0.6428571428571429,0.6666666666666666,0.75,0.4166666666666667,31.578947368421055,1.0,0.07692307692307693,0.05263157894736842,0.25,0.25,0.25,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.5,0.16666666666666666,0.5,0.5,0.4166666666666667,0.4,0.4,0.6666666666666666,0.5,0.2857142857142857,1.0,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,0.51761,0.5406500000000001,0.55594,0.14285714285714285,0.2222222222222222,0.2222222222222222,0.6666666666666666,7.4142857142857155,31.139999999999997,0.5208333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,1574.0,26,-16,59,61,36,44,9.0,120,2.0,2.0,,,1.0,1.0,,1.0,1.0,3.0,2.0,8.0,2.0,7.0,3.0,6.0,2.0,8.0,,12.0,72,,,,1.0,3.0,2.0,7.0,,8.0,,,,1.0,7.0,2.0,,,,,,,,,1.0,5.0,,1.0,,2.0,2.0,1.0,4.0,,,,8.0,36,0.25,0.2857142857142857,0.2857142857142857,0.5,,0.3333333333333333,0.42857142857142855,,0.4,0.42857142857142855,,0.4,0.5714285714285714,22.857142857142858,0.5,,0.034482758620689655,,,0.14285714285714285,1.0,1.0,0.07142857142857142,,,0.21428571428571427,0.3333333333333333,0.5,0.5714285714285714,0.25,0.25,,,0.1,1.0,0.7,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.4367846153846155,,0.4297888888888889,,,,0.6666666666666666,12.5,30.1125,0.6101694915254238,6.0,6.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.125,0.375,0.1,0.25,0.1,0.2,0.25,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,180.0,3,-2,9,9,4,3,1.0,18,,,,,,,,,,,,,,,,,,,3.0,3.0,11,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,2.0,,4,,,,,,,,,,0.75,0.5,,,18.181818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,0.4444444444444444,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,946.0,16,-7,34,35,18,27,5.0,69,2.0,4.0,1.0,2.0,1.0,2.0,,,,,,1.0,,1.0,2.0,4.0,,1.0,2.0,6.0,43,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,4.0,4.0,,2.0,1.0,,,2.0,,2.0,,1.0,1.0,4.0,1.0,2.0,2.0,,1.0,,2.0,,2.0,3.0,1.0,2.0,1.0,4.0,18,,,,0.5,0.5,0.5,0.4,0.5,0.3333333333333333,0.5,0.5,0.5,0.2,20.0,0.5,0.125,0.14285714285714285,1.0,,0.8,0.5,0.5,,,,,,,0.2,,,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,,1.0,,0.677275,0.6169,0.5947,0.16666666666666666,0.2,0.3333333333333333,0.6666666666666666,,48.3,0.5294117647058824,,,,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,0.16666666666666666,,0.16666666666666666,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,1220.0,20,-7,44,46,22,29,7.0,90,,1.0,,1.0,,,,2.0,2.0,2.0,1.0,2.0,,1.0,2.0,5.0,1.0,2.0,2.0,9.0,56,,1.0,2.0,1.0,2.0,,1.0,2.0,4.0,,,,,2.0,1.0,,,,,,,,3.0,4.0,7.0,1.0,,,,,2.0,2.0,1.0,2.0,1.0,4.0,22,0.5,,0.5,0.4,,0.5,0.5,,0.3333333333333333,0.5625,0.5,0.5,0.2857142857142857,15.094339622641508,,0.23076923076923078,0.2222222222222222,0.25,0.25,0.14285714285714285,,,0.2857142857142857,,,0.2857142857142857,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,,,,0.3333333333333333,,0.42857142857142855,0.5,0.4530785714285714,0.5931,0.41933333333333334,0.125,0.16666666666666666,0.2222222222222222,0.4444444444444444,12.620000000000001,25.0,0.5,4.0,3.0,,1.0,1.0,1.0,3.0,,,,,,,,1.0,1.0,1.0,,,0.16666666666666666,0.16666666666666666,0.2,0.16666666666666666,0.2,0.25,,0.25,,1.0,1.0,2.0,,1.0,0.5,0.3333333333333333,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612762,Kyle Korver,Kyle Korver,2594,UTA,47.0,1,2,6,6,5,6,,12,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,415.0,7,-12,15,16,12,13,2.0,31,,1.0,,,,1.0,,1.0,,,,,,,,2.0,,,,,18,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,12,,,,,,,,,,,,,,11.76470588235294,,,,,,0.5,,,0.5,,,,,,,,,,,0.5,,,,0.5,,0.51185,,0.51185,,,,,6.8,,0.8,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,0.5,,0.5,0.5,,0.5,,,0.5,,,,,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,355.0,6,-7,13,13,13,13,2.0,26,,,,,,,,1.0,,,,,,,,1.0,,,,,14,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,6.666666666666667,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.3667,,0.3667,,,,,6.9,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,1114.0,19,-8,40,41,21,27,7.0,81,1.0,3.0,,1.0,1.0,2.0,,,,1.0,,,,,1.0,4.0,,,2.0,4.0,50,,1.0,,1.0,3.0,,,,2.0,,,,,,,,,,,,,,,1.0,4.0,,2.0,,4.0,1.0,,3.0,1.0,2.0,1.0,2.0,21,,,,0.25,,0.3333333333333333,0.25,,0.3333333333333333,0.4,,0.3333333333333333,,18.367346938775512,0.5,,0.05555555555555555,,,0.75,0.3333333333333333,0.3333333333333333,,,,0.25,,,,,,1.0,,0.6666666666666666,0.5,,,0.75,,0.522125,,0.4917666666666667,0.2,0.2,,0.5,3.5,,0.525,2.0,,,1.0,1.0,1.0,3.0,,,,2.0,2.0,,1.0,1.0,1.0,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.5,,1.0,,,,,1.0,0.5,,,,,,,1.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,113.0,2,1,5,5,2,2,1.0,10,,,,,,,,,,1.0,,,,,,1.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2,,,,,,,,,,,,,,16.666666666666668,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.41,,,,,,,18.6,,0.4,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
