EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,OffTwoPtRebounds,OffRebounds,Rebounds,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,PenaltyOffPossPct,LongMidRangeFGA,FG2A,DefTwoPtRebounds,DefRebounds,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PenaltyPointsExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Fg2aBlocked,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,AtRimFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,on,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsAssisted2s,OffThreePtRebounds,DefThreePtRebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,BlockedAtRim,DefensiveGoaltends,3SecondViolations,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,DefArc3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,Offensive Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGA,HeaveAttempts,SecondChanceArc3Frequency,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,SecondChanceArc3FGM,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,94.0,2,4,4,3,2,3,1.0,7,3,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,94.0,2,4,4,3,2,3,1.0,7,3,,,1.0,,,,,,2,,,,,0.5,1.0,1.0,1.0,1.0,16.666666666666668,0.5,0.5,1.0,1.0,0.3412,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200788,1610612753,James Augustine,James Augustine,200788,ORL,94.0,2,4,4,3,2,3,1.0,7,3,,,1.0,,,,,,2,,,,,0.5,,1.0,1.0,1.0,16.666666666666668,0.5,0.5,,,0.3313,9.2,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3313,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,94.0,2,4,4,3,2,3,1.0,7,3,,,,,,,,,2,,,,,0.5,1.0,3.0,,,50.0,,,,0.3333333333333333,0.44556666666666667,8.466666666666667,1.0,1.0,2.0,5.0,,,,4.0,,0.6666666666666666,,0.6666666666666666,,0.8333333333333334,,,0.3333333333333333,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.47345,0.3333333333333333,0.3333333333333333,0.4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,1610612753,Maurice Evans,Maurice Evans,2230,ORL,94.0,2,4,4,3,2,3,1.0,7,3,,,,,,,,,2,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,2785.0,46,4,77,82,18,17,5.0,159,78,,1.0,7.0,2.0,,1.0,2.0,2.0,18,,0.02857142857142857,,1.0,0.23376623376623376,,6.0,5.0,6.0,10.843373493975903,0.16666666666666666,0.14634146341463414,0.16666666666666666,,0.5636666666666666,1.4666666666666668,1.0,1.0,5.0,10.0,1.0,1.0,2.0,2.0,2.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.2,0.16666666666666666,1.0,1.0,0.6454,0.2,5.0,,,,,,,1.0,,,,,,,,0.16666666666666666,0.2,0.8333333333333334,,,,0.8333333333333334,,,,,False,4.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,0.8,0.8,0.3333333333333333,0.09090909090909091,0.06666666666666667,0.07692307692307693,0.2,0.8,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,239.0,4,3,9,9,9,9,,18,2,,,1.0,,,,,,9,,,,,1.0,,,,1.0,22.22222222222222,,0.14285714285714285,,,0.50445,,,,,1.0,,,1.0,,1.0,,,,,0.25,0.25,,,,,0.50445,1.0,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,False,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,25040.0,417,31,765,760,228,185,103.0,1525,835,10.0,24.0,72.0,4.0,2.0,,5.0,2.0,228,0.04716981132075472,0.06376811594202898,0.06382978723404255,0.4,0.2980392156862745,26.0,95.0,36.0,48.0,23.103057757644393,0.12286689419795221,0.10886075949367088,0.1206896551724138,0.15950920245398773,0.5081006134969326,7.72,13.0,28.0,50.0,195.0,9.0,22.0,46.0,64.0,46.0,0.5263157894736842,0.4090909090909091,0.5,0.39705882352941174,0.5386740331491713,0.5111111111111111,0.12962962962962962,0.17177914110429449,0.4642857142857143,0.48148148148148145,0.47581470588235286,0.2358974358974359,41.0,7.0,11.0,32.0,7.0,11.0,22.0,5.0,32.0,39.0,2.0,12.0,0.6363636363636364,0.7142857142857143,0.7333333333333333,0.05263157894736842,0.0975609756097561,0.25153374233128833,0.4230769230769231,0.4230769230769231,0.5,0.6687116564417178,0.5125375,0.06936416184971098,0.11428571428571428,0.11282051282051282,False,26.0,2.0,8.0,36.0,12.0,7.0,15.0,8.0,5.0,23.0,1.0,12.0,6.0,18.0,3.0,2.0,,,0.36,0.4,0.6521739130434783,0.06862745098039216,0.09022556390977443,0.10112359550561797,0.08,0.6341463414634146,0.7027027027027027,0.3076923076923077,0.23529411764705882,0.25,49.0,8.0,68.0,12.0,19.0,49.0,1.0,8.0,8.0,0.4171779141104294,0.06493506493506493,0.3006134969325153,0.23529411764705882,24.697058823529414,6.0,9.0,19.0,2.0,3.0,2.0,4.0,12.0,1.0,21.0,2.0,3.0,2.0,3.0,60.0,3.0,10.0,12.0,20.0,14.0,34.0,7.0,7.0,12.0,6.0,2.0,82.0,2.0,5.0,4.0,11.0,7.0,4.0,5.0,10.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.9523809523809523,0.3088235294117647,0.6666666666666666,0.25,0.3088235294117647,0.03571428571428571,0.5,0.0625,0.06451612903225806,0.013888888888888888,0.06818181818181818,0.1095890410958904,0.04597701149425287,0.3076923076923077,0.5454545454545454,0.1165644171779141,0.47368421052631576,0.47368421052631576,1.0,0.24489795918367346,0.24489795918367346,0.9166666666666666,0.8571428571428571,0.21428571428571427,0.6666666666666666,1.0,0.11764705882352941,0.5,0.125,0.24489795918367346,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,615.0,10,-1,20,20,12,14,2.0,40,18,,,1.0,,,,,,12,,,,,0.6,1.0,1.0,,1.0,17.391304347826086,,0.1,,0.25,0.43125,18.5,,,,,,1.0,,,,,,,,,,,,,,0.41430000000000006,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,False,,,,,,1.0,,,,,,,,1.0,,,,,,,,0.25,,,,,,,,,3.0,2.0,3.0,2.0,,3.0,,,,0.75,0.25,0.75,0.6666666666666666,26.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,8770.0,146,-8,258,263,81,83,30.0,521,264,,2.0,10.0,,,,1.0,,81,,0.00847457627118644,,,0.313953488372093,11.0,30.0,6.0,8.0,22.413793103448278,0.05825242718446602,0.05555555555555555,0.08695652173913043,0.20754716981132076,0.4658649999999999,9.376666666666665,1.0,8.0,11.0,61.0,3.0,8.0,13.0,22.0,13.0,0.36666666666666664,0.375,0.46226415094339623,0.32142857142857145,0.5,0.40625,0.04838709677419355,0.1509433962264151,0.125,0.125,0.45273181818181824,0.21311475409836064,11.0,,5.0,12.0,,2.0,,2.0,15.0,14.0,,4.0,,,,0.06666666666666667,0.18181818181818182,0.20754716981132076,0.45454545454545453,0.45454545454545453,,0.6415094339622641,0.498625,0.07017543859649122,0.11764705882352941,,False,5.0,1.0,4.0,,1.0,2.0,5.0,1.0,2.0,6.0,,1.0,8.0,22.0,,,,,,,0.8333333333333334,0.04878048780487805,0.02,0.02564102564102564,0.07692307692307693,0.45454545454545453,0.5555555555555556,,0.2857142857142857,0.25,20.0,6.0,23.0,6.0,4.0,19.0,2.0,2.0,2.0,0.4339622641509434,0.03571428571428571,0.37735849056603776,0.42857142857142855,27.82608695652174,,2.0,3.0,,,,,7.0,1.0,9.0,,1.0,,1.0,24.0,3.0,,7.0,4.0,3.0,7.0,1.0,2.0,4.0,,,17.0,1.0,,,6.0,4.0,2.0,,3.0,,1.0,3.0,2.0,1.0,1.0,3.0,0.8888888888888888,0.391304347826087,,0.16666666666666666,0.4090909090909091,,,0.08333333333333333,,,,0.05555555555555555,,,,0.05660377358490566,0.6666666666666666,0.6666666666666666,1.0,0.35,0.35,0.8571428571428571,,,,,,,0.16666666666666666,0.3684210526315789,1.0,1.0,0.3333333333333333,,,,,,,,,,
