EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,DefThreePtRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Offensive Fouls Drawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyFG2M,PtsUnassisted3s,HeaveAttempts,Corner3Assists,OffThreePtRebounds,FTOffRebounds,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,LongMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTDefRebounds,BadPassSteals,LostBallTurnovers,Loose Ball Fouls Drawn,BlockedAtRim,DefFTReboundPct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,DefShortMidRangeReboundPct,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,OffArc3ReboundPct,on,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,OffAtRimReboundPct,PenaltyArc3FGM,SecondChanceFtPoints,SelfOReb,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct
101142,1610612747,Ronny Turiaf,Ronny Turiaf,101142,LAL,830.0,14,-13,31,29,12.0,11.0,3.0,60,1.0,1.0,1.0,1.0,2.0,4.0,39,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,5.714285714285714,0.2,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,0.3702,0.5,0.5,15.8,0.3870967741935484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,1430.0,24,-6,44,45,4.0,10.0,7.0,89,,1.0,4.0,9.0,3.0,11.0,58,4.0,2.0,3.0,,7.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,0.5,0.6666666666666666,0.4444444444444444,0.4,0.4583333333333333,25.49019607843137,0.15384615384615385,0.10526315789473684,0.3333333333333333,0.1,,,,0.5537333333333333,0.16666666666666666,0.18181818181818182,3.6333333333333337,0.09090909090909091,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.1,0.1111111111111111,0.14285714285714285,0.1,0.0625,0.3333333333333333,0.7,0.42857142857142855,0.5,0.3333333333333333,0.1,1.0,1.0,1.0,0.1,0.5,1.0,0.5,0.8,0.6213,0.18181818181818182,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,2162.0,36,-22,70,71,24.0,24.0,9.0,141,,,,3.0,2.0,11.0,89,,3.0,3.0,1.0,6.0,2.0,3.0,3.0,,2.0,3.0,2.0,1.0,24.0,,,,0.45,0.5,17.5,0.13333333333333333,0.12,0.16666666666666666,,,,,0.46711,0.09090909090909091,0.25,3.3333333333333335,0.34285714285714286,,3.0,,,,,6.0,1.0,7.0,,,1.0,3.0,,,6.0,,,,1.0,,,1.0,3.0,,,,1.5,1.5,0.7,,,,,,0.3,,,,,,,,0.6,,,1.0,1.0,,0.2727272727272727,25.757142857142856,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,9.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.42857142857142855,1.0,0.5,0.42857142857142855,0.5,0.625,0.6666666666666666,0.1,0.2,0.125,1.0,0.1,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.32780000000000004,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,1658.0,28,-24,54,56,22.0,22.0,6.0,110,1.0,6.0,1.0,6.0,2.0,7.0,67,2.0,,3.0,,9.0,,1.0,3.0,1.0,4.0,2.0,2.0,,22.0,1.0,1.0,0.16666666666666666,0.25,0.3181818181818182,20.967741935483872,,0.05263157894736842,,0.6,0.16666666666666666,0.2,1.0,0.4204055555555556,,,19.933333333333334,0.4074074074074074,,,,,,,4.0,2.0,4.0,,,2.0,3.0,,,3.0,1.0,3.0,1.0,,,2.0,1.0,2.0,,,,0.75,0.75,0.4,0.16666666666666666,,,0.034482758620689655,,,,,,,,,,0.4,,,1.0,0.4,0.6132,0.42857142857142855,34.65,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,4.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,4.0,,0.25,0.5,,0.3333333333333333,0.25,0.4,0.5,0.125,,0.125,,,,,,0.25,0.25,,0.5,,,,,0.5,0.3333333333333333,0.3994,0.5714285714285714,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.3333333333333333,0.09090909090909091,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2772,1610612747,Trevor Ariza,Trevor Ariza,2772,LAL,2715.0,45,-21,87,88,26.0,26.0,12.0,175,2.0,3.0,6.0,8.0,2.0,17.0,106,8.0,1.0,1.0,,2.0,4.0,8.0,11.0,3.0,7.0,2.0,4.0,1.0,26.0,0.6666666666666666,0.8,0.75,0.625,0.6071428571428571,15.0,0.2,0.21212121212121213,,0.25,0.6666666666666666,0.6666666666666666,0.5,0.5618541666666667,0.07692307692307693,0.1111111111111111,7.824999999999999,0.2988505747126437,4.0,5.0,1.0,1.0,,,1.0,,4.0,2.0,2.0,1.0,7.0,4.0,2.0,1.0,,,,,2.0,3.0,,1.0,,,1.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,,,0.08333333333333333,0.05128205128205128,0.2,0.4166666666666667,0.8,0.8,0.75,,,,,0.08333333333333333,0.3333333333333333,1.0,,0.75,0.557925,0.4117647058823529,24.325000000000003,2.0,1.0,3.0,1.0,2.0,,,,1.0,1.0,2.0,1.0,2.0,1.0,6.0,3.0,,1.0,3.0,1.0,,1.0,,,1.0,,1.0,1.0,6.0,1.0,0.25,1.0,0.5,0.25,0.625,0.6,1.0,0.23076923076923078,0.5,0.09090909090909091,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.5,0.5,0.5,,,0.617725,0.35294117647058826,1.0,,,,,1.0,,1.0,1.0,1.0,0.5,,0.2,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2209,1610612747,Vladimir Radmanovic,Vladimir Radmanovic,2209,LAL,203.0,3,4,7,5,7.0,5.0,2.0,12,,,1.0,1.0,,2.0,4,,,,,,,1.0,2.0,,,,,,7.0,,,1.0,1.0,1.0,20.0,,,,,,,,0.5917,,,1.3,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,0.5917,1.0,1.0,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,923.0,15,-8,32,32,13.0,7.0,4.0,64,,,,1.0,3.0,9.0,34,,,1.0,,3.0,,2.0,3.0,2.0,2.0,2.0,4.0,,13.0,,,,0.42857142857142855,0.5,36.111111111111114,,0.16666666666666666,,,,,,0.48876428571428576,,,6.4,0.40625,,,,,,1.0,2.0,,6.0,,1.0,1.0,3.0,,,2.0,,1.0,,,1.0,1.0,,4.0,,,,0.75,0.75,0.8571428571428571,,,0.1111111111111111,0.06666666666666667,0.2,,,,,0.14285714285714285,,,,0.2857142857142857,,,,0.8571428571428571,0.49455000000000005,0.3333333333333333,24.233333333333334,,2.0,4.0,1.0,2.0,,,1.0,2.0,1.0,,1.0,3.0,3.0,6.0,6.0,,,2.0,1.0,,4.0,4.0,,,,,,6.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5,0.6,1.0,0.2857142857142857,,0.2857142857142857,,0.5714285714285714,0.5,0.5,1.0,,,,,,,0.6666666666666666,0.5,0.3333333333333333,,0.47215,0.6666666666666666,,,,1.0,,,,2.0,,2.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,0.5,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2036,1610612747,Chris Mihm,Chris Mihm,2036,LAL,75.0,1,-4,2,2,,2.0,1.0,4,,,,1.0,,,4,,,,,,,,,,1.0,,,,,,,,,,66.66666666666667,,,,,,,,0.3669,,,13.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.3669,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,1385.0,23,-6,39,41,8.0,11.0,6.0,80,,,4.0,5.0,4.0,12.0,47,4.0,1.0,1.0,,2.0,4.0,5.0,5.0,3.0,4.0,4.0,6.0,3.0,8.0,0.5,0.5,0.8,0.8,0.75,20.0,0.3333333333333333,0.3125,0.5,,,,,0.55826,0.375,0.375,2.76,0.20512820512820512,3.0,4.0,,,1.0,1.0,,,,,,,,4.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,0.8,0.75,0.75,0.3333333333333333,0.2,1.0,1.0,1.0,,,,,0.8,,,,1.0,,,,,,,,,,1.0,,,3.0,3.0,,,,1.0,1.0,,1.0,,,,,,,3.0,,,,,,,0.5,1.0,0.25,,0.3333333333333333,,,,,,,,,,,1.0,,,,,0.4505,0.25,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.4,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,1320.0,22,-9,40,41,8.0,10.0,6.0,81,1.0,2.0,3.0,7.0,2.0,8.0,52,,3.0,4.0,3.0,9.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,8.0,,,0.42857142857142855,0.375,0.3888888888888889,23.913043478260867,0.1,0.0625,,0.25,0.5,0.5,,0.41140625000000003,0.1111111111111111,0.125,11.0,0.2,,1.0,,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,,1.0,1.0,1.0,,,,2.0,1.0,2.0,,,1.0,0.5,0.5,0.125,0.14285714285714285,1.0,,0.125,,0.125,,,,0.5,0.5,0.5,,0.125,,,0.5,0.25,0.363875,0.25,25.3,,,,,,,,,,,2.0,,,,2.0,,,,,,,1.0,1.0,1.0,,,,,2.0,,,,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,0.27215,0.25,1.0,,,1.0,2.0,,,,,,0.5,,,0.4,1.0,,,,,,,,,,,,,,,,,0.5,1.0,1.0,0.25,True,,,,,,,,,,,,,,,,,,,,,,,,
