EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceArc3FGA,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,HeaveAttempts,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,on,Technical Free Throw Trips,Blocked3s,BlockedArc3
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,483.0,8,-3.0,13,14,5.0,4,2.0,27,21,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,6.666666666666667,1.0,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,19088.0,318,18.0,586,582,173.0,125,82.0,1168,645,13.0,5.0,19.0,1.0,10.0,6.0,16.0,2.0,173.0,23.08823529411765,0.6842105263157895,0.295221843003413,22.0,34.0,4.0,5.0,2.0,7.0,10.0,20.0,9.0,18.0,9.0,17.0,2.0,3.0,2.0,4.0,9.0,37.0,1.0,5.0,41.0,72.0,18.0,54.0,21.0,157.0,5.0,8.0,2.0,3.0,2.0,18.0,8.0,18.0,3.0,9.0,12.0,37.0,34.0,48.0,54.0,8.0,37.0,9.0,4.0,15.0,11.0,26.0,5.0,6.0,11.0,3.0,1.0,63.0,10.0,7.0,2.0,5.0,25.0,3.0,33.0,19.0,52.0,4.0,6.0,3.0,3.0,5.0,8.0,6.0,1.0,18.0,1.0,26.0,2.0,9.0,5.0,4.0,2.0,2.0,4.0,1.0,37.0,1.0,5.0,0.4146341463414634,0.4594594594594595,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5694444444444444,0.625,0.4444444444444444,0.5396825396825397,0.7272727272727273,0.46296296296296297,0.5688405797101449,0.75,0.5441176470588235,0.42857142857142855,0.05555555555555555,0.08823529411764706,0.05,0.5,0.07692307692307693,0.10683760683760683,0.04242424242424243,0.07042253521126761,0.1,0.09836065573770492,0.06415094339622641,0.05405405405405406,0.017857142857142856,0.05714285714285714,0.11475409836065574,0.07692307692307693,0.09836065573770492,0.09302325581395349,0.11538461538461539,0.07017543859649122,0.07142857142857142,0.06349206349206349,0.25,0.2698412698412698,0.6470588235294118,0.7096774193548387,0.36363636363636365,0.15873015873015872,0.5,0.5263157894736842,0.4,0.14285714285714285,0.5,0.5,0.5555555555555556,0.1349206349206349,0.5294117647058824,0.5294117647058824,1.0,0.29365079365079366,0.24324324324324326,0.24324324324324326,1.0,0.45454545454545453,0.8,0.2727272727272727,0.6666666666666666,1.0,0.25925925925925924,0.2857142857142857,0.14814814814814814,0.5,0.18518518518518517,0.2,0.6984126984126984,0.24324324324324326,0.5176837301587301,0.5064166666666666,0.4908,0.06766917293233082,0.11392405063291139,0.11464968152866242,0.2356687898089172,7.202777777777778,24.5962962962963,,,,,,,,,,,,,,,,,,,,True,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,1039.0,17,-4.0,31,32,15.0,14,3.0,63,31,1.0,1.0,2.0,,1.0,3.0,7.0,,15.0,8.823529411764705,0.5,0.4838709677419355,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3552,,0.3552,,,,,21.0,,,,,,,,,,,,,,,,,,,,,True,,,
2586,1610612753,Keith Bogans,Keith Bogans,2586,ORL,10255.0,171,6.0,316,313,130.0,90,43.0,629,357,3.0,,7.0,,3.0,9.0,16.0,,130.0,14.794520547945206,0.42857142857142855,0.41139240506329117,5.0,8.0,,1.0,1.0,2.0,,2.0,1.0,4.0,7.0,22.0,1.0,3.0,,2.0,4.0,9.0,1.0,4.0,6.0,14.0,11.0,31.0,5.0,50.0,,2.0,2.0,4.0,2.0,8.0,2.0,4.0,1.0,6.0,3.0,10.0,4.0,8.0,33.0,,9.0,4.0,2.0,6.0,2.0,8.0,,2.0,3.0,1.0,2.0,18.0,,2.0,,5.0,20.0,,25.0,2.0,27.0,,3.0,2.0,1.0,1.0,3.0,4.0,,6.0,1.0,6.0,2.0,3.0,1.0,,,,,,10.0,3.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3548387096774194,0.5,0.16666666666666666,0.3548387096774194,0.42857142857142855,,0.5,0.5,0.5,0.35,0.5319148936170213,0.5714285714285714,0.4166666666666667,0.6888888888888889,0.14285714285714285,0.125,,,,0.15873015873015872,0.023809523809523808,0.11904761904761904,,0.1488095238095238,0.014492753623188406,0.023809523809523808,,0.058823529411764705,,,0.125,0.08695652173913043,0.19718309859154928,0.1111111111111111,0.16666666666666666,,,0.17777777777777778,0.625,0.7142857142857143,0.2,0.044444444444444446,,,,0.08888888888888889,0.25,0.3333333333333333,1.0,0.4888888888888889,0.3181818181818182,0.3181818181818182,1.0,0.2,0.4444444444444444,0.4444444444444444,1.0,0.16666666666666666,,0.5,0.3333333333333333,1.0,0.2,0.5,0.2,,0.4,0.25,0.8666666666666667,0.4444444444444444,0.5488322222222222,0.51027,0.529535,0.06521739130434782,0.2,0.16,0.2,6.75,23.838709677419352,1.0,1.0,1.0,2.0,1.0,0.25,0.16666666666666666,1.0,1.0,,,,,,,,,,,True,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,19994.0,333,24.0,617,611,190.0,129,85.0,1228,680,15.0,7.0,21.0,,7.0,19.0,43.0,,190.0,21.1484593837535,0.7142857142857143,0.3079416531604538,23.0,36.0,1.0,3.0,8.0,13.0,4.0,12.0,10.0,24.0,3.0,8.0,,,,2.0,17.0,33.0,6.0,11.0,37.0,72.0,20.0,41.0,28.0,162.0,2.0,7.0,1.0,3.0,,7.0,13.0,26.0,6.0,13.0,14.0,58.0,6.0,68.0,48.0,,32.0,17.0,7.0,24.0,23.0,47.0,14.0,9.0,16.0,2.0,6.0,117.0,2.0,2.0,,7.0,30.0,,37.0,4.0,41.0,1.0,3.0,2.0,1.0,3.0,8.0,6.0,2.0,29.0,4.0,37.0,2.0,13.0,5.0,2.0,1.0,1.0,2.0,1.0,58.0,8.0,5.0,0.08108108108108109,0.08108108108108109,0.8,0.4878048780487805,0.3333333333333333,0.46153846153846156,0.5,0.5138888888888888,0.2857142857142857,0.5,0.5929203539823009,0.35,0.5641025641025641,0.6230769230769231,0.35,0.6041666666666666,0.36283185840707965,0.09722222222222222,0.16666666666666666,,,,0.12096774193548387,0.011834319526627219,0.0958904109589041,0.01904761904761905,0.11526479750778816,0.014598540145985401,0.02564102564102564,,,0.015873015873015872,0.023809523809523808,0.12698412698412698,0.13043478260869565,0.11510791366906475,0.10344827586206896,0.06666666666666667,0.021739130434782608,0.5,0.3185840707964602,0.6388888888888888,0.7666666666666667,0.13043478260869565,0.10619469026548672,0.3333333333333333,0.3333333333333333,,0.21238938053097345,0.4166666666666667,0.43478260869565216,,0.07079646017699115,0.375,0.375,1.0,0.2920353982300885,0.5151515151515151,0.5151515151515151,0.7647058823529411,0.3,0.3333333333333333,,,,0.3333333333333333,0.6153846153846154,0.05128205128205128,,0.28205128205128205,0.5454545454545454,0.6814159292035398,0.53125,0.5120611607142858,0.48019166666666674,0.493198717948718,0.112,0.1566265060240964,0.043209876543209874,0.35802469135802467,8.131944444444445,25.565853658536586,1.0,3.0,,,1.0,0.041666666666666664,0.3,0.3333333333333333,1.0,12.0,1.0,1.0,1.0,1.0,1.0,0.023809523809523808,,,,True,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,17031.0,284,32.0,528,520,158.0,109,76.0,1048,583,10.0,3.0,22.0,1.0,6.0,6.0,23.0,1.0,158.0,22.31270358306189,0.45454545454545453,0.29924242424242425,25.0,50.0,4.0,9.0,10.0,15.0,3.0,15.0,8.0,13.0,1.0,3.0,,,,,7.0,20.0,4.0,6.0,36.0,78.0,8.0,23.0,25.0,121.0,4.0,12.0,,3.0,,8.0,16.0,24.0,4.0,6.0,17.0,61.0,12.0,60.0,18.0,6.0,20.0,7.0,4.0,18.0,24.0,42.0,12.0,12.0,13.0,4.0,1.0,108.0,3.0,8.0,1.0,9.0,27.0,2.0,38.0,12.0,50.0,2.0,7.0,3.0,4.0,4.0,7.0,12.0,3.0,28.0,1.0,29.0,1.0,8.0,7.0,1.0,1.0,,1.0,1.0,61.0,2.0,6.0,0.16666666666666666,0.18181818181818182,0.75,0.34782608695652173,,0.6666666666666666,0.34782608695652173,0.46153846153846156,0.3333333333333333,0.6666666666666666,0.4752475247524752,0.26666666666666666,0.7333333333333333,0.5260869565217391,0.26666666666666666,0.782051282051282,0.22772277227722773,0.05128205128205128,0.06,0.06666666666666667,0.3333333333333333,0.043478260869565216,0.12857142857142856,0.055944055944055944,0.15,0.03296703296703297,0.13333333333333333,0.04700854700854701,0.07352941176470588,0.041666666666666664,0.037037037037037035,,0.08823529411764706,0.09433962264150944,0.16279069767441862,0.13157894736842105,0.10638297872340426,0.3076923076923077,0.03773584905660377,1.0,0.49504950495049505,0.5,0.5319148936170213,0.16,0.1485148514851485,0.2,0.21428571428571427,,0.12871287128712872,0.6153846153846154,0.6153846153846154,0.25,0.0297029702970297,0.3333333333333333,0.3333333333333333,1.0,0.19801980198019803,0.35,0.35,0.7142857142857143,0.6,0.4444444444444444,,,,0.5,0.6666666666666666,,,0.2,0.6666666666666666,0.7227722772277227,0.35,0.5158896039603961,0.5357166666666666,0.49655999999999995,0.07407407407407407,0.09411764705882353,0.06611570247933884,0.5041322314049587,4.856410256410257,25.243478260869562,,3.0,1.0,2.0,1.0,,0.2,,,6.0,,1.0,,,0.25,,,,,True,,,
1502,1610612753,Adonal Foyle,Adonal Foyle,1502,ORL,75.0,1,-5.0,1,3,1.0,2,,4,5,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2230,1610612753,Maurice Evans,Maurice Evans,2230,ORL,12193.0,203,24.0,379,375,91.0,44,49.0,754,408,6.0,4.0,8.0,,2.0,2.0,6.0,,91.0,15.402298850574715,0.75,0.24010554089709762,10.0,15.0,2.0,4.0,2.0,4.0,2.0,6.0,5.0,7.0,11.0,23.0,,,2.0,4.0,2.0,5.0,1.0,2.0,17.0,28.0,13.0,28.0,4.0,77.0,2.0,6.0,,1.0,2.0,6.0,3.0,8.0,3.0,6.0,,15.0,20.0,14.0,39.0,2.0,5.0,2.0,3.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,14.0,2.0,5.0,,4.0,8.0,,12.0,7.0,19.0,1.0,7.0,2.0,5.0,1.0,2.0,2.0,,6.0,,6.0,,3.0,,1.0,,,1.0,,15.0,1.0,,0.5882352941176471,0.625,1.0,0.4642857142857143,,0.5,0.4642857142857143,0.6071428571428571,0.3333333333333333,0.375,0.6517857142857143,0.2857142857142857,0.5357142857142857,0.652542372881356,0.3333333333333333,0.5357142857142857,0.5,0.10714285714285714,0.06666666666666667,0.3333333333333333,,,0.050314465408805034,0.04950495049504951,0.10256410256410256,0.031746031746031744,0.06060606060606061,0.042682926829268296,0.06976744186046512,,0.08695652173913043,0.025,0.043478260869565216,0.023809523809523808,0.037037037037037035,0.06666666666666667,0.07142857142857142,0.18181818181818182,0.043478260869565216,,0.26785714285714285,0.6666666666666666,0.7142857142857143,0.7,0.10714285714285714,0.3333333333333333,0.5,0.5,0.125,0.7142857142857143,0.7142857142857143,0.4,0.4107142857142857,0.4782608695652174,0.4782608695652174,1.0,0.08928571428571429,0.4,0.4,1.0,0.5714285714285714,0.5,,,,0.2857142857142857,0.5,0.2857142857142857,0.5,0.14285714285714285,0.5,0.7678571428571429,0.4,0.54935625,0.52045,0.5284857142857143,0.05084745762711865,0.0967741935483871,0.07792207792207792,0.19480519480519481,6.464285714285714,23.725,,1.0,,,2.0,,0.14285714285714285,,,,,1.0,,,0.5,,1.0,,,True,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,376.0,6,-4.0,11,11,3.0,5,2.0,22,16,,,,,,,1.0,,3.0,7.142857142857142,,0.2727272727272727,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,0.3333333333333333,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,0.4821,,,,,,,,25.6,,,,,,,,,,,,,,,,,,,,True,,,
2730,1610612753,Dwight Howard,Dwight Howard,2730,ORL,19436.0,324,32.0,603,594,184.0,123,83.0,1197,654,7.0,5.0,22.0,4.0,5.0,14.0,28.0,2.0,184.0,20.343839541547275,0.3181818181818182,0.30514096185737977,44.0,64.0,19.0,30.0,8.0,15.0,8.0,28.0,2.0,3.0,,,,,,,,,,,54.0,95.0,,,29.0,137.0,19.0,31.0,,,7.0,45.0,10.0,20.0,,,11.0,31.0,64.0,44.0,,36.0,,,4.0,2.0,2.0,4.0,1.0,1.0,2.0,,,10.0,10.0,35.0,,17.0,55.0,1.0,73.0,45.0,118.0,4.0,8.0,5.0,3.0,,2.0,15.0,5.0,52.0,,55.0,5.0,24.0,6.0,28.0,18.0,3.0,28.0,11.0,31.0,2.0,5.0,0.5925925925925926,0.8888888888888888,,,,,,0.5684210526315789,0.6129032258064516,0.5,0.5684210526315789,0.6129032258064516,0.5,0.5708333333333333,0.5769230769230769,0.5166666666666667,,0.042105263157894736,0.015625,0.10714285714285714,0.16666666666666666,,0.22448979591836735,0.20833333333333334,0.2361111111111111,0.09900990099009901,0.22712933753943218,0.16728624535315986,0.28205128205128205,0.14545454545454545,0.14285714285714285,0.11666666666666667,0.07317073170731707,0.1774193548387097,0.2391304347826087,0.24087591240875914,0.24561403508771928,0.2,0.10810810810810811,0.39285714285714285,0.6736842105263158,0.6875,0.6984126984126984,0.5681818181818182,0.29473684210526313,0.2857142857142857,0.32,0.75,0.031578947368421054,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,0.967741935483871,0.6333333333333333,,,,0.75,0.5333333333333333,,,,,0.6736842105263158,,0.5169221052631578,0.5499391304347827,0.5206350000000001,0.21052631578947367,0.21052631578947367,0.3284671532846715,0.22627737226277372,2.8947368421052633,,,,1.0,2.0,1.0,,,,,,,,,1.0,0.05263157894736842,,7.0,12.0,6.0,True,,,
