EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,LongMidRangePctBlocked,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,Travels,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,HeaveAttempts,OffCorner3ReboundPct,PenaltyCorner3Accuracy,on,3SecondViolations,OffensiveGoaltends
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,11895.0,198,31,351,355,75.0,140.0,38.0,706,10.0,15.0,4.0,5.0,1.0,1.0,5.0,8.0,4.0,5.0,19.0,28.0,5.0,43.0,375,5.0,6.0,2.0,12.0,1.0,2.0,2.0,4.0,30.0,8.0,6.0,4.0,9.0,3.0,12.0,3.0,5.0,1.0,3.0,27.0,1.0,8.0,1.0,8.0,15.0,3.0,26.0,10.0,36.0,9.0,5.0,4.0,1.0,2.0,1.0,3.0,13.0,28.0,4.0,2.0,15.0,4.0,2.0,13.0,1.0,6.0,1.0,13.0,8.0,2.0,3.0,13.0,10.0,1.0,4.0,75.0,5.0,1.0,0.7894736842105263,0.9375,0.6785714285714286,0.8333333333333334,0.5,0.6785714285714286,0.8333333333333334,0.5,0.6323529411764706,0.75,0.5,0.14285714285714285,0.26666666666666666,9.367088607594937,0.3333333333333333,0.25,0.08333333333333333,0.1171875,0.07207207207207207,0.21621621621621623,0.02857142857142857,0.1393939393939394,0.06164383561643835,0.13793103448275862,0.07692307692307693,0.038461538461538464,0.11363636363636363,0.13953488372093023,0.0975609756097561,0.26666666666666666,0.7692307692307693,0.5357142857142857,0.6666666666666666,0.9090909090909091,0.7,0.2857142857142857,0.625,0.625,0.8,0.17857142857142858,0.8,0.8,1.0,0.8333333333333334,0.8,0.25,0.5,1.0,0.5357142857142857,0.48368571428571433,0.53045,0.40585,0.18181818181818182,0.18181818181818182,0.27906976744186046,0.09302325581395349,5.582142857142856,0.21367521367521367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101161,1610612765,Amir Johnson,Amir Johnson,101161,DET,190.0,3,-1,7,8,3.0,8.0,,15,,,,,,,,,,,,,1.0,1.0,10,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,1.0,,,2.0,,1.0,,,,,,,,,,3.0,,,,,,,,,,,0.5,,,,,14.285714285714285,,,,0.2,,,,0.2,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,28811.0,480,27,853,850,210.0,303.0,99.0,1703,20.0,43.0,3.0,5.0,8.0,16.0,5.0,16.0,20.0,49.0,45.0,108.0,79.0,241.0,903,5.0,8.0,14.0,42.0,14.0,34.0,34.0,83.0,18.0,72.0,2.0,10.0,65.0,18.0,83.0,15.0,11.0,18.0,36.0,184.0,1.0,5.0,,5.0,30.0,3.0,38.0,6.0,44.0,12.0,3.0,9.0,13.0,7.0,7.0,20.0,13.0,32.0,2.0,1.0,76.0,1.0,3.0,95.0,5.0,33.0,12.0,1.0,,,1.0,1.0,1.0,,83.0,210.0,7.0,11.0,0.2,0.20454545454545456,0.4166666666666667,0.625,0.4117647058823529,0.47093023255813954,0.8235294117647058,0.4803921568627451,0.5537383177570093,0.875,0.5694444444444444,0.09259259259259259,0.16279069767441862,23.921971252566735,0.65,0.0967741935483871,,0.09523809523809523,0.016835016835016835,0.07246376811594203,0.010638297872340425,0.09114583333333333,0.015345268542199489,0.05128205128205128,0.006944444444444444,0.013513513513513514,0.08333333333333333,0.10112359550561797,0.1016949152542373,0.09090909090909091,1.0,0.25,0.46511627906976744,0.5555555555555556,0.3,0.09302325581395349,0.3125,0.3333333333333333,,0.28488372093023256,0.40816326530612246,0.425531914893617,0.15,0.29411764705882354,0.6,0.3333333333333333,0.3137254901960784,0.5,0.622093023255814,0.4824697674418605,0.5182352941176471,0.46364019607843143,0.17326732673267325,0.2426470588235294,0.17427385892116182,0.34439834024896265,9.71574074074074,0.246189917936694,1.0,4.0,23.0,60.0,6.0,9.0,7.0,17.0,24.0,64.0,6.0,9.0,7.0,17.0,42.0,30.0,60.0,23.0,3.0,3.0,4.0,6.0,2.0,1.0,1.0,4.0,2.0,0.5833333333333334,0.375,0.6666666666666666,0.4117647058823529,0.375,0.37209302325581395,0.0625,0.04081632653061224,0.03296703296703297,0.023255813953488372,0.25,0.25,1.0,0.3488372093023256,0.38333333333333336,0.38333333333333336,0.5652173913043478,0.5294117647058824,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.4117647058823529,0.38333333333333336,0.030303030303030304,25.712500000000002,,,,,,,,,,,,,,,,,,,True,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,24592.0,410,50,736,725,165.0,220.0,87.0,1461,23.0,40.0,1.0,2.0,3.0,7.0,20.0,37.0,33.0,77.0,76.0,154.0,47.0,217.0,756,5.0,18.0,6.0,19.0,18.0,33.0,27.0,63.0,100.0,52.0,,11.0,37.0,6.0,43.0,2.0,15.0,5.0,17.0,92.0,2.0,10.0,,7.0,22.0,2.0,31.0,12.0,43.0,13.0,9.0,4.0,16.0,12.0,7.0,28.0,9.0,28.0,1.0,3.0,43.0,,5.0,52.0,2.0,14.0,12.0,4.0,2.0,2.0,,7.0,2.0,,63.0,165.0,6.0,11.0,0.6578947368421053,0.6578947368421053,0.4935064935064935,0.2777777777777778,0.5454545454545454,0.4885057471264368,0.30952380952380953,0.5,0.5404040404040404,0.3958333333333333,0.6057692307692307,0.07142857142857142,0.125,26.7538644470868,0.5714285714285714,0.06666666666666667,,0.07885304659498207,0.03937007874015748,0.11666666666666667,0.025,0.0855457227138643,0.03592814371257485,0.04411764705882353,0.040983606557377046,0.031746031746031744,0.09782608695652174,0.08333333333333333,0.05825242718446602,0.10416666666666667,0.2857142857142857,0.22988505747126436,0.575,0.6571428571428571,0.6086956521739131,0.21264367816091953,0.5405405405405406,0.5714285714285714,0.55,0.4425287356321839,0.42857142857142855,0.4520547945205479,0.7575757575757576,0.09523809523809523,0.5,1.0,0.19444444444444445,0.42857142857142855,0.3448275862068966,0.45769798850574717,0.44106578947368424,0.42783194444444445,0.07526881720430108,0.08433734939759036,0.08755760368663594,0.2903225806451613,11.337662337662335,0.22418478260869565,3.0,11.0,3.0,9.0,,1.0,,,6.0,20.0,1.0,3.0,,3.0,18.0,,9.0,3.0,4.0,2.0,1.0,9.0,4.0,,6.0,3.0,,1.0,0.3,0.3333333333333333,,0.3,0.11494252873563218,0.05405405405405406,0.05194805194805195,0.025,0.06321839080459771,0.2727272727272727,0.2727272727272727,1.0,0.05172413793103448,0.3333333333333333,0.3333333333333333,1.0,0.047619047619047616,,,,,0.3333333333333333,,24.29,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,0.03125,0.16666666666666666,0.09523809523809523,0.5,1.0,0.08333333333333333,,,,,True,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,5726.0,95,-11,170,177,77.0,129.0,16.0,347,1.0,9.0,,3.0,,3.0,2.0,5.0,2.0,5.0,5.0,19.0,10.0,26.0,200,,3.0,,,3.0,9.0,7.0,16.0,6.0,4.0,,3.0,3.0,4.0,7.0,4.0,2.0,1.0,,18.0,2.0,4.0,,,6.0,,6.0,6.0,12.0,1.0,,1.0,3.0,2.0,2.0,5.0,3.0,9.0,,1.0,6.0,,,12.0,,4.0,2.0,,,,,,,,16.0,77.0,4.0,2.0,0.6,0.6,0.2631578947368421,,0.3333333333333333,0.3333333333333333,,0.34615384615384615,0.43333333333333335,,0.47058823529411764,0.15789473684210525,0.3333333333333333,18.42105263157895,0.6,,,0.10344827586206896,0.07547169811320754,,0.08333333333333333,0.07894736842105263,0.07792207792207792,0.21428571428571427,0.037037037037037035,0.05,0.043478260869565216,0.2727272727272727,0.08333333333333333,,,0.375,0.1111111111111111,0.16666666666666666,,0.20833333333333334,0.4,0.4,1.0,0.20833333333333334,0.4,0.4,0.5,1.0,,,0.23076923076923078,,0.5833333333333334,0.4716181818181818,0.5833333333333334,0.4547181818181818,0.14285714285714285,0.17391304347826086,,0.6153846153846154,7.2789473684210515,0.45294117647058824,1.0,1.0,1.0,4.0,,,,3.0,2.0,5.0,,,1.0,4.0,6.0,,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,0.4,,0.25,0.6666666666666666,0.20833333333333334,,,0.08333333333333333,0.041666666666666664,1.0,1.0,1.0,0.16666666666666666,0.25,0.25,1.0,,,,0.23076923076923078,,0.5,,36.06,,,1.0,,,,,,,,,,,0.07692307692307693,1.0,2.0,0.25,1.0,True,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,17581.0,293,4,507,497,109.0,136.0,64.0,1004,13.0,22.0,7.0,14.0,3.0,4.0,2.0,6.0,25.0,51.0,40.0,79.0,13.0,93.0,536,8.0,17.0,4.0,20.0,4.0,10.0,1.0,9.0,66.0,14.0,12.0,2.0,4.0,4.0,8.0,4.0,2.0,,2.0,20.0,7.0,21.0,,6.0,35.0,4.0,45.0,28.0,73.0,6.0,6.0,,7.0,5.0,2.0,12.0,21.0,42.0,3.0,3.0,22.0,4.0,3.0,15.0,1.0,8.0,,5.0,5.0,,,5.0,1.0,1.0,9.0,109.0,7.0,,0.825,0.9705882352941176,0.5063291139240507,0.47058823529411764,0.4,0.5063291139240507,0.47058823529411764,0.4,0.5406976744186046,0.5263157894736842,0.4090909090909091,0.02531645569620253,0.09090909090909091,16.69505962521295,0.5833333333333334,0.23529411764705882,,0.18324607329842932,0.11475409836065574,0.1875,0.12280701754385964,0.18385650224215247,0.11666666666666667,0.16666666666666666,0.08602150537634409,0.0851063829787234,0.10606060606060606,0.2391304347826087,0.21518987341772153,0.23076923076923078,0.2,0.27848101265822783,0.5909090909090909,0.65,0.46153846153846156,0.0759493670886076,0.3333333333333333,0.3333333333333333,1.0,0.6455696202531646,0.49019607843137253,0.49019607843137253,1.0,0.8235294117647058,0.5,,0.4,0.75,0.27848101265822783,0.44441139240506317,0.54015,0.43274999999999997,0.09302325581395349,0.09302325581395349,0.21505376344086022,0.0967741935483871,12.801265822784812,0.21499013806706113,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,,2.0,2.0,,,,,,,,,,,0.08108108108108109,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.11904761904761904,,,,,,,,0.3,,True,,
689,1610612765,Theo Ratliff,Theo Ratliff,689,DET,3117.0,52,-4,98,101,40.0,78.0,8.0,199,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,,,1.0,4.0,2.0,4.0,105,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,,2.0,,,1.0,,1.0,,,,1.0,2.0,,4.0,,1.0,3.0,3.0,7.0,4.0,11.0,,,,1.0,1.0,1.0,2.0,3.0,11.0,1.0,1.0,5.0,1.0,1.0,4.0,,2.0,,3.0,2.0,,1.0,3.0,3.0,1.0,4.0,40.0,4.0,,,,0.25,0.5,1.0,0.25,0.5,1.0,0.3333333333333333,0.6666666666666666,1.0,,,7.2727272727272725,0.5,0.5,,0.12,0.11764705882352941,0.09090909090909091,,0.1111111111111111,0.0975609756097561,0.125,0.2,,0.2222222222222222,0.14285714285714285,,0.125,1.0,0.5,0.5,0.5,,0.5,,,,,,,,1.0,0.5,,1.0,1.0,0.5,0.47782500000000006,0.5649,0.5471,0.3333333333333333,0.3333333333333333,1.0,1.0,3.7249999999999996,0.40816326530612246,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,23767.0,396,21,703,695,166.0,203.0,83.0,1398,11.0,17.0,2.0,4.0,3.0,3.0,14.0,29.0,7.0,19.0,32.0,65.0,20.0,144.0,744,3.0,8.0,1.0,7.0,5.0,9.0,9.0,31.0,44.0,20.0,4.0,4.0,18.0,4.0,22.0,4.0,8.0,2.0,8.0,48.0,2.0,13.0,,10.0,47.0,6.0,63.0,15.0,78.0,10.0,6.0,4.0,12.0,11.0,1.0,23.0,26.0,44.0,2.0,4.0,24.0,2.0,,27.0,1.0,10.0,4.0,25.0,19.0,1.0,5.0,25.0,12.0,,31.0,166.0,4.0,3.0,0.6875,0.7333333333333333,0.49230769230769234,0.375,0.5555555555555556,0.5344827586206896,0.3333333333333333,0.4074074074074074,0.5581395348837209,0.35,0.484375,0.06153846153846154,0.11764705882352941,18.905472636815922,0.5217391304347826,0.2608695652173913,,0.17472118959107807,0.051587301587301584,0.2,0.024691358024691357,0.1786833855799373,0.04504504504504504,0.058823529411764705,0.06611570247933884,0.03076923076923077,0.17045454545454544,0.16666666666666666,0.18446601941747573,0.20512820512820512,0.48,0.14655172413793102,0.6470588235294118,0.7333333333333333,0.7272727272727273,0.25,0.4827586206896552,0.5,0.6428571428571429,0.16379310344827586,0.3684210526315789,0.3888888888888889,0.7142857142857143,0.4444444444444444,0.5,,0.1111111111111111,1.0,0.5862068965517241,0.4612456896551725,0.46505,0.4584870370370371,0.08,0.13513513513513514,0.04861111111111111,0.2152777777777778,9.821538461538463,0.2361308677098151,2.0,3.0,18.0,48.0,,1.0,4.0,18.0,20.0,51.0,,1.0,4.0,18.0,60.0,,48.0,18.0,,,4.0,11.0,3.0,2.0,6.0,,,1.0,0.39215686274509803,,0.2222222222222222,0.39215686274509803,0.4396551724137931,0.034482758620689655,0.05263157894736842,,0.02586206896551724,0.6666666666666666,0.6666666666666666,1.0,0.41379310344827586,0.375,0.375,1.0,0.1111111111111111,,,0.6666666666666666,0.2222222222222222,0.375,,25.552941176470586,,,,,,,,,0.015873015873015872,0.18181818181818182,,,,,,,,,True,,
201167,1610612765,Arron Afflalo,Arron Afflalo,201167,DET,982.0,16,2,28,29,1.0,12.0,3.0,57,,,,,,,,,2.0,3.0,2.0,3.0,,4.0,30,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,,9.67741935483871,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,0.40723333333333334,,,,,,,19.433333333333334,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,26382.0,440,31,778,777,190.0,272.0,93.0,1555,26.0,37.0,7.0,9.0,3.0,4.0,19.0,39.0,18.0,49.0,63.0,125.0,13.0,157.0,816,10.0,14.0,3.0,29.0,7.0,21.0,5.0,25.0,56.0,70.0,16.0,7.0,24.0,9.0,33.0,7.0,9.0,7.0,8.0,75.0,3.0,16.0,,9.0,19.0,7.0,35.0,19.0,54.0,11.0,7.0,4.0,10.0,10.0,5.0,20.0,10.0,20.0,,1.0,19.0,,3.0,18.0,2.0,8.0,2.0,5.0,1.0,1.0,3.0,5.0,3.0,,25.0,190.0,4.0,2.0,0.4444444444444444,0.509090909090909,0.504,0.7142857142857143,0.3333333333333333,0.5142857142857142,0.8125,0.4166666666666667,0.5304054054054054,0.8529411764705882,0.46296296296296297,0.056,0.08108108108108109,18.83408071748879,0.5,0.25,,0.06620209059233449,0.05714285714285714,0.140625,0.03614457831325301,0.07977207977207977,0.05234159779614325,0.10810810810810811,0.04477611940298507,0.031746031746031744,0.041237113402061855,0.08235294117647059,0.0761904761904762,0.08,0.6,0.2642857142857143,0.7027027027027027,0.7647058823529411,0.4230769230769231,0.2785714285714286,0.48717948717948717,0.5428571428571428,0.3157894736842105,0.35,0.3673469387755102,0.3673469387755102,0.6111111111111112,0.5625,0.7777777777777778,,0.16666666666666666,0.75,0.37142857142857144,0.4438924999999999,0.526373076923077,0.40708541666666664,0.0547945205479452,0.061068702290076333,0.18471337579617833,0.1592356687898089,10.411999999999999,0.2442159383033419,2.0,10.0,4.0,5.0,1.0,1.0,1.0,1.0,6.0,15.0,2.0,2.0,2.0,3.0,18.0,,5.0,4.0,2.0,2.0,4.0,5.0,1.0,1.0,5.0,,,1.0,0.4,1.0,0.6666666666666666,0.4,0.10714285714285714,0.10256410256410256,,0.03225806451612903,0.07142857142857142,0.2,0.2,1.0,0.03571428571428571,0.8,0.8,1.0,0.0625,1.0,1.0,0.041666666666666664,1.0,0.8,,24.1,1.0,1.0,2.0,,3.0,,,,0.027777777777777776,0.35714285714285715,0.0625,1.0,1.0,0.08333333333333333,1.0,,0.05,0.5,True,,
