EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,RecoveredBlocks,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyTurnovers,Loose Ball Fouls,BlockedShortMidRange,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,OffThreePtRebounds,BlockedLongMidRange,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,3SecondViolations,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,Arc3PctBlocked
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,11240.0,187,30.0,341,342,112,114.0,43,683,16.0,25.0,2.0,3.0,10.0,14.0,9.0,19.0,13.0,31.0,2.0,10.0,3.0,38.0,75,2.0,10.0,27.0,109.0,361,3.0,5.0,1.0,7.0,17.0,32.0,3.0,18.0,52.0,8.0,68.0,6.0,2.0,10.0,2.0,3.0,34.0,11.0,45.0,6.0,5.0,20.0,4.0,10.0,101.0,8.0,1.0,6.0,17.0,23.0,9.0,32.0,3.0,13.0,10.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,7.0,10.0,21.0,1.0,33.0,3.0,33.0,4.0,10.0,1.0,7.0,1.0,1.0,1.0,52.0,112,4.0,6.0,0.10526315789473684,0.10810810810810811,1.0,0.2,0.2,0.5066666666666667,0.6,0.53125,0.4823529411764706,0.6,0.4857142857142857,0.5505050505050505,0.5833333333333334,0.6046511627906976,0.11764705882352941,0.04,0.12,27.040816326530614,0.5714285714285714,0.125,0.1619047619047619,0.05970149253731343,0.10344827586206896,0.1411042944785276,0.045454545454545456,0.11904761904761904,0.030303030303030304,0.03389830508474576,0.09375,0.15151515151515152,0.225,0.15151515151515152,0.04,0.07142857142857142,0.29411764705882354,0.64,0.7272727272727273,0.125,0.2235294117647059,0.47368421052631576,0.47368421052631576,0.36470588235294116,0.41935483870967744,0.41935483870967744,0.15384615384615385,0.11764705882352941,0.2,0.2,1.0,0.6,0.6666666666666666,0.4,0.7142857142857143,0.08571428571428572,0.4117647058823529,0.2,0.45734411764705885,0.45748,0.4886228571428572,0.11956521739130435,0.12345679012345678,0.09090909090909091,0.06422018348623854,0.47706422018348627,9.662666666666667,25.07,0.3284457478005865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1719,1610612740,Bonzi Wells,Bonzi Wells,1719,NOH,6803.0,113,-3.0,196,195,25,31.0,33,391,8.0,18.0,2.0,3.0,,,3.0,7.0,5.0,13.0,,,,16.0,38,,,,32.0,205,2.0,6.0,,4.0,2.0,2.0,,,4.0,16.0,16.0,,2.0,,,5.0,5.0,2.0,7.0,2.0,,4.0,,1.0,16.0,3.0,,3.0,11.0,18.0,3.0,21.0,,4.0,3.0,1.0,1.0,1.0,3.0,1.0,,,4.0,5.0,18.0,1.0,5.0,,6.0,,3.0,,,1.0,1.0,1.0,4.0,25,1.0,,0.5,0.5333333333333333,,,,0.42105263157894735,0.3333333333333333,1.0,0.42105263157894735,0.3333333333333333,1.0,0.3902439024390244,0.3333333333333333,1.0,,0.13157894736842105,0.16666666666666666,19.06779661016949,0.25,,0.16417910447761194,0.030303030303030304,0.1111111111111111,0.14893617021276595,0.02631578947368421,0.03125,0.034482758620689655,0.02631578947368421,,0.1875,0.2962962962962963,0.09523809523809523,0.16666666666666666,,0.47368421052631576,0.4444444444444444,0.5333333333333333,0.375,0.18421052631578946,0.42857142857142855,0.5,0.34210526315789475,0.38461538461538464,0.4166666666666667,0.8,,,,,0.5,0.6666666666666666,,,,0.47368421052631576,,0.49092368421052623,0.536575,0.36555,0.07317073170731707,0.07317073170731707,,0.125,0.125,7.626315789473685,,0.12755102040816327,4.0,1.0,1.0,1.0,2.0,0.14285714285714285,0.07692307692307693,0.5714285714285714,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200756,1610612740,Hilton Armstrong,Hilton Armstrong,200756,NOH,2643.0,44,-9.0,83,83,32,24.0,11,166,,1.0,,,,,1.0,3.0,,1.0,,,,1.0,5,,,4.0,6.0,95,1.0,1.0,3.0,5.0,1.0,2.0,,2.0,4.0,,2.0,,,,,1.0,,,,,,,,,,5.0,,3.0,4.0,7.0,5.0,12.0,1.0,,,,1.0,,3.0,,1.0,,4.0,2.0,9.0,3.0,7.0,,7.0,1.0,4.0,,,4.0,3.0,4.0,4.0,32,1.0,,,,,,,0.2,1.0,0.5,0.2,1.0,0.5,0.375,0.8333333333333334,0.6666666666666666,,0.2,,13.043478260869565,0.25,,0.18181818181818182,0.20833333333333334,0.3,0.21875,0.16129032258064516,0.75,0.1,0.1,0.16666666666666666,0.16666666666666666,0.2,0.25,0.5,0.5,0.2,,,,0.6,0.3333333333333333,0.5,0.2,,,,,,,,,,,,,0.2,,0.40659999999999996,0.3647,0.42125,0.5,0.5,,0.8333333333333334,0.6666666666666666,6.74,,0.3855421686746988,,,,2.0,,0.3333333333333333,,,0.5,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201153,1610612740,Julian Wright,Julian Wright,201153,NOH,6250.0,104,3.0,181,186,44,33.0,31,367,10.0,16.0,2.0,2.0,2.0,3.0,3.0,6.0,2.0,8.0,2.0,4.0,1.0,15.0,30,2.0,6.0,3.0,39.0,188,3.0,4.0,,6.0,3.0,6.0,2.0,,6.0,12.0,18.0,6.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,,2.0,1.0,,9.0,3.0,1.0,3.0,7.0,10.0,5.0,15.0,,7.0,3.0,4.0,,,3.0,,,,3.0,4.0,8.0,,6.0,,4.0,,2.0,,,1.0,,1.0,6.0,44,1.0,,0.4,0.42857142857142855,1.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.5,0.6,0.375,0.5131578947368421,0.6,0.375,0.16666666666666666,0.03333333333333333,0.0625,19.248826291079812,,0.1,0.1206896551724138,0.04477611940298507,0.08108108108108109,0.10526315789473684,0.046511627906976744,0.058823529411764705,0.05,0.03333333333333333,0.05555555555555555,0.15384615384615385,0.14814814814814814,0.08333333333333333,0.07692307692307693,,0.4444444444444444,0.625,0.6666666666666666,0.4,0.16666666666666666,0.5,0.5,0.2222222222222222,0.25,0.25,0.5,0.1111111111111111,0.5,0.5,1.0,0.4,1.0,0.375,0.6666666666666666,0.125,0.6111111111111112,0.5,0.5007680555555556,0.46112000000000003,0.51558125,0.05263157894736842,0.0625,,0.15384615384615385,0.15384615384615385,6.486666666666667,24.483333333333334,0.2430939226519337,,3.0,,1.0,,,,,1.0,0.3333333333333333,,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.05263157894736842,0.07142857142857142,0.05555555555555555,0.2,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2457,1610612740,Jannero Pargo,Jannero Pargo,2457,NOH,15919.0,265,15.0,477,484,145,143.0,63,961,10.0,18.0,1.0,2.0,3.0,6.0,4.0,14.0,16.0,41.0,10.0,30.0,10.0,30.0,73,15.0,43.0,17.0,122.0,508,3.0,4.0,2.0,11.0,6.0,18.0,15.0,10.0,37.0,18.0,42.0,33.0,,29.0,10.0,4.0,18.0,9.0,27.0,6.0,3.0,6.0,3.0,9.0,63.0,3.0,,9.0,15.0,25.0,5.0,30.0,2.0,12.0,6.0,6.0,8.0,7.0,3.0,,1.0,,11.0,11.0,22.0,,18.0,2.0,24.0,,7.0,,4.0,2.0,1.0,2.0,37.0,145,3.0,3.0,0.3,0.3,0.7333333333333333,0.3488372093023256,0.35714285714285715,0.410958904109589,0.75,0.3333333333333333,0.4525862068965517,0.6428571428571429,0.4090909090909091,0.47244094488188976,0.6875,0.45,0.3706896551724138,0.0547945205479452,0.1111111111111111,25.0453720508167,0.7272727272727273,,0.10067114093959731,0.015544041450777202,0.10843373493975904,0.10344827586206896,0.02032520325203252,0.034482758620689655,0.019230769230769232,,0.09523809523809523,0.09302325581395349,0.109375,0.06,0.18181818181818182,0.03125,0.15517241379310345,0.5555555555555556,0.625,0.5,0.1206896551724138,0.2857142857142857,0.3333333333333333,0.35344827586206895,0.3902439024390244,0.3902439024390244,0.1875,0.25862068965517243,0.3333333333333333,0.3333333333333333,0.6,0.2857142857142857,0.5,0.18181818181818182,0.5,0.30303030303030304,0.5258620689655172,0.3448275862068966,0.47166913043478265,0.5194916666666667,0.47951666666666665,0.056910569105691054,0.0875,,0.09016393442622951,0.30327868852459017,12.180821917808219,25.686046511627907,0.3039832285115304,1.0,2.0,1.0,1.0,1.0,0.14285714285714285,,0.047619047619047616,0.5,0.25,,2.0,1.0,1.0,13.0,2.0,5.0,3.0,2.0,,0.03773584905660377,0.047619047619047616,0.11206896551724138,0.2857142857142857,0.15151515151515152,5.0,1.0,2.0,1.0,3.0,1.0,5.0,12.0,1.0,1.0,1.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.023255813953488372,0.07692307692307693,0.38461538461538464,0.4166666666666667,1.0,0.5,1.0,0.14285714285714285,0.4,0.3,,,,,,True,
2561,1610612740,David West,David West,2561,NOH,11478.0,191,5.0,353,355,107,111.0,45,708,15.0,23.0,4.0,6.0,3.0,5.0,6.0,20.0,13.0,28.0,,,,34.0,71,,,21.0,89.0,372,6.0,13.0,2.0,14.0,7.0,18.0,,8.0,22.0,48.0,20.0,,6.0,,,5.0,7.0,5.0,12.0,5.0,,4.0,1.0,2.0,29.0,5.0,,8.0,16.0,29.0,8.0,37.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,,7.0,7.0,13.0,2.0,21.0,2.0,22.0,3.0,8.0,,4.0,12.0,6.0,12.0,22.0,107,3.0,4.0,0.7058823529411765,0.7741935483870968,,,,0.4788732394366197,0.46153846153846156,0.3888888888888889,0.4788732394366197,0.46153846153846156,0.3888888888888889,0.55625,0.5,0.5,,0.07042253521126761,0.043478260869565216,21.375921375921376,0.5714285714285714,,0.1523809523809524,0.03205128205128205,0.14035087719298245,0.14814814814814814,0.041025641025641026,0.057692307692307696,0.025,0.015625,0.2,0.21875,0.06976744186046512,0.125,0.16,0.09375,0.323943661971831,0.6521739130434783,0.6818181818181818,0.5333333333333333,0.28169014084507044,0.3,0.35294117647058826,0.39436619718309857,0.4642857142857143,0.48148148148148145,0.9230769230769231,,,,,0.46153846153846156,0.6666666666666666,0.2777777777777778,0.6,,0.323943661971831,,0.44394788732394375,0.4519571428571429,0.4368166666666667,0.10526315789473684,0.10526315789473684,,0.15730337078651685,0.24719101123595505,9.222535211267605,,0.3031161473087819,5.0,,6.0,6.0,,0.15,0.03571428571428571,0.29411764705882354,0.5,0.6666666666666666,0.25,2.0,,5.0,,,,,3.0,1.0,0.07692307692307693,0.1,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,
2199,1610612740,Tyson Chandler,Tyson Chandler,2199,NOH,8605.0,143,48.0,249,257,69,89.0,35,506,17.0,23.0,5.0,8.0,3.0,4.0,1.0,1.0,,,,,,18.0,24,,,3.0,39.0,253,6.0,9.0,,12.0,3.0,4.0,,2.0,8.0,26.0,10.0,,10.0,,,1.0,1.0,,1.0,,,,,1.0,2.0,12.0,,8.0,12.0,23.0,21.0,44.0,1.0,1.0,,1.0,1.0,,4.0,,1.0,,5.0,9.0,16.0,2.0,6.0,,4.0,,1.0,,1.0,3.0,3.0,3.0,8.0,69,1.0,1.0,0.7222222222222222,1.0,,,,0.75,0.6666666666666666,0.75,0.75,0.6666666666666666,0.75,0.75,0.6666666666666666,0.8,,0.041666666666666664,0.043478260869565216,10.616438356164384,0.2,,0.1276595744680851,0.12631578947368421,0.1568627450980392,0.13793103448275862,0.1640625,0.07692307692307693,0.19047619047619047,0.125,0.11538461538461539,0.1724137931034483,0.10256410256410256,0.16666666666666666,0.14285714285714285,0.2,0.9583333333333334,0.7391304347826086,0.7727272727272727,0.7647058823529411,0.041666666666666664,1.0,1.0,,,,,,,,,0.8888888888888888,0.625,1.0,0.75,,0.9583333333333334,,0.581625,0.5842428571428572,0.60915,0.04,0.04,,0.3076923076923077,0.20512820512820512,0.5916666666666667,,0.27710843373493976,3.0,,4.0,1.0,1.0,,,0.21428571428571427,0.3333333333333333,,0.2,2.0,1.0,,,,,,9.0,,0.2727272727272727,0.32,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,0.125,,,,True,
2408,1610612740,Melvin Ely,Melvin Ely,2408,NOH,2634.0,44,-12.0,79,79,15,13.0,11,158,,4.0,,3.0,,1.0,3.0,8.0,,1.0,,,,3.0,13,,,4.0,10.0,85,1.0,4.0,,2.0,1.0,4.0,,2.0,4.0,2.0,4.0,,2.0,,,,1.0,,1.0,,,1.0,,,2.0,4.0,,2.0,2.0,5.0,4.0,9.0,,,,,2.0,1.0,,,1.0,,2.0,6.0,9.0,,5.0,,6.0,,2.0,,1.0,,,,4.0,15,,1.0,0.3333333333333333,0.5,,,,0.23076923076923078,0.25,0.25,0.23076923076923078,0.25,0.25,0.3125,0.25,0.4,,,,19.35483870967742,1.0,,0.09090909090909091,0.08695652173913043,0.2222222222222222,0.12903225806451613,0.08163265306122448,,0.14285714285714285,0.11764705882352941,,,0.13333333333333333,0.4,,,0.3076923076923077,,,,0.6153846153846154,0.375,0.375,0.07692307692307693,,,,,,,,0.75,,0.25,,,0.3076923076923077,,0.41896923076923076,0.511,0.378875,0.13333333333333333,0.13333333333333333,,0.2,0.4,6.6461538461538465,,0.189873417721519,1.0,,,,,,,0.5,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
978,1610612740,Peja Stojakovic,Peja Stojakovic,978,NOH,10248.0,171,4.0,311,315,105,98.0,31,626,4.0,8.0,,1.0,1.0,2.0,2.0,6.0,2.0,9.0,10.0,20.0,6.0,8.0,23,12.0,22.0,10.0,62.0,342,1.0,3.0,2.0,13.0,1.0,6.0,8.0,4.0,18.0,12.0,4.0,36.0,,20.0,10.0,2.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,,,7.0,12.0,22.0,,22.0,,2.0,,2.0,4.0,2.0,,,2.0,,4.0,3.0,9.0,,8.0,1.0,11.0,,3.0,,2.0,1.0,,1.0,18.0,105,3.0,2.0,0.75,0.75,1.0,0.5454545454545454,0.5454545454545454,0.34782608695652173,0.3333333333333333,0.16666666666666666,0.5777777777777777,0.6111111111111112,0.5,0.61,0.65,0.53125,0.4888888888888889,0.08695652173913043,0.25,15.384615384615385,1.0,,0.125,,0.125,0.125,,,,,0.08333333333333333,0.15625,0.125,0.20689655172413793,0.037037037037037035,,0.17777777777777778,0.5,0.6666666666666666,0.75,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.2222222222222222,0.2222222222222222,1.0,0.4444444444444444,0.5,0.5,1.0,0.1111111111111111,,0.14285714285714285,0.5,0.42857142857142855,0.6666666666666666,0.5,0.48954111111111115,0.4838571428571429,0.47946071428571424,0.0625,0.11538461538461539,,0.20967741935483872,0.2903225806451613,9.408695652173916,24.995454545454546,0.33762057877813506,3.0,,,1.0,,,,0.16666666666666666,1.0,0.5,,,1.0,1.0,2.0,,2.0,6.0,,,,,0.044444444444444446,,0.14285714285714285,2.0,,2.0,6.0,2.0,3.0,4.0,,,,,,1.0,0.5,0.5,,,1.0,1.0,1.0,,,0.6666666666666666,1.0,0.3333333333333333,,,3.0,0.5,1.0,True,
1763,1610612740,Ryan Bowen,Ryan Bowen,1763,NOH,1412.0,24,1.0,42,45,29,24.0,7,87,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,,1.0,1.0,1.0,3,,1.0,2.0,4.0,46,1.0,1.0,,2.0,1.0,2.0,1.0,2.0,4.0,,2.0,,2.0,1.0,,,1.0,,1.0,,,1.0,,,2.0,2.0,,4.0,4.0,8.0,3.0,11.0,,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,4.0,29,,,,,,,,0.3333333333333333,1.0,0.5,0.25,1.0,0.3333333333333333,0.4,1.0,0.5,0.25,,,10.204081632653061,,,0.36363636363636365,0.18181818181818182,0.4,0.38095238095238093,0.2,,0.5,,1.0,,0.42857142857142855,0.375,0.5,,0.25,1.0,1.0,,,,,0.5,,,,0.25,,,,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,,0.42667499999999997,0.6532,0.4396,0.2,0.25,,0.5,1.0,12.966666666666667,26.5,0.6904761904761905,,,,,,,,,,,,,,,,,,,1.0,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
