EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,DefArc3ReboundPct,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,Travels,Offensive Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,HeaveAttempts,ShootingFouls,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceFtPoints,SelfOReb,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,on,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,2466.0,41,3.0,69,74,16.0,18.0,5.0,143,3.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,8.0,67,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,2.0,8.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,16.0,0.75,0.75,0.8,1.0,0.8,1.0,0.8,1.0,0.2,0.25,10.526315789473685,0.3333333333333333,0.16666666666666666,0.05,0.1,0.07142857142857142,0.15,0.058823529411764705,0.2,0.07692307692307693,0.14285714285714285,0.2,0.2,1.0,0.8,0.75,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.8,0.5468,0.6454,0.25,1.7600000000000002,0.2318840579710145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,333.0,6,7.0,13,12,11.0,12.0,1.0,25,,,,,,,,1.0,1.0,5,,,1.0,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,1.0,11.0,,,,,,,0.16666666666666666,0.25,,,20.0,,0.14285714285714285,,0.5,,0.2222222222222222,,,,1.0,,,,,,,,,,,,,0.5,0.422825,0.50445,1.0,20.4,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,6264.0,104,16.0,185,185,55.0,61.0,21.0,370,4.0,7.0,,1.0,2.0,7.0,9.0,22.0,36.0,188,2.0,5.0,9.0,2.0,16.0,1.0,2.0,2.0,3.0,10.0,15.0,5.0,20.0,2.0,2.0,,4.0,,1.0,3.0,1.0,1.0,,1.0,,2.0,1.0,,,9.0,55.0,0.1111111111111111,0.125,0.4090909090909091,0.4,0.375,0.2857142857142857,0.43902439024390244,0.45,0.045454545454545456,0.14285714285714285,21.73913043478261,0.5,0.14705882352941177,0.041666666666666664,0.08823529411764706,0.06060606060606061,0.12745098039215685,0.04938271604938271,0.08333333333333333,0.06896551724137931,0.2,0.12195121951219512,0.1,0.5,0.19444444444444445,0.5714285714285714,0.6666666666666666,,0.19444444444444445,0.2857142857142857,0.2857142857142857,0.14285714285714285,,0.5833333333333334,0.4791916666666666,0.39275,0.25,9.345454545454544,0.2972972972972973,8.0,13.0,2.0,14.0,9.0,2.0,5.0,13.0,12.0,1.0,11.0,3.0,3.0,0.3888888888888889,0.08333333333333333,0.2222222222222222,0.3611111111111111,0.2857142857142857,25.235714285714288,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,6.0,3.0,2.0,3.0,4.0,4.0,8.0,3.0,1.0,1.0,2.0,1.0,20.0,1.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.21428571428571427,0.21428571428571427,0.5,0.5,0.5,0.5,0.14285714285714285,0.05555555555555555,0.16666666666666666,0.375,0.375,0.3333333333333333,0.027777777777777776,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.5,1.0,0.23076923076923078,0.483,0.05263157894736842,0.08333333333333333,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,239.0,4,3.0,9,9,9.0,9.0,,18,,,,,,,,1.0,,2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,33.333333333333336,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.41430000000000006,0.41430000000000006,,18.5,1.0,1.0,2.0,2.0,2.0,,2.0,,2.0,,,,,,0.6666666666666666,,0.3333333333333333,0.6666666666666666,0.6666666666666666,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,8864.0,148,-4.0,262,266,83.0,86.0,31.0,528,5.0,12.0,1.0,4.0,2.0,9.0,13.0,33.0,66.0,267,3.0,8.0,13.0,,26.0,3.0,1.0,,2.0,6.0,8.0,2.0,10.0,5.0,1.0,2.0,6.0,,1.0,22.0,,,,,,1.0,,,,13.0,83.0,,,0.3939393939393939,0.375,0.4732142857142857,0.32142857142857145,0.5161290322580645,0.40625,0.09090909090909091,0.25,22.972972972972972,0.8333333333333334,0.05714285714285714,,0.04878048780487805,0.02,0.0547945205479452,0.008333333333333333,,0.02564102564102564,0.08333333333333333,0.047619047619047616,0.07692307692307693,,0.21428571428571427,0.4166666666666667,0.5555555555555556,,0.16071428571428573,0.2222222222222222,0.2222222222222222,0.2857142857142857,0.25,0.625,0.464716037735849,0.45273181818181824,0.19696969696969696,9.293939393939395,0.31679389312977096,12.0,20.0,6.0,23.0,13.0,6.0,4.0,19.0,16.0,2.0,15.0,2.0,2.0,0.4107142857142857,0.03571428571428571,0.21428571428571427,0.35714285714285715,0.42857142857142855,27.82608695652174,,1.0,6.0,3.0,7.0,9.0,1.0,4.0,2.0,24.0,3.0,,7.0,4.0,3.0,7.0,1.0,2.0,4.0,,,17.0,1.0,,6.0,4.0,2.0,3.0,,1.0,3.0,2.0,5.0,1.0,1.0,0.8888888888888888,0.391304347826087,0.4090909090909091,0.25,0.2,0.2,,0.08333333333333333,,0.05555555555555555,0.5,0.5,,0.05357142857142857,0.35,0.35,0.8571428571428571,0.2,,0.3684210526315789,0.4860375,0.08333333333333333,0.13513513513513514,0.030303030303030304,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.2,0.16666666666666666,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2230,1610612753,Maurice Evans,Maurice Evans,2230,ORL,4171.0,70,,123,126,43.0,46.0,14.0,249,2.0,4.0,2.0,4.0,,,4.0,6.0,14.0,118,3.0,5.0,12.0,4.0,4.0,1.0,,,1.0,4.0,5.0,,5.0,1.0,,,1.0,,1.0,5.0,,,,,,,,,,12.0,43.0,0.5,0.5,0.6666666666666666,0.6,0.5,0.75,0.5,0.75,0.16666666666666666,0.25,10.79136690647482,1.0,0.06451612903225806,,0.1,,0.06944444444444445,,,,0.058823529411764705,0.08108108108108109,,,0.2857142857142857,0.5,0.6666666666666666,1.0,,,,0.5,0.5,0.8571428571428571,0.5235535714285715,0.519825,0.8571428571428571,6.216666666666666,0.34959349593495936,2.0,3.0,1.0,8.0,,3.0,,3.0,2.0,,,,,0.5714285714285714,0.16666666666666666,0.14285714285714285,0.21428571428571427,0.125,24.487499999999997,,1.0,2.0,5.0,1.0,2.0,,1.0,,6.0,,,1.0,1.0,,1.0,,,,1.0,,2.0,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,0.25,0.25,,,,,,,,1.0,1.0,,0.35714285714285715,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.3333333333333333,0.59905,,,,1.0,,1.0,1.0,2.0,,3.0,,2.0,0.6666666666666666,0.2,0.2,1.0,,1.0,1.0,1.0,2.0,0.5,0.25,0.5,,,,,,,,,,,True,,,,,,,,,,,,,
200788,1610612753,James Augustine,James Augustine,200788,ORL,94.0,2,4.0,4,3,2.0,3.0,1.0,7,,,,,1.0,1.0,1.0,1.0,2.0,3,1.0,1.0,2.0,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,16.666666666666668,,0.5,,,,0.5,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,0.3313,0.3313,1.0,9.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,6609.0,110,-23.0,191,195,49.0,54.0,24.0,386,11.0,16.0,5.0,6.0,4.0,7.0,18.0,29.0,60.0,212,8.0,11.0,26.0,6.0,30.0,,1.0,1.0,2.0,8.0,11.0,2.0,13.0,7.0,6.0,6.0,13.0,2.0,5.0,12.0,1.0,1.0,1.0,,,1.0,1.0,,,26.0,49.0,0.16666666666666666,0.16666666666666666,0.6206896551724138,0.7272727272727273,0.5714285714285714,0.7857142857142857,0.625,0.8125,,,28.110599078341014,0.5384615384615384,0.1095890410958904,0.020833333333333332,0.0625,0.02564102564102564,0.09523809523809523,0.022988505747126436,,,0.0625,0.13953488372093023,0.09090909090909091,1.0,0.38095238095238093,0.6875,0.6875,0.09090909090909091,0.16666666666666666,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.8333333333333334,0.6904761904761905,0.4760309523809524,0.4590821428571429,0.43333333333333335,6.6448275862068975,0.25654450261780104,6.0,13.0,3.0,13.0,12.0,3.0,4.0,13.0,13.0,,15.0,,,0.30952380952380953,0.047619047619047616,0.14285714285714285,0.30952380952380953,0.21428571428571427,25.438461538461542,,1.0,3.0,,4.0,4.0,1.0,3.0,2.0,6.0,6.0,,4.0,5.0,6.0,11.0,4.0,2.0,3.0,,2.0,28.0,,1.0,1.0,1.0,,1.0,,1.0,,,9.0,,,0.5,0.3076923076923077,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,,0.05263157894736842,0.07142857142857142,0.5,0.5,0.3333333333333333,,0.3076923076923077,0.3076923076923077,0.5,0.3333333333333333,,0.3076923076923077,0.3539,0.1875,0.2571428571428571,0.03333333333333333,,,2.0,,2.0,,5.0,3.0,1.0,0.6666666666666666,,,,,0.6666666666666666,,,,,,,3.0,1.0,0.1,0.25,,,,,,,True,,,,,,,,,,,,,
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,815.0,14,-18.0,24,24,9.0,3.0,3.0,48,,,,,,,,,2.0,32,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,,1.0,,,,3.7037037037037033,,0.25,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,2.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,1.0,1.0,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2586,1610612753,Keith Bogans,Keith Bogans,2586,ORL,7028.0,117,3.0,206,212,56.0,56.0,26.0,418,2.0,3.0,,1.0,1.0,3.0,4.0,9.0,20.0,210,,1.0,,2.0,6.0,,,2.0,3.0,10.0,13.0,2.0,15.0,,1.0,,1.0,,,10.0,,,,,,,,,,,56.0,0.25,0.25,0.4444444444444444,,0.3695652173913043,,0.4,,,,11.111111111111112,,0.125,0.037037037037037035,0.08571428571428572,,0.11304347826086956,0.021505376344086023,,,0.15,0.13636363636363635,,,0.13043478260869565,0.6666666666666666,0.6666666666666666,,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.2,,0.7391304347826086,0.5171521739130434,0.5597700000000001,,9.91111111111111,0.27184466019417475,3.0,6.0,1.0,14.0,3.0,4.0,,6.0,4.0,,5.0,,,0.6086956521739131,0.13043478260869565,0.13043478260869565,0.2608695652173913,0.2,24.349999999999998,,,1.0,8.0,1.0,3.0,,,,9.0,,,1.0,4.0,,4.0,,,3.0,1.0,,8.0,,,1.0,,1.0,,1.0,,1.0,,3.0,,,1.0,0.21428571428571427,0.21428571428571427,,,,,,0.08333333333333333,0.0625,0.3333333333333333,0.3333333333333333,1.0,0.34782608695652173,0.16666666666666666,0.16666666666666666,1.0,,,0.16666666666666666,0.4671,0.12,0.2727272727272727,,2.0,,,2.0,,,3.0,1.0,3.0,,0.25,0.25,1.0,,,2.0,,3.0,1.0,0.6,,,,,,,,,,,,True,,,,,,,,,,,,,
