EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,LongMidRangeFGM,LongMidRangeFGA,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,LostBallSteals,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,BlockedShortMidRange,OffAtRimReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,PtsUnassisted3s,Fg2aBlocked,LostBallTurnovers,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,BlockedAtRim,SecondChanceFtPoints,SelfOReb,Technical Free Throw Trips,ShortMidRangePctBlocked,OffCorner3ReboundPct,SelfORebPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Travels,FTOffRebounds,OffFTReboundPct,on,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,DefensiveGoaltends,3SecondViolations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,LongMidRangePctBlocked
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,3348.0,56,122,122,59.0,68,16.0,244,5.0,9.0,2.0,2.0,5.0,4.0,6.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,9.0,15.0,3.0,7.0,4.0,31.0,141.0,1.0,4.0,1.0,2.0,3.0,8.0,1.0,2.0,2.0,11.0,12.0,6.0,9.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,7.0,3.0,13.0,4.0,17.0,1.0,1.0,1.0,6.0,2.0,7.0,1.0,7.0,1.0,4.0,11.0,59.0,2.0,0.6666666666666666,0.75,1.0,0.42857142857142855,0.5,0.42857142857142855,0.6,0.25,0.375,0.6136363636363636,0.2,0.45,0.62,0.2,0.4583333333333333,0.3181818181818182,0.14285714285714285,0.2,17.73049645390071,0.3333333333333333,0.21875,0.075,0.17647058823529413,0.06666666666666667,0.20408163265306123,0.07272727272727272,0.07692307692307693,0.25,0.07692307692307693,0.1111111111111111,0.42857142857142855,0.21428571428571427,0.4090909090909091,0.5555555555555556,0.5555555555555556,0.8,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.09090909090909091,0.5,0.5,1.0,0.22727272727272727,0.4,0.5,1.0,0.4,0.2,0.5,0.4,0.2,0.5,0.7272727272727273,0.4,0.4997295454545455,0.4184375,0.4580349999999999,0.16,0.2222222222222222,0.06451612903225806,0.3548387096774194,4.066666666666666,25.599999999999998,0.48360655737704916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,1814.0,30,64,64,9.0,16,6.0,128,2.0,2.0,,,,,,,,,2.0,1.0,,,3.0,3.0,,2.0,,6.0,72.0,,,1.0,,,,,,,,4.0,2.0,,,2.0,,,7.0,7.0,5.0,14.0,,1.0,2.0,3.0,1.0,6.0,1.0,7.0,,,2.0,2.0,,,,,,,,9.0,,0.6666666666666666,0.6666666666666666,,,,,1.0,,,0.6,,,0.6,,,0.4,,,9.859154929577466,0.25,0.25,0.047619047619047616,0.25,,0.25,0.03125,,0.16666666666666666,,,0.42857142857142855,0.3333333333333333,0.4,1.0,1.0,0.5,,,,,,,,,0.4,,,,,1.0,,,,,0.8,,0.55096,,,,,,,5.533333333333334,25.4,0.140625,-10.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,158.0,3,6,8,6.0,8,,14,,,,,,1.0,1.0,,,,,,,,1.0,2.0,,,,2.0,7.0,,,,,1.0,2.0,,,,2.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,2.0,6.0,,,,,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,33.333333333333336,,0.5,,,,0.5,,,,,,0.5,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,0.4109,,0.4109,,,,1.0,14.35,,1.0,-1.0,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,3928.0,65,137,136,38.0,45,15.0,273,5.0,7.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,,,5.0,7.0,1.0,3.0,,13.0,161.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,2.0,6.0,4.0,3.0,2.0,2.0,1.0,,3.0,6.0,1.0,15.0,1.0,3.0,2.0,5.0,,7.0,4.0,11.0,3.0,2.0,3.0,13.0,,4.0,1.0,,,,2.0,38.0,1.0,0.6,0.75,1.0,0.3333333333333333,,0.3333333333333333,0.7142857142857143,0.5,1.0,0.65,0.3333333333333333,1.0,0.65,0.3333333333333333,1.0,0.3,,,9.210526315789474,,0.1282051282051282,0.08108108108108109,0.13333333333333333,0.045454545454545456,0.12962962962962962,0.06779661016949153,0.2,,0.05,0.08333333333333333,0.10526315789473684,0.1111111111111111,0.7,0.7142857142857143,0.7142857142857143,0.6,,,,,0.1,,,,0.2,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,,,1.0,0.5,0.6048849999999999,0.54205,0.5893,,,0.15384615384615385,0.15384615384615385,,25.166666666666668,0.2773722627737226,-8.0,,,,2.0,2.0,4.0,1.0,1.0,,1.0,,0.5,,,,,,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0625,0.25,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,6459.0,108,225,226,77.0,104,29.0,451,15.0,20.0,,1.0,1.0,,,,,7.0,22.0,,,7.0,16.0,21.0,7.0,22.0,20.0,73.0,270.0,1.0,1.0,,2.0,1.0,1.0,,7.0,9.0,11.0,10.0,22.0,15.0,,22.0,7.0,,6.0,7.0,3.0,15.0,,1.0,2.0,4.0,,6.0,1.0,7.0,4.0,3.0,9.0,12.0,,16.0,1.0,24.0,4.0,9.0,11.0,77.0,1.0,0.3125,0.3125,0.7142857142857143,0.3181818181818182,,0.3181818181818182,0.7619047619047619,1.0,1.0,0.6162790697674418,1.0,0.125,0.7019230769230769,1.0,0.4230769230769231,0.5116279069767442,,,22.093023255813954,,0.06896551724137931,0.014285714285714285,0.06666666666666667,,0.06818181818181818,0.009900990099009901,,,,0.1111111111111111,0.038461538461538464,0.08695652173913043,0.46511627906976744,0.75,0.7894736842105263,0.3333333333333333,,,,,,,,,0.5116279069767442,0.3181818181818182,0.3181818181818182,0.7142857142857143,,,0.125,1.0,0.875,,0.9767441860465116,0.3181818181818182,0.5585162790697675,0.3677,0.4774875,0.22,0.34615384615384615,0.0273972602739726,0.1506849315068493,0.7904761904761906,26.05454545454546,0.3422222222222222,-16.0,1.0,1.0,1.0,3.0,2.0,5.0,,,,,,0.6,,0.023255813953488372,1.0,1.0,,,1.0,1.0,,2.0,1.0,2.0,2.0,1.0,1.0,,0.02631578947368421,0.07142857142857142,,,6.0,1.0,1.0,2.0,2.0,2.0,0.047619047619047616,0.05,0.08333333333333333,,,,,,,,,,,,,,,,True,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,2700.0,45,90,92,29.0,45,13.0,182,3.0,5.0,3.0,1.0,2.0,3.0,4.0,,,,,,,,6.0,10.0,,,,12.0,104.0,3.0,4.0,,6.0,2.0,4.0,,,,4.0,8.0,4.0,,4.0,,,,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,5.0,9.0,1.0,,7.0,11.0,1.0,,,,,,4.0,29.0,,0.6666666666666666,1.0,,,,,0.6,0.75,0.5,0.6,0.75,0.5,0.6,0.75,0.5,,,,14.018691588785046,0.2,0.037037037037037035,0.12903225806451613,0.1111111111111111,0.1111111111111111,0.06666666666666667,0.125,,0.16666666666666666,0.1111111111111111,,0.1,0.06666666666666667,0.5,0.6,0.6,0.3333333333333333,0.4,0.75,0.75,1.0,,,,,,,,,0.75,,0.5,0.5,,,0.5,,0.5179900000000001,0.6041333333333333,0.502025,,,0.5,0.3333333333333333,4.61,,0.32222222222222224,4.0,,1.0,,1.0,,5.0,1.0,2.0,,2.0,,0.2,,0.1,,,,2.0,,,,,1.0,4.0,2.0,3.0,,,0.15,,0.3333333333333333,0.6666666666666666,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,True,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,3930.0,66,134,136,33.0,56,20.0,270,6.0,19.0,5.0,,2.0,3.0,10.0,,,1.0,3.0,,,1.0,11.0,36.0,1.0,3.0,13.0,38.0,168.0,2.0,6.0,,9.0,1.0,6.0,,1.0,7.0,9.0,8.0,14.0,3.0,4.0,3.0,1.0,,3.0,5.0,3.0,12.0,2.0,8.0,1.0,6.0,,7.0,10.0,17.0,1.0,1.0,3.0,9.0,1.0,8.0,,17.0,,6.0,9.0,33.0,2.0,0.36363636363636365,0.4444444444444444,1.0,0.3333333333333333,,0.3333333333333333,0.3055555555555556,0.3333333333333333,0.16666666666666666,0.32051282051282054,0.3333333333333333,0.14285714285714285,0.39361702127659576,0.5,0.375,0.07692307692307693,,,33.75796178343949,,0.16216216216216217,0.17777777777777778,0.0625,0.10526315789473684,0.1320754716981132,0.15625,0.09090909090909091,,0.058823529411764705,0.14285714285714285,0.15,0.08333333333333333,0.48717948717948717,0.3157894736842105,0.42857142857142855,0.16666666666666666,0.2564102564102564,0.3,0.3333333333333333,0.3333333333333333,,,,,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,0.8333333333333334,,0.2857142857142857,,0.14285714285714285,,0.5641025641025641,0.3333333333333333,0.5065641025641026,0.5912666666666667,0.4783714285714286,0.13333333333333333,0.14285714285714285,0.23684210526315788,0.23684210526315788,5.922222222222222,24.599999999999998,0.2462686567164179,-18.0,2.0,7.0,,4.0,1.0,6.0,1.0,1.0,,1.0,1.0,0.6666666666666666,1.0,0.1794871794871795,0.2857142857142857,0.2857142857142857,1.0,2.0,2.0,2.0,,,,2.0,1.0,2.0,,,0.25925925925925924,0.2,,0.4,,6.0,3.0,,2.0,2.0,0.16666666666666666,0.2631578947368421,,,1.0,5.0,3.0,1.0,0.1,0.5,0.14285714285714285,,,,,,,,True,,,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,3230.0,54,116,114,49.0,67,17.0,230,,4.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,6.0,1.0,1.0,,3.0,146.0,,2.0,,,,1.0,1.0,1.0,,3.0,,,3.0,,,,,3.0,4.0,,9.0,2.0,3.0,7.0,9.0,4.0,20.0,5.0,25.0,4.0,2.0,1.0,2.0,,1.0,,,,,3.0,49.0,,,,1.0,1.0,1.0,1.0,,,,0.21428571428571427,,0.75,0.21428571428571427,,0.75,0.14285714285714285,,,8.088235294117647,0.5,0.375,0.07692307692307693,0.4375,0.13333333333333333,0.4,0.09259259259259259,,,0.13333333333333333,0.5,0.4444444444444444,0.3333333333333333,0.5714285714285714,,,,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,1.0,,,,,1.0,,0.5,,,,0.7142857142857143,,0.50375,0.6232,0.425425,,,,1.0,4.6000000000000005,24.0,0.4224137931034483,-12.0,,1.0,2.0,1.0,,4.0,,6.0,,6.0,3.0,0.25,0.5,0.14285714285714285,,,,,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,,1.0,0.13043478260869565,0.14285714285714285,0.75,,,1.0,1.0,,,,0.16666666666666666,0.25,,2.0,5.0,,,,,,,1.0,1.0,0.5,1.0,,,,True,,,,,,,
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,5047.0,84,175,174,68.0,87,24.0,349,10.0,16.0,,5.0,7.0,5.0,11.0,1.0,1.0,1.0,8.0,,1.0,6.0,21.0,38.0,2.0,9.0,17.0,65.0,211.0,,,,,7.0,16.0,1.0,6.0,13.0,30.0,8.0,34.0,6.0,,8.0,1.0,,6.0,11.0,4.0,27.0,,,2.0,2.0,,4.0,,4.0,3.0,2.0,,2.0,,16.0,1.0,21.0,2.0,9.0,30.0,68.0,1.0,0.19047619047619047,0.19047619047619047,1.0,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.5526315789473685,,0.4375,0.5106382978723404,,0.38636363636363635,0.5714285714285714,,0.5178571428571429,0.19148936170212766,,,29.85074626865672,,0.04081632653061224,,0.08333333333333333,,0.0547945205479452,,,,,0.0625,,0.05555555555555555,0.3404255319148936,0.625,0.6666666666666666,0.2,0.23404255319148937,0.45454545454545453,0.5,,0.02127659574468085,1.0,1.0,1.0,0.1702127659574468,0.125,0.125,1.0,,,0.3181818181818182,0.7142857142857143,0.2727272727272727,0.16666666666666666,0.5319148936170213,0.125,0.47988936170212765,,0.4660409090909091,0.16666666666666666,0.2,,0.46153846153846156,8.55263157894737,25.21111111111111,0.38857142857142857,-6.0,6.0,11.0,1.0,2.0,1.0,4.0,,,,,,0.5,,0.23404255319148937,0.5454545454545454,0.5454545454545454,0.3333333333333333,,5.0,4.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,0.07142857142857142,0.16666666666666666,,,2.0,1.0,,2.0,2.0,0.05263157894736842,0.0625,,,,,,1.0,0.09090909090909091,,,,,,,1.0,,,True,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,1589.0,26,53,54,14.0,20,5.0,107,3.0,5.0,2.0,2.0,2.0,,,,,,,,,,4.0,8.0,,,3.0,11.0,70.0,2.0,2.0,,5.0,2.0,2.0,,,1.0,5.0,4.0,4.0,,4.0,,,,,1.0,,3.0,1.0,1.0,1.0,,1.0,2.0,3.0,5.0,2.0,2.0,2.0,7.0,,5.0,1.0,3.0,1.0,2.0,5.0,14.0,3.0,0.5,1.0,,,,,0.5,1.0,1.0,0.5,1.0,1.0,0.6111111111111112,1.25,1.25,,,,18.965517241379313,0.25,,0.07692307692307693,0.16666666666666666,0.1111111111111111,0.06666666666666667,0.09090909090909091,,,0.1111111111111111,,,0.16666666666666666,0.625,0.6,0.75,0.3333333333333333,,,,,,,,,,,,,1.0,,1.0,1.0,,,0.625,,0.48797499999999994,0.4289,0.52775,0.2222222222222222,0.2222222222222222,0.45454545454545453,0.45454545454545453,6.4375,,0.2641509433962264,-17.0,1.0,3.0,,1.0,,2.0,,,,,,0.5,,0.375,0.3333333333333333,0.3333333333333333,1.0,2.0,1.0,1.0,,,,1.0,2.0,1.0,,,0.14285714285714285,,,1.0,,1.0,1.0,,,,0.125,0.2,,,,1.0,,,,,,,,,,,1.0,1.0,True,,,,,,,
