EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LostBallSteals,2pt And 1 Free Throw Trips,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsAssisted3s,Corner3Assists,OffThreePtRebounds,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Assisted3sPct,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Arc3PctAssisted,Corner3FGM,LongMidRangeAssists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SelfOReb,ThreePtShootingFoulsDrawn,SelfORebPct,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,on,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,PenaltyCorner3Accuracy,Travels,Technical Free Throw Trips
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,5311.0,89,4.0,159,161,62.0,51.0,18.0,320,5.0,8.0,2.0,4.0,1.0,1.0,3.0,7.0,1.0,5.0,1.0,9.0,20.0,1.0,4.0,22.0,166,5.0,7.0,1.0,11.0,3.0,3.0,3.0,9.0,10.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,10.0,1.0,13.0,7.0,20.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,4.0,8.0,15.0,2.0,1.0,7.0,12.0,4.0,2.0,6.0,3.0,1.0,2.0,6.0,3.0,9.0,62.0,1.0,1.0,0.5555555555555556,0.625,0.45,0.7142857142857143,1.0,0.42857142857142855,0.7142857142857143,1.0,0.4074074074074074,0.6875,0.6428571428571429,0.047619047619047616,0.1,0.2857142857142857,17.58241758241758,0.4,0.125,0.14285714285714285,0.2127659574468085,0.10344827586206896,0.06896551724137931,0.15789473684210525,0.07692307692307693,0.15789473684210525,0.14285714285714285,0.04,0.17647058823529413,0.23076923076923078,0.23529411764705882,0.10526315789473684,0.5,0.38095238095238093,0.625,0.625,0.6,0.3333333333333333,0.42857142857142855,0.6,0.3333333333333333,0.23809523809523808,0.2,0.2,1.0,0.047619047619047616,0.5714285714285714,0.5,0.5,0.3333333333333333,1.0,0.42857142857142855,0.499965,0.5312142857142856,0.5055333333333333,0.16,0.16666666666666666,0.5,0.4090909090909091,6.614999999999999,38.2,0.389937106918239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,2415.0,40,19.0,70,69,24.0,21.0,12.0,139,2.0,2.0,,,2.0,2.0,,,,3.0,2.0,2.0,5.0,3.0,5.0,12.0,58,,,,,2.0,4.0,3.0,10.0,,4.0,,2.0,,2.0,3.0,1.0,7.0,1.0,,2.0,1.0,,3.0,1.0,4.0,1.0,,,1.0,,1.0,,,1.0,,1.0,2.0,3.0,,,4.0,7.0,2.0,2.0,1.0,1.0,,,1.0,,10.0,24.0,,2.0,,,0.4,,0.5,0.4375,,0.7,0.5454545454545454,,0.7142857142857143,0.375,,,14.285714285714286,,,,0.041666666666666664,0.03125,0.18181818181818182,0.08571428571428572,0.025,,0.09090909090909091,,0.14285714285714285,,,0.25,,0.25,1.0,1.0,,,,,,0.375,,,,0.25,,,,0.4,1.0,0.625,0.5088375,,0.50634,0.2222222222222222,0.3333333333333333,,0.8333333333333334,12.9,24.3,0.34285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.125,0.5,0.5,0.2,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,3403.0,57,-12.0,100,101,31.0,35.0,13.0,201,4.0,11.0,1.0,1.0,3.0,3.0,2.0,7.0,2.0,2.0,3.0,8.0,20.0,4.0,3.0,22.0,116,1.0,1.0,1.0,3.0,5.0,5.0,3.0,16.0,10.0,6.0,2.0,3.0,2.0,,2.0,,6.0,2.0,,4.0,7.0,1.0,12.0,4.0,16.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,3.0,,,3.0,3.0,,,6.0,4.0,2.0,,2.0,1.0,,1.0,2.0,2.0,16.0,31.0,,,0.625,0.7142857142857143,0.4,1.0,1.0,0.3958333333333333,1.0,0.9285714285714286,0.4230769230769231,0.75,0.8888888888888888,0.16666666666666666,0.1,,24.786324786324787,0.6666666666666666,0.2,,0.2,0.05128205128205128,0.26666666666666666,0.22,0.07547169811320754,0.07142857142857142,,0.07692307692307693,0.2,0.25,0.16666666666666666,0.25,1.0,0.4583333333333333,0.36363636363636365,0.4444444444444444,0.5,0.2916666666666667,0.2857142857142857,0.2857142857142857,0.5,0.08333333333333333,1.0,1.0,1.0,0.125,1.0,1.0,,0.42857142857142855,1.0,0.625,0.5075083333333333,0.4851,0.5591571428571428,0.07692307692307693,0.09090909090909091,0.13636363636363635,0.7272727272727273,5.535,24.825000000000003,0.31,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,,,,0.25,0.5,0.25,0.041666666666666664,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.5,0.3333333333333333,3.0,1.0,2.0,1.0,1.0,1.0,0.18181818181818182,0.14285714285714285,0.1,0.25,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,1753.0,29,-12.0,50,56,14.0,16.0,5.0,106,1.0,2.0,,1.0,,1.0,,,,,1.0,1.0,2.0,3.0,4.0,12.0,70,,1.0,,,,1.0,2.0,2.0,,2.0,,1.0,,1.0,1.0,,2.0,1.0,,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,3.0,5.0,3.0,,,,,,,,2.0,14.0,,,,,0.5,,,0.8,,,0.8571428571428571,,0.5,0.6,,,11.666666666666668,,0.5,,,0.05555555555555555,0.14285714285714285,0.04,0.037037037037037035,,,0.125,,,,,,0.4,0.5,0.5,,,,,,,,,,0.2,1.0,,,1.0,,1.0,0.5928,0.5746,0.5746,0.42857142857142855,0.75,,0.16666666666666666,2.35,23.866666666666664,0.28,2.0,,,,2.0,,,,,,,,,1.0,0.6666666666666666,,0.6666666666666666,0.4,,,,,,6.0,,,,,1.0,,,,,0.25,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,3201.0,53,5.0,91,95,29.0,36.0,11.0,186,4.0,5.0,,1.0,1.0,2.0,2.0,4.0,1.0,3.0,5.0,7.0,12.0,5.0,9.0,26.0,94,,1.0,4.0,4.0,1.0,4.0,2.0,7.0,2.0,12.0,,5.0,,6.0,6.0,5.0,12.0,3.0,,,3.0,1.0,4.0,3.0,7.0,4.0,3.0,1.0,,1.0,,,,1.0,,1.0,,2.0,,,7.0,11.0,3.0,1.0,,,,,,,7.0,29.0,2.0,1.0,0.14285714285714285,0.14285714285714285,0.5833333333333334,,0.25,0.5,,0.35714285714285715,0.5909090909090909,0.6666666666666666,0.4375,0.29411764705882354,,,21.296296296296294,1.0,0.25,,0.11538461538461539,0.06976744186046512,,0.06976744186046512,0.05357142857142857,0.0625,0.18181818181818182,,0.1111111111111111,0.14285714285714285,0.1,,,0.29411764705882354,0.8,0.8,0.25,0.23529411764705882,0.5,0.5,,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.29411764705882354,1.0,,,0.2857142857142857,0.5,0.5882352941176471,0.46169705882352946,0.6634,0.4332,0.19047619047619047,0.2,0.15384615384615385,0.2692307692307692,8.4,26.8,0.31868131868131866,,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,,,1.0,1.0,,0.2,0.3333333333333333,0.2,,0.2,0.2,0.42857142857142855,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,1.0,1.0,0.14285714285714285,0.16666666666666666,,,,,,,,True,,,,,,,,,,
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,1632.0,27,,47,46,22.0,9.0,6.0,93,3.0,6.0,,1.0,1.0,2.0,1.0,1.0,,1.0,,4.0,8.0,,5.0,13.0,53,1.0,2.0,,2.0,1.0,2.0,,2.0,6.0,2.0,,,,,,,,2.0,,,3.0,,3.0,2.0,5.0,,,1.0,2.0,1.0,2.0,,,3.0,,2.0,2.0,5.0,,,5.0,7.0,4.0,,,,,,,,2.0,22.0,1.0,,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5909090909090909,0.5,0.5,,,,25.925925925925924,0.3333333333333333,,,0.25,0.125,,0.14285714285714285,0.10526315789473684,0.4,,,,,0.5,,,0.75,0.5,0.5,1.0,0.125,1.0,1.0,,0.125,,,,,0.5,,,1.0,0.5,0.75,0.535525,0.4242,0.6004499999999999,0.36363636363636365,0.36363636363636365,0.15384615384615385,0.15384615384615385,4.7125,,0.46808510638297873,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,496.0,8,8.0,16,15,,,3.0,31,1.0,1.0,,,,,,,,,,1.0,1.0,,,2.0,11,,,,,,,,,2.0,,,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,5.555555555555555,,0.5,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,0.6213,,,,,,,1.1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,4260.0,71,12.0,126,127,49.0,33.0,10.0,253,4.0,6.0,,,1.0,3.0,2.0,2.0,6.0,14.0,9.0,12.0,22.0,11.0,4.0,37.0,131,2.0,2.0,,4.0,4.0,7.0,2.0,13.0,6.0,18.0,,9.0,,4.0,4.0,3.0,8.0,,,1.0,1.0,1.0,3.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,,3.0,6.0,,,2.0,4.0,1.0,1.0,,,,,,,13.0,49.0,,1.0,0.25,0.25,0.5454545454545454,1.0,0.5714285714285714,0.5,0.6666666666666666,0.4583333333333333,0.5285714285714286,0.6666666666666666,0.5,0.3333333333333333,,,27.00729927007299,0.5,0.125,,0.02631578947368421,,0.041666666666666664,0.03225806451612903,,,,,0.06666666666666667,,,,,0.18181818181818182,0.6666666666666666,0.6666666666666666,0.5,0.06060606060606061,1.0,1.0,,0.42424242424242425,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.2727272727272727,,,,0.25,0.3333333333333333,0.5151515151515151,0.4931590909090909,0.4666166666666666,0.5071541666666667,0.029411764705882353,0.043478260869565216,0.10810810810810811,0.35135135135135137,13.8,25.227272727272727,0.3888888888888889,2.0,3.0,1.0,3.0,3.0,1.0,5.0,9.0,3.0,,,,1.0,,0.2727272727272727,0.2,0.2727272727272727,0.06060606060606061,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.1111111111111111,,,1.0,,,,,,,,2.0,1.0,1.0,0.3333333333333333,0.16666666666666666,,,True,,,,,,,,,,
2240,1610612764,Gilbert Arenas,Gilbert Arenas,2240,WAS,1712.0,29,-10.0,51,49,13.0,18.0,7.0,100,1.0,3.0,,,1.0,1.0,,3.0,1.0,3.0,5.0,2.0,9.0,6.0,,16.0,60,,,,,1.0,2.0,,5.0,2.0,2.0,,5.0,3.0,2.0,3.0,1.0,7.0,,,1.0,1.0,,2.0,,2.0,,,1.0,,1.0,,,,1.0,,,1.0,3.0,,,4.0,,,,,,,,,,5.0,13.0,,,0.5,0.5,0.2222222222222222,,0.5,0.5333333333333333,,0.625,0.5333333333333333,,0.625,0.4,0.3333333333333333,0.3333333333333333,26.666666666666668,1.0,,,0.07142857142857142,,0.1111111111111111,0.08695652173913043,,,,,0.2,,,0.14285714285714285,,0.2,0.3333333333333333,1.0,1.0,0.2,,,,0.2,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,0.25,1.0,0.6,0.5009214285714286,0.5316,0.5955,,,,0.3125,10.533333333333333,26.516666666666666,0.2549019607843137,1.0,4.0,1.0,2.0,4.0,1.0,2.0,9.0,4.0,1.0,,,,,0.6666666666666666,0.5,0.6666666666666666,0.06666666666666667,0.8,0.8,0.5,0.5,0.8,3.0,1.0,,,1.0,0.25,0.6666666666666666,,,,,0.25,,1.0,,,,,,,,,,1.0,,,1.0,1.0,True,,,,,,,,,,
201187,1610612764,Dominic McGuire,Dominic McGuire,201187,WAS,858.0,14,8.0,30,30,24.0,11.0,2.0,60,,,,,,,,,,,,,,,1.0,1.0,23,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,,,2.0,,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,24.0,,,,,,,,,,,0.5,,0.5,,,,3.125,,,,0.25,0.16666666666666666,,0.125,0.1111111111111111,,,0.2,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
