EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,NonHeaveArc3FGM,Arc3Assists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceFg3Pct,PenaltyFg3Pct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeAssists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PtsUnassisted3s,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PtsPutbacks,HeaveAttempts,Loose Ball Fouls,DefensiveGoaltends,ShortMidRangePctBlocked,Technical Free Throw Trips,LongMidRangePctBlocked,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,on
1730,1610612756,Brian Skinner,Brian Skinner,1730,PHX,1140.0,19,-12.0,33,35,10.0,14,5.0,68,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0,45,1.0,1.0,2.0,4.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,5.0,10.0,2.0,0.5,0.5,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.7,1.0,0.8333333333333334,13.513513513513514,0.15384615384615385,0.125,0.16666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.40903333333333336,0.2927,0.2927,0.5714285714285714,0.7142857142857143,9.133333333333333,0.30303030303030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1921,1610612756,Gordan Giricek,Gordan Giricek,1921,PHX,4101.0,68,3.0,136,136,79.0,70,15.0,272,5.0,1.0,1.0,1.0,7.0,4.0,13.0,4.0,15.0,128,1.0,1.0,,2.0,2.0,7.0,4.0,8.0,4.0,4.0,5.0,7.0,7.0,,3.0,4.0,4.0,1.0,,,,,,8.0,79.0,1.0,0.5,0.5,0.3076923076923077,1.0,0.2857142857142857,0.3235294117647059,0.5,0.2222222222222222,0.39473684210526316,0.5,0.36363636363636365,14.379084967320262,0.08333333333333333,0.09859154929577464,0.047619047619047616,0.047619047619047616,,0.29411764705882354,0.058823529411764705,1.0,1.0,0.4117647058823529,0.14285714285714285,0.14285714285714285,1.0,0.5294117647058824,0.45738124999999996,,0.44167499999999993,0.13333333333333333,0.5333333333333333,11.023076923076925,0.5808823529411765,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.23529411764705882,0.07692307692307693,0.2,1.0,0.18181818181818182,0.16666666666666666,0.25,0.4,0.5,0.5,0.058823529411764705,1.0,1.0,1.0,0.17647058823529413,0.5,0.2222222222222222,0.5,0.2222222222222222,0.05555555555555555,0.07142857142857142,28.224999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1952,1610612756,Raja Bell,Raja Bell,1952,PHX,8929.0,149,19.0,284,278,133.0,75,35.0,562,3.0,2.0,2.0,3.0,8.0,6.0,13.0,11.0,50.0,300,1.0,1.0,,11.0,2.0,4.0,9.0,25.0,6.0,6.0,13.0,16.0,21.0,3.0,13.0,13.0,14.0,2.0,,,,,,25.0,133.0,2.0,0.5,0.5,0.46153846153846156,1.0,0.5,0.6964285714285714,1.375,0.8,0.7142857142857143,1.375,0.8333333333333334,11.5625,0.11403508771929824,0.1111111111111111,0.02702702702702703,0.20588235294117646,,0.10714285714285714,0.07142857142857142,1.0,1.0,0.2857142857142857,0.375,0.375,0.6666666666666666,0.6428571428571429,0.5151589285714285,0.5673,0.47418999999999994,0.22,0.5,13.761538461538462,0.46830985915492956,1.0,,,3.0,4.0,11.0,2.0,4.0,9.0,15.0,3.0,6.0,27.0,11.0,,8.0,1.0,9.0,,5.0,19.0,2.0,2.0,2.0,,,,2.0,2.0,1.0,1.0,5.0,2.0,1.0,0.6,0.6,0.5357142857142857,,,,0.09523809523809523,0.11627906976744186,0.058823529411764705,0.3333333333333333,0.3333333333333333,,0.14285714285714285,0.75,0.75,1.0,0.39285714285714285,0.5,,,0.4,0.15151515151515152,0.2777777777777778,24.34,1.0,1.0,1.0,2.0,6.0,2.0,3.0,3.0,4.0,6.0,1.0,3.0,2.0,3.0,1.0,5.0,2.0,2.0,1.0,0.6666666666666666,0.2,0.030303030303030304,0.07142857142857142,0.03937007874015748,0.07142857142857142,0.1111111111111111,0.25,0.5,0.5454545454545454,0.5454545454545454,1.0,0.25,1.0,1.0,1.0,1.0,0.2,0.5,0.75,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2564,1610612756,Boris Diaw,Boris Diaw,2564,PHX,10648.0,177,8.0,343,339,159.0,108,41.0,682,19.0,10.0,19.0,8.0,19.0,35.0,57.0,3.0,73.0,359,5.0,6.0,,10.0,15.0,19.0,,30.0,26.0,44.0,17.0,21.0,28.0,9.0,22.0,15.0,6.0,,4.0,2.0,2.0,4.0,3.0,30.0,159.0,,0.37142857142857144,0.37142857142857144,0.6140350877192983,0.8333333333333334,0.7894736842105263,0.546875,0.625,0.7142857142857143,0.5447761194029851,0.625,0.7142857142857143,20.103092783505154,0.12142857142857143,0.1242603550295858,0.11627906976744186,0.125,0.75,0.296875,0.296875,0.5263157894736842,0.5263157894736842,0.296875,0.42105263157894735,0.42105263157894735,1.0,0.40625,0.4627492187499999,0.441125,0.49147857142857143,0.136986301369863,0.410958904109589,9.366666666666667,0.46355685131195334,17.0,9.0,9.0,,5.0,2.0,,2.0,,7.0,2.0,2.0,,2.0,,15.0,8.0,23.0,3.0,3.0,54.0,4.0,3.0,1.0,3.0,3.0,,11.0,7.0,1.0,2.0,3.0,2.0,,,,0.109375,,,0.2727272727272727,0.13793103448275862,0.12244897959183673,0.13043478260869565,0.8947368421052632,0.8947368421052632,0.23529411764705882,0.078125,,,,0.03125,,0.42857142857142855,1.0,0.09523809523809523,0.04477611940298507,0.05,23.74285714285714,,2.0,,,,,,,,,5.0,10.0,2.0,5.0,,7.0,1.0,8.0,,,,0.04132231404958678,0.05555555555555555,0.044585987261146494,0.03773584905660377,0.045454545454545456,0.16666666666666666,0.1,,,,0.25,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,0.05555555555555555,0.03125,0.07142857142857142,0.07142857142857142,0.125,1.0,,,,,,,,,,,,,,,,True
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,6280.0,105,-11.0,209,206,95.0,80,20.0,415,16.0,7.0,10.0,1.0,5.0,14.0,31.0,9.0,49.0,225,,1.0,,,5.0,15.0,3.0,16.0,6.0,22.0,8.0,13.0,15.0,,8.0,7.0,9.0,,,,,,,16.0,95.0,,0.21428571428571427,0.21428571428571427,0.45161290322580644,,0.3333333333333333,0.425531914893617,,0.325,0.49,,0.38095238095238093,23.376623376623375,0.10126582278481013,0.13131313131313133,0.04,0.07142857142857142,,0.3404255319148936,0.2127659574468085,0.7,0.7,0.10638297872340426,0.2,0.2,,0.6808510638297872,0.5232127659574468,0.4083,0.53632,,0.32653061224489793,6.574193548387096,0.45454545454545453,6.0,2.0,10.0,1.0,9.0,7.0,,3.0,4.0,16.0,,5.0,9.0,7.0,2.0,5.0,3.0,8.0,1.0,2.0,19.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,0.75,0.25,0.25,0.3404255319148936,0.06451612903225806,0.125,0.5,0.25,0.19230769230769232,0.1875,0.375,0.42857142857142855,0.16666666666666666,0.19148936170212766,0.1111111111111111,0.1111111111111111,1.0,0.14893617021276595,,0.5,0.2,0.15,0.1,0.12121212121212122,24.30625,,,,2.0,3.0,,1.0,,1.0,3.0,2.0,3.0,,2.0,,2.0,,2.0,,0.2,,0.02702702702702703,,0.02127659574468085,,,0.5,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,,0.1,,0.3333333333333333,0.42857142857142855,,,,1.0,,,,,2.0,0.041666666666666664,0.06666666666666667,,0.038461538461538464,,,3.0,2.0,1.0,0.058823529411764705,,,,,,,,,,,,True
201199,1610612756,DJ Strawberry,DJ Strawberry,201199,PHX,182.0,3,-9.0,6,7,,3,,13,1.0,,,,2.0,,3.0,,,9,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,0.3333333333333333,0.5020333333333333,,,,,13.200000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,8134.0,136,27.0,255,252,122.0,73,35.0,507,30.0,4.0,14.0,4.0,18.0,28.0,62.0,12.0,68.0,264,5.0,8.0,1.0,11.0,14.0,25.0,5.0,33.0,40.0,16.0,19.0,23.0,35.0,8.0,13.0,21.0,19.0,3.0,11.0,7.0,4.0,11.0,8.0,33.0,122.0,2.0,0.7142857142857143,0.8,0.45161290322580644,0.625,0.56,0.4307692307692308,0.5555555555555556,0.5,0.4722222222222222,0.6111111111111112,0.532258064516129,26.87074829931973,0.18446601941747573,0.168,0.21875,0.1388888888888889,0.7272727272727273,0.46153846153846156,0.2153846153846154,0.2857142857142857,0.3333333333333333,0.27692307692307694,0.2222222222222222,0.2222222222222222,1.0,0.5076923076923077,0.4877921875,0.5302642857142857,0.5175703703703705,0.16176470588235295,0.4852941176470588,7.161290322580645,0.47843137254901963,20.0,11.0,17.0,,1.0,2.0,1.0,2.0,,3.0,1.0,3.0,,1.0,9.0,,2.0,2.0,1.0,,6.0,2.0,5.0,3.0,2.0,1.0,1.0,7.0,3.0,3.0,,9.0,,,,,0.046153846153846156,0.14516129032258066,0.23333333333333334,0.2857142857142857,0.09090909090909091,0.2,0.1111111111111111,0.6666666666666666,0.8695652173913043,0.7,0.015384615384615385,,,,0.03076923076923077,0.1111111111111111,0.6071428571428571,0.6470588235294118,0.07142857142857142,0.13043478260869565,0.13636363636363635,42.63333333333333,,,,1.0,,,,,,,1.0,,2.0,10.0,2.0,12.0,1.0,5.0,,,0.4,0.11627906976744186,0.07407407407407407,0.10619469026548672,0.10810810810810811,0.058823529411764705,,0.5,,,,,,,,,0.03571428571428571,,,,5.0,6.0,,2.0,2.0,,1.0,1.0,2.0,0.125,0.12,0.1,0.07692307692307693,0.6666666666666666,0.8333333333333334,,5.0,,,6.0,1.0,1.0,1.0,0.14285714285714285,,,,,,,True
959,1610612756,Steve Nash,Steve Nash,959,PHX,6989.0,116,8.0,225,221,110.0,59,29.0,446,7.0,5.0,6.0,7.0,16.0,15.0,29.0,11.0,56.0,241,1.0,1.0,,5.0,10.0,17.0,8.0,37.0,,30.0,8.0,9.0,10.0,2.0,6.0,7.0,12.0,3.0,1.0,1.0,,1.0,1.0,37.0,110.0,3.0,,,0.5172413793103449,1.0,0.5882352941176471,0.5113636363636364,1.25,0.5576923076923077,0.5612244897959183,1.25,0.6166666666666667,22.093023255813954,0.08695652173913043,0.08108108108108109,0.03571428571428571,0.16129032258064516,1.0,0.1590909090909091,0.13636363636363635,0.8333333333333334,0.8333333333333334,0.36363636363636365,0.4375,0.4666666666666667,,0.5,0.45625000000000004,0.468975,0.45879038461538457,0.08928571428571429,0.6607142857142857,11.255172413793105,0.4888888888888889,3.0,3.0,5.0,1.0,1.0,14.0,1.0,9.0,5.0,15.0,1.0,9.0,9.0,13.0,1.0,15.0,1.0,16.0,,4.0,33.0,1.0,2.0,2.0,7.0,4.0,3.0,8.0,2.0,,,1.0,2.0,0.6,0.3333333333333333,0.35714285714285715,0.3409090909090909,0.034482758620689655,,0.875,0.05263157894736842,0.06060606060606061,0.06666666666666667,0.42857142857142855,0.42857142857142855,,0.022727272727272728,1.0,1.0,1.0,0.3181818181818182,0.5,0.19230769230769232,0.6,0.34615384615384615,0.043478260869565216,0.03333333333333333,26.986666666666665,,,,,4.0,1.0,3.0,1.0,3.0,4.0,1.0,8.0,,1.0,,1.0,,1.0,1.0,0.3333333333333333,,0.012658227848101266,,0.009708737864077669,,,,,0.2857142857142857,0.2857142857142857,0.5,,,,1.0,1.0,,,0.3333333333333333,0.3076923076923077,,,3.0,,,,,1.0,1.0,,0.043478260869565216,,,,,6.0,,1.0,0.0625,,1.0,1.0,,,1.0,0.0625,,,,,True
1752,1610612756,Sean Marks,Sean Marks,1752,PHX,54.0,1,-3.0,2,1,2.0,1,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
255,1610612756,Grant Hill,Grant Hill,255,PHX,1734.0,29,-9.0,55,57,14.0,18,3.0,112,1.0,,,2.0,4.0,3.0,5.0,1.0,7.0,63,,,,,,1.0,,,2.0,4.0,4.0,5.0,6.0,,,,1.0,,1.0,,,1.0,1.0,,14.0,,0.3333333333333333,0.3333333333333333,0.6,,,0.6,,,0.6,,,8.474576271186441,0.18181818181818182,0.15384615384615385,,0.3333333333333333,1.0,0.2,,,,0.8,0.5,0.5,0.5,0.2,0.45492,,0.369,,,14.239999999999998,0.2545454545454545,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,0.047619047619047616,,0.04,0.07142857142857142,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,True
