EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,HeaveAttempts,Technical Free Throw Trips,Clear Path Fouls,Corner3PctBlocked,on
136,1610612738,P.J. Brown,P.J. Brown,136,BOS,12968.0,216,-35,385,386,157,140,53,771,7.0,12.0,1.0,2.0,2.0,7.0,2.0,10.0,10.0,19.0,19,41,17.0,55,420,3.0,5,6.0,12.0,9.0,18,7.0,25,36.0,2.0,2.0,2.0,7.0,1.0,8.0,1.0,5.0,1.0,1.0,17.0,1.0,8.0,5.0,17.0,5.0,27.0,9.0,36.0,5.0,4.0,1.0,2.0,1.0,5.0,1.0,7.0,2.0,4.0,23.0,36.0,1.0,3.0,15.0,2.0,2.0,21.0,1.0,10.0,1.0,8.0,7.0,1.0,8.0,6.0,1.0,25,157,1.0,1.0,0.9473684210526315,1.0,0.4634146341463415,0.6,0.5,0.4634146341463415,0.6,0.5,0.5392156862745098,0.6666666666666666,0.5681818181818182,0.04878048780487805,0.08333333333333333,0.1,13.03370786516854,0.2857142857142857,0.29411764705882354,0.13076923076923078,0.05194805194805195,0.11904761904761904,0.02040816326530612,0.12790697674418605,0.04433497536945813,0.04081632653061224,0.11627906976744186,0.016129032258064516,0.027777777777777776,0.05555555555555555,0.2,0.13559322033898305,0.09090909090909091,0.2222222222222222,0.75,0.2926829268292683,0.5833333333333334,0.6363636363636364,0.8571428571428571,0.24390243902439024,0.2,0.2222222222222222,1.0,0.4634146341463415,0.5263157894736842,0.5263157894736842,1.0,0.4,0.5,0.3888888888888889,0.2857142857142857,0.2926829268292683,0.4400682926829268,0.486225,0.4289833333333333,0.2,0.2,0.21818181818181817,0.45454545454545453,10.575609756097561,0.4077922077922078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,45857.0,764,143,1391,1380,409,409,189,2771,42.0,79.0,7.0,11.0,4.0,16.0,18.0,39.0,30.0,68.0,90,186,100.0,388,1401,8.0,15,8.0,36.0,20.0,43,65.0,129,76.0,104.0,8.0,19.0,66.0,14.0,80.0,6.0,24.0,17.0,25.0,174.0,3.0,13.0,18.0,58.0,6.0,82.0,16.0,98.0,23.0,14.0,9.0,34.0,19.0,24.0,15.0,58.0,4.0,18.0,32.0,65.0,,7.0,110.0,3.0,11.0,125.0,6.0,40.0,25.0,7.0,4.0,1.0,8.0,7.0,1.0,129,409,12.0,25.0,0.4222222222222222,0.4418604651162791,0.4838709677419355,0.5333333333333333,0.46511627906976744,0.5179856115107914,0.56,0.5161290322580645,0.5756676557863502,0.6,0.6323529411764706,0.10215053763440861,0.1518987341772152,0.07692307692307693,24.610591900311526,0.5862068965517241,0.15,0.11740890688259109,0.02574257425742574,0.10344827586206896,0.020689655172413793,0.11377245508982035,0.024615384615384615,0.054945054945054944,0.0136986301369863,0.005649717514124294,0.02608695652173913,0.09523809523809523,0.15517241379310345,0.11255411255411256,0.1044776119402985,0.1,0.875,0.2841726618705036,0.5316455696202531,0.6268656716417911,0.42857142857142855,0.14028776978417265,0.46153846153846156,0.5,0.3333333333333333,0.2446043165467626,0.4411764705882353,0.46875,0.4666666666666667,0.44,0.6363636363636364,0.25806451612903225,0.25,0.6151079136690647,0.49692212230215826,0.5379428571428571,0.4813225806451613,0.13141025641025642,0.18181818181818182,0.09278350515463918,0.3324742268041237,9.006989247311827,0.29403306973400434,5.0,7.0,1.0,1.0,1.0,3.0,31.0,85.0,3.0,9.0,7.0,16.0,36.0,92.0,4.0,10.0,8.0,19.0,96.0,12.0,85.0,31.0,1.0,8.0,6.0,8.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.8888888888888888,0.391304347826087,0.4,0.42105263157894735,0.391304347826087,0.33093525179856115,0.010869565217391304,0.058823529411764705,0.011764705882352941,0.04580152671755725,0.025179856115107913,0.7142857142857143,0.7142857142857143,1.0,0.3057553956834532,0.36470588235294116,0.36904761904761907,0.8709677419354839,0.14285714285714285,0.04,1.0,1.0,0.36,0.3333333333333333,1.0,0.04838709677419355,0.3333333333333333,0.25806451612903225,0.4375,0.36470588235294116,0.010869565217391304,25.333695652173915,,,,,,,,True
1899,1610612738,James Posey,James Posey,1899,BOS,19401.0,323,16,598,587,236,237,68,1185,7.0,13.0,1.0,1.0,2.0,6.0,,2.0,1.0,4.0,8,19,18.0,97,619,1.0,3,2.0,10.0,2.0,7,4.0,29,14.0,2.0,,3.0,16.0,2.0,18.0,2.0,2.0,5.0,9.0,38.0,4.0,3.0,6.0,25.0,10.0,41.0,8.0,49.0,10.0,6.0,4.0,3.0,1.0,3.0,2.0,6.0,,3.0,16.0,30.0,,1.0,21.0,,3.0,20.0,,8.0,2.0,4.0,3.0,,4.0,2.0,1.0,29,236,6.0,2.0,0.875,0.875,0.42105263157894735,0.3333333333333333,0.2857142857142857,0.541095890410959,0.4444444444444444,0.44642857142857145,0.5843373493975904,0.5,0.48333333333333334,0.15789473684210525,0.15384615384615385,,13.030746705710103,0.5,0.4,0.13812154696132597,0.016216216216216217,0.07692307692307693,0.04597701149425287,0.11969111969111969,0.025735294117647058,0.016129032258064516,,0.028169014084507043,0.016129032258064516,0.13725490196078433,0.12,0.15,0.047619047619047616,0.2,0.5,0.1780821917808219,0.5384615384615384,0.6363636363636364,0.8571428571428571,0.0273972602739726,,,,0.0547945205479452,0.25,0.3333333333333333,1.0,0.1111111111111111,1.0,0.21428571428571427,0.3333333333333333,0.9178082191780822,0.5208625,0.41827142857142857,0.5120611111111111,0.09876543209876543,0.2962962962962963,0.10309278350515463,0.29896907216494845,5.494736842105264,0.39464882943143814,10.0,20.0,1.0,3.0,4.0,9.0,11.0,34.0,1.0,3.0,3.0,12.0,21.0,54.0,2.0,6.0,7.0,21.0,63.0,,34.0,11.0,,,,,1.0,,,,,,,1.0,,,1.0,0.3888888888888889,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.7397260273972602,,0.25,,,0.273972602739726,0.5,0.5,1.0,0.4657534246575342,0.3235294117647059,0.3235294117647059,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.32142857142857145,0.4444444444444444,0.42857142857142855,0.25,0.3235294117647059,,25.22407407407407,1.0,0.05555555555555555,0.12,,,,,True
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,43765.0,729,97,1323,1324,380,407,178,2647,39.0,88.0,4.0,14.0,9.0,25.0,20.0,62.0,30.0,61.0,89,211,38.0,228,1344,7.0,30,5.0,19.0,23.0,56,20.0,72,92.0,86.0,8.0,23.0,106.0,51.0,157.0,35.0,49.0,15.0,42.0,365.0,8.0,28.0,16.0,44.0,1.0,61.0,36.0,97.0,38.0,14.0,24.0,19.0,14.0,22.0,5.0,41.0,4.0,11.0,19.0,66.0,,9.0,51.0,2.0,6.0,58.0,3.0,20.0,9.0,6.0,4.0,1.0,8.0,3.0,,72,380,17.0,7.0,0.5168539325842697,0.5411764705882353,0.4218009478672986,0.23333333333333334,0.4107142857142857,0.4166666666666667,0.23333333333333334,0.3880597014925373,0.4470588235294118,0.27941176470588236,0.43902439024390244,0.10900473933649289,0.18181818181818182,0.0967741935483871,19.35905820797907,0.4634146341463415,0.025,0.09147609147609148,0.05761316872427984,0.11188811188811189,0.05970149253731343,0.09615384615384616,0.05806451612903226,0.052941176470588235,0.04929577464788732,0.06896551724137931,0.07079646017699115,0.08108108108108109,0.05405405405405406,0.11711711711711711,0.11320754716981132,0.10810810810810811,0.375,0.38596491228070173,0.4431818181818182,0.5416666666666666,0.46153846153846156,0.2719298245614035,0.3225806451612903,0.35714285714285715,0.35,0.2675438596491228,0.4918032786885246,0.5,0.7,0.4666666666666667,0.2857142857142857,0.373134328358209,0.36,0.4605263157894737,0.49167809734513274,0.476196,0.4760930769230769,0.08536585365853659,0.08771929824561403,0.08333333333333333,0.3157894736842105,8.123696682464457,0.2872260015117158,2.0,4.0,,,1.0,2.0,2.0,13.0,,,1.0,9.0,4.0,17.0,,,2.0,11.0,12.0,,11.0,2.0,2.0,16.0,6.0,5.0,4.0,,3.0,,1.0,2.0,2.0,1.0,,,1.0,0.23529411764705882,,0.18181818181818182,0.26666666666666666,0.07456140350877193,0.11764705882352941,0.01639344262295082,0.15384615384615385,0.0594059405940594,0.017543859649122806,0.5,0.5,1.0,0.05701754385964912,0.15384615384615385,0.18181818181818182,1.0,0.25,,,,,,,0.029850746268656716,0.5,0.13432835820895522,0.1111111111111111,0.18181818181818182,0.05555555555555555,27.576470588235296,,,,2.0,,,,True
951,1610612738,Ray Allen,Ray Allen,951,BOS,59248.0,987,153,1782,1768,526,528,236,3550,49.0,85.0,13.0,18.0,14.0,24.0,9.0,34.0,20.0,53.0,78,172,84.0,405,1787,18.0,28,6.0,51.0,22.0,42,40.0,126,90.0,66.0,14.0,9.0,54.0,17.0,71.0,9.0,27.0,3.0,24.0,159.0,7.0,18.0,33.0,38.0,2.0,73.0,25.0,98.0,24.0,22.0,2.0,27.0,13.0,11.0,14.0,38.0,2.0,7.0,28.0,63.0,1.0,3.0,63.0,1.0,9.0,92.0,2.0,18.0,17.0,7.0,2.0,1.0,8.0,4.0,,126,526,15.0,16.0,0.5769230769230769,0.6338028169014085,0.45348837209302323,0.6428571428571429,0.5238095238095238,0.5160771704180064,0.5232558139534884,0.5657894736842105,0.5621387283236994,0.5454545454545454,0.6354166666666666,0.05232558139534884,0.08235294117647059,0.058823529411764705,18.61030126336249,0.7105263157894737,0.03389830508474576,0.05984251968503937,0.02786377708978328,0.15714285714285714,0.035,0.08402366863905325,0.02955082742316785,0.026905829596412557,0.021164021164021163,0.03418803418803419,0.031446540880503145,0.04864864864864865,0.045454545454545456,0.07432432432432433,0.1656441717791411,0.1276595744680851,0.5,0.2733118971061093,0.5764705882352941,0.6282051282051282,0.5102040816326531,0.10932475884244373,0.2647058823529412,0.28125,0.4444444444444444,0.17041800643086816,0.37735849056603776,0.37735849056603776,0.8,0.4186046511627907,0.7222222222222222,0.3157894736842105,0.5833333333333334,0.7202572347266881,0.5116571197411003,0.5196517241379311,0.5065905405405405,0.060790273556231005,0.09574468085106383,0.1259259259259259,0.3111111111111111,7.928488372093022,0.2951739618406285,20.0,40.0,1.0,4.0,8.0,14.0,35.0,99.0,2.0,11.0,6.0,20.0,55.0,139.0,3.0,15.0,14.0,34.0,153.0,12.0,97.0,35.0,2.0,8.0,10.0,4.0,,1.0,3.0,,2.0,1.0,1.0,4.0,,,0.9272727272727272,0.39568345323741005,0.2,0.4117647058823529,0.40145985401459855,0.44694533762057875,0.014388489208633094,,0.020202020202020204,0.062111801242236024,0.12861736334405144,0.5,0.5,1.0,0.3183279742765273,0.35353535353535354,0.36082474226804123,0.8857142857142857,0.46153846153846156,0.09302325581395349,0.25,1.0,0.2558139534883721,0.18181818181818182,1.0,0.18421052631578946,0.5714285714285714,0.2631578947368421,0.3,0.36082474226804123,0.014184397163120567,25.4906474820144,,,0.04878048780487805,2.0,18.0,,,True
2067,1610612738,Eddie House,Eddie House,2067,BOS,6147.0,102,44,197,174,85,65,24,371,,,,,,,1.0,1.0,2.0,12.0,3,13,3.0,33,183,,1,,3.0,2.0,5,3.0,19,4.0,2.0,,,6.0,4.0,10.0,3.0,3.0,,3.0,24.0,,,5.0,8.0,1.0,14.0,,14.0,3.0,2.0,1.0,1.0,1.0,1.0,,2.0,,2.0,2.0,10.0,,,2.0,,,4.0,,,2.0,,,,,,,19,85,3.0,2.0,0.6666666666666666,0.6666666666666666,0.23076923076923078,,0.4,0.45454545454545453,0.5,0.6153846153846154,0.4714285714285714,0.5,0.6333333333333333,,,,16.818181818181817,0.5,0.1111111111111111,0.14814814814814814,,0.14705882352941177,,0.14772727272727273,,,,,,0.08333333333333333,0.13333333333333333,0.18518518518518517,0.2,,,,,,,0.030303030303030304,1.0,1.0,,0.36363636363636365,0.16666666666666666,0.16666666666666666,1.0,,,,,0.6060606060606061,0.47186406249999996,0.393,0.4767846153846155,,,0.09090909090909091,0.5757575757575758,18.76153846153846,0.43147208121827413,4.0,9.0,,,2.0,5.0,4.0,11.0,1.0,2.0,2.0,3.0,8.0,20.0,1.0,2.0,4.0,8.0,24.0,,10.0,4.0,,1.0,,1.0,,,,,,,,,,,1.0,0.4,0.5,0.5,0.42105263157894735,0.6060606060606061,,,,,0.2727272727272727,0.4444444444444444,0.4444444444444444,1.0,0.3333333333333333,0.36363636363636365,0.36363636363636365,1.0,,,,,0.6666666666666666,0.5,1.0,0.38461538461538464,0.4,0.23076923076923078,0.6666666666666666,0.4,,25.49,,,,1.0,,,,True
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,832.0,14,10,26,27,14,14,3,53,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,2,3,,4,21,1.0,1,,2.0,1.0,1,,2,,4.0,2.0,,,1.0,1.0,1.0,,,,3.0,,1.0,1.0,1.0,,2.0,1.0,3.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,2,14,,,,,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,,,,13.793103448275863,1.0,,0.125,0.1111111111111111,0.16666666666666666,,0.14285714285714285,0.08333333333333333,,0.3333333333333333,,,0.25,,,0.16666666666666666,,,0.6666666666666666,1.0,1.0,,0.3333333333333333,,,,,,,,1.0,1.0,1.0,1.0,0.6666666666666666,0.5527,0.6367,0.6232,,,0.5,0.5,3.8000000000000003,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200796,1610612738,Leon Powe,Leon Powe,200796,BOS,9465.0,158,-9,271,276,68,60,45,547,18.0,36.0,7.0,15.0,5.0,10.0,2.0,8.0,,,20,44,22.0,62,305,9.0,18,10.0,28.0,5.0,11,7.0,17,28.0,12.0,8.0,9.0,3.0,,3.0,,1.0,1.0,1.0,6.0,5.0,19.0,6.0,8.0,3.0,17.0,24.0,41.0,,,,1.0,,6.0,1.0,7.0,2.0,,7.0,28.0,3.0,2.0,32.0,4.0,7.0,35.0,1.0,16.0,2.0,2.0,1.0,,2.0,1.0,2.0,17,68,6.0,2.0,0.7,0.875,0.45454545454545453,0.5,0.45454545454545453,0.45454545454545453,0.5,0.45454545454545453,0.5081967213114754,0.5833333333333334,0.5,0.20454545454545456,0.19444444444444445,0.25,20.54380664652568,0.14285714285714285,0.2727272727272727,0.08,0.17272727272727273,0.2222222222222222,0.1282051282051282,0.11023622047244094,0.1610738255033557,0.24390243902439024,0.16666666666666666,0.10256410256410256,0.10714285714285714,0.06896551724137931,0.041666666666666664,0.10638297872340426,0.19230769230769232,1.0,0.5,0.8181818181818182,0.5,0.6206896551724138,0.7222222222222222,0.18181818181818182,0.25,0.3333333333333333,0.5,,,,,0.8333333333333334,0.4666666666666667,0.9090909090909091,0.5,0.8181818181818182,0.5685636363636364,0.5664928571428571,0.556690909090909,0.2711864406779661,0.2711864406779661,0.45161290322580644,0.27419354838709675,2.1931818181818183,0.25092250922509224,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,1.0,,,,,1.0,,2.0,,,,,,,,,,0.26666666666666666,,,,,,,,,0.42857142857142855,,,,,,,,,,,,,,,,0.18181818181818182,,,,,True
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,3723.0,62,-9,109,105,30,45,14,214,4.0,11.0,,2.0,,2.0,2.0,4.0,,,6,15,1.0,13,125,,2,,,1.0,3,,2,12.0,,,4.0,2.0,,2.0,,1.0,1.0,,4.0,1.0,5.0,2.0,3.0,,5.0,7.0,12.0,2.0,2.0,,1.0,,3.0,1.0,4.0,,1.0,7.0,17.0,2.0,2.0,4.0,,,4.0,,2.0,,2.0,2.0,,2.0,,,2,30,2.0,,1.0,1.0,0.4,,0.3333333333333333,0.4,,0.3333333333333333,0.38235294117647056,,0.3333333333333333,0.26666666666666666,0.36363636363636365,,16.8,0.25,,0.09090909090909091,0.14285714285714285,0.2,0.07142857142857142,0.11627906976744186,0.12244897959183673,0.125,0.2857142857142857,0.08333333333333333,,0.1,,0.125,0.2857142857142857,,,0.7333333333333333,0.36363636363636365,0.5714285714285714,1.0,0.26666666666666666,0.5,0.5,1.0,,,,,1.0,,0.6666666666666666,,0.7333333333333333,0.5337466666666667,0.65545,0.41409999999999997,0.11764705882352941,0.11764705882352941,,0.15384615384615385,3.066666666666667,0.27522935779816515,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,0.5,,,,,True
2570,1610612738,Kendrick Perkins,Kendrick Perkins,2570,BOS,33910.0,565,119,1006,1005,213,244,133,2011,42.0,70.0,14.0,22.0,11.0,17.0,11.0,19.0,3.0,6.0,56,95,36.0,148,968,16.0,26,11.0,43.0,12.0,20,9.0,33,74.0,38.0,18.0,14.0,10.0,3.0,13.0,3.0,4.0,2.0,4.0,29.0,4.0,41.0,16.0,68.0,9.0,93.0,46.0,139.0,14.0,3.0,11.0,12.0,9.0,16.0,3.0,28.0,4.0,5.0,36.0,86.0,15.0,8.0,42.0,4.0,,54.0,4.0,28.0,1.0,29.0,23.0,2.0,29.0,20.0,,33,213,7.0,1.0,0.6607142857142857,0.7872340425531915,0.5894736842105263,0.6153846153846154,0.6,0.5833333333333334,0.6153846153846154,0.6,0.6115702479338843,0.6323529411764706,0.6346153846153846,0.14736842105263157,0.2,,12.855910267471959,0.42857142857142855,0.3333333333333333,0.17480719794344474,0.10846560846560846,0.14545454545454545,0.041237113402061855,0.1683366733466934,0.09473684210526316,0.1015625,0.15315315315315314,0.07913669064748201,0.045454545454545456,0.11403508771929824,0.1956521739130435,0.20218579234972678,0.13580246913580246,0.1724137931034483,0.6896551724137931,0.7291666666666666,0.6,0.75,0.6666666666666666,0.19791666666666666,0.5789473684210527,0.5789473684210527,0.6363636363636364,0.0625,0.5,0.5,0.6666666666666666,0.8461538461538461,0.6363636363636364,0.85,0.6470588235294118,0.7395833333333334,0.5502231578947369,0.569684,0.5554,0.23333333333333334,0.23529411764705882,0.2905405405405405,0.22297297297297297,3.3789473684210534,0.2117296222664016,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,3.0,3.0,1.0,,3.0,,,,,4.0,,1.0,,,,,,0.010416666666666666,,,,0.125,,,,,0.010416666666666666,,,,0.14285714285714285,,,,,,,,,,,,,76.8,1.0,0.05555555555555555,,1.0,,,,True
