EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Arc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,FTOffRebounds,Loose Ball Fouls Drawn,BlockedShortMidRange,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffFTReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,LostBallSteals,Travels,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,2pt And 1 Free Throw Trips,Offensive Fouls Drawn,ShortMidRangePctBlocked,HeaveAttempts,on,SecondChanceFtPoints,BlockedLongMidRange,DefensiveGoaltends,DefCorner3ReboundPct,PtsUnassisted3s,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,OffCorner3ReboundPct,PenaltyCorner3Accuracy,OffensiveGoaltends
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,2249.0,37,-11,72,76,29.0,44.0,9,148,3.0,4.0,2.0,1.0,2.0,4.0,8,2.0,10.0,77,1.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,5.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,29.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,18.072289156626507,0.6,0.4,0.1,0.08695652173913043,0.1,0.0625,0.16666666666666666,0.1111111111111111,0.09090909090909091,0.13333333333333333,0.25,1.0,0.5,0.75,0.75,1.0,0.25,0.25,0.5,0.5,1.0,0.5,0.47929999999999995,0.33515,0.1111111111111111,0.1111111111111111,0.4,7.4375,0.4027777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
101161,1610612765,Amir Johnson,Amir Johnson,101161,DET,1867.0,31,-14,63,64,31.0,51.0,8,127,4.0,4.0,4.0,,,7.0,8,2.0,16.0,66,1.0,2.0,1.0,3.0,10.0,,,,,2.0,6.0,1.0,7.0,3.0,10.0,,,,1.0,,1.0,,1.0,2.0,,1.0,3.0,4.0,,,4.0,4.0,2.0,,3.0,2.0,3.0,2.0,3.0,31.0,,,0.7142857142857143,0.8333333333333334,0.875,0.5,0.7777777777777778,0.5,0.7272727272727273,0.5,17.808219178082194,0.5,0.3333333333333333,0.20689655172413793,0.07692307692307693,0.1935483870967742,0.0625,0.14285714285714285,0.14285714285714285,0.08333333333333333,0.3333333333333333,,0.6666666666666666,0.4444444444444444,1.0,1.0,0.75,0.4444444444444444,,,,,0.5555555555555556,0.48522777777777776,0.4744,0.18181818181818182,0.2,0.1875,4.35,0.49206349206349204,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.25,0.2,0.75,0.75,0.6666666666666666,0.1111111111111111,0.5,1.0,0.5,1.0,0.46185,0.25,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,2941.0,49,-6,97,98,34.0,64.0,14,195,2.0,9.0,,4.0,12.0,6.0,21,4.0,16.0,91,2.0,8.0,4.0,8.0,4.0,8.0,12.0,4.0,28.0,2.0,3.0,,4.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,,5.0,1.0,2.0,3.0,5.0,1.0,1.0,3.0,4.0,2.0,,,,,,8.0,34.0,,,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.25,0.2857142857142857,0.25,0.34782608695652173,0.4,24.56140350877193,0.4,,0.06818181818181818,0.05263157894736842,0.08163265306122448,0.041666666666666664,0.15384615384615385,,0.058823529411764705,0.10526315789473684,0.15384615384615385,,0.42857142857142855,0.2222222222222222,0.2857142857142857,0.5,,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.25,0.42857142857142855,0.4864904761904762,0.42315,0.08695652173913043,0.08695652173913043,0.5,10.119047619047619,0.35051546391752575,1.0,5.0,,2.0,,,,1.0,6.0,2.0,8.0,,,,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,0.8333333333333334,0.2,0.25,,0.59472,0.125,,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.09523809523809523,0.2222222222222222,0.2,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201167,1610612765,Arron Afflalo,Arron Afflalo,201167,DET,1943.0,32,-12,65,67,33.0,54.0,9,132,,,1.0,2.0,5.0,2.0,6,,4.0,66,1.0,3.0,,2.0,4.0,2.0,5.0,,13.0,,3.0,,3.0,,3.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,2.0,3.0,,,,,,,,,,,2.0,33.0,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,10.526315789473685,,,0.1,,0.08823529411764706,,,,0.15384615384615385,,,,,,,,0.14285714285714285,0.7142857142857143,0.4,0.4,1.0,0.14285714285714285,0.3735428571428571,0.37833333333333335,,,0.5,18.016666666666666,0.5076923076923077,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,0.14285714285714285,,0.2,,,,0.14285714285714285,,,,,,,26.0,,3.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2553,1610612765,Jarvis Hayes,Jarvis Hayes,2553,DET,3668.0,61,-27,119,122,43.0,72.0,16,241,2.0,4.0,3.0,2.0,9.0,4.0,16,,23.0,128,3.0,8.0,,12.0,6.0,4.0,4.0,1.0,8.0,2.0,10.0,,12.0,4.0,16.0,,1.0,1.0,1.0,,3.0,,1.0,4.0,,,5.0,11.0,,1.0,,,,,2.0,2.0,2.0,,12.0,43.0,1.0,,0.75,1.0,0.25,0.375,0.38333333333333336,0.375,0.38333333333333336,0.375,24.81751824817518,0.25,,0.19607843137254902,0.044444444444444446,0.21428571428571427,0.05084745762711865,0.07692307692307693,,0.23809523809523808,0.09523809523809523,,,0.13333333333333333,0.5,0.6666666666666666,0.5,0.1,0.3,0.2222222222222222,0.25,1.0,0.6,0.48898833333333325,0.48697187500000005,,,0.5217391304347826,12.275,0.36134453781512604,1.0,2.0,2.0,2.0,,12.0,14.0,2.0,4.0,7.0,2.0,2.0,12.0,1.0,,,,0.5,0.7,0.7,0.4666666666666667,0.125,0.3333333333333333,,,,0.4,0.4,0.5,0.125,1.0,0.51673,0.30434782608695654,25.25,2.0,,,,2.0,1.0,2.0,,,0.125,0.25,0.4,0.5,,1.0,2.0,4.0,1.0,1.0,2.0,8.0,5.0,1.0,1.0,2.0,8.0,15.0,4.0,1.0,1.0,1.0,1.0,0.35714285714285715,1.0,0.25,0.35714285714285715,0.1111111111111111,0.07142857142857142,0.05,0.07692307692307693,0.06666666666666667,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,1.0,0.5,0.25,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,355.0,6,-4,13,12,3.0,4.0,1,25,,,1.0,1.0,1.0,2.0,2,1.0,5.0,14,,,1.0,1.0,,,,,,,2.0,,2.0,,2.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,2.0,3.0,1.0,1.0,,,,,1.0,3.0,,1.0,,,1.0,,0.6666666666666666,,0.625,0.5,38.46153846153846,1.0,,0.3333333333333333,,0.3333333333333333,,,,,0.5,,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.4507666666666667,,0.3333333333333333,0.5,0.2,11.85,0.23076923076923078,,,,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,,1.0,,,,,1.0,1.0,1.0,0.3333333333333333,,1.0,1.0,1.0,,0.3333333333333333,,,,,0.3542,0.4,25.6,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,1041.0,17,-7,35,35,3.0,4.0,3,70,3.0,4.0,2.0,,,4.0,6,1.0,9.0,40,,,,,,3.0,3.0,1.0,6.0,1.0,,,,1.0,1.0,,1.0,,2.0,1.0,2.0,,1.0,4.0,,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,,,,,,,3.0,,,,,0.6666666666666666,,0.6666666666666666,,0.75,,27.027027027027028,0.5,,,0.1111111111111111,,0.08333333333333333,,,,,,,0.6666666666666666,0.75,0.75,,0.3333333333333333,,,,,0.6666666666666666,0.5612666666666667,,0.16666666666666666,0.16666666666666666,,3.9666666666666663,0.08571428571428572,,,,,1.0,,,,,,8.0,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.2,,,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,668.0,11,-10,21,22,4.0,6.0,3,43,1.0,1.0,,2.0,2.0,3.0,3,1.0,7.0,28,,,1.0,1.0,6.0,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,1.0,4.0,,,1.0,1.0,1.0,,1.0,,0.875,0.5,17.391304347826086,,,0.2857142857142857,,0.2857142857142857,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,1.0,1.0,1.0,,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.46649999999999997,,0.25,0.25,0.14285714285714285,12.5,0.19047619047619047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,978.0,16,-6,31,31,6.0,12.0,4,62,,,2.0,,,1.0,2,,5.0,31,,,,,,,1.0,,3.0,,2.0,,2.0,1.0,3.0,,,,,,,,,,,,,3.0,1.0,,1.0,,,,2.0,1.0,2.0,1.0,,6.0,1.0,,,,0.5,,0.5,,0.5,,14.285714285714286,,,0.14285714285714285,,0.14285714285714285,0.0625,,,0.16666666666666666,0.16666666666666666,,0.5,,,,,0.4,,,,,0.6,0.47135,0.5598,,,,8.2,0.1935483870967742,,,,,1.0,3.0,3.0,,,,2.0,,3.0,,,1.0,,,,,0.6,,,0.5,0.5,,0.6,,,,,,,25.033333333333335,,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,3.0,1.0,1.0,,,1.0,0.3333333333333333,,,0.3333333333333333,,0.16666666666666666,,0.2,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,1.0,,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,417.0,7,-13,12,13,7.0,9.0,2,25,,,1.0,,,,1,,,17,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,2.0,,,2.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,7.0,,,,,,,,,,,20.0,,,,0.16666666666666666,,0.1,,,,,,,,,,,1.0,,,,,,0.3882,,,,,9.3,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,
