EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,PenaltyFG2A,PtsAssisted3s,Fg2aBlocked,OffThreePtRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,Arc3PctAssisted,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,FTDefRebounds,BadPassSteals,ShootingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFtPoints,PtsUnassisted2s,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,LostBallTurnovers,BlockedCorner3,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFGM,PenaltyFG2M,Corner3Assists,LongMidRangeAssists,PenaltyFg2Pct,PenaltyAtRimAccuracy,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,on,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PenaltyFtPoints,PtsPutbacks,ShortMidRangeAssists,SelfOReb,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,BlockedLongMidRange,BlockedShortMidRange,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,DefensiveGoaltends,SecondChanceCorner3FGM,FTOffRebounds,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3SecondViolations
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,408.0,7,3.0,14,13,6,6,2.0,27,1.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,8.0,12.0,2.0,4.0,6.0,6.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,6,0.5,0.5,0.6666666666666666,0.5,0.75,0.5714285714285714,0.75,0.6666666666666666,44.44444444444444,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,0.5,1.0,0.5,0.8333333333333334,0.6666666666666666,0.38269000000000003,0.33044999999999997,0.14285714285714285,0.3333333333333333,0.75,6.35,30.325,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,355.0,6,-7.0,13,13,13,13,2.0,26,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,3.0,14.0,1.0,1.0,3.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,3.0,13,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,26.666666666666668,,0.1,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.37745,0.37745,,,1.0,22.05,26.3,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.25,0.25,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,815.0,14,10.0,25,24,6,7,7.0,49,3.0,1.0,,,,,8.0,,,,4.0,22.0,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,6,,,,0.25,,0.25,,,21.62162162162162,0.0625,0.05263157894736842,,0.375,0.125,,,,,,0.375,,0.4614375,,,,,10.075,,0.24,4.0,,,1.0,,,,,,,,,,,0.125,,,,,0.5,,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.5,1.0,0.09090909090909091,0.5,0.15384615384615385,0.5,0.16666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,0.50955,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,103.0,2,-1.0,3,2,2,1,1.0,5,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,1197.0,20,,38,37,19,20,9.0,75,2.0,1.0,,,,,3.0,,,,,36.0,,,,,,,,1.0,,1.0,,1.0,2.0,3.0,3.0,6.0,,,,4.0,,,,19,,,,,,,,,5.769230769230769,0.125,0.0967741935483871,0.09090909090909091,0.6666666666666666,0.3333333333333333,,,,,,0.6666666666666666,,0.49723333333333336,0.3667,,,,2.3000000000000003,,0.5,,1.0,,1.0,,1.0,,,,,,2.0,,,0.3333333333333333,,,,,,,,,2.0,,,2.0,,,,2.0,3.0,,,1.0,,,,,,,,,0.15384615384615385,,0.11764705882352941,0.2,,,,,,,1.0,,,0.5625,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.125,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,56.0,1,,3,2,1,2,,5,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,1021.0,17,-2.0,32,33,16,17,7.0,65,4.0,2.0,,,,,7.0,,,1.0,9.0,32.0,,,,,,,,1.0,,1.0,,1.0,2.0,2.0,2.0,5.0,1.0,,1.0,3.0,2.0,2.0,,16,,,,0.5714285714285714,,0.6428571428571429,,,19.51219512195122,0.10526315789473684,0.08,0.125,0.5714285714285714,0.2857142857142857,,,,,,0.5714285714285714,,0.4773571428571429,0.4685333333333334,0.2857142857142857,0.2857142857142857,,5.042857142857143,,0.5,1.0,3.0,,1.0,,1.0,1.0,,,,,1.0,,,0.14285714285714285,,,,,0.14285714285714285,,3.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,1.0,2.0,3.0,,,,,0.25,0.25,0.5714285714285714,1.0,1.0,1.25,,0.18181818181818182,0.25,0.2,,0.2,,,0.75,1.0,0.3333333333333333,0.5,1.0,,0.42085,0.5555555555555556,,,1.0,1.0,,,,0.25,,0.16666666666666666,,0.3333333333333333,1.0,1.0,1.0,6.0,1.0,2.0,0.3333333333333333,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612762,Kyle Korver,Kyle Korver,2594,UTA,786.0,13,7.0,22,22,5,5,7.0,44,1.0,,,,,,4.0,1.0,3.0,,5.0,19.0,,,,,,,,,,,,,,1.0,1.0,2.0,,,1.0,,,,,5,0.3333333333333333,,0.3333333333333333,0.35714285714285715,,0.35714285714285715,,0.42857142857142855,23.52941176470588,0.058823529411764705,0.05,,0.14285714285714285,,,,,,,0.5714285714285714,,0.5242785714285715,,,,,12.099999999999998,23.233333333333334,0.22727272727272727,3.0,,3.0,,,,,1.0,,1.0,,,,1.0,,,1.0,,,0.42857142857142855,,1.0,,,1.0,,,,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,0.25,,,,,,0.5,0.07692307692307693,,,,1.0,1.0,1.0,1.0,,,,0.60405,,,,,,,,,,,0.16666666666666666,,,,,,,,,1.0,,,,1.0,3.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,50.0,1,-2.0,2,1,2,1,,3,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,50.0,,,,1.0,,,,,,,1.0,,0.5745,0.5745,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101179,1610612762,Ronnie Price,Ronnie Price,101179,UTA,789.0,13,-3.0,24,24,13,14,7.0,48,3.0,2.0,,4.0,,3.0,6.0,,4.0,,4.0,24.0,,3.0,4.0,,,4.0,,1.0,1.0,2.0,,,5.0,1.0,1.0,1.0,,,,,,,4.0,13,,,,0.2,0.3333333333333333,0.2,0.3333333333333333,0.4,29.41176470588235,0.06666666666666667,0.045454545454545456,0.125,0.3,0.2,0.4,,,0.5,,0.7,,0.48650000000000004,0.49723333333333336,,,1.0,5.616666666666667,24.55,0.5416666666666666,1.0,3.0,,2.0,,1.0,1.0,,,,,2.0,,,0.3333333333333333,1.0,,,,0.1,,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,0.5,,1.0,,,0.3961,,,,2.0,,,,,0.3333333333333333,,,,,1.0,1.0,,4.0,,,,0.5,0.5,0.16666666666666666,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.6666666666666666,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
