EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,AtRimAssists,LongMidRangeAssists,BadPassSteals,Blocked3s,BlockedCorner3,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,BlockedShortMidRange,ShortMidRangePctBlocked,OffArc3ReboundPct,SecondChanceTurnovers,Offensive Fouls,ShortMidRangeAssists,FTOffRebounds,Offensive Fouls Drawn,Technical Free Throw Trips,OffFTReboundPct,Travels,SecondChanceArc3FGM,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,on,3SecondViolations,BlockedArc3
101120,1610612742,Antoine Wright,Antoine Wright,101120,DAL,228.0,4,3.0,7,7,7.0,6.0,1.0,14,9,1.0,1.0,1.0,1.0,7.0,12.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,6741.0,112,-16.0,205,196,87.0,52.0,33.0,401,235,1.0,,2.0,1.0,87.0,17.959183673469386,0.5,0.424390243902439,10.0,16.0,4.0,6.0,4.0,7.0,2.0,5.0,4.0,9.0,1.0,1.0,16.0,30.0,1.0,22.0,54.0,5.0,7.0,8.0,18.0,7.0,12.0,1.0,13.0,27.0,16.0,16.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,13.0,2.0,11.0,1.0,14.0,17.0,31.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,9.0,1.0,15.0,23.0,1.0,11.0,1.0,2.0,1.0,1.0,2.0,27.0,1.0,0.5,0.6153846153846154,0.5333333333333333,0.7142857142857143,0.5833333333333334,0.5161290322580645,0.7142857142857143,0.5384615384615384,0.6428571428571429,0.8181818181818182,0.7105263157894737,0.03225806451612903,0.03333333333333333,0.0625,0.2,0.14473684210526316,0.16666666666666666,0.13333333333333333,0.125,0.14285714285714285,0.15454545454545454,0.2608695652173913,0.10526315789473684,0.1388888888888889,0.2857142857142857,0.16666666666666666,0.09523809523809523,0.16216216216216217,0.1,0.2,0.15384615384615385,0.5161290322580645,0.625,0.6666666666666666,0.5,0.16129032258064516,0.4,0.4,0.5,0.2903225806451613,0.4444444444444444,0.4444444444444444,0.5,0.03225806451612903,0.8571428571428571,0.6666666666666666,0.25,0.5384615384615384,0.5714285714285714,0.07692307692307693,0.5483870967741935,0.48391,0.5312333333333333,0.4808416666666666,0.2682926829268293,0.275,0.3333333333333333,0.5,7.01,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,10778.0,180,-37.0,329,324,104.0,73.0,53.0,653,390,4.0,2.0,5.0,,104.0,18.274111675126903,0.8,0.3161094224924012,8.0,13.0,1.0,1.0,4.0,5.0,1.0,6.0,3.0,9.0,21.0,9.0,12.0,28.0,32.0,13.0,79.0,1.0,1.0,4.0,9.0,5.0,11.0,11.0,6.0,37.0,14.0,10.0,,,,9.0,24.0,1.0,57.0,1.0,,1.0,6.0,,7.0,1.0,8.0,1.0,2.0,,1.0,1.0,2.0,4.0,15.0,,10.0,15.0,1.0,6.0,2.0,,,,1.0,37.0,2.0,0.5833333333333334,0.5833333333333334,0.42857142857142855,1.0,0.45454545454545453,0.55,0.5,0.7045454545454546,0.5895522388059702,0.6428571428571429,0.74,0.5333333333333333,,,,0.04838709677419355,,0.03571428571428571,0.017857142857142856,0.046052631578947366,0.005555555555555556,,,,0.04,,,0.1016949152542373,,0.1111111111111111,0.030303030303030304,0.21666666666666667,0.6153846153846154,0.6153846153846154,0.625,0.1,0.16666666666666666,0.16666666666666666,,0.15,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.35,0.2,1.0,,0.22727272727272727,0.8,0.4090909090909091,0.75,0.5151716666666666,0.5421375,0.5071318181818183,0.09230769230769231,0.18181818181818182,0.11392405063291139,0.46835443037974683,8.139285714285714,24.1375,3.0,11.0,1.0,2.0,1.0,2.0,11.0,2.0,6.0,14.0,1.0,4.0,7.0,39.0,3.0,21.0,11.0,15.0,8.0,8.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.4375,0.25,0.6363636363636364,0.4375,1.0,0.18333333333333332,0.2727272727272727,0.2727272727272727,1.0,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.4,0.5,1.0,0.4,0.09090909090909091,0.5,0.6666666666666666,0.5238095238095238,,,,,,,,,,,,,,,,,,,,,,True,,
1904,1610612742,Devean George,Devean George,1904,DAL,2646.0,44,,81,79,41.0,27.0,11.0,160,95,2.0,2.0,3.0,2.0,41.0,23.157894736842106,0.6666666666666666,0.5061728395061729,4.0,5.0,1.0,2.0,1.0,1.0,,2.0,,2.0,4.0,2.0,4.0,9.0,8.0,3.0,20.0,1.0,2.0,,2.0,1.0,4.0,4.0,3.0,11.0,6.0,2.0,2.0,,1.0,,,,,1.0,2.0,,6.0,,6.0,3.0,9.0,,2.0,,,1.0,,3.0,6.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,1.0,,2.0,11.0,1.0,0.75,1.0,0.4444444444444444,0.5,0.25,0.5,0.5,0.5,0.5263157894736842,0.5,0.55,0.47058823529411764,0.1111111111111111,,,0.1875,0.08333333333333333,,0.06666666666666667,0.16216216216216217,0.07692307692307693,,,0.16666666666666666,,0.2857142857142857,0.16666666666666666,0.15384615384615385,,,,0.29411764705882354,0.8,0.8,0.75,0.11764705882352941,,,,0.11764705882352941,,,,0.23529411764705882,1.0,0.5,,0.125,1.0,0.25,0.7647058823529411,0.5017970588235294,0.5681,0.46740000000000004,0.1111111111111111,0.2,0.1,0.55,6.78888888888889,23.974999999999998,,4.0,,,,2.0,3.0,,2.0,3.0,,,2.0,9.0,,4.0,3.0,,,,,2.0,,,,,2.0,1.0,0.375,,0.5,0.375,,0.23529411764705882,,,,0.75,0.75,1.0,,,,,0.25,,1.0,0.75,1.0,1.0,1.0,0.5,0.125,,,,,,,,,,,,,,,,,True,,
2124,1610612742,Malik Allen,Malik Allen,2124,DAL,569.0,9,-6.0,16,15,7.0,6.0,3.0,31,22,,,,,7.0,5.2631578947368425,,0.4375,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.4031,,,,,,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,3273.0,55,-11.0,98,93,34.0,24.0,19.0,191,121,3.0,1.0,4.0,,34.0,20.0,0.75,0.3469387755102041,3.0,6.0,,2.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,,5.0,13.0,7.0,1.0,14.0,,3.0,,,1.0,4.0,2.0,,2.0,8.0,2.0,,,3.0,1.0,2.0,,5.0,1.0,3.0,2.0,3.0,1.0,6.0,4.0,10.0,1.0,,,,1.0,2.0,,5.0,1.0,3.0,1.0,1.0,1.0,,,,,,2.0,,0.8,0.8,0.38461538461538464,,0.25,0.325,,0.16666666666666666,0.35,,0.16666666666666666,0.35,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.10714285714285714,0.09375,0.2857142857142857,0.05263157894736842,0.14285714285714285,0.0784313725490196,0.1,0.1,0.08333333333333333,0.1111111111111111,,0.125,0.14285714285714285,0.2,0.5,0.1,0.3,0.5,0.75,1.0,0.1,0.5,1.0,,0.25,0.2,0.2,1.0,0.1,0.5,,,0.3333333333333333,0.5,,0.65,0.50593,0.50115,0.47901666666666665,0.05,0.07692307692307693,,0.14285714285714285,8.807692307692308,23.357142857142858,,5.0,,1.0,,2.0,1.0,,,1.0,,1.0,,3.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,0.14285714285714285,,,0.14285714285714285,,0.25,,,,0.5,0.5,1.0,0.25,,,,0.3333333333333333,,,0.5,,,,0.5,,1.0,1.0,,,,,,,,,,,,,,,True,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,9659.0,161,-21.0,296,293,96.0,67.0,46.0,589,347,3.0,1.0,6.0,3.0,96.0,25.706214689265536,0.5,0.32432432432432434,8.0,12.0,2.0,3.0,2.0,3.0,6.0,16.0,12.0,26.0,14.0,6.0,26.0,54.0,15.0,32.0,96.0,5.0,10.0,3.0,13.0,5.0,13.0,7.0,17.0,33.0,28.0,24.0,4.0,,2.0,4.0,17.0,2.0,38.0,2.0,6.0,3.0,32.0,2.0,37.0,9.0,46.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,11.0,3.0,26.0,38.0,3.0,13.0,6.0,5.0,2.0,,5.0,33.0,6.0,0.5384615384615384,0.5833333333333334,0.48148148148148145,0.5,0.38461538461538464,0.463768115942029,0.38461538461538464,0.4,0.5529411764705883,0.39285714285714285,0.5689655172413793,0.21739130434782608,0.037037037037037035,0.08333333333333333,0.4,0.2831858407079646,0.05660377358490566,0.125,0.038461538461538464,0.25547445255474455,0.05063291139240506,0.027777777777777776,0.07142857142857142,0.07142857142857142,,0.24,0.4,0.22641509433962265,0.17647058823529413,,0.05405405405405406,0.17391304347826086,0.6666666666666666,0.7272727272727273,0.5,0.2318840579710145,0.375,0.4,0.16666666666666666,0.37681159420289856,0.46153846153846156,0.46153846153846156,0.75,0.2028985507246377,0.23076923076923078,0.6666666666666666,,0.15,0.6666666666666666,0.3,0.391304347826087,0.4491391304347826,0.45653,0.42829749999999994,0.16455696202531644,0.203125,0.13541666666666666,0.34375,11.166666666666666,25.026666666666664,,1.0,,1.0,,1.0,4.0,2.0,2.0,4.0,,3.0,2.0,9.0,3.0,14.0,4.0,13.0,2.0,9.0,3.0,,,,2.0,,3.0,0.75,0.26666666666666666,,0.2857142857142857,0.26666666666666666,0.4,0.014492753623188406,,,,0.2857142857142857,0.2857142857142857,0.75,0.07692307692307693,,,0.15384615384615385,0.05,,0.3333333333333333,0.2857142857142857,,4.0,3.0,0.0625,0.07142857142857142,1.0,2.0,1.0,1.0,1.0,3.0,0.09090909090909091,,,,,,,,,,True,,
1731,1610612742,Tyronn Lue,Tyronn Lue,1731,DAL,88.0,1,1.0,3,1,3.0,,3.0,4,4,,,,,3.0,16.666666666666668,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,0.5,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,0.3717,,0.3717,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
224,1610612742,Eddie Jones,Eddie Jones,224,DAL,852.0,14,-20.0,26,30,5.0,22.0,1.0,56,43,,,1.0,,5.0,14.814814814814813,,0.19230769230769232,,1.0,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,,1.0,2.0,,3.0,,3.0,,1.0,,,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,,0.3333333333333333,,0.16666666666666666,,0.25,,,,,,,,0.5,0.25,,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,0.5596500000000001,,,,,,,,23.950000000000003,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,7378.0,123,-37.0,222,222,48.0,31.0,36.0,444,255,3.0,2.0,6.0,1.0,48.0,26.69172932330827,0.5,0.21621621621621623,6.0,16.0,,3.0,,3.0,4.0,13.0,3.0,18.0,5.0,2.0,13.0,47.0,9.0,15.0,44.0,,7.0,2.0,5.0,1.0,10.0,2.0,6.0,11.0,8.0,18.0,,,6.0,2.0,6.0,,14.0,2.0,7.0,5.0,10.0,2.0,17.0,9.0,26.0,3.0,1.0,1.0,,3.0,1.0,4.0,7.0,,14.0,19.0,,6.0,2.0,1.0,1.0,,1.0,11.0,2.0,0.3076923076923077,0.3076923076923077,0.2765957446808511,,0.1,0.25892857142857145,0.16666666666666666,0.20833333333333334,0.3384615384615385,0.25,0.36666666666666664,0.16071428571428573,0.1276595744680851,0.1875,0.5,0.10526315789473684,0.07368421052631578,0.25,0.05555555555555555,0.13043478260869565,0.06870229007633588,0.12903225806451613,0.045454545454545456,0.047619047619047616,,0.045454545454545456,0.125,0.12244897959183673,0.06666666666666667,0.8,0.08571428571428572,0.2857142857142857,0.375,0.46153846153846156,0.16666666666666666,0.23214285714285715,0.3076923076923077,0.36363636363636365,0.5,0.32142857142857145,0.16666666666666666,0.17647058823529413,0.3333333333333333,0.08928571428571429,0.3333333333333333,,,0.25,,0.16666666666666666,0.44642857142857145,0.47557142857142853,0.4215083333333333,0.4105458333333334,0.1111111111111111,0.11320754716981132,0.11363636363636363,0.25,9.440425531914892,24.255555555555556,,4.0,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,,5.0,1.0,4.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,0.1111111111111111,0.5,0.5,0.1111111111111111,1.0,0.07142857142857142,,,,0.2,0.2,1.0,,,,0.2222222222222222,,,0.5,0.2,,,,0.15384615384615385,0.08695652173913043,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,0.05555555555555555,0.5,1.0,0.1,,True,,
