EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,FTOffRebounds,FTDefRebounds,DefFTReboundPct,OffFTReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFGM,SelfOReb,Loose Ball Fouls,BlockedShortMidRange,3SecondViolations,ShortMidRangePctBlocked,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,OffThreePtRebounds,SecondChanceTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceFtPoints,Travels,Offensive Fouls,Loose Ball Fouls Drawn,OffAtRimReboundPct,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Technical Free Throw Trips,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,on,PtsPutbacks,OffCorner3ReboundPct,PenaltyCorner3FGM,BlockedArc3,BlockedLongMidRange,PenaltyCorner3Accuracy,DefensiveGoaltends,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,2.0,-2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
101179,1610612762,Ronnie Price,Ronnie Price,101179,UTA,4080.0,-6,124,50,249,131,68.0,125.0,58.0,20.0,6.0,9.0,1.0,4.0,5.0,1.0,3.0,5.0,3.0,14.0,1.0,10.0,7.0,17.0,3.0,14.0,10.0,33.0,1.0,5.0,10.0,1.0,10.0,6.0,19.0,2.0,12.0,6.0,3.0,2.0,12.0,3.0,3.0,9.0,2.0,11.0,1.0,1.0,2.0,3.0,4.0,24.0,1.0,2.0,1.0,3.0,1.0,4.0,6.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,6.0,3.0,4.0,6.0,10.0,1.0,13.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,19.0,58.0,2.0,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.21428571428571427,0.1,0.25,0.4117647058823529,0.5,0.3709677419354839,0.325,0.44594594594594594,0.3958333333333333,0.45161290322580644,0.17647058823529413,0.2222222222222222,0.2,28.289473684210527,0.6666666666666666,0.025,0.023255813953488372,0.15384615384615385,0.05660377358490566,0.016129032258064516,0.043478260869565216,0.05263157894736842,0.16666666666666666,0.14285714285714285,0.5,0.2903225806451613,0.6666666666666666,0.8571428571428571,0.16666666666666666,0.0967741935483871,0.3333333333333333,0.3333333333333333,0.16129032258064516,0.45161290322580644,0.21428571428571427,0.21428571428571427,0.6666666666666666,1.0,0.25,0.8,0.5,0.1,0.7419354838709677,0.25,0.4858931034482759,0.3961,0.47871388888888894,0.11764705882352941,0.2,0.5757575757575758,6.811764705882354,30.05,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,1265.0,2,42,25,82,41,21.0,40.0,29.0,7.0,,,,,,,,4.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,,5.0,3.0,1.0,3.0,1.0,2.0,,5.0,,2.0,3.0,,,2.0,1.0,,1.0,,1.0,,,,,1.0,2.0,1.0,,2.0,2.0,1.0,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,5.0,29.0,,,,1.0,0.5,0.5,0.5,0.25,0.3333333333333333,0.4166666666666667,0.5,0.4166666666666667,0.5,0.3333333333333333,,,,12.244897959183673,,0.15384615384615385,0.08333333333333333,,0.1,0.0625,0.1111111111111111,0.3333333333333333,,,,,,,,,,,0.6666666666666666,0.3333333333333333,0.5,0.5,1.0,,,,0.4,0.5,0.3333333333333333,0.5,0.40818333333333334,0.4101,0.41036,,,1.0,17.65,24.8,0.725,1.0,1.0,2.0,1.0,1.0,2.0,5.0,0.5,0.3333333333333333,0.5,0.5,0.25,0.25,0.4,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,1755.0,-3,53,9,102,56,29.0,49.0,10.0,5.0,1.0,2.0,,,,,1.0,1.0,,,,,1.0,4.0,,,,2.0,1.0,,,,,,,2.0,,,,,,,,5.0,1.0,6.0,,1.0,2.0,1.0,2.0,13.0,1.0,1.0,6.0,8.0,2.0,10.0,,,,1.0,1.0,1.0,1.0,,,2.0,,,,2.0,1.0,,,,,,,,,,,,10.0,,1.0,1.0,,,,,0.25,,0.25,,0.25,,,,,,10.16949152542373,0.5,0.35294117647058826,0.07692307692307693,0.2,0.3181818181818182,0.047619047619047616,0.16666666666666666,0.42857142857142855,,0.25,,0.5,0.5,0.5,1.0,0.25,,,0.25,,,,,,,,,,0.5,,0.463925,,,,,,5.325,,0.20408163265306123,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,1736.0,-2,52,29,109,59,29.0,57.0,36.0,10.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,,,,,3.0,9.0,,,2.0,8.0,1.0,2.0,5.0,,,1.0,5.0,4.0,2.0,,,,,,1.0,2.0,1.0,3.0,1.0,,1.0,1.0,,7.0,2.0,3.0,2.0,5.0,2.0,7.0,,,,1.0,,,1.0,,1.0,2.0,1.0,1.0,3.0,3.0,,6.0,,3.0,,1.0,,,,1.0,,5.0,36.0,,0.6666666666666666,0.6666666666666666,,,,,0.3333333333333333,0.4,0.3333333333333333,0.4,0.3333333333333333,0.4166666666666667,,0.1111111111111111,,,20.28985507246377,0.5,0.13333333333333333,0.10526315789473684,0.42857142857142855,0.22727272727272727,0.08,0.18181818181818182,0.14285714285714285,0.3333333333333333,0.5,,0.2222222222222222,0.5,0.5,,0.3333333333333333,0.3333333333333333,0.5,0.4444444444444444,,,,,1.0,0.2,1.0,,,0.2222222222222222,,0.40163333333333334,0.4434,0.37592,0.25,0.25,0.625,10.155555555555555,,0.631578947368421,1.0,,,1.0,,,2.0,,1.0,1.0,0.5,0.25,0.25,,,,0.25,,,,,0.2,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,332.0,-8,12,12,23,12,6.0,11.0,11.0,2.0,,,,,,,,2.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,0.5,,0.5,23.076923076923077,1.0,,,,,0.1,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.39,,0.39,,,,22.05,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,3697.0,-5,113,43,227,118,62.0,114.0,54.0,18.0,2.0,5.0,,1.0,2.0,4.0,7.0,3.0,,1.0,,,7.0,15.0,,1.0,3.0,17.0,2.0,3.0,6.0,,,1.0,7.0,2.0,12.0,,,,1.0,,3.0,2.0,2.0,4.0,1.0,1.0,2.0,,,10.0,3.0,2.0,4.0,6.0,5.0,11.0,1.0,1.0,,,,,3.0,,,3.0,1.0,5.0,9.0,6.0,,8.0,2.0,4.0,1.0,6.0,,5.0,,6.0,2.0,7.0,54.0,,0.14285714285714285,0.14285714285714285,,,,,0.4666666666666667,0.5,0.4375,0.5,0.4473684210526316,0.5,0.0625,0.2,0.4,,16.176470588235293,,0.10526315789473684,0.07894736842105263,0.18181818181818182,0.12244897959183673,0.09090909090909091,0.1,0.17647058823529413,0.16666666666666666,0.2,0.3333333333333333,0.3125,0.4,0.6666666666666666,,0.4375,0.5714285714285714,0.6666666666666666,0.1875,0.0625,,,,,0.3333333333333333,0.5,,,0.375,,0.4337,0.34099999999999997,0.40890000000000004,0.2222222222222222,0.23529411764705882,0.4117647058823529,7.620000000000001,38.7,0.47368421052631576,1.0,,,1.0,,,4.0,,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,,,,0.23529411764705882,,,,,0.08333333333333333,,,,,1.0,,0.14285714285714285,,,1.0,,2.0,,0.11764705882352941,0.14285714285714285,2.0,1.0,2.0,1.0,0.125,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2078,1610612762,Jason Hart,Jason Hart,2078,UTA,332.0,-8,12,12,23,12,6.0,11.0,11.0,2.0,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,,1.0,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,,1.0,1.0,,,,,1.0,1.0,0.5,0.5,0.5,0.5,0.5,,,,15.384615384615383,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,0.5,,0.5,,0.3885,0.3519,0.3885,,,1.0,20.4,25.6,1.0,1.0,,,1.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,789.0,-3,24,14,48,24,13.0,24.0,13.0,7.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,1.0,,1.0,2.0,1.0,3.0,,,,,,,,,,,,,1.0,3.0,1.0,,,,,1.0,,1.0,,1.0,,,13.0,,,,,,,,,,,,,,,,,,2.941176470588235,,0.1111111111111111,0.06666666666666667,,0.09090909090909091,0.045454545454545456,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.3667,,0.3667,,,,6.9,,0.5416666666666666,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,3676.0,5,109,35,220,115,61.0,111.0,44.0,17.0,5.0,6.0,2.0,1.0,1.0,2.0,3.0,9.0,,,,,10.0,18.0,,,7.0,27.0,5.0,3.0,3.0,,,3.0,9.0,20.0,,,,,,,2.0,,2.0,2.0,2.0,,,,,6.0,4.0,2.0,4.0,6.0,5.0,11.0,1.0,,1.0,4.0,,2.0,3.0,,2.0,7.0,4.0,4.0,8.0,8.0,1.0,8.0,,2.0,2.0,,,,,,,9.0,44.0,2.0,1.0,1.0,,,,,0.5555555555555556,1.0,0.5555555555555556,1.0,0.6136363636363636,0.9,,0.1111111111111111,0.16666666666666666,,21.48148148148148,0.5714285714285714,0.10526315789473684,0.1111111111111111,0.2,0.125,0.09803921568627451,0.047619047619047616,0.1111111111111111,0.25,0.16666666666666666,,0.3333333333333333,0.8333333333333334,1.0,1.0,0.16666666666666666,0.6666666666666666,1.0,0.5,,,,,0.4,0.3333333333333333,1.0,,,0.3333333333333333,,0.47049444444444455,0.50475,0.44436666666666663,0.1,0.1,0.3333333333333333,10.355555555555556,,0.3963963963963964,3.0,,,3.0,,,6.0,,0.6,0.6,0.6,0.3333333333333333,0.3333333333333333,,,,0.2222222222222222,,,,,0.09090909090909091,0.1111111111111111,2.0,,,,,0.3333333333333333,,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.09090909090909091,,,2.0,,0.1111111111111111,1.0,2.0,0.3333333333333333,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,
