EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,DefensiveGoaltends,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,AtRimAssists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3Frequency,PtsUnassisted3s,DefCorner3ReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,LongMidRangePctBlocked,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations
1730,1610612756,Brian Skinner,Brian Skinner,1730,PHX,657.0,11,4.0,18,19,8,9,4.0,37,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0,22,1.0,1.0,2.0,4.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,5.0,8,2.0,0.5,0.5,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.7,1.0,0.8333333333333334,22.727272727272727,0.125,0.1,0.25,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.40903333333333336,0.2927,0.2927,0.5714285714285714,0.7142857142857143,9.133333333333333,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1921,1610612756,Gordan Giricek,Gordan Giricek,1921,PHX,2756.0,46,21.0,83,85,45,42,10.0,168,3.0,,,1.0,1.0,2.0,4.0,2.0,9.0,76,,,,,1.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,,,,,,,4.0,45,,0.5,0.5,0.5,,0.5,0.5,,0.3333333333333333,0.5625,,0.5,9.473684210526317,0.08108108108108109,0.09090909090909091,0.06666666666666667,,0.42857142857142855,,,,0.14285714285714285,1.0,1.0,1.0,0.8571428571428571,0.5221571428571429,,0.5612,,0.4444444444444444,5.1499999999999995,0.5421686746987951,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,1.0,0.14285714285714285,0.1111111111111111,0.07692307692307693,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,1.0,0.6666666666666666,0.5,0.3333333333333333,0.125,0.2,24.299999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,12227.0,204,16.0,384,384,135,83,48.0,768,49.0,5.0,20.0,11.0,26.0,47.0,95.0,19.0,116.0,406,5.0,11.0,1.0,11.0,16.0,28.0,7.0,42.0,66.0,28.0,24.0,30.0,45.0,31.0,30.0,3.0,12.0,8.0,4.0,12.0,8.0,42.0,135,2.0,0.7021276595744681,0.75,0.49473684210526314,0.45454545454545453,0.5714285714285714,0.4898989898989899,0.4166666666666667,0.546875,0.5225225225225225,0.4583333333333333,0.5833333333333334,28.6697247706422,0.16,0.15083798882681565,0.2222222222222222,0.6666666666666666,0.494949494949495,0.20202020202020202,0.25,0.3125,0.26262626262626265,0.4230769230769231,0.4230769230769231,0.8181818181818182,0.5353535353535354,0.49651275510204085,0.5172450000000001,0.5181725806451613,0.09482758620689655,0.3620689655172414,7.037894736842105,0.3515625,31.0,12.0,19.0,,1.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,3.0,2.0,,2.0,,6.0,3.0,7.0,3.0,8.0,4.0,14.0,19.0,1.0,15.0,1.0,0.25,0.3333333333333333,0.04040404040404041,0.5714285714285714,0.10344827586206896,0.14285714285714285,0.125,0.13636363636363635,0.6326530612244898,0.7380952380952381,0.010101010101010102,,,,0.030303030303030304,0.08333333333333333,0.59375,0.631578947368421,0.09375,0.1388888888888889,0.14423076923076922,38.1,5.0,7.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,11.0,2.0,1.0,1.0,2.0,13.0,3.0,15.0,3.0,4.0,1.0,6.0,4.0,1.0,2.0,3.0,8.0,3.0,3.0,3.0,6.0,1.0,0.25,0.11578947368421053,0.14285714285714285,0.2,0.375,0.09701492537313433,0.058823529411764705,0.08928571428571429,0.06521739130434782,0.11627906976744186,0.1111111111111111,0.045454545454545456,0.08333333333333333,0.07894736842105263,0.7096774193548387,0.4,0.3333333333333333,0.3333333333333333,1.0,0.5833333333333334,0.7142857142857143,0.03125,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2564,1610612756,Boris Diaw,Boris Diaw,2564,PHX,8134.0,136,27.0,255,252,122,73,35.0,507,12.0,7.0,12.0,7.0,14.0,26.0,38.0,2.0,54.0,264,5.0,6.0,,10.0,11.0,14.0,,22.0,24.0,28.0,9.0,12.0,18.0,10.0,4.0,,2.0,,2.0,2.0,2.0,22.0,122,,0.46153846153846156,0.46153846153846156,0.6842105263157895,0.8333333333333334,0.7857142857142857,0.5777777777777777,0.625,0.6875,0.574468085106383,0.625,0.6875,19.047619047619047,0.08737864077669903,0.096,0.09375,1.0,0.26666666666666666,0.26666666666666666,0.5833333333333334,0.5833333333333334,0.3111111111111111,0.5,0.5,1.0,0.4222222222222222,0.46932999999999997,0.441125,0.516484375,0.18518518518518517,0.4074074074074074,9.700000000000001,0.47843137254901963,12.0,8.0,8.0,,5.0,2.0,,2.0,,7.0,2.0,2.0,,2.0,14.0,19.0,3.0,43.0,3.0,3.0,1.0,3.0,3.0,9.0,17.0,,2.0,,,,0.15555555555555556,0.3333333333333333,0.13636363636363635,0.05714285714285714,0.1111111111111111,0.16666666666666666,1.0,1.0,0.1111111111111111,,,,0.044444444444444446,,0.5,1.0,0.125,0.0425531914893617,0.05,23.74285714285714,1.0,1.0,,,,,,,,,5.0,3.0,2.0,2.0,4.0,,6.0,2.0,2.0,1.0,6.0,,1.0,1.0,5.0,7.0,,3.0,,,,,,,,,0.046511627906976744,0.07407407407407407,0.05309734513274336,0.041666666666666664,0.04,0.05405405405405406,0.058823529411764705,0.1,0.10526315789473684,0.3333333333333333,0.14285714285714285,,,,0.125,1.0,,,,2.0,10.0,1.0,1.0,2.0,0.25,,,,,,,,,,,,,,,,,,True,,,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,5913.0,99,-6.0,188,185,69,57,20.0,373,14.0,5.0,8.0,1.0,4.0,13.0,26.0,6.0,38.0,218,,2.0,,,5.0,11.0,3.0,16.0,4.0,22.0,8.0,12.0,14.0,7.0,6.0,,,,,,,16.0,69,,0.15384615384615385,0.15384615384615385,0.5,,0.45454545454545453,0.45714285714285713,,0.5,0.5135135135135135,,0.5714285714285714,19.047619047619047,0.11940298507462686,0.1411764705882353,0.045454545454545456,,0.4,0.22857142857142856,0.625,0.625,0.11428571428571428,0.25,0.25,,0.6571428571428571,0.53279,0.40475,0.5586,,0.42105263157894735,6.146153846153846,0.3670212765957447,7.0,3.0,7.0,,5.0,4.0,,1.0,2.0,9.0,,2.0,3.0,4.0,3.0,6.0,2.0,15.0,4.0,3.0,3.0,1.0,,3.0,7.0,1.0,4.0,0.5,0.2222222222222222,0.2222222222222222,0.2571428571428571,0.3333333333333333,0.2222222222222222,0.13636363636363635,0.17391304347826086,0.14285714285714285,0.5,0.5833333333333334,0.14285714285714285,,,,0.11428571428571428,,0.5384615384615384,0.42857142857142855,0.07692307692307693,0.10810810810810811,0.14285714285714285,24.244444444444444,,,1.0,2.0,1.0,1.0,,,2.0,2.0,3.0,2.0,1.0,,2.0,,2.0,1.0,,,2.0,1.0,,,,1.0,,2.0,1.0,2.0,,0.5,0.07692307692307693,0.14285714285714285,,,0.03225806451612903,,0.02631578947368421,0.047619047619047616,0.05555555555555555,,,,0.05555555555555555,0.14285714285714285,0.2,0.5,0.5,0.5,,,0.07692307692307693,1.0,0.5,,1.0,,,3.0,,3.0,0.5,,,,,,,,,,,,,,,,True,,,
1952,1610612756,Raja Bell,Raja Bell,1952,PHX,10991.0,183,11.0,347,347,122,64,43.0,694,2.0,2.0,3.0,5.0,11.0,8.0,16.0,13.0,68.0,369,1.0,1.0,,14.0,2.0,4.0,9.0,25.0,8.0,8.0,14.0,18.0,23.0,14.0,16.0,2.0,1.0,,,1.0,,25.0,122,2.0,0.5,0.5,0.5,1.0,0.5,0.7638888888888888,1.1666666666666667,0.8,0.7727272727272727,1.1666666666666667,0.8333333333333334,12.213740458015266,0.1037037037037037,0.1069182389937107,0.024390243902439025,,0.05555555555555555,0.08333333333333333,0.6666666666666666,0.6666666666666666,0.3055555555555556,0.45454545454545453,0.45454545454545453,0.6,0.6111111111111112,0.5128097222222222,0.54717,0.47418999999999994,0.20588235294117646,0.36764705882352944,14.83125,0.3515850144092219,1.0,,,4.0,6.0,14.0,3.0,4.0,13.0,20.0,5.0,6.0,39.0,14.0,9.0,10.0,5.0,21.0,3.0,2.0,2.0,,,4.0,15.0,2.0,6.0,1.0,0.65,0.65,0.5555555555555556,,0.125,0.09302325581395349,0.17647058823529413,0.1111111111111111,0.5,0.5,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3888888888888889,0.5,,,0.4,0.14285714285714285,0.2727272727272727,24.410000000000004,,,2.0,9.0,3.0,4.0,,,9.0,,1.0,1.0,,1.0,4.0,1.0,5.0,,,2.0,4.0,,,,2.0,4.0,,2.0,1.0,,,0.6666666666666666,,,,0.125,0.03225806451612903,0.03333333333333333,0.032467532467532464,0.023809523809523808,,0.07317073170731707,0.047619047619047616,,,,0.5,0.6428571428571429,0.6428571428571429,1.0,,,0.2,0.75,0.6428571428571429,2.0,2.0,2.0,,1.0,0.3333333333333333,,0.16666666666666666,1.0,1.0,3.0,4.0,1.0,0.8,0.5,1.0,1.0,1.0,0.5,,,,,True,,,
959,1610612756,Steve Nash,Steve Nash,959,PHX,9865.0,164,-10.0,313,313,109,54,40.0,626,10.0,8.0,12.0,11.0,22.0,23.0,44.0,9.0,67.0,344,2.0,2.0,,4.0,9.0,15.0,8.0,32.0,,46.0,9.0,11.0,12.0,10.0,9.0,3.0,1.0,1.0,,1.0,1.0,32.0,109,3.0,,,0.5227272727272727,1.0,0.6,0.5,1.0,0.5454545454545454,0.532258064516129,1.0,0.6153846153846154,20.563380281690144,0.0743801652892562,0.0763888888888889,0.02857142857142857,1.0,0.1724137931034483,0.20689655172413793,0.6666666666666666,0.7272727272727273,0.3793103448275862,0.5,0.5238095238095238,,0.41379310344827586,0.45711810344827586,0.375,0.45398409090909086,0.05970149253731343,0.47761194029850745,11.375,0.34824281150159747,4.0,3.0,4.0,,,14.0,,7.0,4.0,14.0,,7.0,3.0,14.0,32.0,38.0,9.0,82.0,2.0,2.0,2.0,9.0,5.0,11.0,9.0,3.0,1.0,0.25,0.2857142857142857,0.2857142857142857,0.2413793103448276,0.8181818181818182,0.08695652173913043,0.09523809523809523,0.09090909090909091,0.125,0.4,0.4,,,,,0.2413793103448276,,0.18181818181818182,0.75,0.3181818181818182,0.01694915254237288,0.022222222222222223,25.05,,,,4.0,2.0,2.0,,,4.0,2.0,6.0,5.0,1.0,,1.0,,1.0,,,,2.0,4.0,,1.0,3.0,6.0,1.0,1.0,,,,0.2857142857142857,0.045454545454545456,,0.08333333333333333,,0.008695652173913044,,0.007142857142857143,,0.02564102564102564,,,,,,,0.2857142857142857,0.2857142857142857,0.25,,,,0.2857142857142857,0.2857142857142857,,19.0,4.0,1.0,1.0,,9.0,,,,,,,,,,,,,1.0,0.045454545454545456,,,True,,,
255,1610612756,Grant Hill,Grant Hill,255,PHX,3156.0,53,-2.0,99,101,12,15,11.0,200,2.0,,,4.0,7.0,4.0,9.0,,8.0,97,,1.0,,,1.0,3.0,,2.0,6.0,2.0,7.0,7.0,10.0,2.0,,,1.0,,,1.0,1.0,2.0,12,,0.75,0.75,0.4444444444444444,,0.3333333333333333,0.4444444444444444,,0.3333333333333333,0.4444444444444444,,0.3333333333333333,8.108108108108107,0.21212121212121213,0.1891891891891892,0.25,1.0,0.2222222222222222,,,,0.7777777777777778,0.5714285714285714,0.5714285714285714,0.75,0.2222222222222222,0.4316888888888889,0.6049,0.45203333333333334,,0.25,13.966666666666667,0.12121212121212122,,,1.0,,,,,,,,,,,,3.0,3.0,,6.0,,2.0,1.0,,,,3.0,2.0,,,,,,,,,0.3125,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,1.0,2.0,,3.0,,1.0,,,,,,,3.0,,,,,1.0,,,,,,0.04878048780487805,0.125,0.061224489795918366,0.05555555555555555,,0.07142857142857142,0.25,,,,,,,,1.0,,,,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,True,,,
406,1610612756,Shaquille O'Neal,Shaquille O'Neal,406,PHX,7436.0,124,19.0,233,234,53,18,29.0,467,20.0,7.0,22.0,,,18.0,42.0,19.0,55.0,234,4.0,5.0,4.0,12.0,1.0,3.0,12.0,14.0,20.0,16.0,24.0,30.0,40.0,29.0,43.0,10.0,12.0,7.0,5.0,12.0,10.0,14.0,53,10.0,0.5555555555555556,0.625,0.42857142857142855,0.8,0.3333333333333333,0.42857142857142855,0.8,0.3333333333333333,0.4365079365079365,0.6666666666666666,0.4375,26.136363636363637,0.25,0.25892857142857145,0.17391304347826086,0.8333333333333334,0.47619047619047616,0.5238095238095238,0.3181818181818182,0.3333333333333333,,,,,0.47619047619047616,0.5079833333333333,0.6012666666666667,0.47583333333333333,0.21818181818181817,0.2545454545454545,4.742857142857143,0.22746781115879827,11.0,1.0,1.0,,,,,,,,,,,,4.0,4.0,4.0,8.0,5.0,4.0,3.0,3.0,1.0,6.0,16.0,,12.0,,,,,0.5,0.3125,0.30303030303030304,0.25,0.2727272727272727,0.55,0.8461538461538461,,,,,,,0.3333333333333333,1.0,,0.22641509433962265,0.22641509433962265,,4.0,5.0,,,,,4.0,,,8.0,,,,4.0,6.0,1.0,10.0,1.0,1.0,,3.0,2.0,,1.0,1.0,9.0,,2.0,,1.0,2.0,,0.19047619047619047,0.35,0.045454545454545456,0.16666666666666666,0.07407407407407407,0.23529411764705882,0.10204081632653061,0.10344827586206896,0.058823529411764705,0.05555555555555555,0.25,0.2,0.0625,0.6363636363636364,0.42857142857142855,,,,1.0,0.8,,,,,,,1.0,1.0,,,0.4,,,,,,,,,,,,,,2.0,0.5,True,,,
15,1610612756,Eric Piatkowski,Eric Piatkowski,15,PHX,96.0,2,,2,3,2,3,1.0,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,False,,,
