EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FTDefRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFtPoints,HeaveAttempts,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,DefAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangeFGA,PtsUnassisted3s,ThreePtAssists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,OffRebounds,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Arc3Assists,OffTwoPtRebounds,SecondChanceFg2Pct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShortMidRangeAssists,SelfOReb,OffLongMidRangeReboundPct,SelfORebPct,Technical Free Throw Trips,OffAtRimReboundPct,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,ShortMidRangePctBlocked,Offensive Fouls,Travels,on,SecondChanceTurnovers,Loose Ball Fouls Drawn,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,Corner3PctBlocked
136,1610612738,P.J. Brown,P.J. Brown,136,BOS,1355.0,23,2,39,43,22,25,3,82,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4,6,39,2.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2,2,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,22,1.0,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.25,0.5,9.523809523809524,0.06666666666666667,0.1111111111111111,0.08333333333333333,0.14285714285714285,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.39887500000000004,0.37625,0.6666666666666666,9.075,0.5641025641025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,1269.0,21,9,39,44,28,28,5,83,5.0,5.0,2.0,2.0,,4.0,5.0,9,17,42,2.0,5.0,7.0,,,2.0,2.0,2.0,4.0,1.0,2.0,4,4,,,,,,,,,7.0,28,,,0.5555555555555556,0.4,0.5416666666666666,0.5,0.6071428571428571,0.5,,,36.36363636363637,0.16666666666666666,0.1,0.13636363636363635,0.14285714285714285,,,0.4166666666666667,1.0,1.0,,0.3333333333333333,,,,0.2857142857142857,1.0,0.6666666666666666,0.4705416666666667,0.47815,0.4117647058823529,7.722222222222222,0.717948717948718,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2.0,4.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,1.5,1.0,0.25,1.0,0.25,1.0,0.1111111111111111,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.2857142857142857,0.5,0.3333333333333333,0.4956,0.2857142857142857,0.36363636363636365,0.23529411764705882,25.900000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1899,1610612738,James Posey,James Posey,1899,BOS,3130.0,52,5,100,108,60,68,11,208,2.0,2.0,1.0,1.0,,,2.0,2,12,100,1.0,1.0,7.0,4.0,,1.0,1.0,1.0,2.0,1.0,9.0,12,12,1.0,3.0,2.0,1.0,,3.0,1.0,,7.0,60,1.0,1.0,1.0,1.0,0.625,0.4166666666666667,0.6666666666666666,0.5,,,9.009009009009008,0.2571428571428571,0.058823529411764705,0.19230769230769232,0.3,,0.3333333333333333,0.25,1.0,1.0,1.0,,,,,0.16666666666666666,1.0,1.0,0.5418428571428571,0.52405,0.5833333333333334,0.75,0.6,1.0,5.0,,,,4.0,2.0,6.0,2.0,,,,,1.0,5.0,,6.0,4.0,1.0,2.0,2.0,1.0,,,,1.0,,3.0,2.0,,,1.0,0.3333333333333333,,0.2,0.4,,,0.75,,0.2857142857142857,0.16666666666666666,0.07142857142857142,0.625,0.2,0.2,1.0,,,,0.6666666666666666,,0.25,,,,,28.166666666666668,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3076923076923077,0.125,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,803.0,13,-5,29,32,19,26,3,61,1.0,2.0,1.0,1.0,,1.0,1.0,4,7,34,1.0,3.0,4.0,,1.0,1.0,2.0,,5.0,3.0,1.0,4,5,,1.0,,,,,,,4.0,19,,,0.25,0.3333333333333333,0.4166666666666667,0.25,0.5,0.4,0.25,0.5,21.875,0.2,1.0,0.5,0.3333333333333333,,,0.3333333333333333,0.5,1.0,,0.16666666666666666,,,,0.25,1.0,0.6666666666666666,0.5359416666666666,0.475925,0.5714285714285714,6.5,0.6551724137931034,1.0,2.0,,,,1.0,1.0,2.0,2.0,,,,,,1.0,2.0,,2.0,1.0,,,,,,,,,2.0,2.0,,,,0.5,,,0.5,,,0.3333333333333333,,,,1.0,0.3333333333333333,0.5,0.5,,,,,0.25,,0.5,,,,,24.8,,,,,2.0,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.07692307692307693,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,3911.0,65,4,128,136,80,94,15,264,8.0,11.0,4.0,5.0,,1.0,9.0,15,20,130,5.0,7.0,12.0,12.0,,2.0,3.0,1.0,7.0,1.0,1.0,2,3,3.0,5.0,,,,,,,12.0,80,0.6666666666666666,0.75,0.6,0.7142857142857143,0.5625,0.7142857142857143,0.5555555555555556,0.6666666666666666,,,13.286713286713287,0.023255813953488372,0.05263157894736842,0.03225806451612903,,,,0.6875,0.7272727272727273,0.7272727272727273,0.625,0.0625,,,,0.7142857142857143,0.8,0.75,0.56558125,0.5751142857142858,0.6,3.26,0.625,,1.0,,,,,,1.0,2.0,,,,2.0,,,6.0,,1.0,,,2.0,2.0,1.0,,1.0,1.0,1.0,3.0,5.0,1.0,3.0,,,,,,0.5,0.5,0.0625,1.0,,,0.0625,0.0625,,,,,,,,,,0.50465,0.16666666666666666,0.17647058823529413,0.1,25.5,,,,,2.0,,,,,,,,,,2.0,,0.06666666666666667,,,,,,,3.0,,1.0,,1.0,,1.0,,0.017857142857142856,,0.1875,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.023809523809523808,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2067,1610612738,Eddie House,Eddie House,2067,BOS,2025.0,34,-5,71,70,47,58,8,141,,,,,,4.0,,5,8,70,,5.0,8.0,,,5.0,6.0,2.0,13.0,2.0,3.0,5,7,,,,,,,,,8.0,47,,,,,0.23076923076923078,0.3,0.2857142857142857,0.36363636363636365,,,18.987341772151897,0.125,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,,,,,,0.3076923076923077,,,,,,0.6153846153846154,0.45521153846153845,0.42857500000000004,1.0,15.580000000000002,0.6619718309859155,1.0,6.0,,,1.0,4.0,2.0,8.0,2.0,,,,,2.0,5.0,,6.0,6.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,2.0,,1.0,1.0,0.25,,0.4,0.25,,,0.6153846153846154,1.0,,0.1111111111111111,0.2,0.46153846153846156,0.16666666666666666,0.16666666666666666,1.0,,,,0.4,0.25,0.16666666666666666,0.36455000000000004,0.07142857142857142,0.16666666666666666,,24.2,1.0,2.0,1.0,1.0,2.0,,1.0,,,,,,,,,,0.1111111111111111,0.15384615384615385,0.5,0.5,1.0,0.1,1.0,1.0,,1.0,,2.0,,2.0,,0.06451612903225806,,0.07692307692307693,,,,,2.0,,1.0,2.0,,0.09090909090909091,,,,,,,1.0,2.0,0.2,0.2,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
208,1610612738,Sam Cassell,Sam Cassell,208,BOS,1129.0,19,12,31,37,17,13,5,68,,1.0,,,2.0,4.0,2.0,5,9,23,,2.0,,,,1.0,2.0,,5.0,1.0,,1,1,,1.0,,,,,,,,17,,,0.4,,0.5833333333333334,,0.6428571428571429,,,,25.0,,0.125,0.04,,0.5,,0.16666666666666666,,,,0.6666666666666666,0.5,0.5,,,,0.3333333333333333,0.45665,0.35655,,16.119999999999997,0.5483870967741935,1.0,1.0,,,,,1.0,1.0,2.0,,,,,,,4.0,3.0,1.0,1.0,,,,1.0,1.0,,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,0.16666666666666666,0.5,,,,0.16666666666666666,1.0,1.0,1.0,,,,,,1.0,0.3816,0.14285714285714285,0.16666666666666666,,24.6,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,832.0,14,10,26,27,14,14,3,53,1.0,2.0,,,,,1.0,3,8,21,,,6.0,,,,,,,1.0,2.0,3,4,1.0,2.0,,,,,,,6.0,14,,,0.3333333333333333,,0.5,0.75,0.5833333333333334,0.8333333333333334,,,20.689655172413794,0.25,0.16666666666666666,0.21428571428571427,0.5,,,0.4,0.5,0.5,,,,,,,,0.8,0.50322,0.4518,0.75,5.266666666666667,0.5384615384615384,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,3.0,,1.0,,2.0,1.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,2.0,3.0,,,1.0,0.5,,0.5,0.5,0.5,0.5,0.4,,,,0.16666666666666666,0.4,0.5,0.5,1.0,0.5,,,1.0,0.5,0.5,0.5333749999999999,,,0.25,25.85,,,,,3.0,,,,,,1.0,,,,1.0,2.0,0.25,,,,,,,1.0,,,,,,1.0,,0.08333333333333333,,0.2,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,0.1111111111111111,,,,,0.5,1.0,,1.0,,0.3333333333333333,1.0,0.2,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
200796,1610612738,Leon Powe,Leon Powe,200796,BOS,1553.0,26,2,53,55,36,41,5,108,4.0,7.0,1.0,4.0,1.0,1.0,5.0,11,14,55,1.0,6.0,2.0,4.0,2.0,,1.0,,3.0,1.0,2.0,4,6,6.0,7.0,,,,,,,2.0,36,0.4,0.5,0.45454545454545453,0.16666666666666666,0.45454545454545453,0.16666666666666666,0.5384615384615384,0.16666666666666666,0.18181818181818182,0.14285714285714285,25.862068965517242,0.11764705882352941,0.16666666666666666,0.13043478260869565,,,,0.6363636363636364,0.5714285714285714,0.6666666666666666,0.25,0.09090909090909091,1.0,1.0,1.0,0.6666666666666666,0.25,0.6363636363636364,0.5682181818181818,0.5843333333333334,0.14285714285714285,4.318181818181818,0.6792452830188679,,,,,,,,,4.0,,,4.0,6.0,,,6.0,,,,1.0,,,1.0,,1.0,2.0,2.0,3.0,5.0,1.0,3.0,,,,,,0.5,0.75,,0.5,0.25,0.2857142857142857,0.25,,,,,,,,,,,0.5778,0.23076923076923078,0.23076923076923078,0.42857142857142855,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,3.0,,1.0,,,,2.0,,0.1,,0.2727272727272727,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,0.5,0.14285714285714285,,,,,1.0,0.5,,,0.2,,,0.25,1.0,1.0,0.3333333333333333,,,True,,,,,,,,,,,,,,,,,,,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,1855.0,31,-14,68,65,42,58,9,133,3.0,4.0,1.0,2.0,1.0,6.0,6.0,13,17,73,3.0,8.0,11.0,6.0,1.0,3.0,3.0,2.0,6.0,,3.0,4,6,1.0,5.0,2.0,1.0,,2.0,2.0,,11.0,42,0.5,0.5,0.46153846153846156,0.375,0.42857142857142855,0.375,0.5,0.5,0.07692307692307693,0.25,25.974025974025974,0.14285714285714285,,0.11538461538461539,,,1.0,0.2857142857142857,0.75,1.0,0.3333333333333333,0.42857142857142855,0.16666666666666666,0.16666666666666666,1.0,0.25,0.5,0.35714285714285715,0.4043107142857143,0.40917499999999996,0.6470588235294118,10.815384615384618,0.6176470588235294,,1.0,,,,,,1.0,5.0,,,,,,,6.0,,1.0,,1.0,1.0,,1.0,1.0,,3.0,3.0,4.0,6.0,,2.0,,,,,,,,0.07142857142857142,0.3333333333333333,0.2,0.25,,0.07142857142857142,,,,,,,,,,0.3338,0.125,0.13333333333333333,,25.4,,,,,5.0,,1.0,,2.0,,1.0,,,1.0,1.0,1.0,0.125,,,,,,,3.0,,,,1.0,,2.0,,0.058823529411764705,,0.21428571428571427,,,2.0,,1.0,,,2.0,,0.08,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,0.14285714285714285,,,,2.0,,True,,,,,,,,,,,,,,,,,,,,,,,
