EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,RecoveredBlocks,Defensive 3 Seconds Violations,LongMidRangePctBlocked,DefFTReboundPct,BlocksRecoveredPct,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PtsPutbacks,PenaltyTurnovers,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,23313.0,389,87.0,697,700,168.0,171.0,82.0,1397,31.0,50.0,2.0,2.0,9.0,18.0,32.0,57.0,22.0,52.0,5.0,20.0,1.0,5.0,85.0,159.0,5.0,20.0,50.0,235.0,732,4.0,7.0,1.0,1.0,9.0,20.0,40.0,5.0,31.0,71.0,12.0,158.0,12.0,3.0,20.0,5.0,9.0,94.0,24.0,118.0,15.0,9.0,42.0,15.0,37.0,260.0,2.0,10.0,1.0,14.0,26.0,40.0,13.0,53.0,4.0,21.0,10.0,11.0,11.0,8.0,5.0,3.0,1.0,16.0,2.0,16.0,35.0,4.0,62.0,1.0,1.0,65.0,5.0,1.0,23.0,1.0,10.0,2.0,2.0,2.0,71.0,168.0,6.0,9.0,0.07058823529411765,0.07058823529411765,0.8,0.25,0.25,0.5345911949685535,0.5714285714285714,0.5,0.5167597765363129,0.5,0.4444444444444444,0.5625,0.5,0.5645161290322581,0.11173184357541899,0.05660377358490566,0.16,0.017543859649122806,28.211586901763223,0.6875,0.058823529411764705,0.10236220472440945,0.03663003663003663,0.11764705882352941,0.029850746268656716,0.10723860589812333,0.03529411764705882,0.08571428571428572,0.025,0.016260162601626018,0.04081632653061224,0.10526315789473684,0.08333333333333333,0.11320754716981132,0.13636363636363635,0.09433962264150944,0.05063291139240506,0.27932960893854747,0.62,0.7380952380952381,0.06451612903225806,0.31843575418994413,0.5614035087719298,0.5714285714285714,0.09375,0.2905027932960894,0.4230769230769231,0.4230769230769231,0.045454545454545456,0.11173184357541899,0.25,0.25,0.8,0.25,1.0,0.125,0.4,0.5,0.1111111111111111,0.39106145251396646,0.25,0.4736673184357542,0.43483333333333335,0.4935555555555556,0.12121212121212122,0.12994350282485875,0.047619047619047616,0.03829787234042553,0.3021276595744681,9.022641509433964,24.885,0.24103299856527977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1719,1610612740,Bonzi Wells,Bonzi Wells,1719,NOH,5265.0,88,14.0,152,151,23.0,40.0,22.0,303,6.0,11.0,,1.0,1.0,1.0,2.0,9.0,3.0,8.0,,,,,11.0,28.0,,1.0,,22.0,167,,3.0,1.0,,,3.0,4.0,1.0,,6.0,16.0,6.0,,,,,5.0,5.0,1.0,6.0,1.0,,3.0,,2.0,13.0,,1.0,,6.0,4.0,11.0,1.0,12.0,,1.0,1.0,,,,4.0,,,4.0,,4.0,16.0,1.0,5.0,,,2.0,,,1.0,,,2.0,2.0,2.0,6.0,23.0,3.0,,0.7272727272727273,0.7272727272727273,,,,0.39285714285714285,,0.75,0.3793103448275862,,0.6,0.36666666666666664,,0.6,0.034482758620689655,0.17857142857142858,0.2727272727272727,0.1111111111111111,19.2090395480226,,,0.06557377049180328,0.015151515151515152,0.23076923076923078,,0.11494252873563218,0.012658227848101266,,0.047619047619047616,,,,0.07142857142857142,0.13043478260869565,0.2777777777777778,0.125,,0.3793103448275862,0.5454545454545454,0.75,0.8333333333333334,0.3103448275862069,0.2222222222222222,0.25,0.5,0.27586206896551724,0.375,0.42857142857142855,0.6666666666666666,,,,,0.25,,,0.2,1.0,,0.41379310344827586,,0.4791862068965517,0.5289,0.47176,0.03333333333333333,0.034482758620689655,,,0.2727272727272727,7.960714285714286,23.8,0.1513157894736842,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.125,0.25,1.0,0.034482758620689655,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1763,1610612740,Ryan Bowen,Ryan Bowen,1763,NOH,302.0,5,,8,8,6.0,8.0,3.0,16,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,10,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,0.5,,,,18.181818181818183,,,0.25,,0.5,,0.3333333333333333,,,,,,,,0.25,0.5,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,1.0,0.5,,0.3555,,0.3288,,,,,,19.7,26.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2199,1610612740,Tyson Chandler,Tyson Chandler,2199,NOH,24694.0,412,93.0,736,742,172.0,179.0,87.0,1478,41.0,62.0,12.0,22.0,7.0,10.0,2.0,6.0,,,,,,,43.0,68.0,,,10.0,96.0,768,13.0,23.0,,,26.0,7.0,10.0,,7.0,21.0,60.0,26.0,,,,,5.0,5.0,,5.0,,,1.0,1.0,3.0,10.0,10.0,35.0,,31.0,40.0,78.0,45.0,123.0,4.0,5.0,3.0,2.0,2.0,1.0,8.0,1.0,,10.0,1.0,23.0,43.0,5.0,27.0,7.0,4.0,16.0,,,4.0,,4.0,20.0,13.0,20.0,21.0,172.0,3.0,4.0,0.6976744186046512,0.9090909090909091,,,,0.6323529411764706,0.5652173913043478,0.7,0.6323529411764706,0.5652173913043478,0.7,0.631578947368421,0.5652173913043478,0.65625,,0.07352941176470588,0.06451612903225806,0.16666666666666666,10.238095238095237,0.2,,0.14925373134328357,0.1206896551724138,0.2366412213740458,0.14285714285714285,0.17794486215538846,0.125,0.10810810810810811,0.13953488372093023,0.11538461538461539,0.16,0.14814814814814814,0.16,0.14285714285714285,0.21621621621621623,0.2631578947368421,0.2,0.9117647058823529,0.6612903225806451,0.7068965517241379,0.7317073170731707,0.08823529411764706,0.3333333333333333,0.4,,,,,,,,,,0.9565217391304348,0.5454545454545454,,1.0,0.7,,0.9117647058823529,,0.571275,0.5557300000000001,0.5957000000000001,0.05555555555555555,0.05555555555555555,,0.2708333333333333,0.21875,0.9544117647058824,,0.23369565217391305,,,,7.0,,,3.0,13.0,1.0,,0.25,0.65,,,,20.0,3.0,1.0,6.0,3.0,0.1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,True
2561,1610612740,David West,David West,2561,NOH,22428.0,374,77.0,676,681,163.0,170.0,76.0,1357,18.0,29.0,5.0,8.0,3.0,4.0,24.0,57.0,35.0,83.0,1.0,1.0,,1.0,77.0,169.0,1.0,2.0,39.0,196.0,708,12.0,23.0,,1.0,25.0,15.0,29.0,2.0,16.0,49.0,96.0,58.0,3.0,,1.0,1.0,9.0,14.0,12.0,26.0,8.0,4.0,6.0,4.0,4.0,64.0,8.0,7.0,1.0,9.0,49.0,66.0,16.0,82.0,3.0,10.0,6.0,4.0,5.0,3.0,8.0,2.0,,13.0,2.0,14.0,24.0,3.0,38.0,5.0,3.0,44.0,6.0,,19.0,,6.0,18.0,10.0,18.0,49.0,163.0,3.0,6.0,0.6233766233766234,0.6666666666666666,1.0,0.5,0.5,0.4556213017751479,0.5217391304347826,0.5172413793103449,0.4590643274853801,0.5217391304347826,0.532258064516129,0.5157894736842106,0.5208333333333334,0.6282051282051282,0.011695906432748537,0.05325443786982249,0.13793103448275862,0.07017543859649122,26.466753585397655,0.38461538461538464,0.0625,0.20164609053497942,0.025830258302583026,0.07758620689655173,0.13114754098360656,0.1615598885793872,0.045180722891566265,0.04285714285714286,0.05,,0.11627906976744186,0.2191780821917808,0.25,0.1568627450980392,0.07936507936507936,0.07547169811320754,0.03571428571428571,0.1695906432748538,0.6206896551724138,0.72,0.3333333333333333,0.3333333333333333,0.42105263157894735,0.4528301886792453,0.5,0.4853801169590643,0.42168674698795183,0.4268292682926829,0.8571428571428571,0.005847953216374269,1.0,1.0,1.0,0.34782608695652173,0.625,,0.12903225806451613,0.75,0.03225806451612903,0.18128654970760233,1.0,0.42889035087719307,0.44047333333333333,0.42479193548387095,0.10326086956521739,0.1043956043956044,,0.12755102040816327,0.25,11.324260355029587,23.75,0.2411242603550296,1.0,,1.0,8.0,2.0,3.0,1.0,8.0,1.0,0.012048192771084338,0.32,0.4444444444444444,0.005847953216374269,,0.03225806451612903,10.0,4.0,3.0,5.0,,0.16666666666666666,0.2,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,True
201153,1610612740,Julian Wright,Julian Wright,201153,NOH,2934.0,49,20.0,82,83,7.0,9.0,13.0,165,3.0,5.0,1.0,1.0,,,3.0,5.0,1.0,3.0,1.0,3.0,,2.0,7.0,13.0,1.0,3.0,5.0,22.0,78,2.0,4.0,,,4.0,,,2.0,,,6.0,8.0,3.0,,3.0,1.0,1.0,3.0,1.0,4.0,1.0,,2.0,,1.0,9.0,1.0,3.0,1.0,1.0,4.0,5.0,5.0,10.0,,6.0,1.0,5.0,,,2.0,,1.0,2.0,,2.0,3.0,,5.0,,,6.0,,,3.0,,,1.0,,1.0,,7.0,,,0.42857142857142855,0.5,1.0,0.3333333333333333,0.3333333333333333,0.5384615384615384,0.5,,0.53125,0.5,,0.5789473684210527,0.5,,0.1875,0.07692307692307693,0.2,,21.42857142857143,,0.3333333333333333,0.15384615384615385,0.10344827586206896,0.043478260869565216,0.09090909090909091,0.10204081632653061,0.1,0.16666666666666666,0.09090909090909091,0.08333333333333333,0.125,0.09090909090909091,0.3333333333333333,0.1111111111111111,0.058823529411764705,,,0.3125,0.6,0.75,0.3333333333333333,0.3125,0.6,0.6,0.3333333333333333,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,,,,1.0,0.5,0.3333333333333333,0.48995,0.4542,0.386025,0.15789473684210525,0.1875,,0.18181818181818182,,6.730769230769231,25.53333333333333,0.08536585365853659,,,,,1.0,,,1.0,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2457,1610612740,Jannero Pargo,Jannero Pargo,2457,NOH,8605.0,143,48.0,249,257,69.0,89.0,35.0,506,6.0,9.0,,,2.0,4.0,3.0,9.0,8.0,24.0,8.0,18.0,1.0,5.0,17.0,42.0,11.0,29.0,9.0,76.0,253,1.0,1.0,3.0,,5.0,3.0,9.0,9.0,4.0,16.0,14.0,20.0,24.0,9.0,17.0,8.0,1.0,7.0,5.0,12.0,3.0,2.0,5.0,2.0,,29.0,1.0,1.0,,5.0,5.0,11.0,2.0,13.0,,7.0,3.0,4.0,4.0,3.0,1.0,1.0,,5.0,,8.0,10.0,,12.0,,1.0,13.0,,1.0,5.0,,1.0,1.0,1.0,1.0,16.0,69.0,1.0,,0.4117647058823529,0.4117647058823529,0.7272727272727273,0.3793103448275862,0.39285714285714285,0.40476190476190477,1.0,0.3333333333333333,0.47183098591549294,0.625,0.3333333333333333,0.487012987012987,0.625,0.35714285714285715,0.4084507042253521,0.023809523809523808,,0.1111111111111111,28.08219178082192,0.8,,0.05319148936170213,0.010526315789473684,0.09803921568627451,0.030303030303030304,0.06896551724137931,0.015625,0.038461538461538464,,,0.04,,0.034482758620689655,0.10256410256410256,0.06666666666666667,0.14285714285714285,,0.1267605633802817,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.1267605633802817,0.3333333333333333,0.375,,0.3380281690140845,0.3333333333333333,0.3333333333333333,0.25,0.2535211267605634,0.4444444444444444,0.4444444444444444,0.625,,,0.25,0.2222222222222222,0.5,0.2777777777777778,0.5352112676056338,0.47058823529411764,0.4702464285714286,0.55105,0.49711111111111106,0.06578947368421052,0.10638297872340426,,0.06578947368421052,0.21052631578947367,12.769047619047617,26.106896551724137,0.27710843373493976,11.0,2.0,4.0,1.0,1.0,,1.0,,,,0.07142857142857142,,0.15492957746478872,0.5,0.2222222222222222,,1.0,,,,,,1.0,2.0,0.2222222222222222,0.2,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.034482758620689655,0.09090909090909091,0.2727272727272727,0.3,1.0,0.5,1.0,0.25,,,,,,True
2050,1610612740,Morris Peterson,Morris Peterson,2050,NOH,13839.0,231,64.0,421,423,94.0,77.0,46.0,844,4.0,9.0,1.0,2.0,1.0,1.0,1.0,2.0,8.0,16.0,4.0,10.0,1.0,3.0,13.0,27.0,15.0,28.0,4.0,75.0,426,2.0,3.0,4.0,1.0,11.0,2.0,2.0,9.0,2.0,24.0,20.0,6.0,42.0,3.0,10.0,4.0,,3.0,3.0,6.0,2.0,1.0,,,3.0,15.0,,2.0,,12.0,13.0,26.0,2.0,28.0,,5.0,4.0,1.0,1.0,1.0,4.0,,,5.0,,15.0,24.0,2.0,8.0,2.0,3.0,6.0,,,2.0,,1.0,1.0,1.0,1.0,24.0,94.0,,1.0,0.7692307692307693,0.7692307692307693,0.9333333333333333,0.5357142857142857,0.5357142857142857,0.48148148148148145,0.6666666666666666,1.0,0.6454545454545455,0.7142857142857143,1.0,0.646551724137931,0.6875,1.0,0.509090909090909,,,,13.23529411764706,0.2,,0.08496732026143791,0.011904761904761904,0.16666666666666666,,0.1111111111111111,0.01,,0.018867924528301886,0.014084507042253521,,0.10638297872340426,0.047619047619047616,0.09375,0.10256410256410256,0.24242424242424243,,0.16363636363636364,0.4444444444444444,0.4444444444444444,0.75,0.03636363636363636,0.5,0.5,1.0,0.2909090909090909,0.5,0.5,0.75,0.18181818181818182,0.4,0.4,1.0,0.2857142857142857,0.5,0.14285714285714285,0.09090909090909091,1.0,0.2727272727272727,0.6727272727272727,0.4,0.5247609090909091,0.5501833333333334,0.5653545454545454,0.03508771929824561,0.06896551724137931,,0.14666666666666667,0.32,11.577777777777776,23.825,0.22327790973871733,18.0,3.0,6.0,1.0,,,,1.0,,,0.06666666666666667,1.0,0.32727272727272727,0.42857142857142855,0.5454545454545454,,1.0,,,,,1.0,2.0,6.0,0.6666666666666666,0.6666666666666666,11.0,2.0,4.0,2.0,,,0.5,,,0.6111111111111112,0.6111111111111112,0.9090909090909091,0.6666666666666666,0.5,0.6666666666666666,1.0,,,,,True
978,1610612740,Peja Stojakovic,Peja Stojakovic,978,NOH,21721.0,362,74.0,649,656,158.0,152.0,71.0,1305,9.0,18.0,1.0,4.0,2.0,4.0,6.0,15.0,12.0,31.0,16.0,33.0,6.0,9.0,27.0,64.0,21.0,41.0,20.0,137.0,682,5.0,10.0,6.0,6.0,22.0,6.0,14.0,11.0,12.0,48.0,44.0,10.0,63.0,,33.0,16.0,2.0,3.0,3.0,6.0,1.0,2.0,,,3.0,15.0,1.0,4.0,,10.0,32.0,48.0,5.0,53.0,3.0,6.0,2.0,4.0,6.0,3.0,2.0,3.0,1.0,8.0,,4.0,15.0,,18.0,,2.0,21.0,,1.0,5.0,,5.0,1.0,,1.0,48.0,158.0,4.0,5.0,0.8148148148148148,0.8461538461538461,1.0,0.5121951219512195,0.5121951219512195,0.421875,0.5,0.42857142857142855,0.5571428571428572,0.5,0.72,0.591304347826087,0.5789473684210527,0.7580645161290323,0.3904761904761905,0.03125,0.05555555555555555,0.06666666666666667,16.73469387755102,0.75,,0.13617021276595745,0.015810276679841896,0.08849557522123894,0.01639344262295082,0.1206896551724138,0.01592356687898089,0.015625,0.012987012987012988,0.017857142857142856,,0.1044776119402985,0.17391304347826086,0.13131313131313133,0.11864406779661017,0.05555555555555555,0.05555555555555555,0.17142857142857143,0.5,0.5294117647058824,0.7777777777777778,0.14285714285714285,0.4,0.42857142857142855,0.6666666666666666,0.29523809523809524,0.3870967741935484,0.3870967741935484,0.9166666666666666,0.3142857142857143,0.48484848484848486,0.5,1.0,0.25,0.25,0.375,0.16,0.5,0.36,0.5619047619047619,0.48484848484848486,0.4922619047619048,0.4899071428571428,0.48198799999999997,0.045454545454545456,0.07246376811594203,,0.16058394160583941,0.35036496350364965,11.201562500000001,24.702439024390245,0.24345146379044685,8.0,,2.0,6.0,,1.0,1.0,1.0,1.0,,0.23076923076923078,1.0,0.0761904761904762,,0.08,2.0,,,1.0,,0.058823529411764705,,6.0,8.0,0.7272727272727273,0.6666666666666666,5.0,,2.0,2.0,,1.0,0.3333333333333333,0.024390243902439025,,0.625,0.625,1.0,,,1.0,,2.0,0.030303030303030304,0.3333333333333333,1.0,True
2229,1610612740,Mike James,Mike James,2229,NOH,239.0,4,-9.0,6,6,,,,12,,,,,,,,,,1.0,,,,,,1.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.4116,,,,,,,,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
