EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,PenaltyFtPoints,PtsUnassisted3s,OffTwoPtRebounds,FTDefRebounds,BadPassSteals,BadPassTurnovers,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Travels,Offensive Fouls,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsPutbacks,HeaveAttempts,2pt And 1 Free Throw Trips,BlockedShortMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,5111.0,85,-4.0,158,159,54.0,58.0,15.0,317,4.0,7.0,1.0,1.0,3.0,1.0,6.0,13.0,2.0,2.0,3.0,11.0,1.0,2.0,1.0,5.0,10.0,21.0,5.0,13.0,5.0,40.0,183.0,1.0,1.0,2.0,2.0,5.0,4.0,11.0,1.0,5.0,11.0,2.0,18.0,15.0,11.0,3.0,1.0,17.0,9.0,26.0,5.0,4.0,11.0,2.0,4.0,61.0,2.0,6.0,5.0,11.0,2.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,10.0,6.0,1.0,5.0,1.0,2.0,11.0,54.0,3.0,0.1,0.1,1.0,0.38461538461538464,0.5,0.2,0.38461538461538464,0.47619047619047616,0.36363636363636365,0.5147058823529411,0.5,0.34375,0.5416666666666666,0.625,0.34375,0.38235294117647056,0.047619047619047616,0.14285714285714285,22.15909090909091,0.3333333333333333,0.11627906976744186,0.20689655172413793,0.06666666666666667,0.1527777777777778,0.025974025974025976,0.043478260869565216,0.14285714285714285,0.045454545454545456,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.2727272727272727,0.058823529411764705,0.20588235294117646,0.5714285714285714,0.6666666666666666,0.25,0.029411764705882353,0.38235294117647056,0.46153846153846156,0.46153846153846156,0.058823529411764705,1.0,1.0,1.0,0.3235294117647059,0.2727272727272727,0.2727272727272727,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.1875,0.3333333333333333,0.3125,0.2,0.5882352941176471,0.2727272727272727,0.4507323529411765,0.493325,0.410209375,0.05555555555555555,0.08695652173913043,0.125,0.275,12.69047619047619,26.261538461538464,0.34177215189873417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1515,1610612761,Anthony Parker,Anthony Parker,1515,TOR,11749.0,196,-35.0,371,372,90.0,112.0,46.0,743,4.0,9.0,1.0,2.0,2.0,4.0,7.0,19.0,4.0,10.0,1.0,7.0,,,1.0,3.0,15.0,32.0,5.0,17.0,12.0,57.0,445.0,4.0,,,3.0,9.0,3.0,4.0,3.0,7.0,19.0,22.0,8.0,12.0,7.0,1.0,2.0,8.0,2.0,10.0,1.0,1.0,3.0,1.0,4.0,22.0,2.0,9.0,14.0,26.0,4.0,30.0,,4.0,3.0,3.0,,1.0,1.0,1.0,4.0,1.0,5.0,12.0,13.0,3.0,14.0,,3.0,19.0,90.0,3.0,0.7333333333333333,0.7333333333333333,0.8,0.29411764705882354,,0.42857142857142855,0.29411764705882354,0.46875,0.75,0.45918367346938777,0.75,0.6818181818181818,0.5181818181818182,0.9,0.7307692307692307,0.3469387755102041,0.0625,0.2222222222222222,14.014251781472684,0.75,0.1590909090909091,0.11688311688311688,0.034482758620689655,0.1393939393939394,0.020942408376963352,0.046511627906976744,,0.15217391304347827,0.16,0.17647058823529413,0.125,0.10344827586206896,,0.1836734693877551,0.4444444444444444,0.5714285714285714,0.75,0.08163265306122448,0.3877551020408163,0.3684210526315789,0.3684210526315789,0.20408163265306123,0.4,0.4,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,,0.25,,,,0.18181818181818182,1.0,0.2727272727272727,0.3333333333333333,0.5306122448979592,0.14285714285714285,0.4929156249999999,0.36529999999999996,0.50483,0.09259259259259259,0.08571428571428572,0.15789473684210525,0.3333333333333333,12.843750000000002,24.78235294117647,0.24258760107816713,1.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.75,0.17647058823529413,0.015037593984962405,0.038461538461538464,0.014492753623188406,0.5,1.0,1.0,0.5,0.8571428571428571,1.0,0.36363636363636365,0.5,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,True
1725,1610612761,Rasho Nesterovic,Rasho Nesterovic,1725,TOR,3077.0,51,-14.0,92,96,16.0,18.0,11.0,188,1.0,2.0,,,,5.0,2.0,5.0,,,,,,,,,5.0,12.0,,,,10.0,116.0,1.0,,,,2.0,1.0,1.0,,,2.0,10.0,,,,,3.0,2.0,,2.0,,,1.0,,1.0,4.0,,1.0,4.0,6.0,1.0,7.0,,,,1.0,,4.0,,,5.0,1.0,5.0,8.0,,,,,,2.0,16.0,,1.0,1.0,,,,,,0.4166666666666667,1.0,0.4166666666666667,1.0,1.0,0.4166666666666667,1.0,1.0,,0.25,0.5,16.504854368932037,0.2,0.16,0.05263157894736842,,0.11363636363636363,0.023255813953488372,,,,,0.6666666666666666,0.08333333333333333,,,0.16666666666666666,0.5,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4,0.5,,,,,,,,,,,,,,,,,0.16666666666666666,,0.426075,0.375,0.42,,,0.2,0.2,10.466666666666667,,0.17391304347826086,,2.0,,,1.0,,,1.0,1.0,,1.0,,,2.0,2.0,2.0,1.0,,,1.0,0.5,0.02857142857142857,,,0.5,0.4,0.5,1.0,1.0,,,,,1.0,3.0,0.2,0.2,0.09090909090909091,,,,,,,,,,,,,,,,,True
200081,1610612761,Jamario Moon,Jamario Moon,200081,TOR,4604.0,77,-28.0,150,147,20.0,35.0,23.0,297,6.0,9.0,3.0,,,2.0,,5.0,3.0,6.0,,3.0,,,,1.0,7.0,16.0,3.0,9.0,1.0,24.0,177.0,6.0,1.0,1.0,,7.0,,1.0,,2.0,,8.0,6.0,9.0,2.0,,1.0,4.0,,4.0,,,,1.0,3.0,8.0,1.0,3.0,6.0,11.0,5.0,16.0,,4.0,1.0,1.0,,1.0,,1.0,2.0,,3.0,6.0,1.0,,1.0,,1.0,,20.0,,0.5714285714285714,0.8,1.0,0.3333333333333333,1.0,,0.375,0.4375,,0.46,0.5,,0.48,0.5,,0.36,0.0625,0.1111111111111111,15.428571428571429,0.5,0.20689655172413793,0.08823529411764706,0.041666666666666664,0.14285714285714285,0.056818181818181816,0.05555555555555555,,0.14285714285714285,0.36363636363636365,,0.1,0.07142857142857142,,0.36,0.6666666666666666,0.75,0.5,0.08,0.2,,,0.24,0.5,0.5,1.0,0.12,,,,0.42857142857142855,,,,,,0.3333333333333333,,0.72,,0.54240625,0.49219999999999997,0.46882500000000005,0.04,0.0625,0.2916666666666667,,7.54375,26.722222222222225,0.13333333333333333,2.0,1.0,,1.0,2.0,,,4.0,2.0,3.0,,,,2.0,1.0,2.0,,,,0.3333333333333333,0.4,0.0625,,0.07894736842105263,,0.5,0.5,1.0,,0.6666666666666666,0.3333333333333333,,,,1.0,,,0.058823529411764705,1.0,1.0,4.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,,,,,,,,True
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,10300.0,172,-42.0,330,330,82.0,103.0,43.0,660,22.0,28.0,4.0,7.0,9.0,16.0,9.0,26.0,,1.0,1.0,5.0,,,1.0,3.0,36.0,70.0,1.0,6.0,30.0,105.0,402.0,9.0,,,7.0,13.0,8.0,17.0,1.0,4.0,25.0,48.0,24.0,,4.0,1.0,5.0,10.0,6.0,16.0,5.0,1.0,4.0,3.0,3.0,38.0,8.0,8.0,6.0,20.0,17.0,37.0,3.0,6.0,1.0,6.0,,5.0,1.0,3.0,11.0,4.0,7.0,17.0,28.0,3.0,34.0,,19.0,25.0,82.0,5.0,0.6666666666666666,0.7058823529411765,,0.16666666666666666,,0.25,0.2,0.5142857142857142,0.47058823529411764,0.4934210526315789,0.3333333333333333,0.4523809523809524,0.5833333333333334,0.5,0.5208333333333334,0.07894736842105263,0.07142857142857142,0.10714285714285714,26.79045092838196,0.5454545454545454,0.08,0.11594202898550725,0.15384615384615385,0.09722222222222222,0.09659090909090909,0.13513513513513514,0.2,0.125,,0.06666666666666667,0.11627906976744186,0.11538461538461539,0.09090909090909091,0.3684210526315789,0.7857142857142857,0.88,0.7272727272727273,0.21052631578947367,0.34210526315789475,0.34615384615384615,0.36,0.013157894736842105,,,,0.06578947368421052,0.2,0.2,,0.4444444444444444,,,,0.42857142857142855,0.7777777777777778,0.14285714285714285,0.3333333333333333,0.4473684210526316,0.25,0.47592,0.4753,0.5014525,0.21348314606741572,0.2289156626506024,0.12380952380952381,0.23809523809523808,8.732857142857144,29.799999999999997,0.24848484848484848,2.0,5.0,,1.0,3.0,6.0,3.0,9.0,6.0,5.0,3.0,,1.0,2.0,1.0,2.0,2.0,,,0.3333333333333333,0.42857142857142855,0.07258064516129033,0.16,0.06060606060606061,1.0,0.3125,0.3333333333333333,0.2,0.7777777777777778,0.5,0.047619047619047616,,,1.0,2.0,0.0625,0.038461538461538464,0.030303030303030304,,,4.0,1.0,6.0,1.0,,,,3.0,3.0,2.0,,,,,True
200745,1610612761,Andrea Bargnani,Andrea Bargnani,200745,TOR,5874.0,98,-36.0,186,187,25.0,26.0,25.0,373,3.0,6.0,1.0,,,1.0,6.0,15.0,,1.0,4.0,15.0,,2.0,1.0,2.0,9.0,22.0,4.0,16.0,2.0,32.0,232.0,2.0,,2.0,,2.0,1.0,4.0,1.0,2.0,5.0,14.0,4.0,9.0,15.0,4.0,2.0,1.0,1.0,2.0,,1.0,,,1.0,5.0,,3.0,2.0,5.0,1.0,6.0,,4.0,2.0,,,2.0,,,2.0,,5.0,14.0,2.0,,2.0,,1.0,5.0,25.0,,0.7777777777777778,0.7777777777777778,0.75,0.25,,0.5,0.25,0.4090909090909091,0.25,0.39473684210526316,0.25,0.4166666666666667,0.41025641025641024,0.25,0.4166666666666667,0.42105263157894735,0.09090909090909091,0.3333333333333333,19.339622641509433,,0.05,0.06976744186046512,,0.060240963855421686,0.010309278350515464,,,0.047619047619047616,0.07692307692307693,,0.07407407407407407,0.0625,,0.15789473684210525,0.5,0.75,1.0,0.02631578947368421,0.39473684210526316,0.4,0.4,0.02631578947368421,,,,0.39473684210526316,0.26666666666666666,0.26666666666666666,0.75,0.25,0.5,,,,,0.3333333333333333,0.5,0.5789473684210527,0.26666666666666666,0.507328947368421,0.5199,0.46881666666666666,0.02564102564102564,0.043478260869565216,0.0625,0.15625,12.904545454545454,24.8125,0.13440860215053763,1.0,,,,1.0,,3.0,1.0,,2.0,,,,3.0,1.0,3.0,3.0,,,0.5,,0.013513513513513514,,,1.0,,,,0.6666666666666666,1.0,,,,,2.0,,,0.045454545454545456,,,,,,2.0,,,,,,,1.0,,,,True
2574,1610612761,Jason Kapono,Jason Kapono,2574,TOR,6554.0,109,-2.0,204,208,71.0,87.0,20.0,412,3.0,4.0,1.0,1.0,1.0,4.0,6.0,10.0,4.0,7.0,4.0,10.0,1.0,2.0,1.0,2.0,12.0,18.0,8.0,17.0,3.0,51.0,237.0,3.0,2.0,4.0,,10.0,2.0,3.0,2.0,5.0,12.0,16.0,8.0,24.0,10.0,4.0,,2.0,1.0,3.0,,1.0,1.0,1.0,,7.0,1.0,6.0,4.0,10.0,1.0,11.0,,2.0,1.0,1.0,,,,,1.0,,2.0,6.0,2.0,,3.0,,1.0,12.0,71.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.47058823529411764,0.5,0.4,0.47058823529411764,0.6666666666666666,0.6666666666666666,0.6857142857142857,0.7142857142857143,0.625,0.7083333333333334,0.7142857142857143,0.6666666666666666,0.4857142857142857,,,16.371681415929206,1.0,0.07142857142857142,0.15789473684210525,0.02631578947368421,0.10638297872340426,0.01020408163265306,0.03571428571428571,,0.03333333333333333,0.2,,0.17391304347826086,0.13333333333333333,,0.11428571428571428,0.75,0.75,0.6666666666666666,0.11428571428571428,0.2857142857142857,0.6,0.6,0.2,0.5714285714285714,0.5714285714285714,1.0,0.2857142857142857,0.4,0.4,1.0,0.14285714285714285,0.2857142857142857,0.5,1.0,0.125,1.0,0.25,0.5,0.6,0.4,0.48036571428571434,0.47095,0.4609375,0.02857142857142857,0.05555555555555555,0.19607843137254902,0.23529411764705882,12.616666666666667,24.61176470588235,0.3480392156862745,1.0,3.0,1.0,3.0,2.0,2.0,,,,1.0,1.0,,1.0,,,,,,1.0,0.6666666666666666,,,,,,0.75,0.75,1.0,0.5,1.0,0.375,0.3333333333333333,,,,,,,1.0,2.0,,,1.0,,0.2857142857142857,0.5,1.0,,,,1.0,,,,True
2568,1610612761,Carlos Delfino,Carlos Delfino,2568,TOR,4624.0,77,23.0,141,138,55.0,58.0,14.0,279,6.0,11.0,1.0,4.0,6.0,2.0,1.0,4.0,,,4.0,8.0,,,,1.0,8.0,17.0,4.0,8.0,9.0,37.0,156.0,1.0,,,,,5.0,9.0,,1.0,10.0,8.0,8.0,12.0,8.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,,,1.0,8.0,1.0,4.0,4.0,10.0,3.0,13.0,,2.0,,1.0,,1.0,,1.0,2.0,1.0,5.0,10.0,7.0,1.0,10.0,,4.0,10.0,55.0,2.0,0.5,0.5,1.0,0.5,,,0.5,0.47058823529411764,0.5555555555555556,0.56,,0.5,0.6166666666666667,,0.5,0.32,0.23529411764705882,0.36363636363636365,20.253164556962023,0.5,0.10256410256410256,0.14285714285714285,0.04,0.11940298507462686,0.046875,,0.1111111111111111,0.16666666666666666,0.08333333333333333,,0.10526315789473684,0.2222222222222222,,0.44,0.5454545454545454,0.8571428571428571,0.5,0.08,0.16,0.25,0.25,,,,,0.32,0.5,0.5714285714285714,1.0,1.0,,,,0.6,0.6666666666666666,0.1,,0.76,0.5,0.508028,,0.5197849999999999,0.13793103448275862,0.19047619047619047,,0.2702702702702703,5.876470588235295,25.650000000000002,0.3900709219858156,,1.0,,,,,,2.0,2.0,2.0,,,1.0,,,,,,,,0.2857142857142857,0.05128205128205128,0.125,0.05263157894736842,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.125,0.125,True
2551,1610612761,T.J. Ford,T.J. Ford,2551,TOR,6852.0,114,-37.0,223,223,37.0,63.0,33.0,446,6.0,17.0,2.0,1.0,3.0,10.0,10.0,21.0,,1.0,1.0,7.0,,,,1.0,19.0,48.0,1.0,8.0,13.0,54.0,277.0,3.0,,,1.0,5.0,7.0,11.0,,1.0,18.0,6.0,32.0,3.0,7.0,1.0,3.0,22.0,7.0,29.0,3.0,4.0,13.0,3.0,6.0,65.0,,12.0,4.0,18.0,3.0,21.0,,5.0,2.0,7.0,1.0,2.0,,2.0,9.0,,4.0,9.0,13.0,1.0,14.0,2.0,6.0,18.0,37.0,,0.15789473684210525,0.16666666666666666,1.0,0.125,,,0.125,0.3958333333333333,0.6363636363636364,0.36607142857142855,0.6666666666666666,0.5833333333333334,0.4262295081967213,0.6666666666666666,0.6538461538461539,0.14285714285714285,0.0625,0.11764705882352941,27.237354085603116,0.7777777777777778,0.08888888888888889,0.25,,0.17204301075268819,0.024793388429752067,,,0.041666666666666664,0.1875,,0.2,0.3333333333333333,,0.30357142857142855,0.35294117647058826,0.4,0.16666666666666666,0.17857142857142858,0.375,0.47619047619047616,0.47619047619047616,0.017857142857142856,,,,0.125,0.14285714285714285,0.14285714285714285,1.0,0.6666666666666666,,,,0.25,0.3333333333333333,0.08333333333333333,,0.44642857142857145,0.14285714285714285,0.48468125,0.5148,0.4618458333333333,0.1,0.11538461538461539,0.09259259259259259,0.3333333333333333,9.964583333333335,25.075,0.16591928251121077,1.0,3.0,,,2.0,4.0,,3.0,2.0,3.0,5.0,,1.0,,,,,,1.0,0.6666666666666666,0.2222222222222222,0.033707865168539325,0.058823529411764705,0.022222222222222223,,0.3,0.3333333333333333,0.3333333333333333,0.1,0.5,,,,,1.0,0.1,,0.037037037037037035,,,2.0,,2.0,,,,,1.0,,,,,,,True
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,107.0,2,-3.0,3,4,2.0,4.0,1.0,7,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,3.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.5,,,50.0,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,0.5,,0.41407499999999997,0.44025,0.41407499999999997,,,,,19.7,23.1,0.6666666666666666,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,False
