EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,ShortMidRangeAssists,OffThreePtRebounds,StepOutOfBoundsTurnovers,SecondChanceFg2Pct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,PenaltyArc3FGA,LostBallSteals,ShortMidRangePctBlocked,SecondChanceArc3Frequency,PenaltyArc3Frequency,PtsPutbacks,FTOffRebounds,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,AtRimPctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,SelfOReb,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,PenaltyFg3Pct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,HeaveAttempts,DefensiveGoaltends,3SecondViolations,on,Defensive 3 Seconds Violations
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,2042.0,34,12,58,66,15.0,17,4.0,124,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,11.0,56,2.0,2.0,2.0,6.0,8.0,1.0,7.0,1.0,8.0,1.0,9.0,1.0,1.0,2.0,6.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,9.523809523809524,0.16666666666666666,0.2413793103448276,0.05263157894736842,0.20588235294117646,0.034482758620689655,0.07692307692307693,0.25,0.3157894736842105,1.0,0.75,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,1.0,0.75,0.438075,0.5096,0.2,0.2,0.5454545454545454,4.6,0.25862068965517243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,9373.0,156,-23,272,276,38.0,62,38.0,548,,,,,,2.0,4.0,13.0,3.0,23.0,298,,3.0,1.0,1.0,8.0,,8.0,1.0,10.0,,10.0,1.0,1.0,2.0,8.0,4.0,,,5.0,,2.0,2.0,,2.0,,1.0,38.0,1.0,1.0,1.0,0.3076923076923077,,0.4,,0.42592592592592593,0.1,9.779179810725552,0.1,0.06896551724137931,,0.06521739130434782,,,0.08333333333333333,0.043478260869565216,,,,,,0.08,,,,,,0.48,0.47897599999999996,0.41285,0.04,,0.043478260869565216,16.53846153846154,0.13970588235294118,4.0,11.0,3.0,10.0,1.0,1.0,1.0,1.0,2.0,4.0,12.0,1.0,1.0,1.0,4.0,1.0,12.0,2.0,1.0,1.0,6.0,2.0,8.0,1.0,1.0,2.0,4.0,18.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.5,2.0,0.48,0.07692307692307693,0.09090909090909091,0.5,0.045454545454545456,0.08823529411764706,0.06666666666666667,0.44,0.36363636363636365,0.4,1.0,0.4,0.3,0.3,1.0,0.08,0.5,0.5,1.0,1.0,1.0,1.0,0.25,0.5,0.57285,0.08333333333333333,0.17391304347826086,23.541666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,1844.0,31,-18,54,56,9.0,23,5.0,110,2.0,3.0,,,1.0,2.0,4.0,9.0,,8.0,66,,3.0,,,2.0,,2.0,,2.0,1.0,3.0,,,1.0,8.0,4.0,,1.0,,,,,,,,,9.0,,0.25,0.25,0.4444444444444444,,0.4444444444444444,,0.4444444444444444,,19.672131147540984,,0.10526315789473684,,0.07142857142857142,0.03333333333333333,,0.2,0.1111111111111111,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.2222222222222222,0.5,0.5,,,,0.3333333333333333,0.4406666666666667,0.37223333333333336,,,,10.011111111111111,0.16666666666666666,1.0,4.0,,,,,,,,,,,,,2.0,,,,,,3.0,,3.0,,,1.0,1.0,6.0,,1.0,1.0,1.0,2.0,,3.0,,1.0,,,,,,4.0,,,,,0.5,0.5,,,,0.3333333333333333,,,,0.4444444444444444,0.25,0.25,,,,,,,,,,,,,,,0.5052,,0.25,,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,0.5,0.1,0.125,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2137,1610612759,Ime Udoka,Ime Udoka,2137,SAS,3499.0,58,-6,104,109,32.0,54,15.0,213,1.0,1.0,,,1.0,3.0,2.0,4.0,,13.0,96,,1.0,,,2.0,1.0,11.0,,14.0,1.0,15.0,2.0,1.0,,7.0,,,,,,,,,,,,32.0,,0.5,0.5,0.5,,0.4642857142857143,,0.4642857142857143,,12.195121951219512,,0.2894736842105263,0.022727272727272728,0.28,0.01639344262295082,0.045454545454545456,0.1,0.47058823529411764,,0.07142857142857142,1.0,1.0,1.0,0.21428571428571427,0.3333333333333333,0.5,,,,0.7857142857142857,0.5197714285714287,0.49937499999999996,,,,8.85,0.3076923076923077,,,3.0,5.0,,,1.0,,5.0,3.0,10.0,,1.0,,,3.0,9.0,5.0,,1.0,4.0,1.0,5.0,,1.0,1.0,2.0,11.0,3.0,1.0,,1.0,,,1.0,1.0,,,,,,,5.0,1.0,0.3,,0.3,,,0.7142857142857143,0.25,,1.0,0.25,0.18181818181818182,0.42857142857142855,,,,,0.35714285714285715,0.6,0.6,1.0,0.35714285714285715,,,,,,,0.25,,,,,24.309999999999995,,,,,2.0,1.0,,,,,,,,,1.0,2.0,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
703,1610612759,Kurt Thomas,Kurt Thomas,703,SAS,16094.0,268,-26,486,485,97.0,128,60.0,971,9.0,15.0,3.0,4.0,7.0,12.0,32.0,70.0,5.0,69.0,502,6.0,10.0,4.0,16.0,52.0,16.0,37.0,10.0,58.0,26.0,84.0,2.0,1.0,23.0,46.0,19.0,2.0,6.0,7.0,4.0,1.0,6.0,2.0,6.0,3.0,16.0,97.0,1.0,0.8125,0.9629629629629629,0.45714285714285713,0.6,0.45714285714285713,0.6,0.4791666666666667,0.7272727272727273,15.232974910394265,0.45454545454545453,0.1989247311827957,0.08205128205128205,0.21238938053097345,0.09881422924901186,0.07216494845360824,0.2,0.21518987341772153,0.5,0.21428571428571427,0.6,0.6428571428571429,0.4444444444444444,0.17142857142857143,0.5833333333333334,0.6363636363636364,0.8571428571428571,0.4,0.75,0.21428571428571427,0.43239714285714287,0.44284999999999997,0.056338028169014086,0.056338028169014086,0.2318840579710145,12.620000000000001,0.19958847736625515,16.0,43.0,,,,,,,,,,,,1.0,19.0,,,,,4.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,14.0,11.0,4.0,,2.0,9.0,2.0,13.0,1.0,1.0,8.0,,,3.0,1.0,2.0,,,,,0.6,0.6333333333333333,,0.05714285714285714,0.046511627906976744,0.3076923076923077,0.275,0.17307692307692307,0.2692307692307692,0.6142857142857143,0.37209302325581395,0.3902439024390244,1.0,,,,,,,,,,,,,,0.4860181818181818,,0.2753623188405797,,5.0,7.0,9.0,15.0,12.0,1.0,9.0,,0.6,0.15517241379310345,0.12195121951219512,0.4666666666666667,0.7142857142857143,,,,1.0,0.08333333333333333,,,10.0,1.0,1.0,3.0,3.0,0.06666666666666667,0.14285714285714285,0.08,0.10416666666666667,0.23529411764705882,0.2857142857142857,,,,,,,,,,,,,,,,,,True,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,10443.0,174,-1,321,321,78.0,84,37.0,642,10.0,18.0,2.0,4.0,3.0,8.0,17.0,38.0,11.0,69.0,316,3.0,8.0,6.0,24.0,10.0,3.0,5.0,1.0,11.0,6.0,17.0,5.0,2.0,3.0,14.0,18.0,2.0,2.0,12.0,3.0,3.0,3.0,,3.0,1.0,24.0,78.0,3.0,0.29411764705882354,0.3125,0.4473684210526316,0.375,0.43283582089552236,0.45,0.4791666666666667,0.5217391304347826,23.978201634877383,0.06666666666666667,0.04032258064516129,0.02459016393442623,0.06802721088435375,0.03680981595092025,0.017857142857142856,,0.09433962264150944,0.3333333333333333,0.26865671641791045,0.5555555555555556,0.5882352941176471,0.4,0.11940298507462686,0.375,0.42857142857142855,,0.2,0.5,0.7014925373134329,0.4950634328358209,0.5034675,0.043478260869565216,0.075,0.34782608695652173,8.465789473684211,0.24299065420560748,4.0,12.0,1.0,3.0,,,3.0,7.0,26.0,8.0,29.0,1.0,3.0,2.0,9.0,12.0,12.0,26.0,7.0,2.0,16.0,6.0,22.0,2.0,4.0,2.0,9.0,50.0,5.0,9.0,2.0,7.0,7.0,2.0,16.0,,7.0,2.0,,,3.0,,1.0,0.5,0.27586206896551724,0.3333333333333333,0.27586206896551724,0.3888888888888889,0.45,0.43283582089552236,0.05263157894736842,,0.5625,0.21739130434782608,,0.26666666666666666,0.1791044776119403,0.3333333333333333,0.3333333333333333,0.25,0.04477611940298507,0.3333333333333333,0.3333333333333333,1.0,0.3880597014925373,0.2692307692307692,0.2692307692307692,0.42857142857142855,,,,0.15,0.2692307692307692,0.43443,,0.13043478260869565,24.59310344827586,2.0,3.0,2.0,6.0,24.0,5.0,3.0,,0.3333333333333333,0.07317073170731707,0.07142857142857142,0.3333333333333333,0.6666666666666666,0.5,3.0,9.0,3.0,0.125,0.3333333333333333,0.45,2.0,,1.0,1.0,1.0,0.05555555555555555,,0.05128205128205128,,0.07692307692307693,0.125,1.0,1.0,3.0,4.0,12.0,1.0,2.0,1.0,0.3333333333333333,0.02564102564102564,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,True,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,12855.0,214,-20,391,386,73.0,89,45.0,777,26.0,44.0,5.0,9.0,8.0,23.0,53.0,107.0,20.0,132.0,402,12.0,23.0,3.0,27.0,26.0,3.0,21.0,1.0,24.0,5.0,29.0,6.0,4.0,3.0,15.0,29.0,,2.0,29.0,16.0,,,,,,27.0,73.0,,0.24528301886792453,0.25,0.4953271028037383,0.5217391304347826,0.49122807017543857,0.5,0.5196850393700787,0.5192307692307693,32.65765765765765,0.05263157894736842,0.14093959731543623,0.018867924528301886,0.13218390804597702,0.020202020202020204,0.013513513513513514,0.15217391304347827,0.16129032258064516,,0.38596491228070173,0.5909090909090909,0.7878787878787878,0.2692307692307692,0.20175438596491227,0.34782608695652173,0.36363636363636365,,0.375,0.5555555555555556,0.4473684210526316,0.4833271929824562,0.4382166666666667,0.12598425196850394,0.13333333333333333,0.20454545454545456,8.999065420560747,0.1867007672634271,19.0,40.0,1.0,3.0,,,,1.0,4.0,2.0,7.0,,,,6.0,1.0,3.0,4.0,1.0,12.0,25.0,4.0,29.0,2.0,2.0,7.0,14.0,62.0,2.0,9.0,2.0,6.0,9.0,3.0,18.0,3.0,3.0,1.0,,,,,2.0,0.5,0.2857142857142857,,0.2857142857142857,0.5,0.5,0.06140350877192982,0.11214953271028037,,0.5,0.08,0.0975609756097561,0.0625,0.3508771929824561,0.475,0.475,0.3157894736842105,0.02631578947368421,0.3333333333333333,0.3333333333333333,1.0,0.03508771929824561,0.25,0.25,,,,,,0.25,0.44608,,0.045454545454545456,24.32857142857143,2.0,2.0,3.0,6.0,80.0,4.0,1.0,,0.5,0.02564102564102564,0.037037037037037035,0.3333333333333333,1.0,,,1.0,2.0,0.043478260869565216,,0.041666666666666664,2.0,1.0,4.0,2.0,3.0,0.25,0.2,0.0425531914893617,,,0.1111111111111111,,,,,3.0,2.0,2.0,,,0.0425531914893617,,,,,,,,True,
714,1610612759,Michael Finley,Michael Finley,714,SAS,7228.0,120,-17,222,215,53.0,50,28.0,437,,,,,2.0,3.0,8.0,20.0,2.0,33.0,235,,1.0,,3.0,14.0,1.0,9.0,,9.0,1.0,10.0,2.0,1.0,2.0,9.0,1.0,,1.0,2.0,,,,,,,3.0,53.0,,0.875,0.875,0.4,,0.45588235294117646,0.5,0.45588235294117646,0.5,13.88888888888889,,0.10714285714285714,0.01098901098901099,0.09,0.009009009009009009,,0.15384615384615385,0.02857142857142857,,,,,,0.08823529411764706,0.6666666666666666,0.6666666666666666,1.0,,,0.4117647058823529,0.45825000000000005,0.450575,,,0.09090909090909091,16.854999999999997,0.23873873873873874,6.0,17.0,4.0,7.0,,,1.0,1.0,7.0,5.0,14.0,,2.0,1.0,3.0,2.0,15.0,6.0,1.0,1.0,4.0,1.0,5.0,,1.0,,3.0,11.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,1.0,0.35714285714285715,,0.38461538461538464,0.16666666666666666,0.16666666666666666,0.4117647058823529,0.05,0.058823529411764705,1.0,,0.17391304347826086,,0.5,0.35294117647058826,0.375,0.8333333333333334,0.20588235294117646,0.5714285714285714,0.5714285714285714,1.0,0.20588235294117646,0.14285714285714285,0.14285714285714285,1.0,,,,0.3333333333333333,0.16666666666666666,0.5016999999999999,,0.09090909090909091,25.535714285714285,,,1.0,4.0,2.0,1.0,,,0.25,,,,,,2.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,,0.03571428571428571,,,1.0,,,1.0,,,,2.0,0.5,,,,1.0,,1.0,,,True,
699,1610612759,Brent Barry,Brent Barry,699,SAS,3565.0,59,-8,111,109,19.0,42,13.0,220,1.0,2.0,,,,1.0,2.0,5.0,2.0,15.0,117,,,,,4.0,,4.0,,4.0,,4.0,1.0,1.0,,4.0,3.0,,1.0,2.0,1.0,,1.0,,1.0,,,19.0,,1.0,1.0,0.4,,0.5909090909090909,,0.625,,11.811023622047244,,0.13333333333333333,,0.09090909090909091,,,,0.125,,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,,,,,,0.7272727272727273,0.5076636363636363,,0.08333333333333333,0.16666666666666666,,9.680000000000001,0.17117117117117117,1.0,2.0,1.0,1.0,,,,2.0,5.0,3.0,6.0,,,,,,9.0,5.0,2.0,,6.0,,6.0,,,4.0,2.0,12.0,,3.0,,1.0,,2.0,3.0,,,,,,,1.0,,1.0,0.5,,0.5,,,0.5454545454545454,,,1.0,,0.2857142857142857,,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,1.0,1.0,1.0,0.45454545454545453,0.4,0.4,1.0,,,,,0.4,,,,26.016666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,
109,1610612759,Robert Horry,Robert Horry,109,SAS,1157.0,19,10,40,37,12.0,9,3.0,77,,,,,,,,1.0,,,29,,,,,,2.0,,,,2.0,2.0,2.0,,1.0,3.0,,,,,,,,,,,,12.0,,,,,,,,,,13.043478260869565,,,0.125,,0.09090909090909091,0.2,,,,,,,,,,,,,,0.8,0.50303,,,,,18.6,0.3,,1.0,,2.0,,1.0,,,2.0,,4.0,,1.0,,,,,2.0,,,1.0,,1.0,,,,1.0,2.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,0.8,,,,,,,0.2,,,,0.4,,,,0.4,,,,1.0,,,,,0.59295,,,24.3,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
