EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,PtsUnassisted2s,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,DefCorner3ReboundPct,SecondChanceAtRimFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,BadPassTurnovers,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGA,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,LongMidRangeFGM,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,PenaltyArc3Accuracy,Travels,SecondChanceArc3FGA,SecondChanceArc3Frequency,Corner3Assists,ShortMidRangePctBlocked,on,SecondChanceTurnovers,BlockedLongMidRange,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,SelfOReb,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SelfORebPct,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,PenaltyCorner3Accuracy,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,1632.0,27,47,46,22,9,6.0,93,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,6.0,53,1.0,2.0,1.0,3.0,2.0,2.0,2.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,6.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,22,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.75,14.814814814814813,0.5,1.0,0.5,0.25,0.0625,0.2222222222222222,0.23809523809523808,0.05263157894736842,0.2,1.0,0.4,0.2857142857142857,0.5,0.5,0.5,0.5,1.0,0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.5,0.55845,0.48975,0.59795,0.3333333333333333,0.3333333333333333,0.5,1.0,5.95,0.46808510638297873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,2207.0,37,67,68,27,18,7.0,135,2.0,3.0,,1.0,1.0,,,,2.0,3.0,5.0,9.0,58,,,,,1.0,1.0,5.0,7.0,,3.0,4.0,,9.0,,,3.0,,,3.0,,3.0,1.0,,1.0,2.0,1.0,3.0,1.0,,1.0,,1.0,6.0,7.0,1.0,,,,1.0,1.0,7.0,27,,,0.6666666666666666,,1.0,0.6666666666666666,,1.0,0.75,,0.875,12.32876712328767,0.3333333333333333,,,,,0.23076923076923078,0.08571428571428572,,,,,0.25,1.0,1.0,0.6666666666666666,1.0,,,,,,,,1.0,1.0,1.0,0.7249333333333334,,0.5824,0.3333333333333333,0.3333333333333333,,0.7777777777777778,1.1333333333333335,0.40298507462686567,17.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,2389.0,40,78,79,38,42,8.0,157,3.0,6.0,1.0,1.0,2.0,2.0,5.0,,5.0,11.0,3.0,19.0,96,2.0,2.0,,4.0,1.0,3.0,3.0,5.0,6.0,,,,,1.0,,,4.0,,4.0,1.0,5.0,3.0,2.0,4.0,,3.0,4.0,2.0,4.0,5.0,,,4.0,5.0,3.0,1.0,1.0,,1.0,,5.0,38,0.6,0.75,0.45454545454545453,1.0,0.3333333333333333,0.4444444444444444,1.0,0.14285714285714285,0.475,1.0,0.3125,28.235294117647058,1.0,,,0.15384615384615385,0.05263157894736842,,0.1111111111111111,0.037037037037037035,,0.18181818181818182,,,,0.3333333333333333,0.5,0.6,0.3333333333333333,0.2777777777777778,0.4,0.4,1.0,,0.5,0.2857142857142857,0.5,0.7222222222222222,0.4938333333333334,0.5361,0.45845714285714284,0.15,0.23076923076923078,0.21052631578947367,0.2631578947368421,4.527272727272727,0.48717948717948717,-17.0,4.0,1.0,,,,,1.0,,,1.0,,,,,0.09090909090909091,0.16666666666666666,,1.0,1.0,1.0,2.0,6.0,3.0,2.0,7.0,4.0,6.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.3888888888888889,0.2,0.25,0.05555555555555555,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.14285714285714285,0.42857142857142855,0.3333333333333333,25.785714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,2053.0,34,65,66,18,23,7.0,131,,,,,,1.0,2.0,1.0,1.0,3.0,5.0,13.0,61,,,,,1.0,1.0,2.0,4.0,,5.0,5.0,1.0,10.0,,,,1.0,,1.0,,1.0,2.0,2.0,1.0,1.0,,2.0,,1.0,3.0,,,3.0,6.0,2.0,,,,,,4.0,18,,,0.3333333333333333,,1.0,0.5,,0.5,0.5909090909090909,,0.6666666666666666,18.055555555555557,0.5,,,0.05263157894736842,,,0.03571428571428571,,,,0.14285714285714285,,,,,,,0.25,0.5,0.5,,0.125,,,,0.625,0.5131571428571428,0.5976,0.468175,0.2,0.4,,0.3076923076923077,13.433333333333332,0.27692307692307694,13.0,2.0,,,,1.0,3.0,,,,,1.0,,,1.0,,,,,3.0,1.0,1.0,2.0,,2.0,5.0,1.0,6.0,,2.0,1.0,1.0,,,1.0,0.4,0.4,0.625,,,0.375,0.25,0.5,0.5,1.0,,0.5,,0.5,27.74,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,4644.0,77,145,145,54,52,14.0,290,3.0,10.0,2.0,1.0,4.0,3.0,4.0,5.0,8.0,19.0,13.0,29.0,148,1.0,3.0,2.0,4.0,2.0,5.0,4.0,8.0,14.0,4.0,4.0,1.0,8.0,3.0,,2.0,5.0,2.0,9.0,4.0,13.0,1.0,,1.0,5.0,,6.0,2.0,11.0,18.0,1.0,2.0,9.0,15.0,5.0,,,,,,8.0,54,0.875,0.875,0.42105263157894735,0.3333333333333333,0.4,0.42105263157894735,0.3333333333333333,0.4,0.5576923076923077,0.5,0.5714285714285714,20.12578616352201,0.16666666666666666,0.2222222222222222,,0.11363636363636363,0.075,0.08333333333333333,0.10294117647058823,0.07407407407407407,0.13333333333333333,,0.14285714285714285,0.11764705882352941,,0.5263157894736842,0.3,0.375,1.0,0.21052631578947367,0.75,0.75,0.6666666666666666,0.2631578947368421,0.6666666666666666,0.8,0.25,0.5263157894736842,0.4806157894736842,0.4242,0.48057999999999995,0.21739130434782608,0.21739130434782608,0.13793103448275862,0.27586206896551724,7.957894736842106,0.3724137931034483,10.0,2.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,3.0,,,2.0,0.10526315789473684,0.2,,,,,,,,,,,,,,,1.0,,1.0,,,,,0.058823529411764705,0.1875,,,,,,,,,,,,,,2.0,,,,,2.0,1.0,0.07142857142857142,0.1,0.4,0.4,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,3331.0,56,102,101,39,29,8.0,203,,1.0,,,1.0,1.0,1.0,11.0,5.0,13.0,4.0,23.0,110,1.0,2.0,,2.0,2.0,4.0,1.0,8.0,6.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,2.0,,2.0,1.0,1.0,1.0,,,1.0,,5.0,7.0,,,3.0,6.0,2.0,1.0,1.0,,1.0,1.0,8.0,39,0.6,0.6,0.38461538461538464,0.5,0.5,0.5588235294117647,0.5,0.7,0.575,0.5,0.6666666666666666,19.09090909090909,1.0,,,0.029411764705882353,,0.0625,0.04,,,,,0.09090909090909091,1.0,0.058823529411764705,,,,0.058823529411764705,1.0,1.0,,0.6470588235294118,,0.2,,0.29411764705882354,0.4390323529411764,0.3972,0.46846,0.10526315789473684,0.13333333333333333,0.08695652173913043,0.34782608695652173,17.307692307692307,0.38235294117647056,3.0,4.0,,,,,,,,,,1.0,,,1.0,,,,,,,3.0,4.0,1.0,3.0,4.0,1.0,,,4.0,3.0,1.0,,1.0,,0.75,0.75,0.23529411764705882,,0.07692307692307693,,0.23529411764705882,0.75,0.75,,,,0.2,0.75,25.525000000000002,,,,,,,,,4.0,,,,0.36363636363636365,0.36363636363636365,0.75,1.0,1.0,9.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,
201187,1610612764,Dominic McGuire,Dominic McGuire,201187,WAS,420.0,7,13,13,7,2,2.0,26,,,,,,,,,,,,,14,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,0.2,0.5,,0.125,0.25,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5384615384615384,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,3333.0,56,104,106,36,44,8.0,210,9.0,10.0,1.0,6.0,7.0,1.0,2.0,5.0,13.0,17.0,6.0,38.0,101,1.0,1.0,,2.0,6.0,8.0,1.0,16.0,6.0,4.0,5.0,3.0,11.0,,,2.0,3.0,2.0,7.0,1.0,8.0,6.0,4.0,,2.0,,2.0,,1.0,4.0,,,5.0,6.0,4.0,,,,,,16.0,36,0.23076923076923078,0.25,0.7647058823529411,1.0,0.75,0.6956521739130435,1.0,0.6818181818181818,0.76,1.0,0.7272727272727273,23.893805309734514,,0.25,,0.0967741935483871,,0.1111111111111111,0.10204081632653061,0.02564102564102564,,0.07692307692307693,0.1111111111111111,0.07692307692307693,,0.43478260869565216,0.9,1.0,0.2222222222222222,0.08695652173913043,0.5,0.5,,0.21739130434782608,1.0,0.6363636363636364,0.8571428571428571,0.6956521739130435,0.5507456521739131,,0.5853090909090908,0.16,0.21052631578947367,0.05263157894736842,0.42105263157894735,7.164705882352941,0.34615384615384615,18.0,20.0,1.0,1.0,1.0,1.0,,2.0,,,2.0,,,,,0.058823529411764705,0.1,0.2,1.0,,,2.0,6.0,3.0,2.0,6.0,3.0,,2.0,6.0,2.0,,,1.0,,0.3333333333333333,0.3333333333333333,0.2608695652173913,,0.1111111111111111,,0.2608695652173913,0.3333333333333333,0.3333333333333333,,1.0,,0.2727272727272727,0.3333333333333333,25.25,,,,1.0,,,,,3.0,1.0,0.09090909090909091,0.1111111111111111,0.6,0.6,0.3333333333333333,1.0,1.0,6.0,0.3333333333333333,0.3333333333333333,1.0,,,,,True,,,,,,,,,,,,,,,,
201156,1610612764,Nick Young,Nick Young,201156,WAS,310.0,5,11,10,5,2,2.0,21,,,,,,,,1.0,,1.0,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,23.076923076923077,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,0.5094666666666666,0.6099,0.5508,,,,,21.5,0.45454545454545453,-2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,2.0,1.0,,,1.0,,,,,,,,0.6666666666666666,,,0.3333333333333333,0.3333333333333333,,,,,1.0,,,24.65,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,
2240,1610612764,Gilbert Arenas,Gilbert Arenas,2240,WAS,1649.0,27,54,54,21,34,5.0,108,1.0,2.0,,1.0,1.0,,1.0,4.0,3.0,7.0,5.0,17.0,60,,,,,1.0,2.0,3.0,5.0,4.0,2.0,3.0,1.0,7.0,,,2.0,1.0,,3.0,,3.0,,,1.0,1.0,1.0,2.0,2.0,2.0,6.0,,1.0,6.0,6.0,1.0,,,,,,5.0,21,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.5,0.5454545454545454,,0.25,0.6071428571428571,,0.4166666666666667,27.118644067796613,0.5,,,0.07692307692307693,,0.2,0.13043478260869565,,,0.3333333333333333,,0.2857142857142857,,0.18181818181818182,0.5,1.0,1.0,0.09090909090909091,,,,0.36363636363636365,,0.25,1.0,0.5454545454545454,0.4824818181818182,,0.5424875,0.08333333333333333,0.125,,0.29411764705882354,12.52857142857143,0.3888888888888889,-10.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,,2.0,,,2.0,0.14285714285714285,0.5,,,,,2.0,4.0,2.0,2.0,4.0,2.0,,,4.0,2.0,,,2.0,,0.5,0.5,0.36363636363636365,,,,0.36363636363636365,0.5,0.5,,,,0.5,0.5,25.125,,,,,,,,,2.0,,,,0.5,0.5,0.5,,,6.0,,,,,,,,True,,,,,,,,,,,,,,,,
