EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,HeaveAttempts,Blocked3s,BlockedArc3,SecondChanceArc3FGA,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFtPoints,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,on
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,2164.0,36.0,6.0,58.0,61,6.0,6,4.0,119,3.0,4.0,1.0,1.0,4.0,5.0,8.0,63,6.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,6.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,0.75,0.75,0.8,0.8,0.8,0.2,0.25,11.11111111111111,0.19047619047619047,0.125,0.1111111111111111,0.1724137931034483,0.04,0.14285714285714285,0.25,0.23076923076923078,0.25,1.0,0.8,0.75,1.0,1.0,0.2,1.0,1.0,0.8,0.54732,1.7600000000000002,0.10344827586206896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,20464.0,341.0,26.0,624.0,621,169.0,145,88.0,1245,20.0,34.0,13.0,25.0,42.0,79.0,161.0,693,30.0,54.0,4.0,11.0,5.0,29.0,39.0,20.0,59.0,7.0,18.0,6.0,15.0,3.0,1.0,,3.0,1.0,,,169.0,0.35714285714285715,0.40540540540540543,0.5316455696202531,0.5106382978723404,0.5331125827814569,0.05063291139240506,0.08823529411764706,23.34254143646409,0.1228813559322034,0.060240963855421686,0.09821428571428571,0.10658307210031348,0.0683453237410072,0.11842105263157894,0.12244897959183673,0.13385826771653545,0.047619047619047616,0.3333333333333333,0.24113475177304963,0.5882352941176471,0.6451612903225806,0.3,0.1773049645390071,0.52,0.5416666666666666,0.6808510638297872,0.5116624113475177,7.5151898734177225,0.2708333333333333,5.0,6.0,2.0,7.0,9.0,20.0,9.0,18.0,2.0,3.0,2.0,3.0,11.0,44.0,1.0,7.0,20.0,62.0,17.0,6.0,9.0,2.0,3.0,18.0,9.0,19.0,3.0,10.0,11.0,38.0,57.0,3.0,10.0,44.0,11.0,14.0,13.0,27.0,7.0,6.0,10.0,2.0,2.0,67.0,8.0,1.0,5.0,4.0,9.0,5.0,4.0,11.0,5.0,6.0,5.0,1.0,9.0,3.0,2.0,22.0,1.0,1.0,23.0,2.0,1.0,6.0,6.0,2.0,38.0,1.0,6.0,0.95,0.3225806451612903,0.6666666666666666,0.3,0.3225806451612903,0.6666666666666666,0.47368421052631576,0.75,0.46551724137931033,0.75,0.5277777777777778,0.4397163120567376,0.04,0.6111111111111112,0.5,0.038461538461538464,0.04819277108433735,0.05555555555555555,0.01639344262295082,0.09090909090909091,0.05555555555555555,0.1,0.06451612903225806,0.05333333333333334,0.3076923076923077,0.14184397163120568,0.45,0.45,0.5555555555555556,0.1276595744680851,0.5,0.5,1.0,0.3120567375886525,0.25,0.25,0.9090909090909091,0.5,0.8333333333333334,0.25,0.6666666666666666,1.0,0.2413793103448276,0.2857142857142857,0.10344827586206896,0.6666666666666666,0.2413793103448276,0.14285714285714285,0.25,0.5030714285714286,0.4792413793103448,0.041379310344827586,0.07228915662650602,0.11180124223602485,0.2360248447204969,24.633870967741935,,,,,,,,,,,,,,,,,,True
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,6609.0,110.0,-23.0,191.0,195,49.0,54,24.0,386,5.0,6.0,1.0,6.0,8.0,19.0,41.0,212,,16.0,1.0,1.0,2.0,4.0,6.0,2.0,8.0,1.0,5.0,6.0,18.0,,,,1.0,,,,49.0,,,0.42105263157894735,0.4594594594594595,0.4878048780487805,0.05263157894736842,0.16666666666666666,21.19815668202765,0.0547945205479452,0.0625,0.02564102564102564,0.05714285714285714,0.011494252873563218,0.034482758620689655,0.125,0.023255813953488372,0.09090909090909091,,0.16216216216216217,0.8333333333333334,1.0,,0.16216216216216217,0.16666666666666666,0.16666666666666666,0.6486486486486487,0.46315441176470584,10.531578947368422,0.25654450261780104,,,1.0,1.0,2.0,7.0,2.0,3.0,,,,,4.0,15.0,,5.0,6.0,18.0,7.0,,2.0,,,,2.0,3.0,,5.0,,4.0,18.0,,,14.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,,,10.0,,1.0,,,5.0,4.0,1.0,4.0,,2.0,2.0,,1.0,,1.0,12.0,1.0,3.0,9.0,,1.0,4.0,,,4.0,3.0,,1.0,0.3333333333333333,,,0.35294117647058826,,0.6666666666666666,,0.25,,0.25,0.4864864864864865,,0.8,,0.1,,,,,,0.07142857142857142,0.047619047619047616,,,0.1891891891891892,0.2857142857142857,0.2857142857142857,,0.08108108108108109,0.6666666666666666,0.6666666666666666,1.0,0.40540540540540543,0.26666666666666666,0.26666666666666666,1.0,,,,,,0.125,1.0,,,0.625,,0.2857142857142857,0.3998,0.45206999999999997,0.0975609756097561,0.17391304347826086,,0.0975609756097561,28.605555555555554,1.0,1.0,1.0,,,,,,,,,,,,,,,True
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,23967.0,399.0,2.0,727.0,729,203.0,162,99.0,1456,34.0,64.0,8.0,22.0,53.0,106.0,175.0,810,18.0,88.0,4.0,4.0,11.0,36.0,50.0,14.0,64.0,20.0,38.0,11.0,35.0,2.0,2.0,,2.0,2.0,,,203.0,0.16981132075471697,0.18,0.5,0.48226950354609927,0.5401234567901234,0.03773584905660377,0.046875,23.837902264600714,0.12631578947368421,0.12087912087912088,0.029850746268656716,0.125,0.040372670807453416,,0.12903225806451613,0.14285714285714285,0.2,1.0,0.45390070921985815,0.53125,0.5573770491803278,0.14705882352941177,0.15602836879432624,0.36363636363636365,0.38095238095238093,0.7021276595744681,0.5032776595744681,5.571698113207548,0.2792297111416781,4.0,10.0,13.0,19.0,11.0,20.0,1.0,3.0,,,,,9.0,32.0,4.0,7.0,10.0,35.0,39.0,5.0,15.0,,3.0,10.0,22.0,32.0,4.0,7.0,23.0,79.0,21.0,9.0,6.0,32.0,9.0,24.0,31.0,55.0,17.0,14.0,16.0,4.0,4.0,141.0,9.0,1.0,3.0,2.0,8.0,4.0,4.0,18.0,7.0,8.0,10.0,3.0,12.0,2.0,5.0,42.0,1.0,1.0,46.0,4.0,,17.0,8.0,,79.0,3.0,7.0,0.7,0.2857142857142857,,0.5714285714285714,0.2857142857142857,0.3333333333333333,0.6875,0.2777777777777778,0.717948717948718,0.2777777777777778,0.7745098039215687,0.24822695035460993,0.045454545454545456,0.47368421052631576,0.25,0.030303030303030304,0.047872340425531915,0.07058823529411765,0.03076923076923077,0.02631578947368421,0.08888888888888889,0.08695652173913043,0.09090909090909091,0.02702702702702703,0.125,0.14184397163120568,0.55,0.55,0.2727272727272727,0.02127659574468085,0.3333333333333333,0.3333333333333333,1.0,0.22695035460992907,0.28125,0.28125,0.6666666666666666,0.5555555555555556,0.4,,,,0.48717948717948717,0.6842105263157895,,,0.1794871794871795,0.5714285714285714,0.28125,0.509742857142857,0.4827051282051282,0.11038961038961038,0.14285714285714285,0.05714285714285714,0.4514285714285714,25.259999999999998,,,,3.0,2.0,1.0,2.0,0.25,0.16666666666666666,,,,,,,,,True
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,1284.0,21.0,-25.0,37.0,41,10.0,9,4.0,78,1.0,1.0,,,2.0,2.0,6.0,54,2.0,2.0,,,,1.0,1.0,,1.0,1.0,3.0,2.0,3.0,,,,,,,,10.0,0.5,0.5,1.0,0.6666666666666666,0.75,,,16.666666666666668,0.1,,,0.08333333333333333,,,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,,,,0.6666666666666666,0.5179,9.25,0.2702702702702703,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,1.0,1.0,,1.0,,2.0,,,,1.0,,2.0,,2.0,,,1.0,1.0,,4.0,,,,,,,,2.0,,1.0,1.0,,1.0,,,3.0,,1.0,2.0,,,1.0,,,2.0,1.0,,,,,,,,1.0,,0.5,,0.5,0.3333333333333333,,0.6666666666666666,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,,,,,0.5,1.0,,,0.5,,,,0.58725,0.25,0.3333333333333333,,0.3333333333333333,25.3,,,,,,,,,,,,,,,,,,True
2586,1610612753,Keith Bogans,Keith Bogans,2586,ORL,13124.0,219.0,7.0,391.0,399,130.0,108,54.0,790,5.0,8.0,1.0,5.0,8.0,18.0,60.0,436,4.0,12.0,3.0,,7.0,20.0,27.0,3.0,30.0,3.0,4.0,11.0,20.0,,,,,,,,130.0,0.25,0.25,0.4444444444444444,0.5,0.5357142857142857,0.16666666666666666,0.25,13.274336283185843,0.12903225806451613,0.1206896551724138,,0.1267605633802817,0.01764705882352941,,0.08108108108108109,0.15853658536585366,0.06666666666666667,,0.15384615384615385,0.625,0.8333333333333334,,0.09615384615384616,0.2,0.2,0.8076923076923077,0.5304403846153847,8.216666666666665,0.33248081841432225,,,1.0,1.0,2.0,5.0,7.0,22.0,1.0,4.0,,3.0,5.0,12.0,1.0,5.0,12.0,34.0,8.0,,1.0,2.0,5.0,8.0,2.0,3.0,1.0,8.0,3.0,10.0,36.0,,,12.0,5.0,3.0,2.0,5.0,,2.0,1.0,1.0,1.0,12.0,3.0,,,,4.0,2.0,2.0,1.0,1.0,1.0,,,3.0,,,12.0,2.0,2.0,11.0,3.0,,6.0,1.0,,10.0,4.0,1.0,1.0,0.35294117647058826,0.4,0.125,0.35294117647058826,,0.6666666666666666,0.5,0.3181818181818182,0.5,0.38461538461538464,0.6538461538461539,,0.25,,,0.03125,0.041666666666666664,,0.05263157894736842,,0.1111111111111111,0.13953488372093023,,,0.09615384615384616,0.4,0.5,1.0,0.4230769230769231,0.3181818181818182,0.3181818181818182,1.0,0.23076923076923078,0.4166666666666667,0.4166666666666667,1.0,,,0.6666666666666666,0.25,1.0,0.09090909090909091,1.0,0.2727272727272727,,0.45454545454545453,0.2,0.4166666666666667,0.476875,0.5176227272727273,0.10909090909090909,0.2857142857142857,0.13333333333333333,0.16666666666666666,24.044117647058822,,,,1.0,1.0,,1.0,,0.16666666666666666,1.0,2.0,0.2,1.0,1.0,,,,True
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,17031.0,284.0,32.0,528.0,520,158.0,109,76.0,1048,19.0,29.0,2.0,9.0,29.0,55.0,146.0,583,4.0,54.0,5.0,2.0,6.0,26.0,32.0,3.0,35.0,4.0,19.0,14.0,34.0,1.0,1.0,,1.0,,,,158.0,0.06896551724137931,0.06896551724137931,0.5272727272727272,0.6276595744680851,0.6576576576576577,0.09090909090909091,0.13793103448275862,21.172638436482085,0.12380952380952381,0.1,0.02197802197802198,0.11851851851851852,0.01282051282051282,0.017543859649122806,0.13953488372093023,0.10526315789473684,0.07692307692307693,,0.30851063829787234,0.6551724137931034,0.76,0.10526315789473684,0.09574468085106383,0.2222222222222222,0.2222222222222222,0.723404255319149,0.5200978494623656,7.574545454545455,0.29924242424242425,,1.0,5.0,10.0,8.0,17.0,3.0,8.0,,,,2.0,17.0,31.0,6.0,9.0,20.0,39.0,28.0,1.0,4.0,1.0,3.0,5.0,9.0,19.0,6.0,11.0,14.0,50.0,48.0,12.0,,30.0,17.0,19.0,20.0,39.0,13.0,7.0,11.0,2.0,6.0,98.0,1.0,,,1.0,3.0,2.0,1.0,15.0,2.0,8.0,7.0,,6.0,,1.0,28.0,1.0,3.0,37.0,2.0,,13.0,5.0,,50.0,6.0,5.0,0.8,0.5128205128205128,0.3333333333333333,0.5454545454545454,0.5263157894736842,0.25,0.47368421052631576,0.35714285714285715,0.6,0.35714285714285715,0.6410256410256411,0.4148936170212766,,0.7894736842105263,,,0.006993006993006993,0.014705882352941176,,,0.029411764705882353,0.1509433962264151,0.10638297872340426,0.02631578947368421,,0.18085106382978725,0.47058823529411764,0.5,,0.0851063829787234,0.375,0.375,1.0,0.32978723404255317,0.5483870967741935,0.5483870967741935,0.7647058823529411,0.14285714285714285,,,,,0.3333333333333333,0.5,0.06666666666666667,,0.3,0.6666666666666666,0.5666666666666667,0.48658750000000006,0.50557,0.1320754716981132,0.19696969696969696,0.03424657534246575,0.3424657534246575,25.574358974358972,1.0,,,3.0,,1.0,,,0.42857142857142855,1.0,,0.058823529411764705,0.3333333333333333,1.0,1.0,1.0,0.025,True
2230,1610612753,Maurice Evans,Maurice Evans,2230,ORL,13198.0,220.0,-10.0,404.0,405,90.0,56,50.0,809,9.0,14.0,1.0,4.0,15.0,24.0,74.0,443,16.0,14.0,2.0,,4.0,8.0,12.0,4.0,16.0,1.0,6.0,2.0,7.0,1.0,,1.0,1.0,,,,90.0,0.5333333333333333,0.5714285714285714,0.625,0.6272727272727273,0.6271186440677966,0.08333333333333333,0.07142857142857142,14.130434782608697,0.047058823529411764,0.10526315789473684,,0.057692307692307696,0.022857142857142857,,0.02702702702702703,0.06521739130434782,0.23076923076923078,,0.2545454545454545,0.6428571428571429,0.6923076923076923,0.6666666666666666,0.07272727272727272,0.25,0.3333333333333333,0.8181818181818182,0.5509418181818182,5.970833333333334,0.22277227722772278,2.0,5.0,2.0,4.0,5.0,6.0,10.0,23.0,,1.0,1.0,2.0,3.0,8.0,2.0,3.0,13.0,31.0,5.0,2.0,6.0,,2.0,6.0,2.0,6.0,3.0,5.0,,13.0,39.0,,2.0,8.0,3.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,14.0,4.0,,,,7.0,3.0,4.0,5.0,,1.0,4.0,,1.0,,,9.0,2.0,1.0,8.0,,,4.0,,,13.0,2.0,,1.0,0.41935483870967744,,0.6,0.41935483870967744,0.3333333333333333,0.3333333333333333,0.25,0.5909090909090909,0.3,0.5909090909090909,0.5636363636363636,0.25,0.8333333333333334,,,0.04040404040404041,0.047619047619047616,,0.09090909090909091,,0.024390243902439025,0.04,,,0.10909090909090909,0.8333333333333334,0.8333333333333334,0.4,0.41818181818181815,0.43478260869565216,0.43478260869565216,1.0,0.14545454545454545,0.375,0.375,1.0,0.625,0.4,0.125,,,0.36363636363636365,0.5,0.18181818181818182,0.5,0.2727272727272727,0.6666666666666666,0.375,0.57556,0.5208363636363637,0.06779661016949153,0.14285714285714285,0.08108108108108109,0.17567567567567569,23.958064516129035,,,,1.0,,1.0,,0.5,0.125,,2.0,,,,,,,True
1502,1610612753,Adonal Foyle,Adonal Foyle,1502,ORL,609.0,10.0,-21.0,17.0,20,1.0,2,1.0,37,,2.0,1.0,1.0,1.0,3.0,2.0,31,,2.0,,,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,27.77777777777778,0.25,0.5,,0.3333333333333333,,,1.0,,,,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,0.6666666666666666,0.4983666666666666,2.466666666666667,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,191.0,3.0,-1.0,6.0,6,3.0,5,1.0,12,,,,,,,,9,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
