EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGA,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,Steals,LostBallSteals,BadPassTurnovers,SecondChanceTurnovers,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyArc3Frequency,SecondChanceFtPoints,BadPassSteals,Offensive Fouls,BlockedAtRim,ShortMidRangePctBlocked,DefCorner3ReboundPct,ShortMidRangePctAssisted,Arc3FGM,FG3M,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,SelfOReb,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,PtsUnassisted3s,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGM,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,BlockedShortMidRange,on
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,5077.0,85,-29.0,170,173,40,52,32.0,343,10.0,12.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,6.0,1.0,12.0,16.0,9.0,5.0,29.0,200,3.0,4.0,1.0,6.0,1.0,4.0,1.0,2.0,18.0,6.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,1.0,10.0,5.0,15.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,7.0,3.0,6.0,1.0,6.0,3.0,2.0,40,2.0,0.75,0.9,0.75,0.75,0.25,0.48,0.6,0.2,0.5178571428571429,0.6,0.2,0.36,0.1111111111111111,0.0625,0.08333333333333333,0.16666666666666666,15.238095238095237,0.25,0.16666666666666666,0.10714285714285714,0.05194805194805195,0.11538461538461539,0.05,0.10975609756097561,0.05154639175257732,0.03333333333333333,0.07142857142857142,0.06060606060606061,0.16666666666666666,0.14285714285714285,0.16,0.15,0.48,0.8333333333333334,0.9090909090909091,0.8,0.08,0.5,0.5,0.08,0.5,0.5,1.0,0.12,0.24,0.4,1.0,0.5,0.2,0.6,0.3333333333333333,0.2,0.84,0.591126,0.5270375,0.57367,0.10714285714285714,0.15789473684210525,0.20689655172413793,0.06896551724137931,3.3937500000000003,25.01111111111111,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,2860.0,48,-19.0,97,97,21,30,12.0,194,1.0,3.0,,,,,,,2.0,5.0,1.0,,4.0,1.0,3.0,8.0,5.0,,6.0,109,,,1.0,,,1.0,1.0,,2.0,4.0,,4.0,1.0,,10.0,12.0,,26.0,1.0,1.0,2.0,5.0,1.0,8.0,2.0,10.0,2.0,1.0,1.0,,,,3.0,,3.0,6.0,,1.0,,,,,21,2.0,0.3333333333333333,0.3333333333333333,0.375,,,0.23076923076923078,,,0.23076923076923078,,,0.38461538461538464,,0.125,0.3333333333333333,,13.793103448275863,0.6666666666666666,0.3333333333333333,0.15625,0.024390243902439025,0.2222222222222222,0.0625,0.17073170731707318,0.03508771929824561,,,0.07692307692307693,,,0.21428571428571427,0.25,0.23076923076923078,0.3333333333333333,0.5,,,,,0.38461538461538464,0.4,0.4,0.5,0.07692307692307693,0.3076923076923077,,,,1.0,,,,0.6153846153846154,0.48993076923076917,,0.439325,,,,,12.0,24.619999999999997,0.21649484536082475,1.0,2.0,1.0,1.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.2,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,120.0,2,2.0,4,5,4,5,,9,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,6152.0,103,-44.0,203,205,33,64,32.0,408,9.0,15.0,3.0,5.0,,1.0,4.0,7.0,,7.0,,,,,13.0,29.0,,5.0,31.0,236,4.0,6.0,,12.0,,2.0,,,16.0,10.0,4.0,,1.0,,5.0,5.0,2.0,10.0,3.0,8.0,6.0,5.0,1.0,12.0,11.0,23.0,2.0,,5.0,1.0,1.0,,7.0,1.0,8.0,16.0,1.0,4.0,,8.0,4.0,,33,,0.6153846153846154,0.7272727272727273,0.4482758620689655,0.6666666666666666,,0.4482758620689655,0.6666666666666666,,0.4696969696969697,0.75,,,,0.034482758620689655,,,16.194331983805668,0.2857142857142857,0.16666666666666666,0.07042253521126761,0.08602150537634409,0.2222222222222222,0.13043478260869565,0.11224489795918367,0.09482758620689655,0.1111111111111111,0.09090909090909091,0.05405405405405406,,0.05,0.12,0.19047619047619047,0.5172413793103449,0.6,0.6,0.6666666666666666,0.2413793103448276,0.5714285714285714,0.6666666666666666,0.2413793103448276,,,,,,0.8333333333333334,0.6,,,0.5,,,0.5172413793103449,0.506155172413793,0.61275,0.49029999999999996,0.12121212121212122,0.12121212121212122,0.3870967741935484,,6.5827586206896544,,0.1625615763546798,,,,,3.0,,3.0,1.0,1.0,,2.0,,2.0,,0.15789473684210525,0.038461538461538464,,,4.0,2.0,4.0,2.0,0.14285714285714285,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,8774.0,146,-54.0,293,296,59,93,48.0,589,16.0,40.0,5.0,14.0,4.0,7.0,5.0,13.0,9.0,27.0,1.0,,7.0,2.0,30.0,80.0,8.0,24.0,90.0,350,5.0,16.0,2.0,19.0,7.0,14.0,2.0,25.0,28.0,32.0,6.0,7.0,7.0,,6.0,8.0,1.0,18.0,4.0,15.0,4.0,15.0,,19.0,19.0,38.0,7.0,,5.0,1.0,3.0,,12.0,2.0,5.0,17.0,2.0,19.0,1.0,29.0,12.0,25.0,59,2.0,0.4666666666666667,0.5185185185185185,0.375,0.3125,0.5,0.375,0.2777777777777778,0.4375,0.43564356435643564,0.41304347826086957,0.5434782608695652,0.09090909090909091,,0.0875,0.15,,31.92090395480226,0.5833333333333334,,0.15306122448979592,0.12195121951219512,0.10526315789473684,0.10810810810810811,0.13970588235294118,0.11875,0.19298245614035087,0.1,0.043478260869565216,0.2857142857142857,0.125,0.21428571428571427,0.13793103448275862,0.45454545454545453,0.4,0.47058823529411764,0.375,0.14772727272727273,0.38461538461538464,0.4166666666666667,0.3068181818181818,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.011363636363636364,0.07954545454545454,0.7777777777777778,0.35714285714285715,0.4,0.1111111111111111,0.4375,0.5714285714285714,,0.5454545454545454,0.5056784090909091,0.5633749999999998,0.5185593749999999,0.12121212121212122,0.13186813186813187,0.2111111111111111,0.2777777777777778,7.793749999999998,24.875,0.20136518771331058,2.0,2.0,2.0,,5.0,,2.0,,4.0,2.0,1.0,,1.0,1.0,0.06666666666666667,0.09375,1.0,0.125,9.0,2.0,3.0,1.0,0.07692307692307693,,0.2,2.0,2.0,11.0,6.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.25,0.25,0.08163265306122448,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,True
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,2694.0,45,-12.0,89,92,26,22,16.0,181,2.0,4.0,,1.0,,1.0,,,,1.0,2.0,,3.0,1.0,2.0,5.0,5.0,,10.0,113,,1.0,2.0,,,2.0,1.0,3.0,4.0,,,3.0,1.0,,1.0,2.0,1.0,5.0,1.0,2.0,2.0,3.0,,5.0,3.0,8.0,2.0,,,,,,2.0,1.0,2.0,9.0,,2.0,,,,3.0,26,,1.0,1.0,0.4,,,0.5,,0.5,0.5,,0.5,0.5,,0.2,0.25,,11.214953271028037,1.0,,0.0967741935483871,0.07142857142857142,0.16666666666666666,0.0625,0.11627906976744186,0.06818181818181818,,0.2857142857142857,,,,0.05263157894736842,0.125,0.4,0.5,0.6666666666666666,1.0,,,,0.1,,,,0.2,0.3,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,0.9,0.5605,0.6066,0.4929333333333334,,,,0.3,3.8200000000000003,25.18,0.29213483146067415,1.0,1.0,,1.0,,,2.0,1.0,2.0,1.0,,,,,0.08333333333333333,0.2857142857142857,,0.3333333333333333,,1.0,,,,0.25,,2.0,2.0,,6.0,2.0,,2.0,,,,,,,1.0,0.4,0.4,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,True
2747,1610612743,JR Smith,JR Smith,2747,DEN,3930.0,66,-18.0,134,136,33,56,20.0,270,8.0,11.0,,,,,,,,,,,11.0,,8.0,11.0,11.0,11.0,36.0,168,,,,,,,2.0,2.0,6.0,10.0,,11.0,,,3.0,4.0,2.0,9.0,,1.0,1.0,3.0,,4.0,1.0,5.0,1.0,,1.0,,,,2.0,,7.0,10.0,,10.0,1.0,15.0,6.0,2.0,33,1.0,0.375,0.375,0.7272727272727273,,,0.5681818181818182,,,0.6428571428571429,,0.25,0.5,,,,,19.108280254777068,0.5,,0.08108108108108109,0.022222222222222223,0.0625,,0.07547169811320754,0.015625,0.037037037037037035,,,,0.14285714285714285,0.05,0.08333333333333333,0.5,0.7272727272727273,0.7272727272727273,0.375,,,,,,,,,0.5,,,,,,,,1.0,0.583359090909091,,0.5046,0.25925925925925924,0.4,,0.05555555555555555,,25.84545454545454,0.2462686567164179,2.0,1.0,1.0,,1.0,,3.0,1.0,1.0,,,,,,,0.1,,1.0,,2.0,1.0,,,,,3.0,3.0,2.0,6.0,3.0,,,2.0,,1.0,,,1.0,0.6666666666666666,0.2727272727272727,0.2727272727272727,,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.2727272727272727,,,,,,,3.0,1.0,0.08333333333333333,,,,,,,,,,,True
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,7058.0,118,-44.0,235,236,44,73,40.0,471,8.0,17.0,1.0,1.0,4.0,6.0,6.0,13.0,10.0,21.0,2.0,1.0,8.0,,24.0,51.0,10.0,18.0,75.0,281,4.0,6.0,,8.0,6.0,13.0,4.0,32.0,10.0,38.0,4.0,8.0,6.0,,9.0,10.0,3.0,21.0,,4.0,2.0,4.0,,6.0,4.0,10.0,2.0,,2.0,,,,4.0,,,2.0,,20.0,1.0,27.0,11.0,32.0,44,,0.20833333333333334,0.22727272727272727,0.47058823529411764,0.6666666666666666,0.46153846153846156,0.4672131147540984,0.6666666666666666,0.5294117647058824,0.5068493150684932,0.6666666666666666,0.62,0.16393442622950818,,0.11764705882352941,0.17647058823529413,,27.112676056338028,0.5,,0.046511627906976744,0.0392156862745098,0.06666666666666667,,0.05172413793103448,0.031496062992125984,0.043478260869565216,,0.04878048780487805,,0.05,0.058823529411764705,0.045454545454545456,0.2786885245901639,0.47058823529411764,0.5714285714285714,0.25,0.21311475409836064,0.46153846153846156,0.5454545454545454,0.3442622950819672,0.47619047619047616,0.5,0.3,0.03278688524590164,0.13114754098360656,0.16666666666666666,1.0,,,0.35294117647058826,0.6666666666666666,0.058823529411764705,0.4426229508196721,0.4852254098360656,0.4568833333333333,0.4832735294117647,0.15714285714285714,0.18333333333333332,0.10666666666666667,0.4266666666666667,10.701960784313725,24.909999999999997,0.18723404255319148,3.0,1.0,1.0,,6.0,,3.0,2.0,2.0,,1.0,,1.0,,,0.03125,,0.17647058823529413,,1.0,2.0,1.0,0.15384615384615385,0.125,,1.0,3.0,14.0,9.0,1.0,1.0,2.0,2.0,1.0,3.0,,,3.0,1.0,0.3,0.3,0.037037037037037035,0.125,0.125,1.0,0.125,,1.0,2.0,0.5,,0.3333333333333333,,,,2.0,1.0,0.047619047619047616,1.0,1.0,1.0,1.0,,,,True
2403,1610612743,Nene,Nene,2403,DEN,1098.0,18,-3.0,35,35,3,11,4.0,70,2.0,3.0,1.0,1.0,1.0,1.0,,,1.0,2.0,,,,,3.0,5.0,,3.0,9.0,44,1.0,1.0,,3.0,1.0,1.0,,3.0,2.0,4.0,2.0,,,,,1.0,,3.0,,,,2.0,,2.0,1.0,3.0,,,,,,,,,2.0,3.0,,3.0,,3.0,2.0,3.0,3,1.0,0.3333333333333333,0.5,0.6,1.0,1.0,0.6,1.0,1.0,0.75,1.5,1.5,,,,,,15.0,,,0.25,,,,0.15384615384615385,,,,,,0.3333333333333333,,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,0.4,0.5,0.5,,,,1.0,1.0,,,1.0,1.0,,0.6,0.4805,0.4289,0.4289,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.859999999999999,,0.08571428571428572,,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,True
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,6107.0,102,-49.0,205,205,32,59,36.0,410,3.0,11.0,2.0,6.0,,,,1.0,1.0,5.0,,,,,4.0,17.0,,2.0,10.0,245,2.0,7.0,,4.0,,,,,4.0,4.0,2.0,,3.0,,10.0,11.0,3.0,23.0,3.0,7.0,9.0,19.0,4.0,32.0,10.0,42.0,4.0,3.0,4.0,,1.0,,8.0,2.0,5.0,9.0,1.0,3.0,,6.0,3.0,,32,,0.5,0.6666666666666666,0.23529411764705882,0.2857142857142857,,0.23529411764705882,0.2857142857142857,,0.25,0.2857142857142857,,,,0.17647058823529413,0.18181818181818182,,11.155378486055778,0.5,0.5714285714285714,0.2753623188405797,0.07291666666666667,0.34615384615384615,0.14285714285714285,0.29473684210526313,0.08547008547008547,0.09090909090909091,,0.07692307692307693,,0.2777777777777778,0.3076923076923077,0.3684210526315789,0.6470588235294118,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.058823529411764705,,,0.29411764705882354,0.2,0.25,1.0,,,0.8571428571428571,0.3333333333333333,,,,,,0.6470588235294118,0.5319764705882353,0.5533166666666667,,0.15,0.15,0.4,,6.529411764705882,,0.15609756097560976,,1.0,1.0,,6.0,1.0,2.0,1.0,3.0,2.0,9.0,,9.0,6.0,0.15789473684210525,0.24,0.6666666666666666,,,1.0,1.0,7.0,,0.2857142857142857,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,2.0,True
