EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,AtRimAssists,LostBallSteals,LostBallTurnovers,FG3APctBlocked,Arc3PctBlocked,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,StepOutOfBoundsTurnovers,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,ThreePtAssists,Corner3Assists,Offensive Fouls,BlockingFoulsDrawn,NonShootingFoulsDrawn,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyFG3M,Arc3Assists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Travels,DefensiveGoaltends,SecondChanceAtRimPctAssisted,NonShootingPenaltyNonTakeFouls,Charge Fouls,Technical Free Throw Trips,ShortMidRangePctBlocked,on,Blocked3s,BlockedArc3,LostBallOutOfBoundsTurnovers,OffLongMidRangeReboundPct,BlockedShortMidRange,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,BlockedLongMidRange,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct
101141,1610612737,Ersan Ilyasova,Ersan Ilyasova,101141,ATL,5421.0,90.0,8,192.0,191,95.0,66.0,29.0,383,6.0,14.0,2.0,6.0,3.0,5.0,1.0,4.0,1.0,5.0,3.0,7.0,18.0,1.0,5.0,7.0,24.0,201,2.0,7.0,3.0,7.0,4.0,6.0,3.0,1.0,9.0,10.0,4.0,3.0,4.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,12.0,6.0,10.0,1.0,17.0,14.0,31.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,5.0,1.0,2.0,5.0,1.0,7.0,1.0,11.0,2.0,2.0,1.0,9.0,1.0,5.0,1.0,9.0,95.0,0.7142857142857143,1.0,1.0,0.2,0.2,0.3888888888888889,0.2857142857142857,0.6666666666666666,0.3695652173913043,0.2857142857142857,0.4444444444444444,0.4444444444444444,0.3888888888888889,0.5,0.21739130434782608,0.16666666666666666,0.21428571428571427,14.035087719298247,0.6,0.2,0.19230769230769232,0.23076923076923078,0.16666666666666666,0.05263157894736842,0.18181818181818182,0.15555555555555556,0.2777777777777778,0.4,0.05714285714285714,0.14285714285714285,0.36363636363636365,0.15,0.14285714285714285,0.25,0.16666666666666666,0.6086956521739131,0.42857142857142855,0.5454545454545454,0.6666666666666666,0.17391304347826086,0.25,0.25,1.0,0.21739130434782608,0.2,0.2,1.0,0.8571428571428571,0.3333333333333333,0.5555555555555556,0.6,0.3333333333333333,0.8260869565217391,0.2,0.5196673913043479,0.5135285714285713,0.5250777777777778,0.18518518518518517,0.22727272727272727,0.2916666666666667,0.375,5.077777777777778,26.279999999999994,0.4947916666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
101181,1610612737,Jose Calderon,Jose Calderon,101181,ATL,2284.0,38.0,-1,76.0,76,20.0,21.0,14.0,152,4.0,6.0,1.0,2.0,1.0,1.0,,,,5.0,1.0,4.0,6.0,,5.0,,8.0,78,1.0,2.0,,2.0,1.0,1.0,1.0,,2.0,2.0,6.0,,2.0,5.0,,,6.0,6.0,1.0,1.0,12.0,1.0,1.0,3.0,,,3.0,2.0,5.0,,1.0,,1.0,,,,1.0,,,1.0,,3.0,,4.0,,,1.0,,,,,2.0,20.0,0.25,0.3333333333333333,,,,0.6666666666666666,0.5,1.0,0.36363636363636365,0.5,0.5,0.36363636363636365,0.5,0.5,0.45454545454545453,,,13.186813186813186,1.0,,,0.05263157894736842,0.16666666666666666,0.05,0.0967741935483871,0.05128205128205128,0.07142857142857142,,0.05,,,,0.2,,,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.25,,,,,0.45454545454545453,,,,1.0,0.5,0.5,1.0,0.5,1.0,,0.5780409090909091,0.6333500000000001,0.558075,,,0.25,0.25,1.5,25.56,0.2631578947368421,1.0,4.0,1.0,1.0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1627752,1610612737,Taurean Prince,Taurean Prince,1627752,ATL,1643.0,27.0,-3,54.0,59,21.0,14.0,8.0,113,4.0,4.0,,,,,1.0,2.0,,1.0,1.0,6.0,7.0,1.0,2.0,1.0,16.0,58,,,,,2.0,3.0,1.0,,4.0,10.0,2.0,3.0,,1.0,,,,,,,,2.0,,2.0,2.0,,4.0,2.0,6.0,1.0,,,1.0,,,1.0,2.0,,1.0,2.0,,3.0,1.0,1.0,,,,1.0,1.0,1.0,,4.0,21.0,0.8333333333333334,0.8333333333333334,1.0,0.5,0.5,0.8571428571428571,,0.6666666666666666,0.8333333333333334,,0.5,0.8888888888888888,,0.5,0.2222222222222222,,,16.666666666666664,0.5,,0.11764705882352941,,0.15384615384615385,0.2,0.13333333333333333,0.06896551724137931,,,0.2,0.2,,0.2,0.16666666666666666,,0.5,0.4444444444444444,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,,,,,,,,0.25,0.6666666666666666,,0.5051333333333334,,0.3803,0.1111111111111111,0.14285714285714285,,0.25,6.457142857142857,24.1,0.3888888888888889,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,1837.0,31.0,4,66.0,62,18.0,16.0,9.0,128,4.0,6.0,,,1.0,1.0,1.0,3.0,,1.0,,9.0,13.0,,2.0,7.0,25.0,59,1.0,1.0,,2.0,3.0,4.0,1.0,1.0,7.0,14.0,4.0,,,1.0,,,4.0,5.0,,,11.0,,,3.0,2.0,,5.0,,5.0,,4.0,2.0,1.0,,,1.0,2.0,,,3.0,,4.0,,7.0,,1.0,,9.0,1.0,4.0,,7.0,18.0,0.7777777777777778,0.7777777777777778,,,,0.6923076923076923,1.0,0.75,0.6,0.5,0.6,0.6578947368421053,0.5,0.5833333333333334,0.13333333333333333,,,27.63157894736842,0.5,,0.18181818181818182,,0.21428571428571427,,0.2,,,,,0.6666666666666666,,,0.3,,,0.4,0.6666666666666666,0.6666666666666666,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,,,,,,0.2,1.0,,0.5333333333333333,,0.5295033333333333,0.4433,0.5379400000000001,0.2222222222222222,0.25,0.08,0.28,6.9923076923076914,23.75,0.2727272727272727,,4.0,2.0,1.0,,,4.0,4.0,,1.0,,0.26666666666666666,1.0,1.0,0.06666666666666667,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
203501,1610612737,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,ATL,2328.0,39.0,-7,78.0,80,29.0,30.0,12.0,158,2.0,6.0,,,1.0,1.0,,1.0,1.0,8.0,3.0,2.0,7.0,2.0,9.0,3.0,13.0,80,,,,3.0,1.0,1.0,3.0,,2.0,2.0,2.0,3.0,,8.0,1.0,2.0,,,,,,1.0,,,3.0,,3.0,1.0,4.0,,,,3.0,,,,3.0,1.0,,1.0,,3.0,,7.0,2.0,,,5.0,1.0,3.0,,2.0,29.0,0.5,0.5,0.5,0.2222222222222222,0.2222222222222222,0.2857142857142857,,1.0,0.3125,0.5,0.25,0.3611111111111111,0.5,0.25,0.5625,0.2857142857142857,0.3333333333333333,22.58064516129032,1.0,,0.16666666666666666,,,0.05263157894736842,0.09090909090909091,0.02564102564102564,,,0.05555555555555555,,0.4,0.16666666666666666,,,,0.375,0.3333333333333333,0.5,0.5,0.0625,,,,0.5,0.125,0.125,,,,0.25,1.0,0.75,0.9375,0.125,0.5392406249999999,,0.539575,0.16666666666666666,0.3333333333333333,0.23076923076923078,0.15384615384615385,3.9285714285714293,26.977777777777778,0.3717948717948718,,,,3.0,,,,,1.0,1.0,,,,,0.0625,1.0,1.0,1.0,1.0,,3.0,,,,,,,0.3333333333333333,,1.0,2.0,1.0,3.0,0.3333333333333333,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
203145,1610612737,Kent Bazemore,Kent Bazemore,203145,ATL,4252.0,71.0,22,152.0,150,80.0,58.0,25.0,302,5.0,11.0,,,2.0,6.0,1.0,2.0,3.0,11.0,6.0,8.0,18.0,4.0,12.0,10.0,38.0,153,2.0,2.0,,7.0,2.0,9.0,7.0,7.0,17.0,10.0,6.0,6.0,,11.0,3.0,1.0,9.0,12.0,1.0,1.0,27.0,1.0,,3.0,6.0,1.0,10.0,1.0,11.0,,4.0,3.0,8.0,,5.0,,8.0,,5.0,4.0,,5.0,,8.0,1.0,,1.0,12.0,,4.0,,17.0,80.0,0.625,0.625,0.5,0.3333333333333333,0.3333333333333333,0.4444444444444444,1.0,0.2222222222222222,0.4666666666666667,0.7,0.3125,0.5277777777777778,0.7,0.425,0.4,0.05555555555555555,0.09090909090909091,24.175824175824175,1.0,0.2,0.13636363636363635,,0.10344827586206896,0.03571428571428571,0.1232876712328767,0.014084507042253521,,,,0.15789473684210525,0.14285714285714285,0.1111111111111111,0.13636363636363635,,,0.36666666666666664,0.45454545454545453,0.5,0.6,0.06666666666666667,0.5,0.5,1.0,0.36666666666666664,0.2727272727272727,0.2727272727272727,0.3333333333333333,,,0.375,0.3333333333333333,0.375,0.7666666666666667,0.2727272727272727,0.528535,0.4830875,0.521659375,0.11764705882352941,0.18181818181818182,0.18421052631578946,0.4473684210526316,5.216666666666667,25.491666666666664,0.5263157894736842,,7.0,1.0,3.0,,,2.0,5.0,1.0,1.0,,0.16666666666666666,0.4,0.4,0.03333333333333333,1.0,1.0,1.0,,1.0,3.0,3.0,1.0,,,2.0,0.5,,0.0625,,3.0,1.0,6.0,0.3333333333333333,,,0.6,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.16666666666666666,,,,,,,,True,,,,,,,,,,
2730,1610612737,Dwight Howard,Dwight Howard,2730,ATL,1239.0,21.0,1,42.0,46,24.0,14.0,7.0,88,3.0,6.0,1.0,3.0,1.0,4.0,,,,,,3.0,6.0,,,1.0,7.0,47,1.0,3.0,1.0,3.0,1.0,4.0,,1.0,3.0,6.0,,,,,,2.0,,,,,,,3.0,3.0,8.0,,11.0,3.0,14.0,,,,,,,2.0,2.0,,,2.0,,4.0,,2.0,,,,4.0,,1.0,,3.0,24.0,1.0,1.0,,,,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333,0.25,0.4375,0.375,0.25,,0.3333333333333333,0.3333333333333333,19.23076923076923,,,0.6153846153846154,0.1875,0.3333333333333333,,0.5,0.14285714285714285,0.2,0.3333333333333333,,0.75,,0.8333333333333334,0.375,,,1.0,0.5,0.75,1.0,,,,,,,,,1.0,0.3333333333333333,1.0,0.25,,1.0,,0.7790333333333334,0.6560333333333334,0.72105,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5833333333333334,,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,True,,,,,,,,,,
203488,1610612737,Mike Muscala,Mike Muscala,203488,ATL,2177.0,36.0,2,77.0,76,46.0,36.0,13.0,153,1.0,5.0,,3.0,,1.0,,1.0,,2.0,1.0,1.0,7.0,,3.0,5.0,7.0,88,,3.0,1.0,1.0,,1.0,2.0,,,2.0,,,,2.0,,2.0,2.0,2.0,,1.0,4.0,1.0,2.0,1.0,3.0,1.0,5.0,3.0,8.0,,,,,,,,,,,4.0,,6.0,,3.0,,,,6.0,,3.0,,,46.0,1.0,1.0,,,,0.14285714285714285,,,0.1,,,0.2692307692307692,0.125,,0.3,0.2857142857142857,0.4,13.978494623655914,,0.3333333333333333,0.11538461538461539,0.08695652173913043,0.08333333333333333,0.058823529411764705,0.10526315789473684,0.075,0.1111111111111111,,,0.07692307692307693,,0.2,0.1111111111111111,,,0.5,0.2,0.3333333333333333,1.0,0.1,,,,0.2,,,,1.0,,0.3333333333333333,,0.3333333333333333,0.8,,0.58692,0.7010666666666667,0.6159166666666666,0.23076923076923078,0.3,0.14285714285714285,,3.5285714285714285,24.5,0.5974025974025974,,1.0,,,,,,1.0,,1.0,,0.1,,,0.1,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,1.0,1.0,1.0,,,,0.5,,,,,,,,,1.0,,,,True,,,,,,,,,,
200757,1610612737,Thabo Sefolosha,Thabo Sefolosha,200757,ATL,338.0,6.0,-5,13.0,14,13.0,1.0,,27,,,,,,,,,,,,,,,,1.0,1.0,18,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,1.0,13.0,,,,,,,,,,,,0.5,,0.5,,,,7.692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,
2399,1610612737,Mike Dunleavy,Mike Dunleavy,2399,ATL,2563.0,43.0,11,98.0,91,55.0,33.0,15.0,189,1.0,2.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,9.0,102,,,2.0,2.0,1.0,1.0,1.0,4.0,9.0,2.0,,3.0,,1.0,1.0,,1.0,2.0,,,5.0,,1.0,1.0,3.0,,4.0,1.0,5.0,1.0,1.0,1.0,4.0,,3.0,1.0,5.0,1.0,2.0,2.0,,2.0,,3.0,1.0,,,4.0,,2.0,,9.0,55.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,,1.0,0.5,,1.25,0.6428571428571429,1.0,1.125,0.6,,,10.344827586206897,0.8,,0.10714285714285714,0.037037037037037035,0.0625,,0.09090909090909091,0.022727272727272728,0.047619047619047616,,,0.16666666666666666,,0.08333333333333333,,0.25,0.3333333333333333,0.4,0.5,0.5,1.0,,,,,0.2,1.0,1.0,1.0,,,0.5,1.0,0.5,1.0,1.0,0.5588500000000001,,0.55515,0.2857142857142857,0.5,0.2222222222222222,1.0,2.15,24.233333333333334,0.5612244897959183,,1.0,,1.0,,,,,,2.0,1.0,,,,0.4,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,True,,,,,,,,,,
