EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,DefTwoPtRebounds,FTDefRebounds,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyFG2M,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,ShootingFouls,Fouls,TwoPtShootingFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,TwoPtShootingFoulsDrawnPct,LongMidRangeFGA,DefLongMidRangeReboundPct,LongMidRangeFrequency,Arc3Assists,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceFtPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,FTOffRebounds,OffRebounds,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,NonShootingPenaltyNonTakeFouls,on,LongMidRangeAssists,OffThreePtRebounds,Steals,LostBallSteals,BadPassTurnovers,SecondChanceTurnovers,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,3SecondViolations,OffThreePtReboundPct,OffCorner3ReboundPct,LongMidRangeFGM,SecondChanceArc3FGA,SelfOReb,BadPassSteals,StepOutOfBoundsTurnovers,Charge Fouls,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,Loose Ball Fouls,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,LongMidRangePctBlocked,PtsUnassisted3s,HeaveAttempts,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,Technical Free Throw Trips,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,154.0,3,-3.0,4,4,8,5,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0.3333333333333333,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202711,1610612764,Bojan Bogdanovic,Bojan Bogdanovic,202711,WAS,735.0,12,,23,23,46,20,1.0,6.0,6.0,,,,29.166666666666668,0.14285714285714285,0.2777777777777778,,14.0,8.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,6.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,5.0,1.0,1.0,4.0,14.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.42857142857142855,0.5,0.4,0.3333333333333333,0.3333333333333333,0.5,0.36363636363636365,0.4,1.0,0.2,0.6,0.3333333333333333,0.5,1.0,0.4,0.5,0.5,1.0,0.55336,0.49797500000000006,0.16666666666666666,0.3333333333333333,0.6666666666666666,1.9333333333333333,26.05,0.6086956521739131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203107,1610612764,Tomas Satoransky,Tomas Satoransky,203107,WAS,1039.0,17,2.0,34,34,68,35,1.0,2.0,2.0,,,,16.216216216216218,0.125,0.043478260869565216,,26.0,16.0,3.0,,2.0,2.0,,,1.0,4.0,,2.0,4.0,4.0,,2.0,4.0,2.0,,,,1.0,2.0,4.0,,,4.0,26.0,,1.0,1.0,0.25,0.25,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,,,0.16666666666666666,0.5,,,,,0.5,,0.5,0.516325,0.516325,0.3333333333333333,,1.0,5.3,,0.7647058823529411,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,2.0,2.0,0.25,0.25,0.5,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203490,1610612764,Otto Porter Jr.,Otto Porter Jr.,203490,WAS,291.0,5,-7.0,8,8,16,11,1.0,2.0,2.0,,,,37.5,0.25,0.2857142857142857,,,,,1.0,1.0,,1.0,,1.0,2.0,1.0,,2.0,,,,,2.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,0.3333333333333333,,,0.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,0.6666666666666666,0.5267166666666667,,,,,9.85,27.1,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203504,1610612764,Trey Burke,Trey Burke,203504,WAS,1180.0,20,1.0,39,39,78,39,,,,,,,9.30232558139535,,,,30.0,16.0,4.0,,,,2.0,2.0,,2.0,2.0,,,1.0,2.0,,,,2.0,,,,2.0,,,,,30.0,,,,,,,,0.5,,,,,,,,,,,,0.5,,0.6666666666666666,0.5,0.47443749999999996,0.5028166666666666,,,,16.85,25.0,0.7692307692307693,,,,3.0,2.0,5.0,1.0,2.0,1.0,12.0,1.0,2.0,,,,,,,,,2.0,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626162,1610612764,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,WAS,402.0,7,1.0,14,14,28,13,,,,,,,23.52941176470588,,,,13.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,5.0,1.0,3.0,,5.0,2.0,1.0,,,,,,,,5.0,13.0,,1.0,1.0,1.0,0.625,0.625,0.625,0.75,,,,,,,,0.25,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.5767375,0.5767375,,,1.0,0.1,24.5,0.9285714285714286,,,1.0,,,,,,,,,,,1.0,0.625,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.68915,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627815,1610612764,Sheldon Mac,Sheldon Mac,1627815,WAS,748.0,12,9.0,26,26,52,24,1.0,2.0,2.0,,,1.0,20.689655172413794,0.25,0.125,,26.0,16.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,1.0,3.0,2.0,10.0,2.0,1.0,,1.0,,1.0,2.0,,1.0,10.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,,,,0.08333333333333333,,,0.25,0.25,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.5322625,0.5322625,,,1.0,1.4,25.333333333333332,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,0.3333333333333333,,,,,1.0,1.0,2.0,,1.0,2.0,2.0,,,,,2.0,6.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,0.5,0.5,0.5,1.0,,,,,1.0,0.5,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201160,1610612764,Jason Smith,Jason Smith,201160,WAS,1026.0,17,4.0,35,35,70,34,1.0,3.0,5.0,,,1.0,23.076923076923077,0.16666666666666666,0.13636363636363635,,30.0,16.0,4.0,3.0,4.0,4.0,,,4.0,5.0,,5.0,13.0,5.0,,3.0,11.0,4.0,,,2.0,,3.0,6.0,,1.0,11.0,30.0,1.0,0.5,0.6666666666666666,0.8,0.8,0.8125,0.7857142857142857,,,,,0.125,,0.5,0.16666666666666666,0.8,0.75,0.75,0.3333333333333333,,0.8,,0.8,0.61868,0.61868,0.2857142857142857,,0.8461538461538461,1.8,,0.8571428571428571,1.0,1.0,4.0,,,,,,,,2.0,3.0,2.0,0.8,0.8,0.2,1.0,1.0,1.0,0.2857142857142857,,,,,1.0,1.0,3.0,,,,,,,1.0,1.0,,3.0,,,,,,,1.0,1.0,0.75,,,,,1.0,1.0,,,0.75,,,0.6676,0.23076923076923078,,,,1.0,1.0,1.0,1.0,,,,,,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.3333333333333333,0.1,0.06666666666666667,0.3333333333333333,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201943,1610612764,Brandon Jennings,Brandon Jennings,201943,WAS,325.0,5,-2.0,12,12,24,14,,1.0,1.0,,,,7.142857142857142,,0.14285714285714285,,11.0,7.0,2.0,,1.0,1.0,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,11.0,,,,,,,,,1.0,1.0,,0.2,0.25,,,1.0,,,,,1.0,,1.0,0.5584,0.5584,,,,2.2,,0.9166666666666666,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101133,1610612764,Ian Mahinmi,Ian Mahinmi,101133,WAS,3755.0,63,-37.0,124,125,249,161,2.0,8.0,11.0,2.0,,3.0,11.805555555555555,0.08,0.14583333333333334,0.2,47.0,36.0,18.0,2.0,5.0,1.0,,,5.0,9.0,,4.0,14.0,1.0,,3.0,3.0,8.0,,1.0,5.0,1.0,9.0,11.0,1.0,,3.0,47.0,,0.8,0.8,0.5555555555555556,0.5555555555555556,0.5,0.75,,0.1111111111111111,0.2,0.25,0.21739130434782608,0.15384615384615385,0.3333333333333333,0.05,0.5555555555555556,0.4,0.5,1.0,,1.0,,0.5555555555555556,0.43378888888888884,0.5957,0.35714285714285715,1.0,0.21428571428571427,5.311111111111112,,0.3790322580645161,3.0,4.0,,3.0,3.0,6.0,,1.0,1.0,15.0,6.0,17.0,4.0,,,0.4444444444444444,0.75,0.75,0.6666666666666666,0.3076923076923077,,0.2857142857142857,,3.0,,,,,,,,,,1.0,1.0,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.14285714285714285,,,,1.0,,,0.3333333333333333,,,,,,,2.0,,,,3.0,,6.0,5.0,6.0,5.0,,,0.05,,0.8333333333333334,4.0,False,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10344827586206896,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
