EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG3A,PtsAssisted2s,HeaveAttempts,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,LongMidRangeAssists,OffThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,ShootingFouls,BlockingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyPointsPct,ShortMidRangeFGM,LongMidRangeFGM,PenaltyFG2M,FTOffRebounds,Travels,PenaltyFg2Pct,PenaltyEfgPct,OffFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFGM,PtsUnassisted3s,Fg2aBlocked,SelfOReb,PenaltyTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,SelfORebPct,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,Corner3Assists,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,BlockedShortMidRange,on,SecondChanceArc3FGM,Charge Fouls,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,OffLongMidRangeReboundPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,BlockingFoulsDrawn,LongMidRangePctBlocked,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends
1626170,1610612741,Jerian Grant,Jerian Grant,1626170,CHI,732.0,12,4.0,20,21,2.0,5.0,1.0,41,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,20.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.16666666666666666,0.25,0.6666666666666666,29.166666666666668,1.0,0.1111111111111111,0.09090909090909091,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.6666666666666666,1.0,1.0,0.8333333333333334,0.45276000000000005,0.16666666666666666,0.5,7.0,36.475,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1626171,1610612741,Bobby Portis,Bobby Portis,1626171,CHI,3265.0,54,-10.0,106,110,15.0,20.0,6.0,216,2.0,2.0,,3.0,,,2.0,3.0,7.0,,19.0,119.0,2.0,1.0,2.0,,3.0,2.0,6.0,2.0,14.0,11.0,15.0,17.0,2.0,1.0,4.0,2.0,,,,15.0,0.5,1.0,0.6666666666666666,0.95,0.95,0.7,12.173913043478262,0.5,0.34375,0.2549019607843137,0.38461538461538464,0.2,1.0,1.0,0.5,,0.3,,,0.9,0.5335050000000001,,,8.333333333333334,24.04285714285714,0.14150943396226415,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,2.0,15.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,0.7142857142857143,0.5,0.7142857142857143,1.0,0.8333333333333334,0.8333333333333334,1.0,0.06896551724137931,0.10526315789473684,0.05263157894736842,0.08333333333333333,0.125,0.3,0.3333333333333333,0.11764705882352941,1.0,0.1,0.4,0.75,0.75,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,0.5480833333333334,0.5643,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1626245,1610612741,Cristiano Felicio,Cristiano Felicio,1626245,CHI,4928.0,82,-17.0,163,168,16.0,27.0,13.0,331,9.0,12.0,3.0,,,,9.0,15.0,,1.0,19.0,180.0,,,18.0,,,1.0,2.0,1.0,5.0,10.0,19.0,26.0,2.0,,7.0,2.0,2.0,,,16.0,1.0,1.0,0.6,0.6,0.59375,,12.777777777777777,0.2857142857142857,0.25,0.23376623376623376,0.35294117647058826,0.8,0.75,0.75,1.0,0.2,,,,0.8,0.6060133333333333,,,2.2933333333333334,,0.09815950920245399,,3.0,,,,,,,,,,4.0,,1.0,,,,,1.0,,,4.0,8.0,1.0,7.0,3.0,2.0,5.0,2.0,,1.0,16.0,2.0,2.0,2.0,2.0,2.0,,,,,,,0.1,0.3333333333333333,0.08333333333333333,0.21621621621621623,0.10606060606060606,0.05555555555555555,0.16666666666666666,0.18181818181818182,0.16666666666666666,0.2,1.0,,,,,,,,,0.75,,,,,,,0.5309999999999999,0.5858,0.05263157894736842,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.16666666666666666,0.15384615384615385,0.2,0.2857142857142857,1.0,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1627835,1610612741,Paul Zipser,Paul Zipser,1627835,CHI,3919.0,65,-8.0,127,128,15.0,25.0,11.0,255,3.0,4.0,2.0,5.0,,1.0,6.0,10.0,7.0,4.0,25.0,143.0,,1.0,8.0,,5.0,,1.0,,2.0,4.0,7.0,9.0,2.0,2.0,5.0,4.0,4.0,,2.0,15.0,0.6666666666666666,0.8,0.6,0.6176470588235294,0.6578947368421053,0.4117647058823529,16.901408450704228,0.4,0.13333333333333333,0.12280701754385964,,0.23529411764705882,0.75,0.75,0.3333333333333333,0.11764705882352941,0.29411764705882354,,0.3333333333333333,0.6470588235294118,0.4783117647058823,0.10526315789473684,0.16666666666666666,9.489999999999998,25.057142857142857,0.11811023622047244,1.0,1.0,4.0,,2.0,,,,3.0,3.0,1.0,1.0,,2.0,4.0,9.0,2.0,3.0,1.0,1.0,,1.0,3.0,,2.0,1.0,1.0,3.0,,,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,,0.42857142857142855,1.0,1.0,1.0,,0.023809523809523808,0.1111111111111111,0.01818181818181818,,0.0625,0.1,0.3,0.12,1.0,0.23529411764705882,0.11764705882352941,,,,0.6,0.6,1.0,1.0,1.0,,,,,0.6,0.5313,0.44846666666666674,0.08,1.0,,2.0,,2.0,,,,,3.0,2.0,,1.0,,,2.0,,,0.3333333333333333,,,,,0.3333333333333333,0.08,1.0,2.0,1.0,1.0,2.0,0.5,0.3333333333333333,0.25,0.5,0.5,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
202710,1610612741,Jimmy Butler,Jimmy Butler,202710,CHI,3225.0,54,-15.0,108,113,15.0,26.0,12.0,221,6.0,10.0,6.0,6.0,1.0,2.0,13.0,24.0,6.0,10.0,42.0,124.0,1.0,2.0,4.0,,6.0,2.0,5.0,2.0,12.0,4.0,11.0,13.0,5.0,3.0,6.0,8.0,14.0,,5.0,15.0,0.15384615384615385,0.16666666666666666,0.5416666666666666,0.5333333333333333,0.5833333333333334,0.2,34.146341463414636,0.8333333333333334,0.18181818181818182,0.23404255319148937,0.25,0.3333333333333333,0.6,0.6666666666666666,0.16666666666666666,0.2,0.2,0.5,0.2857142857142857,0.5333333333333333,0.43934833333333334,0.16666666666666666,0.1724137931034483,9.275,25.63333333333333,0.1388888888888889,1.0,1.0,8.0,,,,,,2.0,2.0,1.0,1.0,,3.0,22.0,3.0,2.0,2.0,3.0,3.0,,2.0,7.0,,2.0,3.0,3.0,1.0,2.0,,,1.0,,1.0,1.0,2.0,2.0,0.5,0.3333333333333333,,0.3333333333333333,1.0,0.5,0.5,,0.058823529411764705,0.28,0.043478260869565216,0.13333333333333333,,0.2,,0.2727272727272727,1.0,0.26666666666666666,,,,,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,,,,,0.3333333333333333,0.68945,0.38980000000000004,0.07142857142857142,3.0,1.0,5.0,4.0,12.0,,,,1.0,,,,,,,12.0,,,0.6,,,,0.3333333333333333,0.42857142857142855,0.2857142857142857,4.0,3.0,4.0,,,0.8,0.5714285714285714,,0.6666666666666666,0.8,,0.375,0.375,0.3333333333333333,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.1,0.16666666666666666,0.09090909090909091,0.6666666666666666,0.14285714285714285,,,,,True,,,,,,,,,,,,,,,,
2548,1610612741,Dwyane Wade,Dwyane Wade,2548,CHI,3341.0,56,-7.0,111,114,,5.0,8.0,225,1.0,6.0,9.0,6.0,,,7.0,19.0,7.0,7.0,27.0,114.0,,,4.0,,6.0,4.0,11.0,1.0,26.0,2.0,4.0,4.0,3.0,1.0,5.0,6.0,7.0,1.0,4.0,,0.2857142857142857,0.2857142857142857,0.3684210526315789,0.38461538461538464,0.46551724137931033,0.2692307692307692,28.09917355371901,0.6,0.0625,0.07017543859649122,0.07142857142857142,0.23076923076923078,0.16666666666666666,0.2,1.0,0.34615384615384615,0.23076923076923078,,,0.5,0.46000192307692306,0.13793103448275862,0.18181818181818182,8.24736842105263,24.814285714285713,,,,4.0,,1.0,,,,2.0,2.0,,,,,10.0,3.0,,2.0,7.0,5.0,1.0,,2.0,,,1.0,,2.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,0.5,0.2857142857142857,,0.2857142857142857,,,,,,0.08,,,,0.125,,0.05,1.0,0.15384615384615385,0.038461538461538464,,,,0.3333333333333333,0.3333333333333333,0.5,,,,,,,0.3333333333333333,,,,,,,,,1.0,,1.0,1.0,2.0,,,1.0,,,,,,,,,,0.2,,,4.0,2.0,,,,,,,0.4444444444444444,0.4444444444444444,,0.5,0.5,0.5,,3.0,1.0,,,,,,,0.05263157894736842,0.16666666666666666,,,,,3.0,1.0,,,True,,,,,,,,,,,,,,,,
1627756,1610612741,Denzel Valentine,Denzel Valentine,1627756,CHI,32.0,1,,1,1,1.0,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200765,1610612741,Rajon Rondo,Rajon Rondo,200765,CHI,929.0,15,8.0,35,36,1.0,2.0,4.0,71,,2.0,1.0,,,,1.0,3.0,,,2.0,25.0,,,,,,1.0,5.0,,11.0,,2.0,3.0,1.0,1.0,2.0,,,,,1.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,13.157894736842104,0.5,,0.1,,0.6666666666666666,,,,0.3333333333333333,,,,0.6666666666666666,0.45649999999999996,,,3.633333333333333,,0.02857142857142857,,,,,,,,,,,,,,,2.0,,,,4.0,3.0,,,2.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,0.18181818181818182,0.09090909090909091,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.3333333333333333,,0.5,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,
203487,1610612741,Michael Carter-Williams,Michael Carter-Williams,203487,CHI,1300.0,22,-18.0,42,44,7.0,10.0,5.0,86,,2.0,3.0,,,,1.0,7.0,,,2.0,58.0,,,,,,2.0,3.0,2.0,8.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,7.0,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,,16.666666666666668,1.0,,0.07142857142857142,,0.2857142857142857,,,,0.42857142857142855,,,,0.2857142857142857,0.44375714285714285,,,8.971428571428572,,0.16666666666666666,,,2.0,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,,1.0,1.0,,,,,2.0,,1.0,,1.0,,,,,,,,,,,0.14285714285714285,,,,,,0.16666666666666666,,0.2857142857142857,,,,,,,,,,,,,,,,0.48805,,1.0,,2.0,,2.0,1.0,,,,,,,,,,2.0,1.0,,0.5,,,,,0.5,1.0,,1.0,1.0,,,0.5,0.5,,,,,0.5,0.5,,,,2.0,,,,,,,0.2857142857142857,0.5,0.3333333333333333,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,
201627,1610612741,Anthony Morrow,Anthony Morrow,201627,CHI,812.0,14,-1.0,29,29,2.0,1.0,,58,,,1.0,,,,2.0,4.0,,2.0,6.0,29.0,,,2.0,,,,,,,1.0,3.0,3.0,,,,1.0,2.0,,1.0,2.0,0.5,0.5,0.5,0.5,0.6,,17.24137931034483,,0.14285714285714285,0.2,,,,,,0.25,,,,,0.4018,0.2,0.2,14.850000000000001,,0.06896551724137931,,,3.0,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,0.25,,,,,0.3333333333333333,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.5,,,,2.0,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
