EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Blocked3s,BlockedArc3,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,SelfOReb,BadPassSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls Drawn,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,FTDefRebounds,BlockingFouls,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,LongMidRangePctBlocked,DefFTReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,BlockedShortMidRange,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,on,OffensiveGoaltends,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations
101141,1610612737,Ersan Ilyasova,Ersan Ilyasova,101141,ATL,1643.0,27.0,-3,54,59,21,14.0,8.0,113,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,58.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,3.0,3.0,6.0,5.0,11.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,21,0.25,0.5,0.3333333333333333,0.2,0.5,0.3333333333333333,0.4166666666666667,0.75,0.5,0.2,0.5,0.6666666666666666,12.121212121212121,1.0,0.17647058823529413,0.2631578947368421,0.23076923076923078,0.2,0.1724137931034483,0.36363636363636365,0.5,0.2,0.2857142857142857,0.16666666666666666,1.0,0.6,0.3333333333333333,1.0,0.2,0.2,1.0,0.5,1.0,0.3333333333333333,0.8,0.55456,0.5356000000000001,0.6165333333333333,0.3333333333333333,0.4,0.6,0.6,5.4,27.1,0.3888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101181,1610612737,Jose Calderon,Jose Calderon,101181,ATL,2096.0,35.0,9,69,71,9,4.0,8.0,140,,2.0,,1.0,,,2.0,4.0,1.0,4.0,7.0,,11.0,66.0,,1.0,,,,,,3.0,,,4.0,,,2.0,,2.0,,2.0,1.0,,2.0,,,2.0,,,,,3.0,9,0.25,,,0.5,,1.5,0.5,,1.5,0.6363636363636364,,,16.666666666666668,0.5,,,0.16666666666666666,0.0625,,,,,,0.2222222222222222,,0.18181818181818182,,,0.18181818181818182,0.36363636363636365,1.0,,,,0.8181818181818182,0.5465818181818182,0.7043,0.52395,,,,0.2727272727272727,9.075,24.75714285714286,0.13043478260869565,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,9.0,1.0,1.0,8.0,8.0,6.0,1.0,1.0,16.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.42857142857142855,0.14285714285714285,0.25,0.5,0.5,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1627752,1610612737,Taurean Prince,Taurean Prince,1627752,ATL,11223.0,187.0,-6,372,378,101,82.0,49.0,750,18.0,25.0,1.0,2.0,6.0,7.0,7.0,8.0,25.0,38.0,14.0,5.0,67.0,412.0,1.0,2.0,,5.0,8.0,13.0,4.0,23.0,12.0,2.0,8.0,4.0,4.0,14.0,11.0,25.0,7.0,32.0,3.0,2.0,7.0,,2.0,8.0,,5.0,1.0,1.0,23.0,101,0.6578947368421053,0.5,0.6153846153846154,0.5961538461538461,0.8333333333333334,0.5588235294117647,0.6203703703703703,0.8333333333333334,0.6052631578947368,0.2692307692307692,0.10526315789473684,0.12,14.153132250580049,0.42857142857142855,0.09322033898305085,0.035398230088495575,0.19718309859154928,0.13227513227513227,0.03825136612021858,0.021739130434782608,0.05555555555555555,0.11764705882352941,0.05128205128205128,0.21052631578947367,0.14285714285714285,0.4807692307692308,0.72,0.8181818181818182,0.1346153846153846,0.15384615384615385,0.6666666666666666,0.5,0.4117647058823529,0.8571428571428571,0.75,0.5195971153846154,0.54195,0.4888147058823529,0.019230769230769232,0.02631578947368421,0.07462686567164178,0.34328358208955223,5.505263157894737,24.74285714285714,0.271505376344086,4.0,2.0,6.0,1.0,2.0,2.0,4.0,1.0,4.0,38.0,12.0,2.0,,5.0,8.0,3.0,1.0,1.0,19.0,2.0,1.0,1.0,4.0,1.0,4.0,9.0,2.0,1.0,1.0,1.0,0.76,0.7916666666666666,1.0,0.2857142857142857,0.25,0.2857142857142857,,,0.5714285714285714,0.5714285714285714,1.0,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,1.0,0.11764705882352941,0.5,0.25,3.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.16666666666666666,0.04285714285714286,0.03225806451612903,0.05,0.1111111111111111,0.1111111111111111,1.0,0.8333333333333334,0.11538461538461539,0.5,0.6,0.3333333333333333,1.0,1.0,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,9815.0,164.0,-3,326,330,68,65.0,41.0,656,15.0,21.0,3.0,3.0,4.0,8.0,12.0,14.0,34.0,60.0,14.0,40.0,114.0,361.0,6.0,7.0,10.0,25.0,7.0,13.0,11.0,28.0,24.0,8.0,14.0,6.0,4.0,14.0,24.0,39.0,8.0,47.0,9.0,3.0,19.0,1.0,5.0,39.0,,49.0,7.0,22.0,28.0,68,0.5666666666666667,0.8571428571428571,0.5384615384615384,0.5,0.8333333333333334,0.53125,0.6063829787234043,0.9615384615384616,0.6666666666666666,0.1891891891891892,0.1,0.09523809523809523,30.29490616621984,0.47368421052631576,0.22857142857142856,0.042105263157894736,0.2222222222222222,0.2261904761904762,0.05063291139240506,0.027777777777777776,0.09090909090909091,0.13793103448275862,0.2571428571428571,0.24489795918367346,0.14285714285714285,0.28378378378378377,0.7142857142857143,0.7894736842105263,0.16216216216216217,0.1891891891891892,0.3333333333333333,1.0,0.5,0.5,0.47297297297297297,0.4707236486486487,0.4550083333333334,0.492259375,0.26373626373626374,0.29333333333333333,0.21929824561403508,0.24561403508771928,8.095,25.728571428571428,0.2085889570552147,5.0,,,,,2.0,2.0,1.0,3.0,44.0,3.0,2.0,,10.0,20.0,7.0,1.0,2.0,50.0,6.0,3.0,3.0,10.0,6.0,8.0,13.0,1.0,,,3.0,0.6470588235294118,0.7333333333333333,0.5,0.14285714285714285,0.3333333333333333,0.14285714285714285,,,0.4166666666666667,0.45454545454545453,1.0,,,,,0.14285714285714285,0.14285714285714285,0.5,,,0.14285714285714285,14.0,27.0,,,3.0,1.0,2.0,10.0,8.0,2.0,4.0,,3.0,1.0,,3.0,1.0,3.0,2.0,1.0,3.0,0.5,0.1111111111111111,0.06349206349206349,,0.03773584905660377,0.2682926829268293,,0.6666666666666666,0.6,0.36486486486486486,0.5185185185185185,0.5833333333333334,,,,0.1875,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,0.08333333333333333,0.25,0.2,0.5714285714285714,0.2222222222222222,0.5,0.3333333333333333,0.125,,,,,True,,,
203501,1610612737,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,ATL,8970.0,150.0,-17,300,300,60,55.0,39.0,600,5.0,12.0,,1.0,,2.0,9.0,27.0,9.0,27.0,30.0,9.0,54.0,328.0,,3.0,1.0,1.0,1.0,4.0,,2.0,8.0,,27.0,4.0,1.0,3.0,8.0,11.0,2.0,13.0,5.0,4.0,7.0,2.0,2.0,12.0,1.0,14.0,,4.0,2.0,60,0.3333333333333333,,0.25,0.39473684210526316,,0.14285714285714285,0.42857142857142855,0.05555555555555555,0.14285714285714285,0.5263157894736842,0.14814814814814814,0.25,20.172910662824208,0.7142857142857143,0.08421052631578947,0.010526315789473684,0.05660377358490566,0.07432432432432433,0.013157894736842105,,0.030303030303030304,0.11538461538461539,0.1,0.05,0.07692307692307693,0.21052631578947367,0.4166666666666667,0.5555555555555556,0.15789473684210525,0.47368421052631576,0.125,,0.2857142857142857,,0.7368421052631579,0.5062570175438597,0.43428000000000005,0.5108857142857143,0.09523809523809523,0.12903225806451613,0.018518518518518517,0.037037037037037035,9.5,25.959999999999997,0.2,3.0,,3.0,,,9.0,9.0,,3.0,10.0,21.0,9.0,1.0,5.0,6.0,1.0,3.0,1.0,13.0,3.0,,1.0,2.0,1.0,2.0,6.0,,,,,0.5555555555555556,0.5555555555555556,0.7777777777777778,0.3,,0.3,0.03333333333333333,0.037037037037037035,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.05263157894736842,,,,0.3333333333333333,0.34615384615384615,0.7777777777777778,,,0.3333333333333333,1.0,6.0,,2.0,3.0,,5.0,1.0,1.0,,1.0,,3.0,,,,,,,1.0,,,0.16666666666666666,0.017543859649122806,,0.02,0.05128205128205128,,,0.6,0.10526315789473684,0.16666666666666666,0.2,0.25,,,0.42857142857142855,,3.0,,6.0,,,1.0,,,1.0,2.0,,,,,,,,0.375,,,0.0625,,,,,True,,,
203145,1610612737,Kent Bazemore,Kent Bazemore,203145,ATL,3251.0,54.0,13,107,114,63,54.0,11.0,221,1.0,4.0,,,1.0,4.0,2.0,7.0,3.0,7.0,9.0,2.0,14.0,117.0,1.0,1.0,,2.0,2.0,6.0,2.0,9.0,2.0,,7.0,,,3.0,3.0,6.0,1.0,7.0,4.0,2.0,5.0,,1.0,1.0,,2.0,,,9.0,63,0.42857142857142855,1.0,0.3333333333333333,0.375,1.0,0.2916666666666667,0.4117647058823529,1.0,0.34615384615384615,0.5625,,,18.333333333333336,0.8,0.08108108108108109,,0.1111111111111111,0.09375,0.022727272727272728,,,0.07142857142857142,0.07692307692307693,0.043478260869565216,0.5,0.25,0.25,0.25,0.125,0.4375,,,0.3333333333333333,0.25,0.8125,0.5105500000000001,0.3428,0.5372083333333333,,,0.14285714285714285,0.6428571428571429,6.442857142857143,26.62222222222222,0.5887850467289719,1.0,1.0,2.0,,,1.0,2.0,1.0,6.0,4.0,3.0,1.0,,6.0,8.0,6.0,,,18.0,1.0,1.0,,1.0,2.0,6.0,9.0,,,,2.0,0.6666666666666666,0.6666666666666666,0.5,0.2222222222222222,0.16666666666666666,0.2222222222222222,,,0.5,0.5,1.0,0.125,0.5,0.5,1.0,0.14285714285714285,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,,,6.0,,,2.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,0.058823529411764705,,0.06666666666666667,0.1,0.09090909090909091,0.5,1.0,0.0625,1.0,1.0,,,,0.5,,,1.0,3.0,,,,,,,,2.0,2.0,,,,,,,,0.16666666666666666,,1.0,,,,True,,,
2730,1610612737,Dwight Howard,Dwight Howard,2730,ATL,7716.0,129.0,1,259,259,65,38.0,36.0,518,14.0,23.0,3.0,9.0,3.0,6.0,2.0,,15.0,29.0,,12.0,42.0,289.0,3.0,9.0,7.0,13.0,3.0,6.0,1.0,7.0,6.0,2.0,,5.0,11.0,11.0,26.0,37.0,16.0,53.0,4.0,3.0,8.0,2.0,3.0,15.0,,19.0,3.0,10.0,7.0,65,0.5172413793103449,0.3333333333333333,0.5,0.5172413793103449,0.3333333333333333,0.5,0.5675675675675675,0.43333333333333335,0.3888888888888889,,0.1724137931034483,0.21739130434782608,14.851485148514852,0.5,0.32098765432098764,0.13580246913580246,0.2391304347826087,0.29133858267716534,0.12598425196850394,0.26666666666666666,0.1111111111111111,0.5,0.19230769230769232,0.21052631578947367,0.375,0.7931034482758621,0.6086956521739131,0.7777777777777778,0.06896551724137931,,1.0,0.3333333333333333,1.0,0.5,0.7931034482758621,0.6500586206896553,0.6577571428571428,0.72225,0.2777777777777778,0.2777777777777778,0.30952380952380953,0.16666666666666666,2.748275862068965,,0.25096525096525096,,,,,,,,,,24.0,,,,5.0,8.0,2.0,1.0,2.0,19.0,5.0,1.0,1.0,4.0,1.0,9.0,17.0,3.0,,,4.0,0.8,0.8571428571428571,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,3.0,3.0,,5.0,3.0,4.0,1.0,,,,1.0,3.0,,1.0,,,0.10869565217391304,,0.1282051282051282,0.3142857142857143,0.3333333333333333,0.75,0.8571428571428571,0.13793103448275862,0.25,0.25,,,,,,,,,,1.0,,2.0,2.0,,,4.0,3.0,,,,,,,,,,1.0,1.0,0.3333333333333333,,True,,,
203488,1610612737,Mike Muscala,Mike Muscala,203488,ATL,1929.0,32.0,-6,61,63,24,19.0,11.0,124,1.0,2.0,,1.0,1.0,1.0,1.0,,2.0,5.0,1.0,2.0,6.0,70.0,,2.0,2.0,2.0,2.0,3.0,2.0,6.0,,,,,1.0,,3.0,3.0,2.0,5.0,,,,,,4.0,,2.0,,1.0,6.0,24,0.4,,0.6666666666666666,0.3333333333333333,,0.5,0.42857142857142855,0.3333333333333333,0.6,0.16666666666666666,,,9.45945945945946,,0.14285714285714285,0.047619047619047616,,0.09375,0.058823529411764705,,0.125,0.3333333333333333,,,,0.3333333333333333,0.5,0.5,0.16666666666666666,,0.5,,0.25,1.0,0.5,0.5470666666666667,0.4768,0.5822,0.14285714285714285,0.16666666666666666,0.3333333333333333,1.0,9.08,23.6,0.39344262295081966,,,1.0,,1.0,,,,1.0,4.0,,,,,,,,,,,,,,,2.0,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,0.16666666666666666,,,,,,,0.25,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,0.07692307692307693,,0.1,,,,1.0,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,True,,,
200757,1610612737,Thabo Sefolosha,Thabo Sefolosha,200757,ATL,78.0,1.0,-8,2,5,2,3.0,,7,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
203471,1610612737,Dennis Schroder,Dennis Schroder,203471,ATL,9224.0,154.0,-16,303,305,85,73.0,41.0,608,10.0,19.0,,1.0,4.0,8.0,12.0,27.0,19.0,48.0,29.0,12.0,92.0,349.0,,2.0,1.0,1.0,7.0,13.0,8.0,40.0,28.0,,27.0,8.0,1.0,2.0,2.0,5.0,2.0,7.0,2.0,1.0,6.0,,,11.0,1.0,16.0,,3.0,40.0,85,0.3958333333333333,,0.5384615384615384,0.5194805194805194,,0.6956521739130435,0.5297619047619048,0.125,0.7037037037037037,0.37662337662337664,0.16666666666666666,0.2631578947368421,25.21246458923513,0.3333333333333333,0.02197802197802198,0.010416666666666666,0.03508771929824561,0.02702702702702703,0.012987012987012988,0.02631578947368421,,0.037037037037037035,,0.043478260869565216,,0.24675324675324675,0.5263157894736842,0.7142857142857143,0.15584415584415584,0.35064935064935066,0.5,,0.34782608695652173,0.5,0.6233766233766234,0.5097863636363636,0.4253,0.5264804347826088,0.0375,0.058823529411764705,0.010869565217391304,0.43478260869565216,8.245833333333332,25.24827586206897,0.28052805280528054,3.0,1.0,2.0,,,13.0,14.0,6.0,10.0,10.0,21.0,13.0,,29.0,33.0,18.0,5.0,6.0,70.0,6.0,3.0,2.0,4.0,1.0,3.0,12.0,,,,,0.2631578947368421,0.2631578947368421,0.5,0.4827586206896552,0.6,0.4827586206896552,,,0.25,0.25,,0.025974025974025976,0.5,0.5,1.0,0.48148148148148145,0.48148148148148145,0.46153846153846156,,,0.48148148148148145,6.0,17.0,,,10.0,,,4.0,3.0,1.0,1.0,1.0,3.0,,,,1.0,4.0,,,3.0,,0.17647058823529413,0.017241379310344827,,0.02040816326530612,0.03125,0.027777777777777776,,0.2,0.22077922077922077,0.35294117647058826,0.42857142857142855,,,,0.43478260869565216,,,6.0,21.0,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,,0.5,,,0.6,,,,,3.0,True,,,
