EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,Usage,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedShortMidRange,Blocks,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FtPoints,Points,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,Steals,BadPassSteals,StepOutOfBoundsTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyArc3Frequency,ShortMidRangeFGM,LongMidRangeFGM,PtsUnassisted2s,LongMidRangeAssists,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ThreePtAssists,Arc3Assists,LostBallSteals,Offensive Fouls,DefCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Travels,Charge Fouls Drawn,Loose Ball Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,on,Corner3FGM,PtsPutbacks,Fg2aBlocked,Corner3Assists,SelfOReb,BadPassTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,BlockingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PtsUnassisted3s,FTDefRebounds,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,LongMidRangePctBlocked,DefFTReboundPct,DefensiveGoaltends,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct
1626173,1610612749,Rashad Vaughn,Rashad Vaughn,1626173,MIL,166.0,3,-2.0,5,5,5.0,5.0,10,1.0,1.0,5,1.0,5.0,20.0,1.0,0.3766,0.3766,19.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,606.0,10,-14.0,16,19,5.0,5.0,35,1.0,1.0,27,,5.0,5.555555555555555,1.0,0.4179,,18.0,0.3125,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201563,1610612749,Michael Beasley,Michael Beasley,201563,MIL,166.0,3,-2.0,5,5,5.0,5.0,10,,,5,,5.0,20.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203089,1610612749,John Henson,John Henson,203089,MIL,166.0,3,-2.0,5,5,5.0,5.0,10,,2.0,5,2.0,5.0,60.0,,0.38565,0.38565,3.3,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.5,0.5,0.5,0.75,0.75,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203141,1610612749,Mirza Teletovic,Mirza Teletovic,203141,MIL,1644.0,27,-25.0,50,52,20.0,12.0,102,1.0,2.0,76,,20.0,12.962962962962962,0.16666666666666666,0.4968916666666667,0.6165,13.55,0.4,4.0,,,,,,,3.0,3.0,,,,,0.2,,,,,,,,,,,,3.0,,,,,,1.0,1.0,,,,,,,,,0.25,,0.25,,,,,,,,0.6666666666666666,,,,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.25,0.25,0.6666666666666666,0.5,0.6,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,24.674999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627748,1610612749,Thon Maker,Thon Maker,1627748,MIL,62.0,1,-2.0,1,3,,,4,,1.0,2,,,100.0,,0.3644,,3.3,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203503,1610612749,Tony Snell,Tony Snell,203503,MIL,531.0,9,-1.0,16,18,15.0,7.0,34,,,20,,15.0,11.11111111111111,,0.4164,0.4164,,0.9375,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,2.0,2.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,0.5,0.5,,,,0.5,,23.75,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,931.0,16,-12.0,29,30,2.0,,59,3.0,7.0,45,,2.0,29.032258064516128,0.42857142857142855,0.5091428571428571,,10.085714285714287,0.06896551724137931,2.0,2.0,2.0,,1.0,4.0,1.0,2.0,2.0,,,,0.2,0.2,0.5,3.0,3.0,,,3.0,3.0,,,6.0,2.0,14.0,,2.0,2.0,6.0,,,1.0,,1.0,2.0,2.0,0.5,0.5,0.8571428571428571,,0.8571428571428571,,0.875,1.0,0.42857142857142855,1.0,1.0,0.6666666666666666,,,0.42857142857142855,0.25,0.25,0.14285714285714285,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.2,0.25,0.14285714285714285,,,,,,,,,,,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203521,1610612749,Matthew Dellavedova,Matthew Dellavedova,203521,MIL,1178.0,20,-19.0,37,37,15.0,7.0,74,1.0,5.0,57,2.0,15.0,17.5,0.14285714285714285,0.43069999999999997,0.44449999999999995,10.239999999999998,0.40540540540540543,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,5.0,1.0,,2.0,,,,,,,,2.0,,,0.2,0.5,0.35714285714285715,0.3333333333333333,0.35714285714285715,0.3333333333333333,,,,,,,0.2857142857142857,,,0.4,4.0,,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,,,,,,,,1.0,0.5,0.5,0.2857142857142857,,,0.5714285714285714,,0.2857142857142857,0.5,0.5,1.0,,0.5,24.95,1.0,0.3333333333333333,,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612749,Jason Terry,Jason Terry,1891,MIL,807.0,13,-14.0,26,25,,,51,1.0,2.0,43,,,14.814814814814813,0.3333333333333333,0.46845000000000003,,14.05,,1.0,2.0,4.0,2.0,,10.0,1.0,2.0,2.0,,,,0.25,0.25,1.0,2.0,1.0,,,,,,,1.0,1.0,3.0,,,,2.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,0.5,,0.3333333333333333,,0.5,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,1.0,2.0,,,,,0.3333333333333333,0.25,,0.3333333333333333,0.3333333333333333,,,,,,,23.6,,,1.0,,,,,,,1.0,1.0,1.0,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
