EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,NonHeaveArc3FGA,DefTwoPtRebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,ShortMidRangeFGA,PtsAssisted2s,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,OffLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,LostBallSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShortMidRangeFGM,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Assists,Corner3FGM,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,on,PenaltyAtRimFGM,SecondChanceFtPoints,PenaltyFtPoints,Fg2aBlocked,OffThreePtRebounds,FTOffRebounds,DeadBallTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,LongMidRangeAssists,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,SelfORebPct,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,HeaveAttempts,Fg3aBlocked,Charge Fouls Drawn,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Charge Fouls,Technical Free Throw Trips,OffensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,LongMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Arc3PctBlocked,Defensive 3 Seconds Violations
1627749,1610612759,Dejounte Murray,Dejounte Murray,1627749,SAS,720.0,12.0,-5.0,25.0,25.0,4.0,9.0,3.0,50.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,4.0,30.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,0.4,1.0,0.4,1.0,0.4,1.0,23.333333333333336,1.0,0.1,0.2,0.09090909090909091,0.07692307692307693,0.25,0.3333333333333333,0.6,0.6666666666666666,0.6666666666666666,0.4,1.0,1.0,1.0,0.6,0.56058,0.5316,0.8526,0.5,6.640000000000001,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627854,1610612759,Bryn Forbes,Bryn Forbes,1627854,SAS,689.0,11.0,,24.0,24.0,9.0,14.0,2.0,48.0,,,,,,3.0,1.0,3.0,4.0,23.0,,,,2.0,2.0,,,1.0,1.0,1.0,,3.0,,1.0,3.0,,3.0,,,,,,,,,9.0,0.3333333333333333,,0.2,,0.3333333333333333,,23.076923076923077,,,0.16666666666666666,0.16666666666666666,,,0.25,,,,0.6,,,,0.4,0.44264000000000003,,0.4441,,19.066666666666666,0.375,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,0.5,0.25,0.25,0.4,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.2,0.25,0.25,0.16666666666666666,0.25,0.5,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201202,1610612759,Joel Anthony,Joel Anthony,201202,SAS,929.0,15.0,-5.0,32.0,32.0,11.0,16.0,3.0,64.0,3.0,3.0,,,,,3.0,4.0,6.0,35.0,,1.0,,,,,,,,,,,2.0,,2.0,2.0,4.0,,,1.0,1.0,,1.0,,,11.0,0.75,,0.75,,0.75,,13.513513513513514,1.0,0.15384615384615385,,0.1,0.125,0.2,,0.75,1.0,1.0,,,,,0.75,0.6923,0.4505,,,2.1999999999999997,0.34375,,,,,,,,,,,,2.0,,,,,,,,,0.15384615384615385,0.14285714285714285,0.25,,,,,,,,,,,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.16666666666666666,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202722,1610612759,Davis Bertans,Davis Bertans,202722,SAS,929.0,15.0,-5.0,32.0,32.0,11.0,16.0,3.0,64.0,1.0,1.0,,,,,1.0,1.0,11.0,35.0,,,,,,,1.0,,1.0,,,2.0,1.0,1.0,4.0,1.0,5.0,1.0,,3.0,3.0,,3.0,,,11.0,1.0,,1.375,,1.375,,18.91891891891892,1.0,0.07692307692307693,0.14285714285714285,0.2,0.0625,,0.2,0.25,1.0,1.0,,,,,1.0,0.54005,,,,1.5,0.34375,,,,3.0,,3.0,,,,,3.0,3.0,,,,,,,,0.75,0.23076923076923078,,0.5,,,,0.75,,,,,,25.599999999999998,,2.0,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,0.16666666666666666,1.0,,3.0,3.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203937,1610612759,Kyle Anderson,Kyle Anderson,203937,SAS,873.0,15.0,-6.0,30.0,30.0,9.0,14.0,3.0,60.0,,1.0,,1.0,,1.0,1.0,6.0,2.0,33.0,,1.0,,2.0,,,3.0,1.0,4.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,9.0,0.16666666666666666,,0.14285714285714285,,0.14285714285714285,,20.0,,0.07692307692307693,0.14285714285714285,0.05263157894736842,0.0625,0.2,,0.14285714285714285,,,0.14285714285714285,1.0,,,0.2857142857142857,0.4310785714285715,0.4587,0.3852,,10.299999999999999,0.3,,1.0,,,,1.0,,,,,,,,,,,,,,0.14285714285714285,,,,,,0.14285714285714285,,,,,,,23.3,4.0,2.0,,,,,,,1.0,1.0,,,0.5714285714285714,,,,,,,,,,,,,,,1.0,0.5,0.25,0.25,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203613,1610612759,Jonathon Simmons,Jonathon Simmons,203613,SAS,240.0,4.0,-5.0,8.0,8.0,2.0,2.0,1.0,16.0,,,,,,1.0,,2.0,,12.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,18.181818181818183,,,,,,,,,,,0.5,,,,,0.39765,0.3732,,,14.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203473,1610612759,Dewayne Dedmon,Dewayne Dedmon,203473,SAS,153.0,3.0,-1.0,5.0,5.0,5.0,5.0,,10.0,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,5.0,,,,,,,,,,0.5,0.125,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,56.0,1.0,1.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,2.0,,,,,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,56.0,1.0,1.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.5,,1.5,,50.0,,,,,,,,,,,,,,,1.0,0.6168,,0.6168,,,1.0,,1.0,1.0,,,1.0,,,1.0,3.0,,,,,,3.0,,1.5,1.5,1.0,,,,,,1.0,,1.0,,,,1.0,23.4,,,,,,,,,,,,,,,1.0,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101135,1610612759,David Lee,David Lee,101135,SAS,14711.0,245.0,41.0,456.0,455.0,113.0,105.0,58.0,911.0,23.0,35.0,7.0,11.0,6.0,2.0,25.0,47.0,61.0,504.0,7.0,11.0,16.0,9.0,16.0,10.0,6.0,5.0,11.0,4.0,5.0,27.0,13.0,12.0,37.0,20.0,57.0,4.0,3.0,5.0,5.0,,6.0,,2.0,112.0,0.5319148936170213,0.6363636363636364,0.5208333333333334,0.6363636363636364,0.5545454545454546,0.6666666666666666,11.6412213740458,0.8333333333333334,0.0896551724137931,0.13793103448275862,0.18781725888324874,0.08962264150943396,0.14285714285714285,0.14705882352941177,0.7291666666666666,0.6571428571428571,0.8518518518518519,0.041666666666666664,1.0,0.6363636363636364,0.6666666666666666,0.75,0.5764677083333334,0.60364,0.5459777777777778,0.26229508196721313,3.302127659574468,0.24780701754385964,,,,1.0,,1.0,11.0,4.0,,10.0,1.0,25.0,14.0,17.0,10.0,10.0,0.4444444444444444,0.4444444444444444,0.5,0.020833333333333332,0.22727272727272727,0.16279069767441862,0.34615384615384615,,,,0.020833333333333332,,,0.18181818181818182,0.18518518518518517,0.16393442622950818,27.6,10.0,34.0,10.0,20.0,5.0,4.0,1.0,5.0,0.68,0.85,0.07692307692307693,0.6956521739130435,0.20833333333333334,,,,,1.0,1.0,,,,0.21951219512195122,,,,,2.0,0.10526315789473684,0.2,0.25,0.5,1.0,,,,,,,,,False,3.0,2.0,2.0,10.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,0.2127659574468085,0.22857142857142856,0.2,0.09090909090909091,0.08955223880597014,0.045454545454545456,0.12244897959183673,0.6,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
