EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,NonHeaveArc3FGA,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,TsPct,SecondChanceTsPct,FG3APct,Usage,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,BlockingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,SecondChanceTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,BadPassTurnovers,2pt And 1 Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctAssisted,SecondChanceArc3Frequency,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,DefFTReboundPct,LostBallOutOfBoundsTurnovers,ShortMidRangePctBlocked,Corner3FGM,ShortMidRangeAssists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,OffLongMidRangeReboundPct,Loose Ball Fouls,on,FTOffRebounds,BlockingFouls,Offensive Fouls,Offensive Fouls Drawn,OffFTReboundPct,SecondChanceAtRimPctAssisted,Travels,HeaveAttempts,Fg3aBlocked,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Charge Fouls,Technical Free Throw Trips,OffensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Arc3PctBlocked,Defensive 3 Seconds Violations
101135,1610612759,David Lee,David Lee,101135,SAS,98.0,2,-3.0,1,2,1.0,3,1.0,1.0,1.0,1,4,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.5,1.0,66.66666666666667,1.0,1.0,0.43965,0.5,1.0,1.0,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627854,1610612759,Bryn Forbes,Bryn Forbes,1627854,SAS,4370.0,73,8.0,154,155,17.0,309,7.0,9.0,6.0,20,166,,,7.0,6.0,6.0,3.0,0.4166666666666667,,0.42857142857142855,14.606741573033707,0.3333333333333333,0.47619047619047616,0.4470142857142857,0.125,0.2,,25.011111111111113,71.0,68.0,1.0,1.0,2.0,3.0,9.0,2.0,1.0,2.0,2.0,6.0,4.0,12.0,2.0,3.0,6.0,2.0,7.0,2.0,14.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,4.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,14.0,71.0,3.0,0.5,0.5,0.5,0.2222222222222222,0.2857142857142857,0.2222222222222222,0.3333333333333333,0.5,0.3333333333333333,0.46153846153846156,0.5,1.0,0.10810810810810811,0.05,0.07792207792207792,0.13636363636363635,0.16666666666666666,0.06451612903225806,1.0,0.047619047619047616,0.09523809523809523,0.5,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.09523809523809523,0.2857142857142857,0.2857142857142857,0.5,0.07692307692307693,0.46153846153846156,0.3333333333333333,0.2857142857142857,0.4485961538461538,0.7,16.416666666666668,0.461038961038961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203473,1610612759,Dewayne Dedmon,Dewayne Dedmon,203473,SAS,2577.0,43,-4.0,89,90,11.0,179,,,9.0,25,98,1.0,7.0,,11.0,20.0,8.0,0.5,0.3181818181818182,,27.102803738317757,,0.8666666666666667,0.68446,0.34782608695652173,0.34782608695652173,0.28,,54.0,42.0,13.0,,1.0,,1.0,,,,,,8.0,15.0,,4.0,8.0,,,6.0,14.0,10.0,6.0,,,,2.0,,2.0,,2.0,4.0,6.0,6.0,12.0,25.0,4.0,4.0,4.0,2.0,2.0,4.0,,2.0,,2.0,2.0,14.0,54.0,1.0,0.625,0.8333333333333334,,,,,0.5333333333333333,0.5,0.5333333333333333,0.5,0.5384615384615384,1.0,0.23076923076923078,0.24,0.23529411764705882,0.2777777777777778,,0.23809523809523808,1.0,0.8666666666666667,0.06666666666666667,,,0.06666666666666667,,,,,,,,,,,,0.6277625,0.56,2.3600000000000003,0.6067415730337079,8.0,3.0,8.0,4.0,7.0,3.0,8.0,4.0,4.0,9.0,13.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.375,0.375,0.3103448275862069,0.36363636363636365,0.325,0.6,0.3,0.3333333333333333,0.5,0.25,0.25,0.42857142857142855,0.6153846153846154,0.6153846153846154,0.625,1.0,0.375,0.875,0.5714285714285714,0.6618,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203613,1610612759,Jonathon Simmons,Jonathon Simmons,203613,SAS,1846.0,31,9.0,62,61,9.0,123,6.0,6.0,4.0,23,66,,4.0,6.0,3.0,5.0,3.0,0.6388888888888888,0.6666666666666666,0.375,25.333333333333332,0.375,0.6875,0.507446875,0.16666666666666666,0.25,0.17391304347826086,25.23333333333333,20.0,18.0,5.0,1.0,3.0,1.0,2.0,,,3.0,1.0,2.0,5.0,10.0,3.0,2.0,4.0,1.0,2.0,,7.0,6.0,4.0,6.0,3.0,3.0,6.0,2.0,8.0,,2.0,18.0,3.0,2.0,5.0,7.0,1.0,,1.0,,,2.0,1.0,2.0,1.0,2.0,,7.0,20.0,,0.6,0.75,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.59375,0.5833333333333334,0.5833333333333334,1.0,0.13333333333333333,0.17647058823529413,0.15625,0.2222222222222222,,0.23076923076923078,,0.3125,0.1875,0.3333333333333333,0.3333333333333333,0.125,0.5,0.5,1.0,,0.5,0.5,0.6666666666666666,,0.3333333333333333,0.5,0.5,0.54015,0.30434782608695654,6.93,0.3225806451612903,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,,,,1.0,,1.0,0.6666666666666666,0.125,,0.08,0.2857142857142857,,,,,,0.14285714285714285,0.6,0.75,0.3333333333333333,0.3333333333333333,1.0,0.5,0.6666666666666666,0.4920333333333333,1.0,1.0,1.0,2.0,4.0,1.0,1.0,0.1,0.2,1.0,0.3333333333333333,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203937,1610612759,Kyle Anderson,Kyle Anderson,203937,SAS,3284.0,55,5.0,116,118,13.0,234,2.0,3.0,1.0,32,124,,4.0,2.0,1.0,2.0,1.0,0.6153846153846154,0.6666666666666666,0.12,20.454545454545453,0.08,0.6,0.5468560000000001,0.038461538461538464,0.043478260869565216,0.125,25.399999999999995,65.0,62.0,12.0,4.0,8.0,1.0,2.0,1.0,,1.0,1.0,2.0,14.0,22.0,1.0,9.0,13.0,1.0,2.0,1.0,22.0,14.0,14.0,,3.0,1.0,4.0,2.0,6.0,2.0,4.0,14.0,6.0,1.0,8.0,11.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,22.0,65.0,,0.5,0.5833333333333334,,0.3333333333333333,0.5,0.3333333333333333,0.6363636363636364,0.6923076923076923,0.62,0.7,0.6875,,0.03225806451612903,0.1875,0.1111111111111111,,0.16666666666666666,0.16,1.0,0.48,0.32,0.5,0.5,0.08,0.5,0.5,,0.04,0.5,0.5,,,0.13333333333333333,0.5,0.5,0.5769800000000002,0.6875,5.622727272727274,0.5603448275862069,9.0,2.0,3.0,6.0,8.0,2.0,3.0,4.0,,3.0,3.0,,4.0,3.0,,,,1.0,,0.6666666666666666,0.6666666666666666,0.08823529411764706,,0.06382978723404255,0.15384615384615385,0.1,,,,0.2857142857142857,,0.75,0.8181818181818182,0.6666666666666666,1.0,0.6666666666666666,0.5333333333333333,0.75,0.637,,,1.0,,,,,0.045454545454545456,0.08333333333333333,0.25,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627749,1610612759,Dejounte Murray,Dejounte Murray,1627749,SAS,2855.0,48,1.0,103,105,12.0,208,,,5.0,15,109,,2.0,,6.0,7.0,3.0,0.375,0.5,,22.13114754098361,,0.5294117647058824,0.4989176470588235,0.15789473684210525,0.15789473684210525,0.13333333333333333,,57.0,38.0,9.0,,5.0,1.0,3.0,,,,,,5.0,17.0,,2.0,9.0,,,3.0,7.0,,10.0,,,,5.0,3.0,8.0,3.0,5.0,19.0,3.0,1.0,4.0,5.0,5.0,1.0,7.0,4.0,2.0,4.0,,,,,,7.0,57.0,,,,,,,,0.29411764705882354,0.2222222222222222,0.29411764705882354,0.2222222222222222,0.3181818181818182,0.7142857142857143,0.05,0.1,0.08,,,0.09090909090909091,,0.5294117647058824,0.29411764705882354,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.5038111111111111,0.4666666666666667,5.764705882352941,0.5533980582524272,4.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,,1.0,1.0,,8.0,5.0,1.0,,1.0,,1.0,0.5,0.5,0.02702702702702703,,0.020833333333333332,,0.07692307692307693,,,0.125,0.125,,0.4444444444444444,0.5,,1.0,0.5,0.4444444444444444,0.25,0.5253,,,2.0,,,4.0,1.0,0.11764705882352941,0.1111111111111111,,,,3.0,1.0,2.0,,1.0,0.2,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,920.0,15,-3.0,34,35,2.0,69,,1.0,2.0,9,42,,,,2.0,2.0,1.0,0.9,,0.25,16.666666666666668,,1.0,0.5966,0.2,0.25,,23.5,7.0,18.0,3.0,,,,,1.0,,,,,2.0,3.0,1.0,,1.0,,,,,4.0,,3.0,,,2.0,,2.0,,1.0,4.0,,,,,1.0,,1.0,,2.0,4.0,,,,,,,7.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.6666666666666666,,0.875,,,1.0,,,,,,,,0.75,,,,,,,,0.25,,,,,,,,0.5055,,1.5,0.20588235294117646,2.0,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200746,1610612759,LaMarcus Aldridge,LaMarcus Aldridge,200746,SAS,889.0,15,1.0,32,32,3.0,64,1.0,1.0,,8,40,,2.0,1.0,1.0,,,0.5714285714285714,1.0,0.14285714285714285,21.62162162162162,0.14285714285714285,0.2857142857142857,0.42101428571428573,,,0.25,25.3,7.0,6.0,1.0,2.0,3.0,1.0,2.0,,,,,,4.0,6.0,,,,,,,,4.0,4.0,,,,,2.0,2.0,2.0,,6.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,7.0,,0.5,0.6666666666666666,,,,,0.6666666666666666,,0.5714285714285714,,,1.0,0.5,0.25,0.3333333333333333,0.5,,0.3333333333333333,,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.5,0.5,1.0,,,,,,,,,,,11.050000000000002,0.21875,1.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,0.08333333333333333,,0.06666666666666667,,,,,0.5,,,1.0,1.0,,1.0,1.0,,,0.4159,,,,,,,,,,0.5,,,,,,,,,,,,,,0.3333333333333333,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,335.0,6,10.0,12,11,,23,2.0,3.0,,3,5,,,2.0,,,,0.5,,1.0,25.0,0.6666666666666666,1.0,0.5720999999999999,,,,24.433333333333334,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,3.0,,1.0,1.0,,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,0.3333333333333333,,0.3333333333333333,,,0.5,,,,0.5,,0.2,,,,1.0,,,,,,,,,0.3333333333333333,0.5,0.5,1.0,,,,0.5,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202722,1610612759,Davis Bertans,Davis Bertans,202722,SAS,2206.0,37,12.0,78,77,7.0,155,3.0,5.0,4.0,22,71,,,3.0,3.0,6.0,,0.9166666666666666,,0.5555555555555556,17.24137931034483,0.3333333333333333,0.8888888888888888,0.5568333333333333,,,,24.740000000000002,51.0,45.0,3.0,,,,1.0,2.0,1.0,3.0,,,3.0,4.0,4.0,2.0,3.0,,1.0,4.0,8.0,6.0,,12.0,,3.0,1.0,,1.0,,,2.0,2.0,4.0,6.0,6.0,3.0,,3.0,1.0,2.0,3.0,,2.0,,2.0,,8.0,51.0,1.0,1.0,1.0,1.0,0.8,,0.8,0.75,0.6666666666666666,1.0,0.5,0.5714285714285714,1.0,0.14285714285714285,0.1,0.125,0.058823529411764705,0.4,0.1111111111111111,,0.3333333333333333,,,,0.1111111111111111,,,,0.2222222222222222,1.0,1.0,1.0,0.25,,,1.0,0.5660875000000001,0.36363636363636365,5.825,0.6538461538461539,3.0,,,2.0,2.0,,,,,,,,1.0,1.0,,,3.0,2.0,2.0,,,,,,,,,,0.16666666666666666,,,1.0,1.0,1.0,,,0.5,1.0,,,,,,,3.0,,,,,,,,,,,,,1.0,1.0,0.5,0.5,1.0,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
