EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,Fg2Pct,PenaltyEfgPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsPutbacks,Fg2aBlocked,TwoPtAssists,LongMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,LiveBallTurnovers,LostBallTurnovers,Loose Ball Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BadPassOutOfBoundsTurnovers,Travels,PenaltyTurnovers,PenaltyCorner3FGM,PenaltyCorner3FGA,DefCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsAssisted2s,BadPassTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,DefShortMidRangeReboundPct,LongMidRangePctAssisted,OffThreePtRebounds,SelfOReb,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,on,ShortMidRangeFGM,FtPoints,SecondChanceFtPoints,AtRimAssists,Steals,BadPassSteals,LostBallSteals,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsUnassisted3s,ShortMidRangeAssists,FTDefRebounds,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,LongMidRangePctBlocked,DefFTReboundPct,DefensiveGoaltends,SecondChanceCorner3FGA,SecondChanceFG3A,PenaltyFtPoints,SecondChanceCorner3Frequency,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,OffCorner3ReboundPct
1626173,1610612749,Rashad Vaughn,Rashad Vaughn,1626173,MIL,226.0,4,-3.0,8,8,8,16,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9,3.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,25.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.30265,4.2,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,975.0,16,-5.0,30,30,16,60,1.0,2.0,3.0,5.0,2.0,3.0,8.0,35,6.0,3.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.375,24.324324324324326,0.125,0.375,0.6666666666666666,0.6666666666666666,1.0,0.625,0.6666666666666666,0.46079375,10.66,26.2,9.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,1.0,1.0,0.2,0.75,0.75,0.0625,0.05,0.2,0.25,0.25,0.5,0.5,0.5,1.0,0.44505,0.375,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612749,Jason Terry,Jason Terry,1891,MIL,219.0,4,-3.0,7,8,8,15,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201150,1610612749,Spencer Hawes,Spencer Hawes,201150,MIL,997.0,17,-5.0,31,30,16,61,,1.0,2.0,3.0,1.0,2.0,5.0,35,3.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.4,15.789473684210526,,0.4,0.5,0.5,1.0,1.0,0.5,0.47956000000000004,1.9333333333333333,26.4,9.0,3.0,3.0,,,,1.0,1.0,2.0,,1.0,2.0,2.0,,1.0,,,2.0,2.0,2.0,4.0,,,1.0,1.0,3.0,2.0,9.0,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.125,0.1,,0.6,,,,0.3333333333333333,,0.44975000000000004,0.4,0.2903225806451613,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,0.14285714285714285,0.125,0.2857142857142857,0.2,0.25,1.0,0.3333333333333333,0.5,1.0,0.5,0.6666666666666666,0.5,0.50635,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201563,1610612749,Michael Beasley,Michael Beasley,201563,MIL,315.0,5,-3.0,11,11,8,22,1.0,,,2.0,1.0,1.0,3.0,13,3.0,,,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,27.272727272727273,0.3333333333333333,,,,,0.6666666666666666,,0.4858833333333333,4.5,22.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203521,1610612749,Matthew Dellavedova,Matthew Dellavedova,203521,MIL,347.0,6,-4.0,10,9,5,19,,,,,,,,10,,,,,,,,,,18.181818181818183,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,6.0,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203503,1610612749,Tony Snell,Tony Snell,203503,MIL,364.0,6,2.0,12,10,3,22,,,,,1.0,2.0,3.0,12,3.0,,,1.0,0.5,0.5,0.75,0.75,1.0,11.11111111111111,,,,,,1.0,,0.58725,,23.7,3.0,2.0,,,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,,,3.0,3.0,,1.0,,1.5,1.5,,,,,,,,,,0.58005,1.0,0.25,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,0.25,0.125,,,,,,,,,,,,,1.0,2.0,1.0,0.5,0.5,1.0,,,,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,771.0,13,-2.0,23,22,8,45,1.0,,,5.0,,,2.0,26,,,,,,,0.2,0.2,,20.0,0.2,,,,,,,0.33524000000000004,14.76,,9.0,3.0,,1.0,4.0,,,1.0,3.0,,,,,1.0,1.0,,1.0,3.0,,,3.0,,,1.0,,,,9.0,,,0.2,,,,,,,0.8,0.25,0.25,,,0.31883333333333336,,0.391304347826087,,,,,,,1.0,,,,,,,,3.0,3.0,1.0,,,,,,,,,,,,,,1.0,0.5,,0.25,,0.5,,,,,,,,,0.262,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,771.0,13,-2.0,23,22,8,45,1.0,,1.0,6.0,,1.0,6.0,26,,1.0,,,,,0.42857142857142855,0.42857142857142855,0.14285714285714285,26.666666666666668,0.14285714285714285,0.14285714285714285,,,,0.7142857142857143,,0.5258857142857143,6.016666666666667,25.4,9.0,3.0,4.0,1.0,1.0,,1.0,3.0,2.0,,1.0,,6.0,3.0,3.0,3.0,,9.0,3.0,4.0,5.0,1.0,,1.0,1.0,1.0,,9.0,,,0.5,,,0.23076923076923078,0.25,,0.5714285714285714,0.14285714285714285,1.0,1.0,0.3333333333333333,,0.4285666666666667,,0.391304347826087,2.0,1.0,3.0,,1.0,1.0,4.0,2.0,,2.0,,,,1.0,,1.0,,,,2.0,,,,,0.25,,0.25,0.25,,,,,0.16666666666666666,0.08333333333333333,0.3333333333333333,,,,0.5,0.5,0.75,0.3333333333333333,0.3333333333333333,,0.5247,0.3333333333333333,,,,,,,,1.0,,,,0.3333333333333333,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,0.25,0.5,0.25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626173,1610612749,Rashad Vaughn,Rashad Vaughn,1626173,MIL,402.0,7,-5.0,13,13,13,26,,1.0,1.0,1.0,1.0,1.0,3.0,15,3.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,15.384615384615383,,0.5,1.0,1.0,1.0,0.5,1.0,0.40549999999999997,19.1,27.5,9.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,0.5,,,,,0.3766,,0.6923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
