EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3A,BlockingFoulsDrawn,PenaltyCorner3Frequency,PenaltyArc3Frequency,Loose Ball Fouls Drawn,BlockedShortMidRange,LongMidRangePctBlocked,LongMidRangePctAssisted,Corner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,BlockingFouls,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffCorner3ReboundPct,OffLongMidRangeReboundPct,StepOutOfBoundsTurnovers,Loose Ball Fouls,on,Offensive Fouls,SecondChanceAtRimPctAssisted,Charge Fouls,Charge Fouls Drawn,DefensiveGoaltends,Arc3PctBlocked,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,OffensiveGoaltends,3SecondViolations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations
101135,1610612759,David Lee,David Lee,101135,SAS,1808.0,30,40.0,61,59,27,34,7.0,120,3.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,10.0,41,1.0,1.0,2.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,5,10,2.0,12,1.0,1.0,1.0,1.0,3.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,27,1.0,1.0,0.75,1.0,0.75,1.0,0.8333333333333334,1.0,10.294117647058822,1.0,0.5,0.3333333333333333,0.2631578947368421,0.14285714285714285,0.29411764705882354,0.04,0.16666666666666666,0.1111111111111111,0.75,0.5,0.26666666666666666,0.25,1.0,0.75,1.0,1.0,1.0,0.25,1.0,1.0,0.75,0.505325,0.4093,0.6666666666666666,0.6666666666666666,0.4,3.625,0.4426229508196721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1627749,1610612759,Dejounte Murray,Dejounte Murray,1627749,SAS,10090.0,168,27.0,343,340,140,130,51.0,683,15.0,32.0,6.0,15.0,16.0,23.0,58.0,17.0,63.0,367,7.0,25.0,11.0,25.0,16.0,18.0,9.0,27.0,7.0,13.0,63.0,1.0,,13.0,9,23,4.0,27,11.0,7.0,16.0,14.0,17.0,25.0,3.0,9.0,1.0,1.0,1.0,1.0,25.0,140,0.34782608695652173,0.38095238095238093,0.39655172413793105,0.28,0.3770491803278688,0.28,0.4375,0.3787878787878788,21.359223300970875,0.6875,,0.1267605633802817,0.14285714285714285,0.022222222222222223,0.13580246913580246,0.023809523809523808,0.03125,0.17142857142857143,0.07692307692307693,0.1,0.16666666666666666,0.05263157894736842,1.0,0.5245901639344263,0.46875,0.5769230769230769,0.3333333333333333,0.26229508196721313,0.6,0.4,0.5737704918032787,0.5067426229508196,0.4964479999999999,0.13432835820895522,0.140625,0.3968253968253968,6.032758620689655,0.40816326530612246,2.0,4.0,6.0,2.0,10.0,2.0,1.0,3.0,2.0,4.0,3.0,7.0,30.0,4.0,1.0,7.0,2.0,4.0,1.0,3.0,1.0,1.0,16.0,13.0,3.0,2.0,5.0,1.0,4.0,1.0,1.0,6.0,8.0,1.0,5.0,1.0,4.0,0.5,0.5,0.5833333333333334,0.04918032786885246,0.1206896551724138,0.1875,0.0625,0.14285714285714285,0.024390243902439025,0.03773584905660377,0.02631578947368421,0.03225806451612903,0.375,0.4,0.5,0.16393442622950818,0.2,0.2,0.03278688524590164,0.01639344262295082,1.0,0.5,0.5417000000000001,0.1111111111111111,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,2840.0,47,-12.0,102,104,44,59,13.0,206,11.0,14.0,4.0,7.0,2.0,11.0,16.0,8.0,30.0,125,4.0,9.0,4.0,12.0,10.0,7.0,1.0,8.0,1.0,3.0,17.0,,,,2,2,,2,,,,11.0,7.0,10.0,,5.0,,,,,12.0,44,0.45454545454545453,0.45454545454545453,0.6875,0.4444444444444444,0.5,0.3333333333333333,0.5555555555555556,0.42857142857142855,23.076923076923077,,,0.16666666666666666,,,0.05555555555555555,,,0.4,,,,,,0.6363636363636364,0.7857142857142857,0.8461538461538461,0.45454545454545453,0.09090909090909091,0.5833333333333334,0.5714285714285714,0.9090909090909091,0.5344772727272727,0.4960208333333333,0.18518518518518517,0.23809523809523808,0.4,2.59375,0.43137254901960786,,,,,,2.0,4.0,6.0,,1.0,,,12.0,,4.0,1.0,,4.0,,,,,3.0,,3.0,,,,,,,,6.0,1.0,,2.0,,,,,0.2727272727272727,0.0625,0.07142857142857142,,,,,,,,,,,,,0.09090909090909091,0.18181818181818182,,,0.4344,,25.166666666666668,2.0,1.0,3.0,1.0,0.16666666666666666,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
200746,1610612759,LaMarcus Aldridge,LaMarcus Aldridge,200746,SAS,3801.0,63,-2.0,126,128,21,38,17.0,254,6.0,10.0,3.0,3.0,6.0,14.0,24.0,6.0,34.0,145,3.0,4.0,,6.0,22.0,3.0,2.0,5.0,2.0,2.0,12.0,,1.0,7.0,3,11,5.0,16,3.0,1.0,4.0,2.0,8.0,7.0,1.0,4.0,3.0,1.0,3.0,1.0,6.0,21,0.7857142857142857,0.8461538461538461,0.5833333333333334,0.75,0.5833333333333334,0.75,0.6296296296296297,0.75,21.232876712328768,0.75,0.5,0.0967741935483871,0.21875,,0.15873015873015872,0.0625,,0.07142857142857142,0.06666666666666667,0.5,0.15384615384615385,0.5,0.3333333333333333,0.4166666666666667,0.6,0.6,0.6666666666666666,0.25,0.75,1.0,0.4166666666666667,0.4972791666666667,0.586525,0.14814814814814814,0.14814814814814814,0.17647058823529413,8.045833333333333,0.16666666666666666,1.0,2.0,5.0,3.0,8.0,,,,2.0,3.0,2.0,6.0,6.0,2.0,,1.0,,1.0,,4.0,1.0,1.0,,,,,1.0,1.0,2.0,,1.0,2.0,2.0,,,,,0.6666666666666666,0.6666666666666666,0.75,,0.041666666666666664,,,0.3333333333333333,0.08,0.13636363636363635,0.07142857142857142,0.1111111111111111,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,0.375,0.42857142857142855,,,0.6666666666666666,0.5,0.6372,0.17647058823529413,,,,,,,,2.0,2.0,0.125,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,3845.0,64,-4.0,123,124,23,30,20.0,247,4.0,4.0,,,,4.0,5.0,1.0,24.0,140,,,,3.0,8.0,5.0,,5.0,,4.0,10.0,,,3.0,1,4,1.0,5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,2.0,3.0,23,1.0,1.0,0.8,,0.7666666666666667,1.5,0.8,1.5,11.18421052631579,0.5,,0.038461538461538464,0.1,,0.07142857142857142,0.014285714285714285,,,0.08333333333333333,,0.11538461538461539,,0.4,0.26666666666666666,1.0,1.0,1.0,,,,0.9333333333333333,0.5847633333333334,0.4713,0.06666666666666667,0.2,0.125,5.140000000000001,0.18699186991869918,,,,,1.0,2.0,8.0,10.0,,,,3.0,,,8.0,,,,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.5,1.5,0.6666666666666666,,,,,0.01818181818181818,0.038461538461538464,,,,,,0.06666666666666667,,,0.13333333333333333,0.5333333333333333,,,0.4713,0.125,24.630000000000003,,1.0,1.0,,,1.0,,1.0,,,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,15.0,4.0,1.0,1.0,0.5,1.0,1.0,0.5,0.1,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
203613,1610612759,Jonathon Simmons,Jonathon Simmons,203613,SAS,4267.0,71,45.0,139,137,62,54,24.0,276,6.0,13.0,5.0,6.0,6.0,12.0,28.0,3.0,45.0,135,8.0,12.0,2.0,24.0,12.0,10.0,1.0,11.0,1.0,6.0,23.0,,,2.0,2,4,5.0,9,1.0,,1.0,7.0,5.0,5.0,1.0,3.0,1.0,,1.0,,24.0,62,0.5,0.5454545454545454,0.42857142857142855,0.6666666666666666,0.525,0.6875,0.5357142857142857,0.7058823529411765,24.431818181818183,1.0,,0.06666666666666667,0.05,,0.05714285714285714,0.06944444444444445,,0.0625,0.1,,0.0625,,,0.325,0.46153846153846156,0.5,0.5,0.15,0.375,0.8333333333333334,0.625,0.5039062499999999,0.5272656250000001,0.07142857142857142,0.1,0.5333333333333333,8.764285714285714,0.4460431654676259,1.0,4.0,2.0,4.0,9.0,1.0,11.0,12.0,3.0,7.0,,9.0,12.0,2.0,11.0,2.0,,2.0,2.0,5.0,,2.0,1.0,1.0,,,,,1.0,,,,3.0,,,1.0,,0.42857142857142855,0.45,0.45,0.3,0.07142857142857142,0.07692307692307693,,,0.09615384615384616,0.18181818181818182,0.0625,0.1,0.3333333333333333,0.3333333333333333,0.5,0.225,0.4444444444444444,0.5,0.025,0.275,0.4,0.25,0.5284722222222222,0.2,24.73333333333333,,4.0,4.0,1.0,,0.25,,1.0,0.1111111111111111,0.5,1.0,5.0,,2.0,2.0,6.0,1.0,3.0,2.0,15.0,5.0,,0.8333333333333334,0.5,0.3333333333333333,0.5,0.5,,,1.0,1.0,1.0,0.45454545454545453,0.45454545454545453,0.8,0.2,,,0.5,0.45454545454545453,1.0,1.0,3.0,1.0,0.1,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,
203473,1610612759,Dewayne Dedmon,Dewayne Dedmon,203473,SAS,2578.0,43,-6.0,92,89,64,39,15.0,181,9.0,15.0,5.0,8.0,1.0,9.0,16.0,14.0,32.0,102,5.0,9.0,12.0,22.0,14.0,1.0,,1.0,,1.0,2.0,8.0,,5.0,6,11,17.0,28,4.0,,5.0,5.0,15.0,26.0,,9.0,,,,,22.0,64,0.7777777777777778,0.875,0.5625,0.5555555555555556,0.5625,0.5555555555555556,0.5517241379310345,0.5789473684210527,29.824561403508774,0.8,,0.35294117647058826,0.21739130434782608,0.5714285714285714,0.275,0.3617021276595745,0.5454545454545454,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.21052631578947367,0.25,,0.9375,0.6,0.6,0.7777777777777778,0.0625,0.8888888888888888,0.625,0.9375,0.69484375,0.6574,0.36,0.36,0.6875,1.25625,0.6956521739130435,2.0,8.0,,,,,,,2.0,8.0,3.0,7.0,4.0,2.0,,,,,,9.0,,3.0,2.0,1.0,1.0,,1.0,,4.0,,2.0,2.0,4.0,,4.0,1.0,4.0,0.25,0.25,0.2916666666666667,,,,,,0.2727272727272727,0.4,0.23076923076923078,0.42857142857142855,,,,,,,,,1.0,0.25,0.6137250000000001,0.21875,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,True,,,,,,,,,,,,,,,,,,
203937,1610612759,Kyle Anderson,Kyle Anderson,203937,SAS,6169.0,103,13.0,218,212,112,97,33.0,430,15.0,21.0,9.0,14.0,12.0,24.0,39.0,4.0,58.0,235,14.0,22.0,3.0,34.0,22.0,7.0,3.0,10.0,2.0,6.0,23.0,1.0,,15.0,1,17,10.0,27,1.0,1.0,1.0,3.0,4.0,5.0,3.0,4.0,,,,,34.0,112,0.4583333333333333,0.6111111111111112,0.6153846153846154,0.6363636363636364,0.5869565217391305,0.6458333333333334,0.6170212765957447,0.68,18.67704280155642,1.0,,0.023255813953488372,0.25,0.03125,0.1553398058252427,0.09900990099009901,0.043478260869565216,,,0.125,0.2127659574468085,0.38461538461538464,,0.45652173913043476,0.7142857142857143,0.75,0.4,0.2608695652173913,0.5833333333333334,0.6428571428571429,0.6086956521739131,0.5213239130434781,0.5416333333333333,0.0851063829787234,0.1,0.5862068965517241,6.243589743589744,0.5137614678899083,7.0,10.0,7.0,2.0,6.0,5.0,2.0,7.0,7.0,10.0,,14.0,26.0,12.0,2.0,1.0,1.0,1.0,,9.0,1.0,1.0,4.0,2.0,2.0,,,,,,,1.0,2.0,,,,,0.7,0.6363636363636364,0.6363636363636364,0.15217391304347827,0.02564102564102564,0.047619047619047616,,0.25,0.13043478260869565,0.15384615384615385,0.17391304347826086,0.05555555555555555,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.10869565217391304,0.043478260869565216,0.9090909090909091,0.7,0.5644555555555555,0.2413793103448276,24.171428571428574,1.0,1.0,2.0,,0.041666666666666664,0.041666666666666664,,,,,1.0,1.0,,,1.0,2.0,,1.0,1.0,3.0,1.0,,0.5,0.2857142857142857,,0.5,0.2857142857142857,,,0.2,0.2,1.0,0.5,0.5,,,,,1.0,0.5,,1.0,3.0,,0.09090909090909091,,,,0.05,,,True,,,,,,,,,,,,,,,,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,1693.0,28,7.0,51,51,4,4,9.0,102,2.0,2.0,,,6.0,5.0,10.0,,13.0,49,,1.0,,,,2.0,3.0,5.0,3.0,2.0,13.0,,,1.0,3,4,,4,2.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,4,,,0.5,,0.5,,0.5,,24.615384615384613,0.6666666666666666,,0.1875,0.058823529411764705,,0.12121212121212122,,,0.3,,,0.07142857142857142,,1.0,0.15384615384615385,1.0,1.0,,0.46153846153846156,,,0.38461538461538464,0.4806076923076923,0.3614,,,,8.91,0.0784313725490196,1.0,1.0,3.0,,2.0,,3.0,3.0,1.0,3.0,,2.0,10.0,,3.0,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,0.3333333333333333,0.25,0.25,0.23076923076923078,0.1,,0.16666666666666666,,,,,,0.5,0.6,,0.15384615384615385,,,,0.23076923076923078,0.25,1.0,0.4169333333333333,0.15384615384615385,24.900000000000002,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,0.3333333333333333,,,0.3333333333333333,,,,,,0.3333333333333333,0.3333333333333333,,0.25,,,,0.3333333333333333,,,3.0,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,
2200,1610612759,Pau Gasol,Pau Gasol,2200,SAS,4341.0,72,6.0,142,143,48,33,24.0,285,8.0,17.0,4.0,8.0,12.0,12.0,30.0,1.0,28.0,155,5.0,11.0,,10.0,10.0,8.0,,8.0,,3.0,16.0,,2.0,7.0,6,16,12.0,28,2.0,2.0,2.0,9.0,10.0,5.0,1.0,3.0,5.0,4.0,5.0,2.0,10.0,48,0.4166666666666667,0.7142857142857143,0.4,0.45454545454545453,0.4090909090909091,0.45454545454545453,0.4,0.45454545454545453,20.903954802259886,1.0,0.2222222222222222,0.2,0.17073170731707318,,0.18309859154929578,0.1388888888888889,,0.07692307692307693,0.2857142857142857,0.3333333333333333,0.22580645161290322,,0.4,0.5151515151515151,0.47058823529411764,0.5333333333333333,0.375,0.36363636363636365,0.7272727272727273,0.5,0.6060606060606061,0.47782424242424243,0.4546909090909091,0.08571428571428572,0.09375,0.35714285714285715,5.153333333333334,0.3380281690140845,5.0,10.0,4.0,,1.0,1.0,2.0,3.0,5.0,14.0,,10.0,14.0,10.0,2.0,2.0,,3.0,2.0,10.0,3.0,2.0,1.0,,1.0,,,,,,,1.0,8.0,1.0,,,,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.09090909090909091,0.06666666666666667,0.11764705882352941,,0.75,0.18867924528301888,0.2692307692307692,0.0625,0.11764705882352941,0.3333333333333333,0.3333333333333333,0.5,0.030303030303030304,,,0.030303030303030304,0.06060606060606061,0.7142857142857143,0.5,0.46750000000000014,0.35714285714285715,24.0,,,,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,3.0,1.0,,1.0,0.3333333333333333,,,0.3333333333333333,,,,,,0.5,0.5,1.0,,,,,0.5,,,,,,,,,0.18181818181818182,,,True,,,,,,,,,,,,,,,,,,
