EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,PtsUnassisted2s,DefTwoPtRebounds,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefTwoPtReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyFG2M,PenaltyPoints,ShortMidRangeAssists,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefLongMidRangeReboundPct,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyArc3FGA,FtPoints,PenaltyFtPoints,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,Fg2aBlocked,ThreePtAssists,Corner3Assists,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,ShortMidRangePctBlocked,NonShootingPenaltyNonTakeFouls,on,LongMidRangeFGM,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,LongMidRangeAssists,OffThreePtRebounds,BlockingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceCorner3FGA,Travels,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,OffCorner3ReboundPct,SecondChanceCorner3Frequency,HeaveAttempts,StepOutOfBoundsTurnovers,BlockedShortMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,Charge Fouls Drawn,3pt And 1 Free Throw Trips,BlockedCorner3,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked
1626168,1610612762,Trey Lyles,Trey Lyles,1626168,UTA,570.0,10.0,5,19.0,19,8.0,17,2.0,38,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,7.0,16,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.42857142857142855,38.095238095238095,1.0,0.4,0.2222222222222222,0.4,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,0.3333333333333333,0.5714285714285714,0.4703428571428571,0.4099,0.44125,8.0,25.03333333333333,0.42105263157894735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627762,1610612762,Joel Bolomboy,Joel Bolomboy,1627762,UTA,538.0,9.0,8,18.0,18,8.0,16,2.0,36,2.0,3.0,,,,,,,,2.0,3.0,,,4.0,13,,1.0,,2.0,,,,,,,1.0,2.0,2.0,,,,,,,,8.0,0.5,0.5,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,15.0,,0.2,0.2222222222222222,0.2,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,1.0,0.7262000000000001,,0.8926,1.0,,0.4444444444444444,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202714,1610612762,Shelvin Mack,Shelvin Mack,202714,UTA,559.0,9.0,7,19.0,18,8.0,16,2.0,37,,,1.0,2.0,,,,,,1.0,2.0,,,2.0,14,,1.0,,,,,2.0,2.0,1.0,4.0,1.0,3.0,3.0,,,,,,,,8.0,,,,,,0.5,0.5,0.5,,9.523809523809524,,0.2,0.3333333333333333,0.2,,,,,1.0,0.5,0.5,,,,,,,,,,0.42335,,0.4552,8.45,,0.42105263157894735,,2.0,2.0,,,,,,0.5,0.5,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203526,1610612762,Raul Neto,Raul Neto,203526,UTA,405.0,7.0,4,14.0,14,8.0,14,2.0,28,2.0,2.0,,,,,,,1.0,2.0,2.0,,1.0,6.0,10,,1.0,1.0,2.0,,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,8.0,0.5,0.5,,,,1.0,0.6666666666666666,0.75,0.3333333333333333,26.666666666666668,,0.25,0.16666666666666666,0.25,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,0.3333333333333333,,1.0,0.51325,,0.533725,1.7,24.6,0.5714285714285714,1.0,2.0,,1.0,,,,,,,,0.5,1.0,4.0,,4.0,1.0,0.5,0.6666666666666666,,0.6666666666666666,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203957,1610612762,Dante Exum,Dante Exum,203957,UTA,570.0,10.0,5,19.0,19,8.0,17,2.0,38,1.0,2.0,,,,,,,,1.0,2.0,,,2.0,16,1.0,1.0,,,,,1.0,2.0,1.0,5.0,,,,1.0,1.0,,,,,,8.0,,,,,,0.5,0.5,0.5,,9.523809523809524,,,,,1.0,0.5,1.0,,,,,,,,,,,,,1.0,0.61985,0.5888,0.6509,1.3,,0.42105263157894735,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203918,1610612762,Rodney Hood,Rodney Hood,203918,UTA,165.0,3.0,1,5.0,5,,3,,10,,,,1.0,,,,,,,1.0,,,,6,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,16.666666666666668,,,0.3333333333333333,,,,,,1.0,,,,,,,,,,,,0.3189,,,5.9,,,,,1.0,,,,,,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202330,1610612762,Gordon Hayward,Gordon Hayward,202330,UTA,11.0,,-2,,1,,1,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203497,1610612762,Rudy Gobert,Rudy Gobert,203497,UTA,32.0,1.0,-3,1.0,1,,1,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201588,1610612762,George Hill,George Hill,201588,UTA,16857.0,281.0,20,526.0,522,118.0,107,48.0,1048,10.0,17.0,15.0,30.0,20.0,3.0,8.0,1.0,23.0,34.0,67.0,12.0,31.0,125.0,568,5.0,15.0,9.0,20.0,24.0,23.0,16.0,29.0,12.0,71.0,11.0,25.0,33.0,2.0,1.0,9.0,2.0,13.0,13.0,25.0,115.0,0.29411764705882354,0.30303030303030304,0.6666666666666666,0.3870967741935484,0.3870967741935484,0.5074626865671642,0.5306122448979592,0.5681818181818182,0.3163265306122449,21.243523316062177,0.6923076923076923,0.11956521739130435,0.1016949152542373,0.1095890410958904,0.17346938775510204,0.5882352941176471,0.625,0.4,0.30612244897959184,0.5,0.5172413793103449,0.26666666666666666,0.20408163265306123,0.08163265306122448,0.375,0.375,1.0,0.23469387755102042,0.041666666666666664,0.4897959183673469,0.4641852631578946,0.5054857142857142,0.46458913043478256,10.00597014925373,25.193548387096776,0.22433460076045628,5.0,48.0,13.0,27.0,1.0,1.0,1.0,1.0,0.09027777777777778,0.06976744186046512,1.0,0.20833333333333334,7.0,39.0,4.0,35.0,0.4666666666666667,0.6666666666666666,0.6964285714285714,0.10526315789473684,0.312,3.0,8.0,21.0,7.0,29.0,3.0,1.0,0.6,0.3333333333333333,3.0,3.0,4.0,16.0,2.0,13.0,4.0,0.8,1.0,1.0,0.029850746268656716,0.058823529411764705,0.42857142857142855,1.0,0.128,0.03333333333333333,4.0,False,9.0,1.0,9.0,2.0,2.0,5.0,2.0,2.0,2.0,6.0,12.0,2.0,9.0,9.0,8.0,1.0,8.0,5.0,1.0,1.0,7.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,10.0,2.0,1.0,0.6666666666666666,0.047619047619047616,0.05555555555555555,0.034482758620689655,0.030303030303030304,0.05970149253731343,0.06818181818181818,0.09090909090909091,0.15789473684210525,0.10204081632653061,0.45,0.45,0.2222222222222222,0.391304347826087,0.391304347826087,0.5555555555555556,0.3333333333333333,0.2857142857142857,1.0,0.5,1.0,0.625,0.391304347826087,0.11214953271028037,0.13513513513513514,0.06060606060606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,13487.0,225.0,-27,418.0,426,131.0,127,33.0,844,28.0,37.0,8.0,16.0,9.0,,,,,36.0,62.0,,,83.0,491,12.0,16.0,,60.0,,,6.0,10.0,2.0,24.0,14.0,45.0,60.0,8.0,3.0,1.0,,4.0,9.0,25.0,130.0,0.8333333333333334,0.9375,,,,0.5806451612903226,0.5806451612903226,0.5763888888888888,,16.8141592920354,0.25,0.19444444444444445,0.22105263157894736,0.18181818181818182,0.5967741935483871,0.7567567567567568,0.8484848484848485,0.7857142857142857,0.25806451612903225,0.5,0.5333333333333333,1.0,0.14516129032258066,,,,,,,0.5967741935483871,0.5453403225806451,0.5037545454545455,0.5363062500000001,5.675806451612902,,0.3133971291866029,10.0,12.0,28.0,16.0,6.0,6.0,6.0,6.0,0.23728813559322035,0.3076923076923077,1.0,0.625,10.0,25.0,1.0,24.0,0.625,0.625,0.5952380952380952,0.25,0.30120481927710846,8.0,,11.0,5.0,23.0,4.0,3.0,0.8,,7.0,10.0,7.0,15.0,5.0,4.0,,0.5833333333333334,0.5833333333333334,0.5769230769230769,0.08064516129032258,0.10810810810810811,0.8333333333333334,0.7,0.18072289156626506,0.0625,6.0,False,,,,,,,,,1.0,,,8.0,,4.0,12.0,3.0,15.0,1.0,5.0,1.0,1.0,3.0,,,2.0,2.0,,3.0,9.0,,,,0.2727272727272727,0.10256410256410256,0.08379888268156424,0.06896551724137931,0.14545454545454545,0.06060606060606061,0.15384615384615385,0.23529411764705882,0.05,,,,,,,0.14285714285714285,,,,,,,0.1323529411764706,0.1323529411764706,,3.0,3.0,2.0,3.0,5.0,1.0,0.04838709677419355,0.0625,,,,,,,,,,,,,,,,,,,,,,
