EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PtsAssisted2s,Fg3aBlocked,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APctBlocked,Arc3PctBlocked,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BlockingFouls,LongMidRangePctBlocked,Corner3PctBlocked,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceShotQualityAvg,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,Charge Fouls Drawn,BlockedAtRim,PenaltyCorner3Frequency,FTOffRebounds,ShortMidRangePctBlocked,OffFTReboundPct,SelfOReb,SelfORebPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,3pt And 1 Free Throw Trips,BlockingFoulsDrawn,Charge Fouls
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,10392.0,173,-23.0,327,326,76.0,68.0,35.0,653,10.0,12.0,3.0,3.0,12.0,23.0,12.0,27.0,1.0,7.0,18.0,1.0,1.0,1.0,5.0,34.0,62.0,7.0,19.0,20.0,109.0,375,1.0,2.0,1.0,1.0,3.0,8.0,8.0,17.0,1.0,5.0,11.0,30.0,68.0,6.0,15.0,1.0,17.0,7.0,1.0,35.0,15.0,50.0,11.0,4.0,27.0,1.0,7.0,115.0,1.0,11.0,9.0,20.0,1.0,21.0,6.0,5.0,1.0,10.0,2.0,7.0,4.0,3.0,1.0,14.0,1.0,3.0,5.0,19.0,3.0,1.0,25.0,1.0,22.0,3.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,30.0,75.0,4.0,5.0,0.2857142857142857,0.3684210526315789,1.0,0.2,0.3888888888888889,0.5483870967741935,0.5,0.47058823529411764,0.5493827160493827,0.8333333333333334,0.4318181818181818,0.6,0.8,0.5555555555555556,0.2345679012345679,0.016129032258064516,0.08333333333333333,28.37465564738292,0.7142857142857143,0.12,0.2037037037037037,0.02040816326530612,0.15503875968992248,0.007042253521126761,0.024390243902439025,0.11764705882352941,0.10526315789473684,0.15,0.22727272727272727,0.1,0.14814814814814814,0.8333333333333334,0.9090909090909091,0.2839506172839506,0.5217391304347826,0.5217391304347826,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.012345679012345678,0.2222222222222222,0.3888888888888889,0.3888888888888889,0.2857142857142857,0.3333333333333333,1.0,1.0,0.13636363636363635,1.0,0.22727272727272727,0.2,0.38271604938271603,0.4117647058823529,0.4397293750000001,0.39536666666666664,0.07142857142857142,0.078125,0.05,0.07339449541284404,0.27522935779816515,10.861290322580645,27.18421052631579,0.2324159021406728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101109,1610612746,Raymond Felton,Raymond Felton,101109,LAC,3120.0,52,-14.0,100,101,19.0,31.0,6.0,201,2.0,3.0,,,1.0,2.0,1.0,5.0,2.0,,2.0,,,,,4.0,10.0,1.0,4.0,3.0,14.0,123,,,,,,,,,,,3.0,3.0,4.0,3.0,,,2.0,,,3.0,,3.0,,,3.0,,,6.0,,1.0,2.0,3.0,,3.0,3.0,2.0,1.0,2.0,,1.0,,1.0,,2.0,,1.0,2.0,4.0,,,2.0,,3.0,,,,1.0,,,,,3.0,19.0,,,1.0,0.25,,,0.25,0.4,,,0.39285714285714285,,,0.4666666666666667,,1.5,0.2857142857142857,,,16.037735849056602,1.0,0.1,0.06666666666666667,,0.08571428571428572,,,,0.2222222222222222,,0.08333333333333333,,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,0.5,0.35714285714285715,0.2,0.2,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.5,,0.45916428571428575,,0.06666666666666667,,0.2,,0.21428571428571427,12.120000000000001,24.725,0.19,1.0,4.0,1.0,0.5,0.5,0.25,0.5,0.5,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1718,1610612746,Paul Pierce,Paul Pierce,1718,LAC,2128.0,35,-10.0,64,67,8.0,11.0,5.0,131,,,,,,1.0,,1.0,,1.0,4.0,,,,,,2.0,1.0,4.0,,3.0,84,,,,,,,,,,,,,,3.0,,,4.0,1.0,,3.0,,3.0,,,2.0,,1.0,6.0,,,3.0,3.0,,3.0,,,,1.0,,1.0,,,,1.0,,,2.0,4.0,,,,,,,,,,,,,,,8.0,,,1.0,0.25,,,0.25,,,,0.25,,,0.25,,,0.6666666666666666,,,10.294117647058822,1.0,0.15789473684210525,,,0.10344827586206896,,,0.25,,0.25,,,,,,0.16666666666666666,,,0.16666666666666666,,,,0.6666666666666666,0.25,0.25,1.0,,,,,,,,0.6666666666666666,0.25,0.4958,,,,,,,14.15,25.799999999999997,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,12345.0,206,-36.0,387,386,80.0,78.0,37.0,773,8.0,12.0,3.0,4.0,1.0,4.0,1.0,8.0,3.0,7.0,23.0,,1.0,2.0,5.0,10.0,24.0,9.0,26.0,17.0,64.0,444,1.0,3.0,1.0,2.0,,5.0,4.0,5.0,2.0,5.0,7.0,21.0,6.0,27.0,,,23.0,7.0,1.0,3.0,3.0,6.0,2.0,1.0,2.0,1.0,,15.0,,7.0,5.0,12.0,,12.0,2.0,1.0,1.0,6.0,1.0,4.0,7.0,2.0,3.0,13.0,,2.0,10.0,17.0,,3.0,13.0,1.0,20.0,,1.0,3.0,2.0,4.0,,,,21.0,79.0,,3.0,1.0,0.34615384615384615,0.5,0.4,0.34615384615384615,0.4166666666666667,0.3333333333333333,0.8,0.47,0.5,0.7,0.5338983050847458,0.5,0.75,0.52,0.041666666666666664,,16.705882352941178,0.46153846153846156,0.056818181818181816,0.109375,,0.07894736842105263,,,,0.09302325581395349,0.04,0.11320754716981132,0.09090909090909091,0.24,0.6666666666666666,0.6666666666666666,0.08,0.25,0.25,0.16,0.125,0.14285714285714285,0.06,0.46,0.30434782608695654,0.3333333333333333,1.0,0.2,,,0.4,0.75,0.5,0.4,0.76,0.30434782608695654,0.503762,0.52428,0.09090909090909091,0.1111111111111111,0.07142857142857142,0.078125,0.328125,9.250000000000002,25.253846153846155,0.20671834625322996,2.0,14.0,3.0,0.7,0.7,0.11538461538461539,0.08695652173913043,0.625,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.3333333333333333,1.0,0.2,1.0,0.2,1.0,1.0,0.51472,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,10272.0,171,-39.0,322,321,68.0,64.0,35.0,643,25.0,38.0,7.0,10.0,1.0,2.0,,,,,,,,,,26.0,40.0,,,12.0,64.0,377,6.0,13.0,,,5.0,17.0,7.0,10.0,,,5.0,19.0,12.0,,,,,,2.0,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,5.0,14.0,22.0,40.0,16.0,56.0,3.0,2.0,1.0,5.0,3.0,3.0,8.0,2.0,,13.0,1.0,2.0,10.0,17.0,1.0,2.0,28.0,,33.0,1.0,,15.0,,2.0,3.0,3.0,3.0,19.0,68.0,3.0,2.0,,,,,,0.65,0.46153846153846156,0.7,0.65,0.46153846153846156,0.7,0.5714285714285714,0.5,0.6333333333333333,,0.05,0.05263157894736842,19.273743016759777,0.38461538461538464,0.28205128205128205,0.27450980392156865,0.10638297872340426,0.27906976744186046,0.11428571428571428,0.07317073170731707,0.2222222222222222,0.21052631578947367,0.45454545454545453,0.2727272727272727,0.2857142857142857,0.95,0.6578947368421053,0.6944444444444444,0.05,0.5,0.5,,,,,,,,,,,,1.0,0.7,,,0.95,,0.7327175,0.61026,0.2777777777777778,0.2777777777777778,,0.265625,0.296875,1.0475,,0.2111801242236025,,40.0,,0.7692307692307693,0.9090909090909091,,,0.8,,,,,6.0,13.0,,,,,,,1.0,0.46153846153846156,,,,0.6650666666666666,8.0,11.0,4.0,1.0,3.0,1.0,1.0,2.0,0.5,0.11827956989247312,0.07142857142857142,0.15384615384615385,0.1282051282051282,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,True,,,
201578,1610612746,Marreese Speights,Marreese Speights,201578,LAC,3565.0,59,8.0,111,109,17.0,25.0,4.0,220,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,10.0,,1.0,,1.0,4.0,5.0,5.0,13.0,2.0,25.0,113,,1.0,,1.0,,,1.0,2.0,,2.0,1.0,3.0,2.0,15.0,,,10.0,4.0,,,,,,,,,,,,5.0,2.0,7.0,,7.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,6.0,,,4.0,,4.0,,,2.0,,,2.0,,2.0,3.0,16.0,,,1.0,0.38461538461538464,,,0.38461538461538464,0.8,,0.5,0.6388888888888888,,0.25,0.625,,0.3,0.7222222222222222,,,17.94871794871795,1.0,0.09523809523809523,0.18518518518518517,,0.14583333333333334,,,0.16666666666666666,,0.16666666666666666,0.17391304347826086,0.25,0.1111111111111111,1.0,1.0,0.05555555555555555,1.0,1.0,0.1111111111111111,0.5,0.5,0.16666666666666666,0.5555555555555556,0.4,0.4,1.0,0.5,,,0.25,1.0,0.25,,0.8333333333333334,0.4,0.525988888888889,0.50375,0.1,0.2857142857142857,,,0.12,10.780000000000001,25.223076923076924,0.15315315315315314,1.0,6.0,,0.75,0.75,,,1.0,,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,,,1.0,,,,,,0.4445,,,,,,1.0,,,,,,,,,0.5,,1.0,1.0,2.0,0.25,,,,,,,,True,,,
201601,1610612746,Luc Mbah a Moute,Luc Mbah a Moute,201601,LAC,8980.0,150,-41.0,274,279,47.0,47.0,27.0,553,3.0,7.0,1.0,1.0,,2.0,4.0,11.0,5.0,1.0,3.0,,,,,7.0,20.0,1.0,8.0,11.0,28.0,312,1.0,1.0,,,,2.0,1.0,2.0,,,3.0,5.0,,3.0,,,3.0,1.0,3.0,4.0,2.0,6.0,2.0,,3.0,1.0,,14.0,3.0,6.0,10.0,16.0,6.0,22.0,8.0,5.0,3.0,2.0,,1.0,,1.0,,2.0,,,6.0,13.0,1.0,,8.0,,16.0,,,6.0,,2.0,2.0,2.0,2.0,5.0,47.0,,2.0,1.0,0.125,,,0.125,0.35,1.0,0.5,0.30357142857142855,1.0,0.5,0.3888888888888889,1.0,0.625,0.2857142857142857,0.15,0.2857142857142857,12.541254125412543,1.0,0.16666666666666666,0.11764705882352941,0.06976744186046512,0.14414414414414414,0.03937007874015748,0.08571428571428572,0.2,0.1875,0.07692307692307693,0.12195121951219512,0.1,0.25,0.42857142857142855,0.6,0.07142857142857142,,,0.39285714285714285,0.36363636363636365,0.36363636363636365,0.17857142857142858,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,,,,0.5,1.0,,,0.5357142857142857,0.3333333333333333,0.46461199999999997,0.46015,0.17647058823529413,0.23076923076923078,,0.07142857142857142,0.17857142857142858,12.685,24.575,0.17153284671532848,,14.0,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,0.3619,,2.0,,,,2.0,,,,0.023809523809523808,0.08,,,,1.0,,,,,,1.0,0.5,0.125,,,,,True,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,3920.0,65,,121,119,8.0,10.0,12.0,240,13.0,19.0,,,2.0,7.0,2.0,8.0,1.0,1.0,3.0,,,,,17.0,34.0,2.0,4.0,3.0,43.0,128,1.0,3.0,1.0,1.0,,5.0,,1.0,,,2.0,2.0,8.0,6.0,,,3.0,1.0,3.0,2.0,5.0,7.0,3.0,2.0,2.0,,,19.0,1.0,4.0,3.0,11.0,2.0,13.0,1.0,1.0,,2.0,,,1.0,2.0,,3.0,,,1.0,1.0,,,8.0,1.0,3.0,1.0,,1.0,,1.0,1.0,,1.0,2.0,7.0,,1.0,1.0,0.5,1.0,,0.5,0.5,0.3333333333333333,,0.5263157894736842,0.625,,0.5512820512820513,0.625,0.5,0.10526315789473684,0.08823529411764706,0.10526315789473684,31.34328358208955,0.6666666666666666,0.1,0.2222222222222222,0.08333333333333333,0.14583333333333334,0.03636363636363636,0.1111111111111111,,0.058823529411764705,0.25,0.07692307692307693,0.6,0.5,0.6842105263157895,0.7647058823529411,0.18421052631578946,0.2857142857142857,0.3333333333333333,0.21052631578947367,0.25,0.25,0.02631578947368421,0.07894736842105263,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.6052631578947368,0.3333333333333333,0.4959539473684211,0.3542,0.02631578947368421,0.029411764705882353,,0.11627906976744186,0.046511627906976744,6.735294117647059,24.925,0.06611570247933884,1.0,26.0,,0.7647058823529411,0.7647058823529411,,,0.7692307692307693,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,0.25,,0.25,1.0,1.0,0.44906666666666667,,1.0,4.0,,,1.0,,,0.8,0.023255813953488372,,0.1,,,1.0,,,1.0,1.0,,,0.14285714285714285,,1.0,0.0625,,,True,,,
202325,1610612746,Wesley Johnson,Wesley Johnson,202325,LAC,122.0,2,,4,5,,,,9,,,,,,,,,,,,,,,,,,,,1.0,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,4028.0,67,1.0,131,124,44.0,37.0,10.0,255,3.0,3.0,1.0,1.0,3.0,7.0,5.0,9.0,1.0,5.0,10.0,,,1.0,3.0,11.0,19.0,6.0,11.0,5.0,45.0,151,,,,,1.0,1.0,1.0,3.0,1.0,3.0,4.0,9.0,18.0,12.0,6.0,1.0,9.0,5.0,,2.0,1.0,3.0,1.0,,2.0,,,7.0,,,3.0,3.0,1.0,4.0,1.0,,1.0,5.0,,2.0,1.0,3.0,1.0,6.0,,1.0,1.0,4.0,,,6.0,1.0,5.0,,1.0,1.0,,1.0,1.0,,1.0,7.0,43.0,,,0.6666666666666666,0.5454545454545454,,0.3333333333333333,0.6,0.5789473684210527,,0.3333333333333333,0.6666666666666666,,0.4166666666666667,0.6875,,0.5625,0.36666666666666664,,,27.142857142857146,0.8333333333333334,0.11538461538461539,,,0.06976744186046512,0.02,,,0.06666666666666667,0.25,,,0.1,1.0,1.0,0.23333333333333334,0.42857142857142855,0.42857142857142855,0.3,0.5555555555555556,0.5555555555555556,0.03333333333333333,0.3333333333333333,0.5,0.5,0.6,,,,0.16666666666666666,1.0,0.5,0.3333333333333333,0.4666666666666667,0.5555555555555556,0.4429965517241379,0.42805,0.03225806451612903,0.05,,0.022222222222222223,0.2,12.215789473684211,27.65454545454546,0.33587786259541985,1.0,4.0,,0.18181818181818182,0.18181818181818182,,,0.3333333333333333,,1.0,1.0,1.0,,,,,,,,0.2,,,,,,,,1.0,,,,1.0,,,,0.03225806451612903,,0.1111111111111111,,,1.0,,,,1.0,,,,,1.0,0.08333333333333333,,,True,,,
