EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,OffRebounds,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,LongMidRangeFGM,FtPoints,PenaltyFtPoints,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,FTOffRebounds,BadPassSteals,LostBallTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,HeaveAttempts,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SelfOReb,LostBallOutOfBoundsTurnovers,BlockedCorner3,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on
101133,1610612764,Ian Mahinmi,Ian Mahinmi,101133,WAS,951.0,16,-5.0,33,34,14.0,17.0,5.0,67,1.0,1.0,1.0,1.0,2,2.0,35,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,14.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.25,1.0,15.789473684210526,0.5,0.2857142857142857,0.2222222222222222,0.25,0.16666666666666666,1.0,0.16666666666666666,0.3333333333333333,0.75,0.5,0.5,1.0,1.0,1.0,0.5,0.4129,0.5,0.5,1.0,6.449999999999999,0.42424242424242425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626162,1610612764,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,WAS,2894.0,48,-49.0,96,99,36.0,46.0,13.0,195,6.0,,,5.0,7,22.0,151,3.0,3.0,6.0,8.0,,,,,2.0,,2.0,3.0,,,1.0,1.0,,1.0,2.0,5.0,2.0,,,,2.0,2.0,,2.0,1.0,,36.0,,0.8,1.0,0.7142857142857143,1.0,0.8461538461538461,1.0,0.8461538461538461,1.0,12.612612612612612,1.0,,0.1111111111111111,0.058823529411764705,,,0.13333333333333333,,0.5,0.46153846153846156,,,,,0.9230769230769231,0.6220461538461538,,,0.2727272727272727,3.1142857142857143,0.375,5.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,6.0,2.0,3.0,3.0,4.0,13.0,2.0,12.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,13.0,1.0,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.9285714285714286,0.9285714285714286,0.46153846153846156,0.14285714285714285,0.16666666666666666,0.0625,0.025,0.07692307692307693,0.8333333333333334,1.0,0.8,0.07692307692307693,0.3076923076923077,0.75,0.75,1.0,0.15384615384615385,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.14285714285714285,1.0,0.5,0.7041,0.6209857142857143,0.5909090909090909,24.299999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201160,1610612764,Jason Smith,Jason Smith,201160,WAS,3950.0,66,,130,129,42.0,38.0,15.0,259,6.0,,1.0,7.0,13,19.0,147,1.0,2.0,2.0,12.0,1.0,3.0,1.0,7.0,3.0,2.0,5.0,8.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,7.0,2.0,,4.0,1.0,1.0,1.0,,1.0,1.0,,42.0,1.0,0.8571428571428571,1.0,0.5384615384615384,0.5,0.5,0.5,0.5,0.5,15.753424657534246,0.5,0.046511627906976744,0.14285714285714285,0.078125,0.08695652173913043,,0.11764705882352941,0.25,1.0,0.35294117647058826,0.058823529411764705,,,,0.5882352941176471,0.5461323529411765,0.05555555555555555,0.07142857142857142,0.10526315789473684,9.976923076923075,0.3230769230769231,4.0,1.0,2.0,,,6.0,1.0,3.0,,2.0,,1.0,,,1.0,4.0,,1.0,,2.0,2.0,2.0,3.0,2.0,1.0,,3.0,,3.0,,2.0,1.0,0.25,,0.25,,,0.2,0.23529411764705882,0.23076923076923078,0.16666666666666666,,0.03571428571428571,,0.6666666666666666,0.8,0.75,0.35294117647058826,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.058823529411764705,,,,1.0,0.5,,,,0.6666666666666666,,,,,0.4989,0.5398,0.10526315789473684,23.55,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,0.05555555555555555,0.07142857142857142,0.07142857142857142,0.5,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
202693,1610612764,Markieff Morris,Markieff Morris,202693,WAS,17919.0,299,108.0,598,588,159.0,100.0,74.0,1186,29.0,9.0,31.0,37.0,86,138.0,598,4.0,8.0,11.0,52.0,5.0,20.0,4.0,45.0,22.0,33.0,57.0,72.0,10.0,3.0,11.0,7.0,6.0,17.0,16.0,36.0,26.0,,26.0,9.0,13.0,7.0,5.0,13.0,6.0,,157.0,2.0,0.7027027027027027,0.7647058823529411,0.43023255813953487,0.5,0.48739495798319327,0.4,0.5307692307692308,0.5,21.24277456647399,0.6470588235294118,0.1896551724137931,0.19130434782608696,0.1903114186851211,0.16129032258064516,0.13725490196078433,0.18478260869565216,0.21739130434782608,0.46153846153846156,0.24369747899159663,0.2605042016806723,0.2903225806451613,0.2903225806451613,0.6666666666666666,0.5210084033613446,0.5118275423728813,0.07936507936507936,0.09782608695652174,0.07971014492753623,8.923255813953489,0.26588628762541805,15.0,3.0,6.0,4.0,8.0,26.0,4.0,9.0,1.0,2.0,10.0,24.0,1.0,3.0,14.0,33.0,6.0,15.0,2.0,5.0,30.0,22.0,39.0,6.0,23.0,10.0,3.0,6.0,15.0,3.0,30.0,0.9285714285714286,0.42424242424242425,0.4,0.4375,0.4,0.45,0.5769230769230769,0.2773109243697479,0.03488372093023256,0.10344827586206896,0.06060606060606061,0.05136986301369863,0.05194805194805195,0.5172413793103449,0.5769230769230769,0.6,0.2184873949579832,0.07563025210084033,0.4444444444444444,0.4444444444444444,1.0,0.20168067226890757,0.4166666666666667,0.4166666666666667,0.9,0.6,0.5,,0.4,0.5,0.1,0.5,0.15,0.3333333333333333,0.43478260869565216,0.45175624999999997,0.5751447368421052,0.21739130434782608,25.575757575757574,13.0,22.0,12.0,15.0,11.0,9.0,,7.0,4.0,4.0,2.0,4.0,1.0,5.0,4.0,4.0,,,,0.046632124352331605,0.04411764705882353,0.07352941176470588,0.5,0.5,0.8461538461538461,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.15384615384615385,0.017543859649122806,0.09090909090909091,0.26229508196721313,0.2,0.029411764705882353,,,,,,,,,,,,,,,,,,,,,,,True
203490,1610612764,Otto Porter Jr.,Otto Porter Jr.,203490,WAS,25688.0,428,84.0,854,845,256.0,199.0,109.0,1699,25.0,15.0,22.0,47.0,70,158.0,919,6.0,12.0,19.0,58.0,6.0,23.0,6.0,52.0,23.0,43.0,75.0,90.0,21.0,5.0,5.0,4.0,5.0,10.0,11.0,26.0,29.0,,35.0,13.0,6.0,4.0,2.0,7.0,3.0,,254.0,6.0,0.6170212765957447,0.6590909090909091,0.6714285714285714,0.5,0.5825688073394495,0.5357142857142857,0.632,0.59375,13.705583756345177,0.5,0.17842323651452283,0.1393939393939394,0.1625615763546798,0.12631578947368421,0.18461538461538463,0.15151515151515152,0.09090909090909091,0.42857142857142855,0.22935779816513763,0.2018348623853211,0.6818181818181818,0.6818181818181818,0.5333333333333333,0.5871559633027523,0.5175307339449541,0.1092436974789916,0.1625,0.12025316455696203,9.55142857142857,0.2997658079625293,20.0,4.0,5.0,8.0,10.0,23.0,5.0,15.0,2.0,6.0,6.0,24.0,1.0,4.0,11.0,39.0,11.0,17.0,3.0,10.0,45.0,36.0,33.0,6.0,24.0,6.0,2.0,5.0,15.0,1.0,45.0,1.0,0.28205128205128205,0.3,0.28205128205128205,0.6470588235294118,0.5740740740740741,0.6428571428571429,0.3577981651376147,0.02857142857142857,0.08,0.03571428571428571,0.03759398496240601,0.037383177570093455,0.8,0.8695652173913043,0.6,0.21100917431192662,0.13761467889908258,0.3333333333333333,0.3333333333333333,1.0,0.22018348623853212,0.25,0.25,1.0,0.35714285714285715,0.8,0.25,0.37037037037037035,0.8,0.2222222222222222,0.3333333333333333,0.14814814814814814,0.25,0.25,0.50609375,0.5437574074074073,0.2848101265822785,24.77692307692308,12.0,31.0,14.0,17.0,8.0,10.0,,16.0,1.0,5.0,,1.0,2.0,6.0,6.0,6.0,,,,0.03861003861003861,0.020618556701030927,0.05747126436781609,0.5217391304347826,0.5217391304347826,0.75,2.0,2.0,4.0,,,,3.0,6.0,9.0,,1.0,1.0,,,3.0,,,,0.391304347826087,0.04,0.030303030303030304,0.2345679012345679,0.14285714285714285,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,True
202322,1610612764,John Wall,John Wall,202322,WAS,23452.0,391,92.0,784,774,238.0,189.0,103.0,1558,80.0,15.0,34.0,77.0,169,261.0,837,7.0,12.0,30.0,26.0,32.0,114.0,24.0,260.0,17.0,13.0,30.0,36.0,16.0,7.0,28.0,16.0,10.0,38.0,9.0,20.0,57.0,6.0,63.0,35.0,9.0,9.0,,13.0,4.0,,236.0,4.0,0.16883116883116883,0.17333333333333334,0.4556213017751479,0.5833333333333334,0.48826291079812206,0.6590909090909091,0.5529661016949152,0.6818181818181818,30.176211453744493,0.7368421052631579,0.058823529411764705,0.11258278145695365,0.08064516129032258,0.03571428571428571,0.04838709677419355,0.09090909090909091,0.2,0.3076923076923077,0.3755868544600939,0.1596244131455399,0.4411764705882353,0.4838709677419355,0.06666666666666667,0.5821596244131455,0.4952801886792454,0.15151515151515152,0.18716577540106952,0.11494252873563218,8.539053254437869,0.30357142857142855,42.0,2.0,3.0,13.0,26.0,55.0,1.0,3.0,,1.0,17.0,41.0,8.0,18.0,18.0,44.0,30.0,64.0,8.0,19.0,104.0,128.0,36.0,4.0,40.0,17.0,16.0,2.0,6.0,2.0,101.0,0.6666666666666666,0.4090909090909091,0.42105263157894735,0.4186046511627907,0.46875,0.5060240963855421,0.5591397849462365,0.20657276995305165,0.09467455621301775,0.1625,0.015037593984962405,0.013404825737265416,0.019801980198019802,0.525,0.6268656716417911,0.21428571428571427,0.25821596244131456,0.014084507042253521,0.3333333333333333,0.3333333333333333,1.0,0.19248826291079812,0.4146341463414634,0.4146341463414634,0.6470588235294118,0.13636363636363635,0.6666666666666666,,0.3132530120481928,0.5,0.012048192771084338,,0.21686746987951808,0.4444444444444444,0.425,0.478178125,0.48792256097560965,0.39846743295019155,26.58636363636364,20.0,53.0,20.0,82.0,41.0,3.0,1.0,9.0,12.0,12.0,,1.0,,,5.0,2.0,0.08823529411764706,,0.05555555555555555,0.0125,0.010869565217391304,,0.36363636363636365,0.36363636363636365,0.15,8.0,10.0,1.0,18.0,1.0,8.0,21.0,20.0,,5.0,,,1.0,1.0,17.0,,,1.0,,0.027777777777777776,,0.09333333333333334,0.36363636363636365,,4.0,5.0,3.0,4.0,3.0,0.5,0.5,0.75,1.0,2.0,3.0,1.0,1.0,0.030612244897959183,0.09090909090909091,0.5,1.0,,,,,,True
202711,1610612764,Bojan Bogdanovic,Bojan Bogdanovic,202711,WAS,5824.0,97,8.0,191,191,77.0,58.0,25.0,382,10.0,1.0,3.0,11.0,20,53.0,214,1.0,1.0,8.0,16.0,1.0,4.0,1.0,9.0,8.0,5.0,14.0,17.0,2.0,,1.0,1.0,1.0,2.0,2.0,4.0,6.0,1.0,9.0,3.0,1.0,1.0,,1.0,1.0,,76.0,,0.7272727272727273,0.8,0.55,1.0,0.6764705882352942,1.3333333333333333,0.7162162162162162,1.3333333333333333,17.808219178082194,0.5,0.09803921568627451,0.21621621621621623,0.14772727272727273,0.14285714285714285,,0.20689655172413793,0.25,1.0,0.29411764705882354,0.08823529411764706,0.3333333333333333,0.3333333333333333,1.0,0.7058823529411765,0.5361220588235294,0.1111111111111111,0.13636363636363635,0.1509433962264151,8.485,0.4031413612565445,8.0,1.0,1.0,5.0,5.0,7.0,1.0,4.0,1.0,2.0,7.0,10.0,4.0,5.0,8.0,14.0,7.0,9.0,5.0,7.0,31.0,6.0,18.0,2.0,10.0,7.0,1.0,1.0,3.0,,31.0,0.75,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.7777777777777778,0.90625,0.9117647058823529,0.4117647058823529,0.05,,0.03571428571428571,0.0375,,0.8,0.8,0.625,0.20588235294117646,0.11764705882352941,0.25,0.25,,0.29411764705882354,0.7,0.7,0.8571428571428571,0.3333333333333333,1.0,,0.3125,1.0,0.125,0.5,0.3125,0.8,0.7,0.4554,0.5569968750000001,0.5849056603773585,25.30714285714286,2.0,7.0,2.0,3.0,1.0,2.0,,2.0,,1.0,1.0,,1.0,,1.0,1.0,,0.14285714285714285,,0.038461538461538464,,,0.2857142857142857,0.3333333333333333,1.0,2.0,2.0,,6.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,0.25,0.18181818181818182,0.1111111111111111,0.10526315789473684,0.6666666666666666,0.07142857142857142,2.0,2.0,,,,1.0,1.0,1.0,,,1.0,,,0.07142857142857142,,,,1.0,1.0,,,,True
201943,1610612764,Brandon Jennings,Brandon Jennings,201943,WAS,3196.0,53,5.0,107,106,39.0,27.0,13.0,213,1.0,1.0,3.0,5.0,8,14.0,117,,,,,2.0,6.0,2.0,14.0,2.0,1.0,3.0,4.0,,,1.0,,3.0,4.0,4.0,7.0,4.0,,2.0,1.0,,,,,,,39.0,1.0,,,0.625,,0.43333333333333335,,0.4375,,16.260162601626018,0.25,0.03125,0.13333333333333333,0.06382978723404255,0.05,,0.16666666666666666,,,0.06666666666666667,0.2,0.3333333333333333,0.3333333333333333,,0.5333333333333333,0.4595333333333334,0.0625,0.1111111111111111,,13.375,0.3644859813084112,1.0,,,,,4.0,,2.0,,1.0,1.0,5.0,,,1.0,7.0,,2.0,,1.0,,10.0,3.0,,5.0,1.0,,1.0,1.0,1.0,,1.0,0.14285714285714285,,0.14285714285714285,,,,0.4666666666666667,,,0.08333333333333333,0.023255813953488372,0.1111111111111111,1.0,1.0,,0.26666666666666666,0.13333333333333333,,,,0.3333333333333333,0.2,0.25,1.0,,,,,,0.3333333333333333,,,,0.2,0.596625,0.45393333333333336,,24.699999999999996,3.0,1.0,,4.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,0.75,0.75,,,2.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,1.0,,,,,1.0,0.14285714285714285,0.2,True
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,23312.0,389,91.0,773,765,227.0,173.0,96.0,1538,39.0,27.0,36.0,70.0,112,250.0,830,14.0,23.0,46.0,84.0,8.0,27.0,5.0,62.0,12.0,12.0,24.0,35.0,13.0,5.0,9.0,7.0,9.0,18.0,16.0,28.0,38.0,4.0,47.0,18.0,4.0,3.0,,5.0,3.0,,225.0,3.0,0.6,0.6176470588235294,0.625,0.6086956521739131,0.5549738219895288,0.6142857142857143,0.5857142857142857,0.6388888888888888,25.646794150731157,0.5,0.05555555555555555,0.07947019867549669,0.0653950953678474,0.04878048780487805,0.06451612903225806,0.06451612903225806,0.14814814814814814,0.6,0.20418848167539266,0.18848167539267016,0.75,0.7714285714285715,0.5555555555555556,0.6178010471204188,0.4895685863874346,0.09268292682926829,0.14285714285714285,0.184,9.560714285714287,0.2936610608020699,22.0,6.0,10.0,3.0,7.0,37.0,2.0,10.0,2.0,5.0,22.0,69.0,7.0,18.0,24.0,79.0,14.0,23.0,9.0,23.0,70.0,56.0,45.0,4.0,69.0,22.0,5.0,4.0,11.0,2.0,70.0,0.625,0.3037974683544304,0.391304347826087,0.3037974683544304,0.6086956521739131,0.5978260869565217,0.6296296296296297,0.41361256544502617,0.044642857142857144,0.10256410256410256,0.031746031746031744,0.028089887640449437,0.020618556701030927,0.5641025641025641,0.6285714285714286,0.6363636363636364,0.193717277486911,0.05235602094240838,0.2,0.2,1.0,0.3612565445026178,0.3188405797101449,0.3188405797101449,0.5909090909090909,0.2857142857142857,0.6,0.3333333333333333,0.15217391304347827,0.42857142857142855,0.10869565217391304,0.4,0.391304347826087,0.3888888888888889,0.3188405797101449,0.4948862068965518,0.47669782608695654,0.28,25.343037974683543,21.0,38.0,15.0,19.0,9.0,6.0,1.0,8.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,5.0,0.027777777777777776,,0.05263157894736842,0.02608695652173913,0.05813953488372093,0.013157894736842105,0.5675675675675675,0.5675675675675675,0.6190476190476191,11.0,12.0,3.0,27.0,,3.0,5.0,5.0,,4.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,,,,0.06896551724137931,0.05555555555555555,0.3142857142857143,0.012658227848101266,5.0,5.0,1.0,1.0,1.0,0.4166666666666667,0.45454545454545453,0.6,,1.0,4.0,1.0,,0.04395604395604396,0.02857142857142857,,,1.0,4.0,,,,True
203107,1610612764,Tomas Satoransky,Tomas Satoransky,203107,WAS,451.0,8,-8.0,14,14,1.0,1.0,1.0,28,1.0,,,1.0,1,2.0,16,1.0,1.0,2.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,6.666666666666667,,0.25,,0.1111111111111111,1.0,,,,,1.0,,,,,1.0,0.902,,,1.0,0.1,0.07142857142857142,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,1.0,,,,,,,,,,,,,,0.1111111111111111,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.902,,,,,,,,,1.0,,,,,,,,,,,,,,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
