EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,PenaltyFG2M,PtsUnassisted2s,Fg2aBlocked,Steals,LostBallSteals,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFtPoints,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LostBallTurnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,RecoveredBlocks,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SelfOReb,BadPassSteals,OffAtRimReboundPct,SelfORebPct,PtsUnassisted3s,Corner3Assists,SecondChanceTurnovers,DefCorner3ReboundPct,OffThreePtRebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceCorner3FGA,SecondChanceFG2M,PtsPutbacks,Offensive Fouls,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,on,ShortMidRangeFGM,LostBallOutOfBoundsTurnovers,BlockingFouls,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,BlockingFoulsDrawn,NonShootingFoulsDrawn,OffShortMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceFtPoints,FTOffRebounds,Charge Fouls,Charge Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,BlockedArc3,DefensiveGoaltends,Corner3PctBlocked
101112,1610612739,Channing Frye,Channing Frye,101112,CLE,1879.0,31,-21,63,61,19,23,5.0,124,1.0,2.0,1.0,3.0,1.0,1.0,4.0,9.0,3.0,5.0,2.0,5.0,5.0,10.0,19.0,90,1.0,3.0,5.0,9.0,4.0,15.0,9.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,19,1.0,1.0,1.0,0.5,0.6,0.5,0.4,0.6333333333333333,0.75,0.6333333333333333,0.75,0.6666666666666666,23.52941176470588,1.0,0.15384615384615385,0.08333333333333333,0.12,0.3333333333333333,0.2,0.09090909090909091,0.13333333333333333,0.5,0.5,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,1.0,1.0,1.0,0.6,0.4444444444444444,0.4444444444444444,1.0,0.8333333333333334,0.6,0.8,0.4444444444444444,0.48246666666666665,0.44045,0.47368421052631576,13.3,24.910000000000004,0.30158730158730157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101114,1610612739,Deron Williams,Deron Williams,101114,CLE,1321.0,22,-22,45,46,21,23,2.0,91,1.0,2.0,1.0,4.0,,,,2.0,,,2.0,7.0,,2.0,4.0,60,4.0,,,2.0,2.0,,2.0,,3.0,3.0,6.0,3.0,2.0,1.0,15.0,2.0,1.0,3.0,3.0,,,,,1.0,,,,2.0,21,0.5,0.5,,,,,0.2857142857142857,0.2222222222222222,0.25,0.2222222222222222,0.25,0.2222222222222222,19.148936170212767,,0.1,0.2222222222222222,0.15789473684210525,,,0.2222222222222222,0.2222222222222222,0.5,1.0,,0.4444444444444444,0.25,0.25,1.0,,,,,0.2222222222222222,,,,,,0.4444444444444444,,0.39713333333333334,0.39395,0.5,12.3,25.85,0.4666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.14285714285714285,0.5,0.25,0.1111111111111111,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202682,1610612739,Derrick Williams,Derrick Williams,202682,CLE,2261.0,38,-22,77,75,31,37,6.0,152,2.0,4.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,5.0,10.0,3.0,5.0,21.0,103,2.0,2.0,3.0,10.0,6.0,9.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,1.0,,2.0,3.0,3.0,2.0,3.0,,,1.0,1.0,1.0,10.0,31,0.6,0.6,1.0,0.6,0.6666666666666666,0.6,0.5,0.6333333333333333,0.8,0.65625,0.8333333333333334,0.3333333333333333,22.89156626506024,1.0,,0.06666666666666667,0.03125,,,0.07142857142857142,0.26666666666666666,0.5,0.5,1.0,0.26666666666666666,0.75,0.75,0.3333333333333333,0.06666666666666667,1.0,1.0,1.0,0.26666666666666666,0.5,0.5,1.0,0.4,0.5,0.6,0.5,0.48699,0.51326,0.47619047619047616,9.489999999999998,25.419999999999998,0.4025974025974026,,,2.0,1.0,4.0,,,,,2.0,,0.5,,,,0.13333333333333333,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.75,0.75,1.0,0.05,0.02857142857142857,0.14285714285714285,1.0,0.5,0.5,1.0,1.0,0.2,1.0,0.86265,0.0625,0.09090909090909091,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202697,1610612739,Iman Shumpert,Iman Shumpert,202697,CLE,712.0,12,-13,24,25,17,19,1.0,49,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,34,1.0,1.0,1.0,3.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,,,,3.0,17,,,1.0,1.0,1.0,1.0,,0.75,0.75,0.75,0.75,0.5,16.0,1.0,0.5,,0.2222222222222222,,1.0,,0.5,,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.454525,0.454525,1.0,2.6,24.4,0.7083333333333334,,1.0,,,,,1.0,,,,,,,,0.3333333333333333,,0.5,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,0.25,0.1111111111111111,,,,,,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612739,Richard Jefferson,Richard Jefferson,2210,CLE,1357.0,23,-10,47,43,15,18,4.0,90,3.0,3.0,,1.0,,1.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,5.0,16.0,63,1.0,1.0,2.0,5.0,4.0,3.0,4.0,3.0,,3.0,3.0,1.0,,,9.0,3.0,,3.0,3.0,1.0,1.0,1.0,2.0,3.0,,,,5.0,15,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6,0.5,0.6,0.75,0.8333333333333334,0.8333333333333334,0.8,0.8333333333333334,0.5555555555555556,21.56862745098039,1.0,,0.375,0.15789473684210525,,,0.2857142857142857,0.3333333333333333,1.0,1.0,0.6666666666666666,0.1111111111111111,,,,0.1111111111111111,,,,0.4444444444444444,0.75,0.75,0.3333333333333333,0.6666666666666666,0.5,0.8888888888888888,0.75,0.5568833333333334,0.6215333333333334,0.3125,4.85,25.080000000000002,0.3191489361702128,1.0,1.0,,1.0,2.0,,,,,2.0,,1.0,,,,,0.3333333333333333,1.0,,,,1.0,1.0,1.0,,1.0,1.0,3.0,,,,,,1.0,2.0,1.0,,1.0,1.5,1.5,,,,,,,1.0,1.0,1.0,,,0.62505,0.1,0.2,0.1875,,,,,6.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,1610612739,Dahntay Jones,Dahntay Jones,2563,CLE,1880.0,31,-11,65,62,27,36,6.0,127,3.0,6.0,1.0,1.0,,1.0,1.0,1.0,,,4.0,8.0,1.0,2.0,16.0,83,1.0,,1.0,6.0,2.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,2.0,2.0,3.0,5.0,6.0,,,1.0,2.0,6.0,1.0,,1.0,6.0,27,0.25,0.25,1.0,0.5,,0.5,0.5,0.55,0.5,0.6666666666666666,0.75,0.2,18.30985915492958,,0.21428571428571427,0.15384615384615385,0.18518518518518517,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.6,0.5,0.6,0.3333333333333333,0.1,1.0,1.0,,0.1,,,,0.1,1.0,1.0,1.0,,,0.8,1.0,0.48181499999999994,0.4402,0.375,4.0125,24.75,0.4153846153846154,,,1.0,1.0,6.0,1.0,,,,4.0,,1.0,0.125,0.16666666666666666,0.25,0.1,,,,,1.0,,,5.0,,,,,4.0,,,1.0,,,5.0,3.0,,,,,,,0.034482758620689655,,,,,,,0.5,,,0.25,0.3,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.09090909090909091,0.1111111111111111,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612739,James Jones,James Jones,2592,CLE,1679.0,28,-12,56,55,19,25,5.0,111,1.0,1.0,,,,1.0,,2.0,,1.0,1.0,2.0,,3.0,2.0,73,,,1.0,,,,2.0,,,,,,,,,2.0,1.0,3.0,4.0,,,1.0,,3.0,,,,,19,,,,,,,0.5,0.2,,0.2,,0.6,9.836065573770492,,0.07692307692307693,0.16666666666666666,0.12,,0.16666666666666666,0.18181818181818182,0.2,1.0,1.0,,,,,,0.2,,,,0.4,,,,1.0,,0.8,,0.53535,0.50445,,2.35,24.333333333333332,0.3392857142857143,,,1.0,,2.0,,,,,,,,,,,0.2,,,1.0,,,,,,1.0,,1.0,2.0,,1.0,,1.0,,,,,,,0.5,0.5,,0.07692307692307693,0.04,,,0.5,,,,,,0.70405,,,1.0,,,0.16666666666666666,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612739,Kyle Korver,Kyle Korver,2594,CLE,216.0,4,1,8,8,6,4,1.0,16,,,,,,,,,,,,,,,,9,,,,,,,,,,1.0,1.0,1.0,,,3.0,,2.0,2.0,2.0,,,,,,,,,,6,,,,,,,,,,,,,,,0.6666666666666666,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101112,1610612739,Channing Frye,Channing Frye,101112,CLE,7368.0,123,13,242,240,53,48,16.0,482,4.0,6.0,3.0,5.0,4.0,5.0,11.0,24.0,1.0,4.0,9.0,16.0,15.0,29.0,69.0,304,2.0,2.0,5.0,8.0,16.0,42.0,24.0,11.0,6.0,4.0,10.0,,5.0,1.0,24.0,10.0,9.0,19.0,19.0,,,1.0,2.0,9.0,2.0,1.0,2.0,8.0,51,0.8888888888888888,0.8888888888888888,0.9333333333333333,0.5172413793103449,0.4,0.5172413793103449,0.5625,0.7,0.5714285714285714,0.71875,0.5714285714285714,0.6444444444444445,18.91891891891892,,0.13043478260869565,0.24390243902439024,0.17272727272727273,0.1724137931034483,0.08695652173913043,0.3448275862068966,0.13333333333333333,0.6666666666666666,1.0,1.0,0.1111111111111111,0.6,0.6,1.0,0.1111111111111111,0.8,0.8,1.0,0.5333333333333333,0.4583333333333333,0.4583333333333333,0.9090909090909091,0.5714285714285714,0.25,0.7777777777777778,0.4583333333333333,0.5131044444444444,0.4792785714285714,0.11594202898550725,10.19375,25.306896551724133,0.2190082644628099,,1.0,5.0,1.0,2.0,2.0,3.0,,3.0,4.0,,0.5,0.125,0.3333333333333333,0.11764705882352941,0.1111111111111111,0.14285714285714285,,,1.0,1.0,,1.0,6.0,,,1.0,,,,,,,,7.0,2.0,2.0,,,,,,,,1.0,,1.0,,,0.14285714285714285,1.0,0.46965,0.0625,0.1111111111111111,,,3.0,,,3.0,4.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,False,2.0,1.0,1.0,1.0,1.0,0.4,0.4,0.5,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101114,1610612739,Deron Williams,Deron Williams,101114,CLE,14418.0,240,74,487,482,144,128,35.0,969,9.0,11.0,5.0,11.0,3.0,6.0,9.0,23.0,2.0,6.0,14.0,26.0,12.0,29.0,74.0,521,4.0,3.0,8.0,21.0,12.0,24.0,23.0,9.0,19.0,13.0,32.0,7.0,15.0,1.0,77.0,7.0,10.0,17.0,20.0,12.0,7.0,17.0,13.0,28.0,1.0,,1.0,19.0,140,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.41379310344827586,0.375,0.41379310344827586,0.5384615384615384,0.5818181818181818,0.625,0.6271186440677966,0.75,0.5272727272727272,14.50381679389313,0.7058823529411765,0.06451612903225806,0.07608695652173914,0.06882591093117409,0.038461538461538464,0.10869565217391304,0.05970149253731343,0.2,0.8181818181818182,0.8181818181818182,0.3333333333333333,0.2,0.45454545454545453,0.45454545454545453,0.6,0.10909090909090909,0.5,0.5,1.0,0.41818181818181815,0.391304347826087,0.391304347826087,0.5555555555555556,0.5,0.3333333333333333,0.7272727272727273,0.391304347826087,0.500178181818182,0.5326000000000001,0.28378378378378377,9.261538461538462,25.320689655172412,0.29568788501026694,3.0,3.0,4.0,3.0,16.0,,9.0,6.0,1.0,16.0,3.0,0.75,,,0.05263157894736842,0.07272727272727272,0.25,1.0,1.0,1.0,2.0,2.0,2.0,10.0,1.0,2.0,2.0,6.0,6.0,2.0,,3.0,5.0,5.0,11.0,4.0,,1.0,1.0,1.0,,0.024096385542168676,0.01694915254237288,,,0.3333333333333333,0.6666666666666666,1.0,0.5,0.16666666666666666,0.5,0.5446500000000001,0.08620689655172414,0.14285714285714285,0.08108108108108109,1.0,3.0,0.02857142857142857,0.034482758620689655,12.0,6.0,,0.12,1.0,5.0,1.0,1.0,2.0,1.0,3.0,0.010638297872340425,0.015625,,,,,1.0,,,,False,,,2.0,1.0,,,,,0.03333333333333333,3.0,2.0,1.0,3.0,1.0,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,
