EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,PtsUnassisted2s,DefTwoPtRebounds,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefTwoPtReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,BadPassTurnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,Fg2aBlocked,Corner3Assists,OffTwoPtRebounds,OffRebounds,SelfOReb,LostBallSteals,DeadBallTurnovers,Charge Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChancePointsPct,SecondChanceFtPoints,HeaveAttempts,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFGM,OffThreePtRebounds,FTDefRebounds,Offensive Fouls,2pt And 1 Free Throw Trips,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PtsPutbacks,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,OffLongMidRangeReboundPct,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangeAssists,SecondChanceAtRimPctAssisted,on,SecondChanceArc3FGM,SecondChanceArc3FGA,BadPassOutOfBoundsTurnovers,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFouls,Defensive 3 Seconds Violations,Travels,BlockingFoulsDrawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,BlockedShortMidRange,Fg3aBlocked,Charge Fouls Drawn,3pt And 1 Free Throw Trips,BlockedCorner3,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked
1626168,1610612762,Trey Lyles,Trey Lyles,1626168,UTA,570.0,10,5,19,19,8,17.0,2,38,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2,4,1.0,3.0,7,16,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.42857142857142855,38.095238095238095,1.0,0.4,0.2222222222222222,0.4,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,0.3333333333333333,0.5714285714285714,0.4703428571428571,0.4099,0.44125,8.0,25.03333333333333,0.42105263157894735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1627762,1610612762,Joel Bolomboy,Joel Bolomboy,1627762,UTA,538.0,9,8,18,18,8,16.0,2,36,2.0,3.0,,,,,,,,2,3,,,4,13,,1.0,,2.0,,,,,,,1.0,2,2,,,,,,,,8,0.5,0.5,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,15.0,,0.2,0.2222222222222222,0.2,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,1.0,0.7262000000000001,,0.8926,1.0,,0.4444444444444444,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
202714,1610612762,Shelvin Mack,Shelvin Mack,202714,UTA,1317.0,22,4,43,47,21,29.0,6,90,,,1.0,3.0,,,1.0,,2.0,1,3,1.0,3.0,7,46,,2.0,1.0,,,2.0,2.0,3.0,1.0,7.0,2.0,5,5,,,1.0,,1.0,,,21,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5,0.5,16.0,1.0,0.25,0.2777777777777778,0.25,,,,,0.5,0.3333333333333333,0.3333333333333333,,,0.16666666666666666,,,,0.3333333333333333,,0.5,0.48022500000000007,,0.4393,7.233333333333333,25.099999999999998,0.4883720930232558,,2.0,3.0,2.0,,,,,0.3,0.25,,,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.4,0.5,0.5,0.3333333333333333,1.0,0.5,0.14285714285714285,0.25,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203526,1610612762,Raul Neto,Raul Neto,203526,UTA,975.0,16,3,32,32,11,18.0,2,64,2.0,2.0,,,,,,,1.0,2,2,,1.0,6,33,,1.0,1.0,2.0,,1.0,,,,,1.0,1,1,,,1.0,,1.0,1.0,3.0,11,0.5,0.5,,,,1.0,0.6666666666666666,0.75,0.3333333333333333,15.15151515151515,1.0,0.16666666666666666,0.07142857142857142,0.16666666666666666,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,0.3333333333333333,,1.0,0.51325,,0.533725,1.7,24.6,0.34375,1.0,2.0,,1.0,,,,,,,,0.5,,,1.0,2.0,1.0,,4.0,,,,,,1.0,,2.0,,4.0,,1.0,0.5,0.6666666666666666,,,,0.5,,,,,0.6666666666666666,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203957,1610612762,Dante Exum,Dante Exum,203957,UTA,5024.0,84,-11,164,167,55,72.0,16,331,6.0,13.0,1.0,2.0,,2.0,5.0,2.0,7.0,7,15,4.0,12.0,32,193,2.0,7.0,5.0,6.0,9.0,7.0,7.0,9.0,6.0,20.0,2.0,4,6,5.0,2.0,2.0,,3.0,4.0,10.0,55,0.42857142857142855,0.42857142857142855,0.75,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.48148148148148145,0.5333333333333333,0.4444444444444444,18.23204419889503,0.6666666666666666,0.07407407407407407,0.0547945205479452,0.09090909090909091,0.48148148148148145,0.46153846153846156,0.5,0.3333333333333333,0.07407407407407407,0.5,0.5,1.0,,0.18518518518518517,0.4,0.4,1.0,0.25925925925925924,0.16666666666666666,0.9259259259259259,0.5385222222222222,0.5732833333333334,0.5093416666666667,2.5133333333333336,24.225000000000005,0.3353658536585366,5.0,8.0,2.0,8.0,,,,,0.043478260869565216,,,0.4166666666666667,2.0,,3.0,6.0,3.0,1.0,13.0,3.0,2.0,2.0,,1.0,2.0,1.0,6.0,2.0,13.0,0.2,0.42857142857142855,0.375,0.4642857142857143,0.1111111111111111,0.2857142857142857,0.2857142857142857,0.25,,0.2857142857142857,0.06896551724137931,0.11764705882352941,0.40625,2.0,4.0,1.0,1.0,0.4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.06666666666666667,0.07692307692307693,0.04,0.02631578947368421,0.08333333333333333,0.07142857142857142,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,0.5,0.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203918,1610612762,Rodney Hood,Rodney Hood,203918,UTA,2455.0,41,-23,78,78,24,47.0,6,156,1.0,2.0,1.0,4.0,3.0,,,,5.0,2,9,,5.0,5,101,,1.0,1.0,,,4.0,1.0,3.0,1.0,8.0,3.0,6,7,,,,,,2.0,6.0,24,,,,,,0.2222222222222222,0.14285714285714285,0.16666666666666666,0.35714285714285715,17.441860465116278,,0.2,0.15789473684210525,0.16666666666666666,0.14285714285714285,0.5,0.5,,0.2857142857142857,0.25,0.3333333333333333,,0.21428571428571427,,,,,0.35714285714285715,,0.5,0.42410000000000003,,0.3766,10.077777777777778,29.6,0.3076923076923077,,4.0,3.0,1.0,,,,,0.13043478260869565,,,,,,1.0,1.0,1.0,,2.0,,,2.0,2.0,,,,2.0,1.0,2.0,,1.0,0.5,0.5,0.1111111111111111,,,0.5,,,0.06666666666666667,0.1,0.4,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,0.5,0.1111111111111111,,0.037037037037037035,0.023255813953488372,,0.1,,,,,,,,0.2,1.0,1.0,0.25,0.1,0.2857142857142857,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
202330,1610612762,Gordon Hayward,Gordon Hayward,202330,UTA,2778.0,46,-23,92,99,40,53.0,11,191,1.0,4.0,3.0,5.0,7.0,,1.0,,5.0,7,16,4.0,6.0,34,130,1.0,9.0,2.0,,6.0,5.0,2.0,5.0,,13.0,,3,5,2.0,2.0,,,1.0,2.0,5.0,40,,,0.5,0.6666666666666666,0.6666666666666666,0.4375,0.5909090909090909,0.6538461538461539,0.2727272727272727,25.0,,,0.05555555555555555,,0.18181818181818182,0.25,0.3333333333333333,,0.22727272727272727,0.6,0.6,,0.3181818181818182,0.045454545454545456,,,,0.22727272727272727,,0.45454545454545453,0.43728409090909093,0.4199,0.42673181818181816,11.943750000000001,24.400000000000002,0.43478260869565216,3.0,14.0,2.0,5.0,,,,,0.08,0.09090909090909091,,0.2727272727272727,4.0,1.0,2.0,8.0,3.0,1.0,12.0,6.0,4.0,3.0,1.0,2.0,,1.0,9.0,3.0,12.0,0.5,0.3333333333333333,0.4090909090909091,0.46153846153846156,,0.8,0.8,0.18181818181818182,0.5,0.8,0.125,0.16666666666666666,0.35294117647058826,,3.0,2.0,1.0,,,,,1.0,,,,1.0,,1.0,2.0,1.0,2.0,1.0,,1.0,,,1.0,,,,,0.0625,0.25,0.03571428571428571,0.044444444444444446,0.058823529411764705,0.1,0.5,,,0.5,,,,,,,,,0.16666666666666666,,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.058823529411764705,0.09090909090909091,0.42857142857142855,0.42857142857142855,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203497,1610612762,Rudy Gobert,Rudy Gobert,203497,UTA,2647.0,44,-18,87,90,29,42.0,10,177,11.0,16.0,1.0,1.0,,,,,,12,17,,,26,114,7.0,6.0,,14.0,,,1.0,1.0,,2.0,6.0,16,23,1.0,1.0,1.0,1.0,2.0,2.0,6.0,29,0.5833333333333334,0.875,,,,0.7058823529411765,0.7058823529411765,0.6842105263157895,,21.42857142857143,0.5,0.5454545454545454,0.3888888888888889,0.5,0.9411764705882353,0.6875,0.6875,0.5454545454545454,0.058823529411764705,1.0,1.0,1.0,,,,,,,,0.9411764705882353,0.615464705882353,0.52035,0.6113,1.8529411764705883,,0.3333333333333333,6.0,10.0,8.0,9.0,3.0,3.0,3.0,1.0,0.32,0.4,0.3333333333333333,1.0,,,,2.0,3.0,,7.0,,,,,1.0,,,6.0,3.0,7.0,,0.5,0.5,0.5,0.36363636363636365,,,,,,0.16666666666666666,0.16666666666666666,0.2692307692307692,3.0,1.0,1.0,1.0,0.5,5.0,7.0,,,,5.0,,,11.0,,,6.0,7.0,,,1.0,,,1.0,,0.7142857142857143,0.7142857142857143,0.6875,,,0.2608695652173913,0.16279069767441862,0.07692307692307693,,,1.0,0.7142857142857143,,,,,0.4230769230769231,1.0,,,0.4,,0.6666666666666666,,1.0,2.0,,2.0,0.6666666666666666,0.05,0.07692307692307693,,,8.0,1.0,1.0,1.0,0.6,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
201588,1610612762,George Hill,George Hill,201588,UTA,1295.0,22,2,42,42,4,,3,84,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,5,8,1.0,3.0,15,41,,1.0,1.0,6.0,3.0,1.0,2.0,3.0,2.0,7.0,1.0,3,3,,,3.0,1.0,4.0,1.0,1.0,4,0.6,0.6,1.0,0.3333333333333333,0.3333333333333333,0.625,0.5909090909090909,0.625,0.2727272727272727,35.55555555555556,0.75,0.1111111111111111,0.15,0.16666666666666666,0.09090909090909091,1.0,1.0,1.0,0.5454545454545454,0.5,0.5,0.3333333333333333,0.09090909090909091,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,0.5,0.36363636363636365,0.4735227272727272,,0.493725,8.162500000000001,24.3,0.09523809523809523,,4.0,2.0,3.0,,,,,0.18181818181818182,0.16666666666666666,,,,,,2.0,,1.0,3.0,,,1.0,1.0,,2.0,1.0,3.0,,3.0,1.0,,0.75,0.75,0.25,,,,,,0.08333333333333333,,0.2,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,0.25,,,True,,,,,,,,,,,,,,,,,,,,,,,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,1818.0,30,-1,58,58,18,14.0,4,116,4.0,6.0,,1.0,2.0,,,,,4,9,,,12,66,,1.0,,8.0,,,1.0,1.0,,2.0,2.0,6,7,2.0,,,,,1.0,1.0,18,1.0,1.0,,,,0.4444444444444444,0.4444444444444444,0.5,,19.35483870967742,,0.18181818181818182,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.1111111111111111,,,,0.2222222222222222,,,,,,,0.6666666666666666,0.5746111111111111,,0.4794,6.455555555555555,,0.3103448275862069,1.0,,4.0,3.0,1.0,1.0,1.0,1.0,0.25,0.2857142857142857,1.0,1.0,,,,4.0,1.0,,2.0,,,,,,,,6.0,3.0,2.0,,1.0,1.0,1.0,0.5,,,,,,0.25,0.25,0.16666666666666666,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,0.047619047619047616,0.041666666666666664,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,
