EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyArc3FGM,Offensive Fouls Drawn,BlockedShortMidRange,OffCorner3ReboundPct,ShortMidRangePctAssisted,PenaltyArc3Accuracy,PtsPutbacks,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTDefRebounds,Charge Fouls Drawn,DefFTReboundPct,HeaveAttempts,Technical Free Throw Trips,ShortMidRangePctBlocked,on,SecondChanceArc3FGM,SecondChanceArc3Accuracy,Charge Fouls,SecondChanceArc3PctAssisted,Clear Path Fouls,3pt And 1 Free Throw Trips
1626150,1610612763,Andrew Harrison,Andrew Harrison,1626150,MEM,3253.0,54.0,-36.0,94.0,95.0,33.0,38.0,9.0,189.0,1.0,3.0,1.0,2.0,2.0,3.0,6.0,1.0,3.0,5.0,3.0,6.0,4.0,19.0,142.0,1.0,1.0,4.0,4.0,4.0,2.0,9.0,6.0,3.0,7.0,2.0,9.0,2.0,4.0,3.0,20.0,1.0,3.0,2.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,5.0,8.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,32.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.6,0.6818181818181818,0.7307692307692307,0.6666666666666666,0.5454545454545454,13.592233009708737,1.0,0.1,0.038461538461538464,0.16666666666666666,0.13157894736842105,0.025,0.1,0.25,0.1,0.16666666666666666,0.16666666666666666,0.2,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.18181818181818182,1.0,1.0,0.5,0.5454545454545454,0.5,0.5,1.0,1.0,1.0,0.8181818181818182,0.5,0.5420181818181818,0.552,0.52455,0.21052631578947367,8.24,26.05,0.35106382978723405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1627735,1610612763,Wade Baldwin IV,Wade Baldwin IV,1627735,MEM,70.0,1.0,-2.0,2.0,2.0,2.0,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1627738,1610612763,Deyonta Davis,Deyonta Davis,1627738,MEM,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1627782,1610612763,Wayne Selden,Wayne Selden,1627782,MEM,59.0,1.0,-3.0,1.0,2.0,1.0,,,3.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203516,1610612763,James Ennis III,James Ennis III,203516,MEM,9521.0,159.0,-59.0,279.0,274.0,59.0,68.0,29.0,553.0,8.0,15.0,2.0,,2.0,1.0,6.0,2.0,10.0,19.0,6.0,19.0,12.0,50.0,348.0,2.0,4.0,2.0,7.0,10.0,10.0,15.0,6.0,1.0,2.0,5.0,7.0,4.0,,,19.0,6.0,7.0,10.0,17.0,8.0,25.0,,4.0,2.0,7.0,6.0,20.0,10.0,14.0,,2.0,2.0,2.0,2.0,7.0,58.0,,0.5,0.5,0.8333333333333334,0.3157894736842105,0.3157894736842105,0.5263157894736842,0.5,0.5681818181818182,0.5,0.5,16.346153846153847,0.5714285714285714,0.11494252873563218,0.06593406593406594,0.15555555555555556,0.12878787878787878,0.057971014492753624,0.08571428571428572,0.03225806451612903,0.1,0.07142857142857142,0.29411764705882354,,1.0,0.39473684210526316,0.5333333333333333,0.5714285714285714,0.625,0.05263157894736842,,,,0.15789473684210525,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.8947368421052632,0.16666666666666666,0.5740223684210526,0.44495,0.5475083333333334,0.14,3.3736842105263154,23.826315789473682,0.2114695340501792,1.0,1.0,2.0,2.0,2.0,5.0,13.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,9.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,8.0,4.0,0.5,0.25,0.5,0.5,0.6666666666666666,0.4166666666666667,0.6428571428571429,0.05263157894736842,0.06666666666666667,0.0425531914893617,0.05405405405405406,0.05263157894736842,0.05714285714285714,0.23076923076923078,0.05263157894736842,1.0,1.0,0.34210526315789475,0.38461538461538464,0.38461538461538464,0.8,0.5,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,0.18181818181818182,0.32,0.18,,,,,,,,,,,,,,,,,True,,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,8312.0,139.0,-49.0,243.0,240.0,47.0,56.0,25.0,483.0,3.0,7.0,,8.0,11.0,2.0,5.0,1.0,17.0,40.0,3.0,6.0,15.0,58.0,309.0,1.0,1.0,7.0,18.0,20.0,14.0,9.0,5.0,2.0,6.0,9.0,15.0,5.0,3.0,1.0,39.0,1.0,9.0,8.0,17.0,3.0,20.0,1.0,3.0,2.0,7.0,8.0,13.0,16.0,16.0,,2.0,1.0,2.0,,18.0,46.0,,0.5882352941176471,0.5882352941176471,1.0,0.5,0.5,0.425,0.4673913043478261,0.5471698113207547,0.8181818181818182,0.13043478260869565,22.22222222222222,0.42857142857142855,0.1038961038961039,0.013888888888888888,0.24324324324324326,0.14912280701754385,0.02654867256637168,,0.07142857142857142,0.19230769230769232,0.3333333333333333,0.125,0.041666666666666664,,0.15217391304347827,0.42857142857142855,0.5,1.0,0.2391304347826087,0.7272727272727273,0.7272727272727273,0.625,0.10869565217391304,0.4,0.4,1.0,,0.125,0.2826086956521739,0.4,0.4391173913043479,0.3843,0.4947875,0.3103448275862069,10.1725,25.983333333333334,0.1934156378600823,,1.0,3.0,6.0,22.0,1.0,1.0,,,,,,,,,,,4.0,7.0,1.0,,1.0,4.0,2.0,2.0,,,,2.0,4.0,1.0,1.0,1.0,1.0,,,1.0,,2.0,9.0,1.0,,1.0,,0.5714285714285714,,0.6875,,0.025,0.14285714285714285,0.04878048780487805,0.03333333333333333,,0.03225806451612903,0.043478260869565216,0.4782608695652174,0.2727272727272727,0.2727272727272727,0.021739130434782608,1.0,1.0,1.0,,,,,,,0.375,0.3333333333333333,,,0.16981132075471697,0.19148936170212766,,1.0,1.0,1.0,0.1,0.3333333333333333,1.0,,,,,,,,,,,True,,,,,,
1713,1610612763,Vince Carter,Vince Carter,1713,MEM,6711.0,112.0,-60.0,194.0,192.0,38.0,31.0,20.0,386.0,5.0,8.0,3.0,2.0,3.0,6.0,12.0,2.0,9.0,15.0,6.0,14.0,5.0,41.0,252.0,4.0,2.0,,12.0,8.0,10.0,18.0,12.0,6.0,3.0,1.0,4.0,,2.0,1.0,9.0,2.0,2.0,6.0,8.0,2.0,10.0,1.0,3.0,1.0,6.0,2.0,7.0,7.0,5.0,,,,,,12.0,38.0,,0.4444444444444444,0.5714285714285714,1.0,0.42857142857142855,0.42857142857142855,0.6,0.6206896551724138,0.6612903225806451,1.2,0.4827586206896552,17.050691244239633,0.5,0.09836065573770492,0.03076923076923077,0.07142857142857142,0.0898876404494382,0.020202020202020204,0.038461538461538464,,0.1,0.05555555555555555,0.1,0.07692307692307693,,0.27586206896551724,0.625,0.7142857142857143,0.4,0.10344827586206896,0.6666666666666666,0.6666666666666666,0.5,0.41379310344827586,0.5,0.5,1.0,0.75,0.4,0.7586206896551724,0.5,0.5317827586206897,0.624,0.53986,0.2926829268292683,6.146666666666666,25.371428571428574,0.1958762886597938,2.0,1.0,1.0,2.0,4.0,,2.0,,,,,,2.0,,,,4.0,3.0,3.0,2.0,,1.0,1.0,,,,,,2.0,3.0,,2.0,,1.0,,,1.0,,,1.0,,,1.0,0.5,1.0,0.5,1.2,0.5,0.06666666666666667,0.125,,0.04,,,0.19047619047619047,0.13793103448275862,0.5,0.5,0.06896551724137931,,,,0.6666666666666666,,,,,,0.2,1.0,,,0.06451612903225806,0.0625,0.0975609756097561,2.0,1.0,,,0.5,1.0,4.0,1.0,1.0,0.06666666666666667,,,,,,,True,,,,,,
203210,1610612763,JaMychal Green,JaMychal Green,203210,MEM,2692.0,45.0,-20.0,77.0,80.0,26.0,27.0,5.0,157.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,8.0,3.0,3.0,1.0,20.0,113.0,1.0,2.0,,8.0,6.0,4.0,9.0,2.0,2.0,,1.0,1.0,1.0,,,3.0,1.0,3.0,,5.0,1.0,6.0,,1.0,,1.0,5.0,9.0,2.0,1.0,,,,,,8.0,25.0,,0.6,0.75,1.0,1.0,1.0,0.625,0.8636363636363636,0.9090909090909091,0.6666666666666666,0.2727272727272727,14.457831325301205,1.0,,0.043478260869565216,0.2,0.07894736842105263,0.03125,0.1,,,0.3,,,,0.45454545454545453,0.8,0.8,0.5,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,1.0,1.0,1.0,1.0,0.3333333333333333,0.7272727272727273,1.0,0.5444318181818182,0.5729,0.5236916666666667,0.4,6.8875,24.233333333333334,0.33766233766233766,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,1.0,,,,2.0,1.0,4.0,2.0,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,1.0,1.0,0.25,1.0,0.6666666666666666,1.0,,,,,,,,0.09090909090909091,,,0.09090909090909091,1.0,1.0,1.0,1.0,,,,,,0.3333333333333333,0.5,,,0.09090909090909091,0.125,0.1,2.0,,,,,1.0,2.0,,,,2.0,1.0,1.0,,,,True,,,,,,
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,7149.0,119.0,-17.0,212.0,203.0,38.0,45.0,26.0,415.0,8.0,15.0,,,4.0,6.0,20.0,7.0,15.0,33.0,7.0,22.0,12.0,63.0,233.0,2.0,7.0,4.0,18.0,6.0,24.0,12.0,19.0,6.0,15.0,5.0,20.0,4.0,7.0,5.0,45.0,1.0,3.0,9.0,12.0,1.0,13.0,1.0,5.0,4.0,9.0,2.0,5.0,13.0,16.0,1.0,3.0,2.0,3.0,1.0,18.0,37.0,1.0,0.2,0.2,0.5714285714285714,0.3181818181818182,0.3333333333333333,0.45454545454545453,0.4636363636363636,0.5163934426229508,0.6428571428571429,0.4,28.925619834710744,0.5555555555555556,0.1232876712328767,0.0136986301369863,0.08823529411764706,0.11214953271028037,0.008928571428571428,0.037037037037037035,0.07142857142857142,0.21739130434782608,0.13636363636363635,,0.03225806451612903,0.3333333333333333,0.2727272727272727,0.5333333333333333,0.5714285714285714,0.125,0.07272727272727272,,,,0.36363636363636365,0.3,0.3,0.5,,0.5833333333333334,0.6727272727272727,0.3157894736842105,0.4984685185185185,0.44977500000000004,0.47779583333333336,0.2857142857142857,6.909090909090909,26.527272727272727,0.1792452830188679,,2.0,2.0,7.0,14.0,1.0,2.0,,,,,3.0,1.0,,3.0,1.0,3.0,4.0,5.0,2.0,9.0,1.0,1.0,3.0,,5.0,5.0,,1.0,4.0,2.0,1.0,,3.0,,,1.0,,1.0,4.0,,,0.2857142857142857,0.5,0.8,0.2,0.5833333333333334,0.25,0.030303030303030304,0.06666666666666667,,,,,0.09090909090909091,0.2545454545454545,0.5,0.5,0.03636363636363636,0.5,0.5,1.0,,,,,,0.6,0.16666666666666666,1.0,,,0.1,0.1111111111111111,0.047619047619047616,2.0,,1.0,,0.2857142857142857,0.2857142857142857,,1.0,2.0,0.08333333333333333,,,,1.0,1.0,,True,,,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,7110.0,118.0,-39.0,211.0,203.0,35.0,44.0,21.0,414.0,10.0,20.0,7.0,3.0,12.0,,3.0,,15.0,43.0,,3.0,1.0,31.0,243.0,8.0,,,2.0,12.0,18.0,,3.0,,2.0,2.0,4.0,2.0,2.0,,10.0,4.0,8.0,17.0,25.0,8.0,33.0,2.0,1.0,,5.0,5.0,8.0,6.0,2.0,,1.0,1.0,1.0,1.0,2.0,35.0,,0.4,0.46153846153846156,,,,0.3488372093023256,0.32608695652173914,0.32978723404255317,0.25,0.06521739130434782,22.033898305084747,0.2,0.25,0.05405405405405406,0.25,0.25,0.07142857142857142,0.15384615384615385,0.3076923076923077,0.18181818181818182,0.21052631578947367,0.3076923076923077,0.08695652173913043,1.0,0.43478260869565216,0.5,0.5882352941176471,0.4,0.2608695652173913,0.25,0.25,0.6666666666666666,0.06521739130434782,,,,0.875,,0.5,,0.46605869565217384,0.55894,0.45562499999999995,0.06451612903225806,8.013953488372094,25.433333333333334,0.16587677725118483,3.0,1.0,1.0,2.0,11.0,,,,,,,,3.0,,,1.0,7.0,1.0,4.0,,,7.0,,,4.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,0.375,0.25,0.375,0.25,0.3888888888888889,0.16279069767441862,0.15,0.10526315789473684,,,0.13333333333333333,0.25,0.2391304347826087,0.18181818181818182,0.2857142857142857,,,,,0.42857142857142855,,,,,,0.25,1.0,,,0.02127659574468085,0.022727272727272728,0.22580645161290322,,,,,,,4.0,3.0,,,,,,,,0.36363636363636365,True,,,,,,
