EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,Corner3FGA,FG2M,FG2A,FtPoints,PtsAssisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,BlockingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,AtRimAssists,LongMidRangeAssists,DefThreePtRebounds,FTDefRebounds,ShootingFouls,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,SecondChanceAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallTurnovers,Offensive Fouls Drawn,BlockingFoulsDrawn,DefensiveGoaltends,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceCorner3Frequency,SecondChancePointsPct,SecondChanceFG2M,FTOffRebounds,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls,PtsPutbacks,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,on,PtsUnassisted3s,BlockedShortMidRange,BlockedLongMidRange,Defensive 3 Seconds Violations,Technical Free Throw Trips
1626173,1610612749,Rashad Vaughn,Rashad Vaughn,1626173,MIL,258.0,4,-3.0,9,8,4.0,8,17,1.0,1.0,1.0,1.0,3.0,10,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.5,1.5,1.0,11.11111111111111,1.0,1.0,1.0,1.0,1.0,1.0,0.4344,27.5,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1627748,1610612749,Thon Maker,Thon Maker,1627748,MIL,1545.0,26,-8.0,49,52,19.0,32,101,,,,1.0,4.0,58,,,,19.0,,,,0.5,0.5,0.5,11.76470588235294,,,,,1.0,,0.718375,24.1,0.3877551020408163,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.05,0.16666666666666666,1.0,0.5,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,3238.0,54,-8.0,95,98,46.0,46,193,1.0,5.0,3.0,8.0,19.0,94,9.0,5.0,1.0,46.0,1.0,0.375,0.375,0.3958333333333333,0.3958333333333333,0.3333333333333333,23.80952380952381,0.20833333333333334,0.2,0.2,1.0,0.75,0.2,0.48847916666666663,24.787500000000005,0.4842105263157895,9.0,3.0,10.0,3.0,5.0,16.0,,4.0,1.0,3.0,1.0,7.0,3.0,6.0,6.0,1.0,1.0,1.0,,,4.0,2.0,,,,,,1.0,1.0,,1.0,,1.0,,0.4,0.4,0.3125,1.0,0.1111111111111111,0.09803921568627451,0.2222222222222222,,0.4166666666666667,0.3,0.3333333333333333,0.3333333333333333,0.125,,,5.35625,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,5.0,5.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,0.2,0.25,0.2777777777777778,0.2777777777777778,0.0625,0.1,1.0,0.08333333333333333,0.09090909090909091,0.07142857142857142,0.1,0.16666666666666666,0.25,0.25,1.0,0.08333333333333333,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,0.2222222222222222,0.5,0.1111111111111111,0.4444444444444444,0.25,0.48003333333333337,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201563,1610612749,Michael Beasley,Michael Beasley,201563,MIL,2416.0,40,11.0,77,74,23.0,14,151,2.0,3.0,2.0,4.0,14.0,60,6.0,3.0,2.0,23.0,1.0,0.5,0.5,0.4117647058823529,0.3888888888888889,0.23529411764705882,22.727272727272727,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.5294117647058824,0.6666666666666666,0.47148823529411765,24.9,0.2987012987012987,7.0,1.0,5.0,1.0,4.0,13.0,,6.0,,1.0,,2.0,6.0,7.0,9.0,2.0,1.0,2.0,,2.0,7.0,3.0,,2.0,1.0,,,,,,,,,,0.75,0.75,0.3076923076923077,1.0,0.20689655172413793,0.15384615384615385,0.14285714285714285,,0.29411764705882354,0.2,0.5,1.0,0.058823529411764705,0.05555555555555555,0.07142857142857142,7.961538461538462,,,1.0,5.0,2.0,3.0,,,1.0,2.0,,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,,,1.0,4.0,3.0,0.5,,0.375,0.375,0.3076923076923077,0.6,0.5,,0.3333333333333333,,,0.29411764705882354,0.2,0.25,1.0,0.17647058823529413,0.6666666666666666,0.6666666666666666,,,,,,,0.5,0.5,0.438825,0.21428571428571427,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.06451612903225806,0.05263157894736842,0.15384615384615385,0.16666666666666666,0.16666666666666666,0.5,1.0,0.6319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203521,1610612749,Matthew Dellavedova,Matthew Dellavedova,203521,MIL,9514.0,159,3.0,294,289,123.0,90,583,6.0,15.0,6.0,16.0,46.0,291,18.0,15.0,6.0,123.0,1.0,0.375,0.375,0.4634146341463415,0.5,0.3902439024390244,15.963855421686748,0.36585365853658536,0.4,0.4,1.0,0.43902439024390244,0.4,0.43967804878048783,26.056249999999995,0.41836734693877553,27.0,2.0,2.0,1.0,10.0,25.0,8.0,4.0,4.0,12.0,3.0,28.0,6.0,11.0,12.0,3.0,1.0,7.0,4.0,,5.0,12.0,,10.0,4.0,1.0,,,,,,,1.0,1.0,0.2,0.2,0.4,0.42857142857142855,0.07407407407407407,0.08870967741935484,0.08571428571428572,,0.04878048780487805,1.0,1.0,,0.024390243902439025,0.08888888888888889,0.13793103448275862,10.124,,,3.0,16.0,5.0,7.0,,,1.0,6.0,2.0,7.0,1.0,6.0,11.0,16.0,2.0,8.0,3.0,3.0,5.0,,,11.0,0.16666666666666666,0.2857142857142857,0.2692307692307692,0.34375,0.08,,,0.11627906976744186,0.034482758620689655,0.13043478260869565,0.1,0.3902439024390244,0.1875,0.21428571428571427,,0.17073170731707318,0.7142857142857143,0.7142857142857143,,,,,,,0.46153846153846156,0.16666666666666666,0.45540384615384616,0.2391304347826087,,1.0,,1.0,,1.0,,2.0,3.0,1.0,,0.125,,0.0070921985815602835,,0.11764705882352941,,0.4,,0.478525,1.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.375,0.02564102564102564,0.03571428571428571,0.5,0.06521739130434782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1891,1610612749,Jason Terry,Jason Terry,1891,MIL,3489.0,58,2.0,110,107,25.0,16,217,2.0,7.0,2.0,10.0,13.0,107,6.0,7.0,2.0,25.0,1.0,0.2,0.2,0.35294117647058826,0.38235294117647056,0.5882352941176471,14.0625,0.4117647058823529,0.2857142857142857,0.2857142857142857,1.0,0.6470588235294118,0.2857142857142857,0.4909823529411765,25.68,0.22727272727272727,10.0,,1.0,3.0,3.0,7.0,1.0,4.0,2.0,4.0,2.0,10.0,3.0,5.0,7.0,1.0,1.0,1.0,,,5.0,2.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,0.6666666666666666,0.6666666666666666,0.42857142857142855,1.0,0.07894736842105263,0.07692307692307693,,1.0,0.058823529411764705,,,,0.17647058823529413,0.058823529411764705,0.14285714285714285,10.557142857142859,,,3.0,4.0,,2.0,,,2.0,5.0,,,2.0,5.0,6.0,2.0,,2.0,2.0,,1.0,1.0,2.0,6.0,0.4,,0.6,0.6,,,0.2,0.07142857142857142,0.25,,0.16666666666666666,0.23529411764705882,0.75,0.75,0.6666666666666666,0.11764705882352941,,,,,,,,,1.0,0.4,0.47838,0.46153846153846156,,1.0,,2.0,,1.0,1.0,,,,,,,0.017543859649122806,,,,,,0.475825,1.0,1.0,,2.0,,,,1.0,,,,,,,,0.5,0.06666666666666667,0.1,0.5,0.15384615384615385,1.0,1.0,1.0,1.0,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203503,1610612749,Tony Snell,Tony Snell,203503,MIL,4015.0,67,2.0,128,125,75.0,56,253,,4.0,1.0,8.0,9.0,132,3.0,4.0,,75.0,1.0,0.125,0.125,0.34615384615384615,0.34615384615384615,0.6153846153846154,9.79020979020979,0.3076923076923077,,,,0.9230769230769231,,0.5680208333333333,24.3875,0.5859375,12.0,3.0,4.0,4.0,3.0,5.0,,4.0,1.0,3.0,,7.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,,,,,,,,,,,,1.0,,0.6666666666666666,0.6666666666666666,0.6,1.0,,0.044444444444444446,,,0.3076923076923077,0.75,1.0,0.6666666666666666,0.3076923076923077,,,3.8600000000000003,1.0,2.0,,,,1.0,1.0,2.0,,3.0,1.0,3.0,1.0,5.0,5.0,2.0,1.0,2.0,2.0,,2.0,,5.0,5.0,0.2,0.3333333333333333,0.3125,0.3125,0.2,0.25,,0.14285714285714285,,0.16666666666666666,0.125,,,,,0.07692307692307693,,,0.25,0.25,1.0,0.25,0.5,0.25,0.375,,0.5863928571428572,0.5555555555555556,,,,,,1.0,,,,,,,,,,,,,,0.5046,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,
201150,1610612749,Spencer Hawes,Spencer Hawes,201150,MIL,347.0,6,-4.0,10,9,6.0,5,19,1.0,1.0,1.0,1.0,3.0,10,3.0,1.0,1.0,6.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,27.272727272727273,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.4738166666666667,27.3,0.6,1.0,,2.0,,,2.0,,,,,,,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,0.25,,,0.6666666666666666,,,,,,,2.6,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,0.5,0.5,,0.5,,1.0,,,,,,,,,,,,1.0,,,,,0.3729,,1.0,1.0,1.0,1.0,,,,,,,,,0.14285714285714285,0.14285714285714285,0.3333333333333333,,,,1.0,0.5243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,6906.0,115,14.0,214,211,103.0,70,425,2.0,4.0,4.0,7.0,50.0,207,12.0,4.0,2.0,103.0,1.0,0.5714285714285714,0.5714285714285714,0.5135135135135135,0.5681818181818182,0.1891891891891892,20.168067226890756,0.10810810810810811,0.5,0.5,1.0,0.32432432432432434,0.5,0.45009594594594604,24.957142857142856,0.48130841121495327,18.0,4.0,5.0,3.0,13.0,30.0,12.0,8.0,8.0,21.0,5.0,50.0,7.0,11.0,11.0,2.0,1.0,4.0,4.0,,8.0,13.0,,16.0,3.0,3.0,,,,,,,,3.0,0.3076923076923077,0.3076923076923077,0.43333333333333335,0.5,0.1346153846153846,0.13414634146341464,0.08333333333333333,,0.13513513513513514,0.8,1.0,0.5,0.08108108108108109,0.12195121951219512,0.09090909090909091,12.480000000000002,3.0,3.0,4.0,7.0,5.0,18.0,2.0,3.0,1.0,3.0,7.0,14.0,3.0,6.0,34.0,18.0,2.0,13.0,12.0,1.0,4.0,,7.0,34.0,0.5,0.5,0.575,0.6538461538461539,0.06666666666666667,0.2,,0.13333333333333333,0.15,0.125,0.14285714285714285,0.1891891891891892,0.5714285714285714,0.5714285714285714,0.25,0.4864864864864865,0.2777777777777778,0.29411764705882354,0.6666666666666666,0.6666666666666666,1.0,0.15,1.0,0.15,0.15,0.3333333333333333,0.4774425,0.68,1.0,3.0,,,,8.0,6.0,1.0,,1.0,,,,,,0.25,,0.2,0.25,0.4591,1.0,1.0,,5.0,11.0,3.0,,,2.0,1.0,2.0,,,,,0.625,,,0.25,0.1,1.0,,,0.3333333333333333,0.625,,2.0,,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.05555555555555555,1.0,1.0,1.0,1.0,0.25,,,,,,,,True,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,7182.0,120,8.0,218,214,84.0,60,432,2.0,5.0,3.0,6.0,73.0,213,9.0,5.0,2.0,84.0,1.0,0.5,0.5,0.5784313725490197,0.5703125,0.11764705882352941,29.08366533864542,0.09803921568627451,0.4,0.4,1.0,0.6666666666666666,0.4,0.5271470588235294,25.5,0.3853211009174312,22.0,17.0,28.0,1.0,25.0,45.0,14.0,24.0,3.0,9.0,2.0,21.0,10.0,21.0,25.0,5.0,3.0,9.0,3.0,2.0,13.0,23.0,1.0,29.0,14.0,2.0,5.0,,,5.0,5.0,1.0,4.0,2.0,0.48,0.48,0.5555555555555556,0.5555555555555556,0.17543859649122806,0.2247191011235955,0.09090909090909091,0.2,0.5490196078431373,0.6071428571428571,0.68,0.5294117647058824,0.0196078431372549,0.22580645161290322,0.25,5.528888888888889,6.0,9.0,3.0,9.0,5.0,8.0,1.0,,2.0,4.0,8.0,15.0,2.0,4.0,30.0,26.0,4.0,6.0,2.0,1.0,10.0,1.0,4.0,30.0,0.5,0.5333333333333333,0.5789473684210527,0.5357142857142857,0.08888888888888889,0.10714285714285714,0.16666666666666666,0.3125,0.3181818181818182,0.3157894736842105,0.3076923076923077,0.17647058823529413,0.3333333333333333,0.375,,0.1568627450980392,0.625,0.625,1.0,1.0,1.0,0.47368421052631576,0.6666666666666666,,0.21052631578947367,0.5,0.4827105263157896,0.410958904109589,3.0,5.0,2.0,4.0,1.0,8.0,7.0,2.0,,3.0,,0.1111111111111111,0.02631578947368421,0.02830188679245283,0.06451612903225806,0.07692307692307693,0.058823529411764705,0.6,0.5,0.44645999999999997,,1.0,1.0,3.0,8.0,1.0,3.0,1.0,1.0,1.0,4.0,,2.0,1.0,1.0,0.21428571428571427,0.03333333333333333,0.043478260869565216,,0.0410958904109589,1.0,1.0,3.0,0.2,0.16666666666666666,0.06666666666666667,,1.0,0.16666666666666666,,,,,,,,,,,,,,,2.0,,,,,,,True,,,,,
