EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,SecondChanceArc3FGM,FtPoints,SecondChanceFG3M,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,ShortMidRangeAssists,OffThreePtRebounds,OffRebounds,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyCorner3FGM,OffTwoPtRebounds,FTDefRebounds,DefFTReboundPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,PenaltyCorner3Accuracy,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFG2A,PenaltyFtPoints,SelfOReb,LostBallOutOfBoundsTurnovers,BlockingFouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,FTOffRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedAtRim,SecondChanceFg2Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Travels,Charge Fouls Drawn,DefensiveGoaltends,SecondChanceAtRimPctAssisted,ShortMidRangePctBlocked,Arc3PctBlocked,HeaveAttempts,on,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,Charge Fouls,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedCorner3,3SecondViolations
101112,1610612739,Channing Frye,Channing Frye,101112,CLE,3171.0,53,-12,105,105,26,43,7,210,2.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,5.0,14.0,1.0,2.0,5.0,5.0,10.0,6.0,15.0,28.0,137,1.0,1.0,2.0,2.0,5.0,8.0,10.0,18.0,14.0,5.0,5.0,2.0,7.0,1.0,1.0,4.0,1.0,16.0,3.0,4.0,7,7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,26,1.0,1.0,1.0,0.4,0.4,0.4,0.5,0.5,0.56,0.5714285714285714,0.56,0.5714285714285714,0.6,23.21428571428571,1.0,0.14285714285714285,0.16666666666666666,0.15217391304347827,0.36363636363636365,0.23076923076923078,0.08,1.0,1.0,1.0,0.08,0.5,0.5,1.0,0.24,0.3333333333333333,0.3333333333333333,1.0,0.04,1.0,1.0,1.0,0.56,0.35714285714285715,0.35714285714285715,1.0,1.0,0.7142857142857143,0.4,0.68,0.35714285714285715,0.475878,0.46965,0.43102142857142856,0.2857142857142857,14.030000000000001,25.08,0.24761904761904763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
101114,1610612739,Deron Williams,Deron Williams,101114,CLE,4792.0,80,7,163,162,62,72,13,325,3.0,4.0,,4.0,1.0,6.0,,1.0,3.0,9.0,1.0,,3.0,4.0,14.0,3.0,10.0,19.0,173,1.0,,3.0,,4.0,,6.0,3.0,9.0,3.0,8.0,4.0,12.0,3.0,1.0,4.0,2.0,28.0,2.0,3.0,5,6,3.0,,5.0,3.0,6.0,3.0,8.0,1.0,,62,0.75,0.75,0.3333333333333333,0.3,,0.3,0.2857142857142857,,0.3541666666666667,,0.38,,0.4166666666666667,17.415730337078653,0.8333333333333334,0.058823529411764705,0.06060606060606061,0.05952380952380952,,0.037037037037037035,0.16666666666666666,0.75,0.75,0.6666666666666666,0.16666666666666666,,,,0.25,0.16666666666666666,0.16666666666666666,1.0,0.041666666666666664,,,,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,,0.5833333333333334,0.3333333333333333,0.46903958333333334,,0.4405714285714285,,10.171428571428573,25.369999999999997,0.3803680981595092,1.0,1.0,2.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.5,1.5,0.030303030303030304,0.015151515151515152,0.05263157894736842,0.05263157894736842,0.125,0.16666666666666666,1.0,0.14285714285714285,0.04,0.06666666666666667,0.15789473684210525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
202682,1610612739,Derrick Williams,Derrick Williams,202682,CLE,1357.0,23,-10,47,43,15,18,4,90,1.0,2.0,,1.0,2.0,3.0,1.0,1.0,,1.0,,,,3.0,6.0,1.0,2.0,9.0,63,,,,1.0,1.0,3.0,4.0,3.0,1.0,,2.0,1.0,3.0,1.0,,1.0,1.0,7.0,,,1,2,,,1.0,1.0,1.0,,,,3.0,15,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.5,0.5,,0.5625,1.5,0.5625,1.5,0.25,17.647058823529413,1.0,,,,,,0.25,0.5,0.5,1.0,0.125,,,,0.375,0.6666666666666666,0.6666666666666666,0.5,0.125,1.0,1.0,1.0,0.125,,,,,,,0.5,,0.4386125,,0.55065,0.3333333333333333,10.35,24.75,0.3191489361702128,1.0,,,,,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,0.043478260869565216,,,,,,1.0,,,,1.0,1.0,1.0,1.0,0.07142857142857142,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
202697,1610612739,Iman Shumpert,Iman Shumpert,202697,CLE,3952.0,66,-9,134,139,44,74,10,273,2.0,5.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,3.0,,,1.0,6.0,13.0,2.0,4.0,24.0,156,,1.0,4.0,,1.0,7.0,6.0,6.0,3.0,1.0,3.0,3.0,6.0,3.0,,3.0,,15.0,3.0,8.0,13,15,3.0,2.0,1.0,1.0,2.0,3.0,10.0,,7.0,44,0.5,0.5,1.0,0.5,,0.5,0.46153846153846156,0.25,0.5294117647058824,0.2,0.5714285714285714,0.3888888888888889,0.23529411764705882,15.862068965517242,0.5,0.1702127659574468,0.10344827586206896,0.14473684210526316,0.23076923076923078,0.08695652173913043,0.29411764705882354,0.4,0.4,0.5,0.058823529411764705,1.0,1.0,1.0,0.4117647058823529,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.058823529411764705,1.0,1.0,1.0,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,,0.2,,0.5294117647058824,0.3333333333333333,0.48082352941176476,0.559,0.42047999999999996,0.2916666666666667,11.0,24.975,0.3283582089552239,,,6.0,,,6.0,,,,2.0,1.0,1.0,,,1.0,8.0,3.0,,9.0,1.0,4.0,,,,,0.03571428571428571,,0.1111111111111111,0.1875,0.16666666666666666,,,0.058823529411764705,0.07692307692307693,,,2.0,2.0,0.6666666666666666,0.08695652173913043,,,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,0.25,0.2222222222222222,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2210,1610612739,Richard Jefferson,Richard Jefferson,2210,CLE,10709.0,178,-14,362,367,133,178,39,729,9.0,12.0,1.0,4.0,1.0,3.0,1.0,10.0,4.0,9.0,1.0,2.0,5.0,11.0,19.0,5.0,19.0,55.0,431,3.0,5.0,7.0,2.0,5.0,26.0,16.0,9.0,9.0,4.0,3.0,4.0,7.0,1.0,3.0,3.0,,18.0,8.0,6.0,15,25,2.0,2.0,3.0,2.0,8.0,9.0,30.0,2.0,26.0,133,0.7272727272727273,0.8,0.6,0.2631578947368421,0.4,0.2631578947368421,0.5789473684210527,0.7142857142857143,0.4868421052631579,0.6666666666666666,0.5288461538461539,0.6842105263157895,0.5,14.705882352941176,0.375,0.06,0.1111111111111111,0.08139534883720931,0.06060606060606061,0.1016949152542373,0.3157894736842105,0.75,0.8181818181818182,0.6666666666666666,0.10526315789473684,0.25,0.25,1.0,0.07894736842105263,0.3333333333333333,0.3333333333333333,1.0,0.2631578947368421,0.1,0.1111111111111111,1.0,0.23684210526315788,0.4444444444444444,0.4444444444444444,0.5,0.2,0.4166666666666667,0.4,0.8157894736842105,0.4444444444444444,0.5693644736842106,0.5410166666666667,0.590725,0.4727272727272727,4.957894736842105,24.242105263157892,0.3674033149171271,,1.0,18.0,1.0,6.0,6.0,6.0,,3.0,10.0,,5.0,1.0,,3.0,24.0,2.0,2.0,28.0,11.0,7.0,0.3333333333333333,0.5,0.42857142857142855,0.0410958904109589,0.05625,0.041666666666666664,0.027777777777777776,0.0967741935483871,0.15384615384615385,1.0,,0.22448979591836735,0.36666666666666664,0.10909090909090909,,6.0,1.0,0.125,0.06896551724137931,0.037037037037037035,,1.0,6.0,2.0,10.0,1.0,3.0,1.0,,3.0,2.0,,3.0,,3.0,0.09375,0.05263157894736842,,0.2,0.5,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,0.5,0.05263157894736842,0.05263157894736842,0.08333333333333333,0.1,0.07142857142857142,0.07142857142857142,0.04,1.0,0.4,1.0,0.8333333333333334,,,,,,,,,,,True,,,,,,,,,,
2563,1610612739,Dahntay Jones,Dahntay Jones,2563,CLE,1223.0,20,-8,43,41,19,24,4,84,1.0,4.0,,1.0,1.0,1.0,,,1.0,1.0,,,,2.0,6.0,1.0,1.0,10.0,59,,1.0,1.0,,,4.0,,3.0,1.0,1.0,1.0,,1.0,,,1.0,,2.0,,4.0,4,4,,,,,,1.0,4.0,,4.0,19,,,1.0,1.0,,1.0,0.3333333333333333,1.0,0.5,1.0,0.625,1.0,0.14285714285714285,17.02127659574468,,0.36363636363636365,,0.2222222222222222,0.25,,0.5714285714285714,0.25,0.3333333333333333,,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,,,,,,0.14285714285714285,1.0,1.0,1.0,,,,0.7142857142857143,1.0,0.41549285714285716,,0.3509,0.4,4.8999999999999995,25.7,0.4418604651162791,,,3.0,,,4.0,,,,,,,,,,3.0,,,3.0,2.0,1.0,,,,,,,0.5,0.4,,,,0.25,0.2857142857142857,,,,,,,,,,,,2.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2592,1610612739,James Jones,James Jones,2592,CLE,1161.0,19,-12,40,38,10,17,3,78,1.0,1.0,,1.0,,,,1.0,,1.0,,,,1.0,2.0,,2.0,2.0,56,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,2,3,,,1.0,,2.0,,3.0,,,10,,,,,,,0.5,,0.25,,0.25,,0.5,13.953488372093023,0.5,,0.2857142857142857,0.125,,0.3333333333333333,0.25,1.0,1.0,,0.25,,,,,,,,0.25,,,,0.25,,,,,,,0.75,,0.543075,0.70405,,,2.35,23.9,0.25,,,,,2.0,2.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,0.5,0.5,,0.058823529411764705,,,,,,,,,1.0,,1.0,,,0.1,,,1.0,,1.0,,,,,,,,,,,,0.25,,,0.5,,1.0,,1.0,1.0,,2.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,0.5,,,,,,,,,,,,,True,,,,,,,,,,
2594,1610612739,Kyle Korver,Kyle Korver,2594,CLE,5569.0,93,-3,188,186,68,89,18,374,,,,,1.0,2.0,4.0,12.0,2.0,5.0,2.0,,,1.0,2.0,6.0,17.0,25.0,210,2.0,,,2.0,2.0,9.0,2.0,18.0,5.0,2.0,3.0,1.0,4.0,1.0,,3.0,,9.0,1.0,3.0,4,4,1.0,1.0,,,,3.0,4.0,,9.0,68,1.0,1.0,1.0,0.35294117647058826,1.0,0.35294117647058826,0.5,,0.5263157894736842,1.5,0.575,1.5,0.8947368421052632,9.615384615384615,,0.05263157894736842,0.025,0.041237113402061855,0.125,0.03225806451612903,,,,,,,,,0.10526315789473684,0.5,0.5,1.0,0.631578947368421,0.3333333333333333,0.3333333333333333,1.0,0.2631578947368421,0.4,0.4,1.0,0.6666666666666666,,,0.8947368421052632,0.4,0.5589184210526316,0.4970833333333333,0.609525,0.36,20.2,24.13529411764706,0.3617021276595745,2.0,1.0,5.0,1.0,3.0,,,,,,,,,,,2.0,,,5.0,,1.0,0.5,0.5,0.5,,,,,0.047619047619047616,,0.5,1.0,0.05,,0.12,2.0,,,,,,1.0,,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,0.05555555555555555,,,,,,,,True,,,,,,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,6844.0,114,15,228,236,77,102,29,464,23.0,31.0,4.0,13.0,5.0,9.0,2.0,3.0,4.0,13.0,2.0,1.0,3.0,32.0,53.0,6.0,16.0,98.0,259,2.0,8.0,15.0,2.0,4.0,24.0,24.0,12.0,13.0,4.0,11.0,10.0,21.0,7.0,3.0,7.0,2.0,52.0,14.0,11.0,27,30,8.0,5.0,7.0,2.0,9.0,3.0,3.0,,24.0,77,0.375,0.375,0.6666666666666666,0.375,0.5,0.375,0.6037735849056604,0.5333333333333333,0.5942028985507246,0.5789473684210527,0.6282051282051282,0.5454545454545454,0.2318840579710145,32.95454545454545,0.7777777777777778,0.19642857142857142,0.28,0.2358490566037736,0.23809523809523808,0.2682926829268293,0.4492753623188406,0.7419354838709677,0.7666666666666667,0.4782608695652174,0.18840579710144928,0.3076923076923077,0.3076923076923077,0.25,0.13043478260869565,0.5555555555555556,0.5555555555555556,,0.043478260869565216,0.6666666666666666,0.6666666666666666,0.5,0.18840579710144928,0.3076923076923077,0.3076923076923077,0.75,0.2222222222222222,0.15789473684210525,0.3333333333333333,0.6811594202898551,0.3076923076923077,0.5403543478260869,0.48851999999999995,0.5394894736842105,0.24489795918367346,6.088679245283019,25.10625,0.33771929824561403,1.0,,16.0,,6.0,40.0,6.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,2.0,25.0,1.0,1.0,26.0,14.0,,,0.1111111111111111,0.2727272727272727,0.041666666666666664,0.02857142857142857,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.3333333333333333,,0.05263157894736842,0.18666666666666668,0.23728813559322035,0.061224489795918366,1.0,1.0,2.0,0.4,0.017543859649122806,0.07692307692307693,1.0,4.0,11.0,7.0,2.0,,,,8.0,3.0,2.0,,2.0,1.0,3.0,,,0.5,0.4444444444444444,0.5789473684210527,1.0,7.0,,1.0,4.0,,1.0,,,,,,,,,2.0,0.14285714285714285,,0.018867924528301886,0.03225806451612903,,,,,0.25,,,0.6363636363636364,,,,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,5659.0,94,-17,193,198,86,106,24,391,15.0,24.0,7.0,12.0,5.0,13.0,,1.0,10.0,23.0,2.0,7.0,13.0,27.0,49.0,10.0,24.0,99.0,244,2.0,17.0,25.0,7.0,13.0,65.0,14.0,6.0,23.0,10.0,7.0,5.0,12.0,3.0,2.0,5.0,1.0,29.0,3.0,5.0,8,12,6.0,2.0,5.0,3.0,8.0,6.0,11.0,1.0,65.0,86,0.25925925925925924,0.25925925925925924,0.2,0.4166666666666667,0.5384615384615384,0.4166666666666667,0.5510204081632653,0.68,0.5753424657534246,0.7236842105263158,0.6075949367088608,0.7558139534883721,0.3287671232876712,39.189189189189186,0.625,0.10204081632653061,0.08333333333333333,0.09411764705882353,0.0625,0.1,0.3287671232876712,0.625,0.75,0.26666666666666666,0.1643835616438356,0.5833333333333334,0.6363636363636364,0.2857142857142857,0.1780821917808219,0.38461538461538464,0.38461538461538464,0.2,0.0136986301369863,,,,0.3150684931506849,0.43478260869565216,0.47619047619047616,0.2,0.4,0.34210526315789475,0.5384615384615384,0.6575342465753424,0.43478260869565216,0.4915,0.47526,0.5048144736842106,0.6565656565656566,7.0632653061224495,25.625,0.44559585492227977,,,15.0,,2.0,40.0,24.0,1.0,1.0,4.0,4.0,3.0,2.0,,2.0,9.0,,,16.0,3.0,,,,0.16666666666666666,0.02631578947368421,0.04597701149425287,0.037037037037037035,0.15789473684210525,0.07142857142857142,,,,0.04,0.058823529411764705,0.020202020202020204,,3.0,,,0.061224489795918366,,,2.0,16.0,3.0,10.0,,1.0,1.0,1.0,4.0,,,,,4.0,0.058823529411764705,,,0.4,0.42105263157894735,,11.0,,,2.0,,5.0,2.0,,2.0,,,,,,,,0.08333333333333333,0.10204081632653061,0.16666666666666666,,,0.11764705882352941,,,,,0.6875,3.0,,,,,,,0.08333333333333333,0.08695652173913043,,True,,,,,,,,,,
