EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallTurnovers,SecondChanceTurnovers,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Travels,StepOutOfBoundsTurnovers,BlockedShortMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,Charge Fouls Drawn,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,on,Charge Fouls,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,BlockedCorner3,BlockedLongMidRange
201588,1610612762,George Hill,George Hill,201588,UTA,10319.0,172,25.0,327,317,98.0,100.0,32,644,7,12,2.0,2.0,3.0,5.0,7.0,15.0,6.0,14.0,2.0,7.0,16.0,1.0,1.0,5.0,8.0,20,41,7.0,18.0,11.0,72,360,3.0,4.0,1.0,1.0,1.0,10.0,6.0,13.0,5.0,8.0,7.0,34.0,14.0,26.0,9.0,12.0,16.0,7.0,1.0,8.0,6.0,14.0,4.0,2.0,5.0,3.0,34.0,6.0,5.0,4.0,9.0,6.0,15,4.0,3.0,3.0,2.0,1.0,5.0,1.0,8.0,16.0,1.0,16.0,2.0,15.0,3.0,6.0,3.0,30.0,95.0,3.0,1.0,0.35,0.35,0.42857142857142855,0.3888888888888889,1.0,0.625,0.3888888888888889,0.4878048780487805,0.75,0.46153846153846156,0.5169491525423728,0.9,0.6428571428571429,0.5538461538461539,1.0,0.68,0.3050847457627119,0.024390243902439025,0.08333333333333333,19.178082191780824,0.6,0.04597701149425287,0.06593406593406594,0.09615384615384616,0.06474820143884892,0.04225352112676056,0.05,0.07142857142857142,0.06896551724137931,0.10714285714285714,0.030303030303030304,0.0975609756097561,0.09090909090909091,0.13333333333333333,0.2033898305084746,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.2542372881355932,0.4666666666666667,0.4666666666666667,0.14285714285714285,0.23728813559322035,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.03389830508474576,0.2711864406779661,0.4375,0.4375,0.42857142857142855,0.4,1.0,0.5,0.2,1.0,0.23809523809523808,0.6,0.38095238095238093,0.625,0.5084745762711864,0.4375,0.469369298245614,0.5134299999999999,0.466565,0.0967741935483871,0.13636363636363635,0.1388888888888889,0.4722222222222222,9.73170731707317,25.538888888888888,0.2996941896024465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,8443.0,141,-9.0,265,269,108.0,104.0,20,534,18,25,4.0,6.0,5.0,7.0,5.0,10.0,,5.0,,,,,,,,23,40,,,9.0,55,316,4.0,7.0,,,1.0,9.0,7.0,12.0,,,5.0,19.0,40.0,6.0,,,,,4.0,6.0,1.0,7.0,1.0,,2.0,1.0,15.0,8.0,8.0,19.0,29.0,9.0,38,1.0,1.0,1.0,2.0,,3.0,2.0,6.0,17.0,1.0,10.0,,17.0,1.0,5.0,4.0,18.0,107.0,6.0,3.0,0.8695652173913043,0.9523809523809523,,,,,,0.575,0.5714285714285714,0.5833333333333334,0.575,0.5714285714285714,0.5833333333333334,0.5729166666666666,0.5625,0.5588235294117647,,0.1,0.12,17.894736842105264,0.3333333333333333,0.25333333333333335,0.1095890410958904,0.18181818181818182,0.226890756302521,0.08181818181818182,0.05,0.15625,0.09523809523809523,0.10714285714285714,0.2608695652173913,0.15625,0.25,0.08333333333333333,0.625,0.72,0.8181818181818182,0.8333333333333334,0.25,0.5,0.5555555555555556,1.0,0.125,,,,,,,,,0.8571428571428571,0.6666666666666666,0.25,,,0.5833333333333334,0.7142857142857143,,,0.625,,0.5786025000000001,0.49789999999999995,0.5258083333333333,0.11363636363636363,0.11363636363636363,0.16363636363636364,0.34545454545454546,5.04,,0.4075471698113208,4.0,3.0,1.0,2.0,6.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.1,0.2222222222222222,0.02702702702702703,0.038461538461538464,0.4166666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
202330,1610612762,Gordon Hayward,Gordon Hayward,202330,UTA,14618.0,244,-66.0,485,480,210.0,227.0,45,965,13,19,2.0,3.0,8.0,13.0,15.0,29.0,8.0,28.0,5.0,10.0,30.0,2.0,2.0,6.0,14.0,36,76,12.0,35.0,60.0,168,565,2.0,5.0,2.0,3.0,6.0,16.0,20.0,36.0,7.0,16.0,31.0,92.0,28.0,44.0,27.0,9.0,30.0,10.0,,6.0,12.0,18.0,7.0,5.0,6.0,,48.0,3.0,11.0,21.0,41.0,6.0,47,1.0,11.0,6.0,7.0,2.0,18.0,5.0,6.0,15.0,2.0,39.0,,64.0,3.0,21.0,4.0,92.0,207.0,,3.0,0.3888888888888889,0.4,0.75,0.34285714285714286,0.6666666666666666,0.4375,0.34285714285714286,0.47368421052631576,0.4,0.5555555555555556,0.4864864864864865,0.625,0.5865384615384616,0.5948905109489051,0.75,0.6791044776119403,0.3153153153153153,,,28.893058161350844,0.6111111111111112,0.16153846153846155,0.022058823529411766,0.14473684210526316,0.1553398058252427,0.02575107296137339,0.05,,0.023809523809523808,0.08,0.23809523809523808,0.12962962962962962,0.18181818181818182,0.016129032258064516,0.17117117117117117,0.6842105263157895,0.6842105263157895,0.5384615384615384,0.26126126126126126,0.5172413793103449,0.5172413793103449,0.2,0.25225225225225223,0.2857142857142857,0.2857142857142857,0.5,0.04504504504504504,0.2702702702702703,0.3333333333333333,0.3333333333333333,0.7,0.375,0.6666666666666666,0.5,0.25,1.0,0.25,0.6153846153846154,0.2692307692307692,0.42857142857142855,0.4864864864864865,0.3333333333333333,0.4745153153153153,0.5269416666666668,0.4905201923076923,0.18796992481203006,0.22340425531914893,0.09523809523809523,0.5476190476190477,11.109210526315788,24.885714285714286,0.4329896907216495,2.0,,3.0,9.0,7.0,6.0,1.0,3.0,,,4.0,1.0,1.0,1.0,1.0,,0.42857142857142855,0.030927835051546393,0.04411764705882353,0.18421052631578946,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,4.0,0.4,0.4,1.0,0.125,1.0,0.038461538461538464,0.5,0.10256410256410256,,,,,,,,,,,,,,,True,,,,,
203918,1610612762,Rodney Hood,Rodney Hood,203918,UTA,12136.0,202,-39.0,392,385,150.0,183.0,36,777,7,11,1.0,1.0,1.0,2.0,7.0,18.0,1.0,8.0,12.0,7.0,26.0,2.0,3.0,1.0,7.0,15,37,11.0,38.0,9.0,72,449,1.0,2.0,2.0,3.0,1.0,9.0,3.0,8.0,3.0,13.0,2.0,17.0,12.0,18.0,27.0,6.0,25.0,7.0,1.0,5.0,1.0,6.0,1.0,,4.0,1.0,13.0,1.0,10.0,10.0,20.0,1.0,21,1.0,5.0,2.0,2.0,,7.0,2.0,8.0,19.0,,12.0,1.0,14.0,1.0,5.0,1.0,17.0,148.0,4.0,1.0,0.4,0.4,0.8181818181818182,0.2894736842105263,0.6666666666666666,0.23076923076923078,0.2972972972972973,0.40540540540540543,0.5,0.375,0.42,0.8,0.35714285714285715,0.4444444444444444,0.75,0.38636363636363635,0.5066666666666667,0.02702702702702703,0.09090909090909091,20.37037037037037,0.7142857142857143,0.09009009009009009,0.008620689655172414,0.17543859649122806,0.11904761904761904,0.005154639175257732,,0.019230769230769232,,0.0975609756097561,0.08108108108108109,0.20454545454545456,0.07692307692307693,0.02127659574468085,0.14666666666666667,0.6363636363636364,0.7,0.5714285714285714,0.24,0.3888888888888889,0.3888888888888889,0.14285714285714285,0.10666666666666667,0.125,0.125,1.0,0.16,0.3466666666666667,0.2692307692307692,0.2692307692307692,0.7142857142857143,0.2,1.0,,0.6,0.6666666666666666,0.09523809523809523,0.5,0.3333333333333333,0.14285714285714285,0.6533333333333333,0.28,0.49447500000000005,0.49458749999999996,0.5045277777777778,0.075,0.12195121951219512,0.125,0.2361111111111111,8.797297297297298,25.463157894736845,0.3826530612244898,,,,,4.0,2.0,2.0,,,,,,,,,,,,,0.09090909090909091,,4.0,,2.0,6.0,3.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,1.0,0.2857142857142857,0.3333333333333333,0.02564102564102564,1.0,2.0,,,,,,,,,,,,,True,,,,,
2207,1610612762,Joe Johnson,Joe Johnson,2207,UTA,19585.0,326,-40.0,633,628,234.0,251.0,54,1261,7,9,,1.0,3.0,5.0,30.0,61.0,6.0,18.0,19.0,10.0,26.0,2.0,3.0,2.0,7.0,43,88,15.0,45.0,11.0,142,721,1.0,4.0,2.0,4.0,,8.0,13.0,32.0,3.0,13.0,6.0,41.0,16.0,70.0,36.0,9.0,26.0,10.0,4.0,15.0,12.0,27.0,9.0,3.0,9.0,5.0,66.0,6.0,12.0,20.0,35.0,8.0,43,3.0,10.0,2.0,3.0,1.0,13.0,4.0,8.0,21.0,,12.0,,15.0,1.0,5.0,3.0,41.0,231.0,6.0,3.0,0.18604651162790697,0.18604651162790697,0.8,0.3333333333333333,0.5,0.23076923076923078,0.3333333333333333,0.48863636363636365,0.25,0.40625,0.4924812030075188,0.5,0.3888888888888889,0.5071428571428571,0.5,0.4270833333333333,0.3383458646616541,0.045454545454545456,,22.109826589595375,0.7692307692307693,0.11560693641618497,0.033707865168539325,0.11650485436893204,0.11594202898550725,0.027586206896551724,,0.06493506493506493,0.019230769230769232,0.0967741935483871,0.11475409836065574,0.12987012987012986,0.07692307692307693,0.043478260869565216,0.06766917293233082,0.7777777777777778,0.7777777777777778,0.14285714285714285,0.45864661654135336,0.4918032786885246,0.5263157894736842,0.2,0.13533834586466165,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.19548872180451127,0.38461538461538464,0.38461538461538464,0.8,0.125,,,0.375,0.6666666666666666,0.1111111111111111,0.6,0.15555555555555556,0.2857142857142857,0.40601503759398494,0.38461538461538464,0.423728947368421,0.4497583333333334,0.40028555555555556,0.0364963503649635,0.05434782608695652,0.056338028169014086,0.2887323943661972,9.48522727272727,24.97555555555556,0.3696682464454976,,1.0,2.0,3.0,6.0,4.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,0.06557377049180328,0.13043478260869565,0.017857142857142856,0.024691358024691357,0.14,1.0,5.0,1.0,1.0,6.0,8.0,1.0,,,,0.2631578947368421,0.2631578947368421,0.8,0.125,1.0,0.13333333333333333,0.16666666666666666,,,1.0,1.0,1.0,,,,,,,,,,,True,,,,,
203957,1610612762,Dante Exum,Dante Exum,203957,UTA,2451.0,41,2.0,80,78,25.0,34.0,8,158,4,10,,1.0,2.0,4.0,,1.0,,,2.0,2.0,5.0,,,,2.0,4,11,3.0,7.0,4.0,21,91,,1.0,1.0,1.0,,3.0,2.0,5.0,,2.0,2.0,6.0,4.0,4.0,6.0,3.0,5.0,2.0,,4.0,1.0,5.0,,1.0,3.0,1.0,11.0,2.0,1.0,2.0,3.0,2.0,5,1.0,2.0,2.0,,,2.0,,2.0,4.0,,4.0,2.0,4.0,,1.0,1.0,6.0,25.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.42857142857142855,1.0,,0.42857142857142855,0.36363636363636365,,0.4,0.4722222222222222,0.75,0.2857142857142857,0.525,0.75,0.375,0.3888888888888889,,,25.0,1.0,0.06896551724137931,0.08,0.07692307692307693,0.07142857142857142,0.05555555555555555,0.14285714285714285,,,,0.18181818181818182,0.09090909090909091,,0.1,0.5555555555555556,0.4,0.4,0.5,0.05555555555555555,,,,,,,,0.1111111111111111,0.2777777777777778,0.4,0.4,0.5,0.5,,,,,0.5714285714285714,0.5,0.2857142857142857,,0.9444444444444444,0.4,0.5385361111111112,0.565525,0.49549999999999994,0.05263157894736842,0.08333333333333333,0.14285714285714285,0.2857142857142857,2.0727272727272728,24.4,0.3125,,,,,2.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.5,0.5,1.0,0.5,,,,,,,,,1.0,1.0,1.0,,,,,,,,True,,,,,
204060,1610612762,Joe Ingles,Joe Ingles,204060,UTA,11734.0,196,-1.0,370,375,122.0,116.0,29,745,1,6,,,1.0,3.0,3.0,4.0,,1.0,6.0,6.0,17.0,,,1.0,4.0,4,11,10.0,23.0,3.0,41,420,,,1.0,1.0,,3.0,3.0,6.0,2.0,7.0,,12.0,,8.0,27.0,3.0,17.0,6.0,2.0,23.0,6.0,29.0,4.0,2.0,16.0,5.0,64.0,1.0,5.0,16.0,24.0,1.0,25,,6.0,6.0,1.0,,7.0,2.0,4.0,15.0,,10.0,1.0,4.0,,2.0,,12.0,119.0,2.0,,,,0.9,0.43478260869565216,1.0,0.2857142857142857,0.43478260869565216,0.36363636363636365,,0.5,0.5588235294117647,1.5,0.46153846153846156,0.5694444444444444,1.5,0.46153846153846156,0.6764705882352942,0.18181818181818182,0.3333333333333333,10.696517412935325,0.8571428571428571,0.1568627450980392,0.00980392156862745,0.07352941176470588,0.12352941176470589,0.006493506493506494,,0.021739130434782608,,0.17142857142857143,0.18604651162790697,0.058823529411764705,0.11764705882352941,,0.17647058823529413,0.16666666666666666,0.25,,0.11764705882352941,0.75,0.75,,0.029411764705882353,,,,0.17647058823529413,0.5,0.35294117647058826,0.375,0.8333333333333334,,,,,,0.23076923076923078,0.3333333333333333,0.3076923076923077,0.25,0.8529411764705882,0.35294117647058826,0.49834117647058834,,0.497773076923077,0.05555555555555555,0.15384615384615385,0.07317073170731707,0.2926829268292683,5.136363636363637,25.286956521739125,0.32972972972972975,,2.0,,3.0,8.0,8.0,,1.0,,1.0,1.0,,,2.0,,,0.2727272727272727,,,0.08333333333333333,,4.0,1.0,1.0,3.0,,,1.0,,,0.6666666666666666,0.6666666666666666,1.0,1.0,,0.23076923076923078,0.3333333333333333,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.043478260869565216,0.058823529411764705,,True,,,,,
202714,1610612762,Shelvin Mack,Shelvin Mack,202714,UTA,4896.0,82,-18.0,159,160,62.0,51.0,5,319,2,6,,,1.0,3.0,1.0,4.0,,1.0,1.0,5.0,8.0,,,2.0,4.0,3,11,5.0,9.0,5.0,26,184,,,,,,,2.0,4.0,2.0,4.0,5.0,15.0,,6.0,6.0,9.0,8.0,5.0,1.0,5.0,5.0,10.0,4.0,1.0,3.0,1.0,25.0,,5.0,5.0,10.0,1.0,11,,2.0,2.0,2.0,,4.0,1.0,2.0,8.0,,3.0,,6.0,,1.0,2.0,15.0,62.0,,2.0,,,0.4,0.5555555555555556,,0.5,0.5555555555555556,0.2727272727272727,,0.5,0.525,,0.625,0.5652173913043478,,0.6818181818181818,0.45,0.09090909090909091,0.16666666666666666,16.463414634146343,0.5,0.16666666666666666,,0.14705882352941177,0.15625,0.014705882352941176,,,,0.13333333333333333,0.3,0.18181818181818182,0.08333333333333333,,0.3,0.3333333333333333,0.4,,0.2,0.25,0.25,,0.05,,,,0.05,0.4,0.625,0.625,0.4,,,,,,0.375,0.3333333333333333,0.5,0.5,0.75,0.625,0.5014825,,0.514575,0.047619047619047616,0.08333333333333333,,0.5769230769230769,6.7727272727272725,25.599999999999998,0.389937106918239,,1.0,1.0,,2.0,2.0,,1.0,,1.0,,,,,,,,0.03571428571428571,0.05263157894736842,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203481,1610612762,Jeff Withey,Jeff Withey,203481,UTA,1019.0,17,-4.0,33,32,11.0,19.0,3,65,1,2,,1.0,,,,1.0,,,,,,,,,,1,3,,,,2,38,,1.0,,,,,,,,,,,,2.0,,,,,,,1.0,1.0,1.0,,,,3.0,2.0,,1.0,1.0,2.0,3,,,,,,,,3.0,5.0,,,,,,,,,11.0,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,8.108108108108109,,0.1111111111111111,0.16666666666666666,,0.08333333333333333,0.11764705882352941,,0.2,0.2,,0.25,,,,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,,,,,0.6666666666666666,,0.5050333333333333,0.4214,,,,,,2.4666666666666663,,0.3333333333333333,,,,,1.0,1.0,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203497,1610612762,Rudy Gobert,Rudy Gobert,203497,UTA,8470.0,141,-51.0,281,277,93.0,113.0,29,558,19,29,5.0,6.0,11.0,13.0,2.0,6.0,,,,,,,,,,21,35,,,17.0,59,319,5.0,8.0,,,3.0,13.0,11.0,14.0,,,8.0,30.0,32.0,10.0,,,,,3.0,2.0,3.0,5.0,1.0,2.0,1.0,,13.0,9.0,17.0,14.0,35.0,12.0,47,,2.0,,3.0,2.0,5.0,,7.0,15.0,,30.0,,31.0,4.0,13.0,5.0,30.0,93.0,3.0,3.0,0.7619047619047619,0.9411764705882353,,,,,,0.6,0.625,0.7857142857142857,0.6,0.625,0.7857142857142857,0.6020408163265306,0.5909090909090909,0.7142857142857143,,0.08571428571428572,0.06896551724137931,16.878980891719745,0.4,0.175,0.10714285714285714,0.3695652173913043,0.24603174603174602,0.08163265306122448,0.14814814814814814,0.05714285714285714,0.13636363636363635,0.14285714285714285,0.23333333333333334,0.3333333333333333,0.5,,0.8285714285714286,0.6551724137931034,0.7037037037037037,0.7368421052631579,0.17142857142857143,0.3333333333333333,0.4,1.0,,,,,,,,,,0.75,0.8333333333333334,,,,0.9285714285714286,0.8461538461538461,,,0.8285714285714286,,0.6066399999999998,0.6031714285714286,0.6420357142857143,0.29545454545454547,0.29545454545454547,0.22033898305084745,0.5084745762711864,2.08,,0.3309608540925267,8.0,1.0,3.0,4.0,7.0,6.0,1.0,1.0,,4.0,3.0,8.0,6.0,8.0,5.0,0.16666666666666666,0.4444444444444444,0.047619047619047616,0.022727272727272728,0.13636363636363635,0.625,,,,,2.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,0.10526315789473684,True,,,,,
