EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,AtRimFGA,FG2A,Fg2aBlocked,DefTwoPtRebounds,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefAtRimReboundPct,AtRimFrequency,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,Points,PtsAssisted2s,OffThreePtRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Steals,BadPassSteals,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,AtRimFGM,SecondChanceFtPoints,SecondChancePoints,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,SecondChanceTsPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChancePointsPct,SecondChanceAtRimFGM,Corner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3A,PenaltyFG3A,SecondChanceFg2Pct,SecondChanceEfgPct,OffShortMidRangeReboundPct,AtRimPctAssisted,Corner3Frequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,on,PenaltyAtRimFGM,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,NonShootingPenaltyNonTakeFouls,FTDefRebounds,DefFTReboundPct,PtsPutbacks,Corner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Loose Ball Fouls,Offensive Fouls,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn,BlockedShortMidRange,ShortMidRangePctBlocked,Offensive Fouls Drawn,Technical Free Throw Trips,OffCorner3ReboundPct,Charge Fouls,ThreePtShootingFoulsDrawn,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Clear Path Fouls,3pt And 1 Free Throw Trips
1626150,1610612763,Andrew Harrison,Andrew Harrison,1626150,MEM,353.0,6,-9,10,11,6.0,3,21,1.0,1.0,11,1.0,1.0,1.0,1.0,2.0,1.0,1,1,1.0,7.142857142857142,0.25,0.14285714285714285,0.25,1.0,1.0,0.567,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627782,1610612763,Wayne Selden,Wayne Selden,1627782,MEM,190.0,3,-10,6,7,,1,13,,,12,,,,,,,1,1,,14.285714285714285,,0.3333333333333333,,,1.0,0.471,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1610612763,Vince Carter,Vince Carter,1713,MEM,501.0,8,-7,15,15,1.0,4,30,,,20,,,,,,,1,2,,15.789473684210526,,0.1111111111111111,,,1.0,0.6475500000000001,,2.0,2.0,,1.0,,,0.14285714285714285,,1.0,0.8,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.1,0.1,0.16666666666666666,0.3333333333333333,0.5,1.0,0.6301,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201148,1610612763,Brandan Wright,Brandan Wright,201148,MEM,746.0,12,-9,22,22,7.0,6,44,,,24,,,,,,,1,2,,20.689655172413794,,0.07142857142857142,,,0.2,0.46234000000000003,,1.0,5.0,1.0,1.0,0.2,1.0,0.125,0.3333333333333333,0.2,8.78,3.0,,,,1.0,,,,1.0,,,,,3.0,,,0.058823529411764705,,,,,,0.13636363636363635,2.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.4,0.4,0.4,0.5,1.0,1.0,0.8,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,411.0,7,-5,13,13,1.0,4,26,,,14,,,,,,1.0,1,1,,41.17647058823529,1.0,0.125,1.0,,0.3333333333333333,0.4664333333333333,,2.0,6.0,1.0,,0.16666666666666666,0.5,,,0.3333333333333333,9.566666666666668,3.0,,,,,,,,,,,,,3.0,,,,,,,,,0.23076923076923078,,1.0,2.0,6.0,2.0,,,,1.0,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.42857142857142855,,,,0.16666666666666666,,,,1.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.4474,0.14285714285714285,0.14285714285714285,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,638.0,11,-2,19,18,7.0,5,37,1.0,1.0,17,,3.0,3.0,,6.0,,1,1,0.25,24.0,,0.08333333333333333,,0.25,0.75,0.5804333333333332,54.4,2.0,3.0,1.0,1.0,0.3333333333333333,0.5,0.16666666666666666,,0.5,5.333333333333333,3.0,,,,,,1.0,1.0,1.0,,,,1.0,3.0,1.0,,,,0.25,,,,0.15789473684210525,,1.0,1.0,3.0,,,,,2.0,,,,,,,0.3333333333333333,0.25,0.3,,,,0.25,,,,,,,1.0,,,,,2.0,,,2.0,1.0,,,,,,,,,,,0.2,0.25,,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203516,1610612763,James Ennis III,James Ennis III,203516,MEM,556.0,9,1,16,15,7.0,5,31,1.0,2.0,12,1.0,,,,,1.0,1,4,0.5,18.181818181818183,0.16666666666666666,0.09090909090909091,0.16666666666666666,0.25,1.0,0.481225,24.799999999999997,2.0,2.0,,,,,,,0.5,1.1,3.0,2.0,2.0,3.0,3.0,,,,,,,,,3.0,,0.3,0.25,0.4,,,0.6666666666666666,0.3954,0.1875,,,1.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3327,,,,1.0,,2.0,,,,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.2,1.0,0.25,0.5,1.0,0.3333333333333333,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,335.0,6,-4,9,9,6.0,2,18,,,10,,,,,,1.0,2,2,,16.666666666666668,0.2,0.3333333333333333,0.2,,,0.3733,,,2.0,,1.0,,,1.0,,,7.7,,,1.0,,,,,,,,,,,,,,,,1.0,,,0.3385,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626150,1610612763,Andrew Harrison,Andrew Harrison,1626150,MEM,6778.0,113,-50,193,197,87.0,21,390,11.0,12.0,269,11.0,9.0,12.0,4.0,27.0,2.0,6,10,0.42857142857142855,16.431924882629108,0.06060606060606061,0.08108108108108109,0.043478260869565216,0.39285714285714285,0.75,0.5250089285714286,25.725000000000005,9.0,16.0,1.0,4.0,0.0625,0.1111111111111111,0.0975609756097561,0.1,0.32142857142857145,8.437500000000002,76.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,,8.0,,14.0,75.0,0.6666666666666666,0.05660377358490566,0.046511627906976744,0.04,0.07692307692307693,0.07142857142857142,0.5,0.552,0.39378238341968913,,1.0,8.0,39.0,6.0,1.0,1.0,,11.0,1.0,1.0,1.0,1.0,0.375,0.375,0.5,0.5535714285714286,0.609375,0.030303030303030304,0.04,1.0,0.03571428571428571,,,,3.0,5.0,6.0,8.0,2.0,6.0,7.0,14.0,10.0,3.0,1.0,9.0,1.0,12.0,0.3333333333333333,0.35,0.5,0.21428571428571427,0.8333333333333334,0.8333333333333334,0.4,0.3,0.49590999999999996,0.03571428571428571,0.0625,0.358974358974359,3.0,,3.0,,2.0,3.0,0.75,0.3333333333333333,0.375,0.07692307692307693,,1.0,1.0,4.0,,1.0,4.0,,0.75,0.058823529411764705,0.3333333333333333,0.03571428571428571,,,0.5,0.4,False,1.0,5.0,1.0,1.0,5.0,1.0,1.0,12.0,3.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,0.8,0.4166666666666667,1.0,0.25,0.4166666666666667,0.09090909090909091,0.1111111111111111,0.1,0.45454545454545453,0.45454545454545453,0.8,1.0,0.3333333333333333,0.25,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626185,1610612763,Jarell Martin,Jarell Martin,1626185,MEM,580.0,10,-1,20,20,18.0,6,40,,,22,,,,,,1.0,2,4,,11.538461538461538,0.25,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6045666666666667,,2.0,3.0,,1.0,,,0.5,1.0,0.6666666666666666,6.166666666666667,18.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,18.0,,0.09090909090909091,0.15384615384615385,0.1,,,1.0,0.6486,0.9,,,1.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,,,1.0,1.0,1.0,,1.0,2.0,,2.0,,1.0,1.0,,,2.0,0.5,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,0.5,0.58255,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
