EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,PenaltyFg3Pct,DefFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,FTOffRebounds,OffFTReboundPct,SecondChanceArc3Frequency,Travels,DefensiveGoaltends,Defensive 3 Seconds Violations,OffCorner3ReboundPct,on
1627748,1610612749,Thon Maker,Thon Maker,1627748,MIL,6354.0,106,5.0,205,205,35.0,52,14.0,410,8.0,15.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,10.0,19.0,2.0,10.0,9.0,35.0,209,2.0,4.0,1.0,5.0,2.0,2.0,2.0,4.0,14.0,6.0,6.0,2.0,5.0,1.0,3.0,5.0,7.0,12.0,6.0,1.0,5.0,31.0,1.0,7.0,2.0,7.0,9.0,8.0,17.0,1.0,4.0,3.0,1.0,4.0,4.0,3.0,7.0,1.0,2.0,10.0,1.0,18.0,1.0,1.0,2.0,9.0,1.0,1.0,9.0,1.0,4.0,1.0,9.0,1.0,1.0,6.0,1.0,2.0,10.0,7.0,4.0,35.0,2.0,0.7,0.7777777777777778,1.0,0.2,0.2,0.5263157894736842,0.5,1.0,0.4482758620689655,0.5,0.5,0.5303030303030303,0.625,0.5,0.3448275862068966,0.15789473684210525,0.13333333333333333,0.3333333333333333,18.264840182648403,0.5714285714285714,0.1111111111111111,0.12727272727272726,0.05555555555555555,0.03125,0.09090909090909091,0.09195402298850575,0.25,0.1111111111111111,0.047619047619047616,0.07142857142857142,0.07692307692307693,0.18181818181818182,0.06896551724137931,0.07692307692307693,0.7,0.5172413793103449,0.5333333333333333,0.6153846153846154,0.625,0.10344827586206896,0.3333333333333333,0.5,1.0,0.034482758620689655,1.0,1.0,1.0,0.1724137931034483,0.2,0.2,1.0,0.1724137931034483,0.2,0.2,1.0,1.0,0.5,0.5,1.0,0.5,0.8620689655172413,0.2,0.5592706896551725,0.506525,0.6148625,0.125,0.18181818181818182,0.14285714285714285,0.11428571428571428,2.5105263157894737,25.11,0.17073170731707318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,9434.0,157,1.0,294,296,76.0,82,24.0,590,9.0,16.0,,,4.0,4.0,1.0,8.0,2.0,5.0,5.0,7.0,5.0,13.0,4.0,12.0,29.0,10.0,20.0,,54.0,306,,,,,4.0,6.0,5.0,11.0,10.0,14.0,27.0,,13.0,5.0,1.0,11.0,6.0,17.0,5.0,1.0,8.0,40.0,,3.0,7.0,12.0,20.0,3.0,23.0,,3.0,2.0,1.0,5.0,4.0,7.0,12.0,,3.0,7.0,1.0,12.0,,,2.0,5.0,,,,,,,,1.0,1.0,,,,1.0,,11.0,76.0,2.0,0.4166666666666667,0.4166666666666667,0.9,0.5,0.5,0.41379310344827586,,0.6666666666666666,0.5510204081632653,,0.5,0.5510204081632653,,0.5,0.40816326530612246,0.034482758620689655,0.0625,,18.88544891640867,0.4166666666666667,0.14634146341463414,0.029411764705882353,0.11864406779661017,,0.1347517730496454,0.02097902097902098,,0.06666666666666667,,0.16666666666666666,,0.20689655172413793,0.09302325581395349,,,0.32653061224489793,0.5625,0.6,0.4444444444444444,0.16326530612244897,0.125,0.125,1.0,0.10204081632653061,0.4,0.4,,0.14285714285714285,0.7142857142857143,0.7142857142857143,1.0,0.2653061224489796,0.38461538461538464,0.38461538461538464,0.8,,,0.36363636363636365,1.0,0.36363636363636365,0.7346938775510204,0.38461538461538464,0.5153572916666667,,0.5066363636363637,,,,0.2037037037037037,6.096551724137931,25.155,0.2585034013605442,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.2,0.25,0.030303030303030304,0.1875,0.09090909090909091,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,13872.0,231,13.0,435,433,144.0,119,36.0,868,6.0,10.0,1.0,1.0,3.0,3.0,9.0,17.0,9.0,32.0,2.0,7.0,5.0,12.0,5.0,24.0,59.0,7.0,19.0,18.0,87.0,448,1.0,5.0,,5.0,8.0,18.0,8.0,40.0,20.0,28.0,21.0,,12.0,5.0,3.0,18.0,14.0,32.0,7.0,7.0,17.0,78.0,,,10.0,18.0,28.0,,28.0,,12.0,7.0,5.0,8.0,5.0,3.0,11.0,,6.0,12.0,2.0,17.0,,,1.0,23.0,,1.0,22.0,,4.0,3.0,,,,,,,,,40.0,144.0,,0.4166666666666667,0.4166666666666667,1.0,0.3684210526315789,0.3684210526315789,0.4067796610169492,0.2,0.4444444444444444,0.4423076923076923,0.4166666666666667,0.4807692307692308,0.4883720930232558,0.4166666666666667,0.5757575757575758,0.24358974358974358,0.05084745762711865,0.2,,20.12448132780083,0.7272727272727273,0.15254237288135594,,0.14492753623188406,,0.1497326203208556,,,,,0.12727272727272726,0.22727272727272727,0.14634146341463414,0.14893617021276595,,,0.1282051282051282,0.6,0.75,0.5,0.21794871794871795,0.5294117647058824,0.5294117647058824,0.2222222222222222,0.41025641025641024,0.28125,0.2903225806451613,0.5555555555555556,0.08974358974358974,0.2857142857142857,0.2857142857142857,1.0,0.15384615384615385,0.4166666666666667,0.4166666666666667,1.0,0.16666666666666666,1.0,0.11538461538461539,1.0,0.19230769230769232,0.3717948717948718,0.4166666666666667,0.4532396103896104,0.3951,0.458244,0.08433734939759036,0.06349206349206349,0.05747126436781609,0.45977011494252873,12.19322033898305,25.826315789473686,0.3310344827586207,3.0,1.0,3.0,,,1.0,,1.0,,3.0,1.0,1.0,0.375,,,0.13636363636363635,0.11538461538461539,0.2,1.0,1.0,2.0,1.0,1.0,15.0,1.0,2.0,3.0,3.0,3.0,1.0,0.03125,1.0,0.16666666666666666,1.0,1.0,0.6666666666666666,0.15,,,,,,,,,True
203503,1610612749,Tony Snell,Tony Snell,203503,MIL,10153.0,169,-7.0,325,322,106.0,94,27.0,647,3.0,4.0,,,1.0,1.0,1.0,1.0,1.0,6.0,7.0,12.0,9.0,18.0,5.0,5.0,11.0,16.0,30.0,,58.0,351,1.0,2.0,,5.0,1.0,3.0,11.0,17.0,4.0,6.0,48.0,,18.0,9.0,,4.0,3.0,7.0,1.0,2.0,1.0,17.0,,,8.0,3.0,11.0,1.0,12.0,,1.0,,1.0,2.0,1.0,,2.0,,1.0,7.0,3.0,17.0,,,,3.0,,1.0,,,,,1.0,,,,1.0,,1.0,,17.0,106.0,2.0,0.4,0.4,1.0,0.5333333333333333,0.5333333333333333,0.45454545454545453,0.5,0.3333333333333333,0.7073170731707317,0.4166666666666667,0.6071428571428571,0.7073170731707317,0.4166666666666667,0.6071428571428571,0.7317073170731707,,,,11.944444444444445,1.0,0.03409090909090909,,0.16,,0.07971014492753623,,,,,0.07142857142857142,,,0.19444444444444445,,,0.0975609756097561,0.75,0.75,0.6666666666666666,0.024390243902439025,1.0,1.0,,0.14634146341463414,0.16666666666666666,0.16666666666666666,,0.2926829268292683,0.5833333333333334,0.5833333333333334,1.0,0.43902439024390244,0.5,0.5,1.0,,,0.07142857142857142,1.0,0.35714285714285715,0.8292682926829268,0.5,0.5218325,0.4780083333333333,0.5336115384615384,,,0.08620689655172414,0.29310344827586204,10.58181818181818,25.216666666666672,0.3261538461538461,6.0,1.0,5.0,,,3.0,,,,1.0,,2.0,0.45454545454545453,,,0.07142857142857142,0.42857142857142855,0.2,1.0,1.0,4.0,1.0,4.0,,,,,,,0.25,,,0.16666666666666666,1.0,1.0,0.6666666666666666,,3.0,1.0,0.1111111111111111,0.5,,,,,True
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,11798.0,197,15.0,368,366,109.0,97,31.0,734,34.0,52.0,2.0,7.0,8.0,12.0,5.0,17.0,5.0,15.0,1.0,1.0,2.0,8.0,4.0,44.0,84.0,3.0,9.0,21.0,118.0,380,3.0,10.0,1.0,7.0,10.0,22.0,4.0,32.0,36.0,52.0,6.0,2.0,8.0,2.0,8.0,9.0,12.0,21.0,8.0,4.0,5.0,54.0,1.0,7.0,19.0,19.0,40.0,9.0,49.0,3.0,10.0,9.0,1.0,10.0,7.0,6.0,16.0,3.0,4.0,7.0,3.0,17.0,2.0,,1.0,36.0,,5.0,41.0,5.0,21.0,2.0,8.0,,,8.0,,,8.0,3.0,32.0,109.0,5.0,0.4090909090909091,0.4186046511627907,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5238095238095238,0.3,0.45454545454545453,0.521505376344086,0.2727272727272727,0.4423076923076923,0.5315315315315315,0.2916666666666667,0.4444444444444444,0.0967741935483871,0.09523809523809523,0.11538461538461539,0.11764705882352941,30.975609756097565,0.625,0.19387755102040816,0.05982905982905983,0.31666666666666665,0.0196078431372549,0.24050632911392406,0.047619047619047616,0.11363636363636363,0.02631578947368421,0.027777777777777776,0.10869565217391304,0.2222222222222222,0.29411764705882354,0.3023255813953488,0.08333333333333333,0.375,0.5591397849462365,0.6538461538461539,0.7391304347826086,0.4411764705882353,0.1827956989247312,0.29411764705882354,0.3333333333333333,,0.16129032258064516,0.3333333333333333,0.3333333333333333,0.6,0.010752688172043012,1.0,1.0,1.0,0.08602150537634409,0.25,0.25,0.5,0.6363636363636364,0.2857142857142857,0.46153846153846156,0.6666666666666666,0.15384615384615385,0.6559139784946236,0.25,0.5449499999999999,0.50752,0.4874096153846154,0.1926605504587156,0.21,0.059322033898305086,0.2711864406779661,5.629761904761905,25.955555555555556,0.296195652173913,,1.0,1.0,3.0,3.0,1.0,2.0,1.0,,3.0,1.0,,0.25,0.2222222222222222,0.02857142857142857,0.35294117647058826,,0.25,,,,,1.0,9.0,,,,,2.0,,,,,,,,,1.0,1.0,0.058823529411764705,0.09090909090909091,1.0,1.0,1.0,,True
203521,1610612749,Matthew Dellavedova,Matthew Dellavedova,203521,MIL,6906.0,115,14.0,214,211,103.0,70,18.0,425,,,,,,,1.0,10.0,4.0,5.0,,,5.0,12.0,4.0,5.0,15.0,5.0,12.0,3.0,28.0,207,,1.0,1.0,1.0,2.0,7.0,4.0,8.0,2.0,8.0,15.0,,12.0,5.0,1.0,6.0,2.0,8.0,1.0,1.0,3.0,18.0,1.0,,5.0,4.0,9.0,1.0,10.0,,1.0,,1.0,1.0,,1.0,2.0,,1.0,,,3.0,,1.0,,5.0,,1.0,4.0,,1.0,1.0,,,,,,,,,8.0,103.0,1.0,0.2,0.2,1.0,0.4166666666666667,0.4166666666666667,0.3333333333333333,,0.2857142857142857,0.46296296296296297,,0.3181818181818182,0.4827586206896552,0.25,0.3333333333333333,0.4444444444444444,0.06666666666666667,,0.1,13.025210084033613,0.5,0.07692307692307693,,0.16666666666666666,0.037037037037037035,0.10975609756097561,0.010101010101010102,,,0.05,0.125,0.125,,0.1875,,,,,,,0.37037037037037035,0.1,0.1111111111111111,,0.18518518518518517,0.8,0.8,0.25,,,,,0.4444444444444444,0.4166666666666667,0.4166666666666667,1.0,,,,,0.36363636363636365,0.4444444444444444,0.4166666666666667,0.43322962962962963,0.3938,0.43752727272727276,0.03571428571428571,0.0625,0.03571428571428571,0.2857142857142857,11.093333333333332,26.416666666666668,0.48130841121495327,,1.0,1.0,,1.0,2.0,,1.0,,1.0,,1.0,0.25,,,0.14285714285714285,,0.25,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,True
1891,1610612749,Jason Terry,Jason Terry,1891,MIL,1644.0,27,21.0,52,52,16.0,8,4.0,104,,1.0,,,,,1.0,1.0,,,,1.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,,8.0,43,,,,,,,3.0,6.0,,2.0,6.0,,3.0,2.0,,1.0,,1.0,,,1.0,2.0,1.0,,,1.0,2.0,2.0,4.0,,1.0,1.0,,,,,,,,1.0,,3.0,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,6.0,16.0,1.0,,,1.0,0.5,0.5,0.5,,,0.6666666666666666,,1.0,0.6666666666666666,,1.0,0.6666666666666666,,,,10.16949152542373,,0.05555555555555555,,,0.2,0.045454545454545456,0.047619047619047616,,,0.3333333333333333,,,0.2,,,1.0,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,,,,,,0.16666666666666666,,,,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,1.0,0.8333333333333334,0.6666666666666666,0.504125,,0.4188,,,,0.75,2.65,26.375,0.3076923076923077,,2.0,2.0,,,,1.0,,,,,,0.6666666666666666,0.25,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,1.0,0.16666666666666666,,,,,,True
201563,1610612749,Michael Beasley,Michael Beasley,201563,MIL,1274.0,21,4.0,42,42,15.0,6,2.0,84,1.0,2.0,,,,,,2.0,1.0,2.0,,,1.0,2.0,1.0,2.0,6.0,1.0,2.0,,7.0,38,,,,,,2.0,1.0,,4.0,,3.0,,2.0,1.0,1.0,,,,,,,,,,,2.0,2.0,,2.0,,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,4.0,,,,3.0,,1.0,2.0,,1.0,,,,,,,,,,,15.0,,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,,,0.4375,,,0.3888888888888889,,,0.25,0.16666666666666666,0.5,,22.727272727272727,1.0,0.14285714285714285,,,,0.1111111111111111,,,,,0.14285714285714285,,0.2,,,,0.25,0.5,1.0,1.0,0.25,,,,0.25,0.5,0.5,1.0,,,,,0.25,0.5,0.5,1.0,,,,,0.3333333333333333,0.5,0.5,0.4872875,,0.40609999999999996,0.1111111111111111,0.14285714285714285,,,8.766666666666666,25.65,0.35714285714285715,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True
201150,1610612749,Spencer Hawes,Spencer Hawes,201150,MIL,771.0,13,-2.0,23,22,9.0,8,3.0,45,1.0,3.0,1.0,2.0,1.0,2.0,,,,,,,1.0,2.0,1.0,1.0,3.0,1.0,2.0,,5.0,26,1.0,2.0,,2.0,1.0,2.0,1.0,2.0,,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,1.0,,,,2.0,,2.0,1.0,,1.0,2.0,3.0,,,,,,,,,,,1.0,,2.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,2.0,9.0,,,,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,,16.666666666666668,,,0.15384615384615385,0.16666666666666666,,0.08333333333333333,0.125,0.3333333333333333,,,,,,0.3333333333333333,,1.0,0.6,0.3333333333333333,0.5,,,,,,,,,,,,,,0.4,0.5,0.5,1.0,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,0.5,0.47956000000000004,0.50635,0.44975000000000004,,,0.4,0.4,1.9333333333333333,26.4,0.391304347826087,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
202328,1610612749,Greg Monroe,Greg Monroe,202328,MIL,6416.0,107,17.0,194,192,90.0,48,18.0,386,19.0,29.0,2.0,8.0,8.0,13.0,2.0,8.0,1.0,2.0,,,,,,22.0,39.0,,,17.0,61.0,197,2.0,8.0,4.0,8.0,9.0,16.0,,23.0,30.0,14.0,,,,,1.0,5.0,1.0,6.0,1.0,,4.0,13.0,2.0,10.0,6.0,13.0,21.0,12.0,33.0,,7.0,3.0,4.0,4.0,2.0,5.0,9.0,,5.0,6.0,2.0,15.0,2.0,2.0,,16.0,3.0,,22.0,2.0,9.0,3.0,3.0,,,3.0,,,3.0,1.0,23.0,90.0,1.0,0.6818181818181818,0.6818181818181818,,,,0.5641025641025641,0.25,0.5625,0.5641025641025641,0.25,0.5625,0.6224489795918368,0.4,0.575,,0.02564102564102564,0.034482758620689655,,26.605504587155963,0.4444444444444444,0.2765957446808511,0.14492753623188406,0.23076923076923078,0.1,0.2602739726027397,0.1348314606741573,0.09523809523809523,0.09523809523809523,,0.30434782608695654,0.14285714285714285,0.29411764705882354,0.2,,0.3333333333333333,0.7435897435897436,0.6551724137931034,0.6785714285714286,0.7368421052631579,0.20512820512820512,0.25,0.25,0.5,0.05128205128205128,0.5,0.5,,,,,,,,,,1.0,0.25,0.8125,0.6153846153846154,,0.7435897435897436,,0.5253025641025642,0.5226500000000001,0.4786999999999999,0.1956521739130435,0.1956521739130435,0.13114754098360656,0.3770491803278688,3.3282051282051284,,0.4639175257731959,,,,,,1.0,2.0,1.0,1.0,2.0,,,,0.5,0.2222222222222222,0.2727272727272727,,,,,,,,5.0,2.0,,,,3.0,,,0.5,,,,,,,,,,1.0,,,0.3333333333333333,True
