EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Fg3aBlocked,LongMidRangeAssists,LostBallSteals,BlockingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,DefArc3ReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,2pt And 1 Free Throw Trips,OffThreePtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,AtRimPctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,PtsPutbacks,FTDefRebounds,LostBallOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,DefFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,BlockedAtRim,SecondChanceCorner3FGA,PenaltyCorner3FGA,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockingFouls,on,Travels,Offensive Fouls Drawn,Technical Free Throw Trips,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,ShortMidRangePctBlocked,3SecondViolations,FTOffRebounds,Charge Fouls,OffFTReboundPct
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,3946.0,66,3.0,119,123,39.0,44.0,13.0,242,3.0,4.0,8.0,14.0,6.0,10.0,1.0,4.0,10.0,1.0,1.0,2.0,5.0,17.0,28.0,4.0,11.0,8.0,54.0,138,2.0,3.0,1.0,1.0,7.0,3.0,7.0,2.0,5.0,3.0,15.0,2.0,32.0,3.0,9.0,1.0,9.0,4.0,10.0,7.0,17.0,6.0,1.0,9.0,1.0,41.0,1.0,1.0,5.0,6.0,1.0,7.0,1.0,2.0,2.0,7.0,3.0,4.0,7.0,1.0,1.0,1.0,4.0,1.0,9.0,11.0,1.0,2.0,2.0,2.0,15.0,39.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.25,0.36363636363636365,1.0,0.4,0.4,0.6071428571428571,0.6666666666666666,0.42857142857142855,0.5897435897435898,0.875,0.5,0.6136363636363636,0.7,0.5357142857142857,0.28205128205128205,38.167938931297705,1.0,0.1282051282051282,0.037037037037037035,0.05263157894736842,0.10344827586206896,0.02127659574468085,0.07692307692307693,0.23529411764705882,0.07142857142857142,0.125,0.058823529411764705,0.10256410256410256,0.75,0.75,0.358974358974359,0.5714285714285714,0.5714285714285714,0.125,0.2564102564102564,0.6,0.6,0.02564102564102564,0.2564102564102564,0.4,0.4,0.25,0.25,1.0,0.4166666666666667,0.4,0.38461538461538464,0.4444444444444444,0.43435000000000007,0.4045,0.4480681818181818,0.09523809523809523,0.06666666666666667,0.16666666666666666,0.12962962962962962,0.2777777777777778,10.246428571428572,28.41818181818182,0.3277310924369748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
101109,1610612746,Raymond Felton,Raymond Felton,101109,LAC,3330.0,56,11.0,107,105,43.0,47.0,13.0,212,3.0,5.0,1.0,3.0,2.0,3.0,2.0,,1.0,,,,,6.0,11.0,2.0,3.0,,18.0,115,,,,,,2.0,3.0,,,,4.0,4.0,8.0,6.0,,,1.0,,5.0,1.0,6.0,,1.0,4.0,,13.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,,1.0,,,,,,4.0,43.0,,,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,,,0.6666666666666666,0.5454545454545454,,0.6666666666666666,0.6428571428571429,,0.6666666666666666,0.6428571428571429,,0.6666666666666666,0.21428571428571427,14.40677966101695,1.0,0.03333333333333333,0.04,0.1111111111111111,0.0625,0.024390243902439025,,,0.09090909090909091,0.25,0.2,0.35714285714285715,0.6,0.6,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.07142857142857142,,,,,,,,0.5714285714285714,,0.4608142857142857,,0.4855333333333333,,,,,0.2222222222222222,7.645454545454545,24.8,0.40186915887850466,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,0.14285714285714285,0.07142857142857142,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1718,1610612746,Paul Pierce,Paul Pierce,1718,LAC,6088.0,101,12.0,189,191,64.0,66.0,20.0,380,3.0,3.0,1.0,4.0,,1.0,,4.0,10.0,,,,2.0,4.0,8.0,4.0,10.0,1.0,21.0,210,,,,,,3.0,3.0,,2.0,1.0,7.0,6.0,2.0,12.0,,,10.0,4.0,7.0,,7.0,,,5.0,,14.0,1.0,2.0,10.0,12.0,2.0,14.0,,2.0,1.0,3.0,3.0,,4.0,,2.0,6.0,11.0,,1.0,1.0,,1.0,,,7.0,64.0,1.0,,0.75,0.75,1.0,0.4,,,0.4,0.5,,1.0,0.5555555555555556,,0.6,0.5833333333333334,,0.7,0.5555555555555556,10.576923076923077,0.75,0.1694915254237288,0.022727272727272728,0.0625,0.13186813186813187,0.0273972602739726,0.043478260869565216,0.12,0.13043478260869565,,,0.16666666666666666,1.0,1.0,0.2222222222222222,0.25,0.25,1.0,0.05555555555555555,,,,0.5555555555555556,0.4,0.4,1.0,,,0.4,,0.7222222222222222,0.4,0.5055333333333334,,0.49616,0.05555555555555555,0.125,,,0.3333333333333333,7.925,25.7,0.3386243386243386,2.0,2.0,,,2.0,1.0,,,,,0.08695652173913043,,,,,0.4,1.0,1.0,1.0,1.0,1.0,0.034482758620689655,0.3333333333333333,0.36363636363636365,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,2128.0,35,-10.0,64,67,8.0,11.0,5.0,131,1.0,1.0,,2.0,,,,1.0,3.0,,,,,1.0,3.0,1.0,3.0,4.0,9.0,84,,,,,,,,,,,,2.0,,3.0,,,3.0,1.0,1.0,,1.0,,,,1.0,2.0,,3.0,3.0,6.0,,6.0,,,,1.0,1.0,,1.0,,1.0,2.0,2.0,,3.0,5.0,,2.0,,1.0,,8.0,,,1.0,1.0,1.0,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,0.4166666666666667,,,0.5,,,0.5,13.235294117647058,1.0,0.15789473684210525,,0.3,0.20689655172413793,,,0.2857142857142857,0.125,1.0,,0.16666666666666666,1.0,1.0,0.3333333333333333,,,,,,,,0.5,0.3333333333333333,0.5,1.0,,,,,0.6666666666666666,0.3333333333333333,0.49689166666666656,,,0.25,0.4,,,,6.666666666666667,26.100000000000005,0.125,,,,1.0,,,,0.3333333333333333,0.3333333333333333,,0.2222222222222222,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,4906.0,82,4.0,152,154,54.0,51.0,15.0,306,17.0,21.0,,,,,,,,,,,,17.0,21.0,,,8.0,42.0,168,4.0,6.0,,,9.0,5.0,6.0,,,5.0,15.0,26.0,8.0,,,,,,2.0,1.0,3.0,1.0,,1.0,1.0,7.0,6.0,13.0,14.0,28.0,7.0,35.0,,,,1.0,,1.0,3.0,,3.0,5.0,11.0,3.0,15.0,22.0,,8.0,,4.0,15.0,54.0,5.0,4.0,0.7647058823529411,0.9285714285714286,,,,,,0.8095238095238095,0.6666666666666666,0.8333333333333334,0.8095238095238095,0.6666666666666666,0.8333333333333334,0.6774193548387096,0.6428571428571429,0.6818181818181818,,20.481927710843376,0.3333333333333333,0.2916666666666667,0.17647058823529413,0.5,0.36486486486486486,0.1206896551724138,0.25,0.19047619047619047,0.3684210526315789,0.5,,1.0,0.8095238095238095,0.8095238095238095,,,,,,,,,,,,,,,,,1.0,,0.8068714285714287,0.7273000000000001,0.7272666666666666,0.2962962962962963,0.2962962962962963,,0.21428571428571427,0.35714285714285715,0.5857142857142856,,0.35526315789473684,5.0,6.0,,,,,,,,,0.5,,,,,1.0,0.8333333333333334,1.0,,2.0,2.0,0.041666666666666664,,0.375,0.7647058823529411,4.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,0.18181818181818182,0.047619047619047616,0.5,1.0,0.6666666666666666,0.25,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201578,1610612746,Marreese Speights,Marreese Speights,201578,LAC,1092.0,18,8.0,34,34,10.0,15.0,4.0,68,3.0,3.0,1.0,3.0,,,,2.0,6.0,,,1.0,3.0,4.0,6.0,2.0,6.0,3.0,17.0,38,2.0,2.0,,,5.0,1.0,1.0,1.0,3.0,3.0,8.0,2.0,6.0,6.0,,,6.0,2.0,,2.0,2.0,,2.0,,,6.0,2.0,,2.0,3.0,2.0,5.0,,,,,,,,,,1.0,2.0,,3.0,4.0,,,,2.0,8.0,10.0,,2.0,0.25,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5833333333333334,1.0,0.625,0.6071428571428571,0.8333333333333334,0.6666666666666666,0.5,36.8421052631579,,0.2,0.2222222222222222,,0.125,0.14285714285714285,0.3333333333333333,0.25,0.25,,,0.25,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,0.75,0.3333333333333333,0.75,0.3333333333333333,0.4919166666666667,0.53,0.5208375,,,,0.29411764705882354,0.47058823529411764,5.783333333333334,25.95,0.29411764705882354,1.0,1.0,,,,,,,,,,,,,,0.25,1.0,,,,,,,,0.3333333333333333,2.0,2.0,1.0,2.0,1.0,,,2.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,5011.0,84,23.0,158,155,61.0,59.0,15.0,313,6.0,7.0,4.0,9.0,4.0,9.0,2.0,1.0,8.0,,,,3.0,14.0,25.0,2.0,10.0,4.0,38.0,165,,,,1.0,,5.0,13.0,,4.0,4.0,14.0,10.0,18.0,6.0,,2.0,6.0,1.0,5.0,3.0,8.0,3.0,,3.0,1.0,19.0,,1.0,2.0,3.0,,3.0,,3.0,,2.0,2.0,,2.0,,,,2.0,,3.0,4.0,,1.0,,1.0,14.0,61.0,1.0,1.0,0.35714285714285715,0.35714285714285715,1.0,0.2,,,0.25,0.56,,0.38461538461538464,0.4857142857142857,,0.29411764705882354,0.5135135135135135,,0.3684210526315789,0.2857142857142857,22.413793103448278,1.0,0.04,,0.037037037037037035,0.03896103896103896,,,,0.1111111111111111,,,0.2,0.8571428571428571,1.0,0.2571428571428571,0.4444444444444444,0.4444444444444444,0.25,0.2571428571428571,0.4444444444444444,0.4444444444444444,0.05714285714285714,0.22857142857142856,0.125,0.125,1.0,,,0.17647058823529413,,0.4857142857142857,0.16666666666666666,0.4405212121212121,0.58665,0.4293374999999999,0.027777777777777776,0.038461538461538464,,,0.3684210526315789,9.632,29.99,0.3860759493670886,3.0,4.0,1.0,,1.0,3.0,,,,,0.05263157894736842,0.5,0.5,0.5,1.0,0.23529411764705882,0.75,,,,,,,,0.3333333333333333,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,0.04,0.14285714285714285,1.0,0.058823529411764705,,,,True,,,,,,,,,,,,,,,
201601,1610612746,Luc Mbah a Moute,Luc Mbah a Moute,201601,LAC,2044.0,34,8.0,62,64,30.0,25.0,5.0,126,3.0,4.0,,,1.0,1.0,2.0,,1.0,,,,,4.0,5.0,1.0,3.0,1.0,12.0,64,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,3.0,,,1.0,,,,,,,,,,1.0,3.0,2.0,5.0,2.0,7.0,,2.0,1.0,,,,,,,,,,1.0,2.0,,1.0,,,6.0,30.0,,,0.75,1.0,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.8,1.0,1.0,0.6875,1.0,1.25,0.6666666666666666,1.0,1.0,0.375,13.432835820895521,,0.125,0.07142857142857142,0.2,0.16129032258064516,0.09090909090909091,0.16666666666666666,0.125,0.25,0.25,,0.5,0.75,0.75,,,,,0.125,1.0,1.0,0.25,0.125,,,,,,,,0.875,,0.49286428571428564,0.5887,0.5509,0.1111111111111111,0.16666666666666666,,0.16666666666666666,0.5,5.9,24.53333333333333,0.4838709677419355,1.0,1.0,1.0,,,1.0,,,,,0.18181818181818182,1.0,0.5,0.5,1.0,0.5,1.0,1.0,,,,0.125,,,0.6666666666666666,1.0,1.0,,2.0,,,,,,,,,,,,0.16666666666666666,,1.0,1.0,,,,1.0,,,,,0.5,1.0,1.0,,True,,,,,,,,,,,,,,,
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,1767.0,29,4.0,55,57,9.0,11.0,9.0,112,2.0,3.0,,2.0,1.0,1.0,,1.0,4.0,,,,,3.0,6.0,1.0,4.0,,9.0,61,,,,,,,,,,,,2.0,4.0,3.0,,,4.0,1.0,,,,,,,,,,2.0,1.0,3.0,1.0,4.0,,,,,,,,,,1.0,3.0,,1.0,,,,,,,9.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.25,,,0.25,0.5,,,0.45,,,0.45,,,0.4,15.625,,0.045454545454545456,,0.2857142857142857,0.10344827586206896,0.038461538461538464,,,0.07692307692307693,,,0.3,0.6666666666666666,0.6666666666666666,0.2,,,,0.1,1.0,1.0,,0.4,0.25,0.25,1.0,,,,,0.7,0.25,0.536555,,,,,,,,4.983333333333333,26.65,0.16363636363636364,,,,,,,,,,,0.4,,,,,,,1.0,,,,0.1,,,0.5,,,,,,,,,1.0,1.0,1.0,1.0,,,,0.1,1.0,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,
101138,1610612746,Brandon Bass,Brandon Bass,101138,LAC,90.0,2,,3,3,,,1.0,6,1.0,1.0,,1.0,,,,,,,,,,1.0,2.0,,,,2.0,4,1.0,1.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,0.5,1.0,,0.5,1.0,,,50.0,,,1.0,,,1.0,1.0,,,,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,0.5,,0.40325,0.4309,,,,,1.0,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
