EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SelfOReb,StepOutOfBoundsTurnovers,Offensive Fouls,OffLongMidRangeReboundPct,SelfORebPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,Travels,Charge Fouls Drawn,Blocked3s,BlockedArc3,OffAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockingFouls,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveAttempts,SecondChanceCorner3FGM,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Technical Free Throw Trips,ShortMidRangePctBlocked,BlockedLongMidRange,Corner3PctBlocked,BlockedShortMidRange,SecondChanceAtRimPctAssisted
201566,1610612760,Russell Westbrook,Russell Westbrook,201566,OKC,8927.0,149,28,307,305,98.0,101.0,44.0,612,21.0,36.0,3.0,4.0,7.0,12.0,5.0,10.0,12.0,30.0,9.0,40.0,2.0,11.0,3.0,21.0,38.0,76.0,9.0,40.0,44.0,147.0,315,4.0,7.0,2.0,11.0,14.0,12.0,27.0,3.0,21.0,11.0,44.0,8.0,68.0,6.0,21.0,4.0,40.0,9.0,1.0,32.0,8.0,40.0,6.0,2.0,21.0,8.0,3.0,88.0,2.0,3.0,1.0,25.0,9.0,7.0,41.0,6.0,47.0,8.0,5.0,3.0,17.0,2.0,12.0,5.0,2.0,5.0,22.0,1.0,6.0,2.0,14.0,1.0,1.0,37.0,1.0,1.0,2.0,55.0,3.0,22.0,2.0,4.0,2.0,2.0,2.0,2.0,43.0,96.0,2.0,3.0,0.10526315789473684,0.1111111111111111,0.2222222222222222,0.225,0.18181818181818182,0.14285714285714285,0.225,0.5,0.5714285714285714,0.4444444444444444,0.44396551724137934,0.3888888888888889,0.34375,0.5212765957446809,0.3888888888888889,0.4,0.3448275862068966,0.013157894736842105,0.027777777777777776,45.530726256983236,0.7727272727272727,0.6363636363636364,0.058823529411764705,0.140625,0.0375,0.29069767441860467,0.03333333333333333,0.22666666666666666,0.03571428571428571,0.125,0.02,0.1,0.13333333333333333,0.2,0.1111111111111111,0.2714285714285714,0.375,1.0,0.3103448275862069,0.5833333333333334,0.6,0.09523809523809523,0.08620689655172414,0.5,0.5,0.2,0.25862068965517243,0.4,0.4,0.08333333333333333,0.3448275862068966,0.225,0.225,0.2222222222222222,0.2222222222222222,0.75,0.6111111111111112,0.18181818181818182,0.5,0.25,0.5833333333333334,0.4375,0.14285714285714285,0.6551724137931034,0.225,0.5034336206896551,0.5336772727272727,0.4891770833333334,0.17518248175182483,0.23157894736842105,0.047619047619047616,0.09523809523809523,0.29931972789115646,9.26578947368421,25.839999999999996,0.31921824104234525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201959,1610612760,Taj Gibson,Taj Gibson,201959,OKC,5520.0,92,35,186,187,40.0,41.0,20.0,373,6.0,13.0,1.0,1.0,,1.0,5.0,11.0,6.0,6.0,,,,,,,17.0,30.0,,,7.0,41.0,180,4.0,4.0,,,8.0,,1.0,,,,,26.0,8.0,,,4.0,,,3.0,1.0,2.0,3.0,2.0,,,1.0,,8.0,,2.0,,8.0,3.0,1.0,12.0,2.0,14.0,1.0,1.0,,2.0,,1.0,4.0,1.0,1.0,6.0,,1.0,9.0,11.0,,,8.0,,,1.0,8.0,,4.0,,,,,,,,40.0,,,0.7647058823529411,0.8666666666666667,,,,,,0.5666666666666667,1.0,,0.5666666666666667,1.0,,0.6029411764705882,1.0,,,0.1,0.23076923076923078,19.41747572815534,0.3333333333333333,0.16666666666666666,,0.06521739130434782,0.043478260869565216,0.12307692307692308,,0.0990990990990991,0.028169014084507043,0.06666666666666667,,,0.09375,,,0.11320754716981132,0.16666666666666666,,0.43333333333333335,0.46153846153846156,0.6,0.6666666666666666,0.36666666666666664,0.45454545454545453,0.45454545454545453,0.6,0.2,1.0,1.0,1.0,,,,,0.25,1.0,,,,1.0,,,,0.43333333333333335,,0.48625999999999997,0.528,0.5821,0.11764705882352941,0.11764705882352941,,0.1951219512195122,,6.86,,0.21505376344086022,1.0,1.0,1.0,0.09090909090909091,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203460,1610612760,Andre Roberson,Andre Roberson,203460,OKC,8940.0,149,8,306,304,97.0,101.0,45.0,610,12.0,18.0,2.0,3.0,3.0,5.0,,5.0,,,6.0,9.0,1.0,1.0,1.0,3.0,12.0,23.0,7.0,14.0,3.0,48.0,313,2.0,5.0,1.0,1.0,9.0,3.0,8.0,2.0,4.0,3.0,15.0,18.0,6.0,21.0,,2.0,9.0,6.0,1.0,4.0,3.0,7.0,2.0,1.0,,1.0,3.0,17.0,4.0,4.0,3.0,8.0,4.0,1.0,13.0,11.0,24.0,10.0,4.0,6.0,2.0,,1.0,2.0,1.0,1.0,4.0,,1.0,8.0,12.0,,1.0,14.0,,2.0,,19.0,1.0,3.0,,7.0,14.0,14.0,16.0,6.0,15.0,95.0,2.0,1.0,0.75,0.8181818181818182,1.0,0.5,1.0,0.5,0.5,0.5217391304347826,0.4,0.375,0.6081081081081081,0.5833333333333334,0.5,0.5217391304347826,0.6428571428571429,0.375,0.3783783783783784,0.043478260869565216,0.05555555555555555,14.044943820224718,0.5,0.1,0.14285714285714285,0.06153846153846154,0.04597701149425287,0.09302325581395349,0.06896551724137931,0.07947019867549669,0.05517241379310345,,0.0625,0.1,0.043478260869565216,,0.2222222222222222,0.08450704225352113,0.13333333333333333,0.375,0.4864864864864865,0.6666666666666666,0.7058823529411765,0.75,0.13513513513513514,,,,,,,,0.24324324324324326,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,0.16666666666666666,1.0,1.0,0.4166666666666667,0.6,0.25,0.3333333333333333,0.8648648648648649,0.6666666666666666,0.5771581081081082,0.5428124999999999,0.5326291666666667,0.07692307692307693,0.12,,0.1875,0.3125,2.4217391304347826,24.150000000000002,0.31699346405228757,1.0,,,0.041666666666666664,0.058823529411764705,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.08108108108108109,0.13513513513513514,0.2,0.2,1.0,0.08333333333333333,1.0,,,,,,,,,,,,True,,,,,,
203500,1610612760,Steven Adams,Steven Adams,203500,OKC,9420.0,157,16,326,322,107.0,111.0,47.0,648,12.0,15.0,5.0,6.0,4.0,4.0,6.0,13.0,,,,,,,,,18.0,28.0,,,4.0,40.0,336,5.0,7.0,,,11.0,6.0,8.0,,,4.0,16.0,22.0,14.0,,,10.0,,,3.0,3.0,4.0,7.0,3.0,1.0,3.0,,,18.0,7.0,7.0,3.0,9.0,7.0,1.0,17.0,17.0,34.0,6.0,5.0,1.0,2.0,,1.0,2.0,1.0,1.0,4.0,1.0,2.0,10.0,14.0,,,12.0,3.0,,,11.0,1.0,3.0,,3.0,9.0,9.0,9.0,4.0,15.0,105.0,2.0,2.0,0.6111111111111112,0.8461538461538461,,,,,,0.6428571428571429,0.7142857142857143,0.75,0.6428571428571429,0.7142857142857143,0.75,0.6060606060606061,0.6875,0.6153846153846154,,0.10714285714285714,0.2,9.736842105263158,0.5,0.09090909090909091,0.14285714285714285,0.10606060606060606,0.07954545454545454,0.10112359550561797,0.109375,0.1032258064516129,0.09210526315789473,0.11538461538461539,0.1111111111111111,0.1,0.10638297872340426,0.2,,0.1232876712328767,,0.4444444444444444,0.5357142857142857,0.8,1.0,0.4166666666666667,0.4642857142857143,0.46153846153846156,0.46153846153846156,1.0,,,,,,,,,0.8571428571428571,0.8333333333333334,,,,0.5,1.0,,,0.5357142857142857,,0.5532535714285715,0.499675,0.45890000000000003,0.1,0.1,,0.275,0.4,3.707142857142857,,0.3282208588957055,1.0,,,0.04,0.14285714285714285,,,,,1.0,1.0,,,,0.08108108108108109,,,,,,,1.0,,,,,,,,,,,True,,,,,,
203506,1610612760,Victor Oladipo,Victor Oladipo,203506,OKC,7032.0,117,33,245,238,72.0,67.0,33.0,483,4.0,8.0,,,1.0,2.0,1.0,4.0,1.0,3.0,1.0,7.0,,2.0,1.0,4.0,6.0,15.0,2.0,13.0,6.0,24.0,239,,,,3.0,,1.0,2.0,1.0,6.0,,5.0,6.0,6.0,6.0,,,7.0,1.0,,5.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,16.0,,,,11.0,7.0,,18.0,,18.0,6.0,4.0,2.0,4.0,2.0,1.0,2.0,,3.0,6.0,3.0,2.0,5.0,13.0,,,5.0,,,1.0,6.0,,3.0,,,3.0,3.0,3.0,1.0,5.0,70.0,1.0,,0.5,0.5,1.0,0.15384615384615385,,0.16666666666666666,0.15384615384615385,0.4,,0.5,0.32142857142857145,,0.3125,0.3870967741935484,,0.3125,0.4642857142857143,,,13.120567375886525,0.6666666666666666,,,0.14,,0.15492957746478872,,0.1487603305785124,,,,,0.08823529411764706,0.25,0.25,0.19642857142857142,,0.3333333333333333,0.2857142857142857,0.5,0.5,0.75,0.14285714285714285,0.25,0.25,,0.10714285714285714,0.3333333333333333,0.3333333333333333,,0.25,0.14285714285714285,0.14285714285714285,1.0,,,0.6666666666666666,,,0.25,0.5,0.5,0.25,0.75,0.14285714285714285,0.5445000000000001,0.5329999999999999,0.5748687499999999,0.0967741935483871,0.16666666666666666,,,0.20833333333333334,6.8533333333333335,24.62307692307692,0.2938775510204082,,,,,,1.0,6.0,,2.0,,,,,,,0.21428571428571427,0.16666666666666666,0.16666666666666666,1.0,0.25,,,1.0,0.3333333333333333,,,,,,,,,True,,,,,,
203518,1610612760,Alex Abrines,Alex Abrines,203518,OKC,2486.0,41,-13,88,89,45.0,52.0,17.0,177,2.0,4.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,10.0,,2.0,,6.0,3.0,5.0,3.0,12.0,3.0,18.0,100,1.0,1.0,,2.0,2.0,2.0,3.0,2.0,8.0,3.0,13.0,4.0,2.0,9.0,,2.0,9.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,,5.0,1.0,,,1.0,3.0,,4.0,1.0,5.0,,,,,,,,,,,,,4.0,6.0,,,3.0,,1.0,1.0,4.0,,1.0,,1.0,,,,,13.0,44.0,,1.0,0.6666666666666666,1.0,1.0,0.25,,0.25,0.2727272727272727,0.6,1.0,0.6666666666666666,0.4411764705882353,0.3333333333333333,0.45454545454545453,0.47368421052631576,0.3333333333333333,0.5,0.7058823529411765,,,17.431192660550458,,,,0.1875,,0.058823529411764705,0.04,0.12121212121212122,0.02,,0.04,,0.15384615384615385,,1.0,0.0625,,,0.23529411764705882,0.5,0.5,0.5,,,,,0.058823529411764705,1.0,1.0,1.0,0.5882352941176471,0.1,0.1,1.0,0.3333333333333333,1.0,0.6666666666666666,,,0.18181818181818182,0.5,0.5454545454545454,,0.9411764705882353,0.1111111111111111,0.581046875,0.5751,0.5650899999999999,0.05555555555555555,0.16666666666666666,,0.1111111111111111,0.7222222222222222,5.36,26.183333333333337,0.5113636363636364,,,,,,2.0,2.0,2.0,2.0,,,,,,,0.11764705882352941,1.0,1.0,1.0,0.18181818181818182,1.0,,,,1.0,,,,,,,,True,,,,,,
203924,1610612760,Jerami Grant,Jerami Grant,203924,OKC,2275.0,38,-27,83,82,43.0,48.0,18.0,165,5.0,6.0,2.0,3.0,1.0,2.0,,,,1.0,1.0,2.0,,,,,5.0,7.0,2.0,4.0,2.0,18.0,105,2.0,3.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,,5.0,6.0,4.0,6.0,,4.0,2.0,1.0,,,,,,,,,,,4.0,2.0,,2.0,,,2.0,6.0,8.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,4.0,4.0,,,1.0,,,,2.0,,1.0,,,,,,,5.0,42.0,,,0.6,1.0,1.0,0.5,1.0,0.5,0.5,0.7142857142857143,0.6666666666666666,0.5,0.7272727272727273,0.875,0.625,0.75,0.875,0.625,0.36363636363636365,,,12.264150943396226,1.0,,,,0.09523809523809523,0.1111111111111111,0.15384615384615385,0.07407407407407407,0.1276595744680851,,0.13043478260869565,0.3333333333333333,,,,0.07142857142857142,0.25,,0.5454545454545454,0.8333333333333334,0.8333333333333334,0.6,,,,,0.09090909090909091,,,,0.18181818181818182,0.5,0.5,1.0,0.75,0.6666666666666666,,,,0.5,0.5,,,0.9090909090909091,0.5,0.6920318181818181,0.6972,0.65765,0.08333333333333333,0.125,,0.3888888888888889,0.2777777777777778,2.971428571428571,24.1,0.5180722891566265,,,,,,1.0,2.0,1.0,2.0,,,,,,0.25,0.18181818181818182,0.5,0.5,1.0,0.5,0.5,,1.0,0.25,,1.0,1.0,1.0,1.0,,,,True,,,,,,
202708,1610612760,Norris Cole,Norris Cole,202708,OKC,510.0,8,-16,18,17,7.0,8.0,2.0,35,,,,,,,,,,2.0,1.0,2.0,,,,1.0,,2.0,1.0,2.0,,3.0,24,,,,,,,,,1.0,,,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,7.0,,,,,1.0,0.5,,,0.5,,,,0.375,,,0.375,,,0.5,,,25.0,,,,,,0.25,,0.2,,,,,,,,0.25,,,,,,,,,,,0.5,,,,0.5,0.5,0.5,1.0,,,,,,,,1.0,,0.5,0.5,0.4599875,,0.46365,,,,,,18.9,25.45,0.3888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
202713,1610612760,Kyle Singler,Kyle Singler,202713,OKC,164.0,3,10,7,5,,,,12,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203926,1610612760,Doug McDermott,Doug McDermott,203926,OKC,1736.0,29,10,60,58,24.0,24.0,8.0,118,,,,,,,2.0,2.0,,1.0,3.0,6.0,,,1.0,2.0,2.0,3.0,3.0,6.0,,13.0,59,,,,,,1.0,1.0,1.0,2.0,,5.0,4.0,,9.0,,,6.0,3.0,,1.0,,1.0,,,,,1.0,2.0,,,,1.0,1.0,,2.0,,2.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,5.0,24.0,,,1.0,1.0,1.0,0.5,,0.5,0.5,0.6666666666666666,,1.0,0.7222222222222222,,0.8333333333333334,0.7222222222222222,,0.8333333333333334,0.6666666666666666,,,14.084507042253522,1.0,,,0.09090909090909091,,0.1111111111111111,,0.1,,,,,,,1.0,0.125,,,,,,,0.2222222222222222,1.0,1.0,1.0,0.1111111111111111,,,,0.6666666666666666,0.5,0.6,1.0,,,,,,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.4905111111111111,,0.46531666666666666,,,,,0.38461538461538464,8.833333333333334,25.316666666666666,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.16666666666666666,0.16666666666666666,True,,,,,,
