EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Charge Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,SecondChanceFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,3SecondViolations,OffShortMidRangeReboundPct,Travels,BlockingFouls,Loose Ball Fouls Drawn,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,SelfOReb,LostBallSteals,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,OffLongMidRangeReboundPct,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,ThreePtShootingFoulsDrawnPct,Offensive Fouls Drawn,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,on,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,FTOffRebounds,OffFTReboundPct
1626170,1610612741,Jerian Grant,Jerian Grant,1626170,CHI,1974.0,33,-21,64,61,13.0,14.0,8.0,125,2.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,8.0,1.0,4.0,3.0,10.0,83,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,11.0,0.5,0.5,1.0,0.25,0.25,0.25,0.2916666666666667,0.38461538461538464,0.3333333333333333,0.125,0.25,24.675324675324674,0.5,0.1111111111111111,0.07142857142857142,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.5,0.6666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.4949791666666667,0.7112,0.15384615384615385,0.2222222222222222,7.65,24.875,0.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1626171,1610612741,Bobby Portis,Bobby Portis,1626171,CHI,3252.0,54,-6,106,106,17.0,15.0,7.0,212,2.0,3.0,1.0,1.0,5.0,4.0,2.0,4.0,,6.0,9.0,5.0,8.0,,27.0,115,1.0,2.0,10.0,2.0,15.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,,9.0,10.0,16.0,18.0,2.0,2.0,1.0,,1.0,2.0,,3.0,1.0,,5.0,2.0,,,,15.0,0.8333333333333334,1.0,1.0,0.625,0.625,0.6666666666666666,0.7941176470588235,0.7941176470588235,0.47058823529411764,0.1111111111111111,0.3333333333333333,17.54385964912281,0.3333333333333333,0.2857142857142857,0.2631578947368421,0.26666666666666666,0.18181818181818182,0.17647058823529413,0.6666666666666666,1.0,0.5,0.058823529411764705,0.29411764705882354,0.23529411764705882,0.23529411764705882,0.5,0.5,1.0,,0.3333333333333333,0.6470588235294118,0.5,0.47577058823529417,0.4298,,,12.366666666666665,24.4125,0.16037735849056603,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,1.0,0.03333333333333333,0.22727272727272727,0.07692307692307693,0.046511627906976744,0.1111111111111111,0.125,0.4444444444444444,0.17647058823529413,0.4,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.75,0.75,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.548225,0.18518518518518517,0.14814814814814814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1626245,1610612741,Cristiano Felicio,Cristiano Felicio,1626245,CHI,3341.0,56,-7,111,114,,5.0,8.0,225,7.0,8.0,,2.0,,,,,,7.0,10.0,,,,14.0,114,,,14.0,,,,,,,,,,,,,6.0,11.0,16.0,,,2.0,1.0,,5.0,,7.0,,4.0,11.0,1.0,,,,,1.0,1.0,,,,0.7,0.7,0.7,,,,14.049586776859504,0.2857142857142857,0.1875,0.17543859649122806,0.2857142857142857,0.125,0.8,0.875,0.875,1.0,0.2,,,,,,,,,0.8,,0.66193,,,,1.7,,,,1.0,,,,,,,,,2.0,,,,,,,2.0,3.0,4.0,1.0,5.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,0.5,0.09375,0.16,0.15384615384615385,0.1111111111111111,0.09090909090909091,0.2222222222222222,0.1,0.15,0.2,1.0,,,,,,,,,,0.5,,,,,,,0.5313,,,2.0,1.0,1.0,1.0,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1627835,1610612741,Paul Zipser,Paul Zipser,1627835,CHI,3031.0,51,9,98,98,11.0,23.0,9.0,196,2.0,2.0,,1.0,4.0,3.0,1.0,1.0,,3.0,7.0,2.0,4.0,4.0,16.0,98,,,2.0,4.0,6.0,1.0,1.0,,1.0,,1.0,,1.0,,2.0,3.0,8.0,9.0,,,1.0,,1.0,3.0,,4.0,,1.0,3.0,4.0,4.0,,2.0,11.0,0.3333333333333333,0.5,1.0,0.5,0.5,0.42857142857142855,0.5454545454545454,0.6153846153846154,0.36363636363636365,,,15.596330275229356,0.25,0.12,0.17391304347826086,,0.1,0.18181818181818182,1.0,1.0,,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.09090909090909091,1.0,1.0,1.0,,,0.5454545454545454,1.0,0.4705545454545454,,0.15384615384615385,0.2222222222222222,11.857142857142858,24.6,0.11224489795918367,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,2.0,,,,2.0,,1.0,5.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,0.030303030303030304,0.23809523809523808,,0.022727272727272728,,,0.25,0.25,,1.0,,,,0.25,0.25,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,0.5313,0.125,,,,,,0.07142857142857142,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2548,1610612741,Dwyane Wade,Dwyane Wade,2548,CHI,11407.0,190,-20,369,372,35.0,50.0,46.0,741,12.0,27.0,4.0,24.0,18.0,2.0,5.0,15.0,,26.0,69.0,6.0,17.0,20.0,90.0,407,,5.0,14.0,38.0,12.0,15.0,5.0,5.0,17.0,7.0,24.0,2.0,8.0,4.0,55.0,9.0,24.0,30.0,5.0,4.0,6.0,1.0,3.0,4.0,2.0,10.0,2.0,5.0,8.0,14.0,21.0,1.0,9.0,33.0,0.2692307692307692,0.30434782608695654,0.6666666666666666,0.35294117647058826,0.35294117647058826,0.37681159420289856,0.4069767441860465,0.46875,0.19767441860465115,0.07246376811594203,0.14814814814814814,24.941176470588236,0.6,0.10465116279069768,0.12568306010928962,0.06521739130434782,0.18181818181818182,0.313953488372093,0.4444444444444444,0.5217391304347826,0.4166666666666667,0.27906976744186046,0.20930232558139536,0.023255813953488372,0.1744186046511628,0.3333333333333333,0.3333333333333333,0.6,,0.5714285714285714,0.5116279069767442,0.3333333333333333,0.4639686046511628,0.5137714285714285,0.09574468085106383,0.11688311688311688,8.42463768115942,24.93529411764706,0.0948509485094851,5.0,7.0,2.0,8.0,6.0,1.0,,,2.0,5.0,8.0,,12.0,3.0,2.0,12.0,6.0,2.0,4.0,14.0,1.0,6.0,1.0,,7.0,4.0,8.0,5.0,12.0,,0.625,0.6,0.625,0.42857142857142855,0.6666666666666666,0.6,0.125,0.03418803418803419,0.14432989690721648,0.03225806451612903,0.0335195530726257,0.08108108108108109,0.024390243902439025,0.1111111111111111,0.17567567567567569,0.043478260869565216,0.625,0.3333333333333333,0.34782608695652173,0.125,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.5,1.0,0.875,0.7142857142857143,,,,0.5,0.2857142857142857,0.4913833333333333,0.13333333333333333,0.13333333333333333,3.0,,1.0,,0.023255813953488372,,,1.0,2.0,6.0,6.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.041666666666666664,0.047619047619047616,0.02040816326530612,0.2,,,,,,,,,,,,,,,,True,,,,,,,
201577,1610612741,Robin Lopez,Robin Lopez,201577,CHI,7054.0,118,-10,228,226,22.0,36.0,35.0,454,11.0,17.0,,11.0,6.0,,,,,22.0,34.0,,,6.0,50.0,254,,,26.0,18.0,,,,1.0,2.0,,2.0,,2.0,,4.0,6.0,12.0,32.0,3.0,2.0,3.0,,3.0,5.0,,8.0,1.0,3.0,10.0,6.0,6.0,,2.0,20.0,0.5909090909090909,0.8125,,,,0.6470588235294118,0.6470588235294118,0.6756756756756757,,0.029411764705882353,,16.605166051660518,0.375,0.125,0.09090909090909091,0.16666666666666666,,0.5,0.6470588235294118,0.6470588235294118,0.45454545454545453,0.3235294117647059,0.17647058823529413,,,,,,,,0.5,,0.46954999999999997,,0.05555555555555555,0.05555555555555555,6.764705882352941,,0.09649122807017543,6.0,12.0,,8.0,3.0,,,,,7.0,13.0,,18.0,,,2.0,12.0,7.0,13.0,4.0,2.0,20.0,,4.0,5.0,3.0,5.0,1.0,2.0,,0.5384615384615384,,0.5384615384615384,,0.6,1.0,0.3333333333333333,0.16666666666666666,0.06451612903225806,0.17073170731707318,0.16806722689075632,0.21739130434782608,0.21428571428571427,0.125,0.06666666666666667,0.058823529411764705,0.2,0.7272727272727273,0.7272727272727273,0.625,0.5,0.6,1.0,,,,0.9230769230769231,0.5,,,,,,0.49532,0.36,0.04,,1.0,,,0.1724137931034483,1.0,,2.0,4.0,2.0,,,,1.0,1.0,1.0,,,,2.0,,2.0,1.0,,0.07692307692307693,0.09090909090909091,,0.16666666666666666,0.11538461538461539,,,,,,,,,,,,,,True,,,,,,,
202710,1610612741,Jimmy Butler,Jimmy Butler,202710,CHI,9551.0,159,-9,309,312,33.0,48.0,43.0,621,14.0,22.0,3.0,16.0,16.0,2.0,3.0,14.0,3.0,26.0,54.0,3.0,16.0,18.0,79.0,338,5.0,6.0,22.0,30.0,6.0,14.0,3.0,2.0,9.0,11.0,20.0,9.0,4.0,1.0,51.0,9.0,25.0,31.0,6.0,5.0,5.0,1.0,2.0,4.0,1.0,9.0,1.0,3.0,7.0,23.0,24.0,3.0,8.0,31.0,0.4230769230769231,0.4782608695652174,0.6666666666666666,0.1875,0.1875,0.48148148148148145,0.4357142857142857,0.48717948717948717,0.22857142857142856,0.037037037037037035,0.045454545454545456,24.099722991689752,0.5555555555555556,0.13432835820895522,0.1568627450980392,0.14634146341463414,0.13333333333333333,0.3142857142857143,0.6363636363636364,0.6666666666666666,0.5,0.22857142857142856,0.22857142857142856,0.02857142857142857,0.2,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.2727272727272727,0.42857142857142855,0.5428571428571428,0.21428571428571427,0.465735,0.4357642857142857,0.11842105263157894,0.13559322033898305,8.564814814814815,24.862499999999997,0.10679611650485436,3.0,4.0,3.0,6.0,6.0,,,2.0,1.0,5.0,6.0,,10.0,4.0,1.0,13.0,6.0,2.0,4.0,15.0,1.0,6.0,1.0,1.0,3.0,3.0,4.0,3.0,10.0,,0.8333333333333334,0.6666666666666666,0.45454545454545453,0.5714285714285714,0.45454545454545453,0.65,0.14285714285714285,0.04,0.1744186046511628,0.03636363636363636,0.03870967741935484,0.125,0.02857142857142857,0.09090909090909091,0.19696969696969696,0.1,0.75,0.375,0.4,0.16666666666666666,0.375,0.375,0.5,,,,0.36363636363636365,0.75,0.18181818181818182,,,1.0,0.14285714285714285,0.5318222222222223,0.12658227848101267,0.16455696202531644,3.0,,,,,,,,,5.0,3.0,2.0,4.0,,1.0,2.0,1.0,,,,,,,0.0625,0.05,,,,,1.0,2.0,4.0,1.0,1.0,0.058823529411764705,,,,,,,,True,,,,,,,
200765,1610612741,Rajon Rondo,Rajon Rondo,200765,CHI,3049.0,51,16,103,105,4.0,10.0,16.0,208,7.0,10.0,,5.0,,2.0,,2.0,,10.0,15.0,,4.0,1.0,21.0,103,,1.0,4.0,16.0,,2.0,,,9.0,4.0,13.0,3.0,5.0,3.0,30.0,1.0,6.0,11.0,6.0,5.0,3.0,,3.0,1.0,1.0,4.0,,3.0,6.0,2.0,2.0,,1.0,4.0,0.2,0.2222222222222222,,,,0.6666666666666666,0.5263157894736842,0.525,0.21052631578947367,,,19.834710743801654,0.75,0.045454545454545456,0.10416666666666667,0.0625,,0.5263157894736842,0.7,0.7,0.2857142857142857,0.2631578947368421,,0.10526315789473684,0.10526315789473684,,,,,,0.7368421052631579,,0.5040552631578947,0.3948,0.05,0.0625,3.8600000000000003,24.6,0.038834951456310676,1.0,3.0,,3.0,,,,,,1.0,4.0,,2.0,1.0,,2.0,2.0,3.0,2.0,4.0,1.0,5.0,,,1.0,1.0,1.0,,2.0,,0.25,1.0,0.25,1.0,0.25,1.0,0.3333333333333333,0.058823529411764705,0.15384615384615385,0.2,0.10204081632653061,,0.125,,0.16666666666666666,0.125,,0.6,0.6,,,,,,,,0.75,0.3333333333333333,,,,,,0.42735,0.09523809523809523,0.09523809523809523,,1.0,,,0.15384615384615385,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,0.2857142857142857,0.125,,,,,,,,,,1.0,,,,,,,True,,,,,,,
202703,1610612741,Nikola Mirotic,Nikola Mirotic,202703,CHI,7755.0,129,-17,248,251,22.0,25.0,35.0,499,7.0,8.0,,3.0,2.0,8.0,6.0,16.0,,7.0,13.0,8.0,24.0,5.0,43.0,280,,2.0,10.0,4.0,21.0,16.0,6.0,1.0,7.0,,7.0,,6.0,1.0,14.0,8.0,21.0,25.0,4.0,2.0,4.0,,4.0,,,4.0,,9.0,13.0,5.0,7.0,1.0,4.0,22.0,0.7142857142857143,0.8333333333333334,0.875,0.3333333333333333,0.3333333333333333,0.5384615384615384,0.5135135135135135,0.5375,0.6486486486486487,0.07692307692307693,,15.120274914089347,1.0,0.15384615384615385,0.16260162601626016,0.0967741935483871,0.15384615384615385,0.21621621621621623,0.875,0.875,0.7142857142857143,0.08108108108108109,0.05405405405405406,0.21621621621621623,0.43243243243243246,0.375,0.375,0.8333333333333334,,,0.8648648648648649,0.375,0.5285648648648649,0.3342333333333333,0.1,0.25,6.207692307692308,25.066666666666666,0.08870967741935484,1.0,2.0,,,,2.0,,,1.0,1.0,3.0,,2.0,,1.0,,2.0,1.0,3.0,12.0,1.0,4.0,,,2.0,2.0,2.0,1.0,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,0.14285714285714285,0.038461538461538464,0.16901408450704225,0.02,0.03125,0.07407407407407407,0.029411764705882353,0.375,0.16363636363636364,0.1875,0.5,,,,,,,0.25,0.25,1.0,0.6666666666666666,0.5,,,,,0.3333333333333333,0.38535,0.046511627906976744,,,1.0,,,0.03333333333333333,,1.0,,,,3.0,,,,2.0,,,,,,,,,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,
201627,1610612741,Anthony Morrow,Anthony Morrow,201627,CHI,800.0,13,-7,29,28,,3.0,3.0,57,,,,1.0,3.0,,,,,2.0,4.0,,,2.0,6.0,31,,,2.0,2.0,,,,,1.0,,1.0,,1.0,,2.0,1.0,3.0,3.0,,,,,,,,,,2.0,2.0,1.0,2.0,,1.0,,0.5,0.5,,,,0.5,0.5,0.6,,,,15.625,,0.2,0.2,,,,,,,0.25,0.75,,,,,,,,,,0.4018,,0.2,0.2,14.850000000000001,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.2,,,,,0.3333333333333333,,0.5,,,,,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
