EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,Fouls,Loose Ball Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,PenaltyArc3FGM,HeaveAttempts,BlockedLongMidRange,3SecondViolations,Arc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,Charge Fouls,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,FTOffRebounds,3pt And 1 Free Throw Trips,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,LongMidRangePctBlocked,Arc3PctBlocked,on,BlockedCorner3
101112,1610612739,Channing Frye,Channing Frye,101112,CLE,575.0,10.0,8,19,19,9,5,2.0,38,1.0,1.0,1.0,16,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,9,1.0,1.0,4.761904761904762,1.0,1.0,1.0,0.3798,0.3798,26.8,0.47368421052631576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101114,1610612739,Deron Williams,Deron Williams,101114,CLE,4572.0,76.0,14,156,155,72,54,10.0,311,5.0,2.0,8.0,154,4.0,5.0,5.0,8.0,1.0,21.0,8.0,1.0,70,,0.5714285714285714,14.285714285714286,0.35714285714285715,0.3333333333333333,0.8571428571428571,0.5299714285714285,0.55885,25.150000000000002,0.46153846153846156,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,6.0,2.0,3.0,17.0,1.0,2.0,2.0,1.0,3.0,10.0,8.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,5.0,3.0,8.0,1.0,9.0,1.0,4.0,3.0,1.0,6.0,1.0,4.0,3.0,2.0,1.0,1.0,9.0,4.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,0.5,0.25,0.25,0.25,0.6666666666666666,1.0,0.5,0.5833333333333334,0.5666666666666667,0.7142857142857143,0.6666666666666666,0.05172413793103448,0.038461538461538464,0.16666666666666666,0.09090909090909091,0.018518518518518517,0.1111111111111111,0.04,0.0625,0.058823529411764705,0.15,0.2,0.125,0.2857142857142857,0.75,0.75,0.07142857142857142,0.07142857142857142,1.0,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.2,0.5181,0.07142857142857142,0.16666666666666666,0.5882352941176471,5.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,33690.0,562.0,95,1105,1122,353,226,121.0,2227,,,,1245,,,13.0,26.0,5.0,65.0,36.0,7.0,350,,,11.289031224979984,,,0.7391304347826086,0.5978076086956522,0.5835066666666667,,0.3194570135746606,44.0,68.0,31.0,12.0,22.0,23.0,1.0,1.0,,,,,,54.0,92.0,,40.0,148.0,33.0,15.0,30.0,,16.0,46.0,36.0,,,,13.0,8.0,6.0,50.0,29.0,45.0,81.0,69.0,150.0,3.0,9.0,8.0,1.0,13.0,1.0,6.0,8.0,7.0,,1.0,21.0,3.0,16.0,1.0,54.0,1.0,,60.0,4.0,24.0,8.0,46.0,,,,,0.5869565217391305,0.5,0.5869565217391305,0.5,0.6166666666666667,0.5476190476190477,0.6190476190476191,0.13313609467455623,0.1893939393939394,0.13122171945701358,0.13237924865831843,0.14587737843551796,0.24444444444444444,0.11290322580645161,0.16216216216216217,0.1262135922330097,0.10897435897435898,0.18461538461538463,0.10714285714285714,0.7391304347826086,0.6470588235294118,0.7333333333333333,0.25,0.010869565217391304,1.0,1.0,,,,,,,0.9393939393939394,0.7333333333333333,0.5454545454545454,,,,0.56997,0.21428571428571427,0.21428571428571427,0.3108108108108108,2.6021739130434782,16.0,9.0,18.0,14.0,50.0,72.0,26.0,10.0,1.0,6.0,19.0,7.0,3.0,4.0,3.0,1.0,11.0,12.0,1.0,1.0,10.0,2.0,13.0,6.0,5.0,1.0,7.0,0.6666666666666666,0.8780487804878049,0.5454545454545454,0.5454545454545454,0.5952380952380952,0.10869565217391304,0.11764705882352941,0.08695652173913043,0.25925925925925924,0.09090909090909091,0.23300970873786409,0.056338028169014086,0.10256410256410256,0.05660377358490566,0.46153846153846156,0.6590909090909091,0.391304347826087,0.42857142857142855,0.7777777777777778,0.5161290322580645,0.125,0.33783783783783783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
202697,1610612739,Iman Shumpert,Iman Shumpert,202697,CLE,6496.0,108.0,15,212,225,111,83,14.0,437,5.0,4.0,11.0,225,7.0,4.0,2.0,6.0,,14.0,14.0,1.0,110,1.0,0.6470588235294118,8.73362445414847,0.29411764705882354,0.36363636363636365,0.8235294117647058,0.54639375,0.5320550000000001,27.900000000000002,0.5235849056603774,1.0,3.0,,1.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,3.0,1.0,3.0,6.0,3.0,2.0,17.0,,2.0,4.0,2.0,2.0,12.0,2.0,9.0,,1.0,4.0,2.0,3.0,,6.0,7.0,13.0,,13.0,,4.0,2.0,2.0,,1.0,,2.0,,,,2.0,1.0,6.0,,4.0,2.0,,2.0,,,1.0,12.0,1.0,0.2727272727272727,0.2857142857142857,0.3,0.5,0.5,0.4411764705882353,0.45454545454545453,0.4722222222222222,0.5,,0.08235294117647059,,0.16216216216216217,0.10655737704918032,,,0.12121212121212122,0.03333333333333333,0.09090909090909091,0.10526315789473684,0.2222222222222222,,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.058823529411764705,0.11764705882352941,0.5,0.5,0.35294117647058826,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,,0.18181818181818182,0.5,0.2727272727272727,0.3333333333333333,0.25,,,,0.7058823529411765,9.499999999999998,,1.0,,,,4.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2544,1610612739,LeBron James,LeBron James,2544,CLE,31111.0,519.0,105,1017,1031,303,184,116.0,2048,68.0,21.0,80.0,1143,26.0,68.0,46.0,89.0,20.0,224.0,29.0,,300,1.0,0.31496062992125984,30.19031141868512,0.2677165354330709,0.27631578947368424,0.6929133858267716,0.5266102362204725,0.5413881578947369,25.5775,0.29793510324483774,72.0,96.0,12.0,21.0,31.0,43.0,13.0,35.0,4.0,12.0,1.0,5.0,27.0,104.0,174.0,31.0,70.0,371.0,18.0,29.0,50.0,8.0,28.0,110.0,136.0,39.0,54.0,27.0,43.0,26.0,23.0,5.0,34.0,57.0,96.0,12.0,108.0,3.0,26.0,20.0,6.0,32.0,7.0,22.0,21.0,10.0,3.0,2.0,53.0,15.0,11.0,1.0,86.0,3.0,6.0,100.0,12.0,48.0,7.0,109.0,0.41935483870967744,0.3875,0.3076923076923077,0.3875,0.5977011494252874,0.58,0.59251968503937,0.5394736842105263,0.62248322147651,0.5851063829787234,0.6037735849056604,0.18811881188118812,0.020242914979757085,0.16346153846153846,0.1780821917808219,0.027210884353741496,,0.10256410256410256,0.25510204081632654,0.22727272727272727,0.17687074829931973,0.13114754098360656,0.02727272727272727,0.3779527559055118,0.75,0.8181818181818182,0.16929133858267717,0.1377952755905512,0.37142857142857144,0.37142857142857144,0.047244094488188976,0.3333333333333333,0.36363636363636365,0.5,0.39705882352941174,0.39705882352941174,0.5454545454545454,0.40789473684210525,0.6774193548387096,0.06578947368421052,0.2,0.39705882352941174,0.573446875,0.16838487972508592,0.22857142857142856,0.29649595687331537,6.434482758620691,8.0,19.0,11.0,5.0,30.0,72.0,6.0,8.0,11.0,9.0,7.0,5.0,2.0,3.0,5.0,4.0,4.0,15.0,1.0,1.0,11.0,3.0,16.0,7.0,1.0,1.0,4.0,0.34615384615384615,0.3564356435643564,0.6111111111111112,0.5681818181818182,0.625,0.04597701149425287,0.08333333333333333,,0.19230769230769232,0.03608247422680412,0.041666666666666664,0.014705882352941176,0.03496503496503497,0.0392156862745098,0.4375,0.4305555555555556,0.4418604651162791,0.4418604651162791,0.15789473684210525,0.6666666666666666,0.375,0.08086253369272237,7.0,,1.0,,0.4074074074074074,0.3333333333333333,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,0.25,0.0125,0.08333333333333333,0.15384615384615385,0.09090909090909091,0.5,1.0,0.09090909090909091,0.012345679012345678,,,,,,,,,,True,
2594,1610612739,Kyle Korver,Kyle Korver,2594,CLE,6356.0,106.0,28,210,208,100,61,17.0,418,16.0,8.0,20.0,218,10.0,16.0,,3.0,,6.0,10.0,1.0,98,1.0,0.8333333333333334,11.304347826086957,0.6666666666666666,0.7272727272727273,0.8333333333333334,0.5046499999999999,0.5221272727272728,25.225,0.47619047619047616,,,,,,,3.0,4.0,2.0,4.0,2.0,2.0,8.0,3.0,4.0,10.0,,36.0,1.0,1.0,1.0,8.0,,26.0,2.0,27.0,3.0,8.0,3.0,,2.0,1.0,5.0,8.0,14.0,1.0,15.0,,3.0,3.0,,,,,2.0,,,,2.0,,5.0,3.0,1.0,1.0,,,,,,26.0,0.9,0.5,0.8,0.5,0.75,1.0,0.75,1.1818181818181819,0.75,1.1818181818181819,,0.1095890410958904,0.023255813953488372,0.11363636363636363,0.1111111111111111,0.012987012987012988,,,0.18181818181818182,0.13793103448275862,0.10714285714285714,0.125,,,,,,0.16666666666666666,0.75,0.75,0.16666666666666666,0.5,0.5,0.5,0.5,0.5,,,,0.18181818181818182,1.0,0.5,0.5703750000000001,,,0.7222222222222222,18.6,,,1.0,,5.0,4.0,,,1.0,,,1.0,1.0,,1.0,,,3.0,1.0,1.0,3.0,,4.0,2.0,,,,0.6666666666666666,0.6666666666666666,1.0,1.25,1.25,,,,0.25,,0.047619047619047616,,,,0.5,,,,,,,0.1388888888888889,6.0,,,,1.0,0.75,1.0,1.0,,1.0,1.0,,,,1.0,,,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,True,
2747,1610612739,JR Smith,JR Smith,2747,CLE,24552.0,409.0,65,806,818,211,123,98.0,1624,33.0,7.0,61.0,935,13.0,32.0,3.0,11.0,2.0,25.0,37.0,1.0,208,3.0,0.782051282051282,9.891304347826088,0.4230769230769231,0.4117647058823529,0.8589743589743589,0.5393746753246753,0.515440625,25.28688524590164,0.2617866004962779,5.0,6.0,1.0,,,4.0,4.0,7.0,14.0,28.0,3.0,6.0,17.0,9.0,17.0,31.0,4.0,115.0,1.0,1.0,4.0,6.0,3.0,23.0,6.0,87.0,6.0,17.0,8.0,1.0,5.0,1.0,17.0,14.0,34.0,3.0,37.0,,10.0,9.0,1.0,4.0,2.0,3.0,5.0,1.0,,,9.0,3.0,23.0,2.0,12.0,4.0,1.0,9.0,,2.0,2.0,22.0,0.9354838709677419,0.5081967213114754,0.46153846153846156,0.5166666666666667,0.5294117647058824,0.25,0.7115384615384616,0.5882352941176471,0.7012195121951219,0.575,0.4444444444444444,0.058577405857740586,0.004901960784313725,0.10828025477707007,0.07828282828282829,0.0057306590257879654,,0.054945054945054944,0.04,0.0821917808219178,0.1111111111111111,0.1,,0.07692307692307693,0.8333333333333334,0.8333333333333334,0.05128205128205128,0.08974358974358974,0.5714285714285714,0.5714285714285714,0.358974358974359,0.5,0.5,1.0,0.5151515151515151,0.5151515151515151,0.1111111111111111,,,0.35294117647058826,0.5,0.53125,0.5222,0.0375,0.10526315789473684,0.2,10.21764705882353,1.0,,1.0,,8.0,12.0,2.0,,2.0,1.0,1.0,3.0,,1.0,3.0,,1.0,5.0,1.0,1.0,5.0,,6.0,1.0,1.0,,1.0,0.6666666666666666,0.75,1.0,0.4444444444444444,0.4444444444444444,,,,0.14285714285714285,0.006896551724137931,0.013513513513513514,,0.009615384615384616,,0.16666666666666666,0.8,,,,1.0,,0.06956521739130435,3.0,1.0,,,0.8823529411764706,0.42857142857142855,1.0,4.0,4.0,2.0,8.0,,,1.0,0.25,,,0.5,0.4444444444444444,0.25,1.0,0.4444444444444444,0.01639344262295082,1.0,1.0,1.0,0.02857142857142857,0.25,1.0,,,,True,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,31361.0,523.0,91,1028,1040,323,204,115.0,2068,82.0,26.0,97.0,1169,32.0,81.0,37.0,72.0,9.0,181.0,36.0,,322,2.0,0.32550335570469796,30.815450643776824,0.2751677852348993,0.26,0.6040268456375839,0.49173872053872064,0.49367250000000007,25.587628865979376,0.3142023346303502,51.0,83.0,7.0,20.0,34.0,60.0,29.0,58.0,9.0,15.0,4.0,6.0,28.0,109.0,201.0,37.0,65.0,394.0,15.0,36.0,68.0,10.0,25.0,127.0,164.0,45.0,66.0,28.0,35.0,28.0,25.0,4.0,18.0,12.0,30.0,8.0,38.0,1.0,19.0,10.0,9.0,27.0,5.0,16.0,11.0,11.0,2.0,,38.0,12.0,22.0,1.0,40.0,,2.0,71.0,6.0,20.0,7.0,127.0,0.40540540540540543,0.38144329896907214,0.3125,0.3854166666666667,0.5422885572139303,0.5294117647058824,0.552013422818792,0.51,0.5903426791277259,0.5669642857142857,0.7105263157894737,0.03934426229508197,0.015748031496062992,0.08780487804878048,0.058823529411764705,0.017817371937639197,0.011235955056179775,0.03669724770642202,0.0380952380952381,0.04395604395604396,0.08275862068965517,0.1,0.007575757575757576,0.2785234899328859,0.6144578313253012,0.6710526315789473,0.20134228187919462,0.19463087248322147,0.5,0.5370370370370371,0.050335570469798654,0.6,0.6,0.4444444444444444,0.34146341463414637,0.345679012345679,0.3333333333333333,0.34,0.5882352941176471,0.06,0.6666666666666666,0.345679012345679,0.4791264705882354,0.0732484076433121,0.09302325581395349,0.3223350253807107,8.238308457711444,3.0,29.0,8.0,7.0,29.0,54.0,,14.0,7.0,3.0,4.0,,3.0,3.0,1.0,1.0,1.0,7.0,,,4.0,2.0,7.0,3.0,,,7.0,0.24770642201834864,0.24770642201834864,0.5333333333333333,0.5238095238095238,0.5681818181818182,0.06965174129353234,0.08433734939759036,0.05,,0.020512820512820513,0.009900990099009901,0.03125,0.027586206896551724,,0.42857142857142855,0.23529411764705882,0.48333333333333334,0.5087719298245614,0.1724137931034483,0.42857142857142855,0.3333333333333333,0.07360406091370558,6.0,1.0,1.0,,0.39285714285714285,0.23076923076923078,1.0,2.0,4.0,2.0,6.0,1.0,,3.0,0.3333333333333333,0.010309278350515464,,0.3448275862068966,0.09523809523809523,0.5,1.0,0.19047619047619047,0.030303030303030304,1.0,,1.0,,0.25,,16.0,0.06896551724137931,0.012195121951219513,True,
201567,1610612739,Kevin Love,Kevin Love,201567,CLE,26233.0,437.0,74,856,864,232,127,98.0,1720,60.0,10.0,91.0,964,17.0,60.0,3.0,20.0,2.0,43.0,34.0,4.0,232,1.0,0.5321637426900585,22.50770811921891,0.3508771929824561,0.3225806451612903,0.7251461988304093,0.5178040935672514,0.5504806451612904,24.882417582417585,0.27102803738317754,15.0,33.0,11.0,6.0,8.0,27.0,4.0,20.0,16.0,31.0,1.0,7.0,26.0,31.0,80.0,42.0,44.0,232.0,14.0,8.0,14.0,5.0,15.0,46.0,28.0,117.0,9.0,26.0,17.0,1.0,16.0,11.0,44.0,68.0,119.0,18.0,137.0,4.0,16.0,10.0,6.0,11.0,6.0,8.0,12.0,3.0,2.0,1.0,23.0,8.0,18.0,4.0,54.0,2.0,2.0,54.0,2.0,19.0,6.0,46.0,0.9285714285714286,0.46153846153846156,0.29411764705882354,0.46153846153846156,0.3875,0.5714285714285714,0.5497076023391813,0.5,0.5918367346938775,0.5609756097560976,0.4782608695652174,0.27309236947791166,0.049773755656108594,0.24719101123595505,0.26229508196721313,0.04381443298969072,0.05194805194805195,0.22988505747126436,0.2682926829268293,0.325,0.24806201550387597,0.24489795918367346,0.046511627906976744,0.19298245614035087,0.45454545454545453,0.5769230769230769,0.15789473684210525,0.11695906432748537,0.2,0.21052631578947367,0.18128654970760233,0.5161290322580645,0.5161290322580645,0.9375,0.43333333333333335,0.43333333333333335,0.4583333333333333,0.25806451612903225,0.75,0.22580645161290322,0.14285714285714285,0.43333333333333335,0.5537,0.11052631578947368,0.1958762886597938,0.19827586206896552,8.03125,6.0,12.0,7.0,4.0,33.0,34.0,8.0,11.0,1.0,,6.0,7.0,1.0,2.0,1.0,3.0,4.0,11.0,,,7.0,3.0,11.0,4.0,,1.0,6.0,0.5483870967741935,0.6296296296296297,0.5,0.6041666666666666,0.6111111111111112,0.1375,0.21212121212121213,0.1111111111111111,0.35,0.03592814371257485,0.05747126436781609,0.03508771929824561,0.024193548387096774,0.06976744186046512,0.36363636363636365,0.4,0.4444444444444444,0.5,0.6666666666666666,0.5454545454545454,,0.14224137931034483,4.0,,1.0,,0.9230769230769231,0.4,4.0,6.0,4.0,5.0,10.0,,1.0,2.0,0.5,,,0.75,0.25,0.6666666666666666,1.0,0.16666666666666666,0.021505376344086023,1.0,1.0,,0.034482758620689655,0.25,1.0,,0.05,,True,
2210,1610612739,Richard Jefferson,Richard Jefferson,2210,CLE,3481.0,58.0,-18,115,126,50,61,14.0,241,2.0,1.0,5.0,154,1.0,2.0,,1.0,,2.0,9.0,,50,2.0,0.5555555555555556,12.030075187969924,0.2222222222222222,0.5,0.7777777777777778,0.5714777777777778,0.498375,23.7,0.43478260869565216,1.0,2.0,,,,1.0,,1.0,1.0,3.0,,,,1.0,4.0,1.0,5.0,10.0,1.0,,1.0,,3.0,3.0,,3.0,,,1.0,,1.0,1.0,2.0,1.0,4.0,1.0,5.0,,1.0,1.0,,,1.0,,2.0,,,,2.0,1.0,2.0,,8.0,1.0,1.0,10.0,,4.0,1.0,3.0,1.0,0.2,,0.2,0.25,,0.2777777777777778,,0.35714285714285715,0.375,,0.03333333333333333,0.03571428571428571,0.09523809523809523,0.058823529411764705,0.02040816326530612,0.1,,0.08333333333333333,,0.1111111111111111,,,0.2222222222222222,0.5,0.5,0.1111111111111111,0.1111111111111111,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.4575,0.3076923076923077,0.5,0.3,7.050000000000001,,,,,,2.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
