EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,LostBallSteals,DeadBallTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGA,Corner3FGM,Fg2aBlocked,OffTwoPtRebounds,SelfOReb,LostBallTurnovers,BlockingFouls,Offensive Fouls Drawn,BlockingFoulsDrawn,DefensiveGoaltends,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceFtPoints,PenaltyFG2A,PenaltyFtPoints,ShortMidRangeAssists,LongMidRangeAssists,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefArc3ReboundPct,Corner3Assists,BlockedShortMidRange,LongMidRangePctBlocked,SecondChanceAtRimFGM,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceArc3FGA,PenaltyFG2M,BadPassOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls Drawn,PenaltyFg2Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,PtsPutbacks,Charge Fouls Drawn,OffLongMidRangeReboundPct,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,on,SecondChanceTurnovers,Loose Ball Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations
1626173,1610612749,Rashad Vaughn,Rashad Vaughn,1626173,MIL,301.0,5,-7.0,10,11,3.0,11.0,21,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.75,0.75,0.5,20.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.30265,4.2,26.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1627748,1610612749,Thon Maker,Thon Maker,1627748,MIL,251.0,4,-8.0,8,10,4.0,4.0,18,1.0,,,1.0,,,,14,,,,4.0,,,,,,,22.22222222222222,1.0,,,,,,,0.4532,8.7,,0.5,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1891,1610612749,Jason Terry,Jason Terry,1891,MIL,4072.0,68,,128,127,25.0,24.0,255,4.0,2.0,7.0,8.0,2.0,10.0,15.0,131,6.0,7.0,2.0,25.0,1.0,0.2,0.2,0.3888888888888889,0.4166666666666667,0.5555555555555556,13.513513513513514,0.2222222222222222,0.3888888888888889,0.2857142857142857,0.2857142857142857,1.0,0.6666666666666666,0.2857142857142857,0.5103833333333333,9.375,25.68,0.1953125,12.0,3.0,6.0,8.0,3.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,0.5,0.06666666666666667,0.07936507936507936,,0.23076923076923078,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,6.0,4.0,4.0,3.0,2.0,5.0,2.0,3.0,12.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,7.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.4,0.5,1.0,0.5,0.6,0.5,0.6,0.16666666666666666,0.14285714285714285,0.1111111111111111,0.0625,0.015384615384615385,0.09090909090909091,0.2857142857142857,0.1111111111111111,0.5,0.5,0.75,0.75,0.6666666666666666,0.1111111111111111,0.16666666666666666,0.5,1.0,0.4,0.475825,0.47838,0.05555555555555555,0.125,0.13333333333333333,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201563,1610612749,Michael Beasley,Michael Beasley,201563,MIL,1620.0,27,-5.0,51,51,5.0,13.0,102,4.0,1.0,1.0,9.0,2.0,3.0,10.0,49,6.0,1.0,1.0,5.0,1.0,0.6666666666666666,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.25,22.033898305084747,0.3333333333333333,0.08333333333333333,1.0,1.0,1.0,0.5833333333333334,1.0,0.4935541666666667,6.677777777777778,23.599999999999998,0.09803921568627451,4.0,5.0,6.0,8.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,0.23809523809523808,0.18518518518518517,0.07692307692307693,0.6,,1.0,4.0,1.0,1.0,2.0,,,,2.0,,,2.0,,,,,,4.0,,1.0,,1.0,,1.0,2.0,,,,1.0,2.0,,,5.0,8.0,,2.0,,,,,,1.0,1.0,,0.2222222222222222,,,,,,0.3333333333333333,,,,0.07142857142857142,,,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,1.0,0.08333333333333333,0.16666666666666666,,,,0.6319,,,,,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2222222222222222,0.25,0.25,0.08333333333333333,0.25,0.3333333333333333,0.2,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
203521,1610612749,Matthew Dellavedova,Matthew Dellavedova,203521,MIL,3489.0,58,2.0,110,107,25.0,16.0,217,9.0,2.0,4.0,12.0,2.0,5.0,17.0,107,6.0,4.0,2.0,25.0,1.0,0.4,0.4,0.4117647058823529,0.4473684210526316,0.29411764705882354,16.40625,0.5294117647058824,0.23529411764705882,0.5,0.5,1.0,0.35294117647058826,0.5,0.4193323529411765,8.691666666666666,25.52,0.22727272727272727,10.0,2.0,3.0,4.0,,,2.0,1.0,2.0,,,,,,1.0,0.05263157894736842,0.057692307692307696,,0.08333333333333333,,1.0,1.0,3.0,2.0,1.0,1.0,,1.0,4.0,3.0,,1.0,1.0,3.0,,1.0,1.0,,8.0,3.0,,3.0,,1.0,6.0,1.0,,1.0,,1.0,,,,1.0,,3.0,4.0,,1.0,1.0,,,,,0.3333333333333333,,,,0.375,0.16666666666666666,,,0.07142857142857142,0.06666666666666667,0.017543859649122806,0.1,,0.058823529411764705,1.0,1.0,0.3333333333333333,0.42857142857142855,,0.11764705882352941,0.058823529411764705,0.5,0.5,,0.478525,0.457975,0.05555555555555555,0.07692307692307693,0.17647058823529413,0.058823529411764705,,,2.0,,,1.0,,,,,0.16666666666666666,,0.2222222222222222,,,0.14285714285714285,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,1081.0,18,-3.0,33,35,6.0,13.0,68,,,1.0,4.0,,1.0,,37,,1.0,,6.0,,,,,,0.2,13.157894736842104,,0.2,,,,0.6,,0.47164,11.075000000000001,27.4,0.18181818181818182,4.0,1.0,2.0,2.0,,,,,,,1.0,,1.0,,,0.06666666666666667,0.08695652173913043,0.1111111111111111,,,,2.0,,2.0,,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,0.4,,,,,,0.4,,,,,,,,,,,,,1.0,,,,,,,,0.25,,,,,,,,,,,,,,,1.0,,,,0.2,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201150,1610612749,Spencer Hawes,Spencer Hawes,201150,MIL,219.0,4,-3.0,7,8,,8.0,15,,,,,,,,9,,,,,,,,,,,14.285714285714285,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,1.0,0.3333333333333333,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
203503,1610612749,Tony Snell,Tony Snell,203503,MIL,158.0,3,5.0,7,7,3.0,3.0,14,,,,1.0,,,2.0,6,,,,3.0,,,,1.0,1.0,,25.0,,,,,,1.0,,0.5922,1.3,,0.42857142857142855,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,0.5,,,1.0,1.0,1.0,,,,,,,,,0.5922,,,,1.0,,1.0,,,1.0,,,,,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,3144.0,52,3.0,98,96,20.0,11.0,194,4.0,,1.0,22.0,,1.0,27.0,98,,1.0,,20.0,,,,0.5217391304347826,0.5,0.043478260869565216,26.27118644067797,0.17391304347826086,0.043478260869565216,,,,0.6086956521739131,,0.5460086956521739,5.777272727272727,26.1,0.20408163265306123,12.0,3.0,8.0,9.0,3.0,2.0,2.0,1.0,4.0,,3.0,3.0,3.0,1.0,0.5,0.09375,0.14893617021276595,0.07142857142857142,0.16666666666666666,0.3333333333333333,8.0,13.0,1.0,5.0,,,,1.0,12.0,3.0,,3.0,1.0,,,1.0,7.0,12.0,12.0,3.0,1.0,4.0,,1.0,9.0,1.0,,4.0,1.0,1.0,1.0,2.0,1.0,4.0,,8.0,9.0,1.0,4.0,7.0,1.0,0.5,0.5,,0.5454545454545454,,,0.5,,0.4375,0.3333333333333333,,0.26666666666666666,0.07142857142857142,0.018867924528301886,0.1111111111111111,0.2,0.5652173913043478,0.6153846153846154,0.7272727272727273,0.25,0.25,1.0,0.21739130434782608,,,0.25,,0.4827000000000001,0.62825,0.15384615384615385,0.16,,0.25925925925925924,2.0,,2.0,,,1.0,1.0,,2.0,,0.09090909090909091,0.15384615384615385,,,,,,0.5,,,,0.5,,3.0,3.0,1.0,1.0,1.0,1.0,0.3,1.0,,,,,,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.6,0.6,0.3333333333333333,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,1644.0,27,21.0,52,52,16.0,8.0,104,1.0,,,9.0,1.0,2.0,16.0,43,3.0,,,16.0,1.0,0.5,0.5,0.5909090909090909,0.6153846153846154,0.18181818181818182,23.728813559322035,0.09090909090909091,,,,,0.2727272727272727,,0.4501727272727273,14.47777777777778,23.8,0.3076923076923077,4.0,3.0,3.0,3.0,3.0,2.0,,,1.0,1.0,,,,,,0.16666666666666666,0.13636363636363635,0.2,,,1.0,1.0,1.0,7.0,2.0,1.0,,,5.0,3.0,,1.0,1.0,3.0,1.0,2.0,9.0,,10.0,4.0,4.0,8.0,4.0,4.0,20.0,,,,,,1.0,1.0,4.0,4.0,,4.0,6.0,,1.0,9.0,,,,0.5,0.5555555555555556,,0.75,0.7,0.75,0.75,,,,,,,,0.09090909090909091,1.0,1.0,1.0,1.0,,0.6363636363636364,0.18181818181818182,0.5,,,0.3763,0.43814000000000003,0.23076923076923078,0.1,0.1875,0.5625,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,0.5,0.5,1.0,,,3.0,2.0,,,,,,,,,,,,,,3.0,,2.0,1.0,,,0.6666666666666666,0.42857142857142855,0.42857142857142855,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.4,0.5,0.6666666666666666,,,,,,True,,,,,,,,,,,
