EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,PenaltyFg3Pct,LongMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceFG3A,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,PenaltyFtPoints,Travels,DefensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,OffCorner3ReboundPct,on
1627748,1610612749,Thon Maker,Thon Maker,1627748,MIL,6731.0,112,4,215,217,39.0,58.0,16.0,432,8.0,16.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,10.0,21.0,2.0,10.0,9.0,35.0,221,2.0,4.0,1.0,5.0,2.0,2.0,2.0,4.0,14.0,6.0,6.0,2.0,5.0,1.0,3.0,5.0,7.0,12.0,6.0,1.0,5.0,31.0,1.0,7.0,2.0,8.0,10.0,8.0,18.0,1.0,5.0,4.0,1.0,4.0,4.0,3.0,7.0,1.0,2.0,10.0,1.0,18.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,11.0,1.0,4.0,2.0,9.0,1.0,1.0,6.0,1.0,2.0,10.0,7.0,4.0,39.0,2.0,1.0,0.7,0.7777777777777778,1.0,0.2,0.2,0.47619047619047616,0.5,1.0,0.41935483870967744,0.5,0.5,0.4861111111111111,0.5,0.4,0.3225806451612903,0.14285714285714285,0.125,0.25,18.614718614718615,0.5714285714285714,0.11940298507462686,0.11864406779661017,0.05405405405405406,0.03125,0.09615384615384616,0.08791208791208792,0.22727272727272727,0.10526315789473684,0.047619047619047616,0.06896551724137931,0.06666666666666667,0.21739130434782608,0.06666666666666667,0.06666666666666667,0.7,0.5161290322580645,0.5,0.5714285714285714,0.625,0.12903225806451613,0.25,0.3333333333333333,1.0,0.03225806451612903,1.0,1.0,1.0,0.16129032258064516,0.2,0.2,1.0,0.16129032258064516,0.2,0.2,1.0,1.0,0.5,0.5,1.0,0.5,0.8387096774193549,0.2,0.5495629032258065,0.506525,0.6148625,0.11764705882352941,0.16666666666666666,0.14285714285714285,0.11428571428571428,2.8428571428571425,25.11,0.1813953488372093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,10104.0,168,-3,312,316,79.0,85.0,27.0,628,8.0,17.0,,,4.0,5.0,1.0,8.0,2.0,7.0,5.0,7.0,5.0,12.0,3.0,11.0,32.0,10.0,19.0,,52.0,330,,,,,4.0,7.0,4.0,11.0,8.0,14.0,27.0,,12.0,5.0,2.0,12.0,5.0,17.0,4.0,1.0,8.0,39.0,,3.0,7.0,13.0,21.0,3.0,24.0,,3.0,2.0,1.0,5.0,4.0,7.0,12.0,,3.0,7.0,1.0,12.0,,,2.0,6.0,,,,,,,,1.0,,,,,1.0,1.0,,11.0,79.0,2.0,,0.36363636363636365,0.36363636363636365,0.9,0.5263157894736842,0.5263157894736842,0.34375,,0.5714285714285714,0.5098039215686274,,0.5,0.5098039215686274,,0.5,0.37254901960784315,0.0625,0.058823529411764705,,18.26086956521739,0.4166666666666667,0.13829787234042554,0.027777777777777776,0.11475409836065574,,0.12903225806451613,0.019867549668874173,,0.06060606060606061,,0.17073170731707318,,0.1875,0.11627906976744186,,,0.3333333333333333,0.47058823529411764,0.5,0.375,0.1568627450980392,0.125,0.125,1.0,0.13725490196078433,0.2857142857142857,0.3333333333333333,,0.13725490196078433,0.7142857142857143,0.7142857142857143,1.0,0.23529411764705882,0.4166666666666667,0.4166666666666667,0.8,,,0.45454545454545453,0.8,0.2727272727272727,0.7058823529411765,0.4166666666666667,0.508247,,0.5129636363636364,,,,0.21153846153846154,6.8843749999999995,25.2,0.2532051282051282,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.25,0.14285714285714285,0.25,0.034482758620689655,0.1111111111111111,0.09090909090909091,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,True
1891,1610612749,Jason Terry,Jason Terry,1891,MIL,3144.0,52,3,98,96,20.0,11.0,12.0,194,1.0,1.0,,,,,3.0,4.0,,2.0,,3.0,2.0,7.0,5.0,4.0,7.0,2.0,10.0,1.0,15.0,98,1.0,1.0,,2.0,,,5.0,6.0,4.0,4.0,6.0,,7.0,2.0,,3.0,2.0,5.0,2.0,,3.0,12.0,1.0,,2.0,3.0,6.0,2.0,8.0,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,3.0,,7.0,,,1.0,2.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,6.0,20.0,1.0,,0.5,0.5,1.0,0.2,0.2,0.5714285714285714,1.0,,0.4117647058823529,0.5,0.6,0.4411764705882353,0.5,0.6,0.5882352941176471,,,,16.10169491525424,0.5,0.09375,,0.13333333333333333,0.07142857142857142,0.10638297872340426,0.018867924528301886,,,0.1111111111111111,,,0.25,,,1.0,0.058823529411764705,1.0,1.0,,0.23529411764705882,0.75,0.75,0.6666666666666666,0.11764705882352941,,,,0.17647058823529413,,,,0.4117647058823529,0.2857142857142857,0.2857142857142857,1.0,,,,,1.0,0.6470588235294118,0.2857142857142857,0.4934470588235294,0.475825,0.47838,0.058823529411764705,0.14285714285714285,0.13333333333333333,0.4,10.62857142857143,25.68,0.20408163265306123,,2.0,2.0,,,,1.0,,,,,,0.4,,0.3333333333333333,,0.4,,0.4,1.0,1.0,1.0,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,,,True
203503,1610612749,Tony Snell,Tony Snell,203503,MIL,9629.0,160,-1,302,303,83.0,81.0,27.0,605,3.0,5.0,1.0,1.0,,1.0,1.0,1.0,1.0,6.0,6.0,9.0,9.0,16.0,3.0,5.0,12.0,15.0,25.0,,55.0,330,2.0,3.0,,7.0,,3.0,7.0,12.0,2.0,8.0,45.0,,16.0,9.0,1.0,6.0,3.0,9.0,1.0,2.0,3.0,21.0,,1.0,8.0,3.0,11.0,2.0,13.0,,1.0,,1.0,2.0,1.0,,2.0,,1.0,5.0,2.0,15.0,,,,3.0,,,1.0,,,,,1.0,,,,1.0,,1.0,,12.0,83.0,2.0,,0.2,0.2,1.0,0.6,0.6,0.4166666666666667,0.6666666666666666,,0.7432432432432432,0.5833333333333334,0.6,0.7432432432432432,0.5833333333333334,0.6,0.6756756756756757,0.08333333333333333,0.2,,11.572700296735905,1.0,0.03529411764705882,0.010638297872340425,0.17391304347826086,,0.08396946564885496,0.007462686567164179,,,,0.07692307692307693,,,0.17142857142857143,,,0.13513513513513514,0.6,0.75,0.3333333333333333,0.02702702702702703,1.0,1.0,,0.16216216216216217,0.16666666666666666,0.16666666666666666,,0.24324324324324326,0.6666666666666666,0.6666666666666666,1.0,0.43243243243243246,0.5625,0.5625,1.0,0.16666666666666666,1.0,0.1,,0.3,0.8108108108108109,0.5625,0.524523611111111,0.4926083333333333,0.5498777777777778,,,0.12727272727272726,0.21818181818181817,9.808333333333332,25.432000000000002,0.27483443708609273,4.0,1.0,4.0,,,3.0,,,,1.0,,2.0,0.5714285714285714,,,0.04,0.18181818181818182,0.4,0.3333333333333333,1.0,3.0,1.0,0.125,0.16666666666666666,1.0,3.0,2.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.75,,,,,,,,,,,True
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,14578.0,243,6,451,450,125.0,109.0,42.0,901,42.0,64.0,2.0,9.0,10.0,14.0,6.0,19.0,8.0,19.0,1.0,1.0,3.0,9.0,5.0,56.0,102.0,4.0,10.0,25.0,149.0,471,3.0,13.0,1.0,7.0,12.0,24.0,5.0,41.0,52.0,60.0,9.0,2.0,9.0,3.0,9.0,12.0,12.0,24.0,8.0,4.0,5.0,60.0,2.0,7.0,22.0,23.0,47.0,10.0,57.0,3.0,13.0,11.0,2.0,12.0,8.0,8.0,20.0,3.0,4.0,9.0,3.0,21.0,3.0,1.0,1.0,41.0,,1.0,5.0,46.0,6.0,24.0,2.0,10.0,,,10.0,,,10.0,3.0,41.0,125.0,6.0,2.0,0.4642857142857143,0.4727272727272727,0.75,0.4,0.4,0.5490196078431373,0.23076923076923078,0.5,0.5535714285714286,0.21428571428571427,0.5172413793103449,0.5643939393939394,0.23333333333333334,0.5125,0.08928571428571429,0.08823529411764706,0.109375,0.10526315789473684,29.862475442043223,0.6,0.18110236220472442,0.046052631578947366,0.2972972972972973,0.03278688524590164,0.22388059701492538,0.04225352112676056,0.08196721311475409,0.021739130434782608,0.046511627906976744,0.10909090909090909,0.17857142857142858,0.2727272727272727,0.28846153846153844,0.07317073170731707,0.3,0.5714285714285714,0.65625,0.7368421052631579,0.5,0.16964285714285715,0.3157894736842105,0.35294117647058826,0.16666666666666666,0.16964285714285715,0.42105263157894735,0.42105263157894735,0.5,0.008928571428571428,1.0,1.0,1.0,0.08035714285714286,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6428571428571429,0.2222222222222222,0.4827586206896552,0.7142857142857143,0.1724137931034483,0.6607142857142857,0.3333333333333333,0.5457419642857143,0.5062333333333334,0.49240000000000006,0.18461538461538463,0.2,0.04697986577181208,0.2751677852348993,5.634313725490197,25.929999999999996,0.2771618625277162,,2.0,2.0,3.0,4.0,3.0,2.0,2.0,,4.0,1.0,,0.4,,0.2222222222222222,0.022222222222222223,0.3181818181818182,,0.4,,1.0,1.0,0.05,,,,1.0,,,,,0.07142857142857142,,11.0,1.0,1.0,1.0,,,,,,,True
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,11798.0,197,15,368,366,109.0,97.0,31.0,734,4.0,8.0,1.0,1.0,2.0,2.0,8.0,15.0,7.0,26.0,2.0,7.0,4.0,10.0,3.0,19.0,49.0,6.0,17.0,11.0,67.0,380,1.0,5.0,,5.0,5.0,14.0,6.0,24.0,18.0,20.0,18.0,,10.0,4.0,2.0,11.0,12.0,23.0,5.0,7.0,10.0,58.0,,,9.0,15.0,24.0,,24.0,,9.0,4.0,5.0,8.0,5.0,2.0,10.0,,5.0,11.0,2.0,15.0,,,1.0,18.0,,1.0,,14.0,,2.0,1.0,,,,,,,,,24.0,109.0,,1.0,0.47368421052631576,0.47368421052631576,1.0,0.35294117647058826,0.35294117647058826,0.3877551020408163,0.2,0.35714285714285715,0.42424242424242425,0.4166666666666667,0.4,0.45714285714285713,0.4166666666666667,0.4782608695652174,0.25757575757575757,0.04081632653061224,0.25,,19.512195121951223,0.8,0.15306122448979592,,0.15,,0.1518987341772152,,,,,0.15217391304347827,0.2222222222222222,0.11764705882352941,0.16279069767441862,,,0.12121212121212122,0.5,0.6666666666666666,0.5,0.22727272727272727,0.5333333333333333,0.5333333333333333,0.25,0.3939393939393939,0.2692307692307692,0.2692307692307692,0.7142857142857143,0.10606060606060606,0.2857142857142857,0.2857142857142857,1.0,0.15151515151515152,0.4,0.4,1.0,0.16666666666666666,1.0,0.1,1.0,0.15,0.3787878787878788,0.4,0.4484946153846155,0.3951,0.44585263157894733,0.07246376811594203,0.0392156862745098,0.07462686567164178,0.3582089552238806,12.191836734693878,25.923529411764708,0.296195652173913,3.0,,2.0,,,1.0,,1.0,,3.0,,1.0,0.3333333333333333,,,,0.11764705882352941,0.15,,1.0,1.0,,,0.16666666666666666,1.0,2.0,,1.0,1.0,1.0,1.0,,0.6666666666666666,8.0,,,,2.0,3.0,3.0,1.0,0.16666666666666666,,True
203521,1610612749,Matthew Dellavedova,Matthew Dellavedova,203521,MIL,7182.0,120,8,218,214,84.0,60.0,22.0,432,2.0,2.0,,,,,3.0,11.0,4.0,6.0,,1.0,4.0,12.0,4.0,9.0,19.0,4.0,13.0,4.0,34.0,213,,1.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,14.0,12.0,,12.0,4.0,2.0,6.0,2.0,8.0,2.0,,2.0,18.0,1.0,,4.0,5.0,9.0,1.0,10.0,,1.0,,1.0,3.0,1.0,3.0,6.0,1.0,4.0,,,5.0,,1.0,1.0,10.0,,,1.0,6.0,,2.0,1.0,,,,,,,,,4.0,84.0,1.0,1.0,0.2222222222222222,0.2222222222222222,1.0,0.3076923076923077,0.3076923076923077,0.47368421052631576,,0.25,0.46875,,0.125,0.4857142857142857,0.375,0.2,0.40625,0.10526315789473684,,0.18181818181818182,16.334661354581673,0.5,0.08771929824561403,,0.125,0.03333333333333333,0.10112359550561797,0.009433962264150943,,,0.043478260869565216,0.09090909090909091,0.15384615384615385,0.045454545454545456,0.15789473684210525,,,0.0625,1.0,1.0,,0.34375,0.2727272727272727,0.3333333333333333,,0.1875,0.6666666666666666,0.6666666666666666,0.5,0.03125,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,0.46875,0.3333333333333333,0.44222343750000004,0.478525,0.46796875,0.058823529411764705,0.09523809523809523,0.08823529411764706,0.11764705882352941,10.194736842105263,25.89230769230769,0.3853211009174312,,,,,2.0,2.0,,1.0,,2.0,,3.0,,,,,0.07692307692307693,,,1.0,1.0,,,0.5,,,,,,,,,,2.0,1.0,,,,,,,,,True
203141,1610612749,Mirza Teletovic,Mirza Teletovic,203141,MIL,931.0,16,-12,29,30,2.0,,2.0,59,,,,,,,,,,1.0,,,1.0,3.0,,,1.0,1.0,3.0,,3.0,45,,,,,,,,,,,3.0,,3.0,1.0,,,,,,,,,,,2.0,,2.0,,2.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.375,,,0.375,,,0.75,,,,16.129032258064516,,,,0.4,,0.2,,,,,,,,0.5,,,,,,,,,,,0.25,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.75,0.3333333333333333,0.5020875,,,,,,,22.0,24.866666666666664,0.06896551724137931,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
202328,1610612749,Greg Monroe,Greg Monroe,202328,MIL,6492.0,108,10,194,190,67.0,32.0,20.0,384,13.0,24.0,2.0,8.0,3.0,7.0,2.0,6.0,2.0,3.0,,,,,,17.0,33.0,,,23.0,57.0,203,2.0,8.0,5.0,9.0,4.0,9.0,,16.0,22.0,12.0,,2.0,,,2.0,6.0,1.0,7.0,1.0,,4.0,15.0,1.0,11.0,4.0,12.0,17.0,12.0,29.0,,5.0,1.0,4.0,6.0,2.0,3.0,9.0,,4.0,3.0,1.0,10.0,1.0,2.0,,18.0,1.0,2.0,,24.0,2.0,11.0,2.0,3.0,,,3.0,,,3.0,1.0,16.0,67.0,1.0,2.0,0.6470588235294118,0.6875,,,,0.5151515151515151,0.25,0.4444444444444444,0.5151515151515151,0.25,0.4444444444444444,0.6477272727272727,0.45,0.6153846153846154,,0.06060606060606061,0.041666666666666664,0.16666666666666666,23.660714285714285,0.6666666666666666,0.24489795918367346,0.15714285714285714,0.14285714285714285,0.047619047619047616,0.2077922077922078,0.13186813186813187,0.11538461538461539,0.19047619047619047,,0.23809523809523808,0.3333333333333333,0.21052631578947367,0.11764705882352941,,0.3333333333333333,0.7272727272727273,0.5416666666666666,0.5652173913043478,0.6923076923076923,0.18181818181818182,0.3333333333333333,0.4,0.5,0.09090909090909091,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,1.0,0.25,0.7777777777777778,0.42857142857142855,,0.7272727272727273,,0.5095818181818181,0.48144999999999993,0.4866222222222221,0.2619047619047619,0.2619047619047619,0.15789473684210525,0.2807017543859649,3.872727272727272,,0.34536082474226804,,,,,1.0,1.0,1.0,1.0,1.0,4.0,,,,,0.3333333333333333,0.17391304347826086,0.18181818181818182,,,,,,,,,,,,,,,,,8.0,,,,,,,0.5,,0.2,True
203089,1610612749,John Henson,John Henson,203089,MIL,444.0,7,-4,13,14,4.0,4.0,3.0,27,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,14,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,2.0,4.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,5.555555555555555,,0.25,0.125,,0.25,0.16666666666666666,0.16666666666666666,,,0.3333333333333333,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,0.4874,,0.4874,,,,,1.3,,0.3076923076923077,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
