EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,BlockingFouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,ShortMidRangePctBlocked,OffAtRimReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsPutbacks,FTOffRebounds,Charge Fouls Drawn,Defensive 3 Seconds Violations,OffFTReboundPct,Charge Fouls,Technical Free Throw Trips,SecondChanceCorner3FGM,OffensiveGoaltends,SecondChanceCorner3Accuracy,LongMidRangePctBlocked,SecondChanceCorner3PctAssisted,3SecondViolations,on,Blocked3s,BlockedCorner3,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,Corner3PctBlocked,HeaveMakes,Clear Path Fouls
101110,1610612764,Martell Webster,Martell Webster,101110,WAS,17836.0,297,-40.0,560,555,123.0,115,73,1115,10.0,16.0,2.0,4.0,2.0,3.0,2.0,6.0,2.0,6.0,5.0,13.0,1.0,11.0,30.0,2.0,5.0,4.0,8.0,14.0,28,16.0,43.0,13.0,89,641,2.0,5.0,2.0,6.0,10.0,4.0,7.0,4.0,8.0,4.0,24.0,20.0,8.0,45.0,3.0,1.0,29.0,11.0,1.0,10.0,4.0,14.0,2.0,2.0,5.0,1.0,4.0,32.0,4.0,2.0,1.0,15.0,1.0,17.0,6.0,23.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,7.0,1.0,1.0,9.0,20.0,1.0,20.0,1.0,16.0,2.0,1.0,7.0,2.0,1.0,24.0,123.0,3.0,0.7142857142857143,0.7142857142857143,0.9375,0.37209302325581395,0.3333333333333333,0.5,0.38095238095238093,0.5,0.4,0.5714285714285714,0.5352112676056338,0.45454545454545453,0.6666666666666666,0.577922077922078,0.45454545454545453,0.7058823529411765,0.6056338028169014,0.03571428571428571,0.0625,13.20754716981132,0.42857142857142855,0.14285714285714285,0.09433962264150944,0.011428571428571429,0.012048192771084338,0.04597701149425287,0.06611570247933884,0.022900763358778626,0.021739130434782608,0.01694915254237288,0.046153846153846156,0.045454545454545456,0.075,0.037037037037037035,0.15384615384615385,0.013333333333333334,0.02631578947368421,0.22535211267605634,0.625,0.6666666666666666,0.9,0.08450704225352113,0.3333333333333333,0.3333333333333333,0.5,0.08450704225352113,0.3333333333333333,0.3333333333333333,0.18309859154929578,0.38461538461538464,0.38461538461538464,1.0,0.4225352112676056,0.36666666666666664,0.36666666666666664,0.9090909090909091,0.36363636363636365,0.5,1.0,0.09090909090909091,0.45454545454545453,0.4,0.5,0.2,0.6666666666666666,0.5333333333333333,0.5,0.8309859154929577,0.3793103448275862,0.5529392857142855,0.5831416666666667,0.50636,0.11688311688311688,0.21212121212121213,0.045454545454545456,0.11235955056179775,0.2696629213483146,6.592857142857142,25.346511627906978,0.21964285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,4938.0,82,-25.0,155,156,55.0,55,15,311,13.0,19.0,2.0,3.0,6.0,7.0,4.0,7.0,1.0,2.0,,,,,,,,,,18.0,28,,,9.0,45,173,3.0,4.0,,,6.0,7.0,9.0,,,4.0,18.0,32.0,4.0,,,,,,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,2.0,7.0,7.0,4.0,18.0,3.0,21.0,,1.0,1.0,,3.0,1.0,3.0,,2.0,,,6.0,,1.0,2.0,6.0,2.0,7.0,,11.0,1.0,,5.0,,,18.0,52.0,1.0,0.8888888888888888,0.8888888888888888,,,,,,0.6428571428571429,0.75,0.7777777777777778,0.6428571428571429,0.75,0.7777777777777778,0.6818181818181818,0.75,0.8181818181818182,,0.03571428571428571,0.05263157894736842,22.80701754385965,0.5,0.5714285714285714,0.14583333333333334,0.045454545454545456,0.25,0.041666666666666664,0.18421052631578946,0.04411764705882353,,0.09523809523809523,0.0625,,0.15384615384615385,0.1875,0.10526315789473684,0.21739130434782608,,0.6785714285714286,0.6842105263157895,0.7222222222222222,0.9230769230769231,0.25,0.5714285714285714,0.5714285714285714,0.75,0.07142857142857142,0.5,0.5,,,,,,,,,0.75,0.6666666666666666,1.0,,,,,0.7777777777777778,0.8571428571428571,,,0.6785714285714286,,0.5274964285714285,0.513375,0.5638000000000001,0.15625,0.15625,,0.13333333333333333,0.4,4.228571428571429,,0.3548387096774194,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,0.4,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1889,1610612764,Andre Miller,Andre Miller,1889,WAS,14589.0,243,9.0,440,443,49.0,70,54,883,15.0,27.0,3.0,4.0,2.0,3.0,6.0,15.0,3.0,5.0,1.0,1.0,,,1.0,,,,1.0,24.0,47,1.0,2.0,10.0,61,495,3.0,4.0,,,7.0,3.0,4.0,1.0,2.0,3.0,12.0,6.0,42.0,3.0,,1.0,,,5.0,37.0,22.0,59.0,17.0,5.0,24.0,3.0,10.0,140.0,3.0,5.0,13.0,15.0,,28.0,8.0,36.0,,12.0,7.0,5.0,12.0,9.0,4.0,,3.0,,,16.0,1.0,3.0,5.0,21.0,,16.0,2.0,13.0,1.0,,6.0,,,12.0,49.0,2.0,0.125,0.125,1.0,0.5,,0.5,1.0,0.5106382978723404,0.75,0.75,0.5204081632653061,0.75,0.75,0.5545454545454546,0.875,0.75,0.04081632653061224,0.10638297872340426,0.1111111111111111,14.2,0.75,,0.11029411764705882,0.03546099290780142,0.17333333333333334,0.05263157894736842,0.13270142180094788,0.04040404040404041,0.02702702702702703,0.023255813953488372,0.0425531914893617,0.1,0.11428571428571428,0.0425531914893617,0.16666666666666666,0.15625,,0.5510204081632653,0.5555555555555556,0.625,0.2,0.30612244897959184,0.4,0.46153846153846156,,0.10204081632653061,0.6,0.6,0.02040816326530612,1.0,1.0,1.0,0.02040816326530612,,,,1.0,0.75,0.3333333333333333,,,,,0.5,0.6666666666666666,0.16666666666666666,,0.5918367346938775,,0.5056520833333332,0.6857500000000001,0.52302,0.1111111111111111,0.11538461538461539,,0.11475409836065574,0.19672131147540983,5.0893617021276585,41.65,0.11136363636363636,3.0,,1.0,2.0,1.0,1.0,2.0,,1.0,0.2727272727272727,,,1.0,1.0,1.0,1.0,3.0,1.0,0.13333333333333333,0.04918032786885246,0.16666666666666666,1.0,,,,,,,,,,,,,,True,,,,,,,,,,
202066,1610612764,Garrett Temple,Garrett Temple,202066,WAS,927.0,15,6.0,32,30,15.0,29,7,62,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,4,,,1.0,3,27,,,,,,1.0,2.0,,,1.0,3.0,,2.0,,,,,,1.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,1.0,,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,3.0,15.0,,,,,,,,,0.25,,0.5,0.25,,0.5,0.375,,0.75,,0.25,0.5,10.0,,,0.16666666666666666,,,0.25,0.06666666666666667,0.0625,,,1.0,,,,0.3333333333333333,,,0.5,,,,0.25,1.0,1.0,,0.25,,,,,,,,,,,,,,,,,,,,,,0.5,,0.488475,,0.44455,0.25,0.25,,,1.0,6.6,,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2400,1610612764,Drew Gooden,Drew Gooden,2400,WAS,23704.0,395,-28.0,741,737,163.0,194,89,1478,31.0,43.0,16.0,21.0,4.0,6.0,11.0,25.0,27.0,58.0,2.0,4.0,,5.0,13.0,1.0,1.0,2.0,4.0,69.0,126,7.0,17.0,24.0,183,827,21.0,29.0,1.0,1.0,52.0,8.0,20.0,2.0,4.0,5.0,27.0,88.0,50.0,18.0,3.0,,13.0,5.0,9.0,12.0,3.0,15.0,2.0,1.0,10.0,2.0,,33.0,10.0,25.0,22.0,48.0,7.0,77.0,37.0,114.0,4.0,10.0,7.0,3.0,6.0,2.0,12.0,,4.0,,4.0,18.0,,6.0,35.0,53.0,1.0,33.0,5.0,27.0,3.0,,14.0,,,25.0,160.0,5.0,0.6376811594202898,0.8,0.8571428571428571,0.4117647058823529,1.0,0.5,0.4117647058823529,0.5476190476190477,0.7241379310344828,0.4,0.5559440559440559,0.75,0.4583333333333333,0.5903225806451613,0.7878787878787878,0.5192307692307693,0.11888111888111888,0.07142857142857142,0.13953488372093023,20.619785458879615,0.3333333333333333,0.3684210526315789,0.2191780821917808,0.10683760683760683,0.19130434782608696,0.09174311926605505,0.20958083832335328,0.10204081632653061,0.08928571428571429,0.08139534883720931,0.08536585365853659,0.1111111111111111,0.20967741935483872,0.2638888888888889,0.18823529411764706,0.21428571428571427,0.06896551724137931,0.3006993006993007,0.7209302325581395,0.8378378378378378,0.41935483870967744,0.17482517482517482,0.44,0.5,0.45454545454545453,0.40559440559440557,0.46551724137931033,0.46551724137931033,0.027972027972027972,0.5,0.5,1.0,0.09090909090909091,0.38461538461538464,0.38461538461538464,0.8,0.7,0.7619047619047619,0.125,,0.03333333333333333,1.0,1.0,0.25,0.6666666666666666,0.16666666666666666,0.5,0.4195804195804196,0.38461538461538464,0.47306643356643346,0.5249459999999999,0.45331250000000006,0.09090909090909091,0.10218978102189781,,0.28415300546448086,0.14754098360655737,10.868253968253969,24.947058823529414,0.21997300944669365,2.0,3.0,1.0,7.0,7.0,,7.0,3.0,,0.058823529411764705,0.42857142857142855,0.9629629629629629,,,7.0,5.0,3.0,,0.12,0.14130434782608695,,,28.0,2.0,4.0,2.0,0.09523809523809523,,,,,,,,,True,,,,,,,,,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,17550.0,292,6.0,530,531,53.0,74,60,1061,19.0,37.0,1.0,4.0,,1.0,9.0,19.0,16.0,38.0,3.0,8.0,,5.0,18.0,,,1.0,1.0,44.0,94,8.0,26.0,24.0,136,572,2.0,5.0,,,7.0,1.0,6.0,1.0,3.0,5.0,10.0,32.0,56.0,24.0,,,18.0,5.0,5.0,18.0,6.0,24.0,3.0,3.0,6.0,2.0,10.0,54.0,,6.0,7.0,11.0,,18.0,6.0,24.0,2.0,7.0,6.0,1.0,8.0,5.0,8.0,2.0,3.0,1.0,1.0,16.0,2.0,,11.0,15.0,,28.0,2.0,36.0,2.0,1.0,15.0,1.0,,8.0,50.0,,0.36363636363636365,0.37209302325581395,1.0,0.3076923076923077,,0.3333333333333333,0.3076923076923077,0.46808510638297873,0.4,0.16666666666666666,0.4666666666666667,0.4,0.2777777777777778,0.4962962962962963,0.5,0.4090909090909091,0.21666666666666667,0.05319148936170213,0.13513513513513514,25.12479201331115,0.5,,0.06285714285714286,0.03550295857988166,0.08536585365853659,,0.07003891050583658,0.024291497975708502,0.02564102564102564,,,,0.04081632653061224,,0.13846153846153847,0.08955223880597014,0.031746031746031744,0.30833333333333335,0.5135135135135135,0.59375,0.47368421052631576,0.15833333333333333,0.47368421052631576,0.47368421052631576,0.1111111111111111,0.31666666666666665,0.42105263157894735,0.42105263157894735,0.06666666666666667,0.375,0.375,1.0,0.15,0.2777777777777778,0.2777777777777778,1.0,0.8,0.25,,,,,,0.1111111111111111,,0.1111111111111111,1.0,0.525,0.2777777777777778,0.4951487500000001,0.5385,0.4207333333333334,0.12030075187969924,0.14018691588785046,0.038461538461538464,0.051470588235294115,0.07352941176470588,9.88723404255319,24.66153846153846,0.1,2.0,,2.0,1.0,1.0,,1.0,,1.0,0.06666666666666667,,0.375,,2.0,3.0,,,,,0.07462686567164178,0.2222222222222222,,2.0,,,,,1.0,3.0,,,,,,,True,,,,,,,,,,
2772,1610612764,Trevor Ariza,Trevor Ariza,2772,WAS,9591.0,160,-26.0,317,315,140.0,146,34,632,11.0,14.0,1.0,2.0,6.0,6.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,5.0,15.0,,,1.0,5.0,13.0,20,7.0,19.0,7.0,54,357,1.0,4.0,1.0,2.0,5.0,7.0,9.0,1.0,5.0,6.0,23.0,14.0,12.0,18.0,3.0,1.0,14.0,5.0,2.0,6.0,2.0,8.0,2.0,,1.0,,5.0,18.0,2.0,3.0,4.0,9.0,3.0,16.0,5.0,21.0,1.0,5.0,2.0,3.0,3.0,2.0,3.0,,1.0,,,6.0,,5.0,8.0,14.0,,11.0,1.0,9.0,1.0,,4.0,,,23.0,137.0,3.0,0.5384615384615384,0.5384615384615384,0.8571428571428571,0.3684210526315789,0.5,0.2,0.3888888888888889,0.65,0.25,0.7777777777777778,0.6025641025641025,0.4166666666666667,0.6071428571428571,0.627906976744186,0.4166666666666667,0.6764705882352942,0.48717948717948717,0.1,0.14285714285714285,13.841807909604519,0.5,0.21428571428571427,0.10588235294117647,0.031578947368421054,0.08333333333333333,0.04081632653061224,0.09774436090225563,0.034722222222222224,0.09523809523809523,0.02702702702702703,0.02857142857142857,0.07142857142857142,0.14285714285714285,0.037037037037037035,0.13333333333333333,0.10256410256410256,0.0625,0.358974358974359,0.7857142857142857,0.9166666666666666,0.5454545454545454,0.07692307692307693,0.3333333333333333,0.3333333333333333,,0.07692307692307693,0.3333333333333333,0.3333333333333333,0.10256410256410256,0.5,0.5,0.5,0.38461538461538464,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,,0.3333333333333333,,,,0.42857142857142855,1.0,0.35714285714285715,0.2,0.8461538461538461,0.35714285714285715,0.5571986842105262,0.549375,0.5838,0.09523809523809523,0.17391304347826086,,0.09259259259259259,0.42592592592592593,5.334999999999998,25.821052631578947,0.4416403785488959,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,1.0,1.0,0.5,,,,True,,,,,,,,,,
202322,1610612764,John Wall,John Wall,202322,WAS,9791.0,163,-30.0,317,314,110.0,123,34,631,14.0,28.0,1.0,2.0,7.0,13.0,4.0,8.0,10.0,27.0,1.0,3.0,2.0,8.0,21.0,2.0,3.0,5.0,11.0,28.0,63,9.0,24.0,24.0,107,356,1.0,4.0,3.0,5.0,11.0,13.0,27.0,5.0,11.0,12.0,53.0,2.0,54.0,15.0,12.0,,21.0,8.0,7.0,23.0,14.0,37.0,8.0,6.0,14.0,3.0,6.0,88.0,,2.0,10.0,12.0,,22.0,2.0,24.0,2.0,8.0,2.0,6.0,14.0,7.0,5.0,1.0,7.0,,1.0,19.0,1.0,9.0,3.0,13.0,1.0,26.0,,35.0,4.0,,13.0,1.0,,53.0,107.0,1.0,0.03571428571428571,0.03571428571428571,0.5555555555555556,0.375,0.6,0.45454545454545453,0.375,0.4444444444444444,0.25,0.48148148148148145,0.47701149425287354,0.6111111111111112,0.5394736842105263,0.5247524752475248,0.6111111111111112,0.5760869565217391,0.27586206896551724,0.1111111111111111,0.21428571428571427,33.898305084745765,0.7368421052631579,,0.13333333333333333,0.02127659574468085,0.2222222222222222,,0.16296296296296298,0.013333333333333334,0.047619047619047616,,,,0.037037037037037035,0.20689655172413793,0.14705882352941177,0.2222222222222222,0.04878048780487805,0.3218390804597701,0.5,0.6363636363636364,0.07142857142857142,0.09195402298850575,0.5,0.5,,0.3103448275862069,0.37037037037037035,0.38461538461538464,0.034482758620689655,0.3333333333333333,0.3333333333333333,1.0,0.2413793103448276,0.38095238095238093,0.38095238095238093,0.5,0.2222222222222222,0.5,,0.2222222222222222,0.3333333333333333,0.6666666666666666,1.0,0.34210526315789475,0.5384615384615384,0.2894736842105263,0.45454545454545453,0.5977011494252874,0.38095238095238093,0.5040418604651162,0.5295285714285713,0.4931310810810811,0.14432989690721648,0.18055555555555555,0.04,0.102803738317757,0.4953271028037383,9.64920634920635,26.474999999999998,0.3470031545741325,1.0,1.0,4.0,2.0,2.0,,2.0,2.0,3.0,0.2222222222222222,1.0,,,,,,1.0,1.0,,0.03125,,,,,,,,1.0,2.0,1.0,,0.5,0.037037037037037035,1.0,,True,,,,,,,,,,
203490,1610612764,Otto Porter Jr.,Otto Porter Jr.,203490,WAS,1978.0,33,-3.0,64,62,14.0,36,9,126,3.0,4.0,2.0,2.0,,,,,3.0,4.0,,2.0,1.0,1.0,2.0,,,,,6.0,8,1.0,4.0,,15,76,2.0,2.0,,1.0,4.0,1.0,1.0,,1.0,,2.0,6.0,6.0,3.0,,,2.0,1.0,,,,,,,,,,,,2.0,2.0,3.0,,5.0,2.0,7.0,,2.0,2.0,,1.0,1.0,1.0,1.0,,,,2.0,,,2.0,4.0,,1.0,,,,,,,,2.0,14.0,,0.5,0.6,1.0,0.25,,,0.25,0.75,1.0,1.0,0.625,0.6666666666666666,0.5,0.625,0.6666666666666666,0.5,0.3333333333333333,,,18.91891891891892,0.5,,0.23076923076923078,0.09090909090909091,0.15384615384615385,,0.19230769230769232,0.06896551724137931,0.4,,,,0.16666666666666666,,0.3333333333333333,0.16666666666666666,,0.3333333333333333,0.75,0.75,0.3333333333333333,,,,,0.3333333333333333,0.75,0.75,0.16666666666666666,,,,0.16666666666666666,0.5,0.5,1.0,0.6666666666666666,1.0,,0.3333333333333333,,,,,,,,0.6666666666666666,0.5,0.5421958333333333,0.6595166666666668,0.501175,,,,0.26666666666666666,0.13333333333333333,10.2625,25.425000000000004,0.21875,,,,,,,,,,,,0.6666666666666666,,1.0,,,,,,,0.5,,2.0,,,,,,,,,,,,,True,,,,,,,,,,
1733,1610612764,Al Harrington,Al Harrington,1733,WAS,12892.0,215,4.0,398,393,54.0,64,49,791,18.0,35.0,4.0,7.0,,1.0,2.0,8.0,2.0,4.0,5.0,11.0,1.0,8.0,31.0,,1.0,1.0,4.0,22.0,47,13.0,42.0,14.0,97,437,4.0,7.0,,2.0,10.0,,2.0,1.0,6.0,,3.0,28.0,16.0,39.0,,,31.0,8.0,4.0,7.0,1.0,8.0,1.0,,4.0,,3.0,17.0,2.0,7.0,10.0,13.0,2.0,25.0,9.0,34.0,1.0,5.0,2.0,3.0,5.0,4.0,7.0,1.0,1.0,,,12.0,1.0,,18.0,33.0,2.0,16.0,,18.0,2.0,,10.0,,,3.0,54.0,2.0,0.6363636363636364,0.7,1.0,0.30952380952380953,,0.16666666666666666,0.30952380952380953,0.46808510638297873,0.5714285714285714,,0.46629213483146065,0.4444444444444444,0.1875,0.5,0.5,0.1875,0.47191011235955055,0.0851063829787234,0.08571428571428572,24.16851441241685,0.4166666666666667,0.2857142857142857,0.10317460317460317,0.05555555555555555,0.2,0.03389830508474576,0.13068181818181818,0.04864864864864865,0.06451612903225806,0.04878048780487805,0.02127659574468085,0.08333333333333333,0.14285714285714285,0.14285714285714285,0.04081632653061224,0.18181818181818182,0.02040816326530612,0.39325842696629215,0.5142857142857142,0.5625,0.6666666666666666,0.0898876404494382,0.25,0.2857142857142857,0.5,0.0449438202247191,0.5,0.5,0.12359550561797752,0.45454545454545453,0.45454545454545453,1.0,0.34831460674157305,0.25806451612903225,0.25806451612903225,1.0,0.7777777777777778,0.5714285714285714,0.25,0.1111111111111111,0.1111111111111111,,,0.125,,0.5,0.25,0.8651685393258427,0.25806451612903225,0.5492842696629214,0.6229000000000001,0.47218125,0.10309278350515463,0.18181818181818182,,0.10309278350515463,0.030927835051546393,3.7382978723404254,25.585714285714282,0.135678391959799,1.0,3.0,,,,,,,,0.3333333333333333,,0.5,,2.0,2.0,1.0,,1.0,0.125,0.05555555555555555,0.25,,4.0,,,,,,,,,,,,2.0,True,,,,,,,,,,
