EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,HeaveAttempts,Fg2aBlocked,ShortMidRangeAssists,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFG3M,Charge Fouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,HeaveMakes,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,on,BlockedLongMidRange,Clear Path Fouls,OffensiveGoaltends
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,4241.0,71.0,19.0,152.0,160.0,68.0,91.0,13.0,312.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,13.0,2.0,7.0,2.0,9.0,22.0,2.0,7.0,12.0,36.0,155.0,6.0,14.0,2.0,11.0,23.0,2.0,16.0,3.0,3.0,7.0,2.0,18.0,7.0,25.0,5.0,2.0,12.0,6.0,57.0,2.0,1.0,4.0,11.0,15.0,3.0,18.0,2.0,9.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,12.0,1.0,2.0,13.0,1.0,2.0,4.0,1.0,1.0,1.0,23.0,68.0,4.0,0.1111111111111111,0.1111111111111111,0.5,0.2857142857142857,0.2857142857142857,0.4090909090909091,0.42857142857142855,0.41379310344827586,0.375,0.5,0.5227272727272727,0.2413793103448276,24.84848484848485,0.6666666666666666,0.2391304347826087,0.030303030303030304,0.21052631578947367,0.1111111111111111,0.23076923076923078,0.058823529411764705,0.0625,0.06666666666666667,0.3333333333333333,0.21428571428571427,0.23529411764705882,0.26666666666666666,0.23076923076923078,0.16666666666666666,0.1111111111111111,0.10344827586206896,1.0,1.0,0.20689655172413793,0.5,0.5,0.4482758620689655,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.2413793103448276,0.2857142857142857,0.2857142857142857,0.5,0.1875,1.0,0.125,0.3448275862068966,0.2857142857142857,0.4586879310344827,0.459465625,0.06451612903225806,0.08333333333333333,0.6388888888888888,13.304545454545455,25.557142857142857,0.4473684210526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1712,1610612746,Antawn Jamison,Antawn Jamison,1712,LAC,7105.0,118.0,11.0,234.0,234.0,42.0,41.0,25.0,468.0,11.0,19.0,2.0,4.0,3.0,6.0,3.0,8.0,2.0,16.0,4.0,17.0,33.0,3.0,23.0,12.0,55.0,229.0,2.0,5.0,4.0,4.0,8.0,26.0,8.0,9.0,,15.0,2.0,2.0,1.0,3.0,1.0,,,1.0,7.0,2.0,2.0,7.0,18.0,26.0,4.0,30.0,,5.0,3.0,2.0,,,,4.0,,4.0,1.0,,8.0,12.0,11.0,2.0,1.0,14.0,,7.0,1.0,1.0,,1.0,8.0,42.0,1.0,0.7647058823529411,0.8125,1.0,0.13043478260869565,0.13636363636363635,0.5151515151515151,0.4,0.38392857142857145,0.2222222222222222,0.4435483870967742,0.36363636363636365,0.4107142857142857,25.384615384615383,,0.21428571428571427,0.029850746268656716,0.2413793103448276,0.0425531914893617,0.22123893805309736,0.03508771929824561,0.03333333333333333,0.030303030303030304,0.07142857142857142,0.30434782608695654,0.12121212121212122,0.25,0.28,,,0.3392857142857143,0.5789473684210527,0.6470588235294118,0.10714285714285714,0.5,0.5,0.14285714285714285,0.375,0.375,1.0,0.2857142857142857,0.125,0.125,1.0,0.4444444444444444,0.5,0.4444444444444444,0.75,0.13333333333333333,0.5109363636363637,0.53748125,0.11475409836065574,0.18421052631578946,0.14545454545454545,7.833333333333333,25.626086956521743,0.1794871794871795,1.0,2.0,1.0,7.0,1.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.25,0.14285714285714285,0.25,0.06060606060606061,0.10526315789473684,0.16666666666666666,0.05555555555555555,1.0,0.8181818181818182,0.3333333333333333,0.125,0.14285714285714285,0.14285714285714285,1.0,0.2857142857142857,0.5,0.14285714285714285,0.2857142857142857,0.4621875,0.07272727272727272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200797,1610612746,Ryan Hollins,Ryan Hollins,200797,LAC,28894.0,482.0,8.0,950.0,984.0,311.0,361.0,93.0,1934.0,44.0,53.0,11.0,14.0,8.0,17.0,1.0,2.0,,,,53.0,72.0,,,34.0,140.0,1003.0,14.0,18.0,,14.0,42.0,76.0,30.0,,,,,6.0,2.0,8.0,1.0,1.0,5.0,,18.0,14.0,17.0,15.0,41.0,59.0,31.0,90.0,,9.0,5.0,4.0,8.0,1.0,5.0,21.0,3.0,29.0,2.0,4.0,44.0,87.0,53.0,10.0,5.0,54.0,,23.0,7.0,30.0,16.0,31.0,42.0,311.0,6.0,0.7169811320754716,0.8837209302325582,,,,0.7361111111111112,0.7777777777777778,0.7361111111111112,0.7777777777777778,0.7291666666666666,0.75,,11.870845204178538,0.27586206896551724,0.12238805970149254,0.06967213114754098,0.09740259740259741,0.08588957055214724,0.11451942740286299,0.07616707616707617,0.08035714285714286,0.08661417322834646,0.08333333333333333,0.11214953271028037,0.1440677966101695,0.10909090909090909,0.09016393442622951,0.125,,0.7361111111111112,0.8301886792452831,0.9361702127659575,0.2361111111111111,0.47058823529411764,0.5333333333333333,0.027777777777777776,0.5,0.5,,,,,,0.7777777777777778,0.7857142857142857,,0.7361111111111112,,0.5449319444444445,0.5466888888888889,0.25842696629213485,0.25842696629213485,0.3,3.2333333333333325,,0.3273684210526316,12.0,14.0,,,,,14.0,18.0,,8.0,36.0,20.0,,8.0,1.0,3.0,1.0,5.0,11.0,6.0,14.0,16.0,12.0,0.7777777777777778,0.7777777777777778,0.782608695652174,0.1111111111111111,0.11320754716981132,0.09375,0.02857142857142857,0.5161290322580645,0.7727272727272727,0.5,,,,,0.7777777777777778,0.8571428571428571,,,0.5426818181818182,0.2571428571428571,3.0,6.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,0.11764705882352941,0.0967741935483871,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201162,1610612746,Jared Dudley,Jared Dudley,201162,LAC,10129.0,169.0,-14.0,321.0,342.0,99.0,113.0,37.0,663.0,3.0,7.0,1.0,2.0,2.0,2.0,11.0,17.0,2.0,14.0,4.0,16.0,26.0,4.0,22.0,4.0,48.0,364.0,4.0,6.0,8.0,1.0,12.0,28.0,4.0,12.0,,14.0,2.0,5.0,8.0,13.0,5.0,3.0,3.0,2.0,34.0,4.0,2.0,5.0,11.0,20.0,6.0,26.0,,5.0,3.0,2.0,3.0,1.0,3.0,2.0,,5.0,,2.0,4.0,9.0,6.0,1.0,1.0,9.0,,4.0,1.0,,,,12.0,99.0,1.0,0.875,0.875,1.0,0.18181818181818182,0.18181818181818182,0.6153846153846154,0.6666666666666666,0.4583333333333333,0.39285714285714285,0.46153846153846156,0.4,0.4583333333333333,15.74585635359116,0.6,0.102803738317757,0.020618556701030927,0.1,0.07272727272727272,0.10191082802547771,0.039473684210526314,0.022222222222222223,0.10256410256410256,,0.09090909090909091,0.13333333333333333,0.09090909090909091,0.1111111111111111,0.07142857142857142,,0.14583333333333334,0.42857142857142855,0.75,0.041666666666666664,1.0,1.0,0.3541666666666667,0.6470588235294118,0.6470588235294118,0.9090909090909091,0.2916666666666667,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,0.5,0.2857142857142857,0.6041666666666666,0.14285714285714285,0.4849791666666667,0.48956428571428573,0.0784313725490196,0.13793103448275862,0.25,13.373076923076923,24.777272727272727,0.308411214953271,1.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,3.0,,10.0,,,3.0,,4.0,,,,1.0,,,1.0,1.0,1.0,1.0,0.11538461538461539,0.42857142857142855,0.4444444444444444,,,0.6666666666666666,1.0,0.16666666666666666,0.25,0.25,1.0,0.2,1.0,0.2,0.4,0.5230166666666666,0.20833333333333334,,2.0,,,,,,,,,0.037037037037037035,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.125,1.0,1.0,0.5,1.0,0.2857142857142857,0.25,,,,,,,,,,,,,,,,True,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,19368.0,323.0,28.0,634.0,656.0,196.0,232.0,59.0,1290.0,13.0,18.0,3.0,5.0,14.0,26.0,24.0,51.0,28.0,66.0,19.0,51.0,95.0,33.0,74.0,50.0,251.0,660.0,12.0,23.0,24.0,18.0,81.0,22.0,80.0,60.0,39.0,64.0,27.0,37.0,4.0,41.0,4.0,,25.0,8.0,86.0,1.0,2.0,11.0,20.0,33.0,3.0,36.0,2.0,6.0,5.0,1.0,15.0,7.0,9.0,16.0,6.0,31.0,1.0,11.0,5.0,14.0,38.0,1.0,,62.0,2.0,22.0,3.0,1.0,1.0,2.0,81.0,196.0,2.0,0.21568627450980393,0.21568627450980393,0.6060606060606061,0.44594594594594594,0.4383561643835616,0.5368421052631579,0.5217391304347826,0.5946745562130178,0.6702127659574468,0.6410256410256411,0.7142857142857143,0.4378698224852071,32.33190271816881,0.4838709677419355,0.08547008547008547,0.012738853503184714,0.10576923076923077,0.009615384615384616,0.09171597633136094,0.011494252873563218,0.012345679012345678,0.011764705882352941,,0.08,0.06944444444444445,0.10344827586206896,0.07317073170731707,0.22727272727272727,0.02702702702702703,0.10650887573964497,0.7222222222222222,0.7647058823529411,0.15384615384615385,0.5384615384615384,0.6363636363636364,0.30177514792899407,0.47058823529411764,0.48,0.125,0.3905325443786982,0.42424242424242425,0.4307692307692308,0.5714285714285714,0.10638297872340426,0.6,0.40425531914893614,0.5443786982248521,0.421875,0.46826047904191614,0.45159111111111105,0.140625,0.19298245614035087,0.32270916334661354,12.649473684210527,26.07837837837838,0.30914826498422715,2.0,3.0,5.0,8.0,2.0,6.0,4.0,6.0,8.0,5.0,28.0,,1.0,6.0,4.0,2.0,5.0,3.0,1.0,3.0,,1.0,1.0,0.6666666666666666,0.8214285714285714,0.8235294117647058,0.06315789473684211,0.05555555555555555,0.09090909090909091,0.023809523809523808,0.5,0.5384615384615384,0.07142857142857142,0.047337278106508875,0.625,0.625,0.8,0.21428571428571427,0.6666666666666666,0.14285714285714285,0.42857142857142855,0.526715,0.11155378486055777,,2.0,,,1.0,,,,,0.15384615384615385,,0.5,2.0,4.0,5.0,3.0,5.0,13.0,,0.625,0.5416666666666666,1.0,0.5,0.5,1.0,0.10638297872340426,0.8,9.0,1.0,1.0,1.0,5.0,1.0,0.013513513513513514,0.0196078431372549,0.015151515151515152,0.47368421052631576,0.0641025641025641,,,,,True,,,
201954,1610612746,Darren Collison,Darren Collison,201954,LAC,18147.0,302.0,13.0,590.0,610.0,193.0,204.0,61.0,1200.0,22.0,40.0,7.0,12.0,3.0,12.0,15.0,32.0,2.0,6.0,5.0,40.0,84.0,8.0,15.0,37.0,141.0,602.0,16.0,27.0,7.0,9.0,47.0,18.0,62.0,21.0,3.0,6.0,2.0,31.0,15.0,46.0,7.0,8.0,15.0,12.0,107.0,5.0,4.0,11.0,16.0,27.0,9.0,36.0,1.0,17.0,9.0,8.0,12.0,4.0,7.0,14.0,5.0,26.0,3.0,6.0,9.0,19.0,35.0,,,43.0,2.0,19.0,2.0,3.0,2.0,4.0,47.0,193.0,2.0,0.225,0.225,0.875,0.5333333333333333,0.5333333333333333,0.47619047619047616,0.5925925925925926,0.5252525252525253,0.5588235294117647,0.594017094017094,0.618421052631579,0.15151515151515152,21.666666666666668,0.46153846153846156,0.07207207207207207,0.026490066225165563,0.11827956989247312,0.049019607843137254,0.08571428571428572,0.03557312252964427,0.03225806451612903,0.05,0.045454545454545456,0.041666666666666664,0.09210526315789473,0.08108108108108109,0.13157894736842105,0.058823529411764705,0.022222222222222223,0.40404040404040403,0.55,0.5945945945945946,0.12121212121212122,0.25,0.3,0.32323232323232326,0.46875,0.46875,0.13333333333333333,0.06060606060606061,0.3333333333333333,0.3333333333333333,0.5,0.35294117647058826,0.5833333333333334,0.14705882352941177,0.5555555555555556,0.3333333333333333,0.521959090909091,0.4950661764705882,0.17391304347826086,0.1919191919191919,0.3333333333333333,9.00952380952381,24.586666666666666,0.3271186440677966,2.0,2.0,6.0,9.0,1.0,,3.0,5.0,1.0,1.0,7.0,,,5.0,4.0,,2.0,3.0,,4.0,1.0,2.0,1.0,0.6,0.5,0.5833333333333334,0.05952380952380952,0.075,,0.022727272727272728,0.5,0.2727272727272727,0.3333333333333333,0.09090909090909091,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.16666666666666666,,0.5863999999999999,0.04964539007092199,,2.0,1.0,1.0,1.0,,,,,0.16666666666666666,0.022222222222222223,0.5,,,2.0,,,2.0,,,0.2857142857142857,,,,,0.058823529411764705,,2.0,,,,1.0,1.0,,,,0.4,0.0625,3.0,,,,True,,,
203493,1610612746,Reggie Bullock,Reggie Bullock,203493,LAC,10919.0,182.0,18.0,362.0,369.0,98.0,133.0,34.0,731.0,5.0,5.0,2.0,2.0,3.0,5.0,3.0,13.0,5.0,19.0,7.0,11.0,23.0,11.0,30.0,5.0,60.0,364.0,4.0,7.0,8.0,3.0,11.0,18.0,4.0,30.0,3.0,17.0,5.0,6.0,2.0,8.0,1.0,1.0,3.0,2.0,18.0,3.0,3.0,7.0,11.0,22.0,6.0,28.0,2.0,4.0,4.0,,4.0,,4.0,3.0,,7.0,,2.0,4.0,7.0,7.0,2.0,,7.0,,3.0,1.0,,,,11.0,98.0,1.0,0.8181818181818182,1.0,0.9090909090909091,0.36666666666666664,0.39285714285714285,0.4782608695652174,0.5714285714285714,0.5188679245283019,0.26666666666666666,0.5357142857142857,0.3235294117647059,0.5660377358490566,15.75,0.5714285714285714,0.07857142857142857,0.03488372093023256,0.14893617021276595,0.045454545454545456,0.0962566844919786,0.039473684210526314,,0.017857142857142856,0.2,0.08333333333333333,0.08695652173913043,0.06521739130434782,0.175,,0.07142857142857142,0.09433962264150944,1.0,1.0,0.09433962264150944,0.6,0.6,0.24528301886792453,0.23076923076923078,0.23076923076923078,1.0,0.3584905660377358,0.2631578947368421,0.2631578947368421,0.8,0.13333333333333333,1.0,0.4666666666666667,0.660377358490566,0.29411764705882354,0.506355882352941,0.48235384615384613,0.05454545454545454,0.12,0.18333333333333332,13.321739130434784,26.26,0.27071823204419887,3.0,3.0,6.0,11.0,,2.0,4.0,5.0,2.0,1.0,9.0,4.0,2.0,,1.0,4.0,,1.0,,1.0,,,1.0,0.8,0.5714285714285714,0.6428571428571429,,,0.3333333333333333,0.05,,0.6,1.0,0.20754716981132076,0.5454545454545454,0.6,1.0,0.42857142857142855,1.0,,0.2857142857142857,0.4873,0.15,,,,,,,,,,,0.09090909090909091,0.3333333333333333,,,1.0,,,,,,,,,,,0.06666666666666667,,,,1.0,,,,0.03333333333333333,,,,,2.0,0.09090909090909091,,,True,,,
2584,1610612746,Willie Green,Willie Green,2584,LAC,10706.0,178.0,-9.0,354.0,357.0,109.0,138.0,37.0,711.0,5.0,8.0,1.0,1.0,4.0,12.0,8.0,18.0,2.0,9.0,,17.0,38.0,6.0,17.0,7.0,59.0,391.0,3.0,9.0,4.0,2.0,20.0,20.0,14.0,15.0,3.0,9.0,2.0,6.0,10.0,16.0,8.0,2.0,3.0,2.0,42.0,2.0,3.0,7.0,8.0,16.0,5.0,21.0,2.0,4.0,3.0,1.0,,1.0,,2.0,,2.0,,,14.0,18.0,7.0,1.0,1.0,8.0,,3.0,1.0,3.0,2.0,3.0,20.0,109.0,1.0,0.5882352941176471,0.5882352941176471,0.8333333333333334,0.35294117647058826,0.35294117647058826,0.4473684210526316,0.3333333333333333,0.4727272727272727,0.6923076923076923,0.5,0.7142857142857143,0.3090909090909091,15.48223350253807,,0.06611570247933884,0.034482758620689655,0.1206896551724138,0.029850746268656716,0.08379888268156424,0.032467532467532464,0.05405405405405406,0.04,,0.02857142857142857,0.04081632653061224,0.13513513513513514,0.10638297872340426,0.18181818181818182,0.06896551724137931,0.14545454545454545,0.625,0.7142857142857143,0.21818181818181817,0.3333333333333333,0.3333333333333333,0.32727272727272727,0.4444444444444444,0.47058823529411764,0.625,0.16363636363636364,0.2222222222222222,0.2222222222222222,0.5,0.07692307692307693,1.0,,0.45454545454545453,0.2222222222222222,0.49115272727272724,0.4869423076923077,0.05172413793103448,0.07317073170731707,0.3389830508474576,11.36842105263158,24.958823529411767,0.307909604519774,,2.0,4.0,8.0,1.0,,3.0,5.0,1.0,,6.0,,,2.0,1.0,1.0,,1.0,,,1.0,1.0,2.0,0.6,0.5,0.5,0.05263157894736842,0.125,0.07142857142857142,0.037037037037037035,0.3333333333333333,0.4,0.75,0.14545454545454545,0.5,0.5714285714285714,1.0,0.3333333333333333,,0.16666666666666666,,0.39705,0.1016949152542373,,2.0,,,,,,,,,,,,4.0,4.0,,,4.0,,,1.0,,,,,0.3076923076923077,1.0,,,1.0,,,,0.058823529411764705,0.05555555555555555,,,,,0.125,,,True,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,1978.0,33.0,6.0,68.0,70.0,24.0,39.0,6.0,138.0,1.0,1.0,,,,2.0,3.0,8.0,,2.0,1.0,4.0,11.0,,2.0,5.0,13.0,63.0,1.0,1.0,1.0,,2.0,8.0,,,,2.0,,2.0,,2.0,,,1.0,1.0,4.0,,,,2.0,2.0,,2.0,,2.0,2.0,,1.0,,1.0,,,1.0,,,2.0,5.0,5.0,2.0,1.0,5.0,,1.0,,,,,2.0,24.0,,1.0,1.0,,,,0.36363636363636365,1.0,0.3076923076923077,0.5,0.43333333333333335,0.5,0.15384615384615385,21.333333333333332,1.0,0.09090909090909091,,,,0.06451612903225806,,,,,,0.14285714285714285,0.1111111111111111,,,,0.07692307692307693,1.0,1.0,0.15384615384615385,,,0.6153846153846154,0.375,0.375,1.0,0.15384615384615385,,,,,,0.5,0.23076923076923078,,0.44041923076923073,0.3437,0.13333333333333333,0.08333333333333333,0.15384615384615385,16.045454545454547,25.6,0.35294117647058826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.3333333333333333,,,,,True,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,6920.0,115.0,-1.0,234.0,248.0,115.0,134.0,15.0,482.0,17.0,24.0,7.0,10.0,3.0,11.0,4.0,14.0,,2.0,2.0,24.0,49.0,,2.0,21.0,69.0,256.0,11.0,20.0,2.0,18.0,40.0,28.0,20.0,,,2.0,,7.0,6.0,13.0,3.0,3.0,3.0,3.0,32.0,,3.0,7.0,16.0,27.0,3.0,30.0,,2.0,1.0,1.0,1.0,,1.0,3.0,,4.0,,3.0,3.0,9.0,25.0,1.0,2.0,28.0,,10.0,5.0,1.0,,1.0,40.0,115.0,4.0,0.5833333333333334,0.6086956521739131,,,,0.4897959183673469,0.55,0.47058823529411764,0.5,0.5390625,0.5882352941176471,0.0392156862745098,27.09163346613546,0.25,0.1927710843373494,0.04918032786885246,0.2,,0.19491525423728814,0.033707865168539325,0.06666666666666667,,,0.1,0.17647058823529413,0.27586206896551724,0.20833333333333334,0.18181818181818182,,0.47058823529411764,0.7083333333333334,0.7391304347826086,0.21568627450980393,0.2727272727272727,0.3333333333333333,0.27450980392156865,0.2857142857142857,0.2857142857142857,1.0,0.0392156862745098,,,,0.45454545454545453,0.7,0.09090909090909091,0.5098039215686274,,0.4917372549019607,0.49714545454545456,0.1694915254237288,0.17543859649122806,0.5797101449275363,8.055102040816326,24.7,0.49145299145299143,4.0,4.0,,,,,4.0,4.0,,2.0,10.0,2.0,,3.0,1.0,4.0,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,0.061224489795918366,0.041666666666666664,0.5714285714285714,,1.0,0.5294117647058824,0.3333333333333333,,,,,1.0,1.0,,,0.5715333333333333,0.14492753623188406,,2.0,,,,,,,,0.18181818181818182,0.07142857142857142,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
