EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,FTOffRebounds,FTDefRebounds,LostBallSteals,SecondChanceTurnovers,BlockingFouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3FGA,PenaltyCorner3FGA,Corner3Frequency,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGA,SecondChanceFG3A,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,BlockedAtRim,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,Charge Fouls,Charge Fouls Drawn,on,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,HeaveMakes
200752,1610612758,Rudy Gay,Rudy Gay,200752,SAC,4541.0,76,-12.0,150,151,20.0,44.0,15.0,301,5.0,10.0,2.0,5.0,1.0,1.0,5.0,9.0,7.0,18.0,1.0,6.0,1.0,17.0,37,1.0,6.0,7.0,44.0,173,2.0,5.0,2.0,6.0,2.0,6.0,1.0,4.0,2.0,32.0,3.0,2.0,6.0,1.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,1.0,2.0,17.0,1.0,4.0,1.0,7.0,8.0,5.0,13.0,2.0,1.0,1.0,7.0,2.0,3.0,1.0,5.0,1.0,10.0,3.0,1.0,3,1.0,7.0,1.0,9.0,1.0,5.0,2.0,2.0,2.0,2.0,4.0,20.0,1.0,0.058823529411764705,0.0625,1.0,0.16666666666666666,0.16666666666666666,0.4594594594594595,0.4,0.3333333333333333,0.43023255813953487,0.4,0.2857142857142857,0.46808510638297873,0.5,0.2857142857142857,0.13953488372093023,0.02702702702702703,0.1,32.947976878612714,0.7,0.14583333333333334,0.07547169811320754,0.05555555555555555,0.07692307692307693,0.12121212121212122,0.07575757575757576,0.09090909090909091,0.10526315789473684,0.043478260869565216,0.09090909090909091,0.1111111111111111,0.3076923076923077,0.08333333333333333,0.08333333333333333,1.0,0.23255813953488372,0.5,0.5555555555555556,0.20930232558139536,0.5555555555555556,0.5555555555555556,0.2,0.4186046511627907,0.3888888888888889,0.3888888888888889,0.13953488372093023,0.16666666666666666,0.16666666666666666,1.0,1.0,0.4,0.14285714285714285,1.0,0.14285714285714285,0.37209302325581395,0.16666666666666666,0.4461976744186047,0.50895,0.43429999999999996,0.10638297872340426,0.12195121951219512,0.13636363636363635,0.09090909090909091,11.354054054054053,25.066666666666666,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201171,1610612758,Carl Landry,Carl Landry,201171,SAC,13976.0,233,-66.0,465,466,144.0,178.0,53.0,931,14.0,20.0,2.0,5.0,6.0,6.0,3.0,14.0,14.0,26.0,,,,31.0,60,,,14.0,76.0,530,4.0,11.0,5.0,13.0,12.0,18.0,,31.0,46.0,16.0,,6.0,,,4.0,4.0,1.0,5.0,1.0,,2.0,,2.0,11.0,5.0,9.0,16.0,20.0,42.0,15.0,57.0,,3.0,1.0,4.0,2.0,5.0,,2.0,1.0,9.0,3.0,17.0,34,,19.0,,17.0,5.0,9.0,1.0,1.0,1.0,1.0,31.0,144.0,9.0,0.7419354838709677,0.8214285714285714,,,,0.5166666666666667,0.36363636363636365,0.6666666666666666,0.5166666666666667,0.36363636363636365,0.6666666666666666,0.5757575757575758,0.4642857142857143,0.7380952380952381,,0.06666666666666667,0.15,14.177693761814744,0.4444444444444444,0.14084507042253522,0.05389221556886228,0.26666666666666666,0.10416666666666667,0.1782178217821782,0.06511627906976744,0.022727272727272728,0.04838709677419355,0.08196721311475409,0.1111111111111111,0.125,0.20408163265306123,0.26666666666666666,,1.0,0.3333333333333333,0.7,0.8235294117647058,0.23333333333333334,0.21428571428571427,0.23076923076923078,0.3333333333333333,0.43333333333333335,0.5384615384615384,0.5384615384615384,,,,,0.45454545454545453,0.4,0.3333333333333333,1.0,,0.3333333333333333,,0.43711333333333335,0.46391111111111116,0.44818888888888886,0.140625,0.140625,0.17105263157894737,0.40789473684210525,10.639999999999999,,0.3096774193548387,7.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,0.07142857142857142,0.21428571428571427,0.08333333333333333,0.06896551724137931,0.26666666666666666,0.7142857142857143,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201189,1610612758,Aaron Gray,Aaron Gray,201189,SAC,2197.0,37,-17.0,76,76,31.0,45.0,8.0,152,,2.0,,2.0,,,1.0,2.0,,,,,,1.0,4,,,1.0,3.0,77,,2.0,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,3.0,1.0,3.0,4.0,3.0,7.0,,,,1.0,1.0,2.0,1.0,,,3.0,1.0,3.0,7,2.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,31.0,1.0,1.0,1.0,,,,0.25,,,0.25,,,0.3,,,,0.5,0.5,9.523809523809524,0.3333333333333333,0.12,0.13043478260869565,0.09090909090909091,,0.1111111111111111,0.08571428571428572,,0.1111111111111111,0.2222222222222222,,,,0.1111111111111111,,1.0,0.5,,,0.5,0.5,1.0,1.0,,,,,,,,1.0,,,,,0.5,,0.41975,0.42214999999999997,,0.2,0.2,,,4.65,,0.40789473684210525,,,,,1.0,,1.0,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201977,1610612758,Marcus Thornton,Marcus Thornton,201977,SAC,1831.0,31,-16.0,64,66,22.0,45.0,12.0,130,,2.0,,1.0,,1.0,2.0,6.0,1.0,2.0,2.0,6.0,,3.0,10,2.0,7.0,2.0,14.0,72,2.0,3.0,2.0,6.0,,2.0,1.0,,2.0,4.0,6.0,,6.0,2.0,,,,,,,,,,,,2.0,,,,2.0,2.0,,,,,,1.0,,,,1.0,,1.0,5,1.0,2.0,,3.0,1.0,2.0,,,,,,22.0,3.0,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.2857142857142857,0.3,0.6666666666666666,,0.35294117647058826,0.6666666666666666,,0.3888888888888889,0.75,,0.4117647058823529,,,24.675324675324674,,,0.06060606060606061,,,,0.05,,0.058823529411764705,0.14285714285714285,,,,,,,0.11764705882352941,,,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.5,0.11764705882352941,0.5,0.5,0.35294117647058826,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,,,0.5294117647058824,0.3333333333333333,0.45956470588235293,0.5226,0.46131666666666665,0.1111111111111111,0.18181818181818182,0.42857142857142855,,8.3,24.985714285714284,0.34375,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,0.058823529411764705,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
202738,1610612758,Isaiah Thomas,Isaiah Thomas,202738,SAC,7564.0,126,-35.0,259,261,84.0,129.0,27.0,520,3.0,5.0,,,2.0,3.0,12.0,28.0,7.0,14.0,3.0,17.0,3.0,22.0,47,4.0,19.0,16.0,72.0,284,1.0,3.0,,2.0,7.0,15.0,3.0,24.0,4.0,40.0,9.0,2.0,17.0,3.0,5.0,15.0,10.0,25.0,8.0,2.0,6.0,3.0,6.0,60.0,,1.0,3.0,6.0,9.0,1.0,10.0,,5.0,3.0,10.0,6.0,4.0,2.0,4.0,,14.0,5.0,3.0,13,1.0,18.0,1.0,20.0,2.0,7.0,,,,,24.0,84.0,3.0,0.09090909090909091,0.09523809523809523,0.75,0.21052631578947367,0.21052631578947367,0.46808510638297873,0.3333333333333333,0.4666666666666667,0.42424242424242425,0.25,0.3888888888888889,0.47297297297297297,0.25,0.5217391304347826,0.2878787878787879,0.10638297872340426,0.2,29.72972972972973,0.7142857142857143,0.07058823529411765,0.010869565217391304,0.08823529411764706,,0.07563025210084033,0.00847457627118644,,0.02631578947368421,,,0.1282051282051282,0.03333333333333333,0.041666666666666664,,,0.07575757575757576,0.6,0.75,0.42424242424242425,0.42857142857142855,0.5,,0.21212121212121213,0.5,0.5,0.25757575757575757,0.17647058823529413,0.17647058823529413,0.6666666666666666,,,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.36363636363636365,0.17647058823529413,0.4312893939393939,0.4437,0.4551805555555556,0.09859154929577464,0.1346153846153846,0.027777777777777776,0.3333333333333333,10.610638297872338,25.321052631578947,0.32432432432432434,10.0,,,2.0,2.0,,1.0,1.0,,3.0,,3.0,0.14285714285714285,,,,0.2,0.3333333333333333,0.14285714285714285,2.0,,0.030303030303030304,,1.0,1.0,1.0,3.0,1.0,2.0,0.5,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
202682,1610612758,Derrick Williams,Derrick Williams,202682,SAC,9325.0,155,-44.0,311,312,102.0,113.0,38.0,623,4.0,10.0,,2.0,,3.0,3.0,12.0,,9.0,1.0,3.0,2.0,7.0,31,2.0,5.0,28.0,48.0,356,,5.0,2.0,5.0,,6.0,3.0,14.0,8.0,6.0,6.0,,3.0,1.0,3.0,4.0,1.0,5.0,,1.0,4.0,,,11.0,3.0,5.0,8.0,12.0,29.0,9.0,38.0,1.0,6.0,4.0,5.0,2.0,1.0,,3.0,,6.0,2.0,10.0,14,,23.0,,37.0,3.0,17.0,2.0,1.0,2.0,,14.0,102.0,1.0,0.5714285714285714,0.5714285714285714,1.0,0.4,0.4,0.22580645161290322,,,0.2777777777777778,0.25,0.3333333333333333,0.4528301886792453,0.3125,0.4666666666666667,0.1388888888888889,0.0967741935483871,,16.480446927374302,0.8333333333333334,0.13333333333333333,0.04310344827586207,0.19047619047619047,0.08571428571428572,0.15151515151515152,0.052980132450331126,0.02857142857142857,0.06976744186046512,0.02631578947368421,0.09090909090909091,0.20512820512820512,0.08823529411764706,0.1875,0.041666666666666664,,0.2777777777777778,0.4,0.4,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.25,,,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,,0.2222222222222222,0.4166666666666667,0.3333333333333333,0.4780527777777777,0.5310125,0.5080055555555556,0.34,0.37777777777777777,0.10416666666666667,0.2916666666666667,9.045161290322582,24.639999999999997,0.3279742765273312,8.0,1.0,9.0,2.0,1.0,,,1.0,1.0,3.0,,3.0,0.25,0.42857142857142855,0.09090909090909091,0.058823529411764705,0.2,0.75,,2.0,1.0,0.05555555555555555,0.1111111111111111,1.0,1.0,1.0,,1.0,,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
203492,1610612758,Ray McCallum,Ray McCallum,203492,SAC,3618.0,60,-22.0,112,112,42.0,34.0,12.0,224,1.0,4.0,,,1.0,1.0,1.0,5.0,3.0,8.0,,,,5.0,17,1.0,1.0,2.0,15.0,136,,,,,3.0,8.0,,8.0,,10.0,3.0,,,,1.0,3.0,3.0,6.0,2.0,1.0,,,3.0,15.0,,,2.0,5.0,7.0,,7.0,,1.0,1.0,3.0,3.0,,,,,3.0,,6.0,9,,1.0,,2.0,,,1.0,1.0,1.0,,8.0,42.0,2.0,,,1.0,1.0,1.0,0.29411764705882354,,0.375,0.3611111111111111,,0.375,0.39473684210526316,,0.4444444444444444,0.05555555555555555,0.058823529411764705,0.25,17.46031746031746,1.0,0.15625,,0.10526315789473684,,0.13725490196078433,,,,,,0.17647058823529413,0.14285714285714285,0.125,,,0.2222222222222222,0.25,0.3333333333333333,0.2777777777777778,0.2,0.2,,0.4444444444444444,0.375,0.375,,,,,,,0.125,1.0,,0.2777777777777778,,0.42480833333333334,,0.3989,,,,0.5333333333333333,12.117647058823529,23.7,0.375,2.0,,,,,1.0,,,,1.0,,1.0,,,,0.125,,,,1.0,,0.05555555555555555,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
203463,1610612758,Ben McLemore,Ben McLemore,203463,SAC,9955.0,166,-26.0,326,324,109.0,103.0,37.0,650,8.0,14.0,3.0,4.0,4.0,7.0,2.0,6.0,6.0,13.0,5.0,17.0,3.0,16.0,33,7.0,21.0,9.0,62.0,365,3.0,6.0,,9.0,7.0,12.0,4.0,26.0,10.0,22.0,21.0,6.0,17.0,5.0,5.0,6.0,2.0,8.0,1.0,1.0,2.0,3.0,1.0,18.0,,5.0,2.0,11.0,13.0,5.0,18.0,1.0,3.0,3.0,8.0,3.0,3.0,,5.0,3.0,11.0,7.0,12.0,20,,9.0,,10.0,,2.0,,,1.0,1.0,26.0,109.0,,0.3125,0.38461538461538464,1.0,0.3333333333333333,0.3333333333333333,0.48484848484848486,0.5,0.5833333333333334,0.49074074074074076,0.6428571428571429,0.625,0.5254237288135594,0.6428571428571429,0.6842105263157895,0.3888888888888889,0.15151515151515152,0.2857142857142857,19.02173913043478,0.7272727272727273,0.10891089108910891,0.045454545454545456,0.05263157894736842,,0.09352517985611511,0.03496503496503497,0.03333333333333333,0.05,0.05,,0.06666666666666667,0.18421052631578946,0.06896551724137931,0.04,1.0,0.25925925925925924,0.5714285714285714,0.8,0.1111111111111111,0.3333333333333333,0.4,,0.24074074074074073,0.46153846153846156,0.46153846153846156,0.3148148148148148,0.29411764705882354,0.29411764705882354,1.0,0.5714285714285714,0.75,0.4375,0.5714285714285714,0.1875,0.6481481481481481,0.29411764705882354,0.5020722222222221,0.5425,0.496015625,0.03571428571428571,0.05714285714285714,0.14516129032258066,0.41935483870967744,9.724242424242425,25.214285714285715,0.3343558282208589,6.0,,,,,,,,1.0,3.0,,3.0,0.16666666666666666,,,0.05555555555555555,,0.375,0.3333333333333333,4.0,1.0,0.07407407407407407,0.0625,2.0,1.0,1.0,,,,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,2.0,,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201574,1610612758,Jason Thompson,Jason Thompson,201574,SAC,2118.0,35,-18.0,71,71,14.0,37.0,11.0,142,,3.0,,2.0,,,2.0,6.0,1.0,2.0,,,,3.0,11,,,,6.0,79,1.0,3.0,,2.0,,1.0,,,2.0,4.0,,2.0,,,1.0,1.0,,1.0,,,1.0,,,2.0,,3.0,,4.0,6.0,3.0,9.0,,,,,,3.0,,,,3.0,,5.0,10,,1.0,,,,,1.0,,1.0,,,14.0,1.0,0.3333333333333333,0.5,,,,0.2727272727272727,0.3333333333333333,,0.2727272727272727,0.3333333333333333,,0.2727272727272727,0.3333333333333333,,,0.09090909090909091,0.3333333333333333,16.47058823529412,,0.16666666666666666,0.09375,,,0.13333333333333333,0.08571428571428572,0.3333333333333333,,0.09090909090909091,,0.23076923076923078,,,,,0.2727272727272727,,,0.5454545454545454,0.3333333333333333,0.3333333333333333,,0.18181818181818182,0.5,0.5,,,,,0.6666666666666666,,,,,0.2727272727272727,,0.4127545454545455,0.5156000000000001,0.3293,,,0.3333333333333333,,7.8090909090909095,,0.19718309859154928,,,2.0,,,,3.0,,,,,,,0.3333333333333333,,0.25,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,
202690,1610612758,Jimmer Fredette,Jimmer Fredette,202690,SAC,4452.0,74,-14.0,150,148,40.0,30.0,21.0,298,3.0,4.0,,,,,8.0,9.0,2.0,6.0,9.0,15.0,5.0,13.0,19,11.0,17.0,3.0,62.0,172,1.0,1.0,,5.0,5.0,5.0,6.0,24.0,2.0,24.0,18.0,2.0,15.0,9.0,,11.0,2.0,13.0,1.0,1.0,7.0,,4.0,28.0,,1.0,,,1.0,1.0,2.0,,2.0,2.0,7.0,4.0,5.0,,3.0,1.0,12.0,1.0,2.0,8,,4.0,,4.0,,2.0,,,,,24.0,40.0,3.0,0.07692307692307693,0.08333333333333333,0.5454545454545454,0.6470588235294118,0.6470588235294118,0.6842105263157895,1.0,1.0,0.8194444444444444,0.8333333333333334,1.0,0.8157894736842105,0.8333333333333334,1.0,0.4722222222222222,,,28.901734104046245,0.5833333333333334,,0.018518518518518517,,,,0.014084507042253521,,0.0625,,,,,,,,0.1111111111111111,0.75,0.75,0.25,0.8888888888888888,0.8888888888888888,,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.6,0.6,0.4444444444444444,,,,,0.45454545454545453,0.5833333333333334,0.6,0.49898888888888887,0.51625,0.4776363636363636,0.05263157894736842,0.09523809523809523,0.08064516129032258,0.3870967741935484,9.584210526315788,24.92941176470588,0.26666666666666666,2.0,,1.0,,,,,,,,,,,0.1,,,,0.3333333333333333,,2.0,1.0,0.05555555555555555,0.09090909090909091,2.0,,2.0,15.0,3.0,,1.0,1.0,1.0,,,1.0,3.0,1.0,4.0,,0.5,0.6666666666666666,,,1.0,0.6,,,,1.0,2.0,0.6666666666666666,0.5,1.0,,,,True,,,,,,,,,,,,,,,,,
