EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DefTwoPtRebounds,DefRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Arc3FGA,FG3A,NonHeaveArc3FGA,DefThreePtRebounds,FG3APct,DefThreePtReboundPct,DefArc3ReboundPct,Arc3Frequency,Avg3ptShotDistance,ShortMidRangeFGA,Fg2aBlocked,OffThreePtRebounds,FG2APctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,on,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,AtRimPctBlocked,Corner3PctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,BlockedLongMidRange,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,HeaveMakes,StepOutOfBoundsTurnovers,DefensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked
101150,1610612737,Lou Williams,Lou Williams,101150,ATL,177.0,3.0,-2.0,3.0,6,1.0,2.0,9,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,14.285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,0.6013,0.6013,1.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201858,1610612737,Cartier Martin,Cartier Martin,201858,ATL,34.0,1.0,,,2,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,30.0,,,,1,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202354,1610612737,Dexter Pittman,Dexter Pittman,202354,ATL,177.0,3.0,-2.0,3.0,6,1.0,2.0,9,,1.0,,1.0,,1.0,,4.0,,1.0,,,,,,,,,28.57142857142857,1.0,,,1.0,,1.0,0.5715,0.5715,,1.4,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.75,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612737,Kyle Korver,Kyle Korver,2594,ATL,145.0,2.0,-2.0,2.0,4,1.0,1.0,6,,,,,,,,4.0,,,,,,,,,,,16.666666666666668,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201960,1610612737,DeMarre Carroll,DeMarre Carroll,201960,ATL,32.0,1.0,,1.0,2,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202714,1610612737,Shelvin Mack,Shelvin Mack,202714,ATL,147.0,2.0,-2.0,3.0,5,,2.0,8,,,,,,,,4.0,,,,,,,,,,,14.285714285714285,,,,,,1.0,0.4671,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.7,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203118,1610612737,Mike Scott,Mike Scott,203118,ATL,143.0,2.0,-2.0,3.0,4,,2.0,7,,1.0,,1.0,,2.0,,4.0,,1.0,,,,,,,,,28.57142857142857,0.5,,,1.0,,0.5,0.48255,,,4.2,,1.0,1.0,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101150,1610612737,Lou Williams,Lou Williams,101150,ATL,86501.0,1442.0,-164.0,2839.0,2847,735.0,267.0,5686,48.0,78.0,3.0,6.0,117.0,261.0,623.0,3202.0,7.0,21.0,42.0,146.0,0.4482758620689655,0.3333333333333333,0.47865853658536583,0.5256410256410257,0.5421052631578948,0.525,21.09798914778168,0.15853658536585366,0.6153846153846154,0.6956521739130435,0.15384615384615385,0.5,0.6280487804878049,0.49914026639344283,0.5027634615384616,0.06741573033707865,10.463984674329497,6.0,10.0,124.0,3.0,146.0,179.0,62.0,0.0076824583866837385,0.007293354943273906,0.016,0.006944444444444444,0.011278195488721804,0.12316176470588236,0.20064724919093851,75.0,114.0,56.0,14.0,92.0,0.6086956521739131,0.08305647840531562,0.08545034642032333,0.12058823529411765,161.0,231.0,158.0,36.0,0.4695121951219512,0.09090909090909091,0.09931506849315068,0.32723577235772355,25.177056277056284,88.0,14.0,3.0,0.05363984674329502,0.056818181818181816,0.006622516556291391,0.0030959752321981426,0.17886178861788618,False,865.0,12.0,21.0,36.0,33.0,95.0,24.0,70.0,4.0,6.0,11.0,33.0,55.0,5.0,12.0,19.0,59.0,79.0,152.0,9.0,18.0,1.0,35.0,78.0,30.0,92.0,72.0,232.0,88.0,150.0,87.0,2.0,3.0,55.0,6.0,157.0,53.0,210.0,39.0,14.0,79.0,35.0,43.0,473.0,1.0,3.0,45.0,31.0,14.0,14.0,42.0,36.0,5.0,10.0,4.0,24.0,36.0,1.0,65.0,2.0,1.0,3.0,2.0,6.0,3.0,7.0,1.0,14.0,1.0,5.0,5.0,26.0,4.0,4.0,4.0,3.0,224.0,855.0,6.0,18.0,0.37606837606837606,0.3793103448275862,0.6329113924050633,0.341991341991342,0.5,0.32608695652173914,0.34649122807017546,0.44871794871794873,0.47058823529411764,0.5606796116504854,0.025974025974025976,0.11538461538461539,0.014285714285714285,0.031055900621118012,0.034482758620689655,0.015873015873015872,0.015384615384615385,0.05128205128205128,0.07171314741035857,0.0673076923076923,0.75,0.4166666666666667,0.4090909090909091,0.43373493975903615,0.3333333333333333,0.19308943089430894,0.3473684210526316,0.3473684210526316,0.36363636363636365,0.14227642276422764,0.34285714285714286,0.34782608695652173,0.9583333333333334,0.3416149068322981,0.3525641025641026,0.4909090909090909,0.6666666666666666,0.15384615384615385,0.6666666666666666,1.0,0.3076923076923077,0.4166666666666667,0.4,0.12352941176470589,0.5714285714285714,0.19411764705882353,0.3333333333333333,0.34705882352941175,0.3220338983050847,0.34810126582278483,0.4871668674698798,0.02127659574468085,0.3723916532905297,0.3046847481507573,,,,,,,,,,,,,
1882,1610612737,Elton Brand,Elton Brand,1882,ATL,84822.0,1414.0,-60.0,2753.0,2780,744.0,254.0,5533,65.0,92.0,17.0,27.0,179.0,330.0,419.0,3003.0,24.0,46.0,59.0,60.0,0.5424242424242425,0.5217391304347826,0.5391566265060241,0.5217391304347826,0.5601604278074866,0.5673076923076923,14.281013491280026,0.27710843373493976,0.7065217391304348,0.7926829268292683,0.5869565217391305,0.6296296296296297,0.28313253012048195,0.46161280120481935,0.5556916666666666,0.14081145584725538,9.61939393939394,66.0,97.0,361.0,5.0,91.0,94.0,44.0,0.08560311284046693,0.08117154811715481,0.1145374449339207,0.09059233449477352,0.0364963503649635,0.12021857923497267,0.12087912087912088,190.0,264.0,32.0,17.0,60.0,0.5333333333333333,0.20674646354733406,0.18501170960187355,0.23008849557522124,1.0,2.0,1.0,47.0,0.006024096385542169,0.1298342541436464,0.10820895522388059,0.0030120481927710845,24.15,129.0,14.0,31.0,0.04242424242424243,0.031007751937984496,0.07311320754716981,0.0759493670886076,0.3885542168674699,False,812.0,13.0,19.0,63.0,51.0,109.0,,1.0,,,,1.0,,,,,1.0,,61.0,,,11.0,52.0,83.0,,2.0,26.0,130.0,298.0,,,22.0,,,,44.0,30.0,74.0,21.0,9.0,21.0,10.0,13.0,178.0,,27.0,40.0,27.0,13.0,4.0,15.0,28.0,5.0,6.0,8.0,16.0,113.0,5.0,192.0,3.0,,20.0,6.0,9.0,11.0,8.0,,10.0,,,,8.0,88.0,60.0,88.0,53.0,130.0,812.0,17.0,8.0,0.8324022346368715,0.8869047619047619,,,,,,0.6265060240963856,0.611764705882353,0.625,,0.10869565217391304,,,0.3333333333333333,,0.06481481481481481,0.1939799331103679,0.19217081850533807,0.19148936170212766,0.6022727272727273,0.7230769230769231,0.4883720930232558,0.504,0.8253968253968254,0.32831325301204817,0.46788990825688076,0.46788990825688076,0.9803921568627451,0.0030120481927710845,,,,,,,0.23529411764705882,,,,,,,0.2235294117647059,0.6842105263157895,0.011764705882352941,,0.011764705882352941,,,0.45283823529411776,,0.31026252983293556,0.2949509625862695,3.0,25.0,1.0,1.0,3.0,0.054474708171206226,,,,,,,
