EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffThreePtRebounds,Loose Ball Fouls,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SecondChanceCorner3FGA,SecondChanceFtPoints,PtsPutbacks,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,BlockingFouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,Technical Free Throw Trips,BlockedCorner3,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,Corner3PctBlocked,3SecondViolations,on,Clear Path Fouls,OffensiveGoaltends,HeaveMakes
101150,1610612737,Lou Williams,Lou Williams,101150,ATL,10246.0,171,10,331,331,34.0,74,33,662,8.0,14.0,2.0,3.0,1.0,1.0,4.0,8.0,3.0,8.0,2.0,8.0,1.0,2.0,5.0,24.0,2.0,1.0,2.0,15.0,30.0,7.0,32.0,6.0,57.0,361,2.0,4.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,10.0,18.0,12.0,12.0,9.0,1.0,23.0,5.0,2.0,2.0,18.0,5.0,23.0,3.0,2.0,9.0,4.0,5.0,51.0,1.0,4.0,3.0,1.0,8.0,1.0,9.0,8.0,6.0,2.0,4.0,2.0,4.0,3.0,1.0,7.0,1.0,2.0,5.0,7.0,11.0,1.0,7.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,10.0,34.0,1.0,1.0,0.6,0.6,0.5714285714285714,0.21875,0.5,0.22580645161290322,0.5,0.5,0.3333333333333333,0.4112903225806452,0.3333333333333333,0.5714285714285714,0.43846153846153846,0.3333333333333333,0.625,0.5161290322580645,0.0625,0.06666666666666667,0.14285714285714285,0.08333333333333333,19.25133689839572,0.5714285714285714,0.125,0.030927835051546393,0.01020408163265306,0.08333333333333333,0.04827586206896552,0.006289308176100629,0.030303030303030304,0.03225806451612903,0.044444444444444446,0.04,0.13043478260869565,0.6666666666666666,0.22580645161290322,0.5714285714285714,0.6666666666666666,0.75,0.12903225806451613,0.5,0.5,0.25,0.12903225806451613,0.375,0.375,0.6666666666666666,0.12903225806451613,0.25,0.25,1.0,0.3870967741935484,0.20833333333333334,0.22727272727272727,0.4,0.5,0.6666666666666666,1.0,0.3333333333333333,0.14285714285714285,1.0,0.2857142857142857,0.5,0.2857142857142857,0.5,0.7419354838709677,0.21739130434782608,0.5432581967213115,0.6178166666666667,0.55275,0.046875,0.09375,0.07017543859649122,0.17543859649122806,7.703333333333332,25.425,0.1027190332326284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1882,1610612737,Elton Brand,Elton Brand,1882,ATL,903.0,15,15,28,29,2.0,12,2,57,,,,,,,,1.0,,1.0,,,,,,,,,,,2.0,,,,,22,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,6.0,,6.0,2.0,8.0,1.0,,1.0,,,,,,,,,1.0,4.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,6.25,,,0.4,,,0.3333333333333333,0.2,,,0.5555555555555556,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.39325,,,,,,,10.1,,0.07142857142857142,2.0,1.0,0.5,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,57468.0,958,73,1900,1890,321.0,338,180,3790,109.0,145.0,22.0,31.0,12.0,20.0,43.0,96.0,82.0,168.0,4.0,11.0,,1.0,,,,,,234.0,409.0,4.0,11.0,58.0,538.0,1949,32.0,49.0,1.0,69.0,29.0,53.0,,1.0,14.0,72.0,332.0,136.0,12.0,,,,,14.0,,47.0,29.0,76.0,19.0,10.0,29.0,7.0,11.0,181.0,46.0,55.0,109.0,14.0,178.0,65.0,243.0,27.0,21.0,6.0,22.0,13.0,15.0,42.0,12.0,64.0,7.0,11.0,29.0,56.0,67.0,1.0,85.0,5.0,36.0,9.0,44.0,35.0,44.0,29.0,72.0,317.0,2.0,9.0,0.7094017094017094,0.7614678899082569,1.0,0.36363636363636365,,0.36363636363636365,0.5721271393643031,0.6530612244897959,0.5471698113207547,0.5714285714285714,0.64,0.5370370370370371,0.5847826086956521,0.6388888888888888,0.5454545454545454,0.02619047619047619,,0.034229828850855744,0.07586206896551724,,24.881291547958217,0.34375,0.3181818181818182,0.17552334943639292,0.07876712328767123,0.20754716981132076,0.18510158013544017,0.07620164126611957,0.12222222222222222,0.16129032258064516,0.1881918819188192,0.203125,0.2191780821917808,0.6590909090909091,0.34523809523809523,0.7517241379310344,0.8134328358208955,0.6605504587155964,0.22857142857142856,0.4479166666666667,0.46236559139784944,0.5813953488372093,0.4,0.4880952380952381,0.4880952380952381,0.8414634146341463,0.02619047619047619,0.36363636363636365,0.36363636363636365,1.0,,,,,0.62,0.7096774193548387,0.2727272727272727,,0.37037037037037035,0.6,0.018518518518518517,,,,0.37142857142857144,,0.48275619047619045,0.5306,0.48823333333333313,0.07982261640798226,0.08181818181818182,0.12825278810408922,0.13382899628252787,9.81442542787286,23.436363636363634,0.16894736842105262,19.0,8.0,0.07063197026022305,0.05714285714285714,0.09574468085106383,0.17293233082706766,1.0,5.0,32.0,10.0,4.0,7.0,1.0,2.0,10.0,5.0,2.0,2.0,2.0,7.0,1.0,4.0,0.03125,0.07142857142857142,0.04807692307692308,0.059880239520958084,0.02,,,,,,,,,,,,,,,,,,,,,,True,,,
201858,1610612737,Cartier Martin,Cartier Martin,201858,ATL,13008.0,217,14,439,428,137.0,122,43,867,4.0,8.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,8.0,3.0,15.0,1.0,6.0,14.0,25.0,3.0,4.0,7.0,7.0,19.0,17.0,40.0,9.0,74.0,434,1.0,2.0,5.0,11.0,2.0,6.0,5.0,13.0,5.0,24.0,10.0,4.0,48.0,3.0,,25.0,14.0,2.0,,3.0,6.0,9.0,3.0,3.0,1.0,,2.0,24.0,1.0,6.0,19.0,2.0,27.0,1.0,28.0,5.0,4.0,1.0,4.0,1.0,3.0,6.0,1.0,10.0,1.0,4.0,12.0,23.0,13.0,,12.0,1.0,2.0,3.0,1.0,,2.0,,24.0,135.0,1.0,3.0,0.7142857142857143,0.8333333333333334,0.9411764705882353,0.425,0.38461538461538464,0.425,0.3684210526315789,0.5,0.3333333333333333,0.5508474576271186,0.7857142857142857,0.5,0.578125,0.7857142857142857,0.5454545454545454,0.6779661016949152,,0.10526315789473684,0.25,,15.320910973084885,0.4,0.18181818181818182,0.1366906474820144,0.007633587786259542,0.10344827586206896,0.12690355329949238,0.005376344086021506,,0.06976744186046512,0.1694915254237288,0.13636363636363635,,,0.13559322033898305,0.5,0.6666666666666666,0.75,0.05084745762711865,0.6666666666666666,0.6666666666666666,1.0,0.13559322033898305,0.125,0.125,,0.2542372881355932,0.2,0.2,1.0,0.423728813559322,0.56,0.56,0.9285714285714286,0.14285714285714285,1.0,,0.42857142857142855,0.05263157894736842,1.0,0.3157894736842105,0.16666666666666666,0.3684210526315789,0.5714285714285714,0.8135593220338984,0.56,0.5317669491525424,0.5584785714285715,0.4906368421052632,0.04918032786885246,0.1,0.14864864864864866,0.32432432432432434,9.68421052631579,24.667499999999997,0.3120728929384966,,,,,,0.16216216216216217,2.0,,2.0,,,1.0,,,3.0,2.0,3.0,1.0,,1.0,,,,,0.018518518518518517,,0.2857142857142857,1.0,2.0,3.0,4.0,1.0,1.0,1.0,0.6,0.5,1.0,0.6666666666666666,1.0,0.024390243902439025,,,,,,,,,True,,,
202714,1610612737,Shelvin Mack,Shelvin Mack,202714,ATL,12370.0,206,37,399,398,61.0,63,34,797,12.0,24.0,,1.0,2.0,5.0,4.0,7.0,4.0,13.0,2.0,5.0,,,5.0,16.0,3.0,2.0,3.0,20.0,44.0,7.0,21.0,10.0,71.0,415,,2.0,3.0,6.0,3.0,9.0,2.0,3.0,1.0,13.0,20.0,20.0,12.0,9.0,,16.0,5.0,6.0,,33.0,8.0,41.0,7.0,1.0,13.0,7.0,13.0,90.0,1.0,6.0,14.0,,20.0,1.0,21.0,14.0,10.0,4.0,6.0,2.0,5.0,3.0,,9.0,,1.0,7.0,22.0,9.0,,14.0,,7.0,,,,,,13.0,61.0,1.0,,0.5,0.5,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.45454545454545453,,0.3333333333333333,0.46923076923076923,0.6,0.5,0.4930555555555556,0.6,0.5,0.3230769230769231,,0.13636363636363635,0.20833333333333334,,18.36734693877551,0.6666666666666666,,0.1044776119402985,0.00980392156862745,0.125,0.10989010989010989,0.006024096385542169,,0.022222222222222223,0.15873015873015872,0.15384615384615385,0.09090909090909091,,0.36923076923076925,0.5,0.631578947368421,0.5833333333333334,0.1076923076923077,0.5714285714285714,0.5714285714285714,0.25,0.2,0.3076923076923077,0.3333333333333333,0.5,0.07692307692307693,0.4,0.4,0.5,0.24615384615384617,0.3125,0.3125,0.6,0.2,,,0.6,0.4166666666666667,0.4,,,0.25,0.6666666666666666,0.6923076923076923,0.3125,0.5375892307692308,0.5771666666666667,0.5482833333333333,0.09722222222222222,0.13725490196078433,0.08450704225352113,0.18309859154929578,7.613636363636365,25.0,0.15288220551378445,,2.0,,,,0.11538461538461539,,,,,1.0,1.0,,,,,,,,,,,,,0.027777777777777776,,,,2.0,2.0,,,,,0.6666666666666666,,,0.6666666666666666,0.5,,0.07692307692307693,,,,,,,,True,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,46366.0,773,80,1552,1533,267.0,295,147,3085,53.0,104.0,,2.0,12.0,21.0,43.0,104.0,19.0,50.0,2.0,5.0,,,11.0,50.0,5.0,2.0,7.0,115.0,258.0,13.0,55.0,95.0,364.0,1551,4.0,12.0,5.0,8.0,26.0,46.0,2.0,7.0,33.0,91.0,52.0,178.0,24.0,15.0,1.0,49.0,11.0,22.0,,148.0,48.0,196.0,35.0,13.0,69.0,21.0,58.0,440.0,12.0,16.0,38.0,1.0,55.0,14.0,69.0,29.0,14.0,15.0,52.0,14.0,37.0,30.0,1.0,82.0,4.0,15.0,17.0,50.0,107.0,1.0,124.0,11.0,50.0,16.0,3.0,2.0,4.0,4.0,86.0,263.0,2.0,11.0,0.22608695652173913,0.22608695652173913,0.6153846153846154,0.23636363636363636,0.2857142857142857,0.24074074074074073,0.44573643410852715,0.3333333333333333,0.5652173913043478,0.42971246006389774,0.23529411764705882,0.5471698113207547,0.4904891304347826,0.23529411764705882,0.6164383561643836,0.1757188498402556,,0.08527131782945736,0.14423076923076922,,26.147588611272514,0.6341463414634146,0.02702702702702703,0.07450980392156863,0.024390243902439025,0.07207207207207207,0.07377049180327869,0.01991465149359886,0.0440251572327044,0.07777777777777778,0.08108108108108109,0.07738095238095238,0.05555555555555555,1.0,0.33226837060702874,0.5096153846153846,0.5955056179775281,0.24528301886792453,0.33226837060702874,0.41346153846153844,0.44329896907216493,0.23255813953488372,0.1597444089456869,0.38,0.38,0.15789473684210525,0.01597444089456869,0.4,0.4,1.0,0.1597444089456869,0.22,0.22,0.5454545454545454,0.11764705882352941,,,0.29411764705882354,0.39622641509433965,0.5714285714285714,,,0.1320754716981132,0.2857142857142857,0.5079872204472844,0.22448979591836735,0.502866185897436,0.47917499999999996,0.49703018867924526,0.14204545454545456,0.16835016835016836,0.02197802197802198,0.25,7.400000000000002,25.534545454545455,0.1720360824742268,2.0,1.0,0.009478672985781991,0.007462686567164179,0.012987012987012988,0.05555555555555555,,,,6.0,5.0,15.0,2.0,1.0,5.0,,2.0,3.0,1.0,,,,0.0673076923076923,0.01818181818181818,0.011904761904761904,0.0375,,,,,,,1.0,,,,,,,,,3.0,1.0,,,,,,True,,,
201960,1610612737,DeMarre Carroll,DeMarre Carroll,201960,ATL,42231.0,704,45,1380,1400,208.0,195,130,2780,39.0,58.0,9.0,10.0,4.0,7.0,10.0,28.0,3.0,11.0,10.0,34.0,2.0,7.0,16.0,41.0,6.0,2.0,4.0,52.0,97.0,26.0,75.0,39.0,221.0,1405,11.0,15.0,10.0,33.0,4.0,11.0,4.0,11.0,16.0,36.0,78.0,26.0,78.0,,,41.0,16.0,14.0,,28.0,8.0,36.0,3.0,5.0,19.0,5.0,4.0,80.0,18.0,31.0,62.0,9.0,102.0,29.0,131.0,32.0,24.0,8.0,5.0,1.0,3.0,12.0,3.0,17.0,3.0,1.0,24.0,63.0,46.0,,50.0,5.0,21.0,5.0,8.0,6.0,8.0,5.0,36.0,205.0,3.0,3.0,0.75,0.8478260869565217,1.0,0.3466666666666667,0.36363636363636365,0.3466666666666667,0.5360824742268041,0.7333333333333333,0.36363636363636365,0.5290697674418605,0.56,0.45454545454545453,0.5695876288659794,0.6111111111111112,0.5806451612903226,0.436046511627907,,0.14432989690721648,0.1724137931034483,,13.689700130378096,0.29411764705882354,0.2727272727272727,0.1316348195329087,0.04128440366972477,0.15270935960591134,0.13798219584569732,0.0449438202247191,0.029197080291970802,0.10526315789473684,0.14215686274509803,0.13815789473684212,0.19607843137254902,0.625,0.3372093023255814,0.6724137931034483,0.8125,0.7692307692307693,0.16279069767441862,0.35714285714285715,0.4166666666666667,0.6,0.06395348837209303,0.2727272727272727,0.2727272727272727,1.0,0.19767441860465115,0.29411764705882354,0.29411764705882354,1.0,0.23837209302325582,0.3902439024390244,0.3902439024390244,1.0,0.4,0.9,0.2222222222222222,0.24,0.3181818181818182,0.5714285714285714,0.3181818181818182,0.2857142857142857,0.18181818181818182,0.5,0.7732558139534884,0.3902439024390244,0.5566988372093022,0.5792411764705883,0.5284931818181818,0.1164021164021164,0.18584070796460178,0.1493212669683258,0.16289592760180996,5.1835051546391755,24.590666666666667,0.15072463768115943,10.0,3.0,0.053475935828877004,0.06779661016949153,0.028985507246376812,0.15625,4.0,5.0,12.0,2.0,2.0,2.0,1.0,4.0,,4.0,5.0,,2.0,,,,0.14285714285714285,0.056338028169014086,0.03821656050955414,0.025,0.16,,2.0,2.0,,1.0,,,0.2,,,0.3333333333333333,1.0,0.013157894736842105,,,,1.0,0.024390243902439025,,,,True,,,
2594,1610612737,Kyle Korver,Kyle Korver,2594,ATL,41945.0,699,66,1393,1376,212.0,225,133,2769,3.0,4.0,1.0,1.0,,,5.0,11.0,19.0,43.0,20.0,37.0,4.0,7.0,38.0,82.0,11.0,5.0,6.0,27.0,58.0,58.0,119.0,13.0,241.0,1437,2.0,5.0,14.0,34.0,2.0,5.0,9.0,13.0,2.0,33.0,46.0,8.0,171.0,3.0,,82.0,38.0,3.0,5.0,47.0,9.0,56.0,5.0,4.0,21.0,14.0,12.0,121.0,5.0,19.0,49.0,1.0,69.0,7.0,76.0,23.0,9.0,14.0,22.0,2.0,18.0,8.0,3.0,30.0,2.0,3.0,28.0,46.0,14.0,2.0,15.0,1.0,1.0,1.0,6.0,3.0,6.0,3.0,33.0,209.0,4.0,1.0,0.8518518518518519,0.8846153846153846,0.9827586206896551,0.48739495798319327,0.6923076923076923,0.48739495798319327,0.46551724137931033,0.4,0.4,0.6440677966101694,0.8157894736842105,0.8611111111111112,0.6536312849162011,0.85,0.8157894736842105,0.672316384180791,0.04201680672268908,0.05172413793103448,0.25,0.04878048780487805,13.580246913580247,0.7333333333333333,0.034482758620689655,0.109375,0.011904761904761904,0.09693877551020408,0.10559006211180125,0.011272141706924315,0.016,0.10759493670886076,0.12626262626262627,0.1103448275862069,0.058823529411764705,0.5,0.022598870056497175,0.75,1.0,0.6666666666666666,0.062146892655367235,0.45454545454545453,0.45454545454545453,0.8,0.24293785310734464,0.4418604651162791,0.4634146341463415,0.8947368421052632,0.20903954802259886,0.5405405405405406,0.5555555555555556,1.0,0.4632768361581921,0.4634146341463415,0.48717948717948717,0.9736842105263158,0.05263157894736842,1.0,,0.5789473684210527,,,0.3888888888888889,0.5714285714285714,0.3333333333333333,0.8333333333333334,0.6949152542372882,0.4634146341463415,0.5137426553672317,0.5128571428571428,0.49221666666666664,0.02247191011235955,0.017241379310344827,0.14107883817427386,0.13692946058091288,15.13103448275862,24.8672268907563,0.15218951902368988,2.0,,0.009950248756218905,0.007246376811594203,0.015873015873015872,0.07608695652173914,3.0,3.0,2.0,2.0,1.0,4.0,,,2.0,2.0,1.0,,1.0,2.0,,,,0.013888888888888888,0.006622516556291391,0.024096385542168676,0.15789473684210525,2.0,7.0,9.0,,3.0,,,0.6428571428571429,0.6666666666666666,1.0,0.6363636363636364,1.0,0.025,0.046511627906976744,7.0,,,,2.0,0.02702702702702703,,True,,,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,40584.0,676,52,1340,1342,196.0,218,128,2682,66.0,102.0,5.0,14.0,6.0,8.0,27.0,67.0,16.0,46.0,8.0,18.0,2.0,5.0,7.0,19.0,1.0,1.0,4.0,109.0,215.0,15.0,37.0,49.0,312.0,1375,8.0,19.0,4.0,30.0,13.0,25.0,3.0,9.0,11.0,46.0,152.0,66.0,42.0,3.0,,19.0,7.0,11.0,,39.0,18.0,57.0,8.0,10.0,26.0,5.0,8.0,132.0,23.0,32.0,90.0,5.0,127.0,38.0,165.0,33.0,24.0,9.0,20.0,6.0,10.0,24.0,7.0,44.0,2.0,3.0,32.0,64.0,80.0,5.0,78.0,10.0,41.0,3.0,21.0,17.0,21.0,15.0,44.0,193.0,4.0,2.0,0.6972477064220184,0.7102803738317757,0.9333333333333333,0.40540540540540543,0.3333333333333333,0.40540540540540543,0.5069767441860465,0.42105263157894735,0.52,0.5218253968253969,0.4782608695652174,0.5147058823529411,0.5454545454545454,0.5172413793103449,0.5476190476190477,0.14682539682539683,,0.05116279069767442,0.06862745098039216,,22.22222222222222,0.45454545454545453,0.18518518518518517,0.20224719101123595,0.05489260143198091,0.16666666666666666,0.19152276295133439,0.06291390728476821,0.08527131782945736,0.16666666666666666,0.22459893048128343,0.14788732394366197,0.22,0.7142857142857143,0.40476190476190477,0.6470588235294118,0.6947368421052632,0.7575757575757576,0.26587301587301587,0.40298507462686567,0.42857142857142855,0.5185185185185185,0.18253968253968253,0.34782608695652173,0.34782608695652173,0.75,0.07142857142857142,0.4444444444444444,0.4444444444444444,1.0,0.07539682539682539,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.6086956521739131,0.35714285714285715,0.4,0.043478260869565216,0.23529411764705882,0.75,0.14705882352941177,0.4,0.11764705882352941,0.25,0.5515873015873016,0.3684210526315789,0.5106916666666667,0.52145,0.465514705882353,0.14487632508833923,0.16666666666666666,0.09615384615384616,0.14743589743589744,7.053953488372094,24.48108108108108,0.14626865671641792,15.0,3.0,0.08108108108108109,0.08264462809917356,0.078125,0.21568627450980393,3.0,8.0,4.0,7.0,2.0,10.0,,2.0,5.0,5.0,3.0,,3.0,1.0,,2.0,0.05970149253731343,0.03571428571428571,0.04666666666666667,0.06086956521739131,0.13043478260869565,2.0,,2.0,3.0,,,,0.5,0.6666666666666666,1.0,,,,,,,,,,,1.0,True,,,
203098,1610612737,John Jenkins,John Jenkins,203098,ATL,2759.0,46,-8,91,92,11.0,16,6,183,3.0,9.0,,2.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,,2.0,4.0,,,,4.0,11.0,2.0,6.0,1.0,15.0,104,,2.0,,,1.0,1.0,,,1.0,3.0,4.0,4.0,6.0,,,4.0,2.0,3.0,,3.0,3.0,6.0,3.0,,2.0,,1.0,15.0,2.0,3.0,4.0,,7.0,2.0,9.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,3.0,11.0,,,0.5,0.5,1.0,0.3333333333333333,,0.3333333333333333,0.36363636363636365,,1.0,0.4117647058823529,,1.0,0.4411764705882353,,1.5,0.35294117647058826,,0.2727272727272727,0.3333333333333333,,18.367346938775512,1.0,,0.14814814814814814,0.06451612903225806,0.2727272727272727,0.18421052631578946,0.047619047619047616,0.18181818181818182,0.25,0.2,0.3333333333333333,,,0.5294117647058824,0.3333333333333333,0.5,0.6666666666666666,0.058823529411764705,,,,0.058823529411764705,1.0,1.0,,0.11764705882352941,,,,0.23529411764705882,0.5,0.5,1.0,1.0,,,,1.0,1.0,,,,,0.8823529411764706,0.5,0.6106558823529411,0.60625,0.8806,0.058823529411764705,0.09090909090909091,,0.2,3.409090909090909,25.3,0.12087912087912088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
