EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,HeaveMakes,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends,on
101161,1610612761,Amir Johnson,Amir Johnson,101161,TOR,75396.0,1257,109.0,2405,2398,494,507,293,4803,115.0,161.0,36.0,54.0,27.0,34.0,36.0,77.0,28.0,57.0,1.0,8.0,1.0,2.0,13.0,34.0,1.0,2.0,7.0,179.0,295.0,14.0,42.0,54.0,454,2543,44.0,69.0,1.0,11.0,99.0,38.0,55.0,3.0,9.0,10.0,95.0,266.0,92.0,42.0,42.0,34.0,13.0,18.0,1.0,42.0,19.0,61.0,16.0,3.0,19.0,10.0,13.0,141.0,18.0,58.0,3.0,41.0,130.0,13.0,184,79.0,263,9.0,31.0,19.0,12.0,30.0,8.0,18.0,40.0,2.0,12.0,6.0,70.0,6.0,13.0,61.0,4.0,153,2.0,1.0,18.0,17.0,84.0,6.0,11.0,6.0,3.0,85.0,11.0,43.0,5.0,51.0,33.0,1.0,17.0,51.0,28.0,2.0,3.0,6.0,95.0,491,11.0,4.0,0.7430167597765364,0.8417721518987342,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6067796610169491,0.6376811594202898,0.6909090909090909,0.5934718100890207,0.6285714285714286,0.6640625,0.606951871657754,0.6428571428571429,0.6506849315068494,0.12462908011869436,0.023809523809523808,0.061016949152542375,0.08074534161490683,0.06493506493506493,0.029411764705882353,16.257781032588795,0.42857142857142855,0.16883116883116883,0.04225352112676056,0.14994232987312572,0.0791268758526603,0.14335664335664336,0.04918032786885246,0.14830875975715524,0.06915377616014559,0.09659090909090909,0.07450980392156863,0.0728476821192053,0.056179775280898875,0.030303030303030304,0.12162162162162163,0.16065573770491803,0.16917293233082706,0.14018691588785046,0.1527777777777778,0.07258064516129033,0.5490196078431373,0.47774480712166173,0.7142857142857143,0.777027027027027,0.6782608695652174,0.228486646884273,0.4675324675324675,0.5,0.8055555555555556,0.16913946587537093,0.49122807017543857,0.49122807017543857,0.9285714285714286,0.02373887240356083,0.125,0.125,1.0,0.10089020771513353,0.38235294117647056,0.3939393939393939,1.0,0.7714285714285715,0.6666666666666666,0.2222222222222222,0.014285714285714285,0.53125,0.7941176470588235,0.03125,0.5,0.109375,0.2857142857142857,0.6023738872403561,0.38235294117647056,0.5098915430267064,0.5517745762711865,0.5096156250000001,0.11653116531165311,0.13149847094801223,0.21806167400881057,0.2092511013215859,6.444067796610168,24.83571428571429,0.20540540540540542,,,,,,,,,,,,,,,,,,,,,,,,,True
101236,1610612761,Chuck Hayes,Chuck Hayes,101236,TOR,15719.0,262,53.0,499,496,186,241,73,995,13.0,20.0,4.0,7.0,4.0,7.0,6.0,21.0,,,,,,,,,,,,19.0,41.0,,,6.0,44,509,4.0,8.0,,2.0,10.0,5.0,18.0,,,,10.0,32.0,6.0,,6.0,,,3.0,,9.0,4.0,13.0,4.0,,6.0,2.0,1.0,30.0,4.0,17.0,,7.0,34.0,10.0,51,21.0,72,4.0,11.0,4.0,7.0,6.0,,4.0,7.0,,2.0,3.0,13.0,2.0,7.0,21.0,3.0,38,1.0,,1.0,1.0,10.0,2.0,,,,8.0,2.0,4.0,1.0,2.0,2.0,,,2.0,,,1.0,,10.0,185,6.0,1.0,0.8421052631578947,1.0,,,,,0.4634146341463415,0.5,0.2777777777777778,0.4634146341463415,0.5,0.2777777777777778,0.5,0.5,0.2631578947368421,,,0.07317073170731707,0.05,0.09523809523809523,,9.86159169550173,0.46153846153846156,0.38461538461538464,,0.2463768115942029,0.10119047619047619,0.1111111111111111,0.05128205128205128,0.20398009950248755,0.08536585365853659,0.17073170731707318,0.08064516129032258,0.07692307692307693,0.03508771929824561,0.09523809523809523,0.24444444444444444,0.22448979591836735,0.2727272727272727,0.125,0.06666666666666667,0.21052631578947367,,0.4878048780487805,0.65,0.6842105263157895,0.7692307692307693,0.5121951219512195,0.2857142857142857,0.3157894736842105,1.0,,,,,,,,,,,,,0.875,0.5714285714285714,0.25,,0.3888888888888889,0.5714285714285714,,,,,0.4878048780487805,,0.4729024390243902,0.5612428571428573,0.45845,0.09302325581395349,0.09302325581395349,0.22727272727272727,0.22727272727272727,4.336585365853659,,0.3727454909819639,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
200768,1610612761,Kyle Lowry,Kyle Lowry,200768,TOR,97283.0,1621,166.0,3138,3132,844,897,380,6270,86.0,132.0,12.0,19.0,40.0,55.0,35.0,90.0,34.0,86.0,14.0,27.0,3.0,4.0,98.0,251.0,13.0,25.0,75.0,155.0,308.0,112.0,278.0,161.0,807,3362,16.0,32.0,18.0,15.0,74.0,64.0,116.0,28.0,79.0,82.0,294.0,76.0,234.0,204.0,10.0,250.0,98.0,21.0,1.0,276.0,102.0,378.0,60.0,42.0,120.0,74.0,82.0,858.0,13.0,32.0,1.0,60.0,93.0,1.0,154,46.0,200,2.0,64.0,34.0,30.0,69.0,14.0,50.0,37.0,1.0,19.0,6.0,106.0,7.0,31.0,51.0,10.0,141,,,12.0,11.0,219.0,21.0,7.0,27.0,9.0,193.0,12.0,57.0,27.0,8.0,7.0,1.0,,8.0,3.0,,,1.0,292.0,841,26.0,23.0,0.24516129032258063,0.25333333333333335,0.6071428571428571,0.4028776978417266,0.35443037974683544,0.4043321299638989,0.5032467532467533,0.5,0.5517241379310345,0.5511945392491467,0.59,0.5435897435897435,0.6002994011976048,0.6379310344827587,0.615546218487395,0.47440273037542663,0.0035971223021582736,0.06818181818181818,0.10606060606060606,0.044444444444444446,0.00398406374501992,21.668533034714446,0.6509433962264151,0.009259259259259259,0.010309278350515464,0.08683473389355742,0.03343782654127482,0.15706806282722513,0.026859504132231406,0.10529938059187888,0.031228313671061762,0.03404255319148936,0.04046242774566474,0.026595744680851064,0.01977401129943503,0.046153846153846156,0.07988980716253444,0.08011049723756906,0.10115606936416185,0.1696113074204947,0.12121212121212122,0.007042253521126761,0.375,0.22525597269624573,0.6515151515151515,0.7288135593220338,0.32558139534883723,0.15358361774744028,0.3888888888888889,0.4069767441860465,0.2,0.14675767918088736,0.3953488372093023,0.40963855421686746,0.08823529411764706,0.04607508532423208,0.5185185185185185,0.5185185185185185,0.8571428571428571,0.4283276450511945,0.3904382470119522,0.392,0.5714285714285714,0.38,0.631578947368421,0.16666666666666666,0.26,0.28205128205128205,0.7272727272727273,0.020512820512820513,0.75,0.38461538461538464,0.3333333333333333,0.6996587030716723,0.392,0.5000607204116638,0.49886578947368426,0.47060729166666665,0.1060842433697348,0.16147308781869688,0.09169764560099132,0.3643122676579926,8.453571428571426,25.50791366906475,0.26896112173358827,1.0,2.0,5.0,7.0,9.0,132.0,1.0,1.0,8.0,11.0,0.5,0.03488372093023256,0.1,0.4,1.0,0.5384615384615384,0.8571428571428571,0.03819444444444445,,,,,,,True
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,88732.0,1479,35.0,2812,2812,562,627,349,5624,78.0,119.0,8.0,13.0,19.0,24.0,55.0,149.0,132.0,335.0,16.0,44.0,4.0,13.0,9.0,50.0,3.0,2.0,16.0,265.0,603.0,25.0,94.0,272.0,877,3052,23.0,43.0,6.0,18.0,70.0,54.0,103.0,6.0,29.0,77.0,203.0,252.0,278.0,63.0,4.0,50.0,9.0,31.0,,91.0,93.0,184.0,59.0,34.0,50.0,14.0,27.0,461.0,3.0,21.0,1.0,31.0,104.0,12.0,147,25.0,172,10.0,37.0,22.0,15.0,56.0,3.0,24.0,32.0,11.0,32.0,5.0,88.0,8.0,15.0,50.0,4.0,99,5.0,,2.0,4.0,226.0,5.0,2.0,4.0,14.0,324.0,20.0,136.0,22.0,12.0,5.0,,7.0,13.0,8.0,1.0,,,198.0,557,11.0,17.0,0.47547169811320755,0.4790874524714829,0.84,0.26595744680851063,0.20689655172413793,0.26595744680851063,0.439469320066335,0.5348837209302325,0.5242718446601942,0.4340028694404591,0.5306122448979592,0.4772727272727273,0.5143027413587604,0.6052631578947368,0.5775862068965517,0.13486370157819225,,0.05140961857379768,0.1092436974789916,0.10067114093959731,,28.94161723384327,0.6363636363636364,0.14285714285714285,0.011235955056179775,0.1041041041041041,0.023622047244094488,0.08806818181818182,0.007009345794392523,0.0999259807549963,0.018223234624145785,0.03669724770642202,0.03289473684210526,0.008174386920980926,0.00641025641025641,0.008620689655172414,0.09169054441260745,0.09037900874635568,0.13355048859934854,0.08560311284046693,0.09473684210526316,0.0273224043715847,0.6153846153846154,0.17073170731707318,0.6554621848739496,0.7358490566037735,0.48717948717948717,0.21377331420373027,0.3691275167785235,0.41044776119402987,0.38181818181818183,0.4806312769010043,0.3940298507462687,0.39759036144578314,0.5075757575757576,0.06312769010043041,0.36363636363636365,0.36363636363636365,0.9375,0.07173601147776183,0.18,0.18,0.6666666666666666,0.2653061224489796,0.6153846153846154,0.375,0.061224489795918366,0.18181818181818182,0.7916666666666666,0.09848484848484848,0.3076923076923077,0.12121212121212122,0.125,0.30559540889526543,0.18,0.451716091954023,0.46966973684210533,0.45716183206106886,0.17135862913096694,0.18915159944367177,0.07981755986316989,0.2314709236031927,12.665339966832507,24.75744680851064,0.19985775248933144,4.0,2.0,3.0,,2.0,12.0,,,16.0,4.0,0.3333333333333333,0.008955223880597015,0.061224489795918366,0.6666666666666666,1.0,,,0.04081632653061224,1.0,1.0,,,,,True
203082,1610612761,Terrence Ross,Terrence Ross,203082,TOR,129544.0,2159,127.0,4158,4151,1098,1156,516,8309,70.0,116.0,13.0,21.0,21.0,33.0,46.0,102.0,41.0,125.0,62.0,144.0,11.0,28.0,99.0,264.0,23.0,27.0,66.0,157.0,343.0,161.0,408.0,82.0,879,4445,21.0,38.0,29.0,8.0,83.0,42.0,77.0,38.0,94.0,43.0,241.0,170.0,144.0,459.0,12.0,257.0,98.0,30.0,4.0,63.0,16.0,79.0,12.0,4.0,40.0,14.0,9.0,174.0,18.0,21.0,4.0,64.0,132.0,13.0,209,43.0,252,9.0,64.0,42.0,22.0,50.0,15.0,32.0,38.0,1.0,18.0,5.0,88.0,2.0,23.0,95.0,8.0,183,5.0,,8.0,4.0,89.0,1.0,3.0,13.0,5.0,98.0,9.0,34.0,19.0,25.0,12.0,5.0,8.0,27.0,14.0,1.0,,,240.0,1093,22.0,16.0,0.5414012738853503,0.5629139072847682,0.9503105590062112,0.3946078431372549,0.40425531914893614,0.39800995024875624,0.4577259475218659,0.5526315789473685,0.5454545454545454,0.5306258322237017,0.5597014925373134,0.5789473684210527,0.5528301886792453,0.5845070422535211,0.6211340206185567,0.5432756324900133,0.00980392156862745,0.08746355685131195,0.08620689655172414,0.11764705882352941,0.011363636363636364,18.640489761452397,0.5681818181818182,0.0962962962962963,0.032520325203252036,0.09250175192711983,0.016317016317016316,0.1285140562248996,0.027820710973724884,0.10181818181818182,0.02016546018614271,0.017964071856287425,0.017660044150110375,0.014,0.02754237288135593,0.02857142857142857,0.06896551724137931,0.07822410147991543,0.13232104121475055,0.1358695652173913,0.1076923076923077,0.023376623376623377,0.5185185185185185,0.15446071904127828,0.603448275862069,0.660377358490566,0.6,0.13581890812250333,0.45098039215686275,0.5111111111111111,0.5,0.16644474034620507,0.328,0.3504273504273504,0.4878048780487805,0.19174434087882822,0.4305555555555556,0.43356643356643354,0.9838709677419355,0.35153129161118507,0.375,0.3793103448275862,0.9292929292929293,0.31343283582089554,0.6190476190476191,0.6153846153846154,0.34328358208955223,0.19298245614035087,0.6363636363636364,0.16374269005847952,0.39285714285714285,0.38596491228070173,0.4090909090909091,0.6977363515312917,0.38132295719844356,0.5158610661268557,0.5065294117647057,0.5110806748466259,0.045103092783505154,0.09239130434782608,0.09442548350398179,0.27417519908987487,9.765889212827988,25.350490196078425,0.26406926406926406,7.0,3.0,6.0,8.0,11.0,24.0,6.0,1.0,,1.0,0.3793103448275862,0.064,0.08955223880597014,0.5,1.0,0.34782608695652173,1.0,0.0024509803921568627,2.0,1.0,1.0,1.0,0.006944444444444444,,True
202361,1610612761,Landry Fields,Landry Fields,202361,TOR,7239.0,121,-37.0,231,241,103,79,31,472,6.0,13.0,2.0,5.0,2.0,5.0,1.0,10.0,,1.0,,1.0,,1.0,,1.0,,,,7.0,24.0,,2.0,5.0,19,271,3.0,6.0,,1.0,7.0,2.0,9.0,,1.0,,4.0,4.0,10.0,,6.0,1.0,,5.0,,5.0,2.0,7.0,,2.0,4.0,1.0,,16.0,4.0,2.0,,2.0,6.0,4.0,12,6.0,18,,2.0,2.0,,4.0,1.0,3.0,3.0,,1.0,2.0,7.0,,2.0,8.0,1.0,13,,,,,5.0,,,,,7.0,1.0,4.0,,,,,,,,,,,4.0,102,1.0,,0.2857142857142857,0.5,,,,,0.2916666666666667,0.5,0.2222222222222222,0.2692307692307692,0.5,0.2,0.3275862068965517,0.5833333333333334,0.18181818181818182,0.07692307692307693,,0.20833333333333334,0.3076923076923077,0.1,,13.432835820895521,0.5714285714285714,0.3333333333333333,,0.08333333333333333,0.027777777777777776,0.08695652173913043,0.1111111111111111,0.08421052631578947,0.05555555555555555,0.04,,0.058823529411764705,0.12,0.09090909090909091,0.041666666666666664,0.07692307692307693,0.13636363636363635,0.1111111111111111,,,,0.5,0.46153846153846156,0.6666666666666666,0.3333333333333333,0.38461538461538464,0.1,0.1111111111111111,,0.038461538461538464,,,,0.038461538461538464,,,,0.038461538461538464,,,,0.8333333333333334,0.4,,,0.5,0.4,0.1,,,,0.5769230769230769,,0.4815057692307692,0.4132,0.45804999999999996,0.13793103448275862,0.14814814814814814,0.3684210526315789,0.21052631578947367,5.641666666666666,25.3,0.4458874458874459,,,,,,,,,,,,,,,,,,,,,,,,,True
2422,1610612761,John Salmons,John Salmons,2422,TOR,21573.0,360,-8.0,718,724,285,349,85,1442,5.0,7.0,,,2.0,2.0,2.0,10.0,11.0,33.0,6.0,11.0,2.0,3.0,9.0,24.0,1.0,3.0,8.0,18.0,50.0,15.0,35.0,5.0,86,771,,1.0,5.0,,9.0,7.0,18.0,5.0,11.0,2.0,31.0,6.0,30.0,42.0,,24.0,9.0,4.0,1.0,24.0,15.0,39.0,10.0,5.0,12.0,7.0,5.0,93.0,2.0,1.0,1.0,9.0,16.0,2.0,27,4.0,31,,11.0,9.0,2.0,5.0,2.0,4.0,4.0,,1.0,1.0,9.0,,4.0,13.0,,27,,,,,10.0,,1.0,1.0,1.0,10.0,,4.0,1.0,3.0,3.0,,,3.0,,,,,31.0,283,5.0,1.0,0.16666666666666666,0.16666666666666666,0.9333333333333333,0.42857142857142855,0.45454545454545453,0.42857142857142855,0.36,,0.3888888888888889,0.4764705882352941,0.75,0.5,0.4777777777777778,0.75,0.5,0.4117647058823529,0.02857142857142857,0.08,0.2857142857142857,0.2,,12.222222222222223,0.5555555555555556,0.08,0.058823529411764705,0.07441860465116279,0.004424778761061947,0.10227272727272728,0.017391304347826087,0.08250825082508251,0.008797653958944282,,0.012195121951219513,,0.022222222222222223,,0.06172839506172839,0.0625,0.1,0.10294117647058823,0.1,,,0.08235294117647059,0.7142857142857143,1.0,,0.11764705882352941,0.2,0.25,0.5,0.38823529411764707,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.12941176470588237,0.5454545454545454,0.6,1.0,0.2823529411764706,0.375,0.375,0.8888888888888888,,,,0.16666666666666666,0.06896551724137931,1.0,0.10344827586206896,0.6666666666666666,0.27586206896551724,0.375,0.49411764705882355,0.375,0.4753211764705882,0.5125400000000001,0.4696758620689655,0.0449438202247191,0.07407407407407407,0.10465116279069768,0.36046511627906974,13.796,24.717142857142857,0.3969359331476323,,3.0,4.0,,3.0,3.0,,,,,0.6,,0.6666666666666666,0.75,1.0,,,,,,,,0.09090909090909091,,True
202349,1610612761,Greivis Vasquez,Greivis Vasquez,202349,TOR,27195.0,453,53.0,865,861,243,272,111,1726,8.0,20.0,2.0,2.0,,3.0,16.0,44.0,8.0,18.0,1.0,10.0,,,26.0,60.0,8.0,3.0,13.0,32.0,82.0,27.0,70.0,22.0,167,886,6.0,8.0,9.0,1.0,25.0,10.0,24.0,3.0,13.0,13.0,42.0,16.0,48.0,72.0,,60.0,26.0,5.0,,55.0,28.0,83.0,23.0,5.0,31.0,15.0,9.0,194.0,1.0,1.0,,14.0,30.0,1.0,45,2.0,47,,7.0,5.0,2.0,27.0,2.0,22.0,9.0,1.0,5.0,3.0,36.0,3.0,6.0,16.0,4.0,31,,,1.0,2.0,20.0,,,,1.0,27.0,,7.0,5.0,,,,,,,,,,42.0,241,3.0,5.0,0.25,0.25,0.8888888888888888,0.38571428571428573,0.23076923076923078,0.38571428571428573,0.3902439024390244,0.75,0.4166666666666667,0.4769736842105263,0.7058823529411765,0.3918918918918919,0.5,0.7058823529411765,0.4659090909090909,0.4605263157894737,,0.06097560975609756,0.1,0.045454545454545456,,20.34587995930824,0.75,0.041666666666666664,,0.10101010101010101,0.0037735849056603774,0.15053763440860216,0.007194244604316547,0.11282051282051282,0.0049504950495049506,,0.010752688172043012,,0.010101010101010102,,0.10416666666666667,0.11827956989247312,0.08333333333333333,0.16176470588235295,0.12,,,0.13157894736842105,0.4,0.4444444444444444,0.375,0.2894736842105263,0.36363636363636365,0.38095238095238093,0.25,0.11842105263157894,0.4444444444444444,0.47058823529411764,0.125,0.06578947368421052,0.1,0.1,1.0,0.39473684210526316,0.43333333333333335,0.43333333333333335,0.8846153846153846,0.11764705882352941,1.0,0.5,0.47058823529411764,0.08108108108108109,,,,0.35135135135135137,0.23076923076923078,0.5921052631578947,0.43333333333333335,0.4693631578947369,0.4761035714285713,0.43276621621621625,0.0440251572327044,0.07865168539325842,0.1497005988023952,0.25149700598802394,8.313414634146342,25.512857142857147,0.2809248554913295,,,1.0,4.0,4.0,9.0,,,3.0,,0.4444444444444444,0.05555555555555555,0.058823529411764705,,,0.5,1.0,,,,,,,,True
200752,1610612761,Rudy Gay,Rudy Gay,200752,TOR,10102.0,168,53.0,333,331,146,131,55,664,13.0,28.0,4.0,6.0,4.0,9.0,6.0,30.0,12.0,28.0,1.0,3.0,1.0,2.0,6.0,16.0,2.0,4.0,9.0,31.0,86.0,7.0,19.0,21.0,104,309,6.0,15.0,2.0,6.0,24.0,11.0,34.0,5.0,11.0,11.0,48.0,10.0,52.0,12.0,4.0,16.0,6.0,9.0,,7.0,8.0,15.0,6.0,2.0,4.0,3.0,,38.0,5.0,4.0,1.0,12.0,14.0,4.0,30,10.0,40,3.0,10.0,6.0,4.0,12.0,1.0,4.0,8.0,,8.0,2.0,20.0,2.0,5.0,6.0,1.0,16,1.0,,,4.0,20.0,1.0,,2.0,,26.0,1.0,9.0,4.0,12.0,10.0,,2.0,12.0,6.0,,,,48.0,146,2.0,4.0,0.16129032258064516,0.1724137931034483,0.5714285714285714,0.3684210526315789,0.45454545454545453,0.3684210526315789,0.36046511627906974,0.4,0.3235294117647059,0.3952380952380952,0.5294117647058824,0.4111111111111111,0.44017094017094016,0.6,0.46153846153846156,0.18095238095238095,,0.10465116279069768,0.10714285714285714,0.2,,34.25,0.6,0.25,0.0625,0.1308411214953271,0.03508771929824561,0.2608695652173913,0.09803921568627451,0.16993464052287582,0.05454545454545454,0.07142857142857142,0.023809523809523808,,0.10526315789473684,0.07692307692307693,0.08163265306122448,0.25,0.11764705882352941,0.2647058823529412,0.25,0.05172413793103448,0.5,0.26666666666666666,0.4642857142857143,0.52,0.23076923076923078,0.2857142857142857,0.2,0.25,0.16666666666666666,0.26666666666666666,0.42857142857142855,0.42857142857142855,0.08333333333333333,0.02857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.1523809523809524,0.375,0.375,0.5,0.35294117647058826,0.6666666666666666,,0.11764705882352941,0.2,0.4444444444444444,0.044444444444444446,0.5,0.2,0.4444444444444444,0.44761904761904764,0.375,0.44320999999999994,0.4296727272727272,0.42660111111111115,0.07964601769911504,0.09574468085106383,0.23076923076923078,0.46153846153846156,9.287209302325582,25.657894736842106,0.43843843843843844,,,,2.0,2.0,9.0,,,1.0,,1.0,,,,,1.0,0.5,,,,,,,,True
200779,1610612761,Steve Novak,Steve Novak,200779,TOR,14683.0,245,25.0,492,479,176,161,51,971,,,,,,,,3.0,3.0,9.0,4.0,13.0,3.0,4.0,15.0,38.0,2.0,5.0,14.0,3.0,12.0,19.0,51.0,1.0,64,520,,1.0,3.0,,6.0,,3.0,8.0,18.0,,24.0,2.0,4.0,48.0,,38.0,15.0,,,2.0,3.0,5.0,1.0,2.0,1.0,,1.0,13.0,,1.0,1.0,10.0,12.0,2.0,24,2.0,26,,4.0,3.0,1.0,1.0,,,2.0,,1.0,,3.0,,2.0,10.0,3.0,19,,,1.0,1.0,7.0,,2.0,3.0,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,24.0,176,2.0,,0.3333333333333333,0.3333333333333333,0.8421052631578947,0.37254901960784315,0.4444444444444444,0.37254901960784315,0.25,,,0.5,0.75,0.5714285714285714,0.5,0.75,0.5714285714285714,0.8095238095238095,,,,,,12.021857923497267,0.3333333333333333,0.14285714285714285,0.08333333333333333,0.08571428571428572,0.007575757575757576,0.136986301369863,,0.10328638497652583,0.004608294930875576,,0.018867924528301886,,,,0.08163265306122448,0.07142857142857142,0.10204081632653061,0.1346153846153846,0.14285714285714285,,1.0,,,,,0.047619047619047616,,,,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,0.3076923076923077,0.3076923076923077,1.0,0.6031746031746031,0.39473684210526316,0.39473684210526316,0.8,,,,0.5,,,0.19047619047619047,0.75,0.6666666666666666,0.35714285714285715,0.8095238095238095,0.39473684210526316,0.5053357142857143,0.5113666666666666,0.48738095238095236,,,0.09375,0.375,17.808333333333334,25.36666666666667,0.35772357723577236,,,1.0,2.0,2.0,9.0,,,1.0,,0.6666666666666666,,0.25,,,1.0,0.5,,,,,,,,True
